slot,scene_uid,cluster,robot,family,placement,direction,method,repeat,planner_feasible,physical_run,quality_completed,execution_completed,T_init,T_opt,status,total_plan_wall_s,shared_graph_statistics,endpoint_closure_error_rad,planning_cost_scope,quality_completion_time_s,raw_motion_completion_time_s,T_smooth,T_retime,T_validate,initialization_success,initialization_residual_evaluations,initialization_nodes,tb_dual_continuation_calls,solver_return_status,checkpoint_selected,feasible_checkpoint_count,optimizer_native_status,optimizer_elapsed_s,optimizer_stop_at_budget,optimizer_elapsed_beyond_30s,shared_initial_sha256,first_legal_path_s,active_control_count,selected_path_available_s,adopted_updates,dense_min_clearance_m,transitions_actually_modified,predicted_execution_s,simulated_completion_time_s,elapsed_until_stop_s,simulation_wall_s,valid_coverage_fraction,raw_coverage_fraction,max_hole_diameter_upper_bound_m,max_along_scan_gap_m,collision_steps,velocity_utilization_max,acceleration_utilization_max,tracking_error_max_rad,torque_saturation_fraction,torque_requested_utilization_max,velocity_exceed_duration_s,acceleration_exceed_duration_s,scan_duration_s,transition_duration_s,settling_duration_s,sample_state_dt_s,physical_extrema_dt_s,acceleration_rms_rad_s2,jerk_rms_rad_s3,hole_measurement,standoff_m_p95,standoff_m_max,standoff_m_min,center_error_m_p95,center_error_m_max,center_error_m_min,incidence_rad_p95,incidence_rad_max,incidence_rad_min,line_error_rad_p95,line_error_rad_max,line_error_rad_min,profile_process_violation_duration_s,actual_scan_s,actual_transition_s,actual_wait_s,tracking_p95_rad,actual_endpoint_error_rad,quality_transition_s,dense_geometry_feasible
panda_cylinder_p1_v,be62d5dee820b8e320fc3af1c85548a704ca13694693c4f95b1ee71fb14e2609,panda_cylinder_p1,panda,cylinder,1,v,Proposed,0,True,True,True,True,13.41297039600613,31.101662578003015,planner_feasible,46.22110001600231,"{""fine_possible"": 96206, ""fine_discontinuous"": 82019, ""fine_geometry_rejected"": 179, ""fine_collision_rejected"": 0, ""fine_retained"": 14008, ""endpoint_nodes"": 314, ""endpoint_layers"": 28, ""endpoint_possible"": 3624, ""endpoint_retained"": 573}",0.0,"Includes charged independent candidate validation, shared graph construction, own constrained fit, optimization, dense checks and TOPPRA; historical input-library acquisition excluded and disclosed.",25.985000000008775,25.985000000008775,,0.032740753988036886,1.0099084609973943,,,,,User_Requested_Stop,,,User_Requested_Stop,31.101662578003015,True,1.1016625780030154,05b5c95b5be4867d1ca8994de2ec23e5b8e80cbf31062484c0a40f28c1070aa9,13.41297039600613,39,13.41297039600613,0,0.021414369687192458,[],25.78518077616188,25.985000000008775,25.985000000008775,4.467338727001334,0.999999999999979,0.999999999999979,0.0,0.000782319050162805,0,0.4670242280118713,0.8140302862109011,6.96270952096345e-05,0.0,0.48975843740691277,0.0,0.0,15.975,9.811,0.2,0.001,0.001,0.45752543188429723,34.576361988728436,conservative_3d_component_bounding_box_diagonal,0.15000793817195338,0.1500160602159177,0.14996062781316855,4.610823496660337e-05,0.00010720524286718317,2.407956153841017e-16,0.1047610696070492,0.10481023930386156,0.10459916254904485,3.599229266728835e-05,5.9038513489090474e-05,0.0,0.0,15.975000000004943,9.811000000003588,0.1990000000002432,5.91643512978246e-05,6.55749970823738e-06,9.811000000003588,
panda_cylinder_p1_v,be62d5dee820b8e320fc3af1c85548a704ca13694693c4f95b1ee71fb14e2609,panda_cylinder_p1,panda,cylinder,1,v,Proposed,1,True,False,,,13.484022120988811,31.099213301000418,planner_feasible,46.262401777989,"{""fine_possible"": 96206, ""fine_discontinuous"": 82019, ""fine_geometry_rejected"": 179, ""fine_collision_rejected"": 0, ""fine_retained"": 14008, ""endpoint_nodes"": 314, ""endpoint_layers"": 28, ""endpoint_possible"": 3624, ""endpoint_retained"": 573}",0.0,"Includes charged independent candidate validation, shared graph construction, own constrained fit, optimization, dense checks and TOPPRA; historical input-library acquisition excluded and disclosed.",,,,0.0327717830077745,1.0101324379938887,,,,,User_Requested_Stop,,,User_Requested_Stop,31.099213301000418,True,1.0992133010004181,05b5c95b5be4867d1ca8994de2ec23e5b8e80cbf31062484c0a40f28c1070aa9,13.484022120988811,39,13.484022120988811,0,0.021414369687192458,[],25.78518077616188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
panda_cylinder_p1_v,be62d5dee820b8e320fc3af1c85548a704ca13694693c4f95b1ee71fb14e2609,panda_cylinder_p1,panda,cylinder,1,v,Proposed,2,True,False,,,13.415811809973093,30.15000654599862,planner_feasible,45.247470701971906,"{""fine_possible"": 96206, ""fine_discontinuous"": 82019, ""fine_geometry_rejected"": 179, ""fine_collision_rejected"": 0, ""fine_retained"": 14008, ""endpoint_nodes"": 314, ""endpoint_layers"": 28, ""endpoint_possible"": 3624, ""endpoint_retained"": 573}",0.0,"Includes charged independent candidate validation, shared graph construction, own constrained fit, optimization, dense checks and TOPPRA; historical input-library acquisition excluded and disclosed.",,,,0.034034787997370586,1.008028871001443,,,,,User_Requested_Stop,,,User_Requested_Stop,30.15000654599862,True,0.15000654599862173,05b5c95b5be4867d1ca8994de2ec23e5b8e80cbf31062484c0a40f28c1070aa9,13.415811809973093,39,13.415811809973093,0,0.021414369687192458,[],25.78518077616188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
panda_plane_p0_u,5d5a023d5f637f0869c78b3e99c42c4dfd57402d820a31236667cdffd46ab609,panda_plane_p0,panda,plane,0,u,A1,0,True,True,True,True,11.88705696600664,23.159522598987678,planner_feasible,36.839820424007485,"{""fine_possible"": 70642, ""fine_discontinuous"": 58556, ""fine_geometry_rejected"": 1198, ""fine_collision_rejected"": 0, ""fine_retained"": 10888, ""endpoint_nodes"": 218, ""endpoint_layers"": 20, ""endpoint_possible"": 2472, ""endpoint_retained"": 776}",0.0,"Includes charged independent candidate validation, shared graph construction, own constrained fit, optimization, dense checks and TOPPRA; historical input-library acquisition excluded and disclosed.",19.710000000001106,19.710000000001106,,0.032071939000161365,1.0102994400076568,,,,,Solve_Succeeded,,,Solve_Succeeded,23.159522598987678,False,0.0,5886d508258095d28bba263c141a0a87359dff96af18fefcebd702d1973d7396,11.88705696600664,27,11.88705696600664,0,0.022041381802278905,[],19.51071737217643,19.710000000001106,19.710000000001106,3.390668389998609,1.0,1.0,0.0,0.0008894051222796093,0,0.6688027810329024,0.8453241179317712,0.00011670299878568935,0.0,0.3835795278396015,0.0,0.0,14.949,4.562,0.2,0.001,0.001,0.5223265361555548,31.563367536896692,conservative_3d_component_bounding_box_diagonal,0.15000802200735341,0.15001881667748557,0.1499942805220876,2.9736064473299876e-05,4.11482562157487e-05,5.983690611152769e-16,1.2169691737375017e-05,2.9243729107295854e-05,5.372690074837192e-08,1.2200393933410465e-05,2.4870774598537778e-05,0.0,0.0,14.949000000001076,4.5619999999997844,0.1990000000002432,8.872317010366615e-05,1.155819090914445e-05,4.5619999999997844,
panda_plane_p0_u,5d5a023d5f637f0869c78b3e99c42c4dfd57402d820a31236667cdffd46ab609,panda_plane_p0,panda,plane,0,u,A1,1,True,False,,,11.987029222000274,22.96360360799008,planner_feasible,36.73769507500401,"{""fine_possible"": 70642, ""fine_discontinuous"": 58556, ""fine_geometry_rejected"": 1198, ""fine_collision_rejected"": 0, ""fine_retained"": 10888, ""endpoint_nodes"": 218, ""endpoint_layers"": 20, ""endpoint_possible"": 2472, ""endpoint_retained"": 776}",0.0,"Includes charged independent candidate validation, shared graph construction, own constrained fit, optimization, dense checks and TOPPRA; historical input-library acquisition excluded and disclosed.",,,,0.031541604999802075,0.9997408290073508,,,,,Solve_Succeeded,,,Solve_Succeeded,22.96360360799008,False,0.0,5886d508258095d28bba263c141a0a87359dff96af18fefcebd702d1973d7396,11.987029222000274,27,11.987029222000274,0,0.022041381802278905,[],19.51071737217643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
panda_plane_p0_u,5d5a023d5f637f0869c78b3e99c42c4dfd57402d820a31236667cdffd46ab609,panda_plane_p0,panda,plane,0,u,A1,2,True,False,,,11.90842561199679,22.88718188200437,planner_feasible,36.577972439990845,"{""fine_possible"": 70642, ""fine_discontinuous"": 58556, ""fine_geometry_rejected"": 1198, ""fine_collision_rejected"": 0, ""fine_retained"": 10888, ""endpoint_nodes"": 218, ""endpoint_layers"": 20, ""endpoint_possible"": 2472, ""endpoint_retained"": 776}",0.0,"Includes charged independent candidate validation, shared graph construction, own constrained fit, optimization, dense checks and TOPPRA; historical input-library acquisition excluded and disclosed.",,,,0.03160907400888391,1.0060822430095868,,,,,Solve_Succeeded,,,Solve_Succeeded,22.88718188200437,False,0.0,5886d508258095d28bba263c141a0a87359dff96af18fefcebd702d1973d7396,11.90842561199679,27,11.90842561199679,0,0.022041381802278905,[],19.51071737217643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
panda_plane_p0_u,5d5a023d5f637f0869c78b3e99c42c4dfd57402d820a31236667cdffd46ab609,panda_plane_p0,panda,plane,0,u,A2,0,False,False,,,44.11123301098996,,graph_connected_but_no_verified_C2_fit,44.11123301098996,"{""fine_possible"": 70642, ""fine_discontinuous"": 58556, ""fine_geometry_rejected"": 1198, ""fine_collision_rejected"": 0, ""fine_retained"": 10888, ""endpoint_nodes"": 218, ""endpoint_layers"": 20, ""endpoint_possible"": 2472, ""endpoint_retained"": 776}",,"Includes charged independent candidate validation, shared graph construction, own constrained fit, optimization, dense checks and TOPPRA; historical input-library acquisition excluded and disclosed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
panda_plane_p0_u,5d5a023d5f637f0869c78b3e99c42c4dfd57402d820a31236667cdffd46ab609,panda_plane_p0,panda,plane,0,u,A2,1,False,False,,,43.71692567500577,,graph_connected_but_no_verified_C2_fit,43.71692567500577,"{""fine_possible"": 70642, ""fine_discontinuous"": 58556, ""fine_geometry_rejected"": 1198, ""fine_collision_rejected"": 0, ""fine_retained"": 10888, ""endpoint_nodes"": 218, ""endpoint_layers"": 20, ""endpoint_possible"": 2472, ""endpoint_retained"": 776}",,"Includes charged independent candidate validation, shared graph construction, own constrained fit, optimization, dense checks and TOPPRA; historical input-library acquisition excluded and disclosed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
panda_plane_p0_u,5d5a023d5f637f0869c78b3e99c42c4dfd57402d820a31236667cdffd46ab609,panda_plane_p0,panda,plane,0,u,A2,2,False,False,,,43.95262052300677,,graph_connected_but_no_verified_C2_fit,43.95262052300677,"{""fine_possible"": 70642, ""fine_discontinuous"": 58556, ""fine_geometry_rejected"": 1198, ""fine_collision_rejected"": 0, ""fine_retained"": 10888, ""endpoint_nodes"": 218, ""endpoint_layers"": 20, ""endpoint_possible"": 2472, ""endpoint_retained"": 776}",,"Includes charged independent candidate validation, shared graph construction, own constrained fit, optimization, dense checks and TOPPRA; historical input-library acquisition excluded and disclosed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
panda_plane_p0_u,5d5a023d5f637f0869c78b3e99c42c4dfd57402d820a31236667cdffd46ab609,panda_plane_p0,panda,plane,0,u,B0,0,True,True,True,True,0.3888106349913869,,planner_feasible,1.462151918996824,,,,20.716000000002335,20.716000000002335,,0.032400557000073604,1.0156136920122663,True,1689,419,0,,,,,,,,,,,,,0.022037143141459242,,20.516314024440117,20.716000000002335,20.716000000002335,3.5912419779924676,1.0,1.0,0.0,0.000872632278199666,0,0.6562644433479291,0.8227929986174363,0.00013814107116563723,0.0,0.38842506555446665,0.0,0.0,15.809000000000001,4.708,0.2,0.001,0.001,0.6158263530327266,35.389952132582756,conservative_3d_component_bounding_box_diagonal,0.15017077090761233,0.1504113191450553,0.14968293299990768,0.0002748407744539405,0.0005280072342282347,5.983690611152769e-16,0.001569348224887311,0.002526767712183331,5.372690074837192e-08,0.0006088839854438481,0.0014551445184171979,0.0,0.0,15.809000000001706,4.708000000000384,0.1990000000002432,9.636990144527014e-05,1.231998727797834e-05,4.708000000000384,True
panda_plane_p0_u,5d5a023d5f637f0869c78b3e99c42c4dfd57402d820a31236667cdffd46ab609,panda_plane_p0,panda,plane,0,u,B0,1,True,False,,,0.38943863699387293,,planner_feasible,1.448047822996159,,,,,,,0.03159820400469471,1.001610275998246,True,1689,419,0,,,,,,,,,,,,,0.022037143141459242,,20.516314024440117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
panda_plane_p0_u,5d5a023d5f637f0869c78b3e99c42c4dfd57402d820a31236667cdffd46ab609,panda_plane_p0,panda,plane,0,u,B0,2,True,False,,,0.39050582800700795,,planner_feasible,1.442460393998772,,,,,,,0.03185042399854865,0.9946301089948975,True,1689,419,0,,,,,,,,,,,,,0.022037143141459242,,20.516314024440117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
panda_plane_p0_u,5d5a023d5f637f0869c78b3e99c42c4dfd57402d820a31236667cdffd46ab609,panda_plane_p0,panda,plane,0,u,B1,0,True,True,True,True,0.2191210840101121,,planner_feasible,32.15451659000246,,,,19.91800000000136,19.91800000000136,30.57498634699732,0.031742359991767444,0.9946973180049099,True,838,419,0,User_Requested_Stop,10.0,3,User_Requested_Stop,30.57498634699732,True,0.5749863469973207,,,,,,0.022031319486563932,,19.71871974478962,19.91800000000136,19.91800000000136,3.427823897989583,1.0,1.0,0.0,0.0008864680246280787,0,0.6656207194298325,0.8275860578287187,0.0001274104015318578,0.0,0.38485647795657923,0.0,0.0,15.111,4.6080000000000005,0.2,0.001,0.001,0.5836021849916758,35.89368121798766,conservative_3d_component_bounding_box_diagonal,0.1499740044400245,0.15009391219648355,0.14985719798152078,0.00012057130526436462,0.00033169022797459026,5.983690611152769e-16,0.0005567819006776153,0.000942690614781217,5.372690074837192e-08,0.00015362620468000574,0.0003906823568761621,0.0,0.0,15.111000000001376,4.607999999999741,0.1990000000002432,0.000103717262373703,9.179585790761169e-06,4.607999999999741,True
panda_plane_p0_u,5d5a023d5f637f0869c78b3e99c42c4dfd57402d820a31236667cdffd46ab609,panda_plane_p0,panda,plane,0,u,B1,1,True,False,,,0.2204228369955672,,planner_feasible,32.16749316098867,,,,,,30.576235121989157,0.031594983011018485,1.0043097470042994,True,838,419,0,User_Requested_Stop,10.0,3,User_Requested_Stop,30.576235121989157,True,0.576235121989157,,,,,,0.022031319486563932,,19.71871974478962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
panda_plane_p0_u,5d5a023d5f637f0869c78b3e99c42c4dfd57402d820a31236667cdffd46ab609,panda_plane_p0,panda,plane,0,u,B1,2,True,False,,,0.21872024700860493,,planner_feasible,31.94398042699322,,,,,,30.363363398995716,0.031691191004938446,0.9936172899906524,True,838,419,0,User_Requested_Stop,10.0,3,User_Requested_Stop,30.363363398995716,True,0.3633633989957161,,,,,,0.022031319486563932,,19.71871974478962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
panda_plane_p0_u,5d5a023d5f637f0869c78b3e99c42c4dfd57402d820a31236667cdffd46ab609,panda_plane_p0,panda,plane,0,u,B2-common,0,False,False,,,44.11123301098996,,graph_connected_but_no_verified_C2_fit,44.11123301098996,"{""fine_possible"": 70642, ""fine_discontinuous"": 58556, ""fine_geometry_rejected"": 1198, ""fine_collision_rejected"": 0, ""fine_retained"": 10888, ""endpoint_nodes"": 218, ""endpoint_layers"": 20, ""endpoint_possible"": 2472, ""endpoint_retained"": 776}",,"Includes charged independent candidate validation, shared graph construction, own constrained fit, optimization, dense checks and TOPPRA; historical input-library acquisition excluded and disclosed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
panda_plane_p0_u,5d5a023d5f637f0869c78b3e99c42c4dfd57402d820a31236667cdffd46ab609,panda_plane_p0,panda,plane,0,u,B2-common,1,False,False,,,43.71692567500577,,graph_connected_but_no_verified_C2_fit,43.71692567500577,"{""fine_possible"": 70642, ""fine_discontinuous"": 58556, ""fine_geometry_rejected"": 1198, ""fine_collision_rejected"": 0, ""fine_retained"": 10888, ""endpoint_nodes"": 218, ""endpoint_layers"": 20, ""endpoint_possible"": 2472, ""endpoint_retained"": 776}",,"Includes charged independent candidate validation, shared graph construction, own constrained fit, optimization, dense checks and TOPPRA; historical input-library acquisition excluded and disclosed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
panda_plane_p0_u,5d5a023d5f637f0869c78b3e99c42c4dfd57402d820a31236667cdffd46ab609,panda_plane_p0,panda,plane,0,u,B2-common,2,False,False,,,43.95262052300677,,graph_connected_but_no_verified_C2_fit,43.95262052300677,"{""fine_possible"": 70642, ""fine_discontinuous"": 58556, ""fine_geometry_rejected"": 1198, ""fine_collision_rejected"": 0, ""fine_retained"": 10888, ""endpoint_nodes"": 218, ""endpoint_layers"": 20, ""endpoint_possible"": 2472, ""endpoint_retained"": 776}",,"Includes charged independent candidate validation, shared graph construction, own constrained fit, optimization, dense checks and TOPPRA; historical input-library acquisition excluded and disclosed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
panda_plane_p0_u,5d5a023d5f637f0869c78b3e99c42c4dfd57402d820a31236667cdffd46ab609,panda_plane_p0,panda,plane,0,u,Proposed,0,False,False,,,44.11123301098996,,graph_connected_but_no_verified_C2_fit,44.11123301098996,"{""fine_possible"": 70642, ""fine_discontinuous"": 58556, ""fine_geometry_rejected"": 1198, ""fine_collision_rejected"": 0, ""fine_retained"": 10888, ""endpoint_nodes"": 218, ""endpoint_layers"": 20, ""endpoint_possible"": 2472, ""endpoint_retained"": 776}",,"Includes charged independent candidate validation, shared graph construction, own constrained fit, optimization, dense checks and TOPPRA; historical input-library acquisition excluded and disclosed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
panda_plane_p0_u,5d5a023d5f637f0869c78b3e99c42c4dfd57402d820a31236667cdffd46ab609,panda_plane_p0,panda,plane,0,u,Proposed,1,False,False,,,43.71692567500577,,graph_connected_but_no_verified_C2_fit,43.71692567500577,"{""fine_possible"": 70642, ""fine_discontinuous"": 58556, ""fine_geometry_rejected"": 1198, ""fine_collision_rejected"": 0, ""fine_retained"": 10888, ""endpoint_nodes"": 218, ""endpoint_layers"": 20, ""endpoint_possible"": 2472, ""endpoint_retained"": 776}",,"Includes charged independent candidate validation, shared graph construction, own constrained fit, optimization, dense checks and TOPPRA; historical input-library acquisition excluded and disclosed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
panda_plane_p0_u,5d5a023d5f637f0869c78b3e99c42c4dfd57402d820a31236667cdffd46ab609,panda_plane_p0,panda,plane,0,u,Proposed,2,False,False,,,43.95262052300677,,graph_connected_but_no_verified_C2_fit,43.95262052300677,"{""fine_possible"": 70642, ""fine_discontinuous"": 58556, ""fine_geometry_rejected"": 1198, ""fine_collision_rejected"": 0, ""fine_retained"": 10888, ""endpoint_nodes"": 218, ""endpoint_layers"": 20, ""endpoint_possible"": 2472, ""endpoint_retained"": 776}",,"Includes charged independent candidate validation, shared graph construction, own constrained fit, optimization, dense checks and TOPPRA; historical input-library acquisition excluded and disclosed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
panda_plane_p0_v,f3f3897b5f524fd2bf769f27b0ff33b7489cd38286aa0a3aef7bd1de2cff55db,panda_plane_p0,panda,plane,0,v,A1,0,True,True,True,True,18.299353670998244,24.4933993559971,planner_feasible,44.488815907010576,"{""fine_possible"": 109056, ""fine_discontinuous"": 89064, ""fine_geometry_rejected"": 0, ""fine_collision_rejected"": 0, ""fine_retained"": 19992, ""endpoint_nodes"": 314, ""endpoint_layers"": 28, ""endpoint_possible"": 3624, ""endpoint_retained"": 815}",0.0,"Includes charged independent candidate validation, shared graph construction, own constrained fit, optimization, dense checks and TOPPRA; historical input-library acquisition excluded and disclosed.",20.568000000002154,20.568000000002154,,0.03199219699308742,1.0066227260103915,,,,,Solve_Succeeded,,,Solve_Succeeded,24.4933993559971,False,0.0,e6fd9b34257e460f3cc14c387f4d86736bdd529fbb40ec9e8409110ec4392e2e,18.299353670998244,39,18.299353670998244,0,0.022031086718408407,[],20.36812823314253,20.568000000002154,20.568000000002154,3.5157247009919956,1.0,1.0,0.0,0.000846362423668973,0,0.2858027723182164,0.8246469726589073,7.606233294887854e-05,0.0,0.3629043854961842,0.0,0.0,14.251,6.118,0.2,0.001,0.001,0.49839987456972845,40.64369862743497,conservative_3d_component_bounding_box_diagonal,0.1500046847795266,0.15001088787143232,0.14999658603969251,3.8243718842406376e-05,4.7908175757914315e-05,4.071612337909521e-16,2.0921965131418475e-05,3.559561801952e-05,4.712160915387242e-08,3.487051440230577e-05,4.322650418227283e-05,0.0,0.0,14.251000000001447,6.118000000000464,0.1990000000002432,6.213945501820639e-05,9.193615099906127e-06,6.118000000000464,
panda_plane_p0_v,f3f3897b5f524fd2bf769f27b0ff33b7489cd38286aa0a3aef7bd1de2cff55db,panda_plane_p0,panda,plane,0,v,A1,1,True,False,,,18.363316214992665,24.0773277660046,planner_feasible,44.16594607499428,"{""fine_possible"": 109056, ""fine_discontinuous"": 89064, ""fine_geometry_rejected"": 0, ""fine_collision_rejected"": 0, ""fine_retained"": 19992, ""endpoint_nodes"": 314, ""endpoint_layers"": 28, ""endpoint_possible"": 3624, ""endpoint_retained"": 815}",0.0,"Includes charged independent candidate validation, shared graph construction, own constrained fit, optimization, dense checks and TOPPRA; historical input-library acquisition excluded and disclosed.",,,,0.0317167830071412,1.0022284680017037,,,,,Solve_Succeeded,,,Solve_Succeeded,24.0773277660046,False,0.0,e6fd9b34257e460f3cc14c387f4d86736bdd529fbb40ec9e8409110ec4392e2e,18.363316214992665,39,18.363316214992665,0,0.022031086718408407,[],20.36812823314253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
panda_plane_p0_v,f3f3897b5f524fd2bf769f27b0ff33b7489cd38286aa0a3aef7bd1de2cff55db,panda_plane_p0,panda,plane,0,v,A1,2,True,False,,,18.215600998009904,24.175590382001246,planner_feasible,44.07440491201123,"{""fine_possible"": 109056, ""fine_discontinuous"": 89064, ""fine_geometry_rejected"": 0, ""fine_collision_rejected"": 0, ""fine_retained"": 19992, ""endpoint_nodes"": 314, ""endpoint_layers"": 28, ""endpoint_possible"": 3624, ""endpoint_retained"": 815}",0.0,"Includes charged independent candidate validation, shared graph construction, own constrained fit, optimization, dense checks and TOPPRA; historical input-library acquisition excluded and disclosed.",,,,0.03188608099299017,0.9906302849994972,,,,,Solve_Succeeded,,,Solve_Succeeded,24.175590382001246,False,0.0,e6fd9b34257e460f3cc14c387f4d86736bdd529fbb40ec9e8409110ec4392e2e,18.215600998009904,39,18.215600998009904,0,0.022031086718408407,[],20.36812823314253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
panda_plane_p0_v,f3f3897b5f524fd2bf769f27b0ff33b7489cd38286aa0a3aef7bd1de2cff55db,panda_plane_p0,panda,plane,0,v,A2,0,True,True,True,True,18.297089120998862,,planner_feasible,19.354251523996936,"{""fine_possible"": 109056, ""fine_discontinuous"": 89064, ""fine_geometry_rejected"": 0, ""fine_collision_rejected"": 0, ""fine_retained"": 19992, ""endpoint_nodes"": 314, ""endpoint_layers"": 28, ""endpoint_possible"": 3624, ""endpoint_retained"": 815}",0.0,"Includes charged independent candidate validation, shared graph construction, own constrained fit, optimization, dense checks and TOPPRA; historical input-library acquisition excluded and disclosed.",23.46000000000569,23.46000000000569,,0.03203670099901501,1.0044118880032329,,,,,,,,,,,,b83e0397dc87102d056c23b9194523bc7241f090ee31ef76c39aed27d05152c8,18.297089120998862,0,18.297089120998862,0,0.0220362568047311,[],23.260636951353757,23.46000000000569,23.46000000000569,3.981878045000485,1.0,1.0,0.0,0.0007736001787065363,0,0.356834779756409,0.8187101937830824,7.542999237875048e-05,0.0,0.3616409082496633,0.0,0.0,15.756,7.505,0.2,0.001,0.001,0.4457950329341412,39.446416880843245,conservative_3d_component_bounding_box_diagonal,0.15001548491229305,0.15027137515352373,0.14960688785525653,3.59761035081606e-05,8.988834855306078e-05,4.071612337909521e-16,0.0002491012151964283,0.0007917460100286923,4.712160915387242e-08,4.53363694456098e-05,0.00017163720440727302,0.0,0.0,15.75600000000333,7.5050000000021155,0.1990000000002432,5.5019227929609116e-05,5.398615931684336e-06,7.5050000000021155,
panda_plane_p0_v,f3f3897b5f524fd2bf769f27b0ff33b7489cd38286aa0a3aef7bd1de2cff55db,panda_plane_p0,panda,plane,0,v,A2,1,True,False,,,18.3700340679934,,planner_feasible,19.41401987799327,"{""fine_possible"": 109056, ""fine_discontinuous"": 89064, ""fine_geometry_rejected"": 0, ""fine_collision_rejected"": 0, ""fine_retained"": 19992, ""endpoint_nodes"": 314, ""endpoint_layers"": 28, ""endpoint_possible"": 3624, ""endpoint_retained"": 815}",0.0,"Includes charged independent candidate validation, shared graph construction, own constrained fit, optimization, dense checks and TOPPRA; historical input-library acquisition excluded and disclosed.",,,,0.03205058100866154,0.9916795269964496,,,,,,,,,,,,b83e0397dc87102d056c23b9194523bc7241f090ee31ef76c39aed27d05152c8,18.3700340679934,0,18.3700340679934,0,0.0220362568047311,[],23.260636951353757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
panda_plane_p0_v,f3f3897b5f524fd2bf769f27b0ff33b7489cd38286aa0a3aef7bd1de2cff55db,panda_plane_p0,panda,plane,0,v,A2,2,True,False,,,18.212476036002045,,planner_feasible,19.258990749993245,"{""fine_possible"": 109056, ""fine_discontinuous"": 89064, ""fine_geometry_rejected"": 0, ""fine_collision_rejected"": 0, ""fine_retained"": 19992, ""endpoint_nodes"": 314, ""endpoint_layers"": 28, ""endpoint_possible"": 3624, ""endpoint_retained"": 815}",0.0,"Includes charged independent candidate validation, shared graph construction, own constrained fit, optimization, dense checks and TOPPRA; historical input-library acquisition excluded and disclosed.",,,,0.03198983099719044,0.9944187900109682,,,,,,,,,,,,b83e0397dc87102d056c23b9194523bc7241f090ee31ef76c39aed27d05152c8,18.212476036002045,0,18.212476036002045,0,0.0220362568047311,[],23.260636951353757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
