site_id,uid,role,family,frame,current_query_hash,candidate_id,aliases,variant,current_verifier_accepted,current_q,initial_position_error,initial_orientation_error,initial_velocity_margin_rad,initial_joint_limit_margin,initial_sigma_min,initial_reference_distance,distance_to_previous,next_target_linearized_pseudoinverse_velocity_utilization,nearest,repeats,completed,horizon,first_failure_frames,contiguous_success_frames,minimum_velocity_margins,first_failure_kinds
case_00_pre_failure,05fed739bf62f4fdcb2405ecaae33d1d21420a4ab0f81376b77841fb57661365,cghik_lost,near_singular,119,8829e3f17af5b2a401d380d7639db5911ffa3875f5e5a89bef37f8562ae7a6c8,candidate_01,['refined_focal'],trac_100ms,True,"[-2.5979742384999733, 0.8894008984653249, 0.05001429332149801, -0.48684036829254607, -1.697173988185783, 2.207857386176326, -2.2633033147675623]",0.0006352896070353977,1.9276943506127664e-05,2.0816681711721685e-15,0.29932576150002665,0.010049417082049164,0.41245069601370754,0.07514283829199904,1.1989332914052373,False,5,5,30,"[None, None, None, None, None]","[30, 30, 30, 30, 30]","[0.003112626064557117, 0.003112626064557117, 0.003112626064557117, 0.003112626064557117, 0.003112626064557117]",{}
case_00_pre_failure,05fed739bf62f4fdcb2405ecaae33d1d21420a4ab0f81376b77841fb57661365,cghik_lost,near_singular,119,8829e3f17af5b2a401d380d7639db5911ffa3875f5e5a89bef37f8562ae7a6c8,candidate_01,['refined_focal'],trac_5ms_interior,True,"[-2.5979742384999733, 0.8894008984653249, 0.05001429332149801, -0.48684036829254607, -1.697173988185783, 2.207857386176326, -2.2633033147675623]",0.0006352896070353977,1.9276943506127664e-05,2.0816681711721685e-15,0.29932576150002665,0.010049417082049164,0.41245069601370754,0.07514283829199904,1.1989332914052373,False,5,5,30,"[None, None, None, None, None]","[30, 30, 30, 30, 30]","[0.0031126260645492343, 0.0031126260645492343, 0.0031126260645492343, 0.0031126260645492343, 0.0031126260645492343]",{}
case_01_first_divergence,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,trac_failed,smooth,0,fd8c36aeb79bb60b545fa229f8a8c0d52f95ddd3aaa3fe83eb518302f85c0cc8,candidate_00,"['original_focal', 'common_input_trac_0', 'common_input_trac_1', 'common_input_trac_2', 'common_input_trac_3', 'common_input_trac_4']",trac_5ms,True,"[-1.280097110117912, -0.268797981180957, -1.1576110482384108, -2.0274012555994356, -0.9627085782681762, 1.805014260306789, -1.4315626784557438]",9.971795332561256e-09,3.308704396145785e-08,0.03649897672356764,1.0443987444005645,0.09769639170367762,0.0017883180709403756,0.018054807334858924,0.2424253493861808,False,5,5,30,"[None, None, None, None, None]","[30, 30, 30, 30, 30]","[0.026966617051981695, 0.026970272955993663, 0.026970272955993663, 0.026970272955993663, 0.026968842116017605]",{}
case_01_first_divergence,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,trac_failed,smooth,0,fd8c36aeb79bb60b545fa229f8a8c0d52f95ddd3aaa3fe83eb518302f85c0cc8,candidate_01,"['original_full_cghik', 'common_input_full_cghik', 'previous_first_dls']",trac_5ms,True,"[-1.280210284361249, -0.2689211583248266, -1.1574454955240356, -2.0274607334204133, -0.9628607619996147, 1.8048538478800988, -1.4315272925298075]",3.242936138532137e-05,0.00010687245340533521,0.036558454544545343,1.0443392665795868,0.09773583583075202,0.0016751438276032538,0.017942688623299972,0.24309037552999177,True,5,5,30,"[None, None, None, None, None]","[30, 30, 30, 30, 30]","[0.026970248415960768, 0.026968353733182543, 0.026970248415960768, 0.026970248415960768, 0.026967445429564224]",{}
case_01_first_divergence,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,trac_failed,smooth,0,fd8c36aeb79bb60b545fa229f8a8c0d52f95ddd3aaa3fe83eb518302f85c0cc8,candidate_02,"['original_always_hard', 'common_input_always_hard']",trac_5ms,True,"[-1.2800256478556258, -0.2689819055950196, -1.1575847101805448, -2.0274287497888435, -0.9629078504883839, 1.804801986804578, -1.4315005183631024]",2.5810986201838528e-05,9.295095221105691e-05,0.03652647091297548,1.0443712502111566,0.09771952507735011,0.001859780333226535,0.017970165516023862,0.2427918329812808,False,5,5,30,"[None, None, None, None, None]","[30, 30, 30, 30, 30]","[0.026954299599112025, 0.026954299599112025, 0.026954299599112025, 0.026954299599112025, 0.026954299599112025]",{}
case_01_first_divergence,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,trac_failed,smooth,0,fd8c36aeb79bb60b545fa229f8a8c0d52f95ddd3aaa3fe83eb518302f85c0cc8,candidate_03,['offline_reference'],trac_5ms,True,"[-1.2818854281888523, -0.2677735284072065, -1.1563724164282476, -2.0275091856784435, -0.9617990396352152, 1.805829312067121, -1.4320390527996498]",0.0,0.0,0.03660690680257553,1.0442908143215566,0.0977902540051637,0.0,0.018262940244462778,0.24247378946718393,False,5,5,30,"[None, None, None, None, None]","[30, 30, 30, 30, 30]","[0.027160824320808713, 0.027156791107419004, 0.027160824320808713, 0.027158239753735464, 0.027157111897969127]",{}
case_01_first_divergence,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,trac_failed,smooth,0,fd8c36aeb79bb60b545fa229f8a8c0d52f95ddd3aaa3fe83eb518302f85c0cc8,candidate_04,['refined_focal'],trac_5ms,True,"[-1.2800970922972446, -0.2687979575336485, -1.1576110776148278, -2.027401259589622, -0.9627085442942479, 1.805014274317449, -1.431562701753216]",3.463988213542108e-10,3.0234042907297426e-11,0.03649898071375404,1.044398740410378,0.09769638507480034,0.0017883358916077619,0.018054826905450606,0.24242491626200996,False,5,5,30,"[None, None, None, None, None]","[30, 30, 30, 30, 30]","[0.026970273202174516, 0.026970273202174516, 0.02696719414752083, 0.026970273202174516, 0.026968620746863486]",{}
case_01_pre_failure,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,trac_failed,smooth,33,77e6efdcd131605c671a134db0400b65f98b404df00debb376a60a91276c8bf1,candidate_00,"['original_focal', 'common_input_trac_0', 'common_input_trac_1', 'common_input_trac_2', 'common_input_trac_3', 'common_input_trac_4']",trac_5ms,True,"[-1.2914180546906595, -0.037589982794440834, -1.5313244762610967, -2.019454763082975, -1.0775894169894442, 1.86932830876188, -1.8392081849571111]",4.797061527757626e-08,1.1204994302359846e-07,0.013963475825982036,1.052345236917025,0.013263412453708696,0.21019283153921164,0.04470946473863865,0.7841856496773837,False,5,0,30,"[34, 34, 34, 34, 34]","[0, 0, 0, 0, 0]","[None, None, None, None, None]",{'solver_failure': 5}
case_01_pre_failure,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,trac_failed,smooth,33,77e6efdcd131605c671a134db0400b65f98b404df00debb376a60a91276c8bf1,candidate_00,"['original_focal', 'common_input_trac_0', 'common_input_trac_1', 'common_input_trac_2', 'common_input_trac_3', 'common_input_trac_4']",trac_100ms,True,"[-1.2914180546906595, -0.037589982794440834, -1.5313244762610967, -2.019454763082975, -1.0775894169894442, 1.86932830876188, -1.8392081849571111]",4.797061527757626e-08,1.1204994302359846e-07,0.013963475825982036,1.052345236917025,0.013263412453708696,0.21019283153921164,0.04470946473863865,0.7841856496773837,False,5,0,30,"[34, 34, 34, 34, 34]","[0, 0, 0, 0, 0]","[None, None, None, None, None]",{'solver_failure': 5}
case_01_pre_failure,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,trac_failed,smooth,33,77e6efdcd131605c671a134db0400b65f98b404df00debb376a60a91276c8bf1,candidate_00,"['original_focal', 'common_input_trac_0', 'common_input_trac_1', 'common_input_trac_2', 'common_input_trac_3', 'common_input_trac_4']",trac_5ms_interior,True,"[-1.2914180546906595, -0.037589982794440834, -1.5313244762610967, -2.019454763082975, -1.0775894169894442, 1.86932830876188, -1.8392081849571111]",4.797061527757626e-08,1.1204994302359846e-07,0.013963475825982036,1.052345236917025,0.013263412453708696,0.21019283153921164,0.04470946473863865,0.7841856496773837,False,5,0,30,"[34, 34, 34, 34, 34]","[0, 0, 0, 0, 0]","[None, None, None, None, None]",{'solver_failure': 5}
case_01_pre_failure,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,trac_failed,smooth,33,77e6efdcd131605c671a134db0400b65f98b404df00debb376a60a91276c8bf1,candidate_01,['original_full_cghik'],trac_5ms,True,"[-1.284988198844716, -0.05272945225995254, -1.5310092118333611, -2.018260030185098, -1.0896627818183109, 1.8575754483035067, -1.833986765789358]",0.0002913531534525693,0.0004591612358663298,0.014278740253717587,1.053539969814902,0.01531676374920191,0.2166226873851551,0.03686962151743932,0.9387419364270841,False,5,0,30,"[34, 34, 34, 34, 34]","[0, 0, 0, 0, 0]","[None, None, None, None, None]",{'solver_failure': 5}
case_01_pre_failure,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,trac_failed,smooth,33,77e6efdcd131605c671a134db0400b65f98b404df00debb376a60a91276c8bf1,candidate_02,['original_always_hard'],trac_5ms,True,"[-1.280788154718452, -0.05664013857389736, -1.5334224656040043, -2.017931411960723, -1.0928048853554497, 1.8545301932915468, -1.8326498377903953]",0.0002843083849314536,0.000440973187303991,0.011865486483074422,1.0538685880392773,0.01563957072353136,0.22082273151141907,0.04050301297752501,0.9443292562482987,False,5,0,30,"[34, 34, 34, 34, 34]","[0, 0, 0, 0, 0]","[None, None, None, None, None]",{'solver_failure': 5}
case_01_pre_failure,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,trac_failed,smooth,33,77e6efdcd131605c671a134db0400b65f98b404df00debb376a60a91276c8bf1,candidate_03,"['common_input_always_hard', 'common_input_full_cghik']",trac_5ms,True,"[-1.2952425226198747, -0.04320821324724142, -1.5250716563641369, -2.019066235392833, -1.0819818203591778, 1.864965647178846, -1.837292050771576]",0.00024636802823378885,0.0003894819208121822,0.02021629572294184,1.0527337646071673,0.014876442177665062,0.20636836360999644,0.03425064891167538,0.8492993354598359,False,5,0,30,"[34, 34, 34, 34, 34]","[0, 0, 0, 0, 0]","[None, None, None, None, None]",{'solver_failure': 5}
case_01_pre_failure,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,trac_failed,smooth,33,77e6efdcd131605c671a134db0400b65f98b404df00debb376a60a91276c8bf1,candidate_04,['previous_first_dls'],trac_5ms,True,"[-1.3042590881774443, -0.05371801165195698, -1.5112999687132591, -2.0196926517881475, -1.0904886005728491, 1.857226282714356, -1.8335933541235585]",0.0005161377627944948,0.0003532011672265263,0.033987983373819614,1.0521073482118526,0.018226568840212874,0.19735179805242686,0.016908120350344804,0.9795871164524431,True,5,0,30,"[34, 34, 34, 34, 34]","[0, 0, 0, 0, 0]","[None, None, None, None, None]",{'solver_failure': 5}
case_01_pre_failure,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,trac_failed,smooth,33,77e6efdcd131605c671a134db0400b65f98b404df00debb376a60a91276c8bf1,candidate_04,['previous_first_dls'],trac_100ms,True,"[-1.3042590881774443, -0.05371801165195698, -1.5112999687132591, -2.0196926517881475, -1.0904886005728491, 1.857226282714356, -1.8335933541235585]",0.0005161377627944948,0.0003532011672265263,0.033987983373819614,1.0521073482118526,0.018226568840212874,0.19735179805242686,0.016908120350344804,0.9795871164524431,True,5,0,30,"[34, 34, 34, 34, 34]","[0, 0, 0, 0, 0]","[None, None, None, None, None]",{'solver_failure': 5}
case_01_pre_failure,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,trac_failed,smooth,33,77e6efdcd131605c671a134db0400b65f98b404df00debb376a60a91276c8bf1,candidate_04,['previous_first_dls'],trac_5ms_interior,True,"[-1.3042590881774443, -0.05371801165195698, -1.5112999687132591, -2.0196926517881475, -1.0904886005728491, 1.857226282714356, -1.8335933541235585]",0.0005161377627944948,0.0003532011672265263,0.033987983373819614,1.0521073482118526,0.018226568840212874,0.19735179805242686,0.016908120350344804,0.9795871164524431,True,5,0,30,"[34, 34, 34, 34, 34]","[0, 0, 0, 0, 0]","[None, None, None, None, None]",{'solver_failure': 5}
case_01_pre_failure,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,trac_failed,smooth,33,77e6efdcd131605c671a134db0400b65f98b404df00debb376a60a91276c8bf1,candidate_05,['refined_focal'],trac_5ms,True,"[-1.2914180068763617, -0.037589883577423426, -1.5313245601712437, -2.019454846184302, -1.0775893164925046, 1.869328375377989, -1.8392082479830762]",2.3081185164291658e-08,1.8900722185177956e-09,0.013963391915834983,1.0523451538156983,0.013263388569686124,0.2101928793535095,0.044709655832895524,0.78418464999957,False,5,0,30,"[34, 34, 34, 34, 34]","[0, 0, 0, 0, 0]","[None, None, None, None, None]",{'solver_failure': 5}
case_01_pre_failure,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,trac_failed,smooth,33,77e6efdcd131605c671a134db0400b65f98b404df00debb376a60a91276c8bf1,candidate_05,['refined_focal'],trac_100ms,True,"[-1.2914180068763617, -0.037589883577423426, -1.5313245601712437, -2.019454846184302, -1.0775893164925046, 1.869328375377989, -1.8392082479830762]",2.3081185164291658e-08,1.8900722185177956e-09,0.013963391915834983,1.0523451538156983,0.013263388569686124,0.2101928793535095,0.044709655832895524,0.78418464999957,False,5,0,30,"[34, 34, 34, 34, 34]","[0, 0, 0, 0, 0]","[None, None, None, None, None]",{'solver_failure': 5}
case_01_pre_failure,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,trac_failed,smooth,33,77e6efdcd131605c671a134db0400b65f98b404df00debb376a60a91276c8bf1,candidate_05,['refined_focal'],trac_5ms_interior,True,"[-1.2914180068763617, -0.037589883577423426, -1.5313245601712437, -2.019454846184302, -1.0775893164925046, 1.869328375377989, -1.8392082479830762]",2.3081185164291658e-08,1.8900722185177956e-09,0.013963391915834983,1.0523451538156983,0.013263388569686124,0.2101928793535095,0.044709655832895524,0.78418464999957,False,5,0,30,"[34, 34, 34, 34, 34]","[0, 0, 0, 0, 0]","[None, None, None, None, None]",{'solver_failure': 5}
case_02_first_divergence,a5b1761b74cefaee8b9e8d58bc938cbc4d6d190674ad988e14e10767e8f38c28,trac_failed,near_singular,0,a673acf4bb866bfae6359f79b8e28107fff7a753ba67d29ca112a5b02c504c8e,candidate_00,"['original_focal', 'common_input_trac_0', 'common_input_trac_1', 'common_input_trac_2']",trac_5ms,True,"[0.20435488273937163, -1.2634709212699162, -2.4148781129482173, -1.1972780397739577, 1.4909298802181061, 3.203516368966096, 1.3297726992305747]",3.324941196140058e-09,1.3417236184925504e-09,0.04353193240000022,0.4824218870517827,0.042937410223619604,1.1220705439685119e-05,0.00012002714088664803,0.004682185640424605,False,5,5,30,"[None, None, None, None, None]","[30, 30, 30, 30, 30]","[0.039734162482301244, 0.039734162482301244, 0.039734162482301244, 0.039734162482301244, 0.039734162482301244]",{}
case_02_first_divergence,a5b1761b74cefaee8b9e8d58bc938cbc4d6d190674ad988e14e10767e8f38c28,trac_failed,near_singular,0,a673acf4bb866bfae6359f79b8e28107fff7a753ba67d29ca112a5b02c504c8e,candidate_01,"['original_full_cghik', 'common_input_full_cghik', 'previous_first_dls']",trac_5ms,True,"[0.20438705422153192, -1.2634217628804079, -2.4148442456937835, -1.1973461073739575, 1.4908980671019785, 3.2034616258880892, 1.3297385540261388]",6.282830796546311e-05,0.0001643845024370403,0.0436,0.48245575430621646,0.04295002571213599,6.733052524166006e-05,0.0,0.0062424491429853,True,5,5,30,"[None, None, None, None, None]","[30, 30, 30, 30, 30]","[0.03973416248560327, 0.03973416248560327, 0.03973416248560327, 0.03973416248560327, 0.03973416248560327]",{}
case_02_first_divergence,a5b1761b74cefaee8b9e8d58bc938cbc4d6d190674ad988e14e10767e8f38c28,trac_failed,near_singular,0,a673acf4bb866bfae6359f79b8e28107fff7a753ba67d29ca112a5b02c504c8e,candidate_02,"['original_always_hard', 'common_input_always_hard']",trac_5ms,True,"[0.20407656834357618, -1.2636897050613365, -2.4143474891328562, -1.1973226860252424, 1.4903359594211851, 3.203809229517268, 1.3298852146460087]",1.0376865979001809e-06,2.131115777857959e-06,0.04310324343907271,0.48295251086714375,0.0429136417232464,0.0005827000914813141,0.0009347795453348367,0.004796852402306912,False,5,5,30,"[None, None, None, None, None]","[30, 30, 30, 30, 30]","[0.039733653035755184, 0.039733653035755184, 0.039733653035755184, 0.039733653035755184, 0.039733653035755184]",{}
case_02_first_divergence,a5b1761b74cefaee8b9e8d58bc938cbc4d6d190674ad988e14e10767e8f38c28,trac_failed,near_singular,0,a673acf4bb866bfae6359f79b8e28107fff7a753ba67d29ca112a5b02c504c8e,candidate_03,['offline_reference'],trac_5ms,True,"[0.20434969357527208, -1.2634750932075027, -2.4148681713688784, -1.1972787768487159, 1.4909186595126664, 3.203521832372624, 1.3297748475891986]",0.0,0.0,0.04353266947475834,0.48243182863112155,0.04293697048951685,0.0,0.00012129249817121136,0.004682060180009576,False,5,5,30,"[None, None, None, None, None]","[30, 30, 30, 30, 30]","[0.0397341528289922, 0.0397341528289922, 0.0397341528289922, 0.03973415238275116, 0.0397341528289922]",{}
case_02_first_divergence,a5b1761b74cefaee8b9e8d58bc938cbc4d6d190674ad988e14e10767e8f38c28,trac_failed,near_singular,0,a673acf4bb866bfae6359f79b8e28107fff7a753ba67d29ca112a5b02c504c8e,candidate_04,"['common_input_trac_3', 'common_input_trac_4']",trac_5ms,True,"[0.20432555943606978, -1.2634428100604558, -2.4148777351721336, -1.1973240213979741, 1.4909311280223498, 3.2035056926792813, 1.3297725645831382]",1.1537642023875366e-05,7.51417613261186e-06,0.043538505214537865,0.48242226482786643,0.042940255501227036,4.524454925824983e-05,0.0001001276807455048,0.0057367432296153015,False,5,5,30,"[None, None, None, None, None]","[30, 30, 30, 30, 30]","[0.03973416246895836, 0.03973416246895836, 0.03973416209141703, 0.039734161873320156, 0.03973416246895836]",{}
case_02_first_divergence,a5b1761b74cefaee8b9e8d58bc938cbc4d6d190674ad988e14e10767e8f38c28,trac_failed,near_singular,0,a673acf4bb866bfae6359f79b8e28107fff7a753ba67d29ca112a5b02c504c8e,candidate_05,['refined_focal'],trac_5ms,True,"[0.20435488877194413, -1.2634709216795066, -2.4148781212228734, -1.1972780360537765, 1.4909298694425097, 3.2035163654413696, 1.3297727167901656]",2.1757150116054305e-09,7.278483706173329e-10,0.04353192867981895,0.4824218787771266,0.04293741123090906,1.1209929843269961e-05,0.00012003067016755814,0.004682098933006653,False,5,5,30,"[None, None, None, None, None]","[30, 30, 30, 30, 30]","[0.03973416248157027, 0.03973416248157027, 0.03973416248157027, 0.03973416248157027, 0.03973416248157027]",{}
case_02_pre_failure,a5b1761b74cefaee8b9e8d58bc938cbc4d6d190674ad988e14e10767e8f38c28,trac_failed,near_singular,86,4b867099b853a697c8cfbedddf723fae985c90e1b4ab11e164d0e46edb92af02,candidate_00,"['original_focal', 'common_input_trac_0', 'common_input_trac_1', 'common_input_trac_2', 'common_input_trac_3', 'common_input_trac_4']",trac_5ms,True,"[0.1339159760878378, -1.4362053789811409, -2.8963581400399048, -1.0285045822736745, 1.505862407238179, 3.3895163866779106, 2.0116520599769645]",2.801267437542129e-07,4.956764969979489e-07,0.018645897063469516,0.0009418599600952149,0.010166478641879738,0.47527424276758334,0.04353251223010024,0.6069219236475819,False,5,0,30,"[87, 87, 87, 87, 87]","[0, 0, 0, 0, 0]","[None, None, None, None, None]",{'solver_failure': 5}
