input_id,robot,method,repeat,q,accepted,internal_status,internal_ok,native_status,iterations,evaluations,verification_calls,box_qp_updates,backtracking_evaluations,task_excess_objective,internal_radius,finite,joint_limit_ok,velocity_ok,position_error,orientation_error,verification_reasons,failure_kind,velocity_utilization,total_latency_ns,accepted_within_20ms
01b3d371907cb3f346fff18bae595c23d7574141a7c95d86ab1006bcd4e9fabe,panda,task_excess_isotropic,0,"[-0.7135191239309577,-0.03546657026635482,-1.3675165977778028,-1.6264420356780473,0.9461948553442936,1.5224382796671976,-0.2747949722384609]",False,iteration_limit,False,,30,89,90,32,59,0.15559431269916493,0.999999,True,True,True,0.001382714762139983,0.012268379690405472,"[""position_tolerance"",""orientation_tolerance""]",position_tolerance+orientation_tolerance,0.999999999999,13399192,False
01b3d371907cb3f346fff18bae595c23d7574141a7c95d86ab1006bcd4e9fabe,panda,task_excess_gn,1,"[-0.7135192185514497,-0.03546657026635482,-1.3675165977778028,-1.626441964491615,0.9461947547256389,1.5224373581072626,-0.27479497171473843]",False,stationary,False,,16,87,88,18,71,0.15559430360664633,0.999999,True,True,True,0.0013828127980170491,0.012267572549197267,"[""position_tolerance"",""orientation_tolerance""]",position_tolerance+orientation_tolerance,0.999999999999,13513119,False
01b3d371907cb3f346fff18bae595c23d7574141a7c95d86ab1006bcd4e9fabe,panda,point_loop_control,1,"[-0.713490546632697,-0.03546657026635482,-1.3675165977778028,-1.6264634974653667,0.946225269440169,1.5227174448543868,-0.2747951053873824]",False,stationary,False,,17,96,97,19,79,0.15643496324915296,0.999999,True,True,True,0.0013530044954799436,0.012513007028344425,"[""position_tolerance"",""orientation_tolerance""]",position_tolerance+orientation_tolerance,0.999999999999,13280004,False
01b3d371907cb3f346fff18bae595c23d7574141a7c95d86ab1006bcd4e9fabe,panda,point_loop_control,2,"[-0.713490546632697,-0.03546657026635482,-1.3675165977778028,-1.6264634974653667,0.946225269440169,1.5227174448543868,-0.2747951053873824]",False,stationary,False,,17,96,97,19,79,0.15643496324915296,0.999999,True,True,True,0.0013530044954799436,0.012513007028344425,"[""position_tolerance"",""orientation_tolerance""]",position_tolerance+orientation_tolerance,0.999999999999,13162347,False
051833cbe006de8ff0b74c24491dc92760ae8fa05993116db6211ab7fa33682b,ur5e,single_gn_k0,1,"[-2.081781543171953,1.4367599611749244,0.09518575068795057,1.2052697705968753,0.6600789490530781,2.275703822476913]",False,stationary,False,,15,100,,16,,,,True,True,True,0.0015165967921019197,0.007053610088858627,"[""position_tolerance""]",position_tolerance,0.9999999999990026,3839633,False
051833cbe006de8ff0b74c24491dc92760ae8fa05993116db6211ab7fa33682b,ur5e,task_excess_lbfgsb,0,"[-2.081781543171953,1.4474627109488298,0.0739409085826391,1.2182017321014706,0.6569484025153018,2.273812144464813]",False,optimizer_stop,False,"{""code"":1,""success"":false,""message"":""STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT""}",30,33,34,0,0,0.0698504449634077,0.999999,True,True,True,0.0013280606138583128,0.010289571532868334,"[""position_tolerance"",""orientation_tolerance""]",position_tolerance+orientation_tolerance,0.9999999999990026,5724462,False
051833cbe006de8ff0b74c24491dc92760ae8fa05993116db6211ab7fa33682b,ur5e,point_loop_control,2,"[-2.081781543171953,1.4367599841197802,0.09518570396225846,1.2052697975890747,0.6600789466054239,2.275703821761344]",False,stationary,False,,20,122,123,21,102,0.1334365621787763,0.999999,True,True,True,0.0015165966426171074,0.0070536125365123215,"[""position_tolerance""]",position_tolerance,0.9999999999990026,15711415,False
051833cbe006de8ff0b74c24491dc92760ae8fa05993116db6211ab7fa33682b,ur5e,task_excess_lbfgsb,2,"[-2.081781543171953,1.4474627109488298,0.0739409085826391,1.2182017321014706,0.6569484025153018,2.273812144464813]",False,optimizer_stop,False,"{""code"":1,""success"":false,""message"":""STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT""}",30,33,34,0,0,0.0698504449634077,0.999999,True,True,True,0.0013280606138583128,0.010289571532868334,"[""position_tolerance"",""orientation_tolerance""]",position_tolerance+orientation_tolerance,0.9999999999990026,5660577,False
051833cbe006de8ff0b74c24491dc92760ae8fa05993116db6211ab7fa33682b,ur5e,task_excess_gn,0,"[-2.081781543171953,1.4390132379844072,0.09109633219546509,1.207105915487501,0.6569081994903767,2.275703821764067]",False,stationary,False,,15,78,79,16,63,0.06700461135631275,0.999999,True,True,True,0.0013233465399101506,0.010224359651559572,"[""position_tolerance"",""orientation_tolerance""]",position_tolerance+orientation_tolerance,0.9999999999990026,11485734,False
051833cbe006de8ff0b74c24491dc92760ae8fa05993116db6211ab7fa33682b,ur5e,single_gn_k0,0,"[-2.081781543171953,1.4367599611749244,0.09518575068795057,1.2052697705968753,0.6600789490530781,2.275703822476913]",False,stationary,False,,15,100,,16,,,,True,True,True,0.0015165967921019197,0.007053610088858627,"[""position_tolerance""]",position_tolerance,0.9999999999990026,3731438,False
