robot,method,label,family,trajectories,repeats,completion_by_repeat,mean_completed_trajectories,tsr,deadline_completion_by_repeat,dtsr20,frame_success,frame_deadline_success,p50_ms,p95_ms,p99_ms,cumulative_ms_per_sweep,trajectory_time_mean_ms,trajectory_time_median_ms,trajectory_time_p95_ms,p95_position_m,max_position_m,p95_orientation_rad,max_orientation_rad,max_accepted_step_utilization,acceleration_rms_mean,velocity_change_rms_mean,successful_prefix_mean,accepted_contract_violations,frame_calls,over_20ms_frames,all_frame_cumulative_ns,position_over90pct_accepted,orientation_over90pct_accepted,either_over90pct_accepted,theta_half_first_step_return_rate,continued_dual_rate,continued_dual_accepted_rate,task_feasible_early_rate,mean_iterations,mean_evaluations,mean_box_qp_updates,counts,max_frame_latency_ms,mean_verification_calls,mean_dual_updates,mean_backtracking_evaluations,mean_reported_gaps
panda,task_balance_k1,Task-balance GN kappa=1,high_curvature,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,0.4889895,0.5154103000000001,1.009892570000001,757.7469883333333,75.77469883333333,74.346184,81.01736303333333,0.0005917327676781026,0.0009984198938220944,0.0005899602019950205,0.008169584939241088,0.9999999999989987,6.781801268311948,0.135636025366239,150.0,0,4500,0,2273240965,0.012666666666666666,0.0006666666666666666,0.013333333333333334,0.9766666666666667,0.02266666666666667,0.02266666666666667,0.9993333333333333,1.0226666666666666,4.108666666666666,1.064,"{""over_20ms"":0,""accepted"":4500,""position_over90pct"":57,""orientation_over90pct"":3,""either_over90pct"":60,""status:task_feasible_early"":4497,""theta_half_first_step_return"":4395,""continued_dual"":102,""continued_dual_accepted"":102,""task_feasible_early"":4497,""subproblem:task_feasible_early"":4497,""subproblem:gap_converged"":102,""status:initial_task_admissible"":3}",1.32052,3.0446666666666666,1.0633333333333332,0.02266666666666667,1.919884479357138e-08
panda,task_balance_k1,Task-balance GN kappa=1,joint_limit_return,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,0.4855985,0.51189275,0.71490474,739.4180626666666,73.94180626666666,73.49362116666666,75.80769336666667,0.00015229220572652986,0.0009631422853755376,0.00020769357284916218,0.008182132219380172,0.9999999999990011,1.6555578392160024,0.03311115678432005,150.0,0,4500,0,2218254188,0.0006666666666666666,0.0006666666666666666,0.0006666666666666666,0.9986666666666667,0.0,0.0,0.9986666666666667,1.0,3.998666666666667,1.0206666666666666,"{""over_20ms"":0,""accepted"":4500,""position_over90pct"":3,""orientation_over90pct"":3,""either_over90pct"":3,""status:task_feasible_early"":4494,""theta_half_first_step_return"":4494,""continued_dual"":0,""continued_dual_accepted"":0,""task_feasible_early"":4494,""subproblem:task_feasible_early"":4494,""status:initial_task_admissible"":6}",1.487006,2.998666666666667,0.9986666666666667,0.0,
panda,task_balance_k1,Task-balance GN kappa=1,near_singular,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,0.4840105,0.5028829,0.5469431200000002,691.054139,69.1054139,70.30589016666667,71.50891771666667,0.0007695501324421699,0.0009972688234527536,0.0025436061153703863,0.008318572585555207,0.8455564598470295,3.6967618879447337,0.07393523775889467,150.0,0,4500,0,2073162417,0.021333333333333333,0.0026666666666666666,0.023333333333333334,0.864,0.0,0.0,0.864,1.0,3.864,0.864,"{""over_20ms"":0,""accepted"":4500,""position_over90pct"":96,""orientation_over90pct"":12,""either_over90pct"":105,""status:initial_task_admissible"":612,""theta_half_first_step_return"":3888,""continued_dual"":0,""continued_dual_accepted"":0,""task_feasible_early"":3888,""status:task_feasible_early"":3888,""subproblem:task_feasible_early"":3888}",0.981356,2.864,0.864,0.0,
panda,task_balance_k1,Task-balance GN kappa=1,smooth,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,0.486325,0.50604475,0.5993703400000011,735.7509489999999,73.57509489999998,73.35489100000001,74.39936125,0.00013447617851042928,0.0001588487906065516,0.00014966138867071078,0.00023010752396900554,0.380539225680575,0.7232819109929308,0.014465638219858619,150.0,0,4500,0,2207252847,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,"{""over_20ms"":0,""accepted"":4500,""position_over90pct"":0,""orientation_over90pct"":0,""either_over90pct"":0,""status:task_feasible_early"":4500,""theta_half_first_step_return"":4500,""continued_dual"":0,""continued_dual_accepted"":0,""task_feasible_early"":4500,""subproblem:task_feasible_early"":4500}",1.262668,3.0,1.0,0.0,
panda,task_excess_gn,Task-excess GN kappa=0,high_curvature,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,0.764405,1.1059875,1.3860918100000001,1219.4852903333333,121.94852903333333,122.16970783333335,130.7149368,0.0009999995574552912,0.0009999999939676128,0.008726641144448212,0.008726646203178378,0.8643036435657216,6.997804644826704,0.13995609289653413,150.0,0,4500,0,3658455871,0.9933333333333333,0.9873333333333333,1.0,0.0,0.0,0.0,0.0,2.1533333333333333,4.308666666666666,2.1533333333333333,"{""over_20ms"":0,""accepted"":4500,""position_over90pct"":4470,""orientation_over90pct"":4443,""either_over90pct"":4500,""status:task_admissible"":4500,""theta_half_first_step_return"":0,""continued_dual"":0,""continued_dual_accepted"":0,""task_feasible_early"":0}",1.831622,5.308666666666666,,2.1553333333333335,
panda,task_excess_gn,Task-excess GN kappa=0,joint_limit_return,10,3,"[10,10,9]",9.666666666666666,0.9666666666666666,"[10,10,9]",0.9666666666666666,0.9997777777777778,0.9997777777777778,0.7550765,1.0827650500000001,1.1125081,1114.0857786666666,111.40857786666666,107.55836933333333,126.25770838333332,0.0009999994073056713,0.0009999999950159242,0.008726641266318051,0.008726646259622294,0.6531781345556947,1.788811559244677,0.035776231184893544,149.66666666666666,0,4500,1,3342257336,0.9986663703045121,0.9993331851522561,1.0,0.0,0.0,0.0,0.0,1.9073333333333333,3.8144444444444443,1.9273333333333333,"{""over_20ms"":1,""accepted"":4499,""position_over90pct"":4493,""orientation_over90pct"":4496,""either_over90pct"":4499,""status:task_admissible"":4499,""theta_half_first_step_return"":0,""continued_dual"":0,""continued_dual_accepted"":0,""task_feasible_early"":0,""failure:position_tolerance"":1,""status:deadline"":1}",46.663544,4.814444444444445,,1.9071111111111112,
panda,task_excess_gn,Task-excess GN kappa=0,near_singular,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,0.751793,1.0773411499999999,1.7193662800000002,1092.6045683333334,109.26045683333334,110.88136016666667,122.64235528333333,0.0009999991205860293,0.0009999998806601213,0.00872664025020985,0.008726646220756206,0.9999999999989999,5.5734440843766775,0.11146888168753354,150.0,0,4500,0,3277813705,0.9653333333333334,0.904,0.9706666666666667,0.0,0.0,0.0,0.0,1.9166666666666667,3.8053333333333335,1.9273333333333333,"{""over_20ms"":0,""accepted"":4500,""position_over90pct"":4344,""orientation_over90pct"":4068,""either_over90pct"":4368,""status:task_admissible"":4500,""theta_half_first_step_return"":0,""continued_dual"":0,""continued_dual_accepted"":0,""task_feasible_early"":0}",2.229859,4.8053333333333335,,1.8886666666666667,
panda,task_excess_gn,Task-excess GN kappa=0,smooth,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,0.7568245,1.0692711000000001,1.1268690100000003,1095.8665646666668,109.58665646666668,110.52851150000001,122.26391148333333,0.0009999994665998288,0.0009999999860173948,0.008726640771691751,0.008726646251764633,0.3648621882358993,0.9715775998933124,0.01943155199786625,150.0,0,4500,0,3287599694,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.8953333333333333,3.7906666666666666,1.8953333333333333,"{""over_20ms"":0,""accepted"":4500,""position_over90pct"":4500,""orientation_over90pct"":4500,""either_over90pct"":4500,""status:task_admissible"":4500,""theta_half_first_step_return"":0,""continued_dual"":0,""continued_dual_accepted"":0,""task_feasible_early"":0}",2.18963,4.790666666666667,,1.8953333333333333,
ur5e,single_gn_k0,Original GN kappa=0,high_curvature,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,0.260022,0.2770767,0.35732148000000025,395.586707,39.5586707,39.56843633333334,39.97635905,0.0004757303863267905,0.000980202353358952,0.00061586499529915,0.008606852306362218,0.9999999999990026,13.64004610307993,0.27280092206159867,150.0,0,4500,0,1186760121,0.0006666666666666666,0.0006666666666666666,0.0013333333333333333,0.0,0.0,0.0,0.0,2.001333333333333,4.002666666666666,1.014,"{""over_20ms"":0,""accepted"":4500,""position_over90pct"":3,""orientation_over90pct"":3,""either_over90pct"":6,""status:task_candidate"":4500,""theta_half_first_step_return"":0,""continued_dual"":0,""continued_dual_accepted"":0,""task_feasible_early"":0}",0.51056,,,,
ur5e,single_gn_k0,Original GN kappa=0,joint_limit_return,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,0.259286,0.27548005,0.3332961000000001,393.139523,39.3139523,39.32324183333333,39.696171666666665,0.00012135267042586519,0.0009699303620334577,0.00013688524622895522,0.008642507365255256,0.5256025744841173,2.9209347145876223,0.058418694291752456,150.0,0,4500,0,1179418569,0.0006666666666666666,0.004,0.004,0.0,0.0,0.0,0.0,1.994,3.988,0.9966666666666667,"{""over_20ms"":0,""accepted"":4500,""position_over90pct"":3,""orientation_over90pct"":18,""either_over90pct"":18,""status:task_candidate"":4500,""theta_half_first_step_return"":0,""continued_dual"":0,""continued_dual_accepted"":0,""task_feasible_early"":0}",0.570763,,,,
ur5e,single_gn_k0,Original GN kappa=0,near_singular,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,0.258569,0.27357315000000004,0.32011219000000035,376.7729506666667,37.67729506666667,37.51324616666666,39.09729178333333,0.0006891391996253954,0.0009981123119061075,0.001803671563193034,0.004692837956311907,0.5864496898087375,3.0540169649622237,0.06108033929924449,150.0,0,4500,0,1130318852,0.018666666666666668,0.0,0.018666666666666668,0.0,0.0,0.0,0.0,1.8786666666666667,3.7573333333333334,0.8786666666666667,"{""over_20ms"":0,""accepted"":4500,""position_over90pct"":84,""orientation_over90pct"":0,""either_over90pct"":84,""status:task_candidate"":4500,""theta_half_first_step_return"":0,""continued_dual"":0,""continued_dual_accepted"":0,""task_feasible_early"":0}",1.409312,,,,
ur5e,single_gn_k0,Original GN kappa=0,smooth,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,0.2600135,0.27489860000000005,0.3440770700000001,395.097587,39.5097587,39.392474500000006,40.12923803333333,0.00014796570774469912,0.0009890571655891327,0.0001666137573304,0.0037139892490176056,0.7605557610344922,3.3604193518141288,0.06720838703628258,150.0,0,4500,0,1185292761,0.0026666666666666666,0.0,0.0026666666666666666,0.0,0.0,0.0,0.0,1.9973333333333334,3.994666666666667,0.9973333333333333,"{""over_20ms"":0,""accepted"":4500,""position_over90pct"":12,""orientation_over90pct"":0,""either_over90pct"":12,""status:task_candidate"":4500,""theta_half_first_step_return"":0,""continued_dual"":0,""continued_dual_accepted"":0,""task_feasible_early"":0}",0.895852,,,,
ur5e,single_gn_k1,Original GN kappa=1,high_curvature,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,0.2599135,0.27788515,0.35512329000000203,395.27941233333337,39.52794123333334,39.524480499999996,39.850574083333335,0.0004756480064732478,0.0009784916249551965,0.0006335277022383522,0.00860447199074202,0.9999999999990026,13.449583385114236,0.2689916677022847,150.0,0,4500,0,1185838237,0.0006666666666666666,0.0006666666666666666,0.0013333333333333333,0.0,0.0,0.0,0.0,2.001333333333333,4.002666666666666,1.0106666666666666,"{""over_20ms"":0,""accepted"":4500,""position_over90pct"":3,""orientation_over90pct"":3,""either_over90pct"":6,""status:task_candidate"":4500,""theta_half_first_step_return"":0,""continued_dual"":0,""continued_dual_accepted"":0,""task_feasible_early"":0}",0.525381,,,,
ur5e,single_gn_k1,Original GN kappa=1,joint_limit_return,10,3,"[10,10,10]",10.0,1.0,"[9,10,10]",0.9666666666666666,1.0,0.9997777777777778,0.259206,0.27530655,0.3820589500000009,411.5601926666667,41.15601926666667,39.26236516666667,49.41695276666664,0.00012096739074450085,0.0009694178481811131,0.00022025176997229112,0.008642507365255256,0.5721151124523252,3.2794777925726764,0.06558955585145355,150.0,0,4500,1,1234680578,0.0006666666666666666,0.004,0.004,0.0,0.0,0.0,0.0,1.994,3.9877777777777776,0.994,"{""over_20ms"":1,""accepted"":4500,""position_over90pct"":3,""orientation_over90pct"":18,""either_over90pct"":18,""status:task_candidate"":4499,""theta_half_first_step_return"":0,""continued_dual"":0,""continued_dual_accepted"":0,""task_feasible_early"":0,""status:deadline"":1}",53.228097,,,,
ur5e,single_gn_k1,Original GN kappa=1,near_singular,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,0.258879,0.27473795,0.3100171000000005,376.0097643333333,37.60097643333333,37.68368816666666,38.67991596666667,0.0006891649555983096,0.000998078863211934,0.0018033848621246417,0.004692335462326039,0.876894272999732,3.103714852038053,0.06207429704076104,150.0,0,4500,0,1128029293,0.018666666666666668,0.0,0.018666666666666668,0.0,0.0,0.0,0.0,1.8786666666666667,3.7573333333333334,0.8786666666666667,"{""over_20ms"":0,""accepted"":4500,""position_over90pct"":84,""orientation_over90pct"":0,""either_over90pct"":84,""status:task_candidate"":4500,""theta_half_first_step_return"":0,""continued_dual"":0,""continued_dual_accepted"":0,""task_feasible_early"":0}",0.410412,,,,
ur5e,single_gn_k1,Original GN kappa=1,smooth,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,0.259184,0.27325465000000004,0.3370622300000004,393.20011766666664,39.32001176666667,39.341068666666665,39.655805316666665,0.00014786394444629112,0.000989093265168353,0.0001702588224767983,0.0037152265746899045,0.7623903712446074,3.3513774034371875,0.06702754806874373,150.0,0,4500,0,1179600353,0.0026666666666666666,0.0,0.0026666666666666666,0.0,0.0,0.0,0.0,1.9973333333333334,3.994666666666667,0.9973333333333333,"{""over_20ms"":0,""accepted"":4500,""position_over90pct"":12,""orientation_over90pct"":0,""either_over90pct"":12,""status:task_candidate"":4500,""theta_half_first_step_return"":0,""continued_dual"":0,""continued_dual_accepted"":0,""task_feasible_early"":0}",0.554009,,,,
ur5e,task_balance_k0,Task-balance GN kappa=0,high_curvature,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,0.4701295,0.49146030000000007,0.6601845300000002,714.7358016666667,71.47358016666666,71.32240166666668,72.72530828333333,0.0004757303863270707,0.0009822579631781185,0.0006158649952992478,0.00860685230636234,0.9999999999990026,13.641901491163312,0.2728380298232663,150.0,0,4500,0,2144207405,0.0006666666666666666,0.0006666666666666666,0.0013333333333333333,0.9973333333333333,0.002,0.002,0.9993333333333333,1.002,4.009333333333333,1.0206666666666666,"{""over_20ms"":0,""accepted"":4500,""position_over90pct"":3,""orientation_over90pct"":3,""either_over90pct"":6,""status:task_feasible_early"":4497,""theta_half_first_step_return"":4488,""continued_dual"":9,""continued_dual_accepted"":9,""task_feasible_early"":4497,""subproblem:task_feasible_early"":4497,""subproblem:gap_converged"":9,""status:initial_task_admissible"":3}",1.501327,3.0033333333333334,1.0053333333333334,0.002,2.4240310377010577e-08
ur5e,task_balance_k0,Task-balance GN kappa=0,joint_limit_return,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,0.469753,0.48901310000000003,0.5475905900000002,707.8490483333334,70.78490483333334,70.932623,71.4534281,0.00012135267042560303,0.0009699303620334669,0.00013688524622879663,0.008642507365255256,0.5256025744856169,2.9209347145899924,0.058418694291799876,150.0,0,4500,0,2123547145,0.0006666666666666666,0.004,0.004,0.994,0.0,0.0,0.994,1.0,3.994,0.9966666666666667,"{""over_20ms"":0,""accepted"":4500,""position_over90pct"":3,""orientation_over90pct"":18,""either_over90pct"":18,""status:task_feasible_early"":4473,""theta_half_first_step_return"":4473,""continued_dual"":0,""continued_dual_accepted"":0,""task_feasible_early"":4473,""subproblem:task_feasible_early"":4473,""status:initial_task_admissible"":27}",0.768046,2.994,0.994,0.0,
