robot,method,label,family,trajectories,repeats,completion_by_repeat,mean_completed_trajectories,tsr,deadline_completion_by_repeat,dtsr20,frame_success,frame_deadline_success,p50_ms,p95_ms,p99_ms,cumulative_ms_per_sweep,trajectory_time_mean_ms,trajectory_time_median_ms,trajectory_time_p95_ms,p95_position_m,max_position_m,p95_orientation_rad,max_orientation_rad,max_accepted_step_utilization,acceleration_rms_mean,velocity_change_rms_mean,successful_prefix_mean,accepted_contract_violations,frame_calls,over_20ms_frames,all_frame_cumulative_ns,position_over90pct_accepted,orientation_over90pct_accepted,either_over90pct_accepted,theta_half_first_step_return_rate,continued_dual_rate,continued_dual_accepted_rate,task_feasible_early_rate,mean_iterations,mean_evaluations,mean_box_qp_updates,counts,max_frame_latency_ms,mean_verification_calls,mean_dual_updates,mean_backtracking_evaluations,mean_reported_gaps
panda,single_gn_k0,Original GN kappa=0,high_curvature,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,0.2658745,0.28542660000000003,0.38519776000000017,406.92174066666666,40.69217406666667,40.412789000000004,41.75615391666666,0.0005848152884855981,0.0009910533919098628,0.0006020927914681377,0.00817448222469978,0.9309916204839473,6.75509334063116,0.13510186681262318,150.0,0,4500,0,1220765222,0.013333333333333334,0.0006666666666666666,0.014,0.0,0.0,0.0,0.0,2.0206666666666666,4.041333333333333,1.0206666666666666,"{""over_20ms"":0,""accepted"":4500,""position_over90pct"":60,""orientation_over90pct"":3,""either_over90pct"":63,""status:task_candidate"":4500,""theta_half_first_step_return"":0,""continued_dual"":0,""continued_dual_accepted"":0,""task_feasible_early"":0}",0.583649,,,,
panda,single_gn_k0,Original GN kappa=0,joint_limit_return,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,0.266032,0.2909704,0.4051659600000015,406.78428399999996,40.678428399999994,40.379076166666664,42.16993636666667,0.00014437002243468204,0.0009631206760161161,0.00019972917578686854,0.008170556965821977,0.8709117586170685,1.4630467721739067,0.029260935443478134,150.0,0,4500,0,1220352852,0.0006666666666666666,0.0006666666666666666,0.0006666666666666666,0.0,0.0,0.0,0.0,1.9986666666666666,3.997333333333333,1.0053333333333334,"{""over_20ms"":0,""accepted"":4500,""position_over90pct"":3,""orientation_over90pct"":3,""either_over90pct"":3,""status:task_candidate"":4500,""theta_half_first_step_return"":0,""continued_dual"":0,""continued_dual_accepted"":0,""task_feasible_early"":0}",0.612502,,,,
panda,single_gn_k0,Original GN kappa=0,near_singular,10,3,"[9,9,9]",9.0,0.9,"[9,9,9]",0.9,0.9813333333333333,0.9813333333333333,0.264584,0.2833542,3.9005739100000048,486.0521123333333,48.60521123333333,38.9813345,96.28718013333324,0.0007718121570288682,0.0009864015094078872,0.002665660865425827,0.008374835164456808,0.9999999999990037,3.4698718144063365,0.06939743628812672,147.2,0,4500,0,1458156337,0.02309782608695652,0.002717391304347826,0.025135869565217392,0.0,0.0,0.0,0.0,2.1406666666666667,5.6466666666666665,1.198,"{""over_20ms"":0,""accepted"":4416,""position_over90pct"":102,""orientation_over90pct"":12,""either_over90pct"":111,""status:task_candidate"":4416,""theta_half_first_step_return"":0,""continued_dual"":0,""continued_dual_accepted"":0,""task_feasible_early"":0,""failure:position_tolerance"":9,""status:stationary"":84,""failure:position_tolerance+orientation_tolerance"":75}",4.475751,,,,
panda,single_gn_k0,Original GN kappa=0,smooth,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,0.265498,0.28199704999999997,0.4034001800000001,404.94625866666667,40.49462586666667,40.33758133333333,41.48298643333334,0.0001291380547317655,0.0001575024992381177,0.00013766382941236827,0.00020599842317742045,0.3621189418718588,0.6853338427626346,0.01370667685525269,150.0,0,4500,0,1214838776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,"{""over_20ms"":0,""accepted"":4500,""position_over90pct"":0,""orientation_over90pct"":0,""either_over90pct"":0,""status:task_candidate"":4500,""theta_half_first_step_return"":0,""continued_dual"":0,""continued_dual_accepted"":0,""task_feasible_early"":0}",0.564116,,,,
panda,single_gn_k1,Original GN kappa=1,high_curvature,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,0.266379,0.2899497000000001,0.39048388000000006,408.7104556666667,40.871045566666666,40.574139833333334,42.14695195,0.0005917327558606812,0.0009984198938240677,0.0005899602239907508,0.0081695849392413,0.9999999999989987,6.781800564850193,0.1356360112970039,150.0,0,4500,0,1226131367,0.012666666666666666,0.0006666666666666666,0.013333333333333334,0.0,0.0,0.0,0.0,2.022,4.044,1.0226666666666666,"{""over_20ms"":0,""accepted"":4500,""position_over90pct"":57,""orientation_over90pct"":3,""either_over90pct"":60,""status:task_candidate"":4500,""theta_half_first_step_return"":0,""continued_dual"":0,""continued_dual_accepted"":0,""task_feasible_early"":0}",1.2342,,,,
panda,single_gn_k1,Original GN kappa=1,joint_limit_return,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,0.265751,0.282444,0.34554941000000183,403.95397866666667,40.39539786666667,40.34177916666667,40.844672216666666,0.00015229220572651584,0.0009631422853756395,0.00020769357284964503,0.00818213221937994,0.9999999999990011,1.6555578392193029,0.03311115678438606,150.0,0,4500,0,1211861936,0.0006666666666666666,0.0006666666666666666,0.0006666666666666666,0.0,0.0,0.0,0.0,1.9986666666666666,3.997333333333333,1.0206666666666666,"{""over_20ms"":0,""accepted"":4500,""position_over90pct"":3,""orientation_over90pct"":3,""either_over90pct"":3,""status:task_candidate"":4500,""theta_half_first_step_return"":0,""continued_dual"":0,""continued_dual_accepted"":0,""task_feasible_early"":0}",0.621779,,,,
panda,single_gn_k1,Original GN kappa=1,near_singular,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,0.265141,0.27739805,0.31646028000000015,382.90031,38.290031,38.883022,39.46118586666667,0.0007695501324422567,0.0009972688234528011,0.002543606115370399,0.008318572585554695,0.8455564598382751,3.6967618879437953,0.07393523775887594,150.0,0,4500,0,1148700930,0.021333333333333333,0.0026666666666666666,0.023333333333333334,0.0,0.0,0.0,0.0,1.864,3.728,0.864,"{""over_20ms"":0,""accepted"":4500,""position_over90pct"":96,""orientation_over90pct"":12,""either_over90pct"":105,""status:task_candidate"":4500,""theta_half_first_step_return"":0,""continued_dual"":0,""continued_dual_accepted"":0,""task_feasible_early"":0}",0.495274,,,,
panda,single_gn_k1,Original GN kappa=1,smooth,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,0.26534,0.28005055,0.3756694500000023,403.52584499999995,40.35258449999999,40.373126166666665,40.55611366666667,0.00013447617851020054,0.00015884879060667435,0.00014966138867083864,0.00023010752396836673,0.380539225680868,0.7232819109928218,0.014465638219856433,150.0,0,4500,0,1210577535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,"{""over_20ms"":0,""accepted"":4500,""position_over90pct"":0,""orientation_over90pct"":0,""either_over90pct"":0,""status:task_candidate"":4500,""theta_half_first_step_return"":0,""continued_dual"":0,""continued_dual_accepted"":0,""task_feasible_early"":0}",0.547302,,,,
panda,task_balance_k0,Task-balance GN kappa=0,high_curvature,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,0.485079,0.5106763,0.9773244400000001,748.158546,74.8158546,73.69380066666668,78.98760761666668,0.0005848153184887894,0.0009910534055121163,0.0006020927914680448,0.008174482224699778,0.9309899871616575,6.7550933644982285,0.13510186728996457,150.0,0,4500,0,2244475638,0.013333333333333334,0.0006666666666666666,0.014,0.978,0.016,0.016,0.9993333333333333,1.0213333333333334,4.086666666666667,1.044,"{""over_20ms"":0,""accepted"":4500,""position_over90pct"":60,""orientation_over90pct"":3,""either_over90pct"":63,""status:task_feasible_early"":4497,""theta_half_first_step_return"":4401,""continued_dual"":72,""continued_dual_accepted"":72,""task_feasible_early"":4497,""subproblem:task_feasible_early"":4497,""subproblem:gap_converged"":96,""status:initial_task_admissible"":3}",1.308978,3.042,1.044,0.021333333333333333,3.015939755625515e-08
panda,task_balance_k0,Task-balance GN kappa=0,joint_limit_return,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,0.48557,0.50384555,0.5967763100000008,734.276517,73.4276517,73.3986015,74.18090208333334,0.00014437002243500983,0.0009631206760160478,0.00019972917578655447,0.00817055696582197,0.8709117586106822,1.4630467721709148,0.029260935443418287,150.0,0,4500,0,2202829551,0.0006666666666666666,0.0006666666666666666,0.0006666666666666666,0.9986666666666667,0.0,0.0,0.9986666666666667,1.0,3.998666666666667,1.0053333333333334,"{""over_20ms"":0,""accepted"":4500,""position_over90pct"":3,""orientation_over90pct"":3,""either_over90pct"":3,""status:task_feasible_early"":4494,""theta_half_first_step_return"":4494,""continued_dual"":0,""continued_dual_accepted"":0,""task_feasible_early"":4494,""subproblem:task_feasible_early"":4494,""status:initial_task_admissible"":6}",1.526643,2.998666666666667,0.9986666666666667,0.0,
panda,task_balance_k0,Task-balance GN kappa=0,near_singular,10,3,"[9,9,9]",9.0,0.9,"[9,9,9]",0.9,0.9813333333333333,0.9813333333333333,0.484839,0.51093495,14.790127790000021,1085.893179,108.5893179,70.937163,286.72221246666624,0.0007718121570287568,0.000986401509408316,0.0026656608654262665,0.008374835164456852,0.9999999999990037,3.469871814401105,0.0693974362880221,147.2,0,4500,24,3257679537,0.02309782608695652,0.002717391304347826,0.025135869565217392,0.85,0.018666666666666668,0.0,0.85,1.2153333333333334,6.0008888888888885,2.405111111111111,"{""over_20ms"":24,""accepted"":4416,""position_over90pct"":102,""orientation_over90pct"":12,""either_over90pct"":111,""status:initial_task_admissible"":591,""theta_half_first_step_return"":3825,""continued_dual"":84,""continued_dual_accepted"":0,""task_feasible_early"":3825,""status:task_feasible_early"":3825,""subproblem:task_feasible_early"":3825,""failure:position_tolerance+orientation_tolerance"":84,""status:deadline"":23,""subproblem:gap_converged"":1026,""subproblem:deadline"":9,""status:stationary"":61,""subproblem:inexact"":18}",20.297186,4.090888888888889,1.760888888888889,1.0255555555555556,1.9218205506440431
panda,task_balance_k0,Task-balance GN kappa=0,smooth,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,0.486632,0.5190667,0.6971164800000005,739.821958,73.9821958,73.60695416666667,76.53126998333333,0.00012913805473180489,0.00015750249923811215,0.0001376638294114691,0.00020599842317750686,0.3621189418707358,0.6853338427626203,0.013706676855252406,150.0,0,4500,0,2219465874,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,"{""over_20ms"":0,""accepted"":4500,""position_over90pct"":0,""orientation_over90pct"":0,""either_over90pct"":0,""status:task_feasible_early"":4500,""theta_half_first_step_return"":4500,""continued_dual"":0,""continued_dual_accepted"":0,""task_feasible_early"":4500,""subproblem:task_feasible_early"":4500}",1.02576,3.0,1.0,0.0,
