input_id,robot,method,accepted_fraction,source_uids,source_methods,latency_mean_ms,continued_dual_calls,continued_dual_accepted_calls
155366d9e36c3f00bb36d11c0390273736b0dcdcef6bce568f7f9c1042a2ae95,panda,task_balance_k1,1.0,"[""617dfe3c6044a249e2b35c9a35fdace22f1d096e467cd2c20a564e43995edf0f""]","[""single_gn_k1""]",1.8705103333333333,3,3
2377abf039b320ecbf2e642f1611dc1077ccf851439e8f61cddae7c22bda8d5b,panda,single_gn_k0,0.0,"[""d677d8817a9086e31204c00a069fcd9714941f266e92b8c76d39517d2a87c663""]","[""single_gn_clip""]",3.7054753333333337,0,0
2377abf039b320ecbf2e642f1611dc1077ccf851439e8f61cddae7c22bda8d5b,panda,single_gn_k1,0.0,"[""d677d8817a9086e31204c00a069fcd9714941f266e92b8c76d39517d2a87c663""]","[""single_gn_clip""]",3.624034,0,0
2377abf039b320ecbf2e642f1611dc1077ccf851439e8f61cddae7c22bda8d5b,panda,task_excess_gn,0.0,"[""d677d8817a9086e31204c00a069fcd9714941f266e92b8c76d39517d2a87c663""]","[""single_gn_clip""]",11.621923333333333,0,0
2377abf039b320ecbf2e642f1611dc1077ccf851439e8f61cddae7c22bda8d5b,panda,task_balance_k0,0.0,"[""d677d8817a9086e31204c00a069fcd9714941f266e92b8c76d39517d2a87c663""]","[""single_gn_clip""]",6.5716953333333334,3,0
2377abf039b320ecbf2e642f1611dc1077ccf851439e8f61cddae7c22bda8d5b,panda,task_balance_k1,0.0,"[""d677d8817a9086e31204c00a069fcd9714941f266e92b8c76d39517d2a87c663""]","[""single_gn_clip""]",20.248915,3,0
2fd3a57eec6395bc3eb33f31da38087b302c57fc3e36e858c612b5478ea52b46,panda,single_gn_k0,0.0,"[""4f1940d91117f91ea27fc47a289476bf2361c47cbbb34e21aa92e2a9bf8c25da""]","[""single_gn_clip""]",3.7395353333333334,0,0
2fd3a57eec6395bc3eb33f31da38087b302c57fc3e36e858c612b5478ea52b46,panda,single_gn_k1,0.0,"[""4f1940d91117f91ea27fc47a289476bf2361c47cbbb34e21aa92e2a9bf8c25da""]","[""single_gn_clip""]",3.780144,0,0
2fd3a57eec6395bc3eb33f31da38087b302c57fc3e36e858c612b5478ea52b46,panda,task_excess_gn,0.0,"[""4f1940d91117f91ea27fc47a289476bf2361c47cbbb34e21aa92e2a9bf8c25da""]","[""single_gn_clip""]",18.98712833333333,0,0
2fd3a57eec6395bc3eb33f31da38087b302c57fc3e36e858c612b5478ea52b46,panda,task_balance_k0,0.0,"[""4f1940d91117f91ea27fc47a289476bf2361c47cbbb34e21aa92e2a9bf8c25da""]","[""single_gn_clip""]",20.229072666666667,3,0
2fd3a57eec6395bc3eb33f31da38087b302c57fc3e36e858c612b5478ea52b46,panda,task_balance_k1,0.0,"[""4f1940d91117f91ea27fc47a289476bf2361c47cbbb34e21aa92e2a9bf8c25da""]","[""single_gn_clip""]",20.19684666666667,3,0
38a05d1395bf5c619495c550deeb27ab986b2f0ac6adb5ae722cd2a37e61e49e,panda,single_gn_k0,0.0,"[""617dfe3c6044a249e2b35c9a35fdace22f1d096e467cd2c20a564e43995edf0f""]","[""single_gn_osqp""]",3.7821003333333336,0,0
38a05d1395bf5c619495c550deeb27ab986b2f0ac6adb5ae722cd2a37e61e49e,panda,single_gn_k1,0.0,"[""617dfe3c6044a249e2b35c9a35fdace22f1d096e467cd2c20a564e43995edf0f""]","[""single_gn_osqp""]",3.825443,0,0
38a05d1395bf5c619495c550deeb27ab986b2f0ac6adb5ae722cd2a37e61e49e,panda,task_excess_gn,1.0,"[""617dfe3c6044a249e2b35c9a35fdace22f1d096e467cd2c20a564e43995edf0f""]","[""single_gn_osqp""]",2.9171446666666667,0,0
38a05d1395bf5c619495c550deeb27ab986b2f0ac6adb5ae722cd2a37e61e49e,panda,task_balance_k0,1.0,"[""617dfe3c6044a249e2b35c9a35fdace22f1d096e467cd2c20a564e43995edf0f""]","[""single_gn_osqp""]",1.749399,3,3
38a05d1395bf5c619495c550deeb27ab986b2f0ac6adb5ae722cd2a37e61e49e,panda,task_balance_k1,1.0,"[""617dfe3c6044a249e2b35c9a35fdace22f1d096e467cd2c20a564e43995edf0f""]","[""single_gn_osqp""]",1.839458,3,3
39c75753efb5d6819f9e2fa625acc562639c1984188f4add89936eef1680ed81,panda,single_gn_k0,0.0,"[""6292d6a262da269233959d5b381d94998db141290bc3e30dd2208b51a11c8100""]","[""single_gn_osqp""]",4.037904666666667,0,0
39c75753efb5d6819f9e2fa625acc562639c1984188f4add89936eef1680ed81,panda,single_gn_k1,0.0,"[""6292d6a262da269233959d5b381d94998db141290bc3e30dd2208b51a11c8100""]","[""single_gn_osqp""]",3.9285296666666665,0,0
39c75753efb5d6819f9e2fa625acc562639c1984188f4add89936eef1680ed81,panda,task_excess_gn,1.0,"[""6292d6a262da269233959d5b381d94998db141290bc3e30dd2208b51a11c8100""]","[""single_gn_osqp""]",1.8110706666666667,0,0
