problem_id,robot,stratum,kappa,method,repeat,objective,feasible_box_violation,normal_residual,dual_lower,box_minorant_lower,task_squared,raw_box_violation,roundoff_projection,raw_epigraph_violation,theta,native_theta_weights,iterations,status,native_primal_objective,native_dual_objective,native_primal_residual,native_dual_residual,setup_update_ns,solve_ns,native_seconds,updated,total_ns,common_lower,common_normalized_gap,common_raw_gap,quality_pass,objective_difference_vs_reference,dual_updates,box_qp_updates,primal_upper,gap,raw_gap,converged,task_feasible_early,deadline,conversion_ns,actual_verifier_calls
ur5e_trajectory_31_k0_f21,ur5e,regular_first_subproblems,0,scalar_full,1,0.00036064356391304225,0.0,2.7303361614164952e-14,0.0003606203866857337,0.0003606203866857337,"[3.764550022649742e-08,8.399995484359643e-08]",,,,0.5,,,gap_converged,,,,,,73492,,True,108772,0.0003606203866857337,2.3177227308549247e-08,2.3177227308549247e-08,True,2.0802067641568014e-08,1,1,0.00036064356391304225,2.3177227308549247e-08,2.3177227308549247e-08,True,False,False,3513,0
ur5e_trajectory_31_k0_f21,ur5e,regular_first_subproblems,0,clarabel_epigraph,1,0.0003606227618454007,0.0,0.00013071823763926777,0.00035976835522685634,0.0003597683552268564,"[6.145693889385552e-08,6.156311875060338e-08]",0.0,0.0,1.1866138791487524e-12,0.41190457251556206,"[0.41190457252768486,0.5880954275017461]",9,Solved,0.00036062276065878683,0.0003606220785588212,7.238849870537451e-10,1.6569286480072772e-11,25136,55217,0.000101424,True,142942,0.0003606203866857337,2.3751596669812323e-09,2.3751596669812323e-09,True,0.0,,,,,,,,,,
ur5e_trajectory_31_k0_f42,ur5e,regular_first_subproblems,0,clarabel_epigraph,1,0.0011030224962993152,0.0,0.00036169463523975486,0.0010964812746177264,0.0010964812746177266,"[3.261402945801701e-08,3.277627624382275e-08]",0.0,0.0,3.127189770184847e-11,0.438982673134858,"[0.4389826731450095,0.5610173268781156]",9,Solved,0.0011030224650274178,0.0011030218293958643,5.707974315848419e-10,1.1718396239027484e-11,19338,45909,9.343e-05,True,120915,0.0011030216829032526,8.133960625270747e-10,8.133960625270747e-10,True,0.0,,,,,,,,,,
ur5e_trajectory_31_k0_f42,ur5e,regular_first_subproblems,0,scalar_full,1,0.0011030312074999705,0.0,4.688303443075554e-13,0.0011030216829032526,0.0011030216829032526,"[2.240655597298824e-08,4.145574940850886e-08]",,,,0.5,,,gap_converged,,,,,,75414,,True,111746,0.0011030216829032526,9.524596717878572e-09,9.524596717878572e-09,True,8.711200655351498e-09,1,1,0.0011030312074999705,9.524596717878572e-09,9.524596717878572e-09,True,False,False,3664,0
ur5e_trajectory_31_k0_f42,ur5e,regular_first_subproblems,0,clarabel_epigraph,3,0.0011030224962993152,0.0,0.00036169463523975486,0.0010964812746177264,0.0010964812746177266,"[3.261402945801701e-08,3.277627624382275e-08]",0.0,0.0,3.127189770184847e-11,0.438982673134858,"[0.4389826731450095,0.5610173268781156]",9,Solved,0.0011030224650274178,0.0011030218293958643,5.707974315848419e-10,1.1718396239027484e-11,22665,50605,9.7053e-05,True,135916,0.0011030216829032526,8.133960625270747e-10,8.133960625270747e-10,True,0.0,,,,,,,,,,
ur5e_trajectory_31_k0_f42,ur5e,regular_first_subproblems,0,scalar_full,3,0.0011030312074999705,0.0,4.688303443075554e-13,0.0011030216829032526,0.0011030216829032526,"[2.240655597298824e-08,4.145574940850886e-08]",,,,0.5,,,gap_converged,,,,,,75852,,True,111663,0.0011030216829032526,9.524596717878572e-09,9.524596717878572e-09,True,8.711200655351498e-09,1,1,0.0011030312074999705,9.524596717878572e-09,9.524596717878572e-09,True,False,False,3482,0
ur5e_trajectory_31_k0_f42,ur5e,regular_first_subproblems,0,clarabel_epigraph,4,0.0011030224962993152,0.0,0.00036169463523975486,0.0010964812746177264,0.0010964812746177266,"[3.261402945801701e-08,3.277627624382275e-08]",0.0,0.0,3.127189770184847e-11,0.438982673134858,"[0.4389826731450095,0.5610173268781156]",9,Solved,0.0011030224650274178,0.0011030218293958643,5.707974315848419e-10,1.1718396239027484e-11,20295,46238,9.3483e-05,True,123829,0.0011030216829032526,8.133960625270747e-10,8.133960625270747e-10,True,0.0,,,,,,,,,,
ur5e_trajectory_31_k0_f42,ur5e,regular_first_subproblems,0,scalar_full,4,0.0011030312074999705,0.0,4.688303443075554e-13,0.0011030216829032526,0.0011030216829032526,"[2.240655597298824e-08,4.145574940850886e-08]",,,,0.5,,,gap_converged,,,,,,71875,,True,107438,0.0011030216829032526,9.524596717878572e-09,9.524596717878572e-09,True,8.711200655351498e-09,1,1,0.0011030312074999705,9.524596717878572e-09,9.524596717878572e-09,True,False,False,3421,0
ur5e_trajectory_31_k0_f42,ur5e,regular_first_subproblems,0,scalar_full,0,0.0011030312074999705,0.0,4.688303443075554e-13,0.0011030216829032526,0.0011030216829032526,"[2.240655597298824e-08,4.145574940850886e-08]",,,,0.5,,,gap_converged,,,,,,77200,,True,114177,0.0011030216829032526,9.524596717878572e-09,9.524596717878572e-09,True,8.711200655351498e-09,1,1,0.0011030312074999705,9.524596717878572e-09,9.524596717878572e-09,True,False,False,3884,0
ur5e_trajectory_31_k0_f42,ur5e,regular_first_subproblems,0,clarabel_epigraph,0,0.0011030224962993152,0.0,0.00036169463523975486,0.0010964812746177264,0.0010964812746177266,"[3.261402945801701e-08,3.277627624382275e-08]",0.0,0.0,3.127189770184847e-11,0.438982673134858,"[0.4389826731450095,0.5610173268781156]",9,Solved,0.0011030224650274178,0.0011030218293958643,5.707974315848419e-10,1.1718396239027484e-11,20896,49740,9.7187e-05,True,130274,0.0011030216829032526,8.133960625270747e-10,8.133960625270747e-10,True,0.0,,,,,,,,,,
