robot,method,trajectory_uid,family,frame_count,whole_trajectory_completed,cumulative_latency_ns,cumulative_latency_ms,p50_frame_latency_ms,p95_frame_latency_ms,p99_frame_latency_ms,mean_fev,learned_seed_invocation_count,learned_seed_invocation_rate,anchor_frame_count,periodic_reanchor_count,local_frame_count,robust_frame_count,longest_robust_run
panda,temporal_event_cghik_v6,db844ebed33244d68e6c5cf7bfaaaa95b62513027a5eec757f4ea2185387acff,regular_near_singular_regular,150,True,64890560,64.89056,0.5445995,0.56922995,0.58674836,2.2666666666666666,1,0.006666666666666667,0,0,149,1,1
panda,temporal_event_cghik_v6,2fdf293514a121f7ed5454fee0184438875871d452f22549978c4e279c439488,central_joint_limit_skim_return,150,True,70154519,70.154519,0.545414,0.57836625,0.5928516799999999,2.44,1,0.006666666666666667,0,0,149,1,1
panda,temporal_event_cghik_v6,d246750104603e0199ed801393781b020791edafa1c48241e3c5229be80af678,slow_high_curvature_high_speed_slow,150,False,2081751543,2081.751543,0.567481,85.5219885999997,215.20659068999996,23.246666666666666,61,0.4066666666666667,0,0,89,61,35
panda,temporal_event_cghik_v6,a9c64815f6506dda84a6858352d17c79264b6b01d212603243bcd7dc2164809e,smooth_fast_orientation_smooth,150,True,81041431,81.041431,0.548559,0.5753611,0.5848425899999999,2.88,1,0.006666666666666667,0,0,149,1,1
panda,temporal_event_cghik_v6,c4e92b235d2aa20488e03f1246890af0f706fc3ddae584234bbc94ca4c88bc22,regular_near_singular_regular,150,False,9912563400,9912.5634,0.5611575,229.35604719999998,321.1239769699999,118.97333333333333,67,0.44666666666666666,0,0,84,66,60
panda,temporal_event_cghik_v6,34059ab6a58c115e35f6c3ae3e1037068a79e8941b93537e91c199cb0d672005,smooth_fast_orientation_smooth,150,True,84168618,84.168618,0.551526,0.5698675499999999,0.5900396999999998,2.986666666666667,1,0.006666666666666667,0,0,149,1,1
panda,temporal_event_cghik_v6,4c84765b8b332f0bba4878251cf234b5f85c23dd5ebdf92e11daa7bfbdb7019b,slow_high_curvature_high_speed_slow,150,False,13988547054,13988.547054,1.7559305,316.36853099999996,360.53247146999996,114.46,81,0.54,0,0,70,80,54
panda,temporal_event_cghik_v6,9dd98ee5916ca3c4d7f09ee93e4cfe0cd7ff239f46f3f102024795864d243067,central_joint_limit_skim_return,150,True,68847205,68.847205,0.546844,0.56924675,0.58584622,2.4133333333333336,1,0.006666666666666667,0,0,149,1,1
panda,temporal_event_cghik_v6,a71677b61885785fce60c84352b2b7a5b1e1034b6e5e571f421da8531eadfc62,slow_high_curvature_high_speed_slow,150,False,5148133085,5148.133085,0.5613005,217.17814955,223.09213916,54.96666666666667,56,0.37333333333333335,0,0,94,56,30
panda,temporal_event_cghik_v6,5a9e998d266685440c601538a3dd5bbdc8810e3f95c9d0f54be626ce6dc29674,regular_near_singular_regular,150,False,25687887012,25687.887012,219.9223605,366.93940764999996,374.53355084,246.06,99,0.66,0,0,52,98,97
