robot,subset,method,reference,query_count,latency_ratio,latency_ratio_ci_low,latency_ratio_ci_high,fev_ratio,fev_ratio_ci_low,fev_ratio_ci_high,success_difference,success_difference_ci_low,success_difference_ci_high,deadline_difference,deadline_difference_ci_low,deadline_difference_ci_high,paired_latency_difference_ms,paired_latency_difference_ms_ci_low,paired_latency_difference_ms_ci_high,p50_ratio,p50_ratio_ci_low,p50_ratio_ci_high,p95_ratio,p95_ratio_ci_low,p95_ratio_ci_high,p99_ratio,p99_ratio_ci_low,p99_ratio_ci_high
panda,near_singular,routing_only,always_hard,500,1.3072036513922691,1.2950461719924362,1.319805821064426,1.006720430107527,1.0013368983957218,1.0135135135135136,0.0,0.0,0.0,0.0,0.0,0.0,0.47518214000000003,0.45885853615,0.4923230383,,,,,,,,,
panda,near_singular,p50_selection,always_hard,500,1.3133162201222146,1.3009533545093102,1.3259315994148861,1.006720430107527,1.0013368983957218,1.0135135135135136,0.0,0.0,0.0,0.0,0.0,0.0,0.484637052,0.4681194686,0.5016419878,,,,,,,,,
panda,near_singular,full_cghik,always_hard,500,1.3013064888739447,1.289223140283541,1.3136169202393815,1.006720430107527,1.0013368983957218,1.0135135135135136,0.0,0.0,0.0,0.0,0.0,0.0,0.46606041800000003,0.45051955056666665,0.4825058503833333,,,,,,,,,
panda,near_singular,full_cghik,reject_only_hard,500,0.9970293035113739,0.9886635029732778,1.0055055314199157,1.006720430107527,1.0013368983957218,1.0135135135135136,0.0,0.0,0.0,0.0,0.0,0.0,-0.005997409333333336,-0.022972875983333335,0.011058972633333306,,,,,,,,,
panda,near_singular,full_cghik,p50_selection,500,0.9908554154252718,0.9826714694222872,0.9991797273755909,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018576633999999995,-0.03544729773333334,-0.001659334983333337,,,,,,,,,
panda,near_singular,full_cghik,geometry_threshold,500,0.9991938963098572,0.9913154267440286,1.007172779884951,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016238820000000005,-0.01757257571666668,0.014423894483333336,,,,,,,,,
panda,near_singular,full_cghik,routing_only,500,0.9954887193651552,0.98733212064114,1.0037341893892606,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009121721999999995,-0.025693557099999993,0.007551083483333326,,,,,,,,,
panda,near_singular,full_cghik,trac_ik_100ms,500,8.036432780203809,7.897027728253578,8.174187872933116,,,,0.002666666666666667,0.0,0.006666666666666668,0.002666666666666667,0.0,0.006666666666666668,1.7623921826666666,1.74968916445,1.7758043643166668,,,,,,,,,
panda,near_singular,full_cghik,trac_ik_20ms,500,8.011375751721781,7.878667617527821,8.14051014546219,,,,0.002666666666666667,0.0,0.006666666666666667,0.002666666666666667,0.0,0.006666666666666667,1.7616088026666668,1.7490386261666664,1.7745292172666667,,,,,,,,,
panda,near_singular,full_cghik,trac_ik_400ms,500,7.950598163362337,7.81584254126956,8.084406765745674,,,,0.002,0.0,0.004666666666666667,0.002,0.0,0.004666666666666667,1.7596881453333335,1.7468508973666665,1.7730700489,,,,,,,,,
panda,near_singular,full_cghik,trac_ik_5ms,500,8.080380665786329,7.946393562277742,8.218119346383256,,,,0.002,0.0,0.005333333333333334,0.002,0.0,0.005333333333333334,1.7637544306666668,1.7508699183333332,1.77698811365,,,,,,,,,
panda,near_limit,geometry_threshold,always_hard,500,1.2960527883009878,1.2837247876946816,1.3079152174686826,1.0038910505836576,0.9986876640419947,1.0104166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.46190949866666664,0.4472132747166666,0.4763072125500001,,,,,,,,,
panda,near_limit,reject_only_hard,always_hard,500,1.3031496329609933,1.2901142905948535,1.3150899990358422,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47298218599999997,0.4578364328999999,0.48732693993333337,,,,,,,,,
panda,near_limit,routing_only,always_hard,500,1.3093685099727217,1.295621167451705,1.3229248704708338,1.0090791180285343,1.0,1.022388305508033,0.0,0.0,0.0,0.0,0.0,0.0,0.48268504466666673,0.46528982013333336,0.5006556756166667,,,,,,,,,
panda,near_limit,p50_selection,always_hard,500,1.3157555398865233,1.303036176414422,1.3286143574783738,1.0298313878080414,1.0093582887700534,1.0534166232042104,0.0,0.0,0.0,0.0,0.0,0.0,0.49265026,0.47441799055000006,0.51119199485,,,,,,,,,
panda,near_limit,full_cghik,always_hard,500,1.3059163550563104,1.292573941182116,1.3189674130883964,1.0090791180285343,1.0,1.022388305508033,0.0,0.0,0.0,0.0,0.0,0.0,0.47729889999999997,0.4610451143833333,0.49350155943333335,,,,,,,,,
panda,near_limit,full_cghik,reject_only_hard,500,1.0021231039209446,0.9949136367163297,1.0097600786390803,1.0090791180285343,1.0,1.022388305508033,0.0,0.0,0.0,0.0,0.0,0.0,0.004316713999999994,-0.010369566416666656,0.019733725716666654,,,,,,,,,
