robot,method,family,trajectory_count,completed,completion_rate,deadline_complete,completion_uids,trajectory_cumulative_mean_ms,trajectory_cumulative_median_ms,trajectory_cumulative_p95_ms,calls,verified_success_rate,accepted_within_20ms_rate,accepted_contract_violations,total_latency_ns,p50_ms,p95_ms,p99_ms,mean_fev,reject_count,defer_count,fallback_count,fallback_rate,route_counts,accepted_position_error_median,accepted_position_error_max,accepted_orientation_error_median,accepted_orientation_error_max,accepted_max_joint_step_median,accepted_max_joint_step_max,accepted_max_velocity_utilization_median,accepted_max_velocity_utilization_max
panda,routing_only,all,40,34,0.85,34,"[""015b2a9550b915f50de67866affc641a8c02febdba83c4bc0843b14065dd6cdb"", ""100ac373815a5ca7879f62db521685ee32699dd030cce5388785892a86b10ebd"", ""22d36ab68a9556613bd7f83e220ecafe8f866f42964bdb6c698c8b6c6ee1c2e8"", ""2b4005a003f984e31a88a51f38e3182f7cc5ad0c0c12ae73238b7987db34f02a"", ""33af396c797e0f73ded6c7a1d8836ecc02fe9c03d9ebbc521b27e893dff23586"", ""33fe895dca1ff18c28fe3903c5949649e04329bda2d1ccf9fbdb01f725439e6f"", ""34d461249b6c84388a8a925d2ced5254dc7a9ea2526b13b9a7a34604308cc719"", ""34dceb225dc425cd8437298db9402b61ecfee4a64b4d95c8abe2cd9f03549567"", ""4574c066e06c0edcd0ced47d2c72f11652bc38487f435c7844644de20af5357a"", ""490609e08d34ab896f75bad178df12cb0838272a895847d67a6578c1d1ca0a97"", ""4cc5ef5c4c9aa6bf49a51ea1b0c183d22a3ad3076219f3fdaaa33a4c97b7085d"", ""4de9c1b60ea7786ec5c9f2cd585bc318cc916fca235633471174ff7402518a14"", ""514dce4d6858ec3460d0adabe07c14a84559f25c0de5bf6fbbfd94e7838f8255"", ""56b49ec9a094550fea046a9379e8714df458c147018de0b02dbbedf7a2a15417"", ""5ab75c01e8edca50f485b25d6fa459e537ef25723ff4a262fea0d7c4a9aefd6b"", ""5f5ae7c5470ed9544d3dc186ec24aa84f42c39a9830f65aba1e0391747cac121"", ""6022bca06e4788aea6d009d55187a72a09f6936022859d0bda40fe33a8afb09e"", ""69d9b47f6ae99215e87ead9845fe384e3178b92272c8c1037dade1d22ea68de4"", ""6cdfe650762b413f2b081dd90fc72e47f0bd3a139d1bd7b7ed85d9380bc7c13d"", ""707e67723856c45e39ac74273e9c04ccc7ba5f4fe572603e960462328fa2f05b"", ""80e7aa2ca2a47e31ad934f80a765edcd871fde93a2b572ab28157278652bb2f6"", ""847e0a931fea7c921a5cb15fa9fde0181357a567fd5718f74d1142e64e727293"", ""96ead6e14eb36d6086223509347fdca58c3b3b34586f803f5fee8e38cafcbb30"", ""a5b1761b74cefaee8b9e8d58bc938cbc4d6d190674ad988e14e10767e8f38c28"", ""b4b5e43a9af4b0c4c739f8bf5adcc311880c6c658e97516ab2146ee24f3616c0"", ""b771b273c4b23a3811efc586c0958fb8fd60b35a6db9c65a9d075fefd7851bbc"", ""b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218"", ""c2ddfda8124fc711e570aa28a6b3ac159bd8a408d37a9dfcbe3f24c1a80f8542"", ""c50c3e73ff3e0bec923f545d6ab6d945ef34100b0a7ba38b407d13591a375469"", ""c51c286db69af8721b92774e452fe66e10df2f97953852e5ec293cb469a7563b"", ""da20b2b25ac9a389be9295f63dcfa8c444c94113e0558be150872f4c43627277"", ""db1a5c4a0d98ad7288728c34f5d39dc948e7bd7bad6b2da639465670b982818f"", ""e9de7aaa53eb993d3857d6e821968329e56139b031824d10b5eaa66f039f36da"", ""ff235ebe880a8fd2a8a604c2dd4d00beac26fbe8177e4a1e1072cf77a2dd823e""]",1802.279156275,287.4761105,11756.52077365,6000,0.947,0.9461666666666667,0,72091166251,1.8793605,72.83494660000002,284.99393119999996,19.659,0,81,323,0.05383333333333333,"{""easy"": 4557, ""hard"": 1317, ""defer"": 81, ""medium"": 45}",5.8898355537761556e-05,0.0009994597961573335,7.610788248933398e-05,0.008676025839539631,0.01049080587350093,0.043211664666475746,0.2262234007835537,0.9933716015281782
panda,routing_only,smooth,10,9,0.9,9,"[""34d461249b6c84388a8a925d2ced5254dc7a9ea2526b13b9a7a34604308cc719"", ""490609e08d34ab896f75bad178df12cb0838272a895847d67a6578c1d1ca0a97"", ""4de9c1b60ea7786ec5c9f2cd585bc318cc916fca235633471174ff7402518a14"", ""56b49ec9a094550fea046a9379e8714df458c147018de0b02dbbedf7a2a15417"", ""5ab75c01e8edca50f485b25d6fa459e537ef25723ff4a262fea0d7c4a9aefd6b"", ""6022bca06e4788aea6d009d55187a72a09f6936022859d0bda40fe33a8afb09e"", ""6cdfe650762b413f2b081dd90fc72e47f0bd3a139d1bd7b7ed85d9380bc7c13d"", ""b4b5e43a9af4b0c4c739f8bf5adcc311880c6c658e97516ab2146ee24f3616c0"", ""db1a5c4a0d98ad7288728c34f5d39dc948e7bd7bad6b2da639465670b982818f""]",3207.2062584,291.145247,16343.026309949968,1500,0.924,0.924,0,32072062584,1.879249,227.8870146999996,350.2872956,31.118666666666666,0,4,114,0.076,"{""hard"": 481, ""medium"": 8, ""easy"": 1007, ""defer"": 4}",5.4119771065954685e-05,0.000993831589337761,7.313048255604327e-05,0.000992215728082472,0.011320858661399313,0.04092996825061679,0.23901350550641637,0.9409188103590067
panda,routing_only,near_singular,10,5,0.5,5,"[""4cc5ef5c4c9aa6bf49a51ea1b0c183d22a3ad3076219f3fdaaa33a4c97b7085d"", ""80e7aa2ca2a47e31ad934f80a765edcd871fde93a2b572ab28157278652bb2f6"", ""a5b1761b74cefaee8b9e8d58bc938cbc4d6d190674ad988e14e10767e8f38c28"", ""b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218"", ""da20b2b25ac9a389be9295f63dcfa8c444c94113e0558be150872f4c43627277""]",3426.0903501,1106.3981145,11897.35966015,1500,0.864,0.8606666666666667,0,34260903501,1.8804414999999999,171.9032445999999,246.04894655999985,41.474666666666664,0,77,209,0.13933333333333334,"{""easy"": 1315, ""hard"": 108, ""defer"": 77}",0.00012139945396848933,0.0009994597961573335,0.00022465338899940024,0.008676025839539631,0.0043334631682729885,0.043211664666475746,0.09104120377986727,0.9933716015281782
panda,routing_only,joint_limit_return,10,10,1.0,10,"[""100ac373815a5ca7879f62db521685ee32699dd030cce5388785892a86b10ebd"", ""33fe895dca1ff18c28fe3903c5949649e04329bda2d1ccf9fbdb01f725439e6f"", ""34dceb225dc425cd8437298db9402b61ecfee4a64b4d95c8abe2cd9f03549567"", ""514dce4d6858ec3460d0adabe07c14a84559f25c0de5bf6fbbfd94e7838f8255"", ""69d9b47f6ae99215e87ead9845fe384e3178b92272c8c1037dade1d22ea68de4"", ""707e67723856c45e39ac74273e9c04ccc7ba5f4fe572603e960462328fa2f05b"", ""847e0a931fea7c921a5cb15fa9fde0181357a567fd5718f74d1142e64e727293"", ""b771b273c4b23a3811efc586c0958fb8fd60b35a6db9c65a9d075fefd7851bbc"", ""c50c3e73ff3e0bec923f545d6ab6d945ef34100b0a7ba38b407d13591a375469"", ""e9de7aaa53eb993d3857d6e821968329e56139b031824d10b5eaa66f039f36da""]",287.9690896,286.3722265,297.0013998,1500,1.0,1.0,0,2879690896,1.879866,2.1014046,2.47885066,3.046666666666667,0,0,0,0.0,"{""easy"": 1500}",3.727532605392905e-05,0.0009992636486707523,5.2273213844064634e-05,0.008386168777480895,0.010171110952664153,0.017950058285542525,0.22052518798684945,0.4126450180584489
panda,routing_only,high_curvature,10,10,1.0,10,"[""015b2a9550b915f50de67866affc641a8c02febdba83c4bc0843b14065dd6cdb"", ""22d36ab68a9556613bd7f83e220ecafe8f866f42964bdb6c698c8b6c6ee1c2e8"", ""2b4005a003f984e31a88a51f38e3182f7cc5ad0c0c12ae73238b7987db34f02a"", ""33af396c797e0f73ded6c7a1d8836ecc02fe9c03d9ebbc521b27e893dff23586"", ""4574c066e06c0edcd0ced47d2c72f11652bc38487f435c7844644de20af5357a"", ""5f5ae7c5470ed9544d3dc186ec24aa84f42c39a9830f65aba1e0391747cac121"", ""96ead6e14eb36d6086223509347fdca58c3b3b34586f803f5fee8e38cafcbb30"", ""c2ddfda8124fc711e570aa28a6b3ac159bd8a408d37a9dfcbe3f24c1a80f8542"", ""c51c286db69af8721b92774e452fe66e10df2f97953852e5ec293cb469a7563b"", ""ff235ebe880a8fd2a8a604c2dd4d00beac26fbe8177e4a1e1072cf77a2dd823e""]",287.850927,287.3459195,293.16840095,1500,1.0,1.0,0,2878509270,1.878349,2.1164025,2.55511499,2.996,0,0,0,0.0,"{""hard"": 728, ""easy"": 735, ""medium"": 37}",8.687583900539477e-05,0.0008682065399602925,0.00011667777506162968,0.006437613588508714,0.015564897900316343,0.0384359735359201,0.3351010927985025,0.8835855985268989
panda,trac_ik_5ms,all,40,36,0.9,36,"[""015b2a9550b915f50de67866affc641a8c02febdba83c4bc0843b14065dd6cdb"", ""05fed739bf62f4fdcb2405ecaae33d1d21420a4ab0f81376b77841fb57661365"", ""100ac373815a5ca7879f62db521685ee32699dd030cce5388785892a86b10ebd"", ""22d36ab68a9556613bd7f83e220ecafe8f866f42964bdb6c698c8b6c6ee1c2e8"", ""2b4005a003f984e31a88a51f38e3182f7cc5ad0c0c12ae73238b7987db34f02a"", ""33af396c797e0f73ded6c7a1d8836ecc02fe9c03d9ebbc521b27e893dff23586"", ""33fe895dca1ff18c28fe3903c5949649e04329bda2d1ccf9fbdb01f725439e6f"", ""34d461249b6c84388a8a925d2ced5254dc7a9ea2526b13b9a7a34604308cc719"", ""34dceb225dc425cd8437298db9402b61ecfee4a64b4d95c8abe2cd9f03549567"", ""4574c066e06c0edcd0ced47d2c72f11652bc38487f435c7844644de20af5357a"", ""490609e08d34ab896f75bad178df12cb0838272a895847d67a6578c1d1ca0a97"", ""4cc5ef5c4c9aa6bf49a51ea1b0c183d22a3ad3076219f3fdaaa33a4c97b7085d"", ""4de9c1b60ea7786ec5c9f2cd585bc318cc916fca235633471174ff7402518a14"", ""514dce4d6858ec3460d0adabe07c14a84559f25c0de5bf6fbbfd94e7838f8255"", ""56b49ec9a094550fea046a9379e8714df458c147018de0b02dbbedf7a2a15417"", ""5ab75c01e8edca50f485b25d6fa459e537ef25723ff4a262fea0d7c4a9aefd6b"", ""5f5ae7c5470ed9544d3dc186ec24aa84f42c39a9830f65aba1e0391747cac121"", ""6022bca06e4788aea6d009d55187a72a09f6936022859d0bda40fe33a8afb09e"", ""69d9b47f6ae99215e87ead9845fe384e3178b92272c8c1037dade1d22ea68de4"", ""6cdfe650762b413f2b081dd90fc72e47f0bd3a139d1bd7b7ed85d9380bc7c13d"", ""707e67723856c45e39ac74273e9c04ccc7ba5f4fe572603e960462328fa2f05b"", ""80e7aa2ca2a47e31ad934f80a765edcd871fde93a2b572ab28157278652bb2f6"", ""847e0a931fea7c921a5cb15fa9fde0181357a567fd5718f74d1142e64e727293"", ""96ead6e14eb36d6086223509347fdca58c3b3b34586f803f5fee8e38cafcbb30"", ""a651a7d643e9e9b0489558ec691eea5a5402582e788f00527986770b7f00961a"", ""b4b5e43a9af4b0c4c739f8bf5adcc311880c6c658e97516ab2146ee24f3616c0"", ""b771b273c4b23a3811efc586c0958fb8fd60b35a6db9c65a9d075fefd7851bbc"", ""c27ce734147fac572ca1ddd088565aeb5f022220251ef6f10a5d3db6670559b0"", ""c2ddfda8124fc711e570aa28a6b3ac159bd8a408d37a9dfcbe3f24c1a80f8542"", ""c50c3e73ff3e0bec923f545d6ab6d945ef34100b0a7ba38b407d13591a375469"", ""c51c286db69af8721b92774e452fe66e10df2f97953852e5ec293cb469a7563b"", ""da20b2b25ac9a389be9295f63dcfa8c444c94113e0558be150872f4c43627277"", ""db1a5c4a0d98ad7288728c34f5d39dc948e7bd7bad6b2da639465670b982818f"", ""e9de7aaa53eb993d3857d6e821968329e56139b031824d10b5eaa66f039f36da"", ""f69a8f1f6eef07cefc66000053424135c5ec7250cc78d7cb2319c6615f8a8060"", ""ff235ebe880a8fd2a8a604c2dd4d00beac26fbe8177e4a1e1072cf77a2dd823e""]",75.989482875,37.150928,346.8404095499998,6000,0.9466666666666667,0.9466666666666667,0,3039579315,0.2337285,5.0670202,5.168220669999999,,0,0,0,0.0,"{""trac_ik_speed"": 6000}",2.397841606936373e-08,1.5067457701510164e-05,4.2429880911151957e-08,1.4476624575165912e-05,0.01065828869987362,0.05127647251650813,0.22998386604868765,0.9823079026150984
panda,trac_ik_5ms,smooth,10,9,0.9,9,"[""34d461249b6c84388a8a925d2ced5254dc7a9ea2526b13b9a7a34604308cc719"", ""490609e08d34ab896f75bad178df12cb0838272a895847d67a6578c1d1ca0a97"", ""4de9c1b60ea7786ec5c9f2cd585bc318cc916fca235633471174ff7402518a14"", ""56b49ec9a094550fea046a9379e8714df458c147018de0b02dbbedf7a2a15417"", ""5ab75c01e8edca50f485b25d6fa459e537ef25723ff4a262fea0d7c4a9aefd6b"", ""6022bca06e4788aea6d009d55187a72a09f6936022859d0bda40fe33a8afb09e"", ""6cdfe650762b413f2b081dd90fc72e47f0bd3a139d1bd7b7ed85d9380bc7c13d"", ""b4b5e43a9af4b0c4c739f8bf5adcc311880c6c658e97516ab2146ee24f3616c0"", ""db1a5c4a0d98ad7288728c34f5d39dc948e7bd7bad6b2da639465670b982818f""]",93.8073554,37.531513,351.1977773999994,1500,0.9226666666666666,0.9226666666666666,0,938073554,0.2368065,5.1423874000000005,5.22110157,,0,0,0,0.0,"{""trac_ik_speed"": 1500}",9.614724700499521e-09,1.1795120903850706e-05,1.957979818461183e-08,1.2892782038891113e-05,0.011324460014639715,0.029636524174017964,0.2392326774155254,0.6812994062992636
panda,trac_ik_5ms,near_singular,10,7,0.7,7,"[""05fed739bf62f4fdcb2405ecaae33d1d21420a4ab0f81376b77841fb57661365"", ""4cc5ef5c4c9aa6bf49a51ea1b0c183d22a3ad3076219f3fdaaa33a4c97b7085d"", ""80e7aa2ca2a47e31ad934f80a765edcd871fde93a2b572ab28157278652bb2f6"", ""a651a7d643e9e9b0489558ec691eea5a5402582e788f00527986770b7f00961a"", ""c27ce734147fac572ca1ddd088565aeb5f022220251ef6f10a5d3db6670559b0"", ""da20b2b25ac9a389be9295f63dcfa8c444c94113e0558be150872f4c43627277"", ""f69a8f1f6eef07cefc66000053424135c5ec7250cc78d7cb2319c6615f8a8060""]",137.4765697,42.0430035,383.43231504999994,1500,0.864,0.864,0,1374765697,0.2417335,5.1249281,5.18462497,,0,0,0,0.0,"{""trac_ik_speed"": 1500}",7.52677682071566e-07,1.3538585999513201e-05,1.0640536925224385e-06,1.4476624575165912e-05,0.004320317601261711,0.05127647251650813,0.09113746449354557,0.9823079026150984
panda,trac_ik_5ms,joint_limit_return,10,10,1.0,10,"[""100ac373815a5ca7879f62db521685ee32699dd030cce5388785892a86b10ebd"", ""33fe895dca1ff18c28fe3903c5949649e04329bda2d1ccf9fbdb01f725439e6f"", ""34dceb225dc425cd8437298db9402b61ecfee4a64b4d95c8abe2cd9f03549567"", ""514dce4d6858ec3460d0adabe07c14a84559f25c0de5bf6fbbfd94e7838f8255"", ""69d9b47f6ae99215e87ead9845fe384e3178b92272c8c1037dade1d22ea68de4"", ""707e67723856c45e39ac74273e9c04ccc7ba5f4fe572603e960462328fa2f05b"", ""847e0a931fea7c921a5cb15fa9fde0181357a567fd5718f74d1142e64e727293"", ""b771b273c4b23a3811efc586c0958fb8fd60b35a6db9c65a9d075fefd7851bbc"", ""c50c3e73ff3e0bec923f545d6ab6d945ef34100b0a7ba38b407d13591a375469"", ""e9de7aaa53eb993d3857d6e821968329e56139b031824d10b5eaa66f039f36da""]",36.2401585,36.340182,38.34903085,1500,1.0,1.0,0,362401585,0.2291355,0.32724555,0.37466269999999996,,0,0,0,0.0,"{""trac_ik_speed"": 1500}",9.246216404091859e-09,1.5067457701510164e-05,1.5411384025994e-08,1.285308072090473e-05,0.010204453694649729,0.01717466664653433,0.22039725207869054,0.3948199229088352
panda,trac_ik_5ms,high_curvature,10,10,1.0,10,"[""015b2a9550b915f50de67866affc641a8c02febdba83c4bc0843b14065dd6cdb"", ""22d36ab68a9556613bd7f83e220ecafe8f866f42964bdb6c698c8b6c6ee1c2e8"", ""2b4005a003f984e31a88a51f38e3182f7cc5ad0c0c12ae73238b7987db34f02a"", ""33af396c797e0f73ded6c7a1d8836ecc02fe9c03d9ebbc521b27e893dff23586"", ""4574c066e06c0edcd0ced47d2c72f11652bc38487f435c7844644de20af5357a"", ""5f5ae7c5470ed9544d3dc186ec24aa84f42c39a9830f65aba1e0391747cac121"", ""96ead6e14eb36d6086223509347fdca58c3b3b34586f803f5fee8e38cafcbb30"", ""c2ddfda8124fc711e570aa28a6b3ac159bd8a408d37a9dfcbe3f24c1a80f8542"", ""c51c286db69af8721b92774e452fe66e10df2f97953852e5ec293cb469a7563b"", ""ff235ebe880a8fd2a8a604c2dd4d00beac26fbe8177e4a1e1072cf77a2dd823e""]",36.433847899999996,37.0573885,38.1130152,1500,1.0,1.0,0,364338479,0.2300125,0.3271258,0.37026544,,0,0,0,0.0,"{""trac_ik_speed"": 1500}",3.068198016671161e-08,1.2697688301778822e-05,5.508708189420777e-08,1.3801419137070146e-05,0.015621982529170297,0.03819297996537685,0.3369693482106475,0.8779995394339506
ur5e,always_hard,all,40,36,0.9,36,"[""020c30968e6c918a4b7de4d5ad723dec53329766356f8aa45ce2bfd68f5d4379"", ""04a26090c9532e5f02a7b814927f6fa324decca689e7e6e29c65d5be969dca28"", ""07e5273e10a16e9b28bde63478376e5bf77435b78c7dcb462a89fe8d73c224f2"", ""0d13e4fff22fc55589a57bf0990781db56a7f71cc14904f4444d108acaba0a9b"", ""1679ce3b0de67ee4735ec9805fb4cde6982a3efc38b6df69cfb3687c47d26043"", ""2374443daf990f348b3ef3332d254e997bc1ee27d7062c36729794960f2abeb3"", ""2bd0747ed88ddce0e70ec3474de8433907fd81c166517efe81cf4b06db6a3457"", ""2e9c51ba0b8b6fc07085f7f1142e7b1783b480d4d7f1bba6e8f4f387b6acfe30"", ""327562733eeae3238c22d53e04767d4a4abd119ba0f75d522d9c0aab251e376e"", ""349ae21bbd83224609e5b4a240fb1a0247bed634b05229747c25642a888cbcfe"", ""3be891269be8b0afa336018e88b51632985e664b71d4ae531ab6a57f2e65046d"", ""3dc2b5d40d3a59df4883db0a12581e65f3ec720e949bfb650b9ef636913cdb4e"", ""44e42fa7c8bca728cc1ae1f1ce82ba0698665b64e32c0b21883bbf6e3532e587"", ""4c16ef040dc27b5bc8cedea6c51f42c261ef11b2859c70d2d081ea5b945efb36"", ""54be855f0c565c270b50fb3f1d37938d895e87901b24d22a87d23d9fa7d5da68"", ""5f22e3baed3038e2b6b3e3957f9221a95c6787d999d642ff04005ebd6b230415"", ""620a122def0e5d75c95560cac68a5e0cbd99f2600d5efe526b948bdd379b4247"", ""68a06427396cf86a6c0ca97ac9e419129cc48649fba863d0643a78422b5a5c7f"", ""692b7212259560b290bec009e82f5b4d660082096071998db57650c8abef1c33"", ""7387ec00903d7e3d3113969da33a385116eb1fa2248f82b70fe50841a15e9908"", ""76b6d6f61f1d7533709ce66529cc91597a46732979d38569eaaf18f90728e166"", ""84627c1183b1ab5464379fba7ea39eee942541f115d749909a983fa26b83d6f7"", ""9b1b438691afb5b3bde8555422acc747bd82007df53e550952fe76f48d23cd23"", ""a442fde6c8a09f738c089025e0394f1b77300ad44a0e56f30aeb44a7d92a5a1a"", ""a5ba777e1d9d5ef539795c1e7d15f33985119bb9f7752310ffe518fac881de49"", ""ae5eec64ee9dd473a1ffc726b0d819bf1781f6b45eefd7bff51ed4588bd063d1"", ""b5ac37675ed7207ca175306567c93ef7b926b298b8ad9fd67e27f1c02441f67a"", ""c146b3ef3e68965912b3afd181929722b90c9d20cd19634c7662f5f50f49ff09"", ""c3c91cc07f577f7487c5720251105038007526aee80f0028ad932dd37a207a14"", ""c559225c53735943924a3a17a451a6b644cfa11373fed2a9ee6b2c826c0522a4"", ""c9f945ae6688d3e3d0fec126d1a97bbc1f0791ddb2369268d16ba4da1c075547"", ""db7d1becf538738fc1fe8645d1e5303e322a82f990a84b308084bec1df4939a6"", ""e31c7fc14b3ee646a541a51eed0a0df2c670d26bbeeef38415541032325b04e9"", ""f4b8c500420ab8120f09f1603bcca384a0354fb8a50c3c7c500f559ef67a92cb"", ""f8e7e8c25728102301ecbb893a2d990efe35f28ff784a35464910dae663f85eb"", ""ff5adbafb7e8802544d6bc7da2b9ba8458923a4ef121edc992df197c8b47f2e6""]",398.755169,205.4302875,1824.5139680499974,6000,0.9575,0.9575,0,15950206760,1.336325,2.03790275,36.701741190000014,6.3228333333333335,0,0,255,0.0425,"{""hard"": 6000}",4.1628949173006084e-05,0.0009999264487465485,6.334175717309399e-05,0.00870729997235644,0.010394020259114178,0.05327425152606019,0.16542597028353243,0.8478860469893428
ur5e,always_hard,smooth,10,8,0.8,8,"[""0d13e4fff22fc55589a57bf0990781db56a7f71cc14904f4444d108acaba0a9b"", ""327562733eeae3238c22d53e04767d4a4abd119ba0f75d522d9c0aab251e376e"", ""4c16ef040dc27b5bc8cedea6c51f42c261ef11b2859c70d2d081ea5b945efb36"", ""84627c1183b1ab5464379fba7ea39eee942541f115d749909a983fa26b83d6f7"", ""9b1b438691afb5b3bde8555422acc747bd82007df53e550952fe76f48d23cd23"", ""ae5eec64ee9dd473a1ffc726b0d819bf1781f6b45eefd7bff51ed4588bd063d1"", ""b5ac37675ed7207ca175306567c93ef7b926b298b8ad9fd67e27f1c02441f67a"", ""db7d1becf538738fc1fe8645d1e5303e322a82f990a84b308084bec1df4939a6""]",612.4476523999999,207.3454825,2283.0356285499993,1500,0.8806666666666667,0.8806666666666667,0,6124476524,1.338506,24.6242525,27.623941489999996,9.162,0,0,179,0.11933333333333333,"{""hard"": 1500}",4.4219160923592964e-05,0.0009235616969793655,5.448419689015198e-05,0.005998389154729275,0.010649220027244555,0.03258511526688773,0.1694876007409179,0.5186082165944367
ur5e,always_hard,near_singular,10,9,0.9,9,"[""2374443daf990f348b3ef3332d254e997bc1ee27d7062c36729794960f2abeb3"", ""2e9c51ba0b8b6fc07085f7f1142e7b1783b480d4d7f1bba6e8f4f387b6acfe30"", ""44e42fa7c8bca728cc1ae1f1ce82ba0698665b64e32c0b21883bbf6e3532e587"", ""5f22e3baed3038e2b6b3e3957f9221a95c6787d999d642ff04005ebd6b230415"", ""68a06427396cf86a6c0ca97ac9e419129cc48649fba863d0643a78422b5a5c7f"", ""76b6d6f61f1d7533709ce66529cc91597a46732979d38569eaaf18f90728e166"", ""a442fde6c8a09f738c089025e0394f1b77300ad44a0e56f30aeb44a7d92a5a1a"", ""c3c91cc07f577f7487c5720251105038007526aee80f0028ad932dd37a207a14"", ""e31c7fc14b3ee646a541a51eed0a0df2c670d26bbeeef38415541032325b04e9""]",468.4462143,201.969688,1671.5932176999972,1500,0.9706666666666667,0.9706666666666667,0,4684462143,1.335653,1.8690368999999993,64.6102153,8.12,0,0,44,0.029333333333333333,"{""hard"": 1500}",6.78858220433197e-05,0.0009999264487465485,7.626222427876397e-05,0.008683345778831918,0.004856886666604776,0.03802067256894848,0.07729975210272683,0.6051177979026581
ur5e,always_hard,joint_limit_return,10,9,0.9,9,"[""07e5273e10a16e9b28bde63478376e5bf77435b78c7dcb462a89fe8d73c224f2"", ""2bd0747ed88ddce0e70ec3474de8433907fd81c166517efe81cf4b06db6a3457"", ""349ae21bbd83224609e5b4a240fb1a0247bed634b05229747c25642a888cbcfe"", ""3be891269be8b0afa336018e88b51632985e664b71d4ae531ab6a57f2e65046d"", ""54be855f0c565c270b50fb3f1d37938d895e87901b24d22a87d23d9fa7d5da68"", ""692b7212259560b290bec009e82f5b4d660082096071998db57650c8abef1c33"", ""c9f945ae6688d3e3d0fec126d1a97bbc1f0791ddb2369268d16ba4da1c075547"", ""f4b8c500420ab8120f09f1603bcca384a0354fb8a50c3c7c500f559ef67a92cb"", ""f8e7e8c25728102301ecbb893a2d990efe35f28ff784a35464910dae663f85eb""]",308.5948512,207.5321585,768.861178299999,1500,0.9786666666666667,0.9786666666666667,0,3085948512,1.3391435,1.7165877499999995,33.51667059999999,5.009333333333333,0,0,32,0.021333333333333333,"{""hard"": 1500}",2.3453878213935432e-05,0.0007687736792700441,4.767497587934354e-05,0.0019850906006688936,0.010768401967318542,0.04102193692881739,0.1713844402299236,0.6528844037425252
ur5e,always_hard,high_curvature,10,10,1.0,10,"[""020c30968e6c918a4b7de4d5ad723dec53329766356f8aa45ce2bfd68f5d4379"", ""04a26090c9532e5f02a7b814927f6fa324decca689e7e6e29c65d5be969dca28"", ""1679ce3b0de67ee4735ec9805fb4cde6982a3efc38b6df69cfb3687c47d26043"", ""3dc2b5d40d3a59df4883db0a12581e65f3ec720e949bfb650b9ef636913cdb4e"", ""620a122def0e5d75c95560cac68a5e0cbd99f2600d5efe526b948bdd379b4247"", ""7387ec00903d7e3d3113969da33a385116eb1fa2248f82b70fe50841a15e9908"", ""a5ba777e1d9d5ef539795c1e7d15f33985119bb9f7752310ffe518fac881de49"", ""c146b3ef3e68965912b3afd181929722b90c9d20cd19634c7662f5f50f49ff09"", ""c559225c53735943924a3a17a451a6b644cfa11373fed2a9ee6b2c826c0522a4"", ""ff5adbafb7e8802544d6bc7da2b9ba8458923a4ef121edc992df197c8b47f2e6""]",205.5319581,205.0477375,209.631583,1500,1.0,1.0,0,2055319581,1.3331140000000001,1.5364076999999998,1.98925388,3.0,0,0,0,0.0,"{""hard"": 1500}",5.5551344841630115e-05,0.0008987699239218897,0.0001064666358378045,0.00870729997235644,0.018771423545360877,0.05327425152606019,0.29875648461157744,0.8478860469893428
