case_id,horizon,initialization,found,best_found_rho,optimizer_status,total_ms,fk_calls,jacobian_calls,run_file
state_18_candidate_00,10,historical_prefix,True,0.12681948501162352,0,93.418012,350,280,runs/state_18_candidate_00_L10_historical_prefix.json
state_18_candidate_00,10,dls_prediction,True,0.12681948501551182,0,191.165218,640,550,runs/state_18_candidate_00_L10_dls_prediction.json
case_01_matched_01,5,hold,True,0.40718445710959206,0,70.136686,340,230,runs/case_01_matched_01_L5_hold.json
case_01_matched_01,5,historical_prefix,True,0.4071844571410654,0,36.127915,170,115,runs/case_01_matched_01_L5_historical_prefix.json
case_01_matched_01,5,dls_prediction,True,0.407184457142947,0,48.26719,247,151,runs/case_01_matched_01_L5_dls_prediction.json
state_13_candidate_00,5,hold,True,0.13601174647022315,0,34.268086,140,110,runs/state_13_candidate_00_L5_hold.json
state_13_candidate_00,5,historical_prefix,True,0.13601174647161346,0,41.015872,175,125,runs/state_13_candidate_00_L5_historical_prefix.json
state_13_candidate_00,5,dls_prediction,True,0.13601174647477607,0,35.926304,155,110,runs/state_13_candidate_00_L5_dls_prediction.json
state_13_candidate_05,10,hold,True,0.13887726352999044,0,149.986063,510,450,runs/state_13_candidate_05_L10_hold.json
state_13_candidate_05,10,historical_prefix,True,0.13887726353376925,0,170.603577,560,480,runs/state_13_candidate_05_L10_historical_prefix.json
state_13_candidate_05,10,dls_prediction,True,0.13887726353441096,0,143.43843,510,410,runs/state_13_candidate_05_L10_dls_prediction.json
state_13_candidate_02,10,hold,True,0.13814261866719812,0,145.544155,490,430,runs/state_13_candidate_02_L10_hold.json
state_13_candidate_02,10,historical_prefix,True,0.13814261866431563,0,174.097672,580,510,runs/state_13_candidate_02_L10_historical_prefix.json
state_13_candidate_02,10,dls_prediction,True,0.13814261866809444,0,139.384947,480,390,runs/state_13_candidate_02_L10_dls_prediction.json
case_01_candidate_05,5,hold,True,0.4445958956084332,0,112.744073,515,370,runs/case_01_candidate_05_L5_hold.json
case_01_candidate_05,5,historical_prefix,True,0.4445958956084332,0,112.818104,515,370,runs/case_01_candidate_05_L5_historical_prefix.json
case_01_candidate_05,5,dls_prediction,True,0.4445958957695378,0,62.849282,330,194,runs/case_01_candidate_05_L5_dls_prediction.json
failure_input_candidate_01,1,hold,True,0.04840964536042236,0,3.840709,16,9,runs/failure_input_candidate_01_L1_hold.json
failure_input_candidate_01,1,historical_prefix,True,0.04840964536116845,0,4.572984,19,11,runs/failure_input_candidate_01_L1_historical_prefix.json
failure_input_candidate_01,1,dls_prediction,True,0.0484096453610475,0,4.635332,21,11,runs/failure_input_candidate_01_L1_dls_prediction.json
case_01_matched_01,30,hold,False,,9,1526.130269,6060,3030,runs/case_01_matched_01_L30_hold.json
case_01_matched_01,30,historical_prefix,True,0.41033165021441675,0,412.36941,1470,1050,runs/case_01_matched_01_L30_historical_prefix.json
case_01_matched_01,30,dls_prediction,True,0.410331650331,0,379.430841,1412,931,runs/case_01_matched_01_L30_dls_prediction.json
case_01_candidate_00,30,hold,False,,9,3583.240854,7650,2970,runs/case_01_candidate_00_L30_hold.json
case_01_candidate_00,30,historical_prefix,False,,9,3585.612196,7650,2970,runs/case_01_candidate_00_L30_historical_prefix.json
case_01_candidate_00,30,dls_prediction,True,0.4445960584935973,0,396.257341,1440,1019,runs/case_01_candidate_00_L30_dls_prediction.json
state_13_candidate_04,1,hold,True,0.10858168251854275,0,4.0105,16,10,runs/state_13_candidate_04_L1_hold.json
state_13_candidate_04,1,historical_prefix,True,0.10858168251853766,0,3.983901,16,10,runs/state_13_candidate_04_L1_historical_prefix.json
state_13_candidate_04,1,dls_prediction,True,0.10858168251805449,0,4.101095,19,9,runs/state_13_candidate_04_L1_dls_prediction.json
case_01_matched_00,30,hold,False,,9,1546.76168,6930,3030,runs/case_01_matched_00_L30_hold.json
case_01_matched_00,30,historical_prefix,False,,9,1545.951749,6930,3030,runs/case_01_matched_00_L30_historical_prefix.json
case_01_matched_00,30,dls_prediction,True,0.34889993845540307,0,645.511284,1946,1437,runs/case_01_matched_00_L30_dls_prediction.json
state_14_candidate_02,5,hold,True,0.09282728992371421,0,36.132262,145,115,runs/state_14_candidate_02_L5_hold.json
state_14_candidate_02,5,historical_prefix,True,0.09282728990100556,0,36.459639,150,110,runs/state_14_candidate_02_L5_historical_prefix.json
state_14_candidate_02,5,dls_prediction,True,0.09282728992593466,0,41.513884,185,120,runs/state_14_candidate_02_L5_dls_prediction.json
state_08_candidate_04,1,hold,True,0.16700372027444055,0,6.554857,25,17,runs/state_08_candidate_04_L1_hold.json
state_08_candidate_04,1,historical_prefix,True,0.16700372032404606,0,7.318705,30,19,runs/state_08_candidate_04_L1_historical_prefix.json
state_08_candidate_04,1,dls_prediction,True,0.16700372032785285,0,9.057213,37,24,runs/state_08_candidate_04_L1_dls_prediction.json
state_08_candidate_03,30,hold,False,,9,1486.690471,3180,3030,runs/state_08_candidate_03_L30_hold.json
state_08_candidate_03,30,historical_prefix,True,0.2232755592904018,9,1370.049144,3330,3030,runs/state_08_candidate_03_L30_historical_prefix.json
state_08_candidate_03,30,dls_prediction,True,0.22362635429420633,9,1397.536985,3390,3060,runs/state_08_candidate_03_L30_dls_prediction.json
state_08_candidate_01,5,hold,True,0.18762389791252176,9,360.703803,3060,490,runs/state_08_candidate_01_L5_hold.json
state_08_candidate_01,5,historical_prefix,True,0.18762389789379566,0,60.958514,230,190,runs/state_08_candidate_01_L5_historical_prefix.json
state_08_candidate_01,5,dls_prediction,True,0.18762389791254594,0,128.117044,835,290,runs/state_08_candidate_01_L5_dls_prediction.json
state_18_candidate_05,1,hold,True,0.10260246360782435,0,5.318916,21,13,runs/state_18_candidate_05_L1_hold.json
state_18_candidate_05,1,historical_prefix,True,0.10260246361259714,0,5.723522,23,15,runs/state_18_candidate_05_L1_historical_prefix.json
state_18_candidate_05,1,dls_prediction,True,0.10260246355373623,8,14.208553,82,22,runs/state_18_candidate_05_L1_dls_prediction.json
state_18_candidate_05,5,hold,True,0.12041874932194324,0,50.585981,195,160,runs/state_18_candidate_05_L5_hold.json
state_18_candidate_05,5,historical_prefix,True,0.12041874932320626,0,30.786992,135,95,runs/state_18_candidate_05_L5_historical_prefix.json
state_18_candidate_05,5,dls_prediction,True,0.12041874931080028,0,47.535971,195,150,runs/state_18_candidate_05_L5_dls_prediction.json
state_13_candidate_04,5,hold,True,0.1349593911682046,0,31.270643,130,100,runs/state_13_candidate_04_L5_hold.json
state_13_candidate_04,5,historical_prefix,True,0.13495939117230937,0,43.319416,175,140,runs/state_13_candidate_04_L5_historical_prefix.json
state_13_candidate_04,5,dls_prediction,True,0.13495939117198344,0,36.483639,140,95,runs/state_13_candidate_04_L5_dls_prediction.json
state_18_candidate_03,10,hold,True,0.1279161095022341,0,189.73414,600,540,runs/state_18_candidate_03_L10_hold.json
state_18_candidate_03,10,historical_prefix,True,0.12791610950408142,0,95.683487,360,290,runs/state_18_candidate_03_L10_historical_prefix.json
state_18_candidate_03,10,dls_prediction,True,0.1279161094992599,0,179.001026,620,530,runs/state_18_candidate_03_L10_dls_prediction.json
state_13_candidate_00,30,hold,False,,9,1624.547715,3180,3030,runs/state_13_candidate_00_L30_hold.json
state_13_candidate_00,30,historical_prefix,True,0.6372813413285459,9,1715.710233,3210,3030,runs/state_13_candidate_00_L30_historical_prefix.json
state_13_candidate_00,30,dls_prediction,True,0.18539114241505936,9,1830.292074,3300,3060,runs/state_13_candidate_00_L30_dls_prediction.json
case_01_matched_01,10,hold,True,0.4103316502348519,0,253.691792,1220,770,runs/case_01_matched_01_L10_hold.json
case_01_matched_01,10,historical_prefix,True,0.41033165026571616,0,103.328632,450,320,runs/case_01_matched_01_L10_historical_prefix.json
case_01_matched_01,10,dls_prediction,True,0.41033165032168056,0,359.85522,3052,611,runs/case_01_matched_01_L10_dls_prediction.json
state_08_candidate_03,5,hold,True,0.18771299816436837,0,61.753312,235,195,runs/state_08_candidate_03_L5_hold.json
state_08_candidate_03,5,historical_prefix,True,0.18771299816473377,0,56.939086,225,190,runs/state_08_candidate_03_L5_historical_prefix.json
state_08_candidate_03,5,dls_prediction,True,0.18771299816500878,0,58.823083,240,195,runs/state_08_candidate_03_L5_dls_prediction.json
state_08_candidate_05,10,hold,True,0.1969548033118054,0,313.310915,960,880,runs/state_08_candidate_05_L10_hold.json
state_08_candidate_05,10,historical_prefix,True,0.19695480329954201,0,311.076779,970,890,runs/state_08_candidate_05_L10_historical_prefix.json
state_08_candidate_05,10,dls_prediction,True,0.19695480330021936,0,317.528933,1040,920,runs/state_08_candidate_05_L10_dls_prediction.json
state_14_candidate_05,1,hold,True,0.06397656898542681,8,5.589347,29,9,runs/state_14_candidate_05_L1_hold.json
state_14_candidate_05,1,historical_prefix,True,0.06397656893507463,8,7.803393,40,14,runs/state_14_candidate_05_L1_historical_prefix.json
state_14_candidate_05,1,dls_prediction,True,0.06397656902168221,8,4.494298,20,10,runs/state_14_candidate_05_L1_dls_prediction.json
state_13_candidate_02,5,hold,True,0.1353780828359221,0,33.116987,140,105,runs/state_13_candidate_02_L5_hold.json
state_13_candidate_02,5,historical_prefix,True,0.13537808285179115,0,40.79643,165,130,runs/state_13_candidate_02_L5_historical_prefix.json
state_13_candidate_02,5,dls_prediction,True,0.13537808285320183,0,34.064361,150,105,runs/state_13_candidate_02_L5_dls_prediction.json
state_13_candidate_04,30,hold,False,,9,1614.44716,3180,3030,runs/state_13_candidate_04_L30_hold.json
state_13_candidate_04,30,historical_prefix,True,0.6901580172400166,9,1843.592607,3240,3030,runs/state_13_candidate_04_L30_historical_prefix.json
state_13_candidate_04,30,dls_prediction,True,0.1873037805876303,9,1740.636686,3336,3063,runs/state_13_candidate_04_L30_dls_prediction.json
state_18_candidate_00,1,hold,True,0.10249826209330073,0,5.136694,20,13,runs/state_18_candidate_00_L1_hold.json
state_18_candidate_00,1,historical_prefix,True,0.10249826209329008,0,5.686806,23,15,runs/state_18_candidate_00_L1_historical_prefix.json
state_18_candidate_00,1,dls_prediction,True,0.10249826209315846,0,6.447064,27,16,runs/state_18_candidate_00_L1_dls_prediction.json
state_08_candidate_02,1,hold,True,0.1671102861502425,0,5.937588,23,16,runs/state_08_candidate_02_L1_hold.json
state_08_candidate_02,1,historical_prefix,True,0.16711028614775766,0,7.34731,30,19,runs/state_08_candidate_02_L1_historical_prefix.json
state_08_candidate_02,1,dls_prediction,True,0.16711028615024762,0,8.022745,34,21,runs/state_08_candidate_02_L1_dls_prediction.json
state_13_candidate_05,30,hold,False,,9,1581.82902,3180,3030,runs/state_13_candidate_05_L30_hold.json
state_13_candidate_05,30,historical_prefix,True,0.5890803363202872,9,1682.69658,3210,3030,runs/state_13_candidate_05_L30_historical_prefix.json
state_13_candidate_05,30,dls_prediction,True,0.185031914741644,9,1803.063328,3300,3060,runs/state_13_candidate_05_L30_dls_prediction.json
state_13_candidate_03,1,hold,True,0.11004513147005503,0,4.049487,16,10,runs/state_13_candidate_03_L1_hold.json
state_13_candidate_03,1,historical_prefix,True,0.11004513142808604,0,3.762457,16,9,runs/state_13_candidate_03_L1_historical_prefix.json
state_13_candidate_03,1,dls_prediction,True,0.11004513146113269,0,4.186452,20,9,runs/state_13_candidate_03_L1_dls_prediction.json
state_18_candidate_04,30,hold,False,,9,1874.663118,3180,3030,runs/state_18_candidate_04_L30_hold.json
state_18_candidate_04,30,historical_prefix,False,,9,1376.718344,4980,3030,runs/state_18_candidate_04_L30_historical_prefix.json
state_18_candidate_04,30,dls_prediction,False,,9,2015.385427,3431,3120,runs/state_18_candidate_04_L30_dls_prediction.json
state_18_candidate_05,30,hold,False,,9,1821.448915,3180,3030,runs/state_18_candidate_05_L30_hold.json
state_18_candidate_05,30,historical_prefix,False,,9,1395.959948,5820,3030,runs/state_18_candidate_05_L30_historical_prefix.json
state_18_candidate_05,30,dls_prediction,True,0.20321058620346605,9,2039.157825,3350,3089,runs/state_18_candidate_05_L30_dls_prediction.json
state_14_candidate_00,5,hold,True,0.09316835459586681,0,36.363767,150,120,runs/state_14_candidate_00_L5_hold.json
state_14_candidate_00,5,historical_prefix,True,0.09316835456175054,0,35.596483,150,110,runs/state_14_candidate_00_L5_historical_prefix.json
state_14_candidate_00,5,dls_prediction,True,0.09316835459368138,0,37.409982,160,115,runs/state_14_candidate_00_L5_dls_prediction.json
failure_input_candidate_04,1,hold,True,0.048255572752517795,0,3.194049,13,7,runs/failure_input_candidate_04_L1_hold.json
failure_input_candidate_04,1,historical_prefix,True,0.048255572752517795,0,3.048056,13,7,runs/failure_input_candidate_04_L1_historical_prefix.json
failure_input_candidate_04,1,dls_prediction,True,0.048255572748046344,0,5.488321,26,12,runs/failure_input_candidate_04_L1_dls_prediction.json
case_01_candidate_00,10,hold,False,,9,344.413172,1900,1010,runs/case_01_candidate_00_L10_hold.json
case_01_candidate_00,10,historical_prefix,False,,9,346.303673,1900,1010,runs/case_01_candidate_00_L10_historical_prefix.json
case_01_candidate_00,10,dls_prediction,True,0.4445960584921968,0,124.610806,560,379,runs/case_01_candidate_00_L10_dls_prediction.json
case_01_matched_02,5,hold,True,0.3181225976585699,0,71.953873,335,230,runs/case_01_matched_02_L5_hold.json
case_01_matched_02,5,historical_prefix,True,0.3181225977000629,0,42.213596,190,135,runs/case_01_matched_02_L5_historical_prefix.json
case_01_matched_02,5,dls_prediction,True,0.3181225976719308,0,59.087923,303,184,runs/case_01_matched_02_L5_dls_prediction.json
state_08_candidate_02,30,hold,False,,9,1520.851632,3180,3030,runs/state_08_candidate_02_L30_hold.json
state_08_candidate_02,30,historical_prefix,True,0.22272839260564756,9,1402.028539,3300,3030,runs/state_08_candidate_02_L30_historical_prefix.json
state_08_candidate_02,30,dls_prediction,True,0.22308670830037225,9,1442.579552,3420,3060,runs/state_08_candidate_02_L30_dls_prediction.json
state_13_candidate_05,1,hold,True,0.10941821589080958,0,4.084624,16,10,runs/state_13_candidate_05_L1_hold.json
state_13_candidate_05,1,historical_prefix,True,0.10941821581501394,0,3.80533,16,9,runs/state_13_candidate_05_L1_historical_prefix.json
state_13_candidate_05,1,dls_prediction,True,0.10941821588518733,0,4.192449,20,9,runs/state_13_candidate_05_L1_dls_prediction.json
case_01_matched_01,1,hold,True,0.13219320873700283,0,5.073234,21,13,runs/case_01_matched_01_L1_hold.json
case_01_matched_01,1,historical_prefix,True,0.13219320868093656,0,5.314896,22,13,runs/case_01_matched_01_L1_historical_prefix.json
case_01_matched_01,1,dls_prediction,True,0.1321932087199879,0,6.620924,30,16,runs/case_01_matched_01_L1_dls_prediction.json
state_08_candidate_05,1,hold,True,0.16727070918838866,0,6.572021,26,18,runs/state_08_candidate_05_L1_hold.json
state_08_candidate_05,1,historical_prefix,True,0.1672707091949006,0,7.487041,31,20,runs/state_08_candidate_05_L1_historical_prefix.json
state_08_candidate_05,1,dls_prediction,True,0.16727070919324483,0,8.258414,35,22,runs/state_08_candidate_05_L1_dls_prediction.json
state_14_candidate_01,5,hold,True,0.09351269088682479,0,37.77895,155,125,runs/state_14_candidate_01_L5_hold.json
state_14_candidate_01,5,historical_prefix,True,0.09351269088905308,0,37.358725,155,115,runs/state_14_candidate_01_L5_historical_prefix.json
state_14_candidate_01,5,dls_prediction,True,0.0935126908893559,0,38.790218,165,120,runs/state_14_candidate_01_L5_dls_prediction.json
case_01_matched_04,30,hold,False,,9,1535.882868,6240,3030,runs/case_01_matched_04_L30_hold.json
case_01_matched_04,30,historical_prefix,True,0.41033155179654374,0,403.079462,1500,1020,runs/case_01_matched_04_L30_historical_prefix.json
case_01_matched_04,30,dls_prediction,True,0.41033155180866326,0,379.29927,1412,931,runs/case_01_matched_04_L30_dls_prediction.json
state_08_candidate_01,1,hold,True,0.16734354628960654,0,111.27732,773,92,runs/state_08_candidate_01_L1_hold.json
state_08_candidate_01,1,historical_prefix,True,0.167343546290219,0,7.587624,31,20,runs/state_08_candidate_01_L1_historical_prefix.json
state_08_candidate_01,1,dls_prediction,True,0.1673435462901871,0,8.587782,36,23,runs/state_08_candidate_01_L1_dls_prediction.json
case_01_candidate_05,10,hold,False,,9,344.329413,1910,1010,runs/case_01_candidate_05_L10_hold.json
case_01_candidate_05,10,historical_prefix,False,,9,346.420829,1910,1010,runs/case_01_candidate_05_L10_historical_prefix.json
case_01_candidate_05,10,dls_prediction,True,0.4445958957639714,0,122.949685,570,369,runs/case_01_candidate_05_L10_dls_prediction.json
state_14_candidate_02,1,hold,True,0.06366102558865329,8,8.149391,47,11,runs/state_14_candidate_02_L1_hold.json
state_14_candidate_02,1,historical_prefix,True,0.06366102562165951,8,8.262774,51,12,runs/state_14_candidate_02_L1_historical_prefix.json
state_14_candidate_02,1,dls_prediction,True,0.06366102562165953,0,4.258864,19,10,runs/state_14_candidate_02_L1_dls_prediction.json
state_08_candidate_01,10,hold,True,0.19701410867314587,0,324.026826,990,910,runs/state_08_candidate_01_L10_hold.json
state_08_candidate_01,10,historical_prefix,True,0.19701410864650112,0,322.399221,1010,930,runs/state_08_candidate_01_L10_historical_prefix.json
state_08_candidate_01,10,dls_prediction,True,0.1970141086940263,0,312.04923,1030,910,runs/state_08_candidate_01_L10_dls_prediction.json
state_18_candidate_01,30,hold,False,,9,1744.039071,3210,3030,runs/state_18_candidate_01_L30_hold.json
state_18_candidate_01,30,historical_prefix,False,,9,1379.849206,6090,3030,runs/state_18_candidate_01_L30_historical_prefix.json
state_18_candidate_01,30,dls_prediction,True,0.1922317769952728,9,2029.068164,3322,3081,runs/state_18_candidate_01_L30_dls_prediction.json
state_14_candidate_00,10,hold,True,0.09880286788005506,0,179.097747,590,530,runs/state_14_candidate_00_L10_hold.json
state_14_candidate_00,10,historical_prefix,True,0.09880286788790964,0,188.108216,610,520,runs/state_14_candidate_00_L10_historical_prefix.json
state_14_candidate_00,10,dls_prediction,True,0.09880286787458542,0,142.323439,520,410,runs/state_14_candidate_00_L10_dls_prediction.json
state_18_candidate_04,1,hold,True,0.10195072056411794,0,6.459569,26,16,runs/state_18_candidate_04_L1_hold.json
state_18_candidate_04,1,historical_prefix,True,0.10195072053261714,0,5.782916,24,15,runs/state_18_candidate_04_L1_historical_prefix.json
state_18_candidate_04,1,dls_prediction,True,0.1019507205663596,0,6.742977,29,18,runs/state_18_candidate_04_L1_dls_prediction.json
state_13_candidate_01,1,hold,True,0.10964735407964041,0,3.934559,16,10,runs/state_13_candidate_01_L1_hold.json
state_13_candidate_01,1,historical_prefix,True,0.10964735403579169,0,3.859045,16,9,runs/state_13_candidate_01_L1_historical_prefix.json
state_13_candidate_01,1,dls_prediction,True,0.10964735407192486,0,4.211401,20,9,runs/state_13_candidate_01_L1_dls_prediction.json
state_14_candidate_02,10,hold,True,0.09838684804799103,0,185.996075,600,540,runs/state_14_candidate_02_L10_hold.json
state_14_candidate_02,10,historical_prefix,True,0.09838684803218882,0,179.072262,590,500,runs/state_14_candidate_02_L10_historical_prefix.json
state_14_candidate_02,10,dls_prediction,True,0.09838684803783541,0,145.259072,520,410,runs/state_14_candidate_02_L10_dls_prediction.json
state_18_candidate_03,30,hold,False,,9,1784.692386,3180,3030,runs/state_18_candidate_03_L30_hold.json
state_18_candidate_03,30,historical_prefix,False,,9,1693.43754,8010,3030,runs/state_18_candidate_03_L30_historical_prefix.json
state_18_candidate_03,30,dls_prediction,True,0.18953028550249518,9,1998.727579,3290,3070,runs/state_18_candidate_03_L30_dls_prediction.json
state_08_candidate_03,10,hold,True,0.19715605216409776,9,361.541054,1080,1010,runs/state_08_candidate_03_L10_hold.json
state_08_candidate_03,10,historical_prefix,True,0.19715605216880858,0,347.862581,1070,990,runs/state_08_candidate_03_L10_historical_prefix.json
state_08_candidate_03,10,dls_prediction,True,0.1971560521754903,0,347.38338,1110,1000,runs/state_08_candidate_03_L10_dls_prediction.json
state_08_candidate_04,5,hold,True,0.18743906417596123,0,55.66387,215,175,runs/state_08_candidate_04_L5_hold.json
state_08_candidate_04,5,historical_prefix,True,0.18743906417494652,0,56.898969,225,185,runs/state_08_candidate_04_L5_historical_prefix.json
state_08_candidate_04,5,dls_prediction,True,0.18743906416983738,0,55.610356,230,185,runs/state_08_candidate_04_L5_dls_prediction.json
case_01_matched_04,1,hold,True,0.13219148517514895,0,5.184361,21,13,runs/case_01_matched_04_L1_hold.json
case_01_matched_04,1,historical_prefix,True,0.13219148511612128,0,5.225716,22,13,runs/case_01_matched_04_L1_historical_prefix.json
case_01_matched_04,1,dls_prediction,True,0.1321914851581442,0,6.765695,30,16,runs/case_01_matched_04_L1_dls_prediction.json
state_18_candidate_01,5,hold,True,0.12071453152377337,0,49.074731,195,160,runs/state_18_candidate_01_L5_hold.json
state_18_candidate_01,5,historical_prefix,True,0.12071453155778286,0,31.948249,140,100,runs/state_18_candidate_01_L5_historical_prefix.json
state_18_candidate_01,5,dls_prediction,True,0.12071453152690033,0,48.688279,200,155,runs/state_18_candidate_01_L5_dls_prediction.json
state_18_candidate_00,5,hold,True,0.12023266550402695,0,43.072583,170,140,runs/state_18_candidate_00_L5_hold.json
state_18_candidate_00,5,historical_prefix,True,0.12023266550052313,0,29.635644,130,90,runs/state_18_candidate_00_L5_historical_prefix.json
state_18_candidate_00,5,dls_prediction,True,0.1202326654599134,0,45.791131,190,145,runs/state_18_candidate_00_L5_dls_prediction.json
state_13_candidate_01,30,hold,False,,9,1635.205024,3180,3030,runs/state_13_candidate_01_L30_hold.json
state_13_candidate_01,30,historical_prefix,True,0.5678148796109188,9,1769.209846,3210,3030,runs/state_13_candidate_01_L30_historical_prefix.json
state_13_candidate_01,30,dls_prediction,True,0.1845089423175201,9,1795.463423,3300,3060,runs/state_13_candidate_01_L30_dls_prediction.json
