robot,uid,site_id,method,repeat,family,frame,previous_q,target_position,target_rotation,q,position_error,orientation_error,velocity_utilization,failure_kind,total_latency_ns,internal_status,native_return_code
panda,f77f30aad07c01747cccac5f99de0454266b5b9453dc6357da97f2c8d2529cfc,trajectory_30,current_trf,2,high_curvature,106,"[-0.502638795922761,-0.8874399811599543,-1.5942057927690056,-1.3045398246136146,-0.6662277449204685,2.3577907928459676,1.436633518798099]","[-0.6372135668866792,-0.29133238060657524,0.6690427313323934]","[[-0.803382184901288,0.40177516836895255,-0.4394926382379255],[0.5852936725294025,0.39697913407239077,-0.7069928457970273],[-0.1095827626968635,-0.8252177174499068,-0.5540824279170821]]","[-0.5027633420565767,-0.8619636222558569,-1.5883374567229367,-1.2804021470214222,-0.6457595658534779,2.3671964188677155,1.4262853378280262]",0.0010015817972203094,0.01762151144780336,0.5843201583508575,position_tolerance+orientation_tolerance,20255683,deadline,-2
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trajectory_17,current_trf,1,near_singular,100,"[2.2034747419201333,0.07209902361060135,1.9975345271400795,-0.5998376182127622,1.0269413946115422,0.29301259110974137,-0.08459843539888096]","[-0.05560961304635677,-0.22313745655277453,0.927145560103503]","[[0.505640181913006,-0.7348472365107153,0.4520260450765501],[-0.8607056771603997,-0.4656624625515559,0.20577708393861233],[0.059276839818264156,-0.4931105453779971,-0.8679448405850305]]","[2.19077893548925,0.04947724176063263,1.953934969624861,-0.5914589210181407,1.0792407411867069,0.2742012705108576,-0.09287957502646128]",0.0010092243025278075,0.00847900757780374,0.9999898512664817,position_tolerance,20807309,deadline,-2
panda,b88225558b53c7528d4fc1a56455ceac395ea6a65306515006580362af026e1e,trajectory_31,current_trf,0,high_curvature,64,"[1.1620830394943302,0.025089178287533313,0.3273048476113093,-1.512524371236939,1.4495669035419205,2.7936990391513135,-1.1765579687539214]","[0.125923970662543,0.591965522340987,0.7423296296072525]","[[0.24847191767186716,0.943538749590458,-0.21908065672199298],[0.07904121443897041,0.20566942804943864,0.9754243039753668],[0.9654088214577685,-0.2596819485198993,-0.023475371443937278]]","[1.1378958251618856,0.024825871759578524,0.30295553073519244,-1.5342744101760308,1.4207305922907871,2.7900190246730787,-1.1659942715736051]",0.00037380129959894997,0.014259751299155804,0.5584705705531389,orientation_tolerance,20583324,deadline,-2
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trajectory_17,trac_task_5ms,2,near_singular,118,"[2.891085858222577,0.1920731169150812,1.66037853198724,-0.6618350898236478,0.8554480658295448,0.3431513140146206,0.08291428103404141]","[-0.06191101117000993,-0.2569398691732451,0.9094463974840075]","[[0.5485944334063589,-0.6883113438429131,0.4746278980135061],[-0.8359417731707867,-0.44091363393388183,0.32679736730778625],[-0.01566842377641365,-0.5760405032186382,-0.8172709704547085]]","[2.891085858222577,0.1920731169150812,1.66037853198724,-0.6618350898236478,0.8554480658295448,0.3431513140146206,0.08291428103404141]",0.0022407159578543044,0.010357633120945519,0.0,internal_nonconvergence+position_tolerance+orientation_tolerance,5485351,native_no_solution,-3
panda,b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a,trajectory_26,trac_task_5ms,1,joint_limit_return,71,"[-1.1610590472187372,0.535583415092704,0.2675028463391755,-0.9482719168595453,2.8965693239559736,2.808221714053654,0.4943407482826205]","[0.38693943824308696,-0.6300532542719856,0.6459277823269656]","[[0.5306617129559349,0.6476029799554461,0.5468167213568902],[-0.09173420140043374,0.685240687155057,-0.7225164613769637],[-0.8426048793450567,0.33325002778708235,0.42303833902355853]]","[-1.1610590472187372,0.535583415092704,0.2675028463391755,-0.9482719168595453,2.8965693239559736,2.808221714053654,0.4943407482826205]",0.012542194670425744,0.01839545487854709,0.0,internal_nonconvergence+position_tolerance+orientation_tolerance,5562127,native_no_solution,-3
panda,b88225558b53c7528d4fc1a56455ceac395ea6a65306515006580362af026e1e,trajectory_31,current_trf,1,high_curvature,64,"[1.1620830394943302,0.025089178287533313,0.3273048476113093,-1.512524371236939,1.4495669035419205,2.7936990391513135,-1.1765579687539214]","[0.125923970662543,0.591965522340987,0.7423296296072525]","[[0.24847191767186716,0.943538749590458,-0.21908065672199298],[0.07904121443897041,0.20566942804943864,0.9754243039753668],[0.9654088214577685,-0.2596819485198993,-0.023475371443937278]]","[1.1379973258627836,0.024453899150330895,0.30314721151111573,-1.533512711098621,1.428763179201081,2.7899763317117605,-1.1742328146537537]",0.0004666849083860654,0.01027397094821838,0.5540742224815036,orientation_tolerance,17749119,native_termination,0
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trajectory_17,trac_then_current_trf,1,near_singular,123,"[2.897176615253131,0.20131043758251607,1.6652776953900952,-0.6921934010119928,0.8581655640588619,0.35144812221767385,0.08596046916635597]","[-0.0640817664245582,-0.26385420081552274,0.9054111049848297]","[[0.5577899304229678,-0.6776398804034319,0.4792437647018093],[-0.8294523535778779,-0.4344894037038119,0.3510381050729751],[-0.029651081984639175,-0.5933153887739037,-0.8044238079403244]]","[2.8972999997689106,0.22134281191138286,1.7088776905358087,-0.7041201151788857,0.8283607046006992,0.36523098811905247,0.10176909937641535]",0.001072658025785609,0.009300241180441177,0.9999998886631549,position_tolerance+orientation_tolerance,13039397,native_termination,2
panda,41c501982d64297056fe7d1239938d5f0fb508b8c32ed74b2b5c72d3bf1ddba1,trajectory_28,current_trf,2,joint_limit_return,52,"[1.4016373470304215,-0.7683839530015797,0.0900653287917153,-0.1280913429700485,1.3907081959516707,2.723861571073535,1.4887381726808555]","[-0.05858074636574123,-0.5422419044636034,0.9765057367361948]","[[0.26954317766210617,-0.8265615833442045,-0.4941077051770559],[0.7244204828614239,0.5121027537669104,-0.4614821053899798],[0.6344772961947776,-0.23355238924889876,0.7368119448607597]]","[1.408627725538422,-0.7730868374171576,0.12154060361890878,-0.12054403840886925,1.370460093316163,2.727924958297482,1.4923894783199194]",0.0005228840128957437,0.009458758676682359,0.7219099731007679,orientation_tolerance,20388999,deadline,-2
ur5e,f87cbb198e6aa95e16ea15160dd1d4f545d70b0d61622238ff991b3a2d27786a,trajectory_02,trac_then_current_trf,0,smooth,31,"[3.9114416153260883,-2.0559101369174675,1.0079860887803522,0.5210437368039712,-0.42940332427020267,3.4435133826467594]","[0.15176318819029755,-0.16972938711180202,0.7708480634486129]","[[-0.367701838339846,-0.2700049048366814,0.8898835370123621],[-0.9098309659158194,-0.09349054408575327,-0.40431068700596684],[0.19236156461773962,-0.9583093809050834,-0.21128217844184266]]","[3.9627115189515307,-2.065353063478689,1.0261300502196404,0.4581118837321754,-0.38210911192668223,3.4909661811157955]",0.0010187632857967105,0.006786307034155354,0.9999999999999993,position_tolerance,11222755,native_termination,2
ur5e,bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea,trajectory_15,trac_task_5ms,2,near_singular,124,"[6.283185307179585,-5.46123162832147,1.620208730378884,-4.667950362577028,1.4533783220477217,-5.147631249514993]","[0.007072289920048387,0.14578043002912777,-0.2626977898743025]","[[-0.6922972330332325,-0.39512550802463087,-0.6038214753077332],[0.41483306440331685,-0.9025983660968872,0.11502051207060113],[-0.5904558152921213,-0.170856730705896,0.7887774767069665]]","[6.283185307179585,-5.46123162832147,1.620208730378884,-4.667950362577028,1.4533783220477217,-5.147631249514993]",0.0013869506175140142,0.00534885638300717,0.0,internal_nonconvergence+position_tolerance,5377910,native_no_solution,-3
ur5e,bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea,trajectory_15,trac_then_current_trf,1,near_singular,125,"[6.283185307179585,-5.458375537135216,1.6179695106257383,-4.664718692890279,1.4523741543336426,-5.1450485455462465]","[0.006357379198625106,0.1465530850994874,-0.2632573644316416]","[[-0.694770808606833,-0.39269246843327316,-0.6025663023631427],[0.4121198881958775,-0.9039772943907654,0.11393967254371533],[-0.589449506964952,-0.1691675987349069,0.7898934119721728]]","[6.283185307179585,-5.4557474729924245,1.616564291286347,-4.6664698535266185,1.448389471110063,-5.140135425581371]",0.0010917852346512824,0.008219199631705339,0.0780704798136231,position_tolerance,12886772,native_termination,2
ur5e,08551a27ac837f8ed54c41a0759eec98dbd199480066ac542298cbb032f6d99a,trajectory_22,current_trf,0,joint_limit_return,61,"[0.41682892486412315,-0.28137000273591034,-1.4640418129431032,0.6864113670827505,0.019702136256384457,5.830646774977801]","[0.30150063199080424,0.38249237419414317,0.6156149246662933]","[[-0.06780604089687152,-0.9176734398761454,-0.39150708622421443],[0.00029874605535504484,-0.3924288670702362,0.9197823085060755],[-0.99769847728093,0.06224983562912877,0.026883199129944503]]","[0.40532231457133483,-0.25969455422670185,-1.5000405459528512,0.6407026840491958,0.025503257292436375,5.893578628049596]",0.0002527627785954055,0.00913137680577062,0.9999999999999906,orientation_tolerance,3452453,native_termination,2
ur5e,5ff81edc43cf92c445ae661655f0f074229d3861bbbd0b57d14ad453615b9e25,trajectory_17,pink_qp,1,near_singular,73,"[-4.281495638922811,-3.0379994646060005,2.690243367178409,5.3425256236111185,0.0026527079272355104,-3.455325003732475]","[-0.22896134247095953,-0.05903745519610541,0.3101480360399678]","[[0.01116807877260207,-0.4138607791254421,-0.9102716789608534],[-0.033287147856287704,0.9096700378916924,-0.41399563759745106],[0.9993834298226694,0.03492388385916315,-0.0036169783064166757]]","[-4.286408762368406,-3.0264655899332826,2.681262720679826,5.4000424405474075,-0.0037224200801888934,-3.518960857953669]",0.00019537502331334766,0.0004037931034406353,1.0111867220657693,internal_nonconvergence+velocity_limit,1914553,maximum iterations reached,7
ur5e,bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea,trajectory_15,trac_then_current_trf,0,near_singular,125,"[6.283185307179585,-5.458462057821272,1.6190024204257814,-4.666188352237052,1.4517385089119388,-5.146793027763609]","[0.006357379198625106,0.1465530850994874,-0.2632573644316416]","[[-0.694770808606833,-0.39269246843327316,-0.6025663023631427],[0.4121198881958775,-0.9039772943907654,0.11393967254371533],[-0.589449506964952,-0.1691675987349069,0.7898934119721728]]","[6.283185307179585,-5.455747472993486,1.6165642912860856,-4.666469853530078,1.448389471110062,-5.140135425590721]",0.0010917852346511714,0.008219199631706461,0.10579065843322301,position_tolerance,13562729,native_termination,2
ur5e,f87cbb198e6aa95e16ea15160dd1d4f545d70b0d61622238ff991b3a2d27786a,trajectory_02,trac_then_current_trf,2,smooth,32,"[3.96331226771631,-2.0655437155446865,1.0264145558991384,0.4566294695343717,-0.381692800093223,3.4923768073116945]","[0.1561896994414263,-0.16983674059518838,0.7706985963035042]","[[-0.36590415319423436,-0.27596318253983426,0.8887960804131035],[-0.9076059503474023,-0.10540590846332507,-0.40637548321104333],[0.20582902994766822,-0.9553710882916161,-0.211897366872018]]","[4.007385990764395,-2.0764040596086533,1.044916368198208,0.3936976164625759,-0.34251946862564864,3.5394032286509844]",0.0019082525469781327,0.012493259881412536,0.9999999999999993,position_tolerance+orientation_tolerance,8556606,native_termination,2
ur5e,17d92c7319719a45d08d673e5023c3f00687e4f5a57bdebde3dccc6370b94c3a,trajectory_18,current_trf,1,near_singular,105,"[-3.268106788109834,-4.017057898706599,-2.340064753678992,-4.3943322880305,-0.08184472949903233,2.070479551947512]","[-0.05555083634728691,-0.2262492659739646,-0.10109997874605024]","[[-0.7436444481252271,0.6534621141389296,-0.14135133588900575],[0.05072625740722733,-0.15566580626114457,-0.9865064640287582],[-0.666648169263204,-0.7407802792637963,0.08261232518135507]]","[-3.2716307835120144,-4.031953811205555,-2.3576725672985552,-4.43637581884004,-0.0842306171017097,2.133411405019307]",0.001004470454085048,0.001993996155473084,0.9999999999999906,position_tolerance,2717531,native_termination,2
ur5e,f87cbb198e6aa95e16ea15160dd1d4f545d70b0d61622238ff991b3a2d27786a,trajectory_02,trac_then_current_trf,1,smooth,31,"[3.9123460624213697,-2.0543247586710476,1.006610631127882,0.5278629710982943,-0.4288818709992209,3.436909639739132]","[0.15176318819029755,-0.16972938711180202,0.7708480634486129]","[[-0.367701838339846,-0.2700049048366814,0.8898835370123621],[-0.9098309659158194,-0.09349054408575327,-0.40431068700596684],[0.19236156461773962,-0.9583093809050834,-0.21128217844184266]]","[3.9596944250574992,-2.064552663480937,1.0248113114583597,0.46493111802649845,-0.38418748184950957,3.4845057177907517]",0.001158663618322078,0.007724721661778775,0.9999999999999993,position_tolerance,10907133,native_termination,2
ur5e,5547871d76b6176b3e5dd5d8f20eebc72645f4fdb4a7e415a21928fb85392f9e,trajectory_38,pink_qp,1,high_curvature,77,"[2.450420515534097,1.0354765466516107,1.291779128253633,1.4343853766209158,-2.8592467301471394,1.131248096856852]","[-0.04381326850673338,-0.014501902314038195,-0.42076445987733185]","[[0.7330040528339873,-0.5122751977543765,0.4475256197075912],[-0.4676886975406432,0.09818740396926035,0.878422743270297],[-0.49393556332955624,-0.8531901051157894,-0.1676135549734039]]","[2.4651934636929735,1.0334415477980525,1.3182176429577586,1.4769067342140672,-2.874761657804875,1.1941799499286476]",0.0015130008676266034,0.0030930768202050425,0.9999999999999976,position_tolerance,739323,solved,1
ur5e,5547871d76b6176b3e5dd5d8f20eebc72645f4fdb4a7e415a21928fb85392f9e,trajectory_38,pink_qp,2,high_curvature,77,"[2.450420515534097,1.0354765466516107,1.291779128253633,1.4343853766209158,-2.8592467301471394,1.131248096856852]","[-0.04381326850673338,-0.014501902314038195,-0.42076445987733185]","[[0.7330040528339873,-0.5122751977543765,0.4475256197075912],[-0.4676886975406432,0.09818740396926035,0.878422743270297],[-0.49393556332955624,-0.8531901051157894,-0.1676135549734039]]","[2.4651934636929735,1.0334415477980525,1.3182176429577586,1.4769067342140672,-2.874761657804875,1.1941799499286476]",0.0015130008676266034,0.0030930768202050425,0.9999999999999976,position_tolerance,1129554,solved,1
ur5e,bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea,trajectory_15,trac_task_5ms,0,near_singular,125,"[6.283185307179585,-5.458781844098115,1.618734614780889,-4.66561351371423,1.4507509809566703,-5.145044478958903]","[0.006357379198625106,0.1465530850994874,-0.2632573644316416]","[[-0.694770808606833,-0.39269246843327316,-0.6025663023631427],[0.4121198881958775,-0.9039772943907654,0.11393967254371533],[-0.589449506964952,-0.1691675987349069,0.7898934119721728]]","[6.283185307179585,-5.458781844098115,1.618734614780889,-4.66561351371423,1.4507509809566703,-5.145044478958903]",0.001865321793689959,0.007643308699080381,0.0,internal_nonconvergence+position_tolerance,5446566,native_no_solution,-3
ur5e,17d92c7319719a45d08d673e5023c3f00687e4f5a57bdebde3dccc6370b94c3a,trajectory_18,current_trf,0,near_singular,105,"[-3.268106788109834,-4.017057898706599,-2.340064753678992,-4.3943322880305,-0.08184472949903233,2.070479551947512]","[-0.05555083634728691,-0.2262492659739646,-0.10109997874605024]","[[-0.7436444481252271,0.6534621141389296,-0.14135133588900575],[0.05072625740722733,-0.15566580626114457,-0.9865064640287582],[-0.666648169263204,-0.7407802792637963,0.08261232518135507]]","[-3.2716307835120144,-4.031953811205555,-2.3576725672985552,-4.43637581884004,-0.0842306171017097,2.133411405019307]",0.001004470454085048,0.001993996155473084,0.9999999999999906,position_tolerance,2684026,native_termination,2
ur5e,bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea,trajectory_15,trac_task_5ms,1,near_singular,125,"[6.283185307179585,-5.458347964863062,1.6187818345965541,-4.666875879810851,1.4513598814012825,-5.145087791823933]","[0.006357379198625106,0.1465530850994874,-0.2632573644316416]","[[-0.694770808606833,-0.39269246843327316,-0.6025663023631427],[0.4121198881958775,-0.9039772943907654,0.11393967254371533],[-0.589449506964952,-0.1691675987349069,0.7898934119721728]]","[6.283185307179585,-5.458347964863062,1.6187818345965541,-4.666875879810851,1.4513598814012825,-5.145087791823933]",0.0017272786254926027,0.007321810395087445,0.0,internal_nonconvergence+position_tolerance,5765047,native_no_solution,-3
ur5e,5547871d76b6176b3e5dd5d8f20eebc72645f4fdb4a7e415a21928fb85392f9e,trajectory_38,pink_qp,0,high_curvature,77,"[2.450420515534097,1.0354765466516107,1.291779128253633,1.4343853766209158,-2.8592467301471394,1.131248096856852]","[-0.04381326850673338,-0.014501902314038195,-0.42076445987733185]","[[0.7330040528339873,-0.5122751977543765,0.4475256197075912],[-0.4676886975406432,0.09818740396926035,0.878422743270297],[-0.49393556332955624,-0.8531901051157894,-0.1676135549734039]]","[2.4651934636929735,1.0334415477980525,1.3182176429577586,1.4769067342140672,-2.874761657804875,1.1941799499286476]",0.0015130008676266034,0.0030930768202050425,0.9999999999999976,position_tolerance,1363493,solved,1
ur5e,08551a27ac837f8ed54c41a0759eec98dbd199480066ac542298cbb032f6d99a,trajectory_22,current_trf,2,joint_limit_return,61,"[0.41682892486412315,-0.28137000273591034,-1.4640418129431032,0.6864113670827505,0.019702136256384457,5.830646774977801]","[0.30150063199080424,0.38249237419414317,0.6156149246662933]","[[-0.06780604089687152,-0.9176734398761454,-0.39150708622421443],[0.00029874605535504484,-0.3924288670702362,0.9197823085060755],[-0.99769847728093,0.06224983562912877,0.026883199129944503]]","[0.40532231457133483,-0.25969455422670185,-1.5000405459528512,0.6407026840491958,0.025503257292436375,5.893578628049596]",0.0002527627785954055,0.00913137680577062,0.9999999999999906,orientation_tolerance,4510440,native_termination,2
ur5e,f87cbb198e6aa95e16ea15160dd1d4f545d70b0d61622238ff991b3a2d27786a,trajectory_02,trac_task_5ms,2,smooth,31,"[3.9150913685656175,-2.0543776236506552,1.0077265214665454,0.5246042618091366,-0.42699739447952495,3.44065569794772]","[0.15176318819029755,-0.16972938711180202,0.7708480634486129]","[[-0.367701838339846,-0.2700049048366814,0.8898835370123621],[-0.9098309659158194,-0.09349054408575327,-0.40431068700596684],[0.19236156461773962,-0.9583093809050834,-0.21128217844184266]]","[3.9150913685656175,-2.0543776236506552,1.0077265214665454,0.5246042618091366,-0.42699739447952495,3.44065569794772]",0.004418615904436432,0.015359573200677455,0.0,internal_nonconvergence+position_tolerance+orientation_tolerance,5477400,native_no_solution,-3
ur5e,bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea,trajectory_15,trac_then_current_trf,2,near_singular,125,"[6.28057058747172,-5.458045133294994,1.618507307725339,-4.667058068266049,1.452558299392988,-5.139871967420254]","[0.006357379198625106,0.1465530850994874,-0.2632573644316416]","[[-0.694770808606833,-0.39269246843327316,-0.6025663023631427],[0.4121198881958775,-0.9039772943907654,0.11393967254371533],[-0.589449506964952,-0.1691675987349069,0.7898934119721728]]","[6.283185307179585,-5.455747472989351,1.6165642912864415,-4.666469853516147,1.4483894711101362,-5.140135425580098]",0.001091785234658471,0.00821919963163237,0.06624353295454051,position_tolerance,9742850,native_termination,2
ur5e,17d92c7319719a45d08d673e5023c3f00687e4f5a57bdebde3dccc6370b94c3a,trajectory_18,current_trf,2,near_singular,105,"[-3.268106788109834,-4.017057898706599,-2.340064753678992,-4.3943322880305,-0.08184472949903233,2.070479551947512]","[-0.05555083634728691,-0.2262492659739646,-0.10109997874605024]","[[-0.7436444481252271,0.6534621141389296,-0.14135133588900575],[0.05072625740722733,-0.15566580626114457,-0.9865064640287582],[-0.666648169263204,-0.7407802792637963,0.08261232518135507]]","[-3.2716307835120144,-4.031953811205555,-2.3576725672985552,-4.43637581884004,-0.0842306171017097,2.133411405019307]",0.001004470454085048,0.001993996155473084,0.9999999999999906,position_tolerance,3556494,native_termination,2
ur5e,5ff81edc43cf92c445ae661655f0f074229d3861bbbd0b57d14ad453615b9e25,trajectory_17,pink_qp,2,near_singular,73,"[-4.281495638922811,-3.0379994646060005,2.690243367178409,5.3425256236111185,0.0026527079272355104,-3.455325003732475]","[-0.22896134247095953,-0.05903745519610541,0.3101480360399678]","[[0.01116807877260207,-0.4138607791254421,-0.9102716789608534],[-0.033287147856287704,0.9096700378916924,-0.41399563759745106],[0.9993834298226694,0.03492388385916315,-0.0036169783064166757]]","[-4.286408762368406,-3.0264655899332826,2.681262720679826,5.4000424405474075,-0.0037224200801888934,-3.518960857953669]",0.00019537502331334766,0.0004037931034406353,1.0111867220657693,internal_nonconvergence+velocity_limit,1674846,maximum iterations reached,7
ur5e,5ff81edc43cf92c445ae661655f0f074229d3861bbbd0b57d14ad453615b9e25,trajectory_17,pink_qp,0,near_singular,73,"[-4.281495638922811,-3.0379994646060005,2.690243367178409,5.3425256236111185,0.0026527079272355104,-3.455325003732475]","[-0.22896134247095953,-0.05903745519610541,0.3101480360399678]","[[0.01116807877260207,-0.4138607791254421,-0.9102716789608534],[-0.033287147856287704,0.9096700378916924,-0.41399563759745106],[0.9993834298226694,0.03492388385916315,-0.0036169783064166757]]","[-4.286408762368406,-3.0264655899332826,2.681262720679826,5.4000424405474075,-0.0037224200801888934,-3.518960857953669]",0.00019537502331334766,0.0004037931034406353,1.0111867220657693,internal_nonconvergence+velocity_limit,1616590,maximum iterations reached,7
ur5e,08551a27ac837f8ed54c41a0759eec98dbd199480066ac542298cbb032f6d99a,trajectory_22,current_trf,1,joint_limit_return,61,"[0.41682892486412315,-0.28137000273591034,-1.4640418129431032,0.6864113670827505,0.019702136256384457,5.830646774977801]","[0.30150063199080424,0.38249237419414317,0.6156149246662933]","[[-0.06780604089687152,-0.9176734398761454,-0.39150708622421443],[0.00029874605535504484,-0.3924288670702362,0.9197823085060755],[-0.99769847728093,0.06224983562912877,0.026883199129944503]]","[0.40532231457133483,-0.25969455422670185,-1.5000405459528512,0.6407026840491958,0.025503257292436375,5.893578628049596]",0.0002527627785954055,0.00913137680577062,0.9999999999999906,orientation_tolerance,4414233,native_termination,2
ur5e,f87cbb198e6aa95e16ea15160dd1d4f545d70b0d61622238ff991b3a2d27786a,trajectory_02,trac_task_5ms,0,smooth,31,"[3.9160594833773485,-2.0553304044007326,1.0086998721917426,0.5191715449337394,-0.42543898005801234,3.4450563186899776]","[0.15176318819029755,-0.16972938711180202,0.7708480634486129]","[[-0.367701838339846,-0.2700049048366814,0.8898835370123621],[-0.9098309659158194,-0.09349054408575327,-0.40431068700596684],[0.19236156461773962,-0.9583093809050834,-0.21128217844184266]]","[3.9160594833773485,-2.0553304044007326,1.0086998721917426,0.5191715449337394,-0.42543898005801234,3.4450563186899776]",0.004435215818092733,0.013929395772398209,0.0,internal_nonconvergence+position_tolerance+orientation_tolerance,5526929,native_no_solution,-3
