robot,method,label,family,trajectories,repeats,completion_by_repeat,mean_completed_trajectories,tsr,deadline_completion_by_repeat,dtsr20,frame_success,frame_deadline_success,p50_ms,p95_ms,p99_ms,cumulative_ms_per_sweep,trajectory_time_mean_ms,trajectory_time_median_ms,trajectory_time_p95_ms,p95_position_m,max_position_m,p95_orientation_rad,max_orientation_rad,max_accepted_step_utilization,acceleration_rms_mean,velocity_change_rms_mean,successful_prefix_mean,accepted_contract_violations,complete_frame_calls,over_20ms_frames,trf_calls,optimizer_calls,trac_rejections,same_frame_recoveries,within20_recoveries,mean_trf_nfev,frame_failure_kinds,trf_native_statuses,trf_stop_reasons
panda,current_trf,Current-frame bounded TRF,all,40,3,"[28,30,29]",29.0,0.725,"[28,29,29]",0.7166666666666667,0.9724444444444446,0.9722222222222222,1.8450895,10.122687099999997,20.4864081,18336.529873,458.413246825,398.15445116666666,1086.7659569333332,0.0009321851659823533,0.0009995240862222803,0.008469601474130024,0.008725140859895399,0.999981540880157,28.30184343768466,0.5660368687536932,131.09166666666667,0,18000,339,18000,17547,0,0,0,7.054888888888889,"{""position_tolerance+orientation_tolerance"":425,""position_tolerance"":41,""orientation_tolerance"":30}","{""-2"":17377,""2"":72,""None"":453,""0"":96,""4"":2}","{""task_admissible"":17051,""deadline"":326,""native_termination"":170,""initial_command_admissible"":453}"
panda,pink_qp,Pink QP-IK,all,40,3,"[37,37,37]",37.0,0.925,"[37,37,37]",0.925,0.9831666666666667,0.9831666666666667,1.186814,2.1358554499999998,2.473385159999999,8213.854803000002,205.34637007500004,204.68487466666664,256.68792764999995,0.00019646269395097397,0.0009854507257299875,0.0003938978506710354,0.008304875900969308,0.9999999999999997,4.204448743441598,0.08408897486883196,147.475,0,18000,0,0,0,0,0,0,,"{""position_tolerance"":12,""position_tolerance+orientation_tolerance"":291}",{},{}
panda,trac_task_5ms,TRAC-IK task 5 ms,all,40,3,"[37,37,36]",36.666666666666664,0.9166666666666666,"[37,36,36]",0.9083333333333334,0.9760555555555556,0.9760000000000001,0.299391,1.2633837499999994,5.614011609999996,3126.280980666667,78.15702451666667,58.34762666666667,241.21920534999995,0.0003953127912976648,0.0009817608669905422,0.0006807597951423275,0.008261455526746415,0.9999999999999968,4.238400125924204,0.08476800251848407,145.8,0,18000,1,0,0,0,0,0,,"{""internal_nonconvergence+position_tolerance"":8,""internal_nonconvergence+position_tolerance+orientation_tolerance"":423}",{},{}
panda,trac_then_current_trf,TRAC 5 ms then one current-frame TRF,all,40,3,"[38,38,36]",37.333333333333336,0.9333333333333333,"[37,38,34]",0.9083333333333334,0.9855555555555555,0.9853888888888889,0.328855,1.3190288499999947,10.494340479999998,4138.230157666667,103.45575394166667,65.4852705,309.1429589499993,0.00040355772007549356,0.00099887369351203,0.000719256220735845,0.00871760890922684,0.9999999999999968,4.890484928897028,0.09780969857794056,147.36666666666667,0,18000,146,306,306,306,46,46,16.686274509803923,"{""position_tolerance"":26,""position_tolerance+orientation_tolerance"":234}","{""-2"":186,""3"":2,""2"":117,""4"":1}","{""task_admissible"":46,""deadline"":140,""native_termination"":120}"
ur5e,current_trf,Current-frame bounded TRF,all,40,3,"[38,38,38]",38.0,0.95,"[38,38,37]",0.9416666666666667,0.9776666666666666,0.9776111111111111,1.1293465,2.031364299999999,3.521221489999991,7494.264992,187.35662480000002,181.2727541666667,242.7930422999999,0.0009232067778057897,0.000999923873527864,0.007948618042704428,0.008722329555217165,0.90722350089682,10.292232182871851,0.20584464365743707,146.65,0,18000,1,18000,17508,0,0,0,2.593,"{""orientation_tolerance"":15,""position_tolerance+orientation_tolerance"":360,""position_tolerance"":27}","{""-2"":17106,""None"":492,""2"":234,""3"":3,""1"":165}","{""task_admissible"":17106,""initial_command_admissible"":492,""native_termination"":402}"
ur5e,pink_qp,Pink QP-IK,all,40,3,"[38,38,38]",38.0,0.95,"[38,38,38]",0.95,0.9876666666666668,0.9876666666666668,1.0073945,1.4642157499999995,1.7986638899999985,6064.446852,151.6111713,149.578732,174.31691871666666,0.0001299458951403319,0.0009991808999851898,0.0003204320227118717,0.005258969337769823,1.0,12.105647192445698,0.24211294384891394,146.25,0,18000,0,0,0,0,0,0,,"{""internal_nonconvergence+velocity_limit"":3,""position_tolerance"":30,""position_tolerance+orientation_tolerance"":189}",{},{}
ur5e,trac_task_5ms,TRAC-IK task 5 ms,all,40,3,"[38,39,38]",38.333333333333336,0.9583333333333334,"[36,38,38]",0.9333333333333333,0.9825555555555555,0.9823888888888888,0.2945585,0.8495371999999994,5.49289519,2920.0105890000004,73.00026472500001,57.2613675,97.94174273333306,0.0003734444482725827,0.000970559477448821,0.0006108347390220663,0.007885477651784741,1.0,10.562027688459892,0.21124055376919784,147.38333333333333,0,18000,3,0,0,0,0,0,,"{""internal_nonconvergence+position_tolerance"":3,""internal_nonconvergence+position_tolerance+orientation_tolerance"":311}",{},{}
ur5e,trac_then_current_trf,TRAC 5 ms then one current-frame TRF,all,40,3,"[38,38,38]",38.0,0.95,"[37,38,38]",0.9416666666666667,0.9760555555555556,0.9760000000000001,0.3144585,1.0444585499999959,11.205496409999991,4020.963698666667,100.52409246666667,58.68618166666666,105.41229161666575,0.0003615885402381333,0.0009906284012569625,0.0005636705173132924,0.008695478387266819,1.0,10.379520833714567,0.20759041667429134,146.40833333333333,0,18000,1,434,434,434,3,3,11.04147465437788,"{""position_tolerance"":6,""position_tolerance+orientation_tolerance"":425}","{""2"":250,""1"":154,""3"":7,""4"":20,""-2"":3}","{""native_termination"":431,""task_admissible"":3}"
