robot,group,method,queries,anchors,repeats,success_by_repeat,within20_by_repeat,mean_success_count,verified_success,within20_success,all_repeat_success_queries,witness_missed_unique_queries,p50_ms,p95_ms,p99_ms,mean_ms,cumulative_ms_per_repeat,late_calls,accepted_position_p95_m,accepted_position_max_m,accepted_orientation_p95_rad,accepted_orientation_max_rad,accepted_pose_utilization_p95,accepted_edge_fraction,accepted_position_margin_p05_m,accepted_orientation_margin_p05_rad,max_accepted_step_utilization,mean_iterations,mean_evaluations,first_half_accepted_call_fraction,continued_after_first_call_fraction,multiple_local_qp_call_fraction,relative_stop_call_fraction,relative_stop_subproblem_fraction,mean_dual_updates,internal_status_counts,failure_counts,split
ur5e,near_singular/multijoint_boundary/alpha=0.95,gn,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.4800185,0.5376213,0.55003312,0.4557990333333333,4.557990333333334,0,0.000990701682604854,0.000990701682604854,0.008015801794140924,0.008015801794140924,0.990701682604854,0.3,9.298317395146005e-06,0.0007108444658590757,0.9999999999990026,2.7,5.4,,,,,,,"{""task_candidate"":30}",{},development
ur5e,near_singular/multijoint_boundary/alpha=0.95,relative,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.5002964999999999,0.5372146,0.57904963,0.45956643333333325,4.595664333333333,0,0.000990701682604854,0.000990701682604854,0.008015801794140924,0.008015801794140924,0.990701682604854,0.3,9.298317395146005e-06,0.0007108444658590757,0.9999999999990026,1.7,2.7,0.3,0.7,0.0,0.7,1.0,1.7,"{""native_task_candidate"":30}",{},development
ur5e,near_singular/multijoint_boundary/alpha=0.95,tight,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,1.0254125,2.744122,2.80478587,1.2134358000000003,12.134358000000004,0,0.000991346507358305,0.000991346507358305,0.008015801794140924,0.008015801794140924,0.991346507358305,0.4,8.653492641694975e-06,0.0007108444658590757,0.9999999999990026,1.6,7.5,0.3,0.7,0.7,0.0,0.0,6.5,"{""native_task_candidate"":30}",{},development
ur5e,near_singular/multijoint_boundary/alpha=0.95,trac_task_20ms,10,10,3,"[5,4,4]","[5,4,4]",4.333333333333333,0.43333333333333335,0.43333333333333335,4,6,20.2459815,20.27503895,20.282634629999997,12.917059666666667,129.17059666666668,17,0.0009041545413131313,0.0009922774342266771,0.006824569189231716,0.006945918076792052,0.9041545413131312,0.07692307692307693,9.584545868686855e-05,0.0019020770707682832,0.9999999999999998,,,,,,,,,"{""native_no_solution"":17,""native_success"":13}","{""internal_nonconvergence+position_tolerance+orientation_tolerance"":17}",development
ur5e,near_singular/multijoint_boundary/alpha=0.95,trac_task_5ms,10,10,3,"[4,4,4]","[4,4,4]",4.0,0.4,0.4,4,6,5.230843999999999,5.2650641,5.2739387099999995,4.392742266666668,43.92742266666667,0,0.0008418836139755106,0.0008774114428254855,0.006418995878655372,0.006671583883055265,0.8418836139755106,0.0,0.00015811638602448937,0.0023076503813446283,0.9999999999999998,,,,,,,,,"{""native_no_solution"":18,""native_success"":12}","{""internal_nonconvergence+position_tolerance+orientation_tolerance"":18}",development
ur5e,near_singular/multijoint_boundary/alpha=0.95,weight_0.2,10,10,3,"[7,7,7]","[7,7,7]",7.0,0.7,0.7,7,3,0.5213865,3.83815835,3.86963756,1.4585215,14.585215,0,0.0009956391338823986,0.0009956391338823986,0.00779708465406089,0.00779708465406089,0.9956391338823987,0.14285714285714285,4.360866117601378e-06,0.0009295616059391103,0.9999999999990026,6.0,30.9,,,,,,,"{""task_candidate"":21,""stationary"":9}","{""position_tolerance"":9}",development
ur5e,near_singular/multijoint_boundary/alpha=0.95,weight_0.35,10,10,3,"[9,9,9]","[9,9,9]",9.0,0.9,0.9,9,1,0.461954,3.79658535,3.83148528,0.7818090000000002,7.8180900000000015,0,0.0009124437928431844,0.0009124437928431844,0.008531114374294825,0.008531114374294825,0.977593696377791,0.2222222222222222,8.75562071568156e-05,0.00019553188570517466,0.9999999999990026,3.6,13.5,,,,,,,"{""task_candidate"":27,""stationary"":3}","{""position_tolerance"":3}",development
ur5e,near_singular/multijoint_boundary/alpha=0.95,weight_0.5,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.4887845,0.53127545,0.54376525,0.4545394333333334,4.545394333333334,0,0.000990701682604854,0.000990701682604854,0.008015801794140924,0.008015801794140924,0.990701682604854,0.3,9.298317395146005e-06,0.0007108444658590757,0.9999999999990026,2.7,5.4,,,,,,,"{""task_candidate"":30}",{},development
ur5e,near_singular/multijoint_boundary/alpha=0.95,weight_0.65,10,10,3,"[9,9,9]","[9,9,9]",9.0,0.9,0.9,9,1,0.5181815000000001,3.7637169999999998,3.7844078,0.8412569666666667,8.412569666666668,0,0.0009124219490486323,0.0009124219490486323,0.008236350922539763,0.008236350922539763,0.9438162928973545,0.3333333333333333,8.757805095136774e-05,0.0004902953374602368,0.9999999999990026,4.0,14.3,,,,,,,"{""task_candidate"":27,""stationary"":3}","{""orientation_tolerance"":3}",development
ur5e,near_singular/multijoint_boundary/alpha=0.95,weight_0.8,10,10,3,"[9,9,9]","[9,9,9]",9.0,0.9,0.9,9,1,0.505504,3.77484265,3.8197014400000002,0.8260409000000001,8.260409000000001,0,0.0009123746451036163,0.0009123746451036163,0.00827376089597133,0.00827376089597133,0.9481031600759912,0.4444444444444444,8.762535489638369e-05,0.00045288536402867015,0.9999999999990026,4.0,14.3,,,,,,,"{""task_candidate"":27,""stationary"":3}","{""orientation_tolerance"":3}",development
ur5e,near_limit/regular/alpha=0.0,clarabel,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.2749975,0.29767955,0.32593959000000006,0.2812443333333334,2.812443333333334,0,0.0004778401939250538,0.0004778401939250538,0.0008749754977899105,0.0008749754977899105,0.4778401939250538,0.0,0.0005221598060749463,0.00785167076221009,0.5102707908913233,1.0,2.0,1.0,0.0,0.0,0.0,,1.0,"{""native_task_candidate"":30}",{},development
ur5e,near_limit/regular/alpha=0.0,gn,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.30703749999999996,0.34423964999999995,0.34676909,0.3133994666666666,3.1339946666666663,0,0.0004778401939250538,0.0004778401939250538,0.0008749754977899105,0.0008749754977899105,0.4778401939250538,0.0,0.0005221598060749463,0.00785167076221009,0.5102707908913233,2.0,4.0,,,,,,,"{""task_candidate"":30}",{},development
ur5e,near_limit/regular/alpha=0.0,relative,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.2774565,0.31653554999999994,0.33130836,0.2817593666666667,2.8175936666666668,0,0.0004778401939250538,0.0004778401939250538,0.0008749754977899105,0.0008749754977899105,0.4778401939250538,0.0,0.0005221598060749463,0.00785167076221009,0.5102707908913233,1.0,2.0,1.0,0.0,0.0,0.0,,1.0,"{""native_task_candidate"":30}",{},development
ur5e,near_limit/regular/alpha=0.0,tight,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.277219,0.3299512499999999,0.34919479999999997,0.2847084333333333,2.847084333333333,0,0.0004778401939250538,0.0004778401939250538,0.0008749754977899105,0.0008749754977899105,0.4778401939250538,0.0,0.0005221598060749463,0.00785167076221009,0.5102707908913233,1.0,2.0,1.0,0.0,0.0,0.0,,1.0,"{""native_task_candidate"":30}",{},development
ur5e,near_limit/regular/alpha=0.0,trac_task_20ms,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.217607,0.24936535,0.25980012,0.2215195666666667,2.215195666666667,0,0.0004782521245926656,0.0004782521245926656,0.0008547401482401682,0.0008547401482401682,0.4782521245926656,0.0,0.0005217478754073344,0.007871906111759832,0.5101359983416898,,,,,,,,,"{""native_success"":30}",{},development
ur5e,near_limit/regular/alpha=0.0,trac_task_5ms,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.2250065,0.24795255,0.26022286,0.22490676666666667,2.2490676666666665,0,0.0004782521245926656,0.0004782521245926656,0.0008547401482401682,0.0008547401482401682,0.4782521245926656,0.0,0.0005217478754073344,0.007871906111759832,0.5101359983416898,,,,,,,,,"{""native_success"":30}",{},development
ur5e,near_limit/regular/alpha=0.0,weight_0.2,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.31329399999999996,0.3475485,0.3521516,0.31632916666666666,3.1632916666666664,0,0.0004771879734879246,0.0004771879734879246,0.0008663597542979644,0.0008663597542979644,0.4771879734879246,0.0,0.0005228120265120754,0.007860286505702035,0.5101798902556338,2.0,4.0,,,,,,,"{""task_candidate"":30}",{},development
ur5e,near_limit/regular/alpha=0.0,weight_0.35,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.31416299999999997,0.34454284999999996,0.3633077,0.3165272333333334,3.1652723333333337,0,0.00047765132080877017,0.00047765132080877017,0.0008700642665965379,0.0008700642665965379,0.47765132080877015,0.0,0.0005223486791912299,0.007856581993403462,0.5102256246087192,2.0,4.0,,,,,,,"{""task_candidate"":30}",{},development
ur5e,near_limit/regular/alpha=0.0,weight_0.5,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.3057165,0.33497995,0.33682099000000004,0.3083198,3.083198,0,0.0004778401939250538,0.0004778401939250538,0.0008749754977899105,0.0008749754977899105,0.4778401939250538,0.0,0.0005221598060749463,0.00785167076221009,0.5102707908913233,2.0,4.0,,,,,,,"{""task_candidate"":30}",{},development
ur5e,near_limit/regular/alpha=0.0,weight_0.65,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.312332,0.3528407,0.36309512,0.3179036,3.179036,0,0.0004779477431619053,0.0004779477431619053,0.0008833025141045838,0.0008833025141045838,0.47794774316190525,0.0,0.0005220522568380947,0.007843343745895416,0.5103420231417257,2.0,4.0,,,,,,,"{""task_candidate"":30}",{},development
ur5e,near_limit/regular/alpha=0.0,weight_0.8,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.316093,0.35585819999999996,0.36317493,0.3227201333333334,3.227201333333334,0,0.0004780302614839144,0.0004780302614839144,0.0009016352154638624,0.0009016352154638624,0.47803026148391436,0.0,0.0005219697385160857,0.007825011044536138,0.5105085527194745,2.0,4.0,,,,,,,"{""task_candidate"":30}",{},development
ur5e,near_limit/regular/alpha=0.5,clarabel,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.276862,0.3240535,0.33425689000000003,0.28513763333333336,2.851376333333334,0,0.0004968934309876379,0.0004968934309876379,0.0012786594188061457,0.0012786594188061457,0.49689343098763794,0.0,0.0005031065690123621,0.007447986841193854,0.9999999999990026,1.0,2.0,1.0,0.0,0.0,0.0,,1.0,"{""native_task_candidate"":30}",{},development
ur5e,near_limit/regular/alpha=0.5,gn,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.303833,0.3328156,0.35169084,0.30867553333333336,3.086755333333334,0,0.0004968934309876379,0.0004968934309876379,0.0012786594188061457,0.0012786594188061457,0.49689343098763794,0.0,0.0005031065690123621,0.007447986841193854,0.9999999999990026,2.0,4.0,,,,,,,"{""task_candidate"":30}",{},development
ur5e,near_limit/regular/alpha=0.5,relative,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.28212000000000004,0.32235565,0.33353989,0.28769336666666667,2.8769336666666665,0,0.0004968934309876379,0.0004968934309876379,0.0012786594188061457,0.0012786594188061457,0.49689343098763794,0.0,0.0005031065690123621,0.007447986841193854,0.9999999999990026,1.0,2.0,1.0,0.0,0.0,0.0,,1.0,"{""native_task_candidate"":30}",{},development
ur5e,near_limit/regular/alpha=0.5,tight,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.2789025,0.30289944999999996,0.32554187,0.2810125,2.8101249999999998,0,0.0004968934309876379,0.0004968934309876379,0.0012786594188061457,0.0012786594188061457,0.49689343098763794,0.0,0.0005031065690123621,0.007447986841193854,0.9999999999990026,1.0,2.0,1.0,0.0,0.0,0.0,,1.0,"{""native_task_candidate"":30}",{},development
ur5e,near_limit/regular/alpha=0.5,trac_task_20ms,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.2252,0.25683899999999993,0.28775020000000007,0.2286139,2.286139,0,0.0004972572985597893,0.0004972572985597893,0.0004016905574629856,0.0004016905574629856,0.4972572985597893,0.0,0.0005027427014402107,0.008324955702537015,0.7962967058850345,,,,,,,,,"{""native_success"":30}",{},development
ur5e,near_limit/regular/alpha=0.5,trac_task_5ms,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.215603,0.2503473,0.2601983,0.2187275333333333,2.187275333333333,0,0.0004972572985597893,0.0004972572985597893,0.0004016905574629856,0.0004016905574629856,0.4972572985597893,0.0,0.0005027427014402107,0.008324955702537015,0.7962967058850345,,,,,,,,,"{""native_success"":30}",{},development
ur5e,near_limit/regular/alpha=0.5,weight_0.2,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.3158335,0.3500174,0.37141639000000004,0.32301736666666675,3.2301736666666674,0,0.0004963230961175406,0.0004963230961175406,0.0010275553159044184,0.0010275553159044184,0.49632309611754055,0.0,0.0005036769038824594,0.007699090944095582,0.9999999999990026,2.0,4.0,,,,,,,"{""task_candidate"":30}",{},development
ur5e,near_limit/regular/alpha=0.5,weight_0.35,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.31897,0.34431269999999997,0.35173384999999996,0.3192407333333333,3.192407333333333,0,0.0004967286398631793,0.0004967286398631793,0.001126519719087175,0.001126519719087175,0.4967286398631792,0.0,0.0005032713601368208,0.007600126540912825,0.9999999999990026,2.0,4.0,,,,,,,"{""task_candidate"":30}",{},development
ur5e,near_limit/regular/alpha=0.5,weight_0.5,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.3113965,0.3358737,0.34028328,0.3123260333333333,3.123260333333333,0,0.0004968934309876379,0.0004968934309876379,0.0012786594188061457,0.0012786594188061457,0.49689343098763794,0.0,0.0005031065690123621,0.007447986841193854,0.9999999999990026,2.0,4.0,,,,,,,"{""task_candidate"":30}",{},development
ur5e,near_limit/regular/alpha=0.5,weight_0.65,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.309981,0.3315723,0.33827469,0.3124285,3.124285,0,0.0004969863812381754,0.0004969863812381754,0.0014468537452558908,0.0014468537452558908,0.4969863812381754,0.0,0.0005030136187618246,0.0072797925147441095,0.9999999999990026,2.0,4.0,,,,,,,"{""task_candidate"":30}",{},development
ur5e,near_limit/regular/alpha=0.5,weight_0.8,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.3178535,0.34412214999999996,0.3672302,0.32120010000000004,3.2120010000000003,0,0.0004970554899299097,0.0004970554899299097,0.0016110660597719768,0.0016110660597719768,0.4970554899299097,0.0,0.0005029445100700903,0.007115580200228023,0.9999999999990026,2.0,4.0,,,,,,,"{""task_candidate"":30}",{},development
ur5e,near_limit/regular/alpha=0.95,clarabel,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.279941,0.3110004,0.31660517,0.2853351,2.853351,0,0.0005132981558756952,0.0005132981558756952,0.004084369666176876,0.004084369666176876,0.5132981558756952,0.0,0.0004867018441243048,0.004642276593823124,0.9999999999990026,1.0,2.0,1.0,0.0,0.0,0.0,,1.0,"{""native_task_candidate"":30}",{},development
ur5e,near_limit/regular/alpha=0.95,gn,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.303828,0.35356049999999994,0.36786939,0.30741986666666665,3.0741986666666663,0,0.0005132981558756952,0.0005132981558756952,0.004084369666176876,0.004084369666176876,0.5132981558756952,0.0,0.0004867018441243048,0.004642276593823124,0.9999999999990026,2.0,4.0,,,,,,,"{""task_candidate"":30}",{},development
ur5e,near_limit/regular/alpha=0.95,relative,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.287502,0.31023419999999996,0.32518743,0.28913643333333333,2.891364333333333,0,0.0005132981558756952,0.0005132981558756952,0.004084369666176876,0.004084369666176876,0.5132981558756952,0.0,0.0004867018441243048,0.004642276593823124,0.9999999999990026,1.0,2.0,1.0,0.0,0.0,0.0,,1.0,"{""native_task_candidate"":30}",{},development
ur5e,near_limit/regular/alpha=0.95,tight,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.2787715,0.30659899999999995,0.31085585,0.28051039999999994,2.8051039999999996,0,0.0005132981558756952,0.0005132981558756952,0.004084369666176876,0.004084369666176876,0.5132981558756952,0.0,0.0004867018441243048,0.004642276593823124,0.9999999999990026,1.0,2.0,1.0,0.0,0.0,0.0,,1.0,"{""native_task_candidate"":30}",{},development
ur5e,near_limit/regular/alpha=0.95,trac_task_20ms,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.21969850000000002,0.65113925,0.7881307200000002,0.2689710333333333,2.6897103333333328,0,0.000521943762234615,0.0006827173936337429,0.002314426512041355,0.0036608415344542176,0.5219437622346151,0.0,0.0004780562377653849,0.006412219747958638,0.9999999999999906,,,,,,,,,"{""native_success"":30}",{},development
ur5e,near_limit/regular/alpha=0.95,trac_task_5ms,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.222671,0.4152978499999995,0.9072306000000004,0.2616943666666666,2.6169436666666663,0,0.0005545163556893659,0.0006418271786914388,0.0020785344319400414,0.002269803948825306,0.5545163556893659,0.0,0.00044548364431063397,0.006648111828059958,0.9999999999999906,,,,,,,,,"{""native_success"":30}",{},development
ur5e,near_limit/regular/alpha=0.95,weight_0.2,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.31800649999999997,0.3551656999999999,0.36698895,0.3198885333333334,3.1988853333333336,0,0.0005128042629549145,0.0005128042629549145,0.001982688178780218,0.001982688178780218,0.5128042629549145,0.0,0.0004871957370450855,0.006743958081219782,0.9999999999990026,2.0,4.0,,,,,,,"{""task_candidate"":30}",{},development
ur5e,near_limit/regular/alpha=0.95,weight_0.35,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.316412,0.34443525,0.35394466,0.31993643333333327,3.199364333333333,0,0.0005131557418590125,0.0005131557418590125,0.0030670440430574097,0.0030670440430574097,0.5131557418590125,0.0,0.0004868442581409875,0.00565960221694259,0.9999999999990026,2.0,4.0,,,,,,,"{""task_candidate"":30}",{},development
ur5e,near_limit/regular/alpha=0.95,weight_0.5,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.306226,0.33837095,0.35424345,0.3107155333333333,3.107155333333333,0,0.0005132981558756952,0.0005132981558756952,0.004084369666176876,0.004084369666176876,0.5132981558756952,0.0,0.0004867018441243048,0.004642276593823124,0.9999999999990026,2.0,4.0,,,,,,,"{""task_candidate"":30}",{},development
ur5e,near_limit/regular/alpha=0.95,weight_0.65,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.31352,0.37619104999999997,0.38906224,0.3217681333333334,3.2176813333333336,0,0.000513377781353208,0.000513377781353208,0.005001702408691664,0.005001702408691664,0.5731528767950386,0.0,0.000486622218646792,0.003724943851308336,0.9999999999990026,2.0,4.0,,,,,,,"{""task_candidate"":30}",{},development
ur5e,near_limit/regular/alpha=0.95,weight_0.8,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.31617850000000003,0.3453728,0.34877462,0.32093590000000005,3.2093590000000005,0,0.0005134352124825476,0.0005134352124825476,0.005823574416828824,0.005823574416828824,0.6673324715271344,0.0,0.0004865647875174524,0.0029030718431711762,0.9999999999990026,2.0,4.0,,,,,,,"{""task_candidate"":30}",{},development
ur5e,near_limit/high_utilization/alpha=0.0,clarabel,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.647319,0.75215705,0.76466586,0.6238680333333332,6.238680333333332,0,0.000357603814581164,0.000357603814581164,0.0015296503321123398,0.0015296503321123398,0.35760381458116397,0.0,0.000642396185418836,0.00719699592788766,0.9651824127997621,1.9,3.8,0.1,0.9,0.9,0.0,0.0,2.8,"{""native_task_candidate"":30}",{},development
ur5e,near_limit/high_utilization/alpha=0.0,gn,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.4396605,0.50985735,0.56698072,0.43813979999999997,4.381398,0,0.000357603814581164,0.000357603814581164,0.0015296503321123398,0.0015296503321123398,0.35760381458116397,0.0,0.000642396185418836,0.00719699592788766,0.9651500621875606,2.9,5.8,,,,,,,"{""task_candidate"":30}",{},development
ur5e,near_limit/high_utilization/alpha=0.0,relative,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.4522665,0.52454975,0.53428988,0.4438586333333333,4.438586333333333,0,0.000357603814581164,0.000357603814581164,0.0015296503321123398,0.0015296503321123398,0.35760381458116397,0.0,0.000642396185418836,0.00719699592788766,0.9651500621875606,1.9,2.9,0.1,0.9,0.0,0.9,1.0,1.9,"{""native_task_candidate"":30}",{},development
ur5e,near_limit/high_utilization/alpha=0.0,tight,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.786572,2.501375,2.5455362200000002,1.0673206666666666,10.673206666666665,0,0.0007693911856028887,0.0007693911856028887,0.005597386083670371,0.005597386083670371,0.7693911856028887,0.0,0.00023060881439711137,0.003129260176329629,0.9651824127861252,1.7,7.9,0.1,0.9,0.9,0.0,0.0,6.9,"{""native_task_candidate"":30}",{},development
ur5e,near_limit/high_utilization/alpha=0.0,trac_task_20ms,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.2348925,0.2774355,0.2839848,0.23761749999999995,2.3761749999999995,0,0.00036312209495839196,0.00036312209495839196,0.0014554729135761967,0.0014554729135761967,0.363122094958392,0.0,0.0006368779050416081,0.007271173346423803,0.9652767407453464,,,,,,,,,"{""native_success"":30}",{},development
ur5e,near_limit/high_utilization/alpha=0.0,trac_task_5ms,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.23415350000000001,0.25824685,0.26884124000000004,0.2325335,2.325335,0,0.00036312209495839196,0.00036312209495839196,0.0014554729135761967,0.0014554729135761967,0.363122094958392,0.0,0.0006368779050416081,0.007271173346423803,0.9652767407453464,,,,,,,,,"{""native_success"":30}",{},development
ur5e,near_limit/high_utilization/alpha=0.0,weight_0.2,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.434121,0.52121575,0.5540066000000001,0.43542530000000007,4.354253000000001,0,0.0009348235346021063,0.0009348235346021063,0.0026594882915135934,0.0026594882915135934,0.9348235346021062,0.1,6.517646539789374e-05,0.006067157968486407,0.9653346375811168,2.8,5.6,,,,,,,"{""task_candidate"":30}",{},development
ur5e,near_limit/high_utilization/alpha=0.0,weight_0.35,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.4708145,0.54774685,0.5694302800000001,0.4593526333333333,4.593526333333333,0,0.0003574933177342588,0.0003574933177342588,0.0015122805027143154,0.0015122805027143154,0.3574933177342588,0.0,0.0006425066822657412,0.007214365757285684,0.9652405908321825,2.9,5.8,,,,,,,"{""task_candidate"":30}",{},development
ur5e,near_limit/high_utilization/alpha=0.0,weight_0.5,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.43528100000000003,0.52087385,0.5416203900000001,0.4291174333333333,4.291174333333333,0,0.000357603814581164,0.000357603814581164,0.0015296503321123398,0.0015296503321123398,0.35760381458116397,0.0,0.000642396185418836,0.00719699592788766,0.9651500621875606,2.9,5.8,,,,,,,"{""task_candidate"":30}",{},development
ur5e,near_limit/high_utilization/alpha=0.0,weight_0.65,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.4560365,0.52395505,0.544413,0.4520676999999999,4.520676999999999,0,0.00035702886769211977,0.00035702886769211977,0.0015599236214652494,0.0015599236214652494,0.3570288676921198,0.0,0.0006429711323078802,0.007166722638534751,0.9650561581166115,2.9,5.8,,,,,,,"{""task_candidate"":30}",{},development
ur5e,near_limit/high_utilization/alpha=0.0,weight_0.8,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.4513585,0.52102785,0.56016098,0.4503598,4.503597999999999,0,0.00035546779506330625,0.00035546779506330625,0.0016286722181547489,0.0016286722181547489,0.3554677950633062,0.0,0.0006445322049366938,0.007097974041845251,0.9649741049259287,2.9,5.8,,,,,,,"{""task_candidate"":30}",{},development
ur5e,near_limit/high_utilization/alpha=0.5,clarabel,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.635003,0.7124370499999999,0.72924543,0.6091945333333334,6.091945333333334,0,0.0008990043202052425,0.0008990043202052425,0.003805949005663074,0.003805949005663074,0.8990043202052426,0.0,0.00010099567979475748,0.0049206972543369264,0.9999999999990026,1.8,3.7,0.1,0.9,0.9,0.0,0.0,2.7,"{""native_task_candidate"":30}",{},development
ur5e,near_limit/high_utilization/alpha=0.5,gn,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.44424399999999997,0.48950365,0.5065858900000001,0.4393409333333333,4.3934093333333335,0,0.0004673190754812464,0.0004673190754812464,0.003701354701406893,0.003701354701406893,0.4673190754812464,0.0,0.0005326809245187537,0.005025291558593107,0.9999999999990026,2.9,5.8,,,,,,,"{""task_candidate"":30}",{},development
ur5e,near_limit/high_utilization/alpha=0.5,relative,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.452072,0.5217064499999999,0.5407648,0.44409946666666666,4.440994666666667,0,0.0004673190754812464,0.0004673190754812464,0.003701354701406893,0.003701354701406893,0.4673190754812464,0.0,0.0005326809245187537,0.005025291558593107,0.9999999999990026,1.9,2.9,0.1,0.9,0.0,0.9,1.0,1.9,"{""native_task_candidate"":30}",{},development
ur5e,near_limit/high_utilization/alpha=0.5,tight,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,1.1560755,2.31434925,2.32519375,1.3177495333333336,13.177495333333335,0,0.0009152996959663801,0.0009152996959663801,0.003701354701406893,0.003701354701406893,0.9152996959663801,0.1,8.470030403361995e-05,0.005025291558593107,0.9999999999990026,1.7,9.7,0.1,0.9,0.9,0.0,0.0,8.7,"{""native_task_candidate"":30}",{},development
ur5e,near_limit/high_utilization/alpha=0.5,trac_task_20ms,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.2303315,0.24791945,0.25464241000000004,0.22771369999999996,2.2771369999999997,0,0.0008013226314152121,0.0008013226314152121,0.0025456702777312476,0.0025456702777312476,0.8013226314152121,0.0,0.00019867736858478788,0.0061809759822687525,0.9999999999999906,,,,,,,,,"{""native_success"":30}",{},development
ur5e,near_limit/high_utilization/alpha=0.5,trac_task_5ms,10,10,3,"[10,10,10]","[10,10,10]",10.0,1.0,1.0,10,0,0.2415855,0.2680557,0.27908329,0.24066773333333336,2.4066773333333336,0,0.0008013226314152121,0.0008013226314152121,0.0025456702777312476,0.0025456702777312476,0.8013226314152121,0.0,0.00019867736858478788,0.0061809759822687525,0.9999999999999906,,,,,,,,,"{""native_success"":30}",{},development
