robot,group,method,queries,anchors,repeats,success_by_repeat,within20_by_repeat,mean_success_count,verified_success,within20_success,all_repeat_success_queries,witness_missed_unique_queries,p50_ms,p95_ms,p99_ms,mean_ms,cumulative_ms_per_repeat,late_calls,accepted_position_p95_m,accepted_position_max_m,accepted_orientation_p95_rad,accepted_orientation_max_rad,accepted_pose_utilization_p95,accepted_edge_fraction,accepted_position_margin_p05_m,accepted_orientation_margin_p05_rad,max_accepted_step_utilization,mean_iterations,mean_evaluations,first_half_accepted_call_fraction,continued_after_first_call_fraction,multiple_local_qp_call_fraction,relative_stop_call_fraction,relative_stop_subproblem_fraction,mean_dual_updates,internal_status_counts,failure_counts,split
panda,all,clarabel,270,30,3,"[270,270,270]","[270,270,270]",270.0,1.0,1.0,270,0,0.34981450000000003,0.83026095,0.9014035699999999,0.4998472407407407,134.958755,0,0.0009342445020520751,0.0009948825479939938,0.0068457669203040705,0.008217289448059339,0.9416138640309364,0.07777777777777778,6.575549794792489e-05,0.0018808793396959296,0.9999999999990037,1.4111111111111112,2.8333333333333335,0.5851851851851851,0.4148148148148148,0.4148148148148148,0.0,0.0,1.8333333333333333,"{""native_task_candidate"":810}",{},development
panda,all,gn,270,30,3,"[268,268,268]","[268,268,268]",268.0,0.9925925925925926,0.9925925925925926,268,2,0.372278,0.5949576,0.66001037,0.44312658395061727,119.64417766666666,0,0.0009337966956319941,0.0009948825479939938,0.006678014622673235,0.008217289448059339,0.9416138640309364,0.07462686567164178,6.620330436800587e-05,0.0020486316373267647,0.9999999999990037,2.4962962962962965,5.57037037037037,,,,,,,"{""task_candidate"":804,""no_descent"":6}","{""orientation_tolerance"":6}",development
panda,all,relative,270,30,3,"[270,270,270]","[270,270,270]",270.0,1.0,1.0,270,0,0.3486415,0.6032301999999999,0.68010076,0.40739433209876547,109.99646966666667,0,0.0009416138640309364,0.0009948825479939938,0.0068457669203040705,0.008283850278361735,0.9441927270245792,0.08148148148148149,5.83861359690636e-05,0.0018808793396959296,0.9999999999990037,1.4185185185185185,2.4296296296296296,0.5851851851851851,0.4148148148148148,0.007407407407407408,0.4148148148148148,0.9826086956521739,1.4296296296296296,"{""native_task_candidate"":810}",{},development
panda,all,tight,270,30,3,"[270,270,270]","[270,270,270]",270.0,1.0,1.0,270,0,0.34840950000000004,2.62811885,2.8666672099999997,0.8237943037037037,222.42446199999998,0,0.0009441927270245793,0.0009998526074621419,0.0068457669203040705,0.008282159829506067,0.9442895112633991,0.08148148148148149,5.5807272975420753e-05,0.0018808793396959296,0.9999999999990037,1.4,4.87037037037037,0.5851851851851851,0.4148148148148148,0.4148148148148148,0.0,0.0,3.8777777777777778,"{""native_task_candidate"":810}",{},development
panda,all,trac_task_20ms,270,30,3,"[254,253,253]","[254,253,253]",253.33333333333334,0.9382716049382716,0.9382716049382716,251,19,0.27696849999999995,20.2648842,20.29720626,2.7009191827160492,729.2481793333333,50,0.0008383378806954957,0.0009813226790123361,0.006443959008731422,0.008513603924136012,0.8568586488456019,0.02368421052631579,0.00016166211930450426,0.0022826872512685783,1.0,,,,,,,,,"{""native_success"":760,""native_no_solution"":50}","{""internal_nonconvergence+position_tolerance+orientation_tolerance"":50}",development
panda,all,trac_task_5ms,270,30,3,"[242,241,240]","[242,241,240]",241.0,0.8925925925925926,0.8925925925925926,231,39,0.27403500000000003,5.2534745,5.2746290700000005,1.559130597530864,420.9652613333333,0,0.0008204949549742176,0.0009336160651809536,0.0058213563923043415,0.007350353067608768,0.8252995294660481,0.008298755186721992,0.00017950504502578228,0.0029052898676956585,1.0,,,,,,,,,"{""native_success"":723,""native_no_solution"":87}","{""internal_nonconvergence+position_tolerance+orientation_tolerance"":87}",development
panda,all,weight_0.2,270,30,3,"[265,265,265]","[265,265,265]",265.0,0.9814814814814815,0.9814814814814815,265,5,0.373279,0.59744795,4.246848959999975,0.482055412345679,130.15496133333332,0,0.0009280957666447286,0.0009997281892257376,0.0055875147158063205,0.00827255627300719,0.9417692008480284,0.07169811320754717,7.190423335527143e-05,0.0031391315441936796,0.9999999999990037,2.585185185185185,6.462962962962963,,,,,,,"{""task_candidate"":795,""stationary"":6,""no_descent"":9}","{""position_tolerance"":15}",development
panda,all,weight_0.35,270,30,3,"[270,270,270]","[270,270,270]",270.0,1.0,1.0,270,0,0.378658,0.59586565,0.6421358399999999,0.42296615679012345,114.20086233333332,0,0.0009323520948201711,0.0009985130348311153,0.006222497995511613,0.008637729272003025,0.9353535004825668,0.08888888888888889,6.764790517982888e-05,0.0025041482644883872,0.9999999999990037,2.4,4.8,,,,,,,"{""task_candidate"":810}",{},development
panda,all,weight_0.5,270,30,3,"[268,268,268]","[268,268,268]",268.0,0.9925925925925926,0.9925925925925926,268,2,0.37453499999999995,0.5880892499999998,0.6661899999999998,0.44403091234567904,119.88834633333335,0,0.0009337966956319941,0.0009948825479939938,0.006678014622673235,0.008217289448059339,0.9416138640309364,0.07462686567164178,6.620330436800587e-05,0.0020486316373267647,0.9999999999990037,2.4962962962962965,5.57037037037037,,,,,,,"{""task_candidate"":804,""no_descent"":6}","{""orientation_tolerance"":6}",development
panda,all,weight_0.65,270,30,3,"[267,267,267]","[267,267,267]",267.0,0.9888888888888889,0.9888888888888889,267,3,0.390842,0.6150339499999999,3.4850428599999033,0.47315512469135795,127.75188366666664,0,0.0008687811785060958,0.0009941671678373295,0.00664299445727385,0.008327840526699347,0.8903575258579145,0.04868913857677903,0.00013121882149390426,0.00208365180272615,0.9999999999990037,2.5814814814814815,5.974074074074074,,,,,,,"{""task_candidate"":801,""no_descent"":6,""stationary"":3}","{""orientation_tolerance"":9}",development
panda,all,weight_0.8,270,30,3,"[262,262,262]","[262,262,262]",262.0,0.9703703703703703,0.9703703703703703,262,8,0.4016195,0.6414841499999998,4.30313515,0.5416218530864197,146.23790033333333,0,0.00086856645715826,0.0009968662380617445,0.006500241046824159,0.008497822143175597,0.8880296495630873,0.04580152671755725,0.00013143354284174,0.0022264052131758414,0.9999999999990037,2.8296296296296295,7.692592592592592,,,,,,,"{""task_candidate"":786,""no_descent"":9,""stationary"":15}","{""orientation_tolerance"":24}",development
panda,regular/alpha=0.0,clarabel,30,30,3,"[30,30,30]","[30,30,30]",30.0,1.0,1.0,30,0,0.290279,0.32181665000000004,0.34342143999999997,0.29570944444444447,8.871283333333334,0,0.00027196705506607184,0.0004761490676410184,0.0004228697036895647,0.0005784677368477015,0.27196705506607183,0.0,0.0007280329449339282,0.008303776556310436,0.5466082548728144,1.0,2.0,1.0,0.0,0.0,0.0,,1.0,"{""native_task_candidate"":90}",{},development
panda,regular/alpha=0.0,gn,30,30,3,"[30,30,30]","[30,30,30]",30.0,1.0,1.0,30,0,0.3147955,0.35386454999999994,0.36598921999999995,0.32063003333333334,9.618901,0,0.00027196705506607184,0.0004761490676410184,0.0004228697036895647,0.0005784677368477015,0.27196705506607183,0.0,0.0007280329449339282,0.008303776556310436,0.5466082548728144,2.0,4.0,,,,,,,"{""task_candidate"":90}",{},development
panda,regular/alpha=0.0,relative,30,30,3,"[30,30,30]","[30,30,30]",30.0,1.0,1.0,30,0,0.2886895,0.33325635,0.3517783,0.29602402222222224,8.880720666666667,0,0.00027196705506607184,0.0004761490676410184,0.0004228697036895647,0.0005784677368477015,0.27196705506607183,0.0,0.0007280329449339282,0.008303776556310436,0.5466082548728144,1.0,2.0,1.0,0.0,0.0,0.0,,1.0,"{""native_task_candidate"":90}",{},development
panda,regular/alpha=0.0,tight,30,30,3,"[30,30,30]","[30,30,30]",30.0,1.0,1.0,30,0,0.291312,0.32910295,0.34429047999999995,0.29460306666666664,8.838091999999998,0,0.00027196705506607184,0.0004761490676410184,0.0004228697036895647,0.0005784677368477015,0.27196705506607183,0.0,0.0007280329449339282,0.008303776556310436,0.5466082548728144,1.0,2.0,1.0,0.0,0.0,0.0,,1.0,"{""native_task_candidate"":90}",{},development
panda,regular/alpha=0.0,trac_task_20ms,30,30,3,"[30,30,30]","[30,30,30]",30.0,1.0,1.0,30,0,0.232219,0.25429625,0.27239189999999996,0.23263524444444444,6.9790573333333334,0,0.0004844175520239056,0.0005120040594909519,0.00042470782286783694,0.0006190540521607551,0.4844175520239056,0.0,0.0005155824479760945,0.008301938437132164,0.9497128501044976,,,,,,,,,"{""native_success"":90}",{},development
panda,regular/alpha=0.0,trac_task_5ms,30,30,3,"[30,30,30]","[30,30,30]",30.0,1.0,1.0,30,0,0.229244,0.27041685,0.28190908000000003,0.2327448888888889,6.982346666666667,0,0.0004844175520239056,0.0005120040594909519,0.00042470782286783694,0.0006190540521607551,0.4844175520239056,0.0,0.0005155824479760945,0.008301938437132164,0.9497128501044976,,,,,,,,,"{""native_success"":90}",{},development
panda,regular/alpha=0.0,weight_0.2,30,30,3,"[30,30,30]","[30,30,30]",30.0,1.0,1.0,30,0,0.320436,0.3514208,0.35741333,0.32391077777777777,9.717323333333333,0,0.00027129774101367283,0.00047440613560084313,0.00040244029707687547,0.00041568384058088097,0.2712977410136728,0.0,0.0007287022589863272,0.008324205962923124,0.5435752237746828,2.0,4.0,,,,,,,"{""task_candidate"":90}",{},development
panda,regular/alpha=0.0,weight_0.35,30,30,3,"[30,30,30]","[30,30,30]",30.0,1.0,1.0,30,0,0.32354950000000005,0.35324195,0.366544,0.32768928888888893,9.830678666666667,0,0.00027177532428760044,0.0004756494731612555,0.0004155976292677721,0.0004650215203390059,0.27177532428760043,0.0,0.0007282246757123996,0.008311048630732228,0.5460973647987766,2.0,4.0,,,,,,,"{""task_candidate"":90}",{},development
panda,regular/alpha=0.0,weight_0.5,30,30,3,"[30,30,30]","[30,30,30]",30.0,1.0,1.0,30,0,0.3121585,0.352274,0.37429420999999996,0.3188549,9.565647,0,0.00027196705506607184,0.0004761490676410184,0.0004228697036895647,0.0005784677368477015,0.27196705506607183,0.0,0.0007280329449339282,0.008303776556310436,0.5466082548728144,2.0,4.0,,,,,,,"{""task_candidate"":90}",{},development
panda,regular/alpha=0.0,weight_0.65,30,30,3,"[30,30,30]","[30,30,30]",30.0,1.0,1.0,30,0,0.32275,0.3549541,0.39414199,0.326948,9.80844,0,0.0002720712638385697,0.00047642170703454136,0.0005596131081604367,0.000755757354065425,0.27207126383856967,0.0,0.0007279287361614303,0.008167033151839564,0.5459773217329422,2.0,4.0,,,,,,,"{""task_candidate"":90}",{},development
panda,regular/alpha=0.0,weight_0.8,30,30,3,"[30,30,30]","[30,30,30]",30.0,1.0,1.0,30,0,0.321809,0.3550803,0.36736748999999996,0.32596810000000004,9.779043000000001,0,0.00027213886902031686,0.00047660147685324753,0.0007361776652842706,0.0010420904561350027,0.27213886902031686,0.0,0.0007278611309796832,0.007990468594715729,0.5432627727307663,2.0,4.0,,,,,,,"{""task_candidate"":90}",{},development
panda,regular/alpha=0.5,clarabel,30,30,3,"[30,30,30]","[30,30,30]",30.0,1.0,1.0,30,0,0.2933175,0.333744,0.34125078,0.2972148222222223,8.916444666666669,0,0.0004889196355087547,0.0009540554271249663,0.002091375357041747,0.0030453289465652016,0.48891963550875467,0.03333333333333333,0.0005110803644912454,0.006635270902958253,0.9999999999990011,1.0,2.0,1.0,0.0,0.0,0.0,,1.0,"{""native_task_candidate"":90}",{},development
panda,regular/alpha=0.5,gn,30,30,3,"[30,30,30]","[30,30,30]",30.0,1.0,1.0,30,0,0.3184865,0.3717934,0.38843226,0.3252630666666667,9.757892,0,0.0004889196355087547,0.0009540554271249663,0.002091375357041747,0.0030453289465652016,0.48891963550875467,0.03333333333333333,0.0005110803644912454,0.006635270902958253,0.9999999999990011,2.0,4.0,,,,,,,"{""task_candidate"":90}",{},development
panda,regular/alpha=0.5,relative,30,30,3,"[30,30,30]","[30,30,30]",30.0,1.0,1.0,30,0,0.294465,0.3371061,0.34794011,0.2970233444444444,8.910700333333333,0,0.0004889196355087547,0.0009540554271249663,0.002091375357041747,0.0030453289465652016,0.48891963550875467,0.03333333333333333,0.0005110803644912454,0.006635270902958253,0.9999999999990011,1.0,2.0,1.0,0.0,0.0,0.0,,1.0,"{""native_task_candidate"":90}",{},development
panda,regular/alpha=0.5,tight,30,30,3,"[30,30,30]","[30,30,30]",30.0,1.0,1.0,30,0,0.29037599999999997,0.3431062,0.36089289999999996,0.2982773888888889,8.948321666666667,0,0.0004889196355087547,0.0009540554271249663,0.002091375357041747,0.0030453289465652016,0.48891963550875467,0.03333333333333333,0.0005110803644912454,0.006635270902958253,0.9999999999990011,1.0,2.0,1.0,0.0,0.0,0.0,,1.0,"{""native_task_candidate"":90}",{},development
panda,regular/alpha=0.5,trac_task_20ms,30,30,3,"[30,30,30]","[30,30,30]",30.0,1.0,1.0,30,0,0.24164750000000002,3.9356454999999997,4.18311835,0.8435526666666667,25.30658,0,0.0006581986956725098,0.0007147440100798533,0.00552193755067821,0.00573815859881859,0.6581986956725098,0.0,0.00034180130432749027,0.0032047087093217902,0.9999999999999968,,,,,,,,,"{""native_success"":90}",{},development
panda,regular/alpha=0.5,trac_task_5ms,30,30,3,"[30,30,30]","[30,30,30]",30.0,1.0,1.0,30,0,0.23981449999999999,3.9865281,4.28640205,0.8484119999999999,25.45236,0,0.0006581986956725098,0.0007540904527494663,0.00552193755067821,0.00573815859881859,0.6581986956725098,0.0,0.00034180130432749027,0.0032047087093217902,0.9999999999999968,,,,,,,,,"{""native_success"":90}",{},development
panda,regular/alpha=0.5,weight_0.2,30,30,3,"[30,30,30]","[30,30,30]",30.0,1.0,1.0,30,0,0.327194,0.37778525,0.38677864,0.3338623666666667,10.015871,0,0.0005366531082567196,0.0007219478369311511,0.0010145590386245683,0.0014034524410843684,0.5366531082567195,0.0,0.00046334689174328046,0.007712087221375431,0.9999999999989987,2.0,4.0,,,,,,,"{""task_candidate"":90}",{},development
panda,regular/alpha=0.5,weight_0.35,30,30,3,"[30,30,30]","[30,30,30]",30.0,1.0,1.0,30,0,0.33091099999999996,0.36742775,0.3848276,0.3330737777777778,9.992213333333334,0,0.0004883598612852962,0.0009336361935762987,0.0016100117090495872,0.002257428956974145,0.4883598612852962,0.03333333333333333,0.0005116401387147038,0.007116634550950413,0.9999999999990011,2.0,4.0,,,,,,,"{""task_candidate"":90}",{},development
panda,regular/alpha=0.5,weight_0.5,30,30,3,"[30,30,30]","[30,30,30]",30.0,1.0,1.0,30,0,0.321893,0.36185205,0.37859977,0.3259567666666667,9.778703,0,0.0004889196355087547,0.0009540554271249663,0.002091375357041747,0.0030453289465652016,0.48891963550875467,0.03333333333333333,0.0005110803644912454,0.006635270902958253,0.9999999999990011,2.0,4.0,,,,,,,"{""task_candidate"":90}",{},development
panda,regular/alpha=0.5,weight_0.65,30,30,3,"[30,30,30]","[30,30,30]",30.0,1.0,1.0,30,0,0.3242735,0.3779826,0.38635653999999997,0.33111084444444444,9.933325333333332,0,0.0004892294822784283,0.0008158912969441599,0.0027407603076659917,0.0038255928957432617,0.48922948227842833,0.0,0.0005107705177215717,0.005985885952334008,0.9999999999990026,2.0,4.0,,,,,,,"{""task_candidate"":90}",{},development
panda,regular/alpha=0.5,weight_0.8,30,30,3,"[30,30,30]","[30,30,30]",30.0,1.0,1.0,30,0,0.32325899999999996,0.35908209999999996,0.38245451999999996,0.3294015222222222,9.882045666666665,0,0.00046921885834118343,0.0004894450892711563,0.004106628267192138,0.004616266475600716,0.48944508927115626,0.0,0.0005307811416588165,0.004620017992807862,0.9999999999990026,2.0,4.0,,,,,,,"{""task_candidate"":90}",{},development
panda,regular/alpha=0.95,clarabel,30,30,3,"[30,30,30]","[30,30,30]",30.0,1.0,1.0,30,0,0.297877,0.36348015,0.74657976,0.3178036,9.534108,0,0.0006238460078028564,0.000685730848959037,0.0039722442855639134,0.006010860005711508,0.685730848959037,0.0,0.0003761539921971436,0.004754401974436087,0.9999999999990026,1.0333333333333334,2.066666666666667,0.9666666666666667,0.03333333333333333,0.03333333333333333,0.0,0.0,1.0666666666666667,"{""native_task_candidate"":90}",{},development
panda,regular/alpha=0.95,gn,30,30,3,"[30,30,30]","[30,30,30]",30.0,1.0,1.0,30,0,0.317374,0.38670174999999996,0.45433729,0.3297716222222222,9.893148666666667,0,0.0006238460078028564,0.000685730848959037,0.003972100505369174,0.006010860005711508,0.685730848959037,0.0,0.0003761539921971436,0.004754545754630826,0.9999999999990026,2.033333333333333,4.066666666666666,,,,,,,"{""task_candidate"":90}",{},development
panda,regular/alpha=0.95,relative,30,30,3,"[30,30,30]","[30,30,30]",30.0,1.0,1.0,30,0,0.292628,0.3670323,0.47467123,0.30552311111111113,9.165693333333333,0,0.0006238460078028564,0.000685730848959037,0.003972100505369174,0.006010860005711508,0.685730848959037,0.0,0.0003761539921971436,0.004754545754630826,0.9999999999990026,1.0333333333333334,2.033333333333333,0.9666666666666667,0.03333333333333333,0.0,0.03333333333333333,1.0,1.0333333333333334,"{""native_task_candidate"":90}",{},development
panda,regular/alpha=0.95,tight,30,30,3,"[30,30,30]","[30,30,30]",30.0,1.0,1.0,30,0,0.29689350000000003,0.38641954999999995,0.94198059,0.3241137333333333,9.723412,0,0.0006238460078028564,0.000685730848959037,0.003972244285355124,0.006010860005711508,0.685730848959037,0.0,0.0003761539921971436,0.004754401974644876,0.9999999999990026,1.0333333333333334,2.1333333333333333,0.9666666666666667,0.03333333333333333,0.03333333333333333,0.0,0.0,1.1333333333333333,"{""native_task_candidate"":90}",{},development
panda,regular/alpha=0.95,trac_task_20ms,30,30,3,"[30,30,30]","[30,30,30]",30.0,1.0,1.0,30,0,0.2461895,5.920956999999995,7.269207969999999,1.6349716888888888,49.04915066666666,0,0.0008158439246237362,0.0009010573315842189,0.006415307794504562,0.007501131418046046,0.8362025057757356,0.011111111111111112,0.00018415607537626373,0.0023113384654954374,0.9066195133523998,,,,,,,,,"{""native_success"":90}",{},development
panda,regular/alpha=0.95,trac_task_5ms,30,30,3,"[30,28,29]","[30,28,29]",29.0,0.9666666666666667,0.9666666666666667,27,3,0.24380200000000002,4.7499888,5.2444006100000005,1.4610813333333335,43.83244,0,0.0007866066760436231,0.0008594300351000672,0.0058165955864656815,0.006867651221045806,0.7886447889240248,0.0,0.00021339332395637695,0.0029100506735343186,0.9999999999999981,,,,,,,,,"{""native_success"":87,""native_no_solution"":3}","{""internal_nonconvergence+position_tolerance+orientation_tolerance"":3}",development
panda,regular/alpha=0.95,weight_0.2,30,30,3,"[29,29,29]","[29,29,29]",29.0,0.9666666666666667,0.9666666666666667,29,1,0.3322865,0.4784262999999999,4.4011173999999995,0.4759312333333333,14.277937,0,0.0006951153191580037,0.0007142734008105326,0.0014418685672312119,0.001777782822482987,0.6951153191580036,0.0,0.00030488468084199634,0.007284777692768788,0.9999999999990026,2.433333333333333,7.566666666666666,,,,,,,"{""task_candidate"":87,""no_descent"":3}","{""position_tolerance"":3}",development
panda,regular/alpha=0.95,weight_0.35,30,30,3,"[30,30,30]","[30,30,30]",30.0,1.0,1.0,30,0,0.3369855,0.41001669999999996,0.52367843,0.3459556,10.378668,0,0.0006912818424637183,0.0008290288333101494,0.002936720484181559,0.0043977120488083886,0.6912818424637183,0.0,0.0003087181575362817,0.005789925775818441,0.9999999999990026,2.033333333333333,4.066666666666666,,,,,,,"{""task_candidate"":90}",{},development
panda,regular/alpha=0.95,weight_0.5,30,30,3,"[30,30,30]","[30,30,30]",30.0,1.0,1.0,30,0,0.323365,0.3801686,0.47053123999999996,0.3330196111111111,9.990588333333333,0,0.0006238460078028564,0.000685730848959037,0.003972100505369174,0.006010860005711508,0.685730848959037,0.0,0.0003761539921971436,0.004754545754630826,0.9999999999990026,2.033333333333333,4.066666666666666,,,,,,,"{""task_candidate"":90}",{},development
panda,regular/alpha=0.95,weight_0.65,30,30,3,"[30,30,30]","[30,30,30]",30.0,1.0,1.0,30,0,0.3297535,0.37613009999999997,0.48990616,0.3391526666666667,10.17458,0,0.0005023815243716924,0.0006760039624170706,0.004902866662215854,0.00750429742441169,0.6760039624170706,0.0,0.0004976184756283076,0.003823779597784146,0.9999999999990026,2.033333333333333,4.066666666666666,,,,,,,"{""task_candidate"":90}",{},development
panda,regular/alpha=0.95,weight_0.8,30,30,3,"[29,29,29]","[29,29,29]",29.0,0.9666666666666667,0.9666666666666667,29,1,0.33483850000000004,0.47048219999999996,4.08682854,0.4651682111111112,13.955046333333335,0,0.0005017086615530279,0.0006538118456236919,0.005744229306850664,0.006996522643854387,0.6582401916736641,0.0,0.0004982913384469722,0.0029824169531493363,0.9999999999990026,2.466666666666667,7.266666666666667,,,,,,,"{""task_candidate"":87,""stationary"":3}","{""orientation_tolerance"":3}",development
panda,high_utilization/alpha=0.0,clarabel,30,30,3,"[30,30,30]","[30,30,30]",30.0,1.0,1.0,30,0,0.39949049999999997,0.7737322499999999,0.82194621,0.49684868888888895,14.905460666666668,0,0.0009631039540178584,0.0009762568938728552,0.0049201721992594115,0.008217289448059339,0.9631039540178584,0.1,3.689604598214162e-05,0.0038064740607405886,0.9999999999990037,1.4333333333333333,2.8666666666666667,0.5666666666666667,0.43333333333333335,0.43333333333333335,0.0,0.0,1.8666666666666667,"{""native_task_candidate"":90}",{},development
panda,high_utilization/alpha=0.0,gn,30,30,3,"[30,30,30]","[30,30,30]",30.0,1.0,1.0,30,0,0.3968335,0.56893,0.5892565,0.41655744444444454,12.496723333333335,0,0.0009631039540178584,0.0009762568938728552,0.0049201721992594115,0.008217289448059339,0.9631039540178584,0.1,3.689604598214162e-05,0.0038064740607405886,0.9999999999990037,2.433333333333333,4.866666666666666,,,,,,,"{""task_candidate"":90}",{},development
panda,high_utilization/alpha=0.0,relative,30,30,3,"[30,30,30]","[30,30,30]",30.0,1.0,1.0,30,0,0.374057,0.5543122,0.5987239099999999,0.40875758888888886,12.262727666666665,0,0.0009631039540178584,0.0009762568938728552,0.0049201721992594115,0.008217289448059339,0.9631039540178584,0.1,3.689604598214162e-05,0.0038064740607405886,0.9999999999990037,1.4333333333333333,2.433333333333333,0.5666666666666667,0.43333333333333335,0.0,0.43333333333333335,1.0,1.4333333333333333,"{""native_task_candidate"":90}",{},development
panda,high_utilization/alpha=0.0,tight,30,30,3,"[30,30,30]","[30,30,30]",30.0,1.0,1.0,30,0,0.3732985,1.0910316,2.57990881,0.624957811111111,18.74873433333333,0,0.0009631039540178584,0.0009762568938728552,0.0049201721992594115,0.008217289448059339,0.9631039540178584,0.1,3.689604598214162e-05,0.0038064740607405886,0.9999999999990037,1.4333333333333333,3.7666666666666666,0.5666666666666667,0.43333333333333335,0.43333333333333335,0.0,0.0,2.7666666666666666,"{""native_task_candidate"":90}",{},development
panda,high_utilization/alpha=0.0,trac_task_20ms,30,30,3,"[30,30,30]","[30,30,30]",30.0,1.0,1.0,30,0,0.257874,2.0982170999999985,3.9335568499999995,0.5259167888888889,15.777503666666668,0,0.0005497992872816428,0.0008383081996819942,0.005046419201330362,0.0060522834538321866,0.57827704377814,0.0,0.00045020071271835714,0.003680227058669638,0.9999999999999993,,,,,,,,,"{""native_success"":90}",{},development
panda,high_utilization/alpha=0.0,trac_task_5ms,30,30,3,"[30,30,29]","[30,30,29]",29.666666666666668,0.9888888888888889,0.9888888888888889,29,1,0.2556935,3.6290524499999988,4.102280059999999,0.5669658444444445,17.008975333333336,0,0.0007469258001203646,0.0008383081996819942,0.005046419201330362,0.0060522834538321866,0.7469258001203646,0.0,0.0002530741998796353,0.003680227058669638,0.9999999999999993,,,,,,,,,"{""native_success"":89,""native_no_solution"":1}","{""internal_nonconvergence+position_tolerance+orientation_tolerance"":1}",development
panda,high_utilization/alpha=0.0,weight_0.2,30,30,3,"[30,30,30]","[30,30,30]",30.0,1.0,1.0,30,0,0.38063199999999997,0.5565215,0.60931028,0.4187259333333334,12.561778000000002,0,0.0009177447699004376,0.0009768952624435122,0.0037176935184850485,0.005416815243006822,0.9177447699004376,0.06666666666666667,8.225523009956239e-05,0.0050089527415149515,0.9999999999990037,2.433333333333333,4.866666666666666,,,,,,,"{""task_candidate"":90}",{},development
panda,high_utilization/alpha=0.0,weight_0.35,30,30,3,"[30,30,30]","[30,30,30]",30.0,1.0,1.0,30,0,0.38506450000000003,0.56970455,0.60272064,0.4214013333333333,12.64204,0,0.0009353535004825668,0.0009764467293623139,0.0039614618531130085,0.006553749223981738,0.9353535004825668,0.06666666666666667,6.464649951743319e-05,0.0047651844068869915,0.9999999999990037,2.433333333333333,4.866666666666666,,,,,,,"{""task_candidate"":90}",{},development
panda,high_utilization/alpha=0.0,weight_0.5,30,30,3,"[30,30,30]","[30,30,30]",30.0,1.0,1.0,30,0,0.393673,0.5458053,0.57084349,0.4136452333333333,12.409357,0,0.0009631039540178584,0.0009762568938728552,0.0049201721992594115,0.008217289448059339,0.9631039540178584,0.1,3.689604598214162e-05,0.0038064740607405886,0.9999999999990037,2.433333333333333,4.866666666666666,,,,,,,"{""task_candidate"":90}",{},development
panda,high_utilization/alpha=0.0,weight_0.65,30,30,3,"[30,30,30]","[30,30,30]",30.0,1.0,1.0,30,0,0.42211,0.59481805,0.61452314,0.4389410666666667,13.168232000000001,0,0.0008706895927230272,0.0009761363413564395,0.005033245114167171,0.0051843633778171985,0.8706895927230273,0.03333333333333333,0.00012931040727697277,0.003693401145832829,0.9999999999990037,2.5,5.0,,,,,,,"{""task_candidate"":90}",{},development
panda,high_utilization/alpha=0.0,weight_0.8,30,30,3,"[30,30,30]","[30,30,30]",30.0,1.0,1.0,30,0,0.4273905,0.5781828999999999,0.59717163,0.431071088888889,12.93213266666667,0,0.0008957721502217802,0.0009760126668282484,0.005587356942732357,0.006676108398689455,0.8957721502217801,0.03333333333333333,0.00010422784977821983,0.0031392893172676427,0.9999999999990037,2.5,5.0,,,,,,,"{""task_candidate"":90}",{},development
panda,high_utilization/alpha=0.5,clarabel,30,30,3,"[30,30,30]","[30,30,30]",30.0,1.0,1.0,30,0,0.35483549999999997,0.76541925,0.8153766899999999,0.5030580777777778,15.091742333333334,0,0.0009654884107430003,0.0009948825479939938,0.0055973334410497335,0.005607761817181502,0.9654884107430003,0.13333333333333333,3.451158925699973e-05,0.0031293128189502665,0.9999999999990037,1.4666666666666666,2.933333333333333,0.5333333333333333,0.4666666666666667,0.4666666666666667,0.0,0.0,1.9333333333333333,"{""native_task_candidate"":90}",{},development
panda,high_utilization/alpha=0.5,gn,30,30,3,"[30,30,30]","[30,30,30]",30.0,1.0,1.0,30,0,0.382876,0.5572988,0.61128553,0.41257093333333344,12.377128000000004,0,0.0009654884107430003,0.0009948825479939938,0.0055973334410497335,0.005607761817181502,0.9654884107430003,0.13333333333333333,3.451158925699973e-05,0.0031293128189502665,0.9999999999990037,2.466666666666667,4.933333333333334,,,,,,,"{""task_candidate"":90}",{},development
panda,high_utilization/alpha=0.5,relative,30,30,3,"[30,30,30]","[30,30,30]",30.0,1.0,1.0,30,0,0.3879205,0.56026295,0.57781259,0.40429635555555554,12.128890666666665,0,0.0009654884107430003,0.0009948825479939938,0.0055973334410497335,0.005607761817181502,0.9654884107430003,0.13333333333333333,3.451158925699973e-05,0.0031293128189502665,0.9999999999990037,1.4666666666666666,2.466666666666667,0.5333333333333333,0.4666666666666667,0.0,0.4666666666666667,1.0,1.4666666666666666,"{""native_task_candidate"":90}",{},development
panda,high_utilization/alpha=0.5,tight,30,30,3,"[30,30,30]","[30,30,30]",30.0,1.0,1.0,30,0,0.3778375,2.5574602,2.7253197,0.6968274333333333,20.904823,0,0.0009654884107430003,0.0009948825479939938,0.0055973334410497335,0.005607761817181502,0.9654884107430003,0.13333333333333333,3.451158925699973e-05,0.0031293128189502665,0.9999999999990037,1.4666666666666666,4.4,0.5333333333333333,0.4666666666666667,0.4666666666666667,0.0,0.0,3.4,"{""native_task_candidate"":90}",{},development
