robot,method,baseline,family,metric,trajectories,difference,difference_ci,ratio,ratio_ci
panda,single_gn_k1,pink_qp,near_singular,frame_success,40,0.008333333333333331,"[-0.018333333333333333,0.03483333333333333]",1.0085572479890468,"[0.9813401187446991,1.037109375]"
panda,single_gn_k1,pink_qp,near_singular,acceleration_rms,40,-1.1199978168331977,"[-4.16587631281102,1.5860615278426689]",0.8307309437459591,"[0.5287949865892557,1.3263139994218678]"
panda,single_gn_k1,pink_qp,near_singular,successful_prefix,40,1.25,"[-2.75,5.225]",1.0085572479890468,"[0.981340118744699,1.037109375]"
panda,single_gn_k1,pink_qp,joint_limit_return,completion,40,0.025,"[-0.05,0.125]",1.027027027027027,"[0.9473684210526315,1.1428571428571428]"
panda,single_gn_k1,pink_qp,joint_limit_return,deadline_completion,40,0.025,"[-0.05,0.125]",1.027027027027027,"[0.9473684210526315,1.1428571428571428]"
panda,single_gn_k1,pink_qp,joint_limit_return,total_latency_ns,40,-92117715.725,"[-102066029.030625,-78256566.58270833]",0.3474918714575071,"[0.28543111724449477,0.445292407698297]"
panda,single_gn_k1,pink_qp,joint_limit_return,frame_success,40,0.0008333333333333332,"[-0.034999999999999996,0.045170833333333354]",1.0008476012883538,"[0.964964964964965,1.047511374842615]"
panda,single_gn_k1,pink_qp,joint_limit_return,acceleration_rms,40,-0.5752476935574939,"[-1.5161584281656206,0.28915976882443434]",0.7468898708279416,"[0.483815578931728,1.1778356339036953]"
panda,single_gn_k1,pink_qp,joint_limit_return,successful_prefix,40,3.775,"[-1.275,10.925]",1.0262471753867548,"[0.9914011127971675,1.0797106191371002]"
panda,single_gn_k1,pink_qp,high_curvature,completion,40,0.05,"[0.0,0.125]",1.0555555555555556,"[1.0,1.1515151515151516]"
panda,single_gn_k1,pink_qp,high_curvature,deadline_completion,40,0.05,"[0.0,0.125]",1.0555555555555556,"[1.0,1.1515151515151516]"
panda,single_gn_k1,pink_qp,high_curvature,total_latency_ns,40,-88039654.46666667,"[-102698318.77541667,-65646786.87624999]",0.3753363694082929,"[0.2849526199900989,0.5262706236120598]"
panda,single_gn_k1,pink_qp,high_curvature,frame_success,40,0.012999999999999994,"[0.0,0.03466666666666666]",1.013581751697719,"[1.0,1.0374973041419058]"
panda,single_gn_k1,pink_qp,high_curvature,acceleration_rms,40,-0.6817890395682331,"[-1.6086165764689795,-0.08869436807547224]",0.9088507785703974,"[0.8068517935883277,0.9872663697630415]"
panda,single_gn_k1,pink_qp,high_curvature,successful_prefix,40,1.675,"[0.0,4.775]",1.011684687826997,"[1.0,1.034230700659654]"
ur5e,single_gn_k1,single_gn_k0,all,completion,160,-0.00625,"[-0.01875,0.0]",0.9937106918238994,"[0.9810126582278481,1.0]"
ur5e,single_gn_k1,single_gn_k0,all,deadline_completion,160,-0.004166666666666667,"[-0.01875,0.00625]",0.9957983193277311,"[0.9812470518867924,1.0062893081761006]"
ur5e,single_gn_k1,single_gn_k0,all,total_latency_ns,160,1154155.4333333336,"[-313454.36640624976,3771776.29140625]",1.0287867314774508,"[0.9923161802722936,1.0948613226348622]"
ur5e,single_gn_k1,single_gn_k0,all,frame_success,160,-0.0020833333333333337,"[-0.00625,0.0]",0.9979121429764489,"[0.9937227987947773,1.0]"
ur5e,single_gn_k1,single_gn_k0,all,acceleration_rms,160,0.13212950877209045,"[0.008583790091781724,0.25576103104066966]",1.0274629495110268,"[1.0017081240066765,1.0554085099804336]"
ur5e,single_gn_k1,single_gn_k0,all,successful_prefix,160,-0.3125,"[-0.9375,0.0]",0.9979121429764489,"[0.9937227987947773,1.0]"
ur5e,single_gn_k1,single_gn_k0,smooth,completion,40,0.0,"[0.0,0.0]",1.0,"[1.0,1.0]"
ur5e,single_gn_k1,single_gn_k0,smooth,deadline_completion,40,0.0,"[0.0,0.0]",1.0,"[1.0,1.0]"
ur5e,single_gn_k1,single_gn_k0,smooth,total_latency_ns,40,64154.68333333339,"[-47790.11625000006,168632.83916666615]",1.0016328850817395,"[0.998786431478377,1.0043038123850843]"
ur5e,single_gn_k1,single_gn_k0,smooth,frame_success,40,0.0,"[0.0,0.0]",1.0,"[1.0,1.0]"
ur5e,single_gn_k1,single_gn_k0,smooth,acceleration_rms,40,-0.057250138815945185,"[-0.21633680251640627,0.11119892619421023]",0.9777588512011319,"[0.9139979837404203,1.0527824860559973]"
ur5e,single_gn_k1,single_gn_k0,smooth,successful_prefix,40,0.0,"[0.0,0.0]",1.0,"[1.0,1.0]"
ur5e,single_gn_k1,single_gn_k0,near_singular,completion,40,-0.025,"[-0.075,0.0]",0.975,"[0.925,1.0]"
ur5e,single_gn_k1,single_gn_k0,near_singular,deadline_completion,40,-0.016666666666666666,"[-0.075,0.025]",0.9831932773109244,"[0.925,1.0256410256410255]"
ur5e,single_gn_k1,single_gn_k0,near_singular,total_latency_ns,40,4520875.383333335,"[-1410567.1224999994,14996378.107499998]",1.121238266352379,"[0.9631837355723222,1.408370992425637]"
ur5e,single_gn_k1,single_gn_k0,near_singular,frame_success,40,-0.008333333333333335,"[-0.025,0.0]",0.9916666666666666,"[0.975,1.0]"
ur5e,single_gn_k1,single_gn_k0,near_singular,acceleration_rms,40,0.5866178474763016,"[0.2116997837020771,0.9923326826796436]",1.147211240912218,"[1.0564150839258315,1.2490708582620726]"
ur5e,single_gn_k1,single_gn_k0,near_singular,successful_prefix,40,-1.25,"[-3.75,0.0]",0.9916666666666667,"[0.975,1.0]"
ur5e,single_gn_k1,single_gn_k0,joint_limit_return,completion,40,0.0,"[0.0,0.0]",1.0,"[1.0,1.0]"
ur5e,single_gn_k1,single_gn_k0,joint_limit_return,deadline_completion,40,0.0,"[0.0,0.0]",1.0,"[1.0,1.0]"
ur5e,single_gn_k1,single_gn_k0,joint_limit_return,total_latency_ns,40,55319.86666666735,"[-36775.917083332824,147719.09375000096]",1.0014065184943153,"[0.9990660626959257,1.0037614589581483]"
ur5e,single_gn_k1,single_gn_k0,joint_limit_return,frame_success,40,0.0,"[0.0,0.0]",1.0,"[1.0,1.0]"
ur5e,single_gn_k1,single_gn_k0,joint_limit_return,acceleration_rms,40,0.11898918081984577,"[-0.0588372868700613,0.3117573229922704]",1.057263317876619,"[0.9747876335192323,1.1921046344296689]"
ur5e,single_gn_k1,single_gn_k0,joint_limit_return,successful_prefix,40,0.0,"[0.0,0.0]",1.0,"[1.0,1.0]"
ur5e,single_gn_k1,single_gn_k0,high_curvature,completion,40,0.0,"[0.0,0.0]",1.0,"[1.0,1.0]"
ur5e,single_gn_k1,single_gn_k0,high_curvature,deadline_completion,40,0.0,"[0.0,0.0]",1.0,"[1.0,1.0]"
ur5e,single_gn_k1,single_gn_k0,high_curvature,total_latency_ns,40,-23728.199999999815,"[-149145.005624999,105153.66458333176]",0.9994663485118848,"[0.9962846941506709,1.0021337186153785]"
ur5e,single_gn_k1,single_gn_k0,high_curvature,frame_success,40,0.0,"[0.0,0.0]",1.0,"[1.0,1.0]"
ur5e,single_gn_k1,single_gn_k0,high_curvature,acceleration_rms,40,-0.11983885439184032,"[-0.3021920794575851,0.022498525819095304]",0.9887028677460876,"[0.9741870555789788,1.0023652465020407]"
ur5e,single_gn_k1,single_gn_k0,high_curvature,successful_prefix,40,0.0,"[0.0,0.0]",1.0,"[1.0,1.0]"
ur5e,single_gn_k1,single_gn_clip,all,completion,160,0.0,"[-0.01875,0.01875]",1.0,"[0.9811320754716981,1.0192307692307692]"
ur5e,single_gn_k1,single_gn_clip,all,deadline_completion,160,0.0041666666666666675,"[-0.014583333333333332,0.02291666666666667]",1.0042372881355934,"[0.985355648535565,1.0236051502145922]"
ur5e,single_gn_k1,single_gn_clip,all,total_latency_ns,160,3443200.3895833334,"[520790.0093750005,6726966.60859375]",1.0910796736508714,"[1.012650728512986,1.1829135421125894]"
ur5e,single_gn_k1,single_gn_clip,all,frame_success,160,0.0018750000000000004,"[-0.006500000000000001,0.012125]",1.0018865551502956,"[0.9935,1.012299759076884]"
ur5e,single_gn_k1,single_gn_clip,all,acceleration_rms,160,-0.052963045343149884,"[-0.2546883508757553,0.12188211138831068]",0.9893995127268804,"[0.9503351910173531,1.024594699606995]"
ur5e,single_gn_k1,single_gn_clip,all,successful_prefix,160,0.28125,"[-0.975,1.81875]",1.0018865551502956,"[0.9935,1.012299759076884]"
ur5e,single_gn_k1,single_gn_clip,smooth,completion,40,0.0,"[0.0,0.0]",1.0,"[1.0,1.0]"
ur5e,single_gn_k1,single_gn_clip,smooth,deadline_completion,40,0.008333333333333335,"[0.0,0.025]",1.0084033613445378,"[1.0,1.0256410256410255]"
ur5e,single_gn_k1,single_gn_clip,smooth,total_latency_ns,40,2991580.283333333,"[1969056.5777083328,3553572.9370833337]",1.0822727608541711,"[1.0526665877662422,1.0991687646136632]"
ur5e,single_gn_k1,single_gn_clip,smooth,frame_success,40,0.0,"[0.0,0.0]",1.0,"[1.0,1.0]"
ur5e,single_gn_k1,single_gn_clip,smooth,acceleration_rms,40,0.04923984492868394,"[-0.004537037282024059,0.15085465198873083]",1.0199547596396454,"[0.9980932194702999,1.0578224884895566]"
ur5e,single_gn_k1,single_gn_clip,smooth,successful_prefix,40,0.0,"[0.0,0.0]",1.0,"[1.0,1.0]"
ur5e,single_gn_k1,single_gn_clip,near_singular,completion,40,0.0,"[0.0,0.0]",1.0,"[1.0,1.0]"
ur5e,single_gn_k1,single_gn_clip,near_singular,deadline_completion,40,0.008333333333333335,"[0.0,0.025]",1.0086206896551724,"[1.0,1.027027027027027]"
ur5e,single_gn_k1,single_gn_clip,near_singular,total_latency_ns,40,3050448.975,"[1599071.5745833335,4498951.252708334]",1.0787017557028917,"[1.0447145364740666,1.0961218350484134]"
ur5e,single_gn_k1,single_gn_clip,near_singular,frame_success,40,0.0,"[0.0,0.0]",1.0,"[1.0,1.0]"
ur5e,single_gn_k1,single_gn_clip,near_singular,acceleration_rms,40,-0.0968605550065317,"[-0.2905816650195951,0.0]",0.9792516496434469,"[0.9348628783637056,1.0]"
ur5e,single_gn_k1,single_gn_clip,near_singular,successful_prefix,40,0.0,"[0.0,0.0]",1.0,"[1.0,1.0]"
ur5e,single_gn_k1,single_gn_clip,joint_limit_return,completion,40,0.025,"[0.0,0.075]",1.0256410256410255,"[1.0,1.0810810810810811]"
ur5e,single_gn_k1,single_gn_clip,joint_limit_return,deadline_completion,40,0.025,"[0.0,0.075]",1.0256410256410255,"[1.0,1.0810810810810811]"
ur5e,single_gn_k1,single_gn_clip,joint_limit_return,total_latency_ns,40,-269552.96666666644,"[-7979866.359999999,3631421.2674999987]",0.9932027081171927,"[0.8313642513699001,1.1014251869152787]"
ur5e,single_gn_k1,single_gn_clip,joint_limit_return,frame_success,40,0.01616666666666667,"[0.0,0.0485]",1.016432322547857,"[1.0,1.050972149238045]"
ur5e,single_gn_k1,single_gn_clip,joint_limit_return,acceleration_rms,40,0.12064908731129087,"[-0.0019122760165236397,0.3638595379503963]",1.058108563412327,"[0.9993270005722916,1.2248309008346439]"
ur5e,single_gn_k1,single_gn_clip,joint_limit_return,successful_prefix,40,2.425,"[0.0,7.275]",1.016432322547857,"[1.0,1.0509721492380453]"
ur5e,single_gn_k1,single_gn_clip,high_curvature,completion,40,-0.025,"[-0.075,0.0]",0.975,"[0.925,1.0]"
ur5e,single_gn_k1,single_gn_clip,high_curvature,deadline_completion,40,-0.025,"[-0.075,0.0]",0.975,"[0.925,1.0]"
ur5e,single_gn_k1,single_gn_clip,high_curvature,total_latency_ns,40,8000325.266666668,"[2942883.3070833334,17760077.957708336]",1.2195491169684516,"[1.0805184378665411,1.4851955482132064]"
ur5e,single_gn_k1,single_gn_clip,high_curvature,frame_success,40,-0.008666666666666666,"[-0.026000000000000002,0.0]",0.9913333333333334,"[0.9739999999999999,1.0]"
ur5e,single_gn_k1,single_gn_clip,high_curvature,acceleration_rms,40,-0.28488055860604267,"[-1.0394529963097559,0.30256721574252116]",0.9735559186747875,"[0.9091939665207927,1.0291540399047607]"
ur5e,single_gn_k1,single_gn_clip,high_curvature,successful_prefix,40,-1.3,"[-3.9,0.0]",0.9913333333333333,"[0.974,1.0]"
ur5e,single_gn_k1,single_gn_osqp,all,completion,160,0.0,"[0.0,0.0]",1.0,"[1.0,1.0]"
ur5e,single_gn_k1,single_gn_osqp,all,deadline_completion,160,0.0,"[0.0,0.0]",1.0,"[1.0,1.0]"
ur5e,single_gn_k1,single_gn_osqp,all,total_latency_ns,160,-9185353.110416668,"[-18930965.359635413,-3436219.0535416673]",0.8178695372942922,"[0.7038137478298665,0.9185832969940924]"
ur5e,single_gn_k1,single_gn_osqp,all,frame_success,160,0.0,"[0.0,0.0]",1.0,"[1.0,1.0]"
ur5e,single_gn_k1,single_gn_osqp,all,acceleration_rms,160,9.78038525167868e-10,"[4.0906086157255216e-11,2.5839415951009473e-09]",1.0000000001978506,"[1.0000000000084368,1.000000000522377]"
ur5e,single_gn_k1,single_gn_osqp,all,successful_prefix,160,0.0,"[0.0,0.0]",1.0,"[1.0,1.0]"
ur5e,single_gn_k1,single_gn_osqp,smooth,completion,40,0.0,"[0.0,0.0]",1.0,"[1.0,1.0]"
ur5e,single_gn_k1,single_gn_osqp,smooth,deadline_completion,40,0.0,"[0.0,0.0]",1.0,"[1.0,1.0]"
ur5e,single_gn_k1,single_gn_osqp,smooth,total_latency_ns,40,-3622626.241666667,"[-3742758.7664583335,-3505669.662708333]",0.9157057144351634,"[0.9131266262634888,0.9182638319094202]"
ur5e,single_gn_k1,single_gn_osqp,smooth,frame_success,40,0.0,"[0.0,0.0]",1.0,"[1.0,1.0]"
ur5e,single_gn_k1,single_gn_osqp,smooth,acceleration_rms,40,4.0133299183953143e-10,"[3.4623431205416114e-12,1.1878655316321929e-09]",1.0000000001594609,"[1.000000000001928,1.0000000004481193]"
ur5e,single_gn_k1,single_gn_osqp,smooth,successful_prefix,40,0.0,"[0.0,0.0]",1.0,"[1.0,1.0]"
ur5e,single_gn_k1,single_gn_osqp,near_singular,completion,40,0.0,"[0.0,0.0]",1.0,"[1.0,1.0]"
ur5e,single_gn_k1,single_gn_osqp,near_singular,deadline_completion,40,0.0,"[0.0,0.0]",1.0,"[1.0,1.0]"
ur5e,single_gn_k1,single_gn_osqp,near_singular,total_latency_ns,40,-9682863.208333332,"[-23215700.04458333,-2850857.8156249993]",0.8119573776094393,"[0.6900462750702193,0.9278514136306149]"
ur5e,single_gn_k1,single_gn_osqp,near_singular,frame_success,40,0.0,"[0.0,0.0]",1.0,"[1.0,1.0]"
ur5e,single_gn_k1,single_gn_osqp,near_singular,acceleration_rms,40,2.0658752486468757e-12,"[-5.3020730861330634e-12,9.27827210894794e-12]",1.000000000000452,"[0.9999999999987687,1.000000000001931]"
ur5e,single_gn_k1,single_gn_osqp,near_singular,successful_prefix,40,0.0,"[0.0,0.0]",1.0,"[1.0,1.0]"
ur5e,single_gn_k1,single_gn_osqp,joint_limit_return,completion,40,0.0,"[0.0,0.0]",1.0,"[1.0,1.0]"
ur5e,single_gn_k1,single_gn_osqp,joint_limit_return,deadline_completion,40,0.0,"[0.0,0.0]",1.0,"[1.0,1.0]"
ur5e,single_gn_k1,single_gn_osqp,joint_limit_return,total_latency_ns,40,-3595540.3083333327,"[-3728847.112916666,-3467155.687083334]",0.9163476156270255,"[0.9134162865449598,0.9192120009683667]"
ur5e,single_gn_k1,single_gn_osqp,joint_limit_return,frame_success,40,0.0,"[0.0,0.0]",1.0,"[1.0,1.0]"
ur5e,single_gn_k1,single_gn_osqp,joint_limit_return,acceleration_rms,40,3.059411890493635e-11,"[-1.4697065786606345e-12,9.348881113702135e-11]",1.000000000013926,"[0.9999999999992029,1.0000000000353932]"
ur5e,single_gn_k1,single_gn_osqp,joint_limit_return,successful_prefix,40,0.0,"[0.0,0.0]",1.0,"[1.0,1.0]"
ur5e,single_gn_k1,single_gn_osqp,high_curvature,completion,40,0.0,"[0.0,0.0]",1.0,"[1.0,1.0]"
ur5e,single_gn_k1,single_gn_osqp,high_curvature,deadline_completion,40,0.0,"[0.0,0.0]",1.0,"[1.0,1.0]"
ur5e,single_gn_k1,single_gn_osqp,high_curvature,total_latency_ns,40,-19840382.683333334,"[-52212544.09666667,-3598745.0199999996]",0.6913468137694123,"[0.5098548895817347,0.9165012172393946]"
ur5e,single_gn_k1,single_gn_osqp,high_curvature,frame_success,40,0.0,"[0.0,0.0]",1.0,"[1.0,1.0]"
ur5e,single_gn_k1,single_gn_osqp,high_curvature,acceleration_rms,40,3.4781611146783575e-09,"[-4.15397549691221e-12,9.718947604486772e-09]",1.0000000003316305,"[0.9999999999995905,1.000000000930156]"
ur5e,single_gn_k1,single_gn_osqp,high_curvature,successful_prefix,40,0.0,"[0.0,0.0]",1.0,"[1.0,1.0]"
ur5e,single_gn_k1,trac_task_5ms,all,completion,160,0.029166666666666667,"[0.0041666666666666675,0.058333333333333334]",1.0304347826086957,"[1.0042372881355934,1.0619469026548674]"
ur5e,single_gn_k1,trac_task_5ms,all,deadline_completion,160,0.029166666666666667,"[0.0041666666666666675,0.058333333333333334]",1.0304347826086957,"[1.0042372881355934,1.0619469026548674]"
ur5e,single_gn_k1,trac_task_5ms,all,total_latency_ns,160,6550086.958333334,"[-495605.4590104157,12595875.151510416]",1.1887775588029466,"[0.988167469435394,1.4292168973424009]"
ur5e,single_gn_k1,trac_task_5ms,all,frame_success,160,0.006708333333333333,"[-0.0015006944444444434,0.01608333333333333]",1.006782659982306,"[0.9984949623857965,1.0163465939557688]"
ur5e,single_gn_k1,trac_task_5ms,all,acceleration_rms,160,-3.999227863718886,"[-5.066363524181519,-2.952684348951531]",0.5527865792444855,"[0.4800687597705025,0.6356815874709737]"
ur5e,single_gn_k1,trac_task_5ms,all,successful_prefix,160,1.8291666666666664,"[0.3479166666666666,3.4959374999999997]",1.012398328061455,"[1.0023346605182333,1.0238989901516895]"
ur5e,single_gn_k1,trac_task_5ms,smooth,completion,40,0.03333333333333334,"[0.0,0.09166666666666667]",1.0344827586206895,"[1.0,1.1009174311926606]"
ur5e,single_gn_k1,trac_task_5ms,smooth,deadline_completion,40,0.03333333333333334,"[0.0,0.09166666666666667]",1.0344827586206895,"[1.0,1.1009174311926606]"
ur5e,single_gn_k1,trac_task_5ms,smooth,total_latency_ns,40,5672805.8500000015,"[-11000565.402916662,14163807.570208333]",1.168429932820985,"[0.7815012952533625,1.5617826997553743]"
ur5e,single_gn_k1,trac_task_5ms,smooth,frame_success,40,0.010888888888888889,"[0.0,0.03261111111111111]",1.0110087620759378,"[1.0,1.0337104462183426]"
ur5e,single_gn_k1,trac_task_5ms,smooth,acceleration_rms,40,-2.6721656261657025,"[-4.520148413001371,-1.113477129888122]",0.485030597957592,"[0.3020127136136959,0.7150318972273508]"
ur5e,single_gn_k1,trac_task_5ms,smooth,successful_prefix,40,2.1,"[0.0,5.825]",1.0141987829614605,"[1.0,1.0404022888850355]"
ur5e,single_gn_k1,trac_task_5ms,near_singular,completion,40,0.03333333333333334,"[0.0,0.08333333333333334]",1.0353982300884954,"[1.0,1.0934579439252334]"
ur5e,single_gn_k1,trac_task_5ms,near_singular,deadline_completion,40,0.03333333333333334,"[0.0,0.08333333333333334]",1.0353982300884954,"[1.0,1.0934579439252334]"
ur5e,single_gn_k1,trac_task_5ms,near_singular,total_latency_ns,40,3983031.5916666673,"[-7869664.368749999,11338447.456041666]",1.1052959320029554,"[0.8551024393419747,1.443701530436849]"
ur5e,single_gn_k1,trac_task_5ms,near_singular,frame_success,40,0.006944444444444445,"[0.0,0.020166666666666666]",1.007052186177715,"[1.0,1.0209378785256962]"
ur5e,single_gn_k1,trac_task_5ms,near_singular,acceleration_rms,40,-5.506446679118663,"[-7.946321943032957,-3.230972923673196]",0.4536136388116648,"[0.33198053959146334,0.6086839723687222]"
ur5e,single_gn_k1,trac_task_5ms,near_singular,successful_prefix,40,1.9,"[0.0,4.683333333333333]",1.0129383724889343,"[1.0,1.0327022375215147]"
ur5e,single_gn_k1,trac_task_5ms,joint_limit_return,completion,40,0.01666666666666667,"[0.0,0.04166666666666667]",1.016949152542373,"[1.0,1.0434782608695654]"
ur5e,single_gn_k1,trac_task_5ms,joint_limit_return,deadline_completion,40,0.01666666666666667,"[0.0,0.04166666666666667]",1.016949152542373,"[1.0,1.0434782608695654]"
ur5e,single_gn_k1,trac_task_5ms,joint_limit_return,total_latency_ns,40,9453358.691666668,"[2873595.0468750005,14258032.112500003]",1.3158170329161833,"[1.0787750470628592,1.5675760686800204]"
ur5e,single_gn_k1,trac_task_5ms,joint_limit_return,frame_success,40,0.0027222222222222205,"[0.0,0.008111111111111105]",1.0027296529441256,"[1.0,1.0081774392293041]"
ur5e,single_gn_k1,trac_task_5ms,joint_limit_return,acceleration_rms,40,-5.56573508228532,"[-8.1394843724089,-3.277136790342654]",0.283011363184748,"[0.18878680910303233,0.4256651214564518]"
ur5e,single_gn_k1,trac_task_5ms,joint_limit_return,successful_prefix,40,1.15,"[0.0,3.05]",1.0077258985555928,"[1.0,1.0207553589656346]"
ur5e,single_gn_k1,trac_task_5ms,high_curvature,completion,40,0.03333333333333334,"[-0.049999999999999996,0.11666666666666667]",1.0353982300884956,"[0.95,1.1320754716981134]"
ur5e,single_gn_k1,trac_task_5ms,high_curvature,deadline_completion,40,0.03333333333333334,"[-0.049999999999999996,0.11666666666666667]",1.0353982300884956,"[0.95,1.1320754716981134]"
ur5e,single_gn_k1,trac_task_5ms,high_curvature,total_latency_ns,40,7091151.7,"[-9653881.219791666,23427774.987291668]",1.1898620385337595,"[0.8055795336074245,1.7644084507902735]"
ur5e,single_gn_k1,trac_task_5ms,high_curvature,frame_success,40,0.00627777777777778,"[-0.018558333333333333,0.029500000000000005]",1.0063730190062603,"[0.9811378515726341,1.0303967027305512]"
ur5e,single_gn_k1,trac_task_5ms,high_curvature,acceleration_rms,40,-2.2525640673058587,"[-4.007768691320333,-0.64639866422896]",0.8231983164894162,"[0.7105441824807822,0.9458662468488475]"
ur5e,single_gn_k1,trac_task_5ms,high_curvature,successful_prefix,40,2.1666666666666665,"[-2.05,6.708333333333333]",1.014786169244768,"[0.986283037805286,1.0468159348647863]"
ur5e,single_gn_k1,trac_task_20ms,all,completion,160,0.01666666666666667,"[-0.006249999999999997,0.03963541666666687]",1.017167381974249,"[0.9937490172955975,1.042345308414835]"
ur5e,single_gn_k1,trac_task_20ms,all,deadline_completion,160,0.020833333333333336,"[-0.0020833333333333316,0.04583333333333334]",1.021551724137931,"[0.997881017129847,1.0480349344978164]"
ur5e,single_gn_k1,trac_task_20ms,all,total_latency_ns,160,-14279135.772916669,"[-41185830.04291667,6269581.72864584]",0.7428415442425916,"[0.5084656619786949,1.182357882367164]"
ur5e,single_gn_k1,trac_task_20ms,all,frame_success,160,0.005152777777777779,"[-0.0025423611111111107,0.013764236111111114]",1.0052016880950043,"[0.9974367406168922,1.013972310292669]"
ur5e,single_gn_k1,trac_task_20ms,all,acceleration_rms,160,-3.9125501606231667,"[-4.967759732726125,-2.87064558635606]",0.558197031832285,"[0.484407606709576,0.6430127335727208]"
ur5e,single_gn_k1,trac_task_20ms,all,successful_prefix,160,1.0020833333333334,"[-0.22109374999999995,2.3708854166666673]",1.0067543847331246,"[0.9985156532566892,1.0161282425257698]"
ur5e,single_gn_k1,trac_task_20ms,smooth,completion,40,0.025,"[0.0,0.075]",1.0256410256410255,"[1.0,1.0810810810810811]"
ur5e,single_gn_k1,trac_task_20ms,smooth,deadline_completion,40,0.03333333333333334,"[0.0,0.09166666666666667]",1.0344827586206897,"[1.0,1.1009174311926606]"
ur5e,single_gn_k1,trac_task_20ms,smooth,total_latency_ns,40,-18810506.8,"[-83407396.18520835,13968658.636666667]",0.6765943794369706,"[0.3206075084307227,1.5505478675761457]"
ur5e,single_gn_k1,trac_task_20ms,smooth,frame_success,40,0.0105,"[0.0,0.03150000000000001]",1.010611419909045,"[1.0,1.0325245224574084]"
ur5e,single_gn_k1,trac_task_20ms,smooth,acceleration_rms,40,-2.6468888800037234,"[-4.557183575955511,-1.0462151010209604]",0.4874048623359689,"[0.29821060923332066,0.729915501311247]"
ur5e,single_gn_k1,trac_task_20ms,smooth,successful_prefix,40,1.575,"[0.0,4.725]",1.010611419909045,"[1.0,1.0325245224574084]"
ur5e,single_gn_k1,trac_task_20ms,near_singular,completion,40,0.008333333333333335,"[0.0,0.025]",1.0086206896551724,"[1.0,1.027027027027027]"
ur5e,single_gn_k1,trac_task_20ms,near_singular,deadline_completion,40,0.008333333333333335,"[0.0,0.025]",1.0086206896551724,"[1.0,1.027027027027027]"
ur5e,single_gn_k1,trac_task_20ms,near_singular,total_latency_ns,40,-19488367.15833333,"[-71710301.80270833,11805277.471666666]",0.6820739139283267,"[0.4206881117504703,1.469028443486599]"
ur5e,single_gn_k1,trac_task_20ms,near_singular,frame_success,40,0.0033888888888888883,"[0.0,0.009833333333333333]",1.0034290853898475,"[1.0,1.01010101010101]"
ur5e,single_gn_k1,trac_task_20ms,near_singular,acceleration_rms,40,-5.301155941923428,"[-7.701416387239144,-3.093951026506401]",0.4630460328220374,"[0.34310618581276475,0.6205444408280335]"
ur5e,single_gn_k1,trac_task_20ms,near_singular,successful_prefix,40,0.5083333333333335,"[0.0,1.4750000000000008]",1.0034290853898478,"[1.0,1.0101010101010102]"
ur5e,single_gn_k1,trac_task_20ms,joint_limit_return,completion,40,0.01666666666666667,"[0.0,0.05]",1.016949152542373,"[1.0,1.0526315789473684]"
ur5e,single_gn_k1,trac_task_20ms,joint_limit_return,deadline_completion,40,0.01666666666666667,"[0.0,0.05]",1.016949152542373,"[1.0,1.0526315789473684]"
ur5e,single_gn_k1,trac_task_20ms,joint_limit_return,total_latency_ns,40,3152085.4000000004,"[-16151892.776041662,14311692.25375]",1.0869917639522275,"[0.709142333079351,1.5708771799569374]"
ur5e,single_gn_k1,trac_task_20ms,joint_limit_return,frame_success,40,0.002388888888888893,"[0.0,0.00716666666666668]",1.0023946093445453,"[1.0,1.0072183985227463]"
ur5e,single_gn_k1,trac_task_20ms,joint_limit_return,acceleration_rms,40,-5.373926125556291,"[-7.828943427866668,-3.1586168681501308]",0.2901815152981463,"[0.19260201189825105,0.43771864861942944]"
ur5e,single_gn_k1,trac_task_20ms,joint_limit_return,successful_prefix,40,0.7083333333333333,"[0.0,2.1249999999999996]",1.0047446274072007,"[1.0,1.0143702451394758]"
ur5e,single_gn_k1,trac_task_20ms,high_curvature,completion,40,0.01666666666666667,"[-0.05833333333333333,0.08333333333333334]",1.0173913043478262,"[0.9406779661016951,1.090909090909091]"
ur5e,single_gn_k1,trac_task_20ms,high_curvature,deadline_completion,40,0.025000000000000005,"[-0.049999999999999996,0.09166666666666667]",1.0263157894736843,"[0.9499679487179487,1.1009174311926606]"
ur5e,single_gn_k1,trac_task_20ms,high_curvature,total_latency_ns,40,-21969754.53333334,"[-81187791.82958332,21200329.820833337]",0.6691794116679425,"[0.341273718739637,1.7514838130203272]"
ur5e,single_gn_k1,trac_task_20ms,high_curvature,frame_success,40,0.004333333333333333,"[-0.019833333333333335,0.02833611111111112]",1.0043904086457278,"[0.9800436022136509,1.029269899625756]"
ur5e,single_gn_k1,trac_task_20ms,high_curvature,acceleration_rms,40,-2.3282296950092247,"[-4.1604858976123005,-0.6001392464236042]",0.8183382664251503,"[0.7000790688139732,0.9478493899606873]"
ur5e,single_gn_k1,trac_task_20ms,high_curvature,successful_prefix,40,1.2166666666666668,"[-2.6,5.033333333333333]",1.0082495197197423,"[0.9825151311365165,1.0347206254311336]"
ur5e,single_gn_k1,pink_qp,all,completion,160,0.1,"[0.05625,0.14375]",1.1126760563380282,"[1.0608108108108107,1.1716740545393334]"
