run_id,site_id,uid,family,candidate_id,repeat,complete,accepted_frames,prefix_frames,first_failure_frame,first_failure_kind,total_latency_ns
state_38_candidate_00_r1,state_38,d1a048cbc8812f1712532adb1394ba5ae2e1b504ba5c4b694468fe4fa89d9fd5,high_curvature,candidate_00,1,True,30,30,,,17286582
state_38_candidate_03_r3,state_38,d1a048cbc8812f1712532adb1394ba5ae2e1b504ba5c4b694468fe4fa89d9fd5,high_curvature,candidate_03,3,True,30,30,,,16494416
state_38_candidate_04_r4,state_38,d1a048cbc8812f1712532adb1394ba5ae2e1b504ba5c4b694468fe4fa89d9fd5,high_curvature,candidate_04,4,True,30,30,,,16366462
state_38_candidate_04_r3,state_38,d1a048cbc8812f1712532adb1394ba5ae2e1b504ba5c4b694468fe4fa89d9fd5,high_curvature,candidate_04,3,True,30,30,,,16649711
state_38_candidate_03_r2,state_38,d1a048cbc8812f1712532adb1394ba5ae2e1b504ba5c4b694468fe4fa89d9fd5,high_curvature,candidate_03,2,True,30,30,,,16380274
state_38_candidate_01_r1,state_38,d1a048cbc8812f1712532adb1394ba5ae2e1b504ba5c4b694468fe4fa89d9fd5,high_curvature,candidate_01,1,True,30,30,,,17291813
state_38_candidate_00_r0,state_38,d1a048cbc8812f1712532adb1394ba5ae2e1b504ba5c4b694468fe4fa89d9fd5,high_curvature,candidate_00,0,True,30,30,,,16267878
state_38_candidate_01_r2,state_38,d1a048cbc8812f1712532adb1394ba5ae2e1b504ba5c4b694468fe4fa89d9fd5,high_curvature,candidate_01,2,True,30,30,,,15716418
state_38_candidate_01_r3,state_38,d1a048cbc8812f1712532adb1394ba5ae2e1b504ba5c4b694468fe4fa89d9fd5,high_curvature,candidate_01,3,True,30,30,,,18118604
state_38_candidate_00_r2,state_38,d1a048cbc8812f1712532adb1394ba5ae2e1b504ba5c4b694468fe4fa89d9fd5,high_curvature,candidate_00,2,True,30,30,,,16954109
state_38_candidate_05_r4,state_38,d1a048cbc8812f1712532adb1394ba5ae2e1b504ba5c4b694468fe4fa89d9fd5,high_curvature,candidate_05,4,True,30,30,,,15793076
state_38_candidate_03_r0,state_38,d1a048cbc8812f1712532adb1394ba5ae2e1b504ba5c4b694468fe4fa89d9fd5,high_curvature,candidate_03,0,True,30,30,,,17700839
state_38_candidate_02_r1,state_38,d1a048cbc8812f1712532adb1394ba5ae2e1b504ba5c4b694468fe4fa89d9fd5,high_curvature,candidate_02,1,True,30,30,,,18957534
state_38_candidate_00_r3,state_38,d1a048cbc8812f1712532adb1394ba5ae2e1b504ba5c4b694468fe4fa89d9fd5,high_curvature,candidate_00,3,True,30,30,,,15766492
state_38_candidate_05_r2,state_38,d1a048cbc8812f1712532adb1394ba5ae2e1b504ba5c4b694468fe4fa89d9fd5,high_curvature,candidate_05,2,True,30,30,,,15955789
state_38_candidate_04_r2,state_38,d1a048cbc8812f1712532adb1394ba5ae2e1b504ba5c4b694468fe4fa89d9fd5,high_curvature,candidate_04,2,True,30,30,,,16617215
state_38_candidate_03_r1,state_38,d1a048cbc8812f1712532adb1394ba5ae2e1b504ba5c4b694468fe4fa89d9fd5,high_curvature,candidate_03,1,True,30,30,,,16848136
state_38_candidate_05_r1,state_38,d1a048cbc8812f1712532adb1394ba5ae2e1b504ba5c4b694468fe4fa89d9fd5,high_curvature,candidate_05,1,True,30,30,,,16404208
state_38_candidate_05_r0,state_38,d1a048cbc8812f1712532adb1394ba5ae2e1b504ba5c4b694468fe4fa89d9fd5,high_curvature,candidate_05,0,True,30,30,,,16102394
state_38_candidate_05_r3,state_38,d1a048cbc8812f1712532adb1394ba5ae2e1b504ba5c4b694468fe4fa89d9fd5,high_curvature,candidate_05,3,True,30,30,,,16714063
state_16_candidate_00_r4,state_16,ec8aefceb5c3201f013492598c3a22130bd573f1c4f1e80ea03dd57faa5e994f,near_singular,candidate_00,4,True,30,30,,,17380000
state_16_candidate_01_r4,state_16,ec8aefceb5c3201f013492598c3a22130bd573f1c4f1e80ea03dd57faa5e994f,near_singular,candidate_01,4,True,30,30,,,18908616
state_16_candidate_01_r1,state_16,ec8aefceb5c3201f013492598c3a22130bd573f1c4f1e80ea03dd57faa5e994f,near_singular,candidate_01,1,True,30,30,,,17273972
state_16_candidate_03_r2,state_16,ec8aefceb5c3201f013492598c3a22130bd573f1c4f1e80ea03dd57faa5e994f,near_singular,candidate_03,2,True,30,30,,,17060026
state_16_candidate_05_r1,state_16,ec8aefceb5c3201f013492598c3a22130bd573f1c4f1e80ea03dd57faa5e994f,near_singular,candidate_05,1,True,30,30,,,22160205
state_16_candidate_00_r1,state_16,ec8aefceb5c3201f013492598c3a22130bd573f1c4f1e80ea03dd57faa5e994f,near_singular,candidate_00,1,True,30,30,,,18200914
state_16_candidate_04_r2,state_16,ec8aefceb5c3201f013492598c3a22130bd573f1c4f1e80ea03dd57faa5e994f,near_singular,candidate_04,2,True,30,30,,,18622982
state_16_candidate_02_r0,state_16,ec8aefceb5c3201f013492598c3a22130bd573f1c4f1e80ea03dd57faa5e994f,near_singular,candidate_02,0,True,30,30,,,18993628
state_16_candidate_00_r2,state_16,ec8aefceb5c3201f013492598c3a22130bd573f1c4f1e80ea03dd57faa5e994f,near_singular,candidate_00,2,True,30,30,,,16583785
state_16_candidate_03_r1,state_16,ec8aefceb5c3201f013492598c3a22130bd573f1c4f1e80ea03dd57faa5e994f,near_singular,candidate_03,1,True,30,30,,,19339147
state_16_candidate_05_r4,state_16,ec8aefceb5c3201f013492598c3a22130bd573f1c4f1e80ea03dd57faa5e994f,near_singular,candidate_05,4,True,30,30,,,18749067
state_16_candidate_01_r2,state_16,ec8aefceb5c3201f013492598c3a22130bd573f1c4f1e80ea03dd57faa5e994f,near_singular,candidate_01,2,True,30,30,,,18607801
state_16_candidate_03_r3,state_16,ec8aefceb5c3201f013492598c3a22130bd573f1c4f1e80ea03dd57faa5e994f,near_singular,candidate_03,3,True,30,30,,,16111383
state_16_candidate_05_r3,state_16,ec8aefceb5c3201f013492598c3a22130bd573f1c4f1e80ea03dd57faa5e994f,near_singular,candidate_05,3,True,30,30,,,18034416
state_16_candidate_02_r3,state_16,ec8aefceb5c3201f013492598c3a22130bd573f1c4f1e80ea03dd57faa5e994f,near_singular,candidate_02,3,True,30,30,,,20166033
state_16_candidate_04_r4,state_16,ec8aefceb5c3201f013492598c3a22130bd573f1c4f1e80ea03dd57faa5e994f,near_singular,candidate_04,4,True,30,30,,,16968764
state_16_candidate_05_r0,state_16,ec8aefceb5c3201f013492598c3a22130bd573f1c4f1e80ea03dd57faa5e994f,near_singular,candidate_05,0,True,30,30,,,16585577
state_16_candidate_05_r2,state_16,ec8aefceb5c3201f013492598c3a22130bd573f1c4f1e80ea03dd57faa5e994f,near_singular,candidate_05,2,True,30,30,,,16083754
state_16_candidate_03_r0,state_16,ec8aefceb5c3201f013492598c3a22130bd573f1c4f1e80ea03dd57faa5e994f,near_singular,candidate_03,0,True,30,30,,,15919105
state_16_candidate_00_r0,state_16,ec8aefceb5c3201f013492598c3a22130bd573f1c4f1e80ea03dd57faa5e994f,near_singular,candidate_00,0,True,30,30,,,18286631
state_16_candidate_04_r1,state_16,ec8aefceb5c3201f013492598c3a22130bd573f1c4f1e80ea03dd57faa5e994f,near_singular,candidate_04,1,True,30,30,,,16743884
state_16_candidate_02_r1,state_16,ec8aefceb5c3201f013492598c3a22130bd573f1c4f1e80ea03dd57faa5e994f,near_singular,candidate_02,1,True,30,30,,,20768853
state_16_candidate_01_r0,state_16,ec8aefceb5c3201f013492598c3a22130bd573f1c4f1e80ea03dd57faa5e994f,near_singular,candidate_01,0,True,30,30,,,16240116
state_16_candidate_02_r2,state_16,ec8aefceb5c3201f013492598c3a22130bd573f1c4f1e80ea03dd57faa5e994f,near_singular,candidate_02,2,True,30,30,,,18151623
state_16_candidate_04_r0,state_16,ec8aefceb5c3201f013492598c3a22130bd573f1c4f1e80ea03dd57faa5e994f,near_singular,candidate_04,0,True,30,30,,,16684414
state_16_candidate_01_r3,state_16,ec8aefceb5c3201f013492598c3a22130bd573f1c4f1e80ea03dd57faa5e994f,near_singular,candidate_01,3,True,30,30,,,19918934
state_16_candidate_02_r4,state_16,ec8aefceb5c3201f013492598c3a22130bd573f1c4f1e80ea03dd57faa5e994f,near_singular,candidate_02,4,True,30,30,,,16962427
state_16_candidate_00_r3,state_16,ec8aefceb5c3201f013492598c3a22130bd573f1c4f1e80ea03dd57faa5e994f,near_singular,candidate_00,3,True,30,30,,,16910567
state_16_candidate_03_r4,state_16,ec8aefceb5c3201f013492598c3a22130bd573f1c4f1e80ea03dd57faa5e994f,near_singular,candidate_03,4,True,30,30,,,17610157
state_16_candidate_04_r3,state_16,ec8aefceb5c3201f013492598c3a22130bd573f1c4f1e80ea03dd57faa5e994f,near_singular,candidate_04,3,True,30,30,,,19101398
state_36_candidate_00_r4,state_36,ff3117ccc9acc826ca11b719e2a81e492274866c03b3dccc127f7f4e425e43ca,high_curvature,candidate_00,4,True,30,30,,,18087412
state_36_candidate_03_r4,state_36,ff3117ccc9acc826ca11b719e2a81e492274866c03b3dccc127f7f4e425e43ca,high_curvature,candidate_03,4,True,30,30,,,16380330
state_36_candidate_04_r1,state_36,ff3117ccc9acc826ca11b719e2a81e492274866c03b3dccc127f7f4e425e43ca,high_curvature,candidate_04,1,True,30,30,,,18891842
state_36_candidate_01_r0,state_36,ff3117ccc9acc826ca11b719e2a81e492274866c03b3dccc127f7f4e425e43ca,high_curvature,candidate_01,0,True,30,30,,,16498088
state_36_candidate_00_r0,state_36,ff3117ccc9acc826ca11b719e2a81e492274866c03b3dccc127f7f4e425e43ca,high_curvature,candidate_00,0,True,30,30,,,17420245
state_36_candidate_02_r4,state_36,ff3117ccc9acc826ca11b719e2a81e492274866c03b3dccc127f7f4e425e43ca,high_curvature,candidate_02,4,True,30,30,,,16877478
state_36_candidate_05_r2,state_36,ff3117ccc9acc826ca11b719e2a81e492274866c03b3dccc127f7f4e425e43ca,high_curvature,candidate_05,2,True,30,30,,,16835670
state_36_candidate_05_r3,state_36,ff3117ccc9acc826ca11b719e2a81e492274866c03b3dccc127f7f4e425e43ca,high_curvature,candidate_05,3,True,30,30,,,15966253
state_36_candidate_04_r2,state_36,ff3117ccc9acc826ca11b719e2a81e492274866c03b3dccc127f7f4e425e43ca,high_curvature,candidate_04,2,True,30,30,,,16966473
state_36_candidate_05_r1,state_36,ff3117ccc9acc826ca11b719e2a81e492274866c03b3dccc127f7f4e425e43ca,high_curvature,candidate_05,1,True,30,30,,,17197439
state_36_candidate_03_r2,state_36,ff3117ccc9acc826ca11b719e2a81e492274866c03b3dccc127f7f4e425e43ca,high_curvature,candidate_03,2,True,30,30,,,18468574
state_36_candidate_03_r3,state_36,ff3117ccc9acc826ca11b719e2a81e492274866c03b3dccc127f7f4e425e43ca,high_curvature,candidate_03,3,True,30,30,,,18360803
state_36_candidate_04_r0,state_36,ff3117ccc9acc826ca11b719e2a81e492274866c03b3dccc127f7f4e425e43ca,high_curvature,candidate_04,0,True,30,30,,,17357548
state_36_candidate_04_r3,state_36,ff3117ccc9acc826ca11b719e2a81e492274866c03b3dccc127f7f4e425e43ca,high_curvature,candidate_04,3,True,30,30,,,17518704
state_36_candidate_01_r3,state_36,ff3117ccc9acc826ca11b719e2a81e492274866c03b3dccc127f7f4e425e43ca,high_curvature,candidate_01,3,True,30,30,,,16322748
state_36_candidate_00_r1,state_36,ff3117ccc9acc826ca11b719e2a81e492274866c03b3dccc127f7f4e425e43ca,high_curvature,candidate_00,1,True,30,30,,,17138148
state_36_candidate_04_r4,state_36,ff3117ccc9acc826ca11b719e2a81e492274866c03b3dccc127f7f4e425e43ca,high_curvature,candidate_04,4,True,30,30,,,16742452
state_36_candidate_00_r3,state_36,ff3117ccc9acc826ca11b719e2a81e492274866c03b3dccc127f7f4e425e43ca,high_curvature,candidate_00,3,True,30,30,,,17165619
state_36_candidate_01_r1,state_36,ff3117ccc9acc826ca11b719e2a81e492274866c03b3dccc127f7f4e425e43ca,high_curvature,candidate_01,1,True,30,30,,,20001123
state_36_candidate_05_r0,state_36,ff3117ccc9acc826ca11b719e2a81e492274866c03b3dccc127f7f4e425e43ca,high_curvature,candidate_05,0,True,30,30,,,16833367
state_36_candidate_01_r4,state_36,ff3117ccc9acc826ca11b719e2a81e492274866c03b3dccc127f7f4e425e43ca,high_curvature,candidate_01,4,True,30,30,,,16693462
state_36_candidate_02_r3,state_36,ff3117ccc9acc826ca11b719e2a81e492274866c03b3dccc127f7f4e425e43ca,high_curvature,candidate_02,3,True,30,30,,,17855202
state_36_candidate_02_r1,state_36,ff3117ccc9acc826ca11b719e2a81e492274866c03b3dccc127f7f4e425e43ca,high_curvature,candidate_02,1,True,30,30,,,15946256
state_36_candidate_02_r0,state_36,ff3117ccc9acc826ca11b719e2a81e492274866c03b3dccc127f7f4e425e43ca,high_curvature,candidate_02,0,True,30,30,,,17339830
state_36_candidate_05_r4,state_36,ff3117ccc9acc826ca11b719e2a81e492274866c03b3dccc127f7f4e425e43ca,high_curvature,candidate_05,4,True,30,30,,,16166521
state_36_candidate_03_r0,state_36,ff3117ccc9acc826ca11b719e2a81e492274866c03b3dccc127f7f4e425e43ca,high_curvature,candidate_03,0,True,30,30,,,16744078
state_36_candidate_00_r2,state_36,ff3117ccc9acc826ca11b719e2a81e492274866c03b3dccc127f7f4e425e43ca,high_curvature,candidate_00,2,True,30,30,,,22161044
state_36_candidate_02_r2,state_36,ff3117ccc9acc826ca11b719e2a81e492274866c03b3dccc127f7f4e425e43ca,high_curvature,candidate_02,2,True,30,30,,,18021593
state_36_candidate_01_r2,state_36,ff3117ccc9acc826ca11b719e2a81e492274866c03b3dccc127f7f4e425e43ca,high_curvature,candidate_01,2,True,30,30,,,18493652
state_36_candidate_03_r1,state_36,ff3117ccc9acc826ca11b719e2a81e492274866c03b3dccc127f7f4e425e43ca,high_curvature,candidate_03,1,True,30,30,,,18935235
state_25_candidate_00_r2,state_25,8b580e2b71283672f3426373cfd7f5a351403cfd71f173def041b44acd44e7c8,joint_limit_return,candidate_00,2,True,30,30,,,19507846
state_25_candidate_05_r3,state_25,8b580e2b71283672f3426373cfd7f5a351403cfd71f173def041b44acd44e7c8,joint_limit_return,candidate_05,3,True,30,30,,,16908703
state_25_candidate_05_r2,state_25,8b580e2b71283672f3426373cfd7f5a351403cfd71f173def041b44acd44e7c8,joint_limit_return,candidate_05,2,True,30,30,,,16680706
state_25_candidate_03_r4,state_25,8b580e2b71283672f3426373cfd7f5a351403cfd71f173def041b44acd44e7c8,joint_limit_return,candidate_03,4,True,30,30,,,19761656
state_25_candidate_01_r1,state_25,8b580e2b71283672f3426373cfd7f5a351403cfd71f173def041b44acd44e7c8,joint_limit_return,candidate_01,1,True,30,30,,,18519240
state_25_candidate_02_r1,state_25,8b580e2b71283672f3426373cfd7f5a351403cfd71f173def041b44acd44e7c8,joint_limit_return,candidate_02,1,True,30,30,,,18265169
state_25_candidate_02_r3,state_25,8b580e2b71283672f3426373cfd7f5a351403cfd71f173def041b44acd44e7c8,joint_limit_return,candidate_02,3,True,30,30,,,16627721
state_25_candidate_00_r4,state_25,8b580e2b71283672f3426373cfd7f5a351403cfd71f173def041b44acd44e7c8,joint_limit_return,candidate_00,4,True,30,30,,,16974011
state_25_candidate_00_r0,state_25,8b580e2b71283672f3426373cfd7f5a351403cfd71f173def041b44acd44e7c8,joint_limit_return,candidate_00,0,True,30,30,,,15977584
state_25_candidate_04_r1,state_25,8b580e2b71283672f3426373cfd7f5a351403cfd71f173def041b44acd44e7c8,joint_limit_return,candidate_04,1,True,30,30,,,16435947
state_25_candidate_00_r1,state_25,8b580e2b71283672f3426373cfd7f5a351403cfd71f173def041b44acd44e7c8,joint_limit_return,candidate_00,1,True,30,30,,,15989006
state_25_candidate_01_r4,state_25,8b580e2b71283672f3426373cfd7f5a351403cfd71f173def041b44acd44e7c8,joint_limit_return,candidate_01,4,True,30,30,,,16684885
state_25_candidate_05_r0,state_25,8b580e2b71283672f3426373cfd7f5a351403cfd71f173def041b44acd44e7c8,joint_limit_return,candidate_05,0,True,30,30,,,16463104
state_25_candidate_03_r3,state_25,8b580e2b71283672f3426373cfd7f5a351403cfd71f173def041b44acd44e7c8,joint_limit_return,candidate_03,3,True,30,30,,,15699674
state_25_candidate_05_r4,state_25,8b580e2b71283672f3426373cfd7f5a351403cfd71f173def041b44acd44e7c8,joint_limit_return,candidate_05,4,True,30,30,,,16800665
state_25_candidate_01_r0,state_25,8b580e2b71283672f3426373cfd7f5a351403cfd71f173def041b44acd44e7c8,joint_limit_return,candidate_01,0,True,30,30,,,16890545
state_25_candidate_02_r0,state_25,8b580e2b71283672f3426373cfd7f5a351403cfd71f173def041b44acd44e7c8,joint_limit_return,candidate_02,0,True,30,30,,,18787468
state_25_candidate_03_r0,state_25,8b580e2b71283672f3426373cfd7f5a351403cfd71f173def041b44acd44e7c8,joint_limit_return,candidate_03,0,True,30,30,,,16493934
state_25_candidate_01_r3,state_25,8b580e2b71283672f3426373cfd7f5a351403cfd71f173def041b44acd44e7c8,joint_limit_return,candidate_01,3,True,30,30,,,17323419
state_25_candidate_04_r4,state_25,8b580e2b71283672f3426373cfd7f5a351403cfd71f173def041b44acd44e7c8,joint_limit_return,candidate_04,4,True,30,30,,,23804486
state_25_candidate_04_r2,state_25,8b580e2b71283672f3426373cfd7f5a351403cfd71f173def041b44acd44e7c8,joint_limit_return,candidate_04,2,True,30,30,,,19046660
state_25_candidate_01_r2,state_25,8b580e2b71283672f3426373cfd7f5a351403cfd71f173def041b44acd44e7c8,joint_limit_return,candidate_01,2,True,30,30,,,18771115
state_25_candidate_04_r0,state_25,8b580e2b71283672f3426373cfd7f5a351403cfd71f173def041b44acd44e7c8,joint_limit_return,candidate_04,0,True,30,30,,,19936317
state_25_candidate_00_r3,state_25,8b580e2b71283672f3426373cfd7f5a351403cfd71f173def041b44acd44e7c8,joint_limit_return,candidate_00,3,True,30,30,,,17655396
state_25_candidate_05_r1,state_25,8b580e2b71283672f3426373cfd7f5a351403cfd71f173def041b44acd44e7c8,joint_limit_return,candidate_05,1,True,30,30,,,17217668
state_25_candidate_02_r2,state_25,8b580e2b71283672f3426373cfd7f5a351403cfd71f173def041b44acd44e7c8,joint_limit_return,candidate_02,2,True,30,30,,,17485621
state_25_candidate_04_r3,state_25,8b580e2b71283672f3426373cfd7f5a351403cfd71f173def041b44acd44e7c8,joint_limit_return,candidate_04,3,True,30,30,,,18573667
state_25_candidate_03_r1,state_25,8b580e2b71283672f3426373cfd7f5a351403cfd71f173def041b44acd44e7c8,joint_limit_return,candidate_03,1,True,30,30,,,24386609
state_25_candidate_03_r2,state_25,8b580e2b71283672f3426373cfd7f5a351403cfd71f173def041b44acd44e7c8,joint_limit_return,candidate_03,2,True,30,30,,,19975297
state_25_candidate_02_r4,state_25,8b580e2b71283672f3426373cfd7f5a351403cfd71f173def041b44acd44e7c8,joint_limit_return,candidate_02,4,True,30,30,,,19018697
state_02_candidate_00_r0,state_02,b679adfdf204214d50a25fa86712b9aca9d874707a48fc1502277dc5839628ce,smooth,candidate_00,0,True,30,30,,,22690708
state_02_candidate_02_r2,state_02,b679adfdf204214d50a25fa86712b9aca9d874707a48fc1502277dc5839628ce,smooth,candidate_02,2,True,30,30,,,17477849
state_02_candidate_03_r4,state_02,b679adfdf204214d50a25fa86712b9aca9d874707a48fc1502277dc5839628ce,smooth,candidate_03,4,True,30,30,,,17267198
state_02_candidate_04_r4,state_02,b679adfdf204214d50a25fa86712b9aca9d874707a48fc1502277dc5839628ce,smooth,candidate_04,4,True,30,30,,,22704310
state_02_candidate_04_r1,state_02,b679adfdf204214d50a25fa86712b9aca9d874707a48fc1502277dc5839628ce,smooth,candidate_04,1,True,30,30,,,16940260
state_02_candidate_03_r3,state_02,b679adfdf204214d50a25fa86712b9aca9d874707a48fc1502277dc5839628ce,smooth,candidate_03,3,True,30,30,,,17043789
state_02_candidate_05_r4,state_02,b679adfdf204214d50a25fa86712b9aca9d874707a48fc1502277dc5839628ce,smooth,candidate_05,4,True,30,30,,,18613764
state_02_candidate_00_r1,state_02,b679adfdf204214d50a25fa86712b9aca9d874707a48fc1502277dc5839628ce,smooth,candidate_00,1,True,30,30,,,18402890
state_02_candidate_02_r0,state_02,b679adfdf204214d50a25fa86712b9aca9d874707a48fc1502277dc5839628ce,smooth,candidate_02,0,True,30,30,,,17335931
state_02_candidate_01_r2,state_02,b679adfdf204214d50a25fa86712b9aca9d874707a48fc1502277dc5839628ce,smooth,candidate_01,2,True,30,30,,,16452702
state_02_candidate_02_r4,state_02,b679adfdf204214d50a25fa86712b9aca9d874707a48fc1502277dc5839628ce,smooth,candidate_02,4,True,30,30,,,17356205
state_02_candidate_05_r3,state_02,b679adfdf204214d50a25fa86712b9aca9d874707a48fc1502277dc5839628ce,smooth,candidate_05,3,True,30,30,,,18903966
state_02_candidate_00_r4,state_02,b679adfdf204214d50a25fa86712b9aca9d874707a48fc1502277dc5839628ce,smooth,candidate_00,4,True,30,30,,,16672921
state_02_candidate_00_r2,state_02,b679adfdf204214d50a25fa86712b9aca9d874707a48fc1502277dc5839628ce,smooth,candidate_00,2,True,30,30,,,17487501
state_02_candidate_00_r3,state_02,b679adfdf204214d50a25fa86712b9aca9d874707a48fc1502277dc5839628ce,smooth,candidate_00,3,True,30,30,,,17432057
state_02_candidate_02_r1,state_02,b679adfdf204214d50a25fa86712b9aca9d874707a48fc1502277dc5839628ce,smooth,candidate_02,1,True,30,30,,,17033472
state_02_candidate_01_r4,state_02,b679adfdf204214d50a25fa86712b9aca9d874707a48fc1502277dc5839628ce,smooth,candidate_01,4,True,30,30,,,16675209
state_02_candidate_03_r1,state_02,b679adfdf204214d50a25fa86712b9aca9d874707a48fc1502277dc5839628ce,smooth,candidate_03,1,True,30,30,,,15991053
state_02_candidate_01_r1,state_02,b679adfdf204214d50a25fa86712b9aca9d874707a48fc1502277dc5839628ce,smooth,candidate_01,1,True,30,30,,,20269044
state_02_candidate_05_r1,state_02,b679adfdf204214d50a25fa86712b9aca9d874707a48fc1502277dc5839628ce,smooth,candidate_05,1,True,30,30,,,16774079
state_02_candidate_05_r2,state_02,b679adfdf204214d50a25fa86712b9aca9d874707a48fc1502277dc5839628ce,smooth,candidate_05,2,True,30,30,,,16961432
state_02_candidate_03_r0,state_02,b679adfdf204214d50a25fa86712b9aca9d874707a48fc1502277dc5839628ce,smooth,candidate_03,0,True,30,30,,,16696986
state_02_candidate_03_r2,state_02,b679adfdf204214d50a25fa86712b9aca9d874707a48fc1502277dc5839628ce,smooth,candidate_03,2,True,30,30,,,21565604
state_02_candidate_04_r0,state_02,b679adfdf204214d50a25fa86712b9aca9d874707a48fc1502277dc5839628ce,smooth,candidate_04,0,True,30,30,,,19245038
state_02_candidate_04_r3,state_02,b679adfdf204214d50a25fa86712b9aca9d874707a48fc1502277dc5839628ce,smooth,candidate_04,3,True,30,30,,,16234306
state_02_candidate_01_r0,state_02,b679adfdf204214d50a25fa86712b9aca9d874707a48fc1502277dc5839628ce,smooth,candidate_01,0,True,30,30,,,16162481
state_02_candidate_04_r2,state_02,b679adfdf204214d50a25fa86712b9aca9d874707a48fc1502277dc5839628ce,smooth,candidate_04,2,True,30,30,,,16713286
state_02_candidate_01_r3,state_02,b679adfdf204214d50a25fa86712b9aca9d874707a48fc1502277dc5839628ce,smooth,candidate_01,3,True,30,30,,,16904960
state_02_candidate_02_r3,state_02,b679adfdf204214d50a25fa86712b9aca9d874707a48fc1502277dc5839628ce,smooth,candidate_02,3,True,30,30,,,16585741
state_02_candidate_05_r0,state_02,b679adfdf204214d50a25fa86712b9aca9d874707a48fc1502277dc5839628ce,smooth,candidate_05,0,True,30,30,,,16412324
state_06_candidate_01_r3,state_06,6db40955407e85f5dc6adf07a506eeb36af9baf5558e90c1d5d660b23f50f090,smooth,candidate_01,3,True,30,30,,,17535521
state_06_candidate_01_r4,state_06,6db40955407e85f5dc6adf07a506eeb36af9baf5558e90c1d5d660b23f50f090,smooth,candidate_01,4,True,30,30,,,17329943
state_06_candidate_00_r4,state_06,6db40955407e85f5dc6adf07a506eeb36af9baf5558e90c1d5d660b23f50f090,smooth,candidate_00,4,True,30,30,,,17938370
state_06_candidate_04_r3,state_06,6db40955407e85f5dc6adf07a506eeb36af9baf5558e90c1d5d660b23f50f090,smooth,candidate_04,3,True,30,30,,,17652596
state_06_candidate_04_r2,state_06,6db40955407e85f5dc6adf07a506eeb36af9baf5558e90c1d5d660b23f50f090,smooth,candidate_04,2,True,30,30,,,17369562
state_06_candidate_01_r0,state_06,6db40955407e85f5dc6adf07a506eeb36af9baf5558e90c1d5d660b23f50f090,smooth,candidate_01,0,True,30,30,,,15523683
state_06_candidate_05_r3,state_06,6db40955407e85f5dc6adf07a506eeb36af9baf5558e90c1d5d660b23f50f090,smooth,candidate_05,3,True,30,30,,,16659798
state_06_candidate_01_r1,state_06,6db40955407e85f5dc6adf07a506eeb36af9baf5558e90c1d5d660b23f50f090,smooth,candidate_01,1,True,30,30,,,16607274
state_06_candidate_02_r2,state_06,6db40955407e85f5dc6adf07a506eeb36af9baf5558e90c1d5d660b23f50f090,smooth,candidate_02,2,True,30,30,,,17308295
state_06_candidate_03_r1,state_06,6db40955407e85f5dc6adf07a506eeb36af9baf5558e90c1d5d660b23f50f090,smooth,candidate_03,1,True,30,30,,,18452101
state_06_candidate_04_r4,state_06,6db40955407e85f5dc6adf07a506eeb36af9baf5558e90c1d5d660b23f50f090,smooth,candidate_04,4,True,30,30,,,17624818
state_06_candidate_02_r0,state_06,6db40955407e85f5dc6adf07a506eeb36af9baf5558e90c1d5d660b23f50f090,smooth,candidate_02,0,True,30,30,,,16812360
state_06_candidate_00_r1,state_06,6db40955407e85f5dc6adf07a506eeb36af9baf5558e90c1d5d660b23f50f090,smooth,candidate_00,1,True,30,30,,,18784899
state_06_candidate_02_r3,state_06,6db40955407e85f5dc6adf07a506eeb36af9baf5558e90c1d5d660b23f50f090,smooth,candidate_02,3,True,30,30,,,15747951
state_06_candidate_04_r1,state_06,6db40955407e85f5dc6adf07a506eeb36af9baf5558e90c1d5d660b23f50f090,smooth,candidate_04,1,True,30,30,,,18761568
state_06_candidate_00_r0,state_06,6db40955407e85f5dc6adf07a506eeb36af9baf5558e90c1d5d660b23f50f090,smooth,candidate_00,0,True,30,30,,,18155439
state_06_candidate_04_r0,state_06,6db40955407e85f5dc6adf07a506eeb36af9baf5558e90c1d5d660b23f50f090,smooth,candidate_04,0,True,30,30,,,17503051
state_06_candidate_05_r0,state_06,6db40955407e85f5dc6adf07a506eeb36af9baf5558e90c1d5d660b23f50f090,smooth,candidate_05,0,True,30,30,,,17808804
state_06_candidate_02_r4,state_06,6db40955407e85f5dc6adf07a506eeb36af9baf5558e90c1d5d660b23f50f090,smooth,candidate_02,4,True,30,30,,,16877690
state_06_candidate_02_r1,state_06,6db40955407e85f5dc6adf07a506eeb36af9baf5558e90c1d5d660b23f50f090,smooth,candidate_02,1,True,30,30,,,17307534
state_06_candidate_05_r2,state_06,6db40955407e85f5dc6adf07a506eeb36af9baf5558e90c1d5d660b23f50f090,smooth,candidate_05,2,True,30,30,,,19127067
state_06_candidate_00_r3,state_06,6db40955407e85f5dc6adf07a506eeb36af9baf5558e90c1d5d660b23f50f090,smooth,candidate_00,3,True,30,30,,,15981848
state_06_candidate_03_r0,state_06,6db40955407e85f5dc6adf07a506eeb36af9baf5558e90c1d5d660b23f50f090,smooth,candidate_03,0,True,30,30,,,17502715
state_06_candidate_05_r1,state_06,6db40955407e85f5dc6adf07a506eeb36af9baf5558e90c1d5d660b23f50f090,smooth,candidate_05,1,True,30,30,,,16641805
