input_id,site_id,uid,method,repeats,accepted_count,internal_success_count,native_return_codes,position_error_m,orientation_error_rad,velocity_utilization,latency_ms,failure_reasons,known_legal_command_witness
state_18_candidate_02,state_18,3bfeb80ec3cbe3ef7693197d0bbe1ddb98d7af3fd734dc69e928826901fdb975,trac_task_20ms,5,5,5,"[1, 1, 1, 1, 1]","{'n': 5, 'mean': 0.00014000062073108206, 'p50': 0.00014000062073108206, 'p95': 0.00014000062073108206, 'p99': 0.00014000062073108206, 'max': 0.00014000062073108206}","{'n': 5, 'mean': 0.00013473689762756577, 'p50': 0.00013473689762756577, 'p95': 0.00013473689762756577, 'p99': 0.00013473689762756577, 'max': 0.00013473689762756577}","{'n': 5, 'mean': 0.7111268578861406, 'p50': 0.7111268578861406, 'p95': 0.7111268578861406, 'p99': 0.7111268578861406, 'max': 0.7111268578861406}","{'n': 5, 'mean': 0.37873100000000004, 'p50': 0.2964, 'p95': 0.6048471999999999, 'p99': 0.63193744, 'max': 0.63871}","['accepted', 'accepted', 'accepted', 'accepted', 'accepted']",outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_18_candidate_02_L1_dls_prediction.json
state_18_candidate_02,state_18,3bfeb80ec3cbe3ef7693197d0bbe1ddb98d7af3fd734dc69e928826901fdb975,dls_strict,1,1,0,[None],"{'n': 1, 'mean': 8.520196836789106e-05, 'p50': 8.520196836789106e-05, 'p95': 8.520196836789106e-05, 'p99': 8.520196836789106e-05, 'max': 8.520196836789106e-05}","{'n': 1, 'mean': 6.185970104821453e-05, 'p50': 6.185970104821453e-05, 'p95': 6.185970104821453e-05, 'p99': 6.185970104821453e-05, 'max': 6.185970104821453e-05}","{'n': 1, 'mean': 0.15214884169216322, 'p50': 0.15214884169216322, 'p95': 0.15214884169216322, 'p99': 0.15214884169216322, 'max': 0.15214884169216322}","{'n': 1, 'mean': 9.680817, 'p50': 9.680817, 'p95': 9.680817, 'p99': 9.680817, 'max': 9.680817}",['accepted'],outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_18_candidate_02_L1_dls_prediction.json
state_18_candidate_02,state_18,3bfeb80ec3cbe3ef7693197d0bbe1ddb98d7af3fd734dc69e928826901fdb975,dls_task,1,1,1,[None],"{'n': 1, 'mean': 0.0001371546825775993, 'p50': 0.0001371546825775993, 'p95': 0.0001371546825775993, 'p99': 0.0001371546825775993, 'max': 0.0001371546825775993}","{'n': 1, 'mean': 0.0002812903697862784, 'p50': 0.0002812903697862784, 'p95': 0.0002812903697862784, 'p99': 0.0002812903697862784, 'max': 0.0002812903697862784}","{'n': 1, 'mean': 0.14107506620175173, 'p50': 0.14107506620175173, 'p95': 0.14107506620175173, 'p99': 0.14107506620175173, 'max': 0.14107506620175173}","{'n': 1, 'mean': 0.98669, 'p50': 0.98669, 'p95': 0.98669, 'p99': 0.98669, 'max': 0.98669}",['accepted'],outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_18_candidate_02_L1_dls_prediction.json
state_18_candidate_03,state_18,3bfeb80ec3cbe3ef7693197d0bbe1ddb98d7af3fd734dc69e928826901fdb975,trac_strict_5ms,5,5,5,"[1, 1, 1, 1, 1]","{'n': 5, 'mean': 2.00934956147399e-06, 'p50': 2.00934956147399e-06, 'p95': 2.00934956147399e-06, 'p99': 2.00934956147399e-06, 'max': 2.00934956147399e-06}","{'n': 5, 'mean': 2.59934958184315e-06, 'p50': 2.59934958184315e-06, 'p95': 2.59934958184315e-06, 'p99': 2.59934958184315e-06, 'max': 2.59934958184315e-06}","{'n': 5, 'mean': 0.5520120650212389, 'p50': 0.5520120650212389, 'p95': 0.5520120650212389, 'p99': 0.5520120650212389, 'max': 0.5520120650212389}","{'n': 5, 'mean': 0.2869806, 'p50': 0.227693, 'p95': 0.5120663999999999, 'p99': 0.56760688, 'max': 0.581492}","['accepted', 'accepted', 'accepted', 'accepted', 'accepted']",outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_18_candidate_03_L1_dls_prediction.json
state_18_candidate_03,state_18,3bfeb80ec3cbe3ef7693197d0bbe1ddb98d7af3fd734dc69e928826901fdb975,trac_task_5ms,5,5,5,"[1, 1, 1, 1, 1]","{'n': 5, 'mean': 0.000139584684701021, 'p50': 0.000139584684701021, 'p95': 0.000139584684701021, 'p99': 0.000139584684701021, 'max': 0.000139584684701021}","{'n': 5, 'mean': 0.0001335872161075514, 'p50': 0.0001335872161075514, 'p95': 0.0001335872161075514, 'p99': 0.0001335872161075514, 'max': 0.0001335872161075514}","{'n': 5, 'mean': 0.7041464630174891, 'p50': 0.7041464630174891, 'p95': 0.7041464630174891, 'p99': 0.7041464630174891, 'max': 0.7041464630174891}","{'n': 5, 'mean': 0.20989019999999997, 'p50': 0.188695, 'p95': 0.28455119999999995, 'p99': 0.30249423999999997, 'max': 0.30698}","['accepted', 'accepted', 'accepted', 'accepted', 'accepted']",outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_18_candidate_03_L1_dls_prediction.json
state_18_candidate_03,state_18,3bfeb80ec3cbe3ef7693197d0bbe1ddb98d7af3fd734dc69e928826901fdb975,trac_strict_20ms,5,5,5,"[1, 1, 1, 1, 1]","{'n': 5, 'mean': 2.00934956147399e-06, 'p50': 2.00934956147399e-06, 'p95': 2.00934956147399e-06, 'p99': 2.00934956147399e-06, 'max': 2.00934956147399e-06}","{'n': 5, 'mean': 2.59934958184315e-06, 'p50': 2.59934958184315e-06, 'p95': 2.59934958184315e-06, 'p99': 2.59934958184315e-06, 'max': 2.59934958184315e-06}","{'n': 5, 'mean': 0.5520120650212389, 'p50': 0.5520120650212389, 'p95': 0.5520120650212389, 'p99': 0.5520120650212389, 'max': 0.5520120650212389}","{'n': 5, 'mean': 0.2611936, 'p50': 0.209436, 'p95': 0.4376727999999999, 'p99': 0.47878815999999996, 'max': 0.489067}","['accepted', 'accepted', 'accepted', 'accepted', 'accepted']",outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_18_candidate_03_L1_dls_prediction.json
state_18_candidate_03,state_18,3bfeb80ec3cbe3ef7693197d0bbe1ddb98d7af3fd734dc69e928826901fdb975,trac_task_20ms,5,5,5,"[1, 1, 1, 1, 1]","{'n': 5, 'mean': 0.000139584684701021, 'p50': 0.000139584684701021, 'p95': 0.000139584684701021, 'p99': 0.000139584684701021, 'max': 0.000139584684701021}","{'n': 5, 'mean': 0.0001335872161075514, 'p50': 0.0001335872161075514, 'p95': 0.0001335872161075514, 'p99': 0.0001335872161075514, 'max': 0.0001335872161075514}","{'n': 5, 'mean': 0.7041464630174891, 'p50': 0.7041464630174891, 'p95': 0.7041464630174891, 'p99': 0.7041464630174891, 'max': 0.7041464630174891}","{'n': 5, 'mean': 0.2659922, 'p50': 0.226654, 'p95': 0.43286559999999996, 'p99': 0.46672031999999997, 'max': 0.475184}","['accepted', 'accepted', 'accepted', 'accepted', 'accepted']",outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_18_candidate_03_L1_dls_prediction.json
state_18_candidate_03,state_18,3bfeb80ec3cbe3ef7693197d0bbe1ddb98d7af3fd734dc69e928826901fdb975,dls_strict,1,1,0,[None],"{'n': 1, 'mean': 8.573393651817523e-05, 'p50': 8.573393651817523e-05, 'p95': 8.573393651817523e-05, 'p99': 8.573393651817523e-05, 'max': 8.573393651817523e-05}","{'n': 1, 'mean': 6.219864018135909e-05, 'p50': 6.219864018135909e-05, 'p95': 6.219864018135909e-05, 'p99': 6.219864018135909e-05, 'max': 6.219864018135909e-05}","{'n': 1, 'mean': 0.15322546473708873, 'p50': 0.15322546473708873, 'p95': 0.15322546473708873, 'p99': 0.15322546473708873, 'max': 0.15322546473708873}","{'n': 1, 'mean': 8.961528, 'p50': 8.961528, 'p95': 8.961528, 'p99': 8.961528, 'max': 8.961528}",['accepted'],outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_18_candidate_03_L1_dls_prediction.json
state_18_candidate_03,state_18,3bfeb80ec3cbe3ef7693197d0bbe1ddb98d7af3fd734dc69e928826901fdb975,dls_task,1,1,1,[None],"{'n': 1, 'mean': 0.00013858177951276695, 'p50': 0.00013858177951276695, 'p95': 0.00013858177951276695, 'p99': 0.00013858177951276695, 'max': 0.00013858177951276695}","{'n': 1, 'mean': 0.00027570405251161874, 'p50': 0.00027570405251161874, 'p95': 0.00027570405251161874, 'p99': 0.00027570405251161874, 'max': 0.00027570405251161874}","{'n': 1, 'mean': 0.14453821430212613, 'p50': 0.14453821430212613, 'p95': 0.14453821430212613, 'p99': 0.14453821430212613, 'max': 0.14453821430212613}","{'n': 1, 'mean': 0.633261, 'p50': 0.633261, 'p95': 0.633261, 'p99': 0.633261, 'max': 0.633261}",['accepted'],outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_18_candidate_03_L1_dls_prediction.json
state_18_candidate_04,state_18,3bfeb80ec3cbe3ef7693197d0bbe1ddb98d7af3fd734dc69e928826901fdb975,trac_strict_5ms,5,5,5,"[1, 1, 1, 1, 1]","{'n': 5, 'mean': 2.0724202877445473e-06, 'p50': 2.0724202877445473e-06, 'p95': 2.0724202877445473e-06, 'p99': 2.0724202877445473e-06, 'max': 2.0724202877445473e-06}","{'n': 5, 'mean': 2.6226309405424485e-06, 'p50': 2.6226309405424485e-06, 'p95': 2.6226309405424485e-06, 'p99': 2.6226309405424485e-06, 'max': 2.6226309405424485e-06}","{'n': 5, 'mean': 0.5576760301661589, 'p50': 0.5576760301661589, 'p95': 0.5576760301661589, 'p99': 0.5576760301661589, 'max': 0.5576760301661589}","{'n': 5, 'mean': 0.3278154, 'p50': 0.225646, 'p95': 0.5529202, 'p99': 0.57304724, 'max': 0.578079}","['accepted', 'accepted', 'accepted', 'accepted', 'accepted']",outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_18_candidate_04_L1_dls_prediction.json
state_18_candidate_04,state_18,3bfeb80ec3cbe3ef7693197d0bbe1ddb98d7af3fd734dc69e928826901fdb975,trac_task_5ms,5,5,5,"[1, 1, 1, 1, 1]","{'n': 5, 'mean': 0.00014028282972184536, 'p50': 0.00014028282972184536, 'p95': 0.00014028282972184536, 'p99': 0.00014028282972184536, 'max': 0.00014028282972184536}","{'n': 5, 'mean': 0.0001352385599159166, 'p50': 0.0001352385599159166, 'p95': 0.0001352385599159166, 'p99': 0.0001352385599159166, 'max': 0.0001352385599159166}","{'n': 5, 'mean': 0.7143839135385414, 'p50': 0.7143839135385414, 'p95': 0.7143839135385414, 'p99': 0.7143839135385414, 'max': 0.7143839135385414}","{'n': 5, 'mean': 0.23942380000000002, 'p50': 0.20537, 'p95': 0.3391852, 'p99': 0.35190584, 'max': 0.355086}","['accepted', 'accepted', 'accepted', 'accepted', 'accepted']",outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_18_candidate_04_L1_dls_prediction.json
state_18_candidate_04,state_18,3bfeb80ec3cbe3ef7693197d0bbe1ddb98d7af3fd734dc69e928826901fdb975,trac_strict_20ms,5,5,5,"[1, 1, 1, 1, 1]","{'n': 5, 'mean': 2.0724202877445473e-06, 'p50': 2.0724202877445473e-06, 'p95': 2.0724202877445473e-06, 'p99': 2.0724202877445473e-06, 'max': 2.0724202877445473e-06}","{'n': 5, 'mean': 2.6226309405424485e-06, 'p50': 2.6226309405424485e-06, 'p95': 2.6226309405424485e-06, 'p99': 2.6226309405424485e-06, 'max': 2.6226309405424485e-06}","{'n': 5, 'mean': 0.5576760301661589, 'p50': 0.5576760301661589, 'p95': 0.5576760301661589, 'p99': 0.5576760301661589, 'max': 0.5576760301661589}","{'n': 5, 'mean': 0.24665779999999998, 'p50': 0.247195, 'p95': 0.29010260000000004, 'p99': 0.29433972, 'max': 0.295399}","['accepted', 'accepted', 'accepted', 'accepted', 'accepted']",outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_18_candidate_04_L1_dls_prediction.json
state_18_candidate_04,state_18,3bfeb80ec3cbe3ef7693197d0bbe1ddb98d7af3fd734dc69e928826901fdb975,trac_task_20ms,5,5,5,"[1, 1, 1, 1, 1]","{'n': 5, 'mean': 0.00014028282972184536, 'p50': 0.00014028282972184536, 'p95': 0.00014028282972184536, 'p99': 0.00014028282972184536, 'max': 0.00014028282972184536}","{'n': 5, 'mean': 0.0001352385599159166, 'p50': 0.0001352385599159166, 'p95': 0.0001352385599159166, 'p99': 0.0001352385599159166, 'max': 0.0001352385599159166}","{'n': 5, 'mean': 0.7143839135385414, 'p50': 0.7143839135385414, 'p95': 0.7143839135385414, 'p99': 0.7143839135385414, 'max': 0.7143839135385414}","{'n': 5, 'mean': 0.25296100000000005, 'p50': 0.20083, 'p95': 0.4002286, 'p99': 0.42957692000000003, 'max': 0.436914}","['accepted', 'accepted', 'accepted', 'accepted', 'accepted']",outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_18_candidate_04_L1_dls_prediction.json
state_18_candidate_04,state_18,3bfeb80ec3cbe3ef7693197d0bbe1ddb98d7af3fd734dc69e928826901fdb975,dls_strict,1,1,0,[None],"{'n': 1, 'mean': 8.490292257102036e-05, 'p50': 8.490292257102036e-05, 'p95': 8.490292257102036e-05, 'p99': 8.490292257102036e-05, 'max': 8.490292257102036e-05}","{'n': 1, 'mean': 6.165566648336105e-05, 'p50': 6.165566648336105e-05, 'p95': 6.165566648336105e-05, 'p99': 6.165566648336105e-05, 'max': 6.165566648336105e-05}","{'n': 1, 'mean': 0.15173369548093277, 'p50': 0.15173369548093277, 'p95': 0.15173369548093277, 'p99': 0.15173369548093277, 'max': 0.15173369548093277}","{'n': 1, 'mean': 9.71693, 'p50': 9.71693, 'p95': 9.71693, 'p99': 9.71693, 'max': 9.71693}",['accepted'],outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_18_candidate_04_L1_dls_prediction.json
state_18_candidate_04,state_18,3bfeb80ec3cbe3ef7693197d0bbe1ddb98d7af3fd734dc69e928826901fdb975,dls_task,1,1,1,[None],"{'n': 1, 'mean': 0.0001366440247522324, 'p50': 0.0001366440247522324, 'p95': 0.0001366440247522324, 'p99': 0.0001366440247522324, 'max': 0.0001366440247522324}","{'n': 1, 'mean': 0.0002834480120685862, 'p50': 0.0002834480120685862, 'p95': 0.0002834480120685862, 'p99': 0.0002834480120685862, 'max': 0.0002834480120685862}","{'n': 1, 'mean': 0.13992023387498237, 'p50': 0.13992023387498237, 'p95': 0.13992023387498237, 'p99': 0.13992023387498237, 'max': 0.13992023387498237}","{'n': 1, 'mean': 2.010875, 'p50': 2.010875, 'p95': 2.010875, 'p99': 2.010875, 'max': 2.010875}",['accepted'],outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_18_candidate_04_L1_dls_prediction.json
state_18_candidate_05,state_18,3bfeb80ec3cbe3ef7693197d0bbe1ddb98d7af3fd734dc69e928826901fdb975,trac_strict_5ms,5,5,5,"[1, 1, 1, 1, 1]","{'n': 5, 'mean': 2.015572365505519e-06, 'p50': 2.015572365505519e-06, 'p95': 2.015572365505519e-06, 'p99': 2.015572365505519e-06, 'max': 2.015572365505519e-06}","{'n': 5, 'mean': 2.5862600207070183e-06, 'p50': 2.5862600207070183e-06, 'p95': 2.5862600207070183e-06, 'p99': 2.5862600207070183e-06, 'max': 2.5862600207070183e-06}","{'n': 5, 'mean': 0.5538198144732974, 'p50': 0.5538198144732974, 'p95': 0.5538198144732974, 'p99': 0.5538198144732974, 'max': 0.5538198144732974}","{'n': 5, 'mean': 0.23561079999999998, 'p50': 0.220348, 'p95': 0.31248739999999997, 'p99': 0.32698627999999996, 'max': 0.330611}","['accepted', 'accepted', 'accepted', 'accepted', 'accepted']",outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_18_candidate_05_L1_dls_prediction.json
state_18_candidate_05,state_18,3bfeb80ec3cbe3ef7693197d0bbe1ddb98d7af3fd734dc69e928826901fdb975,trac_task_5ms,5,5,5,"[1, 1, 1, 1, 1]","{'n': 5, 'mean': 0.00013972821639934407, 'p50': 0.00013972821639934407, 'p95': 0.00013972821639934407, 'p99': 0.00013972821639934407, 'max': 0.00013972821639934407}","{'n': 5, 'mean': 0.00013413924156556779, 'p50': 0.00013413924156556779, 'p95': 0.00013413924156556779, 'p99': 0.00013413924156556779, 'max': 0.00013413924156556779}","{'n': 5, 'mean': 0.7073505873448788, 'p50': 0.7073505873448788, 'p95': 0.7073505873448788, 'p99': 0.7073505873448788, 'max': 0.7073505873448788}","{'n': 5, 'mean': 0.22517880000000004, 'p50': 0.198445, 'p95': 0.3174166, 'p99': 0.33273852, 'max': 0.336569}","['accepted', 'accepted', 'accepted', 'accepted', 'accepted']",outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_18_candidate_05_L1_dls_prediction.json
state_18_candidate_05,state_18,3bfeb80ec3cbe3ef7693197d0bbe1ddb98d7af3fd734dc69e928826901fdb975,trac_strict_20ms,5,5,5,"[1, 1, 1, 1, 1]","{'n': 5, 'mean': 2.015572365505519e-06, 'p50': 2.015572365505519e-06, 'p95': 2.015572365505519e-06, 'p99': 2.015572365505519e-06, 'max': 2.015572365505519e-06}","{'n': 5, 'mean': 2.5862600207070183e-06, 'p50': 2.5862600207070183e-06, 'p95': 2.5862600207070183e-06, 'p99': 2.5862600207070183e-06, 'max': 2.5862600207070183e-06}","{'n': 5, 'mean': 0.5538198144732974, 'p50': 0.5538198144732974, 'p95': 0.5538198144732974, 'p99': 0.5538198144732974, 'max': 0.5538198144732974}","{'n': 5, 'mean': 0.4211488, 'p50': 0.449175, 'p95': 0.6727332, 'p99': 0.70417304, 'max': 0.712033}","['accepted', 'accepted', 'accepted', 'accepted', 'accepted']",outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_18_candidate_05_L1_dls_prediction.json
state_18_candidate_05,state_18,3bfeb80ec3cbe3ef7693197d0bbe1ddb98d7af3fd734dc69e928826901fdb975,trac_task_20ms,5,5,5,"[1, 1, 1, 1, 1]","{'n': 5, 'mean': 0.00013972821639934407, 'p50': 0.00013972821639934407, 'p95': 0.00013972821639934407, 'p99': 0.00013972821639934407, 'max': 0.00013972821639934407}","{'n': 5, 'mean': 0.00013413924156556779, 'p50': 0.00013413924156556779, 'p95': 0.00013413924156556779, 'p99': 0.00013413924156556779, 'max': 0.00013413924156556779}","{'n': 5, 'mean': 0.7073505873448788, 'p50': 0.7073505873448788, 'p95': 0.7073505873448788, 'p99': 0.7073505873448788, 'max': 0.7073505873448788}","{'n': 5, 'mean': 0.3349794, 'p50': 0.256719, 'p95': 0.6403745999999999, 'p99': 0.71654852, 'max': 0.735592}","['accepted', 'accepted', 'accepted', 'accepted', 'accepted']",outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_18_candidate_05_L1_dls_prediction.json
state_18_candidate_05,state_18,3bfeb80ec3cbe3ef7693197d0bbe1ddb98d7af3fd734dc69e928826901fdb975,dls_strict,1,1,0,[None],"{'n': 1, 'mean': 8.551983983154505e-05, 'p50': 8.551983983154505e-05, 'p95': 8.551983983154505e-05, 'p99': 8.551983983154505e-05, 'max': 8.551983983154505e-05}","{'n': 1, 'mean': 6.206987356659939e-05, 'p50': 6.206987356659939e-05, 'p95': 6.206987356659939e-05, 'p99': 6.206987356659939e-05, 'max': 6.206987356659939e-05}","{'n': 1, 'mean': 0.15268403928941246, 'p50': 0.15268403928941246, 'p95': 0.15268403928941246, 'p99': 0.15268403928941246, 'max': 0.15268403928941246}","{'n': 1, 'mean': 10.755632, 'p50': 10.755632, 'p95': 10.755632, 'p99': 10.755632, 'max': 10.755632}",['accepted'],outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_18_candidate_05_L1_dls_prediction.json
state_18_candidate_05,state_18,3bfeb80ec3cbe3ef7693197d0bbe1ddb98d7af3fd734dc69e928826901fdb975,dls_task,1,1,1,[None],"{'n': 1, 'mean': 0.00013784028303337654, 'p50': 0.00013784028303337654, 'p95': 0.00013784028303337654, 'p99': 0.00013784028303337654, 'max': 0.00013784028303337654}","{'n': 1, 'mean': 0.00027851575137569795, 'p50': 0.00027851575137569795, 'p95': 0.00027851575137569795, 'p99': 0.00027851575137569795, 'max': 0.00027851575137569795}","{'n': 1, 'mean': 0.14269155823254515, 'p50': 0.14269155823254515, 'p95': 0.14269155823254515, 'p99': 0.14269155823254515, 'max': 0.14269155823254515}","{'n': 1, 'mean': 0.603631, 'p50': 0.603631, 'p95': 0.603631, 'p99': 0.603631, 'max': 0.603631}",['accepted'],outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_18_candidate_05_L1_dls_prediction.json
state_13_candidate_00,state_13,0041eb55dd40437ac17fe39ad8e73df25d7db92ccc7ab532775994d081047948,trac_strict_5ms,5,5,5,"[1, 1, 1, 1, 1]","{'n': 5, 'mean': 2.5322000817348777e-07, 'p50': 2.5322000817348777e-07, 'p95': 2.5322000817348777e-07, 'p99': 2.5322000817348777e-07, 'max': 2.5322000817348777e-07}","{'n': 5, 'mean': 9.87995437729532e-07, 'p50': 9.87995437729532e-07, 'p95': 9.87995437729532e-07, 'p99': 9.87995437729532e-07, 'max': 9.87995437729532e-07}","{'n': 5, 'mean': 0.3058204403337658, 'p50': 0.3058204403337658, 'p95': 0.3058204403337658, 'p99': 0.3058204403337658, 'max': 0.3058204403337658}","{'n': 5, 'mean': 0.30735840000000003, 'p50': 0.256121, 'p95': 0.4805615999999999, 'p99': 0.51762672, 'max': 0.526893}","['accepted', 'accepted', 'accepted', 'accepted', 'accepted']",outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_13_candidate_00_L1_dls_prediction.json
state_13_candidate_00,state_13,0041eb55dd40437ac17fe39ad8e73df25d7db92ccc7ab532775994d081047948,trac_task_5ms,5,5,5,"[1, 1, 1, 1, 1]","{'n': 5, 'mean': 0.000696098231736965, 'p50': 0.000696098231736965, 'p95': 0.000696098231736965, 'p99': 0.000696098231736965, 'max': 0.000696098231736965}","{'n': 5, 'mean': 0.004247701285806147, 'p50': 0.004247701285806147, 'p95': 0.004247701285806147, 'p99': 0.004247701285806147, 'max': 0.004247701285806147}","{'n': 5, 'mean': 0.9999999999999986, 'p50': 0.9999999999999987, 'p95': 0.9999999999999987, 'p99': 0.9999999999999987, 'max': 0.9999999999999987}","{'n': 5, 'mean': 0.23391800000000001, 'p50': 0.181707, 'p95': 0.39940639999999994, 'p99': 0.44218048, 'max': 0.452874}","['accepted', 'accepted', 'accepted', 'accepted', 'accepted']",outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_13_candidate_00_L1_dls_prediction.json
state_13_candidate_00,state_13,0041eb55dd40437ac17fe39ad8e73df25d7db92ccc7ab532775994d081047948,trac_strict_20ms,5,5,5,"[1, 1, 1, 1, 1]","{'n': 5, 'mean': 2.5322000817348777e-07, 'p50': 2.5322000817348777e-07, 'p95': 2.5322000817348777e-07, 'p99': 2.5322000817348777e-07, 'max': 2.5322000817348777e-07}","{'n': 5, 'mean': 9.87995437729532e-07, 'p50': 9.87995437729532e-07, 'p95': 9.87995437729532e-07, 'p99': 9.87995437729532e-07, 'max': 9.87995437729532e-07}","{'n': 5, 'mean': 0.3058204403337658, 'p50': 0.3058204403337658, 'p95': 0.3058204403337658, 'p99': 0.3058204403337658, 'max': 0.3058204403337658}","{'n': 5, 'mean': 0.30665139999999996, 'p50': 0.224761, 'p95': 0.5017476, 'p99': 0.53239512, 'max': 0.540057}","['accepted', 'accepted', 'accepted', 'accepted', 'accepted']",outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_13_candidate_00_L1_dls_prediction.json
state_13_candidate_00,state_13,0041eb55dd40437ac17fe39ad8e73df25d7db92ccc7ab532775994d081047948,trac_task_20ms,5,5,5,"[1, 1, 1, 1, 1]","{'n': 5, 'mean': 0.000696098231736965, 'p50': 0.000696098231736965, 'p95': 0.000696098231736965, 'p99': 0.000696098231736965, 'max': 0.000696098231736965}","{'n': 5, 'mean': 0.004247701285806147, 'p50': 0.004247701285806147, 'p95': 0.004247701285806147, 'p99': 0.004247701285806147, 'max': 0.004247701285806147}","{'n': 5, 'mean': 0.9999999999999986, 'p50': 0.9999999999999987, 'p95': 0.9999999999999987, 'p99': 0.9999999999999987, 'max': 0.9999999999999987}","{'n': 5, 'mean': 0.3505592, 'p50': 0.388073, 'p95': 0.469121, 'p99': 0.4705426, 'max': 0.470898}","['accepted', 'accepted', 'accepted', 'accepted', 'accepted']",outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_13_candidate_00_L1_dls_prediction.json
state_13_candidate_00,state_13,0041eb55dd40437ac17fe39ad8e73df25d7db92ccc7ab532775994d081047948,dls_strict,1,1,0,[None],"{'n': 1, 'mean': 1.0092691771826917e-05, 'p50': 1.0092691771826917e-05, 'p95': 1.0092691771826917e-05, 'p99': 1.0092691771826917e-05, 'max': 1.0092691771826917e-05}","{'n': 1, 'mean': 1.0640493782359547e-05, 'p50': 1.0640493782359547e-05, 'p95': 1.0640493782359547e-05, 'p99': 1.0640493782359547e-05, 'max': 1.0640493782359547e-05}","{'n': 1, 'mean': 0.1962313451426863, 'p50': 0.1962313451426863, 'p95': 0.1962313451426863, 'p99': 0.1962313451426863, 'max': 0.1962313451426863}","{'n': 1, 'mean': 13.087967, 'p50': 13.087967, 'p95': 13.087967, 'p99': 13.087967, 'max': 13.087967}",['accepted'],outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_13_candidate_00_L1_dls_prediction.json
state_13_candidate_00,state_13,0041eb55dd40437ac17fe39ad8e73df25d7db92ccc7ab532775994d081047948,dls_task,1,1,1,[None],"{'n': 1, 'mean': 0.00013966567838567709, 'p50': 0.00013966567838567709, 'p95': 0.00013966567838567709, 'p99': 0.00013966567838567709, 'max': 0.00013966567838567709}","{'n': 1, 'mean': 0.00032104755929571275, 'p50': 0.00032104755929571275, 'p95': 0.00032104755929571275, 'p99': 0.00032104755929571275, 'max': 0.00032104755929571275}","{'n': 1, 'mean': 0.19350390005167692, 'p50': 0.19350390005167692, 'p95': 0.19350390005167692, 'p99': 0.19350390005167692, 'max': 0.19350390005167692}","{'n': 1, 'mean': 0.603901, 'p50': 0.603901, 'p95': 0.603901, 'p99': 0.603901, 'max': 0.603901}",['accepted'],outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_13_candidate_00_L1_dls_prediction.json
state_13_candidate_01,state_13,0041eb55dd40437ac17fe39ad8e73df25d7db92ccc7ab532775994d081047948,trac_strict_5ms,5,5,5,"[1, 1, 1, 1, 1]","{'n': 5, 'mean': 3.7670375782615375e-07, 'p50': 3.7670375782615375e-07, 'p95': 3.7670375782615375e-07, 'p99': 3.7670375782615375e-07, 'max': 3.7670375782615375e-07}","{'n': 5, 'mean': 1.3585800055127194e-06, 'p50': 1.3585800055127194e-06, 'p95': 1.3585800055127194e-06, 'p99': 1.3585800055127194e-06, 'max': 1.3585800055127194e-06}","{'n': 5, 'mean': 0.298742622175409, 'p50': 0.298742622175409, 'p95': 0.298742622175409, 'p99': 0.298742622175409, 'max': 0.298742622175409}","{'n': 5, 'mean': 0.23670960000000002, 'p50': 0.21884, 'p95': 0.30208399999999996, 'p99': 0.31599279999999996, 'max': 0.31947}","['accepted', 'accepted', 'accepted', 'accepted', 'accepted']",outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_13_candidate_01_L1_dls_prediction.json
