method,trajectories,repeats,completion_counts_by_repeat,mean_completion_count,trajectory_completion_rate,deadline_completion_counts_by_repeat,mean_deadline_completion_count,all_repeat_completed_uids,any_repeat_completed_uids,zero_repeat_completed_uids,completion_repeats_per_uid,verified_frame_rate,frame_count,frame_latency_ms,within_5ms_rate,within_20ms_rate,accepted_within_20ms_rate,cumulative_ms_by_repeat,mean_cumulative_ms_per_sweep,cumulative_latency_per_trajectory_ms,accepted_position_error_m,accepted_orientation_error_rad,all_returned_position_error_m,all_returned_orientation_error_rad,velocity_utilization,accepted_velocity_utilization,native_or_internal_nonconvergence,public_accept_despite_internal_nonconvergence,native_return_codes,rejection_reasons,first_failure_kinds,dls_solver_fev,native_fev,statistics
trac_strict_5ms,40,3,"[34, 34, 34]",34.0,0.85,"[34, 34, 33]",33.666666666666664,"['0c2a95a498c1bf13c2df4295db29a5367cf069e157e300d36211ce1951b2bf0e', '125d0ba81f8f99703f34ce79c430375e614edd8d7281141ad9df7e9828fed992', '166f9f9c01b7bdb7e23bb78eb834aa40e45e3eac2d5c263419996286861ad9dc', '16ab30a670ddc1bb59f64aa11421a7a95e2a13b391b17e7261a85fb14178c0bc', '1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c', '380513eac133b886f7e375e39250059ba16f3133d3a5d3b8ff244470af2eb5ae', '40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a', '41c501982d64297056fe7d1239938d5f0fb508b8c32ed74b2b5c72d3bf1ddba1', '49e505b5dd8506da453322d27fabacda172e9baf611dd7b1ccac4b4220f68113', '4afc296390cd2da8318a4ba9544aebe6e73de828b20fea6cbaeedda3bf7a189f', '5560810f9d87891ba612f00a19811ec608860538b5dbf8f478a2cc168f4d1547', '62749969a81aa229bd98bbc6a77941b40960bf5ae0886a5dfe36f5eff62e5c1c', '6b43e53a09d43b068012e38e4082dc1a83a7da4ac12d3b1a7c10621fab8498a4', '6f61a4f090c2631561aee85944d25bbb3ec9ae75f330ddc67dd8f755fa60ea51', '703e80ee1a10cacc408a225bf4b9b1d1a8b7cd7c18ef82408fe61c8b6b1a1fa4', '827f4c481262ed599d5a62ea92d72f83f9d2baecaa5e733c4c0018e796d573d5', '8ffc69b10a990e9806b11a88aa9d56ad2edaf960a5dbd463eff00cf8c0b24859', '972b6c7f62ad2d88a1171405175e002fe4dad516aaa6300e4c090613265f4592', '98b02d6a697ef616fb15325aca1f5748ceba5d966785b4f1677767ebff16420f', 'a62f788b8607be02b7f7a70f0234d741c3a3ffbce60a66d892cb748dca4ac32c', 'a74d26d3694c4e4d15b8817c29ef75a4bd43cb4d8d1ebf3ae4154e26d80ab4a4', 'b88225558b53c7528d4fc1a56455ceac395ea6a65306515006580362af026e1e', 'ba9bbb877bd562764b9ad1fe612339400f4396f8e4e3ccdd742d4a4326684c27', 'bb2d7133de7083285ff7ede00b959e62fc3bf5dc626bfa521b77361d0f3f759e', 'c27c85dfc1ac902402f2c27d5ecd007325d528654413acef4dab0af30af48583', 'c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935', 'cdb906e5ffe0888b5856461ef6bee1b8809232e928fd853beb25f1903a7d798a', 'd8e06950cec2579c739f7f6d3dbb3628755dfd76be5740fad3bec38b4ef94cc6', 'e7257c22abc9d850802582540365f4bc972868280e40708e45700776b6ad2aca', 'e928208c5cfa766679be750c366c336bdeb1caea1f8283ea513bc5392401481b', 'ea5e2ac9bfe24625cf9368e4931dfe5a7f878c028b94ce7ca271455c05bad4e6', 'f77f30aad07c01747cccac5f99de0454266b5b9453dc6357da97f2c8d2529cfc', 'f786741c9f59d7d552811f1959141226fb4d169d5c149b34b1fb99edb7839b2c', 'fd96ca4300b705b343cbde5bb7d97076acca0d187b1d78fc9094c6cac23b640b']","['0c2a95a498c1bf13c2df4295db29a5367cf069e157e300d36211ce1951b2bf0e', '125d0ba81f8f99703f34ce79c430375e614edd8d7281141ad9df7e9828fed992', '166f9f9c01b7bdb7e23bb78eb834aa40e45e3eac2d5c263419996286861ad9dc', '16ab30a670ddc1bb59f64aa11421a7a95e2a13b391b17e7261a85fb14178c0bc', '1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c', '380513eac133b886f7e375e39250059ba16f3133d3a5d3b8ff244470af2eb5ae', '40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a', '41c501982d64297056fe7d1239938d5f0fb508b8c32ed74b2b5c72d3bf1ddba1', '49e505b5dd8506da453322d27fabacda172e9baf611dd7b1ccac4b4220f68113', '4afc296390cd2da8318a4ba9544aebe6e73de828b20fea6cbaeedda3bf7a189f', '5560810f9d87891ba612f00a19811ec608860538b5dbf8f478a2cc168f4d1547', '62749969a81aa229bd98bbc6a77941b40960bf5ae0886a5dfe36f5eff62e5c1c', '6b43e53a09d43b068012e38e4082dc1a83a7da4ac12d3b1a7c10621fab8498a4', '6f61a4f090c2631561aee85944d25bbb3ec9ae75f330ddc67dd8f755fa60ea51', '703e80ee1a10cacc408a225bf4b9b1d1a8b7cd7c18ef82408fe61c8b6b1a1fa4', '827f4c481262ed599d5a62ea92d72f83f9d2baecaa5e733c4c0018e796d573d5', '8ffc69b10a990e9806b11a88aa9d56ad2edaf960a5dbd463eff00cf8c0b24859', '972b6c7f62ad2d88a1171405175e002fe4dad516aaa6300e4c090613265f4592', '98b02d6a697ef616fb15325aca1f5748ceba5d966785b4f1677767ebff16420f', 'a62f788b8607be02b7f7a70f0234d741c3a3ffbce60a66d892cb748dca4ac32c', 'a74d26d3694c4e4d15b8817c29ef75a4bd43cb4d8d1ebf3ae4154e26d80ab4a4', 'b88225558b53c7528d4fc1a56455ceac395ea6a65306515006580362af026e1e', 'ba9bbb877bd562764b9ad1fe612339400f4396f8e4e3ccdd742d4a4326684c27', 'bb2d7133de7083285ff7ede00b959e62fc3bf5dc626bfa521b77361d0f3f759e', 'c27c85dfc1ac902402f2c27d5ecd007325d528654413acef4dab0af30af48583', 'c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935', 'cdb906e5ffe0888b5856461ef6bee1b8809232e928fd853beb25f1903a7d798a', 'd8e06950cec2579c739f7f6d3dbb3628755dfd76be5740fad3bec38b4ef94cc6', 'e7257c22abc9d850802582540365f4bc972868280e40708e45700776b6ad2aca', 'e928208c5cfa766679be750c366c336bdeb1caea1f8283ea513bc5392401481b', 'ea5e2ac9bfe24625cf9368e4931dfe5a7f878c028b94ce7ca271455c05bad4e6', 'f77f30aad07c01747cccac5f99de0454266b5b9453dc6357da97f2c8d2529cfc', 'f786741c9f59d7d552811f1959141226fb4d169d5c149b34b1fb99edb7839b2c', 'fd96ca4300b705b343cbde5bb7d97076acca0d187b1d78fc9094c6cac23b640b']","['4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab', '525ed23e41917cce27c978b0c676be43016f2541aa51a8185bbab7e6ce610192', '9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af', 'b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a', 'ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465', 'ea5503530085a4b7fba1457389f090742de31c9aa6ebe8907aa867289b032370']","{'0c2a95a498c1bf13c2df4295db29a5367cf069e157e300d36211ce1951b2bf0e': 3, '125d0ba81f8f99703f34ce79c430375e614edd8d7281141ad9df7e9828fed992': 3, '166f9f9c01b7bdb7e23bb78eb834aa40e45e3eac2d5c263419996286861ad9dc': 3, '16ab30a670ddc1bb59f64aa11421a7a95e2a13b391b17e7261a85fb14178c0bc': 3, '1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c': 3, '380513eac133b886f7e375e39250059ba16f3133d3a5d3b8ff244470af2eb5ae': 3, '40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a': 3, '41c501982d64297056fe7d1239938d5f0fb508b8c32ed74b2b5c72d3bf1ddba1': 3, '49e505b5dd8506da453322d27fabacda172e9baf611dd7b1ccac4b4220f68113': 3, '4afc296390cd2da8318a4ba9544aebe6e73de828b20fea6cbaeedda3bf7a189f': 3, '4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab': 0, '525ed23e41917cce27c978b0c676be43016f2541aa51a8185bbab7e6ce610192': 0, '5560810f9d87891ba612f00a19811ec608860538b5dbf8f478a2cc168f4d1547': 3, '62749969a81aa229bd98bbc6a77941b40960bf5ae0886a5dfe36f5eff62e5c1c': 3, '6b43e53a09d43b068012e38e4082dc1a83a7da4ac12d3b1a7c10621fab8498a4': 3, '6f61a4f090c2631561aee85944d25bbb3ec9ae75f330ddc67dd8f755fa60ea51': 3, '703e80ee1a10cacc408a225bf4b9b1d1a8b7cd7c18ef82408fe61c8b6b1a1fa4': 3, '827f4c481262ed599d5a62ea92d72f83f9d2baecaa5e733c4c0018e796d573d5': 3, '8ffc69b10a990e9806b11a88aa9d56ad2edaf960a5dbd463eff00cf8c0b24859': 3, '972b6c7f62ad2d88a1171405175e002fe4dad516aaa6300e4c090613265f4592': 3, '98b02d6a697ef616fb15325aca1f5748ceba5d966785b4f1677767ebff16420f': 3, '9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af': 0, 'a62f788b8607be02b7f7a70f0234d741c3a3ffbce60a66d892cb748dca4ac32c': 3, 'a74d26d3694c4e4d15b8817c29ef75a4bd43cb4d8d1ebf3ae4154e26d80ab4a4': 3, 'b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a': 0, 'b88225558b53c7528d4fc1a56455ceac395ea6a65306515006580362af026e1e': 3, 'ba9bbb877bd562764b9ad1fe612339400f4396f8e4e3ccdd742d4a4326684c27': 3, 'bb2d7133de7083285ff7ede00b959e62fc3bf5dc626bfa521b77361d0f3f759e': 3, 'c27c85dfc1ac902402f2c27d5ecd007325d528654413acef4dab0af30af48583': 3, 'c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935': 3, 'ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465': 0, 'cdb906e5ffe0888b5856461ef6bee1b8809232e928fd853beb25f1903a7d798a': 3, 'd8e06950cec2579c739f7f6d3dbb3628755dfd76be5740fad3bec38b4ef94cc6': 3, 'e7257c22abc9d850802582540365f4bc972868280e40708e45700776b6ad2aca': 3, 'e928208c5cfa766679be750c366c336bdeb1caea1f8283ea513bc5392401481b': 3, 'ea5503530085a4b7fba1457389f090742de31c9aa6ebe8907aa867289b032370': 0, 'ea5e2ac9bfe24625cf9368e4931dfe5a7f878c028b94ce7ca271455c05bad4e6': 3, 'f77f30aad07c01747cccac5f99de0454266b5b9453dc6357da97f2c8d2529cfc': 3, 'f786741c9f59d7d552811f1959141226fb4d169d5c149b34b1fb99edb7839b2c': 3, 'fd96ca4300b705b343cbde5bb7d97076acca0d187b1d78fc9094c6cac23b640b': 3}",0.9398333333333333,18000,"{'n': 18000, 'mean': 0.5312049210555556, 'p50': 0.189979, 'p95': 5.2489707, 'p99': 5.434410129999998, 'max': 48.126981}",0.9397777777777778,0.9999444444444444,0.9397777777777778,"[3157.275113, 3177.309703, 3227.103763]",3187.229526333334,"{'n': 120, 'mean': 79.68073815833333, 'p50': 34.0974505, 'p95': 417.52591629999995, 'p99': 450.2822596, 'max': 453.528535}","{'n': 16917, 'mean': 5.303580165260613e-07, 'p50': 2.9402794394244718e-08, 'p95': 3.4832687249665355e-06, 'p99': 7.985263726552888e-06, 'max': 1.4632921196975758e-05}","{'n': 16917, 'mean': 7.706248085052074e-07, 'p50': 5.37873169081468e-08, 'p95': 5.362085634936274e-06, 'p99': 1.087211973341578e-05, 'max': 1.4003528110547373e-05}","{'n': 18000, 'mean': 0.01102861913410795, 'p50': 3.412826366430685e-08, 'p95': 0.03625994877922138, 'p99': 0.31782180705382146, 'max': 0.46910630907375}","{'n': 18000, 'mean': 0.01876348577635371, 'p50': 6.463615619833198e-08, 'p95': 0.06344212180766971, 'p99': 0.5429115636114675, 'max': 0.7257303609578684}","{'n': 18000, 'mean': 0.2458605305165161, 'p50': 0.224725318713112, 'p95': 0.5677743702904925, 'p99': 0.7654985303174203, 'max': 0.9999999999999968}","{'n': 16917, 'mean': 0.26160013887198025, 'p50': 0.23263806024861966, 'p95': 0.5761472128577624, 'p99': 0.7714104064392591, 'max': 0.9999999999999968}",1083,0,"{'1': 16913, '-3': 1083, '2': 4}","{'position_tolerance': 1083, 'orientation_tolerance': 1074}","{'internal_nonconvergence+position_tolerance+orientation_tolerance': 12, 'internal_nonconvergence+position_tolerance': 6}",{'n': 0},,whole trajectory is independent unit; repeats nested; pooled frame quantiles descriptive only
trac_task_5ms,40,3,"[36, 37, 37]",36.666666666666664,0.9166666666666666,"[36, 36, 37]",36.333333333333336,"['0c2a95a498c1bf13c2df4295db29a5367cf069e157e300d36211ce1951b2bf0e', '125d0ba81f8f99703f34ce79c430375e614edd8d7281141ad9df7e9828fed992', '166f9f9c01b7bdb7e23bb78eb834aa40e45e3eac2d5c263419996286861ad9dc', '16ab30a670ddc1bb59f64aa11421a7a95e2a13b391b17e7261a85fb14178c0bc', '1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c', '380513eac133b886f7e375e39250059ba16f3133d3a5d3b8ff244470af2eb5ae', '40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a', '41c501982d64297056fe7d1239938d5f0fb508b8c32ed74b2b5c72d3bf1ddba1', '49e505b5dd8506da453322d27fabacda172e9baf611dd7b1ccac4b4220f68113', '4afc296390cd2da8318a4ba9544aebe6e73de828b20fea6cbaeedda3bf7a189f', '525ed23e41917cce27c978b0c676be43016f2541aa51a8185bbab7e6ce610192', '5560810f9d87891ba612f00a19811ec608860538b5dbf8f478a2cc168f4d1547', '62749969a81aa229bd98bbc6a77941b40960bf5ae0886a5dfe36f5eff62e5c1c', '6b43e53a09d43b068012e38e4082dc1a83a7da4ac12d3b1a7c10621fab8498a4', '6f61a4f090c2631561aee85944d25bbb3ec9ae75f330ddc67dd8f755fa60ea51', '703e80ee1a10cacc408a225bf4b9b1d1a8b7cd7c18ef82408fe61c8b6b1a1fa4', '827f4c481262ed599d5a62ea92d72f83f9d2baecaa5e733c4c0018e796d573d5', '8ffc69b10a990e9806b11a88aa9d56ad2edaf960a5dbd463eff00cf8c0b24859', '972b6c7f62ad2d88a1171405175e002fe4dad516aaa6300e4c090613265f4592', '98b02d6a697ef616fb15325aca1f5748ceba5d966785b4f1677767ebff16420f', '9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af', 'a62f788b8607be02b7f7a70f0234d741c3a3ffbce60a66d892cb748dca4ac32c', 'a74d26d3694c4e4d15b8817c29ef75a4bd43cb4d8d1ebf3ae4154e26d80ab4a4', 'b88225558b53c7528d4fc1a56455ceac395ea6a65306515006580362af026e1e', 'ba9bbb877bd562764b9ad1fe612339400f4396f8e4e3ccdd742d4a4326684c27', 'bb2d7133de7083285ff7ede00b959e62fc3bf5dc626bfa521b77361d0f3f759e', 'c27c85dfc1ac902402f2c27d5ecd007325d528654413acef4dab0af30af48583', 'c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935', 'cdb906e5ffe0888b5856461ef6bee1b8809232e928fd853beb25f1903a7d798a', 'd8e06950cec2579c739f7f6d3dbb3628755dfd76be5740fad3bec38b4ef94cc6', 'e7257c22abc9d850802582540365f4bc972868280e40708e45700776b6ad2aca', 'e928208c5cfa766679be750c366c336bdeb1caea1f8283ea513bc5392401481b', 'ea5e2ac9bfe24625cf9368e4931dfe5a7f878c028b94ce7ca271455c05bad4e6', 'f77f30aad07c01747cccac5f99de0454266b5b9453dc6357da97f2c8d2529cfc', 'f786741c9f59d7d552811f1959141226fb4d169d5c149b34b1fb99edb7839b2c', 'fd96ca4300b705b343cbde5bb7d97076acca0d187b1d78fc9094c6cac23b640b']","['0c2a95a498c1bf13c2df4295db29a5367cf069e157e300d36211ce1951b2bf0e', '125d0ba81f8f99703f34ce79c430375e614edd8d7281141ad9df7e9828fed992', '166f9f9c01b7bdb7e23bb78eb834aa40e45e3eac2d5c263419996286861ad9dc', '16ab30a670ddc1bb59f64aa11421a7a95e2a13b391b17e7261a85fb14178c0bc', '1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c', '380513eac133b886f7e375e39250059ba16f3133d3a5d3b8ff244470af2eb5ae', '40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a', '41c501982d64297056fe7d1239938d5f0fb508b8c32ed74b2b5c72d3bf1ddba1', '49e505b5dd8506da453322d27fabacda172e9baf611dd7b1ccac4b4220f68113', '4afc296390cd2da8318a4ba9544aebe6e73de828b20fea6cbaeedda3bf7a189f', '525ed23e41917cce27c978b0c676be43016f2541aa51a8185bbab7e6ce610192', '5560810f9d87891ba612f00a19811ec608860538b5dbf8f478a2cc168f4d1547', '62749969a81aa229bd98bbc6a77941b40960bf5ae0886a5dfe36f5eff62e5c1c', '6b43e53a09d43b068012e38e4082dc1a83a7da4ac12d3b1a7c10621fab8498a4', '6f61a4f090c2631561aee85944d25bbb3ec9ae75f330ddc67dd8f755fa60ea51', '703e80ee1a10cacc408a225bf4b9b1d1a8b7cd7c18ef82408fe61c8b6b1a1fa4', '827f4c481262ed599d5a62ea92d72f83f9d2baecaa5e733c4c0018e796d573d5', '8ffc69b10a990e9806b11a88aa9d56ad2edaf960a5dbd463eff00cf8c0b24859', '972b6c7f62ad2d88a1171405175e002fe4dad516aaa6300e4c090613265f4592', '98b02d6a697ef616fb15325aca1f5748ceba5d966785b4f1677767ebff16420f', '9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af', 'a62f788b8607be02b7f7a70f0234d741c3a3ffbce60a66d892cb748dca4ac32c', 'a74d26d3694c4e4d15b8817c29ef75a4bd43cb4d8d1ebf3ae4154e26d80ab4a4', 'b88225558b53c7528d4fc1a56455ceac395ea6a65306515006580362af026e1e', 'ba9bbb877bd562764b9ad1fe612339400f4396f8e4e3ccdd742d4a4326684c27', 'bb2d7133de7083285ff7ede00b959e62fc3bf5dc626bfa521b77361d0f3f759e', 'c27c85dfc1ac902402f2c27d5ecd007325d528654413acef4dab0af30af48583', 'c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935', 'cdb906e5ffe0888b5856461ef6bee1b8809232e928fd853beb25f1903a7d798a', 'd8e06950cec2579c739f7f6d3dbb3628755dfd76be5740fad3bec38b4ef94cc6', 'e7257c22abc9d850802582540365f4bc972868280e40708e45700776b6ad2aca', 'e928208c5cfa766679be750c366c336bdeb1caea1f8283ea513bc5392401481b', 'ea5503530085a4b7fba1457389f090742de31c9aa6ebe8907aa867289b032370', 'ea5e2ac9bfe24625cf9368e4931dfe5a7f878c028b94ce7ca271455c05bad4e6', 'f77f30aad07c01747cccac5f99de0454266b5b9453dc6357da97f2c8d2529cfc', 'f786741c9f59d7d552811f1959141226fb4d169d5c149b34b1fb99edb7839b2c', 'fd96ca4300b705b343cbde5bb7d97076acca0d187b1d78fc9094c6cac23b640b']","['4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab', 'b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a', 'ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465']","{'0c2a95a498c1bf13c2df4295db29a5367cf069e157e300d36211ce1951b2bf0e': 3, '125d0ba81f8f99703f34ce79c430375e614edd8d7281141ad9df7e9828fed992': 3, '166f9f9c01b7bdb7e23bb78eb834aa40e45e3eac2d5c263419996286861ad9dc': 3, '16ab30a670ddc1bb59f64aa11421a7a95e2a13b391b17e7261a85fb14178c0bc': 3, '1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c': 3, '380513eac133b886f7e375e39250059ba16f3133d3a5d3b8ff244470af2eb5ae': 3, '40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a': 3, '41c501982d64297056fe7d1239938d5f0fb508b8c32ed74b2b5c72d3bf1ddba1': 3, '49e505b5dd8506da453322d27fabacda172e9baf611dd7b1ccac4b4220f68113': 3, '4afc296390cd2da8318a4ba9544aebe6e73de828b20fea6cbaeedda3bf7a189f': 3, '4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab': 0, '525ed23e41917cce27c978b0c676be43016f2541aa51a8185bbab7e6ce610192': 3, '5560810f9d87891ba612f00a19811ec608860538b5dbf8f478a2cc168f4d1547': 3, '62749969a81aa229bd98bbc6a77941b40960bf5ae0886a5dfe36f5eff62e5c1c': 3, '6b43e53a09d43b068012e38e4082dc1a83a7da4ac12d3b1a7c10621fab8498a4': 3, '6f61a4f090c2631561aee85944d25bbb3ec9ae75f330ddc67dd8f755fa60ea51': 3, '703e80ee1a10cacc408a225bf4b9b1d1a8b7cd7c18ef82408fe61c8b6b1a1fa4': 3, '827f4c481262ed599d5a62ea92d72f83f9d2baecaa5e733c4c0018e796d573d5': 3, '8ffc69b10a990e9806b11a88aa9d56ad2edaf960a5dbd463eff00cf8c0b24859': 3, '972b6c7f62ad2d88a1171405175e002fe4dad516aaa6300e4c090613265f4592': 3, '98b02d6a697ef616fb15325aca1f5748ceba5d966785b4f1677767ebff16420f': 3, '9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af': 3, 'a62f788b8607be02b7f7a70f0234d741c3a3ffbce60a66d892cb748dca4ac32c': 3, 'a74d26d3694c4e4d15b8817c29ef75a4bd43cb4d8d1ebf3ae4154e26d80ab4a4': 3, 'b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a': 0, 'b88225558b53c7528d4fc1a56455ceac395ea6a65306515006580362af026e1e': 3, 'ba9bbb877bd562764b9ad1fe612339400f4396f8e4e3ccdd742d4a4326684c27': 3, 'bb2d7133de7083285ff7ede00b959e62fc3bf5dc626bfa521b77361d0f3f759e': 3, 'c27c85dfc1ac902402f2c27d5ecd007325d528654413acef4dab0af30af48583': 3, 'c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935': 3, 'ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465': 0, 'cdb906e5ffe0888b5856461ef6bee1b8809232e928fd853beb25f1903a7d798a': 3, 'd8e06950cec2579c739f7f6d3dbb3628755dfd76be5740fad3bec38b4ef94cc6': 3, 'e7257c22abc9d850802582540365f4bc972868280e40708e45700776b6ad2aca': 3, 'e928208c5cfa766679be750c366c336bdeb1caea1f8283ea513bc5392401481b': 3, 'ea5503530085a4b7fba1457389f090742de31c9aa6ebe8907aa867289b032370': 2, 'ea5e2ac9bfe24625cf9368e4931dfe5a7f878c028b94ce7ca271455c05bad4e6': 3, 'f77f30aad07c01747cccac5f99de0454266b5b9453dc6357da97f2c8d2529cfc': 3, 'f786741c9f59d7d552811f1959141226fb4d169d5c149b34b1fb99edb7839b2c': 3, 'fd96ca4300b705b343cbde5bb7d97076acca0d187b1d78fc9094c6cac23b640b': 3}",0.9727777777777777,18000,"{'n': 18000, 'mean': 0.3583801415, 'p50': 0.1789405, 'p95': 0.4836194999999999, 'p99': 5.304983239999999, 'max': 49.01391}",0.9726111111111111,0.9999444444444444,0.9727222222222223,"[2336.241218, 2057.953054, 2056.648275]",2150.280849,"{'n': 120, 'mean': 53.757021225, 'p50': 32.348124, 'p95': 212.62222905, 'p99': 434.58190092, 'max': 437.101471}","{'n': 17510, 'mean': 9.511128415455051e-05, 'p50': 4.93292049170623e-05, 'p95': 0.0003915027217962538, 'p99': 0.0006886048010524273, 'max': 0.0009679557010285766}","{'n': 17510, 'mean': 0.0002443059963413398, 'p50': 6.384567934149903e-05, 'p95': 0.0006618330140174024, 'p99': 0.004980022313333026, 'max': 0.008139200422681337}","{'n': 18000, 'mean': 0.004624663038618568, 'p50': 5.185363652085992e-05, 'p95': 0.0005615836285726365, 'p99': 0.2033325383996418, 'max': 0.4340109943225915}","{'n': 18000, 'mean': 0.005971452946467144, 'p50': 6.562430121552333e-05, 'p95': 0.0031898826038067045, 'p99': 0.2929718312768881, 'max': 0.4992362093249317}","{'n': 18000, 'mean': 0.25097510546826135, 'p50': 0.22668368226313762, 'p95': 0.567208385674563, 'p99': 0.7521746036822454, 'max': 0.9999999999999968}","{'n': 17510, 'mean': 0.25799839511300426, 'p50': 0.2302918622428991, 'p95': 0.5689684179384297, 'p99': 0.7544996501479319, 'max': 0.9999999999999968}",490,0,"{'1': 17477, '-3': 490, '2': 33}","{'position_tolerance': 490, 'orientation_tolerance': 483}","{'internal_nonconvergence+position_tolerance+orientation_tolerance': 7, 'internal_nonconvergence+position_tolerance': 3}",{'n': 0},,whole trajectory is independent unit; repeats nested; pooled frame quantiles descriptive only
