run_id,site_id,uid,family,method,repeat,frames,initial_q,complete,accepted_frames,all_frames_within_20ms,complete_within_20ms,first_failure_frame,first_failure_kind,total_latency_ns
trajectory_09_trac_task_20ms_r2,trajectory_09,6b43e53a09d43b068012e38e4082dc1a83a7da4ac12d3b1a7c10621fab8498a4,smooth,trac_task_20ms,2,150,"[-0.8367052668124645, -0.3490568543459072, 0.3621738339902801, -1.736849667613814, 0.3776862381049445, 0.9048085081579296, 0.8919601144745188]",True,150,True,True,,,26367941
trajectory_12_trac_task_20ms_r2,trajectory_12,ea5503530085a4b7fba1457389f090742de31c9aa6ebe8907aa867289b032370,near_singular,trac_task_20ms,2,150,"[0.8822446021518249, 0.32307848886988044, 1.1099170111061665, -0.5311475740193101, 1.6436929333293564, 3.0234363006954905, 2.1297500197666706]",True,150,True,True,,,45977969
trajectory_20_trac_strict_5ms_r1,trajectory_20,5560810f9d87891ba612f00a19811ec608860538b5dbf8f478a2cc168f4d1547,joint_limit_return,trac_strict_5ms,1,150,"[-0.22148567967826394, -0.6085874328213129, 1.3965318127137998, -1.7582177758063704, 2.5953000000000004, 1.8613505237616152, -1.399248123458735]",True,150,True,True,,,29812005
trajectory_30_trac_strict_20ms_r2,trajectory_30,f77f30aad07c01747cccac5f99de0454266b5b9453dc6357da97f2c8d2529cfc,high_curvature,trac_strict_20ms,2,150,"[-0.39310145848585587, -0.6845806395722984, -1.2736963660852803, -0.9229715773785083, -0.8930553735853004, 2.3149905873608216, 1.6893288223417833]",True,150,True,True,,,34695469
trajectory_02_dls_task_r0,trajectory_02,98b02d6a697ef616fb15325aca1f5748ceba5d966785b4f1677767ebff16420f,smooth,dls_task,0,150,"[0.056557153600618394, -0.4657534384121058, -1.1419831974705708, -1.4383966732452471, 1.331994761005881, 1.3188297469261385, 1.1179755468881623]",True,150,True,True,,,80659914
trajectory_34_trac_task_20ms_r0,trajectory_34,bb2d7133de7083285ff7ede00b959e62fc3bf5dc626bfa521b77361d0f3f759e,high_curvature,trac_task_20ms,0,150,"[-1.1592058713003646, 0.1964021212531033, -0.5464022436655562, -1.1510687856947253, -1.2981413533683839, 1.8437018291450857, 1.1925764049191467]",True,150,True,True,,,30960075
trajectory_33_trac_strict_5ms_r1,trajectory_33,8ffc69b10a990e9806b11a88aa9d56ad2edaf960a5dbd463eff00cf8c0b24859,high_curvature,trac_strict_5ms,1,150,"[1.1325331407798795, -0.24168033549200896, 1.142004970794806, -1.6131923278761438, -0.5890204370403808, 2.139254897660019, 1.6872434359450823]",True,150,True,True,,,32565865
trajectory_39_trac_task_20ms_r1,trajectory_39,380513eac133b886f7e375e39250059ba16f3133d3a5d3b8ff244470af2eb5ae,high_curvature,trac_task_20ms,1,150,"[-0.307114665759767, -0.09197021608207229, -0.14399381623305213, -1.4276557589841654, -0.748637356572919, 0.9586713226335238, 0.7436312353884212]",True,150,True,True,,,30195966
trajectory_19_trac_task_20ms_r0,trajectory_19,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,near_singular,trac_task_20ms,0,150,"[-0.03060445922038979, -0.3593492877060506, -1.2467035941951523, -0.126137630567838, 0.8699032398592739, 2.160835781962167, 0.24650263438720615]",True,150,True,True,,,36116145
trajectory_00_trac_task_20ms_r1,trajectory_00,ba9bbb877bd562764b9ad1fe612339400f4396f8e4e3ccdd742d4a4326684c27,smooth,trac_task_20ms,1,150,"[1.8045525647893919, 0.2263076606986511, -0.3372067100575985, -1.8921996499596407, -0.11880835884944438, 1.6265685925609459, 0.3582006672127863]",True,150,True,True,,,33254066
trajectory_19_dls_task_r0,trajectory_19,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,near_singular,dls_task,0,150,"[-0.03060445922038979, -0.3593492877060506, -1.2467035941951523, -0.126137630567838, 0.8699032398592739, 2.160835781962167, 0.24650263438720615]",True,150,True,True,,,78637251
trajectory_05_trac_task_20ms_r1,trajectory_05,972b6c7f62ad2d88a1171405175e002fe4dad516aaa6300e4c090613265f4592,smooth,trac_task_20ms,1,150,"[-0.9892198445653801, 0.2872736026545637, 1.0138596631306713, -1.6464611733727983, 0.3087200674841857, 2.593075401037617, 1.3721903607232058]",True,150,True,True,,,26683172
trajectory_24_trac_strict_5ms_r0,trajectory_24,125d0ba81f8f99703f34ce79c430375e614edd8d7281141ad9df7e9828fed992,joint_limit_return,trac_strict_5ms,0,150,"[2.5953000000000004, 0.13956271326757885, 0.012917759794865924, -1.129547239807192, -0.17947528622231393, 2.5808292285913783, 1.268060620760703]",True,150,True,True,,,29753390
trajectory_23_trac_strict_5ms_r0,trajectory_23,703e80ee1a10cacc408a225bf4b9b1d1a8b7cd7c18ef82408fe61c8b6b1a1fa4,joint_limit_return,trac_strict_5ms,0,150,"[1.5552069472326666, -0.09386180337858052, 1.172032425903462, -1.5681437929380007, 0.6237919629324234, 1.433829794801732, 2.5953000000000004]",True,150,True,True,,,30450501
trajectory_03_trac_strict_5ms_r0,trajectory_03,e928208c5cfa766679be750c366c336bdeb1caea1f8283ea513bc5392401481b,smooth,trac_strict_5ms,0,150,"[0.08800023792878346, -0.7243631304519502, -1.0644025585873105, -1.6912192273227877, 0.5323392897106182, 1.5759703045285698, 0.9688872373949686]",True,150,True,True,,,27480346
trajectory_17_trac_task_5ms_r1,trajectory_17,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,near_singular,trac_task_5ms,1,150,"[2.1369191868103536, 0.25626421705746927, 1.7066903334546386, -0.2229465464073862, 0.9240499189826179, 0.43592582302604443, -0.3475443071969706]",False,119,True,False,118,internal_nonconvergence+position_tolerance+orientation_tolerance,182892708
trajectory_30_trac_strict_20ms_r1,trajectory_30,f77f30aad07c01747cccac5f99de0454266b5b9453dc6357da97f2c8d2529cfc,high_curvature,trac_strict_20ms,1,150,"[-0.39310145848585587, -0.6845806395722984, -1.2736963660852803, -0.9229715773785083, -0.8930553735853004, 2.3149905873608216, 1.6893288223417833]",True,150,True,True,,,29000970
trajectory_03_trac_task_5ms_r1,trajectory_03,e928208c5cfa766679be750c366c336bdeb1caea1f8283ea513bc5392401481b,smooth,trac_task_5ms,1,150,"[0.08800023792878346, -0.7243631304519502, -1.0644025585873105, -1.6912192273227877, 0.5323392897106182, 1.5759703045285698, 0.9688872373949686]",True,150,True,True,,,27067682
trajectory_15_dls_strict_r0,trajectory_15,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,near_singular,dls_strict,0,150,"[1.23879274147841, -0.24112841600403906, -0.3669134703897978, -0.3009569846322578, -0.09840834676273053, 1.5462253889755246, -1.157829171391544]",True,150,True,True,,,876003050
trajectory_35_trac_task_5ms_r2,trajectory_35,e7257c22abc9d850802582540365f4bc972868280e40708e45700776b6ad2aca,high_curvature,trac_task_5ms,2,150,"[-1.1784869165560794, -0.41420567401016906, 0.7736549798252395, -1.7484750155884423, -0.8774782440807752, 1.7201431087931345, -1.161308223083616]",True,150,True,True,,,28253430
trajectory_19_trac_task_5ms_r0,trajectory_19,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,near_singular,trac_task_5ms,0,150,"[-0.03060445922038979, -0.3593492877060506, -1.2467035941951523, -0.126137630567838, 0.8699032398592739, 2.160835781962167, 0.24650263438720615]",True,150,True,True,,,29781836
trajectory_37_trac_strict_5ms_r0,trajectory_37,c27c85dfc1ac902402f2c27d5ecd007325d528654413acef4dab0af30af48583,high_curvature,trac_strict_5ms,0,150,"[-0.6274437144957354, 0.3078222635735559, 0.945096585024112, -2.0400645352277924, 0.6319408541590963, 1.7086604841095687, 0.06980067635767206]",True,150,True,True,,,27844091
trajectory_14_trac_task_5ms_r2,trajectory_14,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,near_singular,trac_task_5ms,2,150,"[-2.327317529874332, 0.28843825003694556, 2.0855301983360475, -0.7889771403739102, -2.6817228062679397, 2.5559366733107627, -1.2744275290899756]",False,115,True,False,115,internal_nonconvergence+position_tolerance,212386376
trajectory_06_trac_task_20ms_r1,trajectory_06,0c2a95a498c1bf13c2df4295db29a5367cf069e157e300d36211ce1951b2bf0e,smooth,trac_task_20ms,1,150,"[0.04879635360993188, 0.4722176505702096, -1.4167735850820002, -1.0592469194557286, -1.4030963489481403, 2.431844026251526, -1.5459525993409735]",True,150,True,True,,,27789913
trajectory_21_trac_strict_20ms_r1,trajectory_21,4afc296390cd2da8318a4ba9544aebe6e73de828b20fea6cbaeedda3bf7a189f,joint_limit_return,trac_strict_20ms,1,150,"[0.6383027055682345, 1.4607999999999999, 1.3891908132826067, -1.370218783454471, -0.470730268965795, 1.706755020082932, 0.09698989258391427]",True,150,True,True,,,27504909
trajectory_24_trac_strict_5ms_r2,trajectory_24,125d0ba81f8f99703f34ce79c430375e614edd8d7281141ad9df7e9828fed992,joint_limit_return,trac_strict_5ms,2,150,"[2.5953000000000004, 0.13956271326757885, 0.012917759794865924, -1.129547239807192, -0.17947528622231393, 2.5808292285913783, 1.268060620760703]",True,150,True,True,,,27765486
trajectory_28_dls_task_r0,trajectory_28,41c501982d64297056fe7d1239938d5f0fb508b8c32ed74b2b5c72d3bf1ddba1,joint_limit_return,dls_task,0,150,"[1.0002694865926336, -0.6952350165551249, -0.27533203313792715, -0.3718, 0.871667779279456, 2.582756878731669, 1.5950274657528718]",True,150,True,True,,,81386072
trajectory_13_trac_task_20ms_r2,trajectory_13,49e505b5dd8506da453322d27fabacda172e9baf611dd7b1ccac4b4220f68113,near_singular,trac_task_20ms,2,150,"[-0.5642432075369469, -0.15715193578438877, -2.1345451119679355, -0.7142783897493015, 1.3154620627371993, 2.589163366799795, -0.8723786480923549]",True,150,True,True,,,26328309
trajectory_02_trac_task_5ms_r1,trajectory_02,98b02d6a697ef616fb15325aca1f5748ceba5d966785b4f1677767ebff16420f,smooth,trac_task_5ms,1,150,"[0.056557153600618394, -0.4657534384121058, -1.1419831974705708, -1.4383966732452471, 1.331994761005881, 1.3188297469261385, 1.1179755468881623]",True,150,True,True,,,30824745
trajectory_22_trac_strict_5ms_r0,trajectory_22,166f9f9c01b7bdb7e23bb78eb834aa40e45e3eac2d5c263419996286861ad9dc,joint_limit_return,trac_strict_5ms,0,150,"[2.5953000000000004, -0.3393281371969309, 0.019766507731749983, -1.9773861498909304, -1.5773208606503901, 2.5071508027378084, -1.2995698575115116]",True,150,True,True,,,29024993
trajectory_29_dls_strict_r0,trajectory_29,16ab30a670ddc1bb59f64aa11421a7a95e2a13b391b17e7261a85fb14178c0bc,joint_limit_return,dls_strict,0,150,"[-1.2650513767980658, -0.43971291762964715, -1.3728146429403614, -1.7544168184300677, 0.3698512018232597, 3.4505000000000003, 0.05150820077903298]",True,150,True,True,,,181692044
trajectory_39_trac_task_20ms_r2,trajectory_39,380513eac133b886f7e375e39250059ba16f3133d3a5d3b8ff244470af2eb5ae,high_curvature,trac_task_20ms,2,150,"[-0.307114665759767, -0.09197021608207229, -0.14399381623305213, -1.4276557589841654, -0.748637356572919, 0.9586713226335238, 0.7436312353884212]",True,150,True,True,,,26630617
trajectory_08_trac_task_20ms_r1,trajectory_08,a74d26d3694c4e4d15b8817c29ef75a4bd43cb4d8d1ebf3ae4154e26d80ab4a4,smooth,trac_task_20ms,1,150,"[-1.462696734239917, -0.2789995870774813, 0.4845991838372743, -1.2110958349056624, -0.03164688393548826, 2.250389768298455, 1.3413988619998096]",True,150,True,True,,,26402262
trajectory_36_trac_strict_5ms_r0,trajectory_36,fd96ca4300b705b343cbde5bb7d97076acca0d187b1d78fc9094c6cac23b640b,high_curvature,trac_strict_5ms,0,150,"[0.40000408668931736, -0.48746864683241387, -0.584845899901387, -1.4547797451769853, -1.1073320862801925, 2.415286074104135, 0.5552344850418183]",True,150,True,True,,,27629885
trajectory_07_trac_task_5ms_r2,trajectory_07,cdb906e5ffe0888b5856461ef6bee1b8809232e928fd853beb25f1903a7d798a,smooth,trac_task_5ms,2,150,"[-1.5394992506035106, 0.6108787929871341, 0.9928113030330141, -2.067733972795519, -0.1098307781822299, 1.1059518538522677, 1.6698609544803817]",True,150,True,True,,,27064648
trajectory_22_dls_task_r0,trajectory_22,166f9f9c01b7bdb7e23bb78eb834aa40e45e3eac2d5c263419996286861ad9dc,joint_limit_return,dls_task,0,150,"[2.5953000000000004, -0.3393281371969309, 0.019766507731749983, -1.9773861498909304, -1.5773208606503901, 2.5071508027378084, -1.2995698575115116]",True,150,True,True,,,83891416
trajectory_23_dls_strict_r0,trajectory_23,703e80ee1a10cacc408a225bf4b9b1d1a8b7cd7c18ef82408fe61c8b6b1a1fa4,joint_limit_return,dls_strict,0,150,"[1.5552069472326666, -0.09386180337858052, 1.172032425903462, -1.5681437929380007, 0.6237919629324234, 1.433829794801732, 2.5953000000000004]",True,150,True,True,,,345757624
trajectory_19_trac_strict_20ms_r2,trajectory_19,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,near_singular,trac_strict_20ms,2,150,"[-0.03060445922038979, -0.3593492877060506, -1.2467035941951523, -0.126137630567838, 0.8699032398592739, 2.160835781962167, 0.24650263438720615]",False,98,False,False,98,internal_nonconvergence+position_tolerance+orientation_tolerance,1091377112
trajectory_30_trac_task_5ms_r1,trajectory_30,f77f30aad07c01747cccac5f99de0454266b5b9453dc6357da97f2c8d2529cfc,high_curvature,trac_task_5ms,1,150,"[-0.39310145848585587, -0.6845806395722984, -1.2736963660852803, -0.9229715773785083, -0.8930553735853004, 2.3149905873608216, 1.6893288223417833]",True,150,True,True,,,27417397
trajectory_29_trac_task_5ms_r1,trajectory_29,16ab30a670ddc1bb59f64aa11421a7a95e2a13b391b17e7261a85fb14178c0bc,joint_limit_return,trac_task_5ms,1,150,"[-1.2650513767980658, -0.43971291762964715, -1.3728146429403614, -1.7544168184300677, 0.3698512018232597, 3.4505000000000003, 0.05150820077903298]",True,150,True,True,,,26143983
trajectory_37_trac_task_20ms_r2,trajectory_37,c27c85dfc1ac902402f2c27d5ecd007325d528654413acef4dab0af30af48583,high_curvature,trac_task_20ms,2,150,"[-0.6274437144957354, 0.3078222635735559, 0.945096585024112, -2.0400645352277924, 0.6319408541590963, 1.7086604841095687, 0.06980067635767206]",True,150,True,True,,,25805188
trajectory_24_dls_task_r0,trajectory_24,125d0ba81f8f99703f34ce79c430375e614edd8d7281141ad9df7e9828fed992,joint_limit_return,dls_task,0,150,"[2.5953000000000004, 0.13956271326757885, 0.012917759794865924, -1.129547239807192, -0.17947528622231393, 2.5808292285913783, 1.268060620760703]",True,150,True,True,,,81477151
trajectory_10_trac_strict_20ms_r0,trajectory_10,525ed23e41917cce27c978b0c676be43016f2541aa51a8185bbab7e6ce610192,near_singular,trac_strict_20ms,0,150,"[-1.011132834258865, 1.2328036941230358, 1.0828296380174245, -0.1764294550010968, 1.461251904355215, 1.5780051923310203, -2.420315024677472]",False,70,False,False,70,internal_nonconvergence+position_tolerance+orientation_tolerance,1650856841
trajectory_33_trac_task_20ms_r2,trajectory_33,8ffc69b10a990e9806b11a88aa9d56ad2edaf960a5dbd463eff00cf8c0b24859,high_curvature,trac_task_20ms,2,150,"[1.1325331407798795, -0.24168033549200896, 1.142004970794806, -1.6131923278761438, -0.5890204370403808, 2.139254897660019, 1.6872434359450823]",True,150,True,True,,,26550505
trajectory_30_trac_task_5ms_r0,trajectory_30,f77f30aad07c01747cccac5f99de0454266b5b9453dc6357da97f2c8d2529cfc,high_curvature,trac_task_5ms,0,150,"[-0.39310145848585587, -0.6845806395722984, -1.2736963660852803, -0.9229715773785083, -0.8930553735853004, 2.3149905873608216, 1.6893288223417833]",True,150,True,True,,,27052880
trajectory_36_trac_strict_20ms_r1,trajectory_36,fd96ca4300b705b343cbde5bb7d97076acca0d187b1d78fc9094c6cac23b640b,high_curvature,trac_strict_20ms,1,150,"[0.40000408668931736, -0.48746864683241387, -0.584845899901387, -1.4547797451769853, -1.1073320862801925, 2.415286074104135, 0.5552344850418183]",True,150,True,True,,,27826227
trajectory_16_trac_strict_5ms_r2,trajectory_16,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,near_singular,trac_strict_5ms,2,150,"[-0.8330069728077155, 0.9059204298240433, -1.2848682345049904, -0.942479272733609, 1.2252181668764945, 3.752499, -2.3388414437479788]",True,150,True,True,,,26276978
trajectory_14_trac_strict_5ms_r0,trajectory_14,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,near_singular,trac_strict_5ms,0,150,"[-2.327317529874332, 0.28843825003694556, 2.0855301983360475, -0.7889771403739102, -2.6817228062679397, 2.5559366733107627, -1.2744275290899756]",False,113,True,False,113,internal_nonconvergence+position_tolerance,215235145
trajectory_32_trac_task_20ms_r1,trajectory_32,f786741c9f59d7d552811f1959141226fb4d169d5c149b34b1fb99edb7839b2c,high_curvature,trac_task_20ms,1,150,"[1.1885466475819153, 0.7842913650765752, -0.6632590565683685, -1.837449333650879, 0.35183789772108187, 2.7949832084733055, 1.0425923000714907]",True,150,True,True,,,35282713
trajectory_37_trac_strict_20ms_r2,trajectory_37,c27c85dfc1ac902402f2c27d5ecd007325d528654413acef4dab0af30af48583,high_curvature,trac_strict_20ms,2,150,"[-0.6274437144957354, 0.3078222635735559, 0.945096585024112, -2.0400645352277924, 0.6319408541590963, 1.7086604841095687, 0.06980067635767206]",True,150,True,True,,,29068236
trajectory_31_trac_task_20ms_r1,trajectory_31,b88225558b53c7528d4fc1a56455ceac395ea6a65306515006580362af026e1e,high_curvature,trac_task_20ms,1,150,"[0.7241810171763957, -0.3087602434544925, -0.09772781078700638, -1.9130376188154201, 1.101742620368236, 2.5937868082135385, -1.6068193266811197]",True,150,True,True,,,30313819
trajectory_06_dls_strict_r0,trajectory_06,0c2a95a498c1bf13c2df4295db29a5367cf069e157e300d36211ce1951b2bf0e,smooth,dls_strict,0,150,"[0.04879635360993188, 0.4722176505702096, -1.4167735850820002, -1.0592469194557286, -1.4030963489481403, 2.431844026251526, -1.5459525993409735]",True,150,True,True,,,149299588
trajectory_37_trac_task_5ms_r2,trajectory_37,c27c85dfc1ac902402f2c27d5ecd007325d528654413acef4dab0af30af48583,high_curvature,trac_task_5ms,2,150,"[-0.6274437144957354, 0.3078222635735559, 0.945096585024112, -2.0400645352277924, 0.6319408541590963, 1.7086604841095687, 0.06980067635767206]",True,150,True,True,,,28023798
trajectory_14_trac_task_20ms_r2,trajectory_14,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,near_singular,trac_task_20ms,2,150,"[-2.327317529874332, 0.28843825003694556, 2.0855301983360475, -0.7889771403739102, -2.6817228062679397, 2.5559366733107627, -1.2744275290899756]",False,115,False,False,115,internal_nonconvergence+position_tolerance,744847926
trajectory_32_trac_strict_20ms_r0,trajectory_32,f786741c9f59d7d552811f1959141226fb4d169d5c149b34b1fb99edb7839b2c,high_curvature,trac_strict_20ms,0,150,"[1.1885466475819153, 0.7842913650765752, -0.6632590565683685, -1.837449333650879, 0.35183789772108187, 2.7949832084733055, 1.0425923000714907]",True,150,True,True,,,30164178
trajectory_12_trac_task_5ms_r1,trajectory_12,ea5503530085a4b7fba1457389f090742de31c9aa6ebe8907aa867289b032370,near_singular,trac_task_5ms,1,150,"[0.8822446021518249, 0.32307848886988044, 1.1099170111061665, -0.5311475740193101, 1.6436929333293564, 3.0234363006954905, 2.1297500197666706]",True,150,True,True,,,37177280
trajectory_34_trac_strict_5ms_r2,trajectory_34,bb2d7133de7083285ff7ede00b959e62fc3bf5dc626bfa521b77361d0f3f759e,high_curvature,trac_strict_5ms,2,150,"[-1.1592058713003646, 0.1964021212531033, -0.5464022436655562, -1.1510687856947253, -1.2981413533683839, 1.8437018291450857, 1.1925764049191467]",True,150,True,True,,,29418269
trajectory_32_trac_strict_20ms_r1,trajectory_32,f786741c9f59d7d552811f1959141226fb4d169d5c149b34b1fb99edb7839b2c,high_curvature,trac_strict_20ms,1,150,"[1.1885466475819153, 0.7842913650765752, -0.6632590565683685, -1.837449333650879, 0.35183789772108187, 2.7949832084733055, 1.0425923000714907]",True,150,True,True,,,32093497
trajectory_13_trac_task_5ms_r0,trajectory_13,49e505b5dd8506da453322d27fabacda172e9baf611dd7b1ccac4b4220f68113,near_singular,trac_task_5ms,0,150,"[-0.5642432075369469, -0.15715193578438877, -2.1345451119679355, -0.7142783897493015, 1.3154620627371993, 2.589163366799795, -0.8723786480923549]",True,150,True,True,,,28742334
trajectory_29_trac_task_20ms_r1,trajectory_29,16ab30a670ddc1bb59f64aa11421a7a95e2a13b391b17e7261a85fb14178c0bc,joint_limit_return,trac_task_20ms,1,150,"[-1.2650513767980658, -0.43971291762964715, -1.3728146429403614, -1.7544168184300677, 0.3698512018232597, 3.4505000000000003, 0.05150820077903298]",True,150,True,True,,,29578006
trajectory_26_trac_strict_5ms_r1,trajectory_26,b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a,joint_limit_return,trac_strict_5ms,1,150,"[-1.2550342189217967, 0.8686761431733064, 0.2653256626716707, -0.6211012746516752, 2.5953000000000004, 2.9384634835047447, 0.6912608648491174]",False,68,True,False,68,internal_nonconvergence+position_tolerance+orientation_tolerance,447787249
trajectory_20_trac_strict_20ms_r2,trajectory_20,5560810f9d87891ba612f00a19811ec608860538b5dbf8f478a2cc168f4d1547,joint_limit_return,trac_strict_20ms,2,150,"[-0.22148567967826394, -0.6085874328213129, 1.3965318127137998, -1.7582177758063704, 2.5953000000000004, 1.8613505237616152, -1.399248123458735]",True,150,True,True,,,38169104
trajectory_18_dls_strict_r0,trajectory_18,c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935,near_singular,dls_strict,0,150,"[-1.5238361610017774, -1.3484634516894036, 1.547551062431669, -0.6383213619062299, -0.5574062353674284, 1.0866475237195234, -2.8075372986730716]",True,150,True,True,,,652482032
trajectory_16_dls_strict_r0,trajectory_16,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,near_singular,dls_strict,0,150,"[-0.8330069728077155, 0.9059204298240433, -1.2848682345049904, -0.942479272733609, 1.2252181668764945, 3.752499, -2.3388414437479788]",True,150,True,True,,,896782274
trajectory_29_trac_task_5ms_r2,trajectory_29,16ab30a670ddc1bb59f64aa11421a7a95e2a13b391b17e7261a85fb14178c0bc,joint_limit_return,trac_task_5ms,2,150,"[-1.2650513767980658, -0.43971291762964715, -1.3728146429403614, -1.7544168184300677, 0.3698512018232597, 3.4505000000000003, 0.05150820077903298]",True,150,True,True,,,30453146
trajectory_38_trac_task_20ms_r1,trajectory_38,827f4c481262ed599d5a62ea92d72f83f9d2baecaa5e733c4c0018e796d573d5,high_curvature,trac_task_20ms,1,150,"[-0.536127060911361, -0.08141725730239946, 0.043470427836753756, -0.9476503459108423, 0.4437330072682833, 1.5864989045962217, 0.01054171868407297]",True,150,True,True,,,30898960
trajectory_03_trac_task_5ms_r2,trajectory_03,e928208c5cfa766679be750c366c336bdeb1caea1f8283ea513bc5392401481b,smooth,trac_task_5ms,2,150,"[0.08800023792878346, -0.7243631304519502, -1.0644025585873105, -1.6912192273227877, 0.5323392897106182, 1.5759703045285698, 0.9688872373949686]",True,150,True,True,,,74312828
trajectory_35_trac_strict_5ms_r0,trajectory_35,e7257c22abc9d850802582540365f4bc972868280e40708e45700776b6ad2aca,high_curvature,trac_strict_5ms,0,150,"[-1.1784869165560794, -0.41420567401016906, 0.7736549798252395, -1.7484750155884423, -0.8774782440807752, 1.7201431087931345, -1.161308223083616]",True,150,True,True,,,30720816
trajectory_33_dls_strict_r0,trajectory_33,8ffc69b10a990e9806b11a88aa9d56ad2edaf960a5dbd463eff00cf8c0b24859,high_curvature,dls_strict,0,150,"[1.1325331407798795, -0.24168033549200896, 1.142004970794806, -1.6131923278761438, -0.5890204370403808, 2.139254897660019, 1.6872434359450823]",True,150,True,True,,,202643623
trajectory_11_dls_strict_r0,trajectory_11,d8e06950cec2579c739f7f6d3dbb3628755dfd76be5740fad3bec38b4ef94cc6,near_singular,dls_strict,0,150,"[0.7392426362897311, -0.4541309806557701, 0.33920593071132676, -0.7226118979205809, 0.42217218197389644, 1.706232479295894, 1.7255318152236154]",True,150,True,True,,,572936360
trajectory_08_trac_task_5ms_r2,trajectory_08,a74d26d3694c4e4d15b8817c29ef75a4bd43cb4d8d1ebf3ae4154e26d80ab4a4,smooth,trac_task_5ms,2,150,"[-1.462696734239917, -0.2789995870774813, 0.4845991838372743, -1.2110958349056624, -0.03164688393548826, 2.250389768298455, 1.3413988619998096]",True,150,True,True,,,32883486
trajectory_19_trac_strict_20ms_r1,trajectory_19,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,near_singular,trac_strict_20ms,1,150,"[-0.03060445922038979, -0.3593492877060506, -1.2467035941951523, -0.126137630567838, 0.8699032398592739, 2.160835781962167, 0.24650263438720615]",False,98,False,False,98,internal_nonconvergence+position_tolerance+orientation_tolerance,1093129546
trajectory_13_trac_task_5ms_r1,trajectory_13,49e505b5dd8506da453322d27fabacda172e9baf611dd7b1ccac4b4220f68113,near_singular,trac_task_5ms,1,150,"[-0.5642432075369469, -0.15715193578438877, -2.1345451119679355, -0.7142783897493015, 1.3154620627371993, 2.589163366799795, -0.8723786480923549]",True,150,True,True,,,31175996
trajectory_15_trac_task_5ms_r2,trajectory_15,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,near_singular,trac_task_5ms,2,150,"[1.23879274147841, -0.24112841600403906, -0.3669134703897978, -0.3009569846322578, -0.09840834676273053, 1.5462253889755246, -1.157829171391544]",True,150,True,True,,,31304850
trajectory_04_trac_task_5ms_r1,trajectory_04,ea5e2ac9bfe24625cf9368e4931dfe5a7f878c028b94ce7ca271455c05bad4e6,smooth,trac_task_5ms,1,150,"[0.8764503189741217, 0.2484545572474624, 0.9858623530365795, -0.9168201917228007, 0.7620304348171548, 0.7162060872997005, 0.4674653348124861]",True,150,True,True,,,30639956
trajectory_06_trac_strict_5ms_r1,trajectory_06,0c2a95a498c1bf13c2df4295db29a5367cf069e157e300d36211ce1951b2bf0e,smooth,trac_strict_5ms,1,150,"[0.04879635360993188, 0.4722176505702096, -1.4167735850820002, -1.0592469194557286, -1.4030963489481403, 2.431844026251526, -1.5459525993409735]",True,150,True,True,,,32644056
trajectory_14_dls_strict_r0,trajectory_14,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,near_singular,dls_strict,0,150,"[-2.327317529874332, 0.28843825003694556, 2.0855301983360475, -0.7889771403739102, -2.6817228062679397, 2.5559366733107627, -1.2744275290899756]",True,150,True,True,,,1078738681
trajectory_28_trac_strict_20ms_r2,trajectory_28,41c501982d64297056fe7d1239938d5f0fb508b8c32ed74b2b5c72d3bf1ddba1,joint_limit_return,trac_strict_20ms,2,150,"[1.0002694865926336, -0.6952350165551249, -0.27533203313792715, -0.3718, 0.871667779279456, 2.582756878731669, 1.5950274657528718]",True,150,True,True,,,32468417
trajectory_04_trac_task_20ms_r1,trajectory_04,ea5e2ac9bfe24625cf9368e4931dfe5a7f878c028b94ce7ca271455c05bad4e6,smooth,trac_task_20ms,1,150,"[0.8764503189741217, 0.2484545572474624, 0.9858623530365795, -0.9168201917228007, 0.7620304348171548, 0.7162060872997005, 0.4674653348124861]",True,150,True,True,,,30585110
