robot,run_id,uid,family,method,repeat,complete,complete_within_20ms,total_latency_ns,source
panda,trajectory_20_trac_task_5ms_r1,5560810f9d87891ba612f00a19811ec608860538b5dbf8f478a2cc168f4d1547,joint_limit_return,trac_task_5ms,1,True,True,33730750,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_20_trac_task_5ms_r1.jsonl.gz
panda,trajectory_20_trac_task_5ms_r2,5560810f9d87891ba612f00a19811ec608860538b5dbf8f478a2cc168f4d1547,joint_limit_return,trac_task_5ms,2,True,True,25869969,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_20_trac_task_5ms_r2.jsonl.gz
panda,trajectory_21_dls_strict_r0,4afc296390cd2da8318a4ba9544aebe6e73de828b20fea6cbaeedda3bf7a189f,joint_limit_return,dls_strict,0,True,True,148077645,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_21_dls_strict_r0.jsonl.gz
panda,trajectory_21_dls_task_r0,4afc296390cd2da8318a4ba9544aebe6e73de828b20fea6cbaeedda3bf7a189f,joint_limit_return,dls_task,0,True,True,91958164,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_21_dls_task_r0.jsonl.gz
panda,trajectory_21_trac_strict_20ms_r0,4afc296390cd2da8318a4ba9544aebe6e73de828b20fea6cbaeedda3bf7a189f,joint_limit_return,trac_strict_20ms,0,True,True,37576630,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_21_trac_strict_20ms_r0.jsonl.gz
panda,trajectory_21_trac_strict_20ms_r1,4afc296390cd2da8318a4ba9544aebe6e73de828b20fea6cbaeedda3bf7a189f,joint_limit_return,trac_strict_20ms,1,True,True,27504909,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_21_trac_strict_20ms_r1.jsonl.gz
panda,trajectory_21_trac_strict_20ms_r2,4afc296390cd2da8318a4ba9544aebe6e73de828b20fea6cbaeedda3bf7a189f,joint_limit_return,trac_strict_20ms,2,True,True,34537112,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_21_trac_strict_20ms_r2.jsonl.gz
panda,trajectory_21_trac_strict_5ms_r0,4afc296390cd2da8318a4ba9544aebe6e73de828b20fea6cbaeedda3bf7a189f,joint_limit_return,trac_strict_5ms,0,True,True,33410198,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_21_trac_strict_5ms_r0.jsonl.gz
panda,trajectory_21_trac_strict_5ms_r1,4afc296390cd2da8318a4ba9544aebe6e73de828b20fea6cbaeedda3bf7a189f,joint_limit_return,trac_strict_5ms,1,True,True,34751433,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_21_trac_strict_5ms_r1.jsonl.gz
panda,trajectory_21_trac_strict_5ms_r2,4afc296390cd2da8318a4ba9544aebe6e73de828b20fea6cbaeedda3bf7a189f,joint_limit_return,trac_strict_5ms,2,True,True,38718554,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_21_trac_strict_5ms_r2.jsonl.gz
panda,trajectory_21_trac_task_20ms_r0,4afc296390cd2da8318a4ba9544aebe6e73de828b20fea6cbaeedda3bf7a189f,joint_limit_return,trac_task_20ms,0,True,True,26768339,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_21_trac_task_20ms_r0.jsonl.gz
panda,trajectory_21_trac_task_20ms_r1,4afc296390cd2da8318a4ba9544aebe6e73de828b20fea6cbaeedda3bf7a189f,joint_limit_return,trac_task_20ms,1,True,True,31370249,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_21_trac_task_20ms_r1.jsonl.gz
panda,trajectory_21_trac_task_20ms_r2,4afc296390cd2da8318a4ba9544aebe6e73de828b20fea6cbaeedda3bf7a189f,joint_limit_return,trac_task_20ms,2,True,True,33063533,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_21_trac_task_20ms_r2.jsonl.gz
panda,trajectory_21_trac_task_5ms_r0,4afc296390cd2da8318a4ba9544aebe6e73de828b20fea6cbaeedda3bf7a189f,joint_limit_return,trac_task_5ms,0,True,True,27136341,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_21_trac_task_5ms_r0.jsonl.gz
panda,trajectory_21_trac_task_5ms_r1,4afc296390cd2da8318a4ba9544aebe6e73de828b20fea6cbaeedda3bf7a189f,joint_limit_return,trac_task_5ms,1,True,True,31614146,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_21_trac_task_5ms_r1.jsonl.gz
panda,trajectory_21_trac_task_5ms_r2,4afc296390cd2da8318a4ba9544aebe6e73de828b20fea6cbaeedda3bf7a189f,joint_limit_return,trac_task_5ms,2,True,True,32626313,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_21_trac_task_5ms_r2.jsonl.gz
panda,trajectory_22_dls_strict_r0,166f9f9c01b7bdb7e23bb78eb834aa40e45e3eac2d5c263419996286861ad9dc,joint_limit_return,dls_strict,0,True,True,186956837,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_22_dls_strict_r0.jsonl.gz
panda,trajectory_22_dls_task_r0,166f9f9c01b7bdb7e23bb78eb834aa40e45e3eac2d5c263419996286861ad9dc,joint_limit_return,dls_task,0,True,True,83891416,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_22_dls_task_r0.jsonl.gz
panda,trajectory_22_trac_strict_20ms_r0,166f9f9c01b7bdb7e23bb78eb834aa40e45e3eac2d5c263419996286861ad9dc,joint_limit_return,trac_strict_20ms,0,True,True,34275288,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_22_trac_strict_20ms_r0.jsonl.gz
panda,trajectory_22_trac_strict_20ms_r1,166f9f9c01b7bdb7e23bb78eb834aa40e45e3eac2d5c263419996286861ad9dc,joint_limit_return,trac_strict_20ms,1,True,True,32900669,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_22_trac_strict_20ms_r1.jsonl.gz
panda,trajectory_22_trac_strict_20ms_r2,166f9f9c01b7bdb7e23bb78eb834aa40e45e3eac2d5c263419996286861ad9dc,joint_limit_return,trac_strict_20ms,2,True,True,33536079,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_22_trac_strict_20ms_r2.jsonl.gz
panda,trajectory_22_trac_strict_5ms_r0,166f9f9c01b7bdb7e23bb78eb834aa40e45e3eac2d5c263419996286861ad9dc,joint_limit_return,trac_strict_5ms,0,True,True,29024993,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_22_trac_strict_5ms_r0.jsonl.gz
panda,trajectory_22_trac_strict_5ms_r1,166f9f9c01b7bdb7e23bb78eb834aa40e45e3eac2d5c263419996286861ad9dc,joint_limit_return,trac_strict_5ms,1,True,True,38300136,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_22_trac_strict_5ms_r1.jsonl.gz
panda,trajectory_22_trac_strict_5ms_r2,166f9f9c01b7bdb7e23bb78eb834aa40e45e3eac2d5c263419996286861ad9dc,joint_limit_return,trac_strict_5ms,2,True,True,32919115,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_22_trac_strict_5ms_r2.jsonl.gz
panda,trajectory_22_trac_task_20ms_r0,166f9f9c01b7bdb7e23bb78eb834aa40e45e3eac2d5c263419996286861ad9dc,joint_limit_return,trac_task_20ms,0,True,True,37347422,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_22_trac_task_20ms_r0.jsonl.gz
panda,trajectory_22_trac_task_20ms_r1,166f9f9c01b7bdb7e23bb78eb834aa40e45e3eac2d5c263419996286861ad9dc,joint_limit_return,trac_task_20ms,1,True,True,34310391,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_22_trac_task_20ms_r1.jsonl.gz
panda,trajectory_22_trac_task_20ms_r2,166f9f9c01b7bdb7e23bb78eb834aa40e45e3eac2d5c263419996286861ad9dc,joint_limit_return,trac_task_20ms,2,True,True,32232511,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_22_trac_task_20ms_r2.jsonl.gz
panda,trajectory_22_trac_task_5ms_r0,166f9f9c01b7bdb7e23bb78eb834aa40e45e3eac2d5c263419996286861ad9dc,joint_limit_return,trac_task_5ms,0,True,True,34173556,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_22_trac_task_5ms_r0.jsonl.gz
panda,trajectory_22_trac_task_5ms_r1,166f9f9c01b7bdb7e23bb78eb834aa40e45e3eac2d5c263419996286861ad9dc,joint_limit_return,trac_task_5ms,1,True,True,26100225,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_22_trac_task_5ms_r1.jsonl.gz
panda,trajectory_22_trac_task_5ms_r2,166f9f9c01b7bdb7e23bb78eb834aa40e45e3eac2d5c263419996286861ad9dc,joint_limit_return,trac_task_5ms,2,True,True,35455346,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_22_trac_task_5ms_r2.jsonl.gz
panda,trajectory_23_dls_strict_r0,703e80ee1a10cacc408a225bf4b9b1d1a8b7cd7c18ef82408fe61c8b6b1a1fa4,joint_limit_return,dls_strict,0,True,True,345757624,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_23_dls_strict_r0.jsonl.gz
panda,trajectory_23_dls_task_r0,703e80ee1a10cacc408a225bf4b9b1d1a8b7cd7c18ef82408fe61c8b6b1a1fa4,joint_limit_return,dls_task,0,True,True,119832533,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_23_dls_task_r0.jsonl.gz
panda,trajectory_23_trac_strict_20ms_r0,703e80ee1a10cacc408a225bf4b9b1d1a8b7cd7c18ef82408fe61c8b6b1a1fa4,joint_limit_return,trac_strict_20ms,0,True,True,37530149,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_23_trac_strict_20ms_r0.jsonl.gz
panda,trajectory_23_trac_strict_20ms_r1,703e80ee1a10cacc408a225bf4b9b1d1a8b7cd7c18ef82408fe61c8b6b1a1fa4,joint_limit_return,trac_strict_20ms,1,True,True,38270678,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_23_trac_strict_20ms_r1.jsonl.gz
panda,trajectory_23_trac_strict_20ms_r2,703e80ee1a10cacc408a225bf4b9b1d1a8b7cd7c18ef82408fe61c8b6b1a1fa4,joint_limit_return,trac_strict_20ms,2,True,True,38368918,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_23_trac_strict_20ms_r2.jsonl.gz
panda,trajectory_23_trac_strict_5ms_r0,703e80ee1a10cacc408a225bf4b9b1d1a8b7cd7c18ef82408fe61c8b6b1a1fa4,joint_limit_return,trac_strict_5ms,0,True,True,30450501,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_23_trac_strict_5ms_r0.jsonl.gz
panda,trajectory_23_trac_strict_5ms_r1,703e80ee1a10cacc408a225bf4b9b1d1a8b7cd7c18ef82408fe61c8b6b1a1fa4,joint_limit_return,trac_strict_5ms,1,True,True,38353886,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_23_trac_strict_5ms_r1.jsonl.gz
panda,trajectory_23_trac_strict_5ms_r2,703e80ee1a10cacc408a225bf4b9b1d1a8b7cd7c18ef82408fe61c8b6b1a1fa4,joint_limit_return,trac_strict_5ms,2,True,True,42524587,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_23_trac_strict_5ms_r2.jsonl.gz
panda,trajectory_23_trac_task_20ms_r0,703e80ee1a10cacc408a225bf4b9b1d1a8b7cd7c18ef82408fe61c8b6b1a1fa4,joint_limit_return,trac_task_20ms,0,True,True,28350501,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_23_trac_task_20ms_r0.jsonl.gz
panda,trajectory_23_trac_task_20ms_r1,703e80ee1a10cacc408a225bf4b9b1d1a8b7cd7c18ef82408fe61c8b6b1a1fa4,joint_limit_return,trac_task_20ms,1,True,True,36091700,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_23_trac_task_20ms_r1.jsonl.gz
panda,trajectory_23_trac_task_20ms_r2,703e80ee1a10cacc408a225bf4b9b1d1a8b7cd7c18ef82408fe61c8b6b1a1fa4,joint_limit_return,trac_task_20ms,2,True,True,36505347,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_23_trac_task_20ms_r2.jsonl.gz
panda,trajectory_23_trac_task_5ms_r0,703e80ee1a10cacc408a225bf4b9b1d1a8b7cd7c18ef82408fe61c8b6b1a1fa4,joint_limit_return,trac_task_5ms,0,True,True,33076605,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_23_trac_task_5ms_r0.jsonl.gz
panda,trajectory_23_trac_task_5ms_r1,703e80ee1a10cacc408a225bf4b9b1d1a8b7cd7c18ef82408fe61c8b6b1a1fa4,joint_limit_return,trac_task_5ms,1,True,True,27184285,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_23_trac_task_5ms_r1.jsonl.gz
panda,trajectory_23_trac_task_5ms_r2,703e80ee1a10cacc408a225bf4b9b1d1a8b7cd7c18ef82408fe61c8b6b1a1fa4,joint_limit_return,trac_task_5ms,2,True,True,36584045,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_23_trac_task_5ms_r2.jsonl.gz
panda,trajectory_24_dls_strict_r0,125d0ba81f8f99703f34ce79c430375e614edd8d7281141ad9df7e9828fed992,joint_limit_return,dls_strict,0,True,True,147937276,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_24_dls_strict_r0.jsonl.gz
panda,trajectory_24_dls_task_r0,125d0ba81f8f99703f34ce79c430375e614edd8d7281141ad9df7e9828fed992,joint_limit_return,dls_task,0,True,True,81477151,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_24_dls_task_r0.jsonl.gz
panda,trajectory_24_trac_strict_20ms_r0,125d0ba81f8f99703f34ce79c430375e614edd8d7281141ad9df7e9828fed992,joint_limit_return,trac_strict_20ms,0,True,True,29049245,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_24_trac_strict_20ms_r0.jsonl.gz
panda,trajectory_24_trac_strict_20ms_r1,125d0ba81f8f99703f34ce79c430375e614edd8d7281141ad9df7e9828fed992,joint_limit_return,trac_strict_20ms,1,True,True,34757153,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_24_trac_strict_20ms_r1.jsonl.gz
panda,trajectory_24_trac_strict_20ms_r2,125d0ba81f8f99703f34ce79c430375e614edd8d7281141ad9df7e9828fed992,joint_limit_return,trac_strict_20ms,2,True,True,35631345,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_24_trac_strict_20ms_r2.jsonl.gz
panda,trajectory_24_trac_strict_5ms_r0,125d0ba81f8f99703f34ce79c430375e614edd8d7281141ad9df7e9828fed992,joint_limit_return,trac_strict_5ms,0,True,True,29753390,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_24_trac_strict_5ms_r0.jsonl.gz
panda,trajectory_24_trac_strict_5ms_r1,125d0ba81f8f99703f34ce79c430375e614edd8d7281141ad9df7e9828fed992,joint_limit_return,trac_strict_5ms,1,True,True,31306941,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_24_trac_strict_5ms_r1.jsonl.gz
panda,trajectory_24_trac_strict_5ms_r2,125d0ba81f8f99703f34ce79c430375e614edd8d7281141ad9df7e9828fed992,joint_limit_return,trac_strict_5ms,2,True,True,27765486,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_24_trac_strict_5ms_r2.jsonl.gz
panda,trajectory_24_trac_task_20ms_r0,125d0ba81f8f99703f34ce79c430375e614edd8d7281141ad9df7e9828fed992,joint_limit_return,trac_task_20ms,0,True,True,31265425,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_24_trac_task_20ms_r0.jsonl.gz
panda,trajectory_24_trac_task_20ms_r1,125d0ba81f8f99703f34ce79c430375e614edd8d7281141ad9df7e9828fed992,joint_limit_return,trac_task_20ms,1,True,True,34751264,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_24_trac_task_20ms_r1.jsonl.gz
panda,trajectory_24_trac_task_20ms_r2,125d0ba81f8f99703f34ce79c430375e614edd8d7281141ad9df7e9828fed992,joint_limit_return,trac_task_20ms,2,True,True,32074039,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_24_trac_task_20ms_r2.jsonl.gz
panda,trajectory_24_trac_task_5ms_r0,125d0ba81f8f99703f34ce79c430375e614edd8d7281141ad9df7e9828fed992,joint_limit_return,trac_task_5ms,0,True,True,31996622,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_24_trac_task_5ms_r0.jsonl.gz
panda,trajectory_24_trac_task_5ms_r1,125d0ba81f8f99703f34ce79c430375e614edd8d7281141ad9df7e9828fed992,joint_limit_return,trac_task_5ms,1,True,True,30859733,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_24_trac_task_5ms_r1.jsonl.gz
panda,trajectory_24_trac_task_5ms_r2,125d0ba81f8f99703f34ce79c430375e614edd8d7281141ad9df7e9828fed992,joint_limit_return,trac_task_5ms,2,True,True,30689051,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_24_trac_task_5ms_r2.jsonl.gz
panda,trajectory_25_dls_strict_r0,6f61a4f090c2631561aee85944d25bbb3ec9ae75f330ddc67dd8f755fa60ea51,joint_limit_return,dls_strict,0,True,True,184767040,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_25_dls_strict_r0.jsonl.gz
panda,trajectory_25_dls_task_r0,6f61a4f090c2631561aee85944d25bbb3ec9ae75f330ddc67dd8f755fa60ea51,joint_limit_return,dls_task,0,True,True,88702558,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_25_dls_task_r0.jsonl.gz
panda,trajectory_25_trac_strict_20ms_r0,6f61a4f090c2631561aee85944d25bbb3ec9ae75f330ddc67dd8f755fa60ea51,joint_limit_return,trac_strict_20ms,0,True,True,36741539,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_25_trac_strict_20ms_r0.jsonl.gz
panda,trajectory_25_trac_strict_20ms_r1,6f61a4f090c2631561aee85944d25bbb3ec9ae75f330ddc67dd8f755fa60ea51,joint_limit_return,trac_strict_20ms,1,True,True,31354274,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_25_trac_strict_20ms_r1.jsonl.gz
panda,trajectory_25_trac_strict_20ms_r2,6f61a4f090c2631561aee85944d25bbb3ec9ae75f330ddc67dd8f755fa60ea51,joint_limit_return,trac_strict_20ms,2,True,True,39374585,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_25_trac_strict_20ms_r2.jsonl.gz
panda,trajectory_25_trac_strict_5ms_r0,6f61a4f090c2631561aee85944d25bbb3ec9ae75f330ddc67dd8f755fa60ea51,joint_limit_return,trac_strict_5ms,0,True,True,35751277,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_25_trac_strict_5ms_r0.jsonl.gz
panda,trajectory_25_trac_strict_5ms_r1,6f61a4f090c2631561aee85944d25bbb3ec9ae75f330ddc67dd8f755fa60ea51,joint_limit_return,trac_strict_5ms,1,True,True,28040888,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_25_trac_strict_5ms_r1.jsonl.gz
panda,trajectory_25_trac_strict_5ms_r2,6f61a4f090c2631561aee85944d25bbb3ec9ae75f330ddc67dd8f755fa60ea51,joint_limit_return,trac_strict_5ms,2,True,True,31953553,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_25_trac_strict_5ms_r2.jsonl.gz
panda,trajectory_25_trac_task_20ms_r0,6f61a4f090c2631561aee85944d25bbb3ec9ae75f330ddc67dd8f755fa60ea51,joint_limit_return,trac_task_20ms,0,True,True,31785884,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_25_trac_task_20ms_r0.jsonl.gz
panda,trajectory_25_trac_task_20ms_r1,6f61a4f090c2631561aee85944d25bbb3ec9ae75f330ddc67dd8f755fa60ea51,joint_limit_return,trac_task_20ms,1,True,True,25790097,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_25_trac_task_20ms_r1.jsonl.gz
panda,trajectory_25_trac_task_20ms_r2,6f61a4f090c2631561aee85944d25bbb3ec9ae75f330ddc67dd8f755fa60ea51,joint_limit_return,trac_task_20ms,2,True,True,37837209,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_25_trac_task_20ms_r2.jsonl.gz
panda,trajectory_25_trac_task_5ms_r0,6f61a4f090c2631561aee85944d25bbb3ec9ae75f330ddc67dd8f755fa60ea51,joint_limit_return,trac_task_5ms,0,True,True,30404232,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_25_trac_task_5ms_r0.jsonl.gz
panda,trajectory_25_trac_task_5ms_r1,6f61a4f090c2631561aee85944d25bbb3ec9ae75f330ddc67dd8f755fa60ea51,joint_limit_return,trac_task_5ms,1,True,True,30829540,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_25_trac_task_5ms_r1.jsonl.gz
panda,trajectory_25_trac_task_5ms_r2,6f61a4f090c2631561aee85944d25bbb3ec9ae75f330ddc67dd8f755fa60ea51,joint_limit_return,trac_task_5ms,2,True,True,34782720,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_25_trac_task_5ms_r2.jsonl.gz
panda,trajectory_26_dls_strict_r0,b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a,joint_limit_return,dls_strict,0,False,False,612887912,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_26_dls_strict_r0.jsonl.gz
panda,trajectory_26_dls_task_r0,b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a,joint_limit_return,dls_task,0,False,False,538290360,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_26_dls_task_r0.jsonl.gz
panda,trajectory_26_trac_strict_20ms_r0,b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a,joint_limit_return,trac_strict_20ms,0,False,False,1694206460,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_26_trac_strict_20ms_r0.jsonl.gz
panda,trajectory_26_trac_strict_20ms_r1,b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a,joint_limit_return,trac_strict_20ms,1,False,False,1680858736,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_26_trac_strict_20ms_r1.jsonl.gz
panda,trajectory_26_trac_strict_20ms_r2,b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a,joint_limit_return,trac_strict_20ms,2,False,False,1690696096,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_26_trac_strict_20ms_r2.jsonl.gz
panda,trajectory_26_trac_strict_5ms_r0,b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a,joint_limit_return,trac_strict_5ms,0,False,False,450867509,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_26_trac_strict_5ms_r0.jsonl.gz
panda,trajectory_26_trac_strict_5ms_r1,b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a,joint_limit_return,trac_strict_5ms,1,False,False,447787249,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_26_trac_strict_5ms_r1.jsonl.gz
panda,trajectory_26_trac_strict_5ms_r2,b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a,joint_limit_return,trac_strict_5ms,2,False,False,453528535,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_26_trac_strict_5ms_r2.jsonl.gz
panda,trajectory_26_trac_task_20ms_r0,b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a,joint_limit_return,trac_task_20ms,0,False,False,1591278212,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_26_trac_task_20ms_r0.jsonl.gz
panda,trajectory_26_trac_task_20ms_r1,b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a,joint_limit_return,trac_task_20ms,1,True,True,54764747,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_26_trac_task_20ms_r1.jsonl.gz
panda,trajectory_26_trac_task_20ms_r2,b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a,joint_limit_return,trac_task_20ms,2,True,True,73351566,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_26_trac_task_20ms_r2.jsonl.gz
panda,trajectory_26_trac_task_5ms_r0,b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a,joint_limit_return,trac_task_5ms,0,False,False,435452468,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_26_trac_task_5ms_r0.jsonl.gz
panda,trajectory_26_trac_task_5ms_r1,b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a,joint_limit_return,trac_task_5ms,1,False,False,437101471,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_26_trac_task_5ms_r1.jsonl.gz
panda,trajectory_26_trac_task_5ms_r2,b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a,joint_limit_return,trac_task_5ms,2,False,False,430870536,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_26_trac_task_5ms_r2.jsonl.gz
panda,trajectory_27_dls_strict_r0,62749969a81aa229bd98bbc6a77941b40960bf5ae0886a5dfe36f5eff62e5c1c,joint_limit_return,dls_strict,0,True,True,185938396,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_27_dls_strict_r0.jsonl.gz
panda,trajectory_27_dls_task_r0,62749969a81aa229bd98bbc6a77941b40960bf5ae0886a5dfe36f5eff62e5c1c,joint_limit_return,dls_task,0,True,True,89215631,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_27_dls_task_r0.jsonl.gz
panda,trajectory_27_trac_strict_20ms_r0,62749969a81aa229bd98bbc6a77941b40960bf5ae0886a5dfe36f5eff62e5c1c,joint_limit_return,trac_strict_20ms,0,True,True,33407135,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_27_trac_strict_20ms_r0.jsonl.gz
panda,trajectory_27_trac_strict_20ms_r1,62749969a81aa229bd98bbc6a77941b40960bf5ae0886a5dfe36f5eff62e5c1c,joint_limit_return,trac_strict_20ms,1,True,True,27645813,outputs/continuation_mechanism_study/tolerance_matched_solver_comparison/online_runs/trajectory_27_trac_strict_20ms_r1.jsonl.gz
