robot,method,uid,family,success,time
panda,trac_task_20ms,827f4c481262ed599d5a62ea92d72f83f9d2baecaa5e733c4c0018e796d573d5,high_curvature,1.0,34771947.333333336
panda,trac_task_20ms,380513eac133b886f7e375e39250059ba16f3133d3a5d3b8ff244470af2eb5ae,high_curvature,1.0,30130651.333333332
panda,trac_task_5ms,ba9bbb877bd562764b9ad1fe612339400f4396f8e4e3ccdd742d4a4326684c27,smooth,1.0,29258836.0
panda,trac_task_5ms,a62f788b8607be02b7f7a70f0234d741c3a3ffbce60a66d892cb748dca4ac32c,smooth,1.0,33520924.333333332
panda,trac_task_5ms,98b02d6a697ef616fb15325aca1f5748ceba5d966785b4f1677767ebff16420f,smooth,1.0,31261660.333333332
panda,trac_task_5ms,e928208c5cfa766679be750c366c336bdeb1caea1f8283ea513bc5392401481b,smooth,1.0,44561763.0
panda,trac_task_5ms,ea5e2ac9bfe24625cf9368e4931dfe5a7f878c028b94ce7ca271455c05bad4e6,smooth,1.0,32286993.0
panda,trac_task_5ms,972b6c7f62ad2d88a1171405175e002fe4dad516aaa6300e4c090613265f4592,smooth,1.0,30512824.666666668
panda,trac_task_5ms,0c2a95a498c1bf13c2df4295db29a5367cf069e157e300d36211ce1951b2bf0e,smooth,1.0,32807596.0
panda,trac_task_5ms,cdb906e5ffe0888b5856461ef6bee1b8809232e928fd853beb25f1903a7d798a,smooth,1.0,27144531.333333332
panda,trac_task_5ms,a74d26d3694c4e4d15b8817c29ef75a4bd43cb4d8d1ebf3ae4154e26d80ab4a4,smooth,1.0,33344989.0
panda,trac_task_5ms,6b43e53a09d43b068012e38e4082dc1a83a7da4ac12d3b1a7c10621fab8498a4,smooth,1.0,33988742.666666664
panda,trac_task_5ms,525ed23e41917cce27c978b0c676be43016f2541aa51a8185bbab7e6ce610192,near_singular,1.0,30053814.666666668
panda,trac_task_5ms,d8e06950cec2579c739f7f6d3dbb3628755dfd76be5740fad3bec38b4ef94cc6,near_singular,1.0,31313757.333333332
panda,trac_task_5ms,ea5503530085a4b7fba1457389f090742de31c9aa6ebe8907aa867289b032370,near_singular,0.6666666666666666,133032188.0
panda,trac_task_5ms,49e505b5dd8506da453322d27fabacda172e9baf611dd7b1ccac4b4220f68113,near_singular,1.0,30589937.666666668
panda,trac_task_5ms,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,near_singular,0.0,216014373.33333334
panda,trac_task_5ms,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,near_singular,1.0,29483266.666666668
panda,trac_task_5ms,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,near_singular,1.0,32341881.0
panda,trac_task_5ms,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,near_singular,0.0,190693607.0
panda,trac_task_5ms,c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935,near_singular,1.0,34013887.0
panda,trac_task_5ms,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,near_singular,1.0,37708892.0
panda,trac_task_5ms,5560810f9d87891ba612f00a19811ec608860538b5dbf8f478a2cc168f4d1547,joint_limit_return,1.0,30283003.666666668
panda,trac_task_5ms,4afc296390cd2da8318a4ba9544aebe6e73de828b20fea6cbaeedda3bf7a189f,joint_limit_return,1.0,30458933.333333332
panda,trac_task_5ms,166f9f9c01b7bdb7e23bb78eb834aa40e45e3eac2d5c263419996286861ad9dc,joint_limit_return,1.0,31909709.0
panda,trac_task_5ms,703e80ee1a10cacc408a225bf4b9b1d1a8b7cd7c18ef82408fe61c8b6b1a1fa4,joint_limit_return,1.0,32281645.0
panda,trac_task_5ms,125d0ba81f8f99703f34ce79c430375e614edd8d7281141ad9df7e9828fed992,joint_limit_return,1.0,31181802.0
panda,trac_task_5ms,6f61a4f090c2631561aee85944d25bbb3ec9ae75f330ddc67dd8f755fa60ea51,joint_limit_return,1.0,32005497.333333332
panda,trac_task_5ms,b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a,joint_limit_return,0.0,434474825.0
panda,trac_task_5ms,62749969a81aa229bd98bbc6a77941b40960bf5ae0886a5dfe36f5eff62e5c1c,joint_limit_return,1.0,34393455.666666664
panda,trac_task_5ms,41c501982d64297056fe7d1239938d5f0fb508b8c32ed74b2b5c72d3bf1ddba1,joint_limit_return,1.0,34221330.666666664
panda,trac_task_5ms,16ab30a670ddc1bb59f64aa11421a7a95e2a13b391b17e7261a85fb14178c0bc,joint_limit_return,1.0,27691942.333333332
panda,trac_task_5ms,f77f30aad07c01747cccac5f99de0454266b5b9453dc6357da97f2c8d2529cfc,high_curvature,1.0,29594855.666666668
panda,trac_task_5ms,b88225558b53c7528d4fc1a56455ceac395ea6a65306515006580362af026e1e,high_curvature,1.0,33256697.0
panda,trac_task_5ms,f786741c9f59d7d552811f1959141226fb4d169d5c149b34b1fb99edb7839b2c,high_curvature,1.0,33647618.666666664
panda,trac_task_5ms,8ffc69b10a990e9806b11a88aa9d56ad2edaf960a5dbd463eff00cf8c0b24859,high_curvature,1.0,32445121.666666668
panda,trac_task_5ms,bb2d7133de7083285ff7ede00b959e62fc3bf5dc626bfa521b77361d0f3f759e,high_curvature,1.0,52235086.0
panda,trac_task_5ms,e7257c22abc9d850802582540365f4bc972868280e40708e45700776b6ad2aca,high_curvature,1.0,30045740.333333332
panda,trac_task_5ms,fd96ca4300b705b343cbde5bb7d97076acca0d187b1d78fc9094c6cac23b640b,high_curvature,1.0,30315007.666666668
panda,trac_task_5ms,c27c85dfc1ac902402f2c27d5ecd007325d528654413acef4dab0af30af48583,high_curvature,1.0,32000683.333333332
panda,trac_task_5ms,827f4c481262ed599d5a62ea92d72f83f9d2baecaa5e733c4c0018e796d573d5,high_curvature,1.0,31655680.333333332
panda,trac_task_5ms,380513eac133b886f7e375e39250059ba16f3133d3a5d3b8ff244470af2eb5ae,high_curvature,1.0,32247749.333333332
ur5e,dls_strict,9a5eaa5a533abb994b7505aca361cebaf65ef495d064d694df4c023580e9cd0b,smooth,1.0,459284851.0
ur5e,dls_strict,2037257a8eb29f55e1baa50497e60c0cb87331a5da7e7a4344c8cded212a709f,smooth,1.0,456004804.0
ur5e,dls_strict,f87cbb198e6aa95e16ea15160dd1d4f545d70b0d61622238ff991b3a2d27786a,smooth,1.0,364774174.0
ur5e,dls_strict,b0e17067aaf6e660b04f8be634d639d569df55018bfb39821596146afb9736de,smooth,1.0,485160747.0
ur5e,dls_strict,ae12f9762615d4c9ac155883dd03d430cba862223b3fb491a4a1d1189e10a2b8,smooth,1.0,418666638.0
ur5e,dls_strict,386ce328d9e893da466d8af1dc09a15e66ae16a35efe9585b2d68e67da964fb7,smooth,1.0,432090108.0
ur5e,dls_strict,e2e620aa17071c959d153796e3b230f5780cc2b167c0a2e0b4bb029087169848,smooth,1.0,121798458.0
ur5e,dls_strict,2136e60219e4240e7b97c87a2f481c6642991ff7128b97a75454ffcee69e4a9c,smooth,0.0,607308534.0
ur5e,dls_strict,13896bc6c5f688854ad405268705ab3bb2a8fec56ac1e75c8a872707a3f652f8,smooth,1.0,1011666997.0
ur5e,dls_strict,5de0f5ff5025c915a9ca0194e6813b77637e2059d947b69d324216690202559b,smooth,1.0,261869256.0
ur5e,dls_strict,6105bc9f0df7e8baadfc8dd255f78c7bb3ddb066573e8f4fde9c385dbe5db694,near_singular,1.0,286595756.0
ur5e,dls_strict,e4188d53efbb54472d782b035a4214854136b6bb171d9aee6282590944abd39b,near_singular,1.0,732731356.0
ur5e,dls_strict,9ab3a7e22a338adf15a7eb240986a1d682820bcf958fc25dd9058bd66c51d502,near_singular,1.0,865262989.0
ur5e,dls_strict,929479d86d1af1569abbd00ff695f793876d0c13d1b6ef36f9f39dc04d36f80c,near_singular,1.0,445514036.0
ur5e,dls_strict,68244e8dec0d66d1a48832b1992c69f7c4c907fc930b958710e9220ae46bd192,near_singular,1.0,119887773.0
ur5e,dls_strict,bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea,near_singular,1.0,248452835.0
ur5e,dls_strict,ce26ff5e9952bacd57c54933b78db77a6ea0e1070f6563c04194dc00457f2656,near_singular,1.0,217669829.0
ur5e,dls_strict,5ff81edc43cf92c445ae661655f0f074229d3861bbbd0b57d14ad453615b9e25,near_singular,0.0,882939126.0
ur5e,dls_strict,17d92c7319719a45d08d673e5023c3f00687e4f5a57bdebde3dccc6370b94c3a,near_singular,0.0,671564620.0
ur5e,dls_strict,cf0b2892659faaddd69ba9d6172f4d41b4cbbe81ea9aa1fa891f59fcc8daec21,near_singular,1.0,628896036.0
ur5e,dls_strict,c0f0fa5983ead9bf72ff425c510b3208de5bd46dcc8efd876a735c868767ac8e,joint_limit_return,1.0,304097125.0
ur5e,dls_strict,28c799f101b845f2577d1584bde9de07634bcdda61cf814be0670f4c7adce911,joint_limit_return,1.0,834375069.0
ur5e,dls_strict,08551a27ac837f8ed54c41a0759eec98dbd199480066ac542298cbb032f6d99a,joint_limit_return,1.0,459062316.0
ur5e,dls_strict,08f895e22c5162e0796964649a1fcdb582c61bccc5e4d0e8b349bbca35756523,joint_limit_return,0.0,664405040.0
ur5e,dls_strict,d1ef5ab32f38a93c076857d0eea5dc9836af8df3c2111b752fe4a419473c1ff4,joint_limit_return,1.0,823112152.0
ur5e,dls_strict,d30c1e5c8c16af6e606ac7829229200ccae448efeb1a9cdad8b80da506691864,joint_limit_return,1.0,130050706.0
ur5e,dls_strict,234cd2a268d2d4ebc0f1b5ca1926ee196812079496ff3e6e19f17e48a5761d2c,joint_limit_return,1.0,432703217.0
ur5e,dls_strict,5e7743615ad75a997da2a3dfac5ecbaa6539b43fd5db8ecf4d7f9cc7331b3e15,joint_limit_return,0.0,729595682.0
ur5e,dls_strict,a4d21e54d799674aa3de252efe1304776a18586a5f8d95b6f975dad09cacd372,joint_limit_return,1.0,617384548.0
ur5e,dls_strict,816b8a675263f8ec8337dc224a3ea9971c9a8387f6953eb1fd1c846b6d1a7c4a,joint_limit_return,1.0,120645204.0
ur5e,dls_strict,382307fdf25e31f8b1ae5c14a7545e81bf0c54489223c4626934c3dbe31a195e,high_curvature,1.0,346521069.0
ur5e,dls_strict,1572bafea0edc3c6cc05d2a9eabd19a06035670328035c0b780d47b54a683769,high_curvature,1.0,122171167.0
ur5e,dls_strict,da8a1e7a5ca60a1e40bacf3e76f1002ab39a7b3cb6f8290450d6356089897d78,high_curvature,1.0,120246008.0
ur5e,dls_strict,a079baf3b1644afc829cc82c6747ab4482a4f1778e24be557741a87f9aefa38f,high_curvature,1.0,120438613.0
ur5e,dls_strict,ad91c93d906d04e8aa7467228cb161965123769d55ad38469161e7830e742868,high_curvature,1.0,119842425.0
ur5e,dls_strict,118730753d57a2523105ec3ee6ba017c9c2775dda076f4c79f2396693e83c7a9,high_curvature,1.0,120505042.0
ur5e,dls_strict,3bd332b9ef08ab00b11a865fd161af952ecc92241dd59aeac869f7688ac64b79,high_curvature,1.0,253394607.0
ur5e,dls_strict,1c73e520a3d5bd8f7e29cb08d559a6364a6bdec344a07acd40f2375a56459f79,high_curvature,1.0,330535432.0
ur5e,dls_strict,5547871d76b6176b3e5dd5d8f20eebc72645f4fdb4a7e415a21928fb85392f9e,high_curvature,1.0,476331337.0
ur5e,dls_strict,a68ec605ba66c3e27686650c1fdc577d4ff40b0c237bb80f93dc329bed511c56,high_curvature,1.0,120995032.0
ur5e,dls_task,9a5eaa5a533abb994b7505aca361cebaf65ef495d064d694df4c023580e9cd0b,smooth,1.0,74143121.0
ur5e,dls_task,2037257a8eb29f55e1baa50497e60c0cb87331a5da7e7a4344c8cded212a709f,smooth,0.0,667750189.0
ur5e,dls_task,f87cbb198e6aa95e16ea15160dd1d4f545d70b0d61622238ff991b3a2d27786a,smooth,1.0,75668022.0
ur5e,dls_task,b0e17067aaf6e660b04f8be634d639d569df55018bfb39821596146afb9736de,smooth,1.0,74449283.0
ur5e,dls_task,ae12f9762615d4c9ac155883dd03d430cba862223b3fb491a4a1d1189e10a2b8,smooth,0.0,81465291.0
ur5e,dls_task,386ce328d9e893da466d8af1dc09a15e66ae16a35efe9585b2d68e67da964fb7,smooth,1.0,82587258.0
ur5e,dls_task,e2e620aa17071c959d153796e3b230f5780cc2b167c0a2e0b4bb029087169848,smooth,1.0,75766114.0
ur5e,dls_task,2136e60219e4240e7b97c87a2f481c6642991ff7128b97a75454ffcee69e4a9c,smooth,0.0,367482960.0
ur5e,dls_task,13896bc6c5f688854ad405268705ab3bb2a8fec56ac1e75c8a872707a3f652f8,smooth,0.0,119524297.0
ur5e,dls_task,5de0f5ff5025c915a9ca0194e6813b77637e2059d947b69d324216690202559b,smooth,1.0,75345029.0
ur5e,dls_task,6105bc9f0df7e8baadfc8dd255f78c7bb3ddb066573e8f4fde9c385dbe5db694,near_singular,1.0,67919848.0
ur5e,dls_task,e4188d53efbb54472d782b035a4214854136b6bb171d9aee6282590944abd39b,near_singular,0.0,247618537.0
ur5e,dls_task,9ab3a7e22a338adf15a7eb240986a1d682820bcf958fc25dd9058bd66c51d502,near_singular,1.0,98534720.0
ur5e,dls_task,929479d86d1af1569abbd00ff695f793876d0c13d1b6ef36f9f39dc04d36f80c,near_singular,1.0,67490268.0
ur5e,dls_task,68244e8dec0d66d1a48832b1992c69f7c4c907fc930b958710e9220ae46bd192,near_singular,1.0,72436062.0
ur5e,dls_task,bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea,near_singular,1.0,65991448.0
ur5e,dls_task,ce26ff5e9952bacd57c54933b78db77a6ea0e1070f6563c04194dc00457f2656,near_singular,1.0,73065569.0
ur5e,dls_task,5ff81edc43cf92c445ae661655f0f074229d3861bbbd0b57d14ad453615b9e25,near_singular,0.0,365404985.0
ur5e,dls_task,17d92c7319719a45d08d673e5023c3f00687e4f5a57bdebde3dccc6370b94c3a,near_singular,0.0,273678109.0
ur5e,dls_task,cf0b2892659faaddd69ba9d6172f4d41b4cbbe81ea9aa1fa891f59fcc8daec21,near_singular,0.0,472464757.0
ur5e,dls_task,c0f0fa5983ead9bf72ff425c510b3208de5bd46dcc8efd876a735c868767ac8e,joint_limit_return,1.0,76120940.0
ur5e,dls_task,28c799f101b845f2577d1584bde9de07634bcdda61cf814be0670f4c7adce911,joint_limit_return,1.0,106576690.0
ur5e,dls_task,08551a27ac837f8ed54c41a0759eec98dbd199480066ac542298cbb032f6d99a,joint_limit_return,0.0,479230428.0
ur5e,dls_task,08f895e22c5162e0796964649a1fcdb582c61bccc5e4d0e8b349bbca35756523,joint_limit_return,0.0,463906612.0
ur5e,dls_task,d1ef5ab32f38a93c076857d0eea5dc9836af8df3c2111b752fe4a419473c1ff4,joint_limit_return,1.0,78951676.0
ur5e,dls_task,d30c1e5c8c16af6e606ac7829229200ccae448efeb1a9cdad8b80da506691864,joint_limit_return,1.0,75140311.0
ur5e,dls_task,234cd2a268d2d4ebc0f1b5ca1926ee196812079496ff3e6e19f17e48a5761d2c,joint_limit_return,1.0,75845405.0
ur5e,dls_task,5e7743615ad75a997da2a3dfac5ecbaa6539b43fd5db8ecf4d7f9cc7331b3e15,joint_limit_return,0.0,580893365.0
ur5e,dls_task,a4d21e54d799674aa3de252efe1304776a18586a5f8d95b6f975dad09cacd372,joint_limit_return,0.0,323215169.0
ur5e,dls_task,816b8a675263f8ec8337dc224a3ea9971c9a8387f6953eb1fd1c846b6d1a7c4a,joint_limit_return,1.0,74732071.0
ur5e,dls_task,382307fdf25e31f8b1ae5c14a7545e81bf0c54489223c4626934c3dbe31a195e,high_curvature,1.0,75684404.0
ur5e,dls_task,1572bafea0edc3c6cc05d2a9eabd19a06035670328035c0b780d47b54a683769,high_curvature,1.0,74900074.0
ur5e,dls_task,da8a1e7a5ca60a1e40bacf3e76f1002ab39a7b3cb6f8290450d6356089897d78,high_curvature,1.0,74628810.0
ur5e,dls_task,a079baf3b1644afc829cc82c6747ab4482a4f1778e24be557741a87f9aefa38f,high_curvature,1.0,74659087.0
ur5e,dls_task,ad91c93d906d04e8aa7467228cb161965123769d55ad38469161e7830e742868,high_curvature,1.0,78960934.0
ur5e,dls_task,118730753d57a2523105ec3ee6ba017c9c2775dda076f4c79f2396693e83c7a9,high_curvature,1.0,74183976.0
ur5e,dls_task,3bd332b9ef08ab00b11a865fd161af952ecc92241dd59aeac869f7688ac64b79,high_curvature,1.0,73914250.0
ur5e,dls_task,1c73e520a3d5bd8f7e29cb08d559a6364a6bdec344a07acd40f2375a56459f79,high_curvature,1.0,75224997.0
ur5e,dls_task,5547871d76b6176b3e5dd5d8f20eebc72645f4fdb4a7e415a21928fb85392f9e,high_curvature,1.0,75021913.0
ur5e,dls_task,a68ec605ba66c3e27686650c1fdc577d4ff40b0c237bb80f93dc329bed511c56,high_curvature,1.0,75335889.0
ur5e,trac_strict_20ms,9a5eaa5a533abb994b7505aca361cebaf65ef495d064d694df4c023580e9cd0b,smooth,1.0,26726452.0
ur5e,trac_strict_20ms,2037257a8eb29f55e1baa50497e60c0cb87331a5da7e7a4344c8cded212a709f,smooth,1.0,26681217.333333332
ur5e,trac_strict_20ms,f87cbb198e6aa95e16ea15160dd1d4f545d70b0d61622238ff991b3a2d27786a,smooth,0.0,2444283339.6666665
ur5e,trac_strict_20ms,b0e17067aaf6e660b04f8be634d639d569df55018bfb39821596146afb9736de,smooth,1.0,28393545.0
ur5e,trac_strict_20ms,ae12f9762615d4c9ac155883dd03d430cba862223b3fb491a4a1d1189e10a2b8,smooth,1.0,26716017.666666668
ur5e,trac_strict_20ms,386ce328d9e893da466d8af1dc09a15e66ae16a35efe9585b2d68e67da964fb7,smooth,1.0,25976901.0
ur5e,trac_strict_20ms,e2e620aa17071c959d153796e3b230f5780cc2b167c0a2e0b4bb029087169848,smooth,1.0,26753884.0
ur5e,trac_strict_20ms,2136e60219e4240e7b97c87a2f481c6642991ff7128b97a75454ffcee69e4a9c,smooth,1.0,26240509.333333332
ur5e,trac_strict_20ms,13896bc6c5f688854ad405268705ab3bb2a8fec56ac1e75c8a872707a3f652f8,smooth,1.0,26732852.333333332
ur5e,trac_strict_20ms,5de0f5ff5025c915a9ca0194e6813b77637e2059d947b69d324216690202559b,smooth,1.0,26429066.0
ur5e,trac_strict_20ms,6105bc9f0df7e8baadfc8dd255f78c7bb3ddb066573e8f4fde9c385dbe5db694,near_singular,1.0,26032855.666666668
ur5e,trac_strict_20ms,e4188d53efbb54472d782b035a4214854136b6bb171d9aee6282590944abd39b,near_singular,1.0,25946674.666666668
ur5e,trac_strict_20ms,9ab3a7e22a338adf15a7eb240986a1d682820bcf958fc25dd9058bd66c51d502,near_singular,1.0,25584889.0
ur5e,trac_strict_20ms,929479d86d1af1569abbd00ff695f793876d0c13d1b6ef36f9f39dc04d36f80c,near_singular,1.0,26160139.0
ur5e,trac_strict_20ms,68244e8dec0d66d1a48832b1992c69f7c4c907fc930b958710e9220ae46bd192,near_singular,1.0,27502519.666666668
ur5e,trac_strict_20ms,bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea,near_singular,0.0,570969033.0
ur5e,trac_strict_20ms,ce26ff5e9952bacd57c54933b78db77a6ea0e1070f6563c04194dc00457f2656,near_singular,1.0,26403848.333333332
ur5e,trac_strict_20ms,5ff81edc43cf92c445ae661655f0f074229d3861bbbd0b57d14ad453615b9e25,near_singular,1.0,25630260.666666668
ur5e,trac_strict_20ms,17d92c7319719a45d08d673e5023c3f00687e4f5a57bdebde3dccc6370b94c3a,near_singular,1.0,26462527.0
ur5e,trac_strict_20ms,cf0b2892659faaddd69ba9d6172f4d41b4cbbe81ea9aa1fa891f59fcc8daec21,near_singular,1.0,25689243.0
ur5e,trac_strict_20ms,c0f0fa5983ead9bf72ff425c510b3208de5bd46dcc8efd876a735c868767ac8e,joint_limit_return,1.0,41142493.333333336
ur5e,trac_strict_20ms,28c799f101b845f2577d1584bde9de07634bcdda61cf814be0670f4c7adce911,joint_limit_return,1.0,28142115.666666668
ur5e,trac_strict_20ms,08551a27ac837f8ed54c41a0759eec98dbd199480066ac542298cbb032f6d99a,joint_limit_return,1.0,26382327.0
ur5e,trac_strict_20ms,08f895e22c5162e0796964649a1fcdb582c61bccc5e4d0e8b349bbca35756523,joint_limit_return,1.0,27904713.0
ur5e,trac_strict_20ms,d1ef5ab32f38a93c076857d0eea5dc9836af8df3c2111b752fe4a419473c1ff4,joint_limit_return,1.0,26561133.333333332
ur5e,trac_strict_20ms,d30c1e5c8c16af6e606ac7829229200ccae448efeb1a9cdad8b80da506691864,joint_limit_return,1.0,26953658.333333332
ur5e,trac_strict_20ms,234cd2a268d2d4ebc0f1b5ca1926ee196812079496ff3e6e19f17e48a5761d2c,joint_limit_return,1.0,26338641.0
ur5e,trac_strict_20ms,5e7743615ad75a997da2a3dfac5ecbaa6539b43fd5db8ecf4d7f9cc7331b3e15,joint_limit_return,1.0,26903077.666666668
ur5e,trac_strict_20ms,a4d21e54d799674aa3de252efe1304776a18586a5f8d95b6f975dad09cacd372,joint_limit_return,1.0,26378208.333333332
ur5e,trac_strict_20ms,816b8a675263f8ec8337dc224a3ea9971c9a8387f6953eb1fd1c846b6d1a7c4a,joint_limit_return,1.0,26774808.0
ur5e,trac_strict_20ms,382307fdf25e31f8b1ae5c14a7545e81bf0c54489223c4626934c3dbe31a195e,high_curvature,1.0,26824097.666666668
ur5e,trac_strict_20ms,1572bafea0edc3c6cc05d2a9eabd19a06035670328035c0b780d47b54a683769,high_curvature,1.0,26494260.0
ur5e,trac_strict_20ms,da8a1e7a5ca60a1e40bacf3e76f1002ab39a7b3cb6f8290450d6356089897d78,high_curvature,1.0,26526133.333333332
ur5e,trac_strict_20ms,a079baf3b1644afc829cc82c6747ab4482a4f1778e24be557741a87f9aefa38f,high_curvature,1.0,26115148.666666668
ur5e,trac_strict_20ms,ad91c93d906d04e8aa7467228cb161965123769d55ad38469161e7830e742868,high_curvature,1.0,26954277.666666668
ur5e,trac_strict_20ms,118730753d57a2523105ec3ee6ba017c9c2775dda076f4c79f2396693e83c7a9,high_curvature,1.0,26494110.0
ur5e,trac_strict_20ms,3bd332b9ef08ab00b11a865fd161af952ecc92241dd59aeac869f7688ac64b79,high_curvature,1.0,27224762.0
ur5e,trac_strict_20ms,1c73e520a3d5bd8f7e29cb08d559a6364a6bdec344a07acd40f2375a56459f79,high_curvature,1.0,27311230.333333332
ur5e,trac_strict_20ms,5547871d76b6176b3e5dd5d8f20eebc72645f4fdb4a7e415a21928fb85392f9e,high_curvature,0.0,915769844.6666666
ur5e,trac_strict_20ms,a68ec605ba66c3e27686650c1fdc577d4ff40b0c237bb80f93dc329bed511c56,high_curvature,1.0,27154346.666666668
ur5e,trac_strict_5ms,9a5eaa5a533abb994b7505aca361cebaf65ef495d064d694df4c023580e9cd0b,smooth,1.0,26661504.666666668
ur5e,trac_strict_5ms,2037257a8eb29f55e1baa50497e60c0cb87331a5da7e7a4344c8cded212a709f,smooth,1.0,26700650.666666668
ur5e,trac_strict_5ms,f87cbb198e6aa95e16ea15160dd1d4f545d70b0d61622238ff991b3a2d27786a,smooth,0.0,633204234.3333334
ur5e,trac_strict_5ms,b0e17067aaf6e660b04f8be634d639d569df55018bfb39821596146afb9736de,smooth,1.0,27052610.0
ur5e,trac_strict_5ms,ae12f9762615d4c9ac155883dd03d430cba862223b3fb491a4a1d1189e10a2b8,smooth,1.0,26499610.333333332
ur5e,trac_strict_5ms,386ce328d9e893da466d8af1dc09a15e66ae16a35efe9585b2d68e67da964fb7,smooth,1.0,25931614.333333332
ur5e,trac_strict_5ms,e2e620aa17071c959d153796e3b230f5780cc2b167c0a2e0b4bb029087169848,smooth,1.0,26799316.666666668
ur5e,trac_strict_5ms,2136e60219e4240e7b97c87a2f481c6642991ff7128b97a75454ffcee69e4a9c,smooth,1.0,26305076.0
ur5e,trac_strict_5ms,13896bc6c5f688854ad405268705ab3bb2a8fec56ac1e75c8a872707a3f652f8,smooth,1.0,27128505.0
ur5e,trac_strict_5ms,5de0f5ff5025c915a9ca0194e6813b77637e2059d947b69d324216690202559b,smooth,1.0,26561244.0
ur5e,trac_strict_5ms,6105bc9f0df7e8baadfc8dd255f78c7bb3ddb066573e8f4fde9c385dbe5db694,near_singular,1.0,25815714.666666668
ur5e,trac_strict_5ms,e4188d53efbb54472d782b035a4214854136b6bb171d9aee6282590944abd39b,near_singular,1.0,26303623.333333332
ur5e,trac_strict_5ms,9ab3a7e22a338adf15a7eb240986a1d682820bcf958fc25dd9058bd66c51d502,near_singular,1.0,25751471.0
ur5e,trac_strict_5ms,929479d86d1af1569abbd00ff695f793876d0c13d1b6ef36f9f39dc04d36f80c,near_singular,1.0,25679214.666666668
ur5e,trac_strict_5ms,68244e8dec0d66d1a48832b1992c69f7c4c907fc930b958710e9220ae46bd192,near_singular,1.0,27755492.333333332
ur5e,trac_strict_5ms,bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea,near_singular,0.0,162529725.0
ur5e,trac_strict_5ms,ce26ff5e9952bacd57c54933b78db77a6ea0e1070f6563c04194dc00457f2656,near_singular,1.0,25864619.666666668
ur5e,trac_strict_5ms,5ff81edc43cf92c445ae661655f0f074229d3861bbbd0b57d14ad453615b9e25,near_singular,1.0,25634710.0
ur5e,trac_strict_5ms,17d92c7319719a45d08d673e5023c3f00687e4f5a57bdebde3dccc6370b94c3a,near_singular,1.0,26327833.0
ur5e,trac_strict_5ms,cf0b2892659faaddd69ba9d6172f4d41b4cbbe81ea9aa1fa891f59fcc8daec21,near_singular,1.0,25917211.333333332
ur5e,trac_strict_5ms,c0f0fa5983ead9bf72ff425c510b3208de5bd46dcc8efd876a735c868767ac8e,joint_limit_return,1.0,26710457.0
ur5e,trac_strict_5ms,28c799f101b845f2577d1584bde9de07634bcdda61cf814be0670f4c7adce911,joint_limit_return,1.0,28258056.666666668
ur5e,trac_strict_5ms,08551a27ac837f8ed54c41a0759eec98dbd199480066ac542298cbb032f6d99a,joint_limit_return,1.0,26944761.666666668
ur5e,trac_strict_5ms,08f895e22c5162e0796964649a1fcdb582c61bccc5e4d0e8b349bbca35756523,joint_limit_return,1.0,27936852.0
ur5e,trac_strict_5ms,d1ef5ab32f38a93c076857d0eea5dc9836af8df3c2111b752fe4a419473c1ff4,joint_limit_return,1.0,26290506.333333332
ur5e,trac_strict_5ms,d30c1e5c8c16af6e606ac7829229200ccae448efeb1a9cdad8b80da506691864,joint_limit_return,1.0,26750780.333333332
ur5e,trac_strict_5ms,234cd2a268d2d4ebc0f1b5ca1926ee196812079496ff3e6e19f17e48a5761d2c,joint_limit_return,1.0,26397937.333333332
ur5e,trac_strict_5ms,5e7743615ad75a997da2a3dfac5ecbaa6539b43fd5db8ecf4d7f9cc7331b3e15,joint_limit_return,1.0,26491412.333333332
ur5e,trac_strict_5ms,a4d21e54d799674aa3de252efe1304776a18586a5f8d95b6f975dad09cacd372,joint_limit_return,1.0,26300699.666666668
ur5e,trac_strict_5ms,816b8a675263f8ec8337dc224a3ea9971c9a8387f6953eb1fd1c846b6d1a7c4a,joint_limit_return,1.0,27708499.333333332
ur5e,trac_strict_5ms,382307fdf25e31f8b1ae5c14a7545e81bf0c54489223c4626934c3dbe31a195e,high_curvature,1.0,26403101.666666668
ur5e,trac_strict_5ms,1572bafea0edc3c6cc05d2a9eabd19a06035670328035c0b780d47b54a683769,high_curvature,1.0,27097515.0
ur5e,trac_strict_5ms,da8a1e7a5ca60a1e40bacf3e76f1002ab39a7b3cb6f8290450d6356089897d78,high_curvature,1.0,26890386.666666668
