robot,scale,method,witness_feasible,baseline,units,gained_uids,lost_uids,stable_gained_uids,stable_lost_uids,success_difference,latency_ratio,latency_difference_ns
panda,0.5,trac_task_5ms,True,trac_strict_5ms,500,[],[],[],[],"[0.0, 0.0, 0.0]","[0.9494272007260993, 0.9350376871166148, 0.9653834927220697]","[-11236.714, -14491.887716666666, -7650.805416666668]"
panda,1.0,trac_task_5ms,True,trac_strict_5ms,500,[],[],[],[],"[0.0, 0.0, 0.0]","[0.9252238064779866, 0.9132231232516796, 0.9370132133758765]","[-16412.298, -19167.628016666666, -13753.245916666665]"
panda,2.0,trac_task_5ms,True,trac_strict_5ms,500,[],[],[],[],"[0.0, 0.0, 0.0]","[0.920902155440824, 0.9078194303864197, 0.9351877429672952]","[-17473.929333333337, -20560.19593333333, -14211.981466666666]"
ur5e,0.5,trac_task_5ms,True,trac_strict_5ms,500,[],[],[],[],"[0.0, 0.0, 0.0]","[0.959367754464222, 0.9462066831393733, 0.9720974572752978]","[-8265.543333333333, -11057.703250000002, -5641.182083333332]"
ur5e,1.0,trac_task_5ms,True,trac_strict_5ms,500,[],[],[],[],"[0.0, 0.0, 0.0]","[0.9497027531350594, 0.9410807092159368, 0.9581484003646811]","[-10226.870666666666, -12060.67385, -8460.164499999997]"
ur5e,2.0,trac_task_5ms,True,trac_strict_5ms,500,[],[],[],[],"[0.0, 0.0, 0.0]","[0.9390440258401638, 0.926988693000585, 0.9484536606255537]","[-12275.096666666668, -14912.4259, -10266.602049999998]"
