robot,scale,method,witness_feasible,uid,family,success,time
panda,0.5,trac_strict_5ms,True,186ecd69b2aca878bfb55a5beb7b077440b73cb53ca5d5e36012064d4a098d26,local,1.0,189731.33333333334
panda,0.5,trac_strict_5ms,True,2c2371947f20cf6ebf7684074035264cde071e0b1c4da5c264ce8c80f110ff66,near_singular,1.0,215336.66666666666
panda,0.5,trac_strict_5ms,True,13e2dc63c7ed8060290505a153c0cca92c737109c3646d30d989f1cbca9479dc,hard_feasible,1.0,208635.66666666666
panda,0.5,trac_strict_5ms,True,3145947f5c4a0a2996baae8304bf5584e475ddccdc554a466dab7a4f2c4edd06,local,1.0,204895.0
panda,0.5,trac_strict_5ms,True,19f21aa655bd3609517691e8603a75e5bf0226dd5122d6f0401dfd75f9389d14,near_singular,1.0,196637.33333333334
panda,0.5,trac_strict_5ms,True,0cf9f6d83e01ee260e0a7bfe8220d8b0cf88ad59204a2abd933033d35428c9f7,local,1.0,195939.33333333334
panda,0.5,trac_strict_5ms,True,057ca3b737d407e9b8e5d111bfea0751646759a26b8397f53b486664f87a4ac4,near_singular,1.0,216649.0
panda,0.5,trac_strict_5ms,True,0d20d67cd08a04290e71089ddc25d7114d3a0e1f7709edc3e6673d75471c07d9,near_singular,1.0,264278.0
panda,0.5,trac_strict_5ms,True,30c7dd22aa3e931932da99e07ee701876353df39680024d48d79a8cc52cb79bd,local,1.0,212686.33333333334
panda,0.5,trac_strict_5ms,True,0fd2537c4a1a1a9776b6fefeb631ed132664bb9ba96c388c6bdf54844a36cadb,near_limit,1.0,197028.66666666666
panda,0.5,trac_strict_5ms,True,2bafd8d557afceafefd72ba0b266716371fd4311be4e91cbfc89aae768a2ab96,local,1.0,205527.0
panda,0.5,trac_strict_5ms,True,2d9e4025112838cb251fdde50473c781e273567da6730fd83625a11c1c0497ba,hard_feasible,1.0,359643.6666666667
panda,0.5,trac_strict_5ms,True,2fb3047cc2588d04926b9d7e4d3be8ac6c78b10524b32f70b93dbcd710954d1b,local,1.0,204873.33333333334
panda,0.5,trac_strict_5ms,True,0d333af6342ab25961e3700de81f7d6e0dc8ae3884c8be16de8b1f7950cb9533,local,1.0,200808.0
panda,0.5,trac_strict_5ms,True,02cf309be5367577e7f29b2538b33854b8159c318483af708e3be15223c18056,near_singular,1.0,206009.33333333334
panda,0.5,trac_strict_5ms,True,068f1680f27774b62bf71b06c060dc18b69f284f2b20bbd00e6e5d5ff90e2d24,near_singular,1.0,195734.0
panda,0.5,trac_strict_5ms,True,297b9ae152a055a1950c45f7940c537cf16c20d601ce1225b980578ebeec803e,local,1.0,263883.6666666667
panda,0.5,trac_strict_5ms,True,20241103e03a428080d6b7f858764d8bd2be0619fea083bca431ad719d3fa628,local,1.0,203871.66666666666
panda,0.5,trac_strict_5ms,True,01da176c239ed7dfd734b647892a8fd38aaadde589e8c6510665b46484521aa4,hard_feasible,1.0,195933.33333333334
panda,0.5,trac_strict_5ms,True,00bf6a138fa9c43c0b3ce7da46340c122df5d8dc5e887ffd6ea2ae3fd65e32bb,local,1.0,200121.66666666666
panda,0.5,trac_strict_5ms,True,128e5c68b764f47b91c4bec49eeda5c5e5f05a8ae6bebed1aad3b50ed975059a,hard_feasible,1.0,222803.0
panda,0.5,trac_strict_5ms,True,11afd48c803fc031d013b6f247fb9fb0045a90b299213e1c651e9c1dc700728f,local,1.0,199319.0
panda,0.5,trac_strict_5ms,True,2e89b22659f4fb37c995af4b3674d7713f0ac6c7008854ce27e2e58dc2dd9d47,local,1.0,213896.0
panda,0.5,trac_strict_5ms,True,122b9c877db81225ff74036b5fa6ce35e0cc6361028d8ff6b1b06d2e920e48e0,local,1.0,187784.0
panda,0.5,trac_strict_5ms,True,047f07400031f4efb1703f1fac19ca31e441ae02ec1143b06cc7b3c634360073,near_limit,1.0,196187.33333333334
panda,0.5,trac_strict_5ms,True,0eb56b8e9ebac72303b170ea18015bfe2d3088b0e53fb5ea9ffbfe9afc9321a8,hard_feasible,1.0,195999.0
panda,0.5,trac_strict_5ms,True,258f2c8c30efe2242c2405173cfbfa1ecb0068be759c3f6d19cc3a265e32c5ce,near_limit,1.0,197701.0
panda,0.5,trac_strict_5ms,True,19e799b6426a06442a2f926d04be4c3460def3f19fdcf2212a1308282942479c,local,1.0,238068.33333333334
panda,0.5,trac_strict_5ms,True,1698828d77cb9b0ae2db3211ee61227a308120f3d6ee4ed0be879265b55b9aa1,near_singular,1.0,199495.0
panda,0.5,trac_strict_5ms,True,0bbf9b0bb4078200a8c069a7b44a66150510fb71513ed77ead8d633a642b7829,near_singular,1.0,216942.0
panda,0.5,trac_strict_5ms,True,14ddabd08765fdd3cafacdc5bb1358c314545534d504468710fdc4c4eb9fe70b,near_limit,1.0,197018.33333333334
panda,0.5,trac_strict_5ms,True,330a7108086e08403652016fb074832d65d477bdd0f364f46239385ebcd0ccaf,local,1.0,211685.0
