uid,episode_uid,frame,method,repeat,accepted,latency_ns,reason,empty_dynamic_box,witness,line
501825e16a678f4c1989e10daf4c4005aa2f1fe95705caa13e2148ba9ef2d67e,36907fcd85c3ea5210aecb4875ca49df775bae853acf28c83e983a0829e09017,652,relative,2,False,14682827,position_tolerance+orientation_tolerance,False,False,290
501825e16a678f4c1989e10daf4c4005aa2f1fe95705caa13e2148ba9ef2d67e,36907fcd85c3ea5210aecb4875ca49df775bae853acf28c83e983a0829e09017,652,gn,1,False,7232589,position_tolerance+orientation_tolerance,False,False,291
501825e16a678f4c1989e10daf4c4005aa2f1fe95705caa13e2148ba9ef2d67e,36907fcd85c3ea5210aecb4875ca49df775bae853acf28c83e983a0829e09017,652,gn,2,False,7160900,position_tolerance+orientation_tolerance,False,False,292
501825e16a678f4c1989e10daf4c4005aa2f1fe95705caa13e2148ba9ef2d67e,36907fcd85c3ea5210aecb4875ca49df775bae853acf28c83e983a0829e09017,652,direct_sqp,0,False,20186898,position_tolerance+orientation_tolerance,False,False,293
501825e16a678f4c1989e10daf4c4005aa2f1fe95705caa13e2148ba9ef2d67e,36907fcd85c3ea5210aecb4875ca49df775bae853acf28c83e983a0829e09017,652,fixed_qp2,1,False,11671360,position_tolerance+orientation_tolerance,False,False,294
501825e16a678f4c1989e10daf4c4005aa2f1fe95705caa13e2148ba9ef2d67e,36907fcd85c3ea5210aecb4875ca49df775bae853acf28c83e983a0829e09017,652,relative,1,False,14751028,position_tolerance+orientation_tolerance,False,False,295
501825e16a678f4c1989e10daf4c4005aa2f1fe95705caa13e2148ba9ef2d67e,36907fcd85c3ea5210aecb4875ca49df775bae853acf28c83e983a0829e09017,652,relative,0,False,14827897,position_tolerance+orientation_tolerance,False,False,296
501825e16a678f4c1989e10daf4c4005aa2f1fe95705caa13e2148ba9ef2d67e,36907fcd85c3ea5210aecb4875ca49df775bae853acf28c83e983a0829e09017,652,clarabel,1,False,13427290,position_tolerance+orientation_tolerance,False,False,297
501825e16a678f4c1989e10daf4c4005aa2f1fe95705caa13e2148ba9ef2d67e,36907fcd85c3ea5210aecb4875ca49df775bae853acf28c83e983a0829e09017,652,direct_sqp,2,False,20184309,position_tolerance+orientation_tolerance,False,False,298
501825e16a678f4c1989e10daf4c4005aa2f1fe95705caa13e2148ba9ef2d67e,36907fcd85c3ea5210aecb4875ca49df775bae853acf28c83e983a0829e09017,652,gn,0,False,7229782,position_tolerance+orientation_tolerance,False,False,299
501825e16a678f4c1989e10daf4c4005aa2f1fe95705caa13e2148ba9ef2d67e,36907fcd85c3ea5210aecb4875ca49df775bae853acf28c83e983a0829e09017,652,fixed_qp2,2,False,11652253,position_tolerance+orientation_tolerance,False,False,300
048cded1449d23fda6634323950691db7761b652233b48f25df4e28a9e66d509,41e654eabce69701782e25dbab6b3239bf57c9801ffeff0fa2868debc0e7966c,196,clarabel,1,False,10679112,position_tolerance+orientation_tolerance,False,False,331
048cded1449d23fda6634323950691db7761b652233b48f25df4e28a9e66d509,41e654eabce69701782e25dbab6b3239bf57c9801ffeff0fa2868debc0e7966c,196,fixed_qp2,2,False,3048235,position_tolerance,False,False,332
048cded1449d23fda6634323950691db7761b652233b48f25df4e28a9e66d509,41e654eabce69701782e25dbab6b3239bf57c9801ffeff0fa2868debc0e7966c,196,gn,0,False,4441310,position_tolerance,False,False,333
048cded1449d23fda6634323950691db7761b652233b48f25df4e28a9e66d509,41e654eabce69701782e25dbab6b3239bf57c9801ffeff0fa2868debc0e7966c,196,fixed_qp2,0,False,2991997,position_tolerance,False,False,334
048cded1449d23fda6634323950691db7761b652233b48f25df4e28a9e66d509,41e654eabce69701782e25dbab6b3239bf57c9801ffeff0fa2868debc0e7966c,196,direct_sqp,0,False,20175784,position_tolerance,False,False,335
