uid,method,robot,anchor_uid,anchor_family,displacement,alpha,accepted,timely,latency_ns,success_by_repeat,condition
e0d3652d8855662984138c3660e57459c1ada236c8e807ac4bda5b1758849c4f,eta010,panda,d93b60ab43917a1e2581f7775aa3d51d66f5b22eb2a63d6c5537d67219199ad5,near_limit,multijoint_boundary,0.95,1.0,1.0,514467.3333333333,"[true,true,true]",nominal
e0d3652d8855662984138c3660e57459c1ada236c8e807ac4bda5b1758849c4f,eta050,panda,d93b60ab43917a1e2581f7775aa3d51d66f5b22eb2a63d6c5537d67219199ad5,near_limit,multijoint_boundary,0.95,1.0,1.0,536870.6666666666,"[true,true,true]",nominal
e0d3652d8855662984138c3660e57459c1ada236c8e807ac4bda5b1758849c4f,gn,panda,d93b60ab43917a1e2581f7775aa3d51d66f5b22eb2a63d6c5537d67219199ad5,near_limit,multijoint_boundary,0.95,1.0,1.0,521420.6666666667,"[true,true,true]",nominal
e0d3652d8855662984138c3660e57459c1ada236c8e807ac4bda5b1758849c4f,relative,panda,d93b60ab43917a1e2581f7775aa3d51d66f5b22eb2a63d6c5537d67219199ad5,near_limit,multijoint_boundary,0.95,1.0,1.0,542553.6666666666,"[true,true,true]",nominal
e15f26fdd5fb0d6eb7aec689944ddc1018e1288b854a538743aebc985540d512,direct_sqp,panda,70bc4bceb1e6f81ccf4cc76640f413a3dcd20f02394f5a24bb35100b8d2c22fd,near_limit,multijoint_boundary,0.5,1.0,1.0,2472760.6666666665,"[true,true,true]",nominal
e15f26fdd5fb0d6eb7aec689944ddc1018e1288b854a538743aebc985540d512,eta010,panda,70bc4bceb1e6f81ccf4cc76640f413a3dcd20f02394f5a24bb35100b8d2c22fd,near_limit,multijoint_boundary,0.5,1.0,1.0,582581.3333333334,"[true,true,true]",nominal
e15f26fdd5fb0d6eb7aec689944ddc1018e1288b854a538743aebc985540d512,eta050,panda,70bc4bceb1e6f81ccf4cc76640f413a3dcd20f02394f5a24bb35100b8d2c22fd,near_limit,multijoint_boundary,0.5,1.0,1.0,635941.3333333334,"[true,true,true]",nominal
e15f26fdd5fb0d6eb7aec689944ddc1018e1288b854a538743aebc985540d512,gn,panda,70bc4bceb1e6f81ccf4cc76640f413a3dcd20f02394f5a24bb35100b8d2c22fd,near_limit,multijoint_boundary,0.5,1.0,1.0,563762.6666666666,"[true,true,true]",nominal
e15f26fdd5fb0d6eb7aec689944ddc1018e1288b854a538743aebc985540d512,relative,panda,70bc4bceb1e6f81ccf4cc76640f413a3dcd20f02394f5a24bb35100b8d2c22fd,near_limit,multijoint_boundary,0.5,1.0,1.0,581901.6666666666,"[true,true,true]",nominal
e2c6a7809c37b34fe53106928af4ec69df239be055276de1af716396728a4e2d,direct_sqp,panda,d0b4ac98cbc129272cba4a20f7b9c6a6940955f25ba9fe225ff2f3176fd38107,near_limit,high_utilization,0.95,1.0,1.0,2287439.6666666665,"[true,true,true]",nominal
e2c6a7809c37b34fe53106928af4ec69df239be055276de1af716396728a4e2d,eta010,panda,d0b4ac98cbc129272cba4a20f7b9c6a6940955f25ba9fe225ff2f3176fd38107,near_limit,high_utilization,0.95,1.0,1.0,296324.6666666667,"[true,true,true]",nominal
e2c6a7809c37b34fe53106928af4ec69df239be055276de1af716396728a4e2d,eta050,panda,d0b4ac98cbc129272cba4a20f7b9c6a6940955f25ba9fe225ff2f3176fd38107,near_limit,high_utilization,0.95,1.0,1.0,315162.0,"[true,true,true]",nominal
e2c6a7809c37b34fe53106928af4ec69df239be055276de1af716396728a4e2d,gn,panda,d0b4ac98cbc129272cba4a20f7b9c6a6940955f25ba9fe225ff2f3176fd38107,near_limit,high_utilization,0.95,1.0,1.0,335967.3333333333,"[true,true,true]",nominal
e2c6a7809c37b34fe53106928af4ec69df239be055276de1af716396728a4e2d,relative,panda,d0b4ac98cbc129272cba4a20f7b9c6a6940955f25ba9fe225ff2f3176fd38107,near_limit,high_utilization,0.95,1.0,1.0,300584.6666666667,"[true,true,true]",nominal
e3c993e244e53dea9f38839232ae8fd807de3d880ac9519f200509258025f67b,direct_sqp,panda,03f3022bedd8eb294b1a3072ccf6fb73568d2b2abba628590fb3b32ac76130b3,near_limit,multijoint_boundary,0.0,1.0,1.0,2966621.3333333335,"[true,true,true]",nominal
e3c993e244e53dea9f38839232ae8fd807de3d880ac9519f200509258025f67b,eta010,panda,03f3022bedd8eb294b1a3072ccf6fb73568d2b2abba628590fb3b32ac76130b3,near_limit,multijoint_boundary,0.0,1.0,1.0,524699.0,"[true,true,true]",nominal
e3c993e244e53dea9f38839232ae8fd807de3d880ac9519f200509258025f67b,eta050,panda,03f3022bedd8eb294b1a3072ccf6fb73568d2b2abba628590fb3b32ac76130b3,near_limit,multijoint_boundary,0.0,1.0,1.0,515629.6666666667,"[true,true,true]",nominal
e3c993e244e53dea9f38839232ae8fd807de3d880ac9519f200509258025f67b,gn,panda,03f3022bedd8eb294b1a3072ccf6fb73568d2b2abba628590fb3b32ac76130b3,near_limit,multijoint_boundary,0.0,1.0,1.0,512003.0,"[true,true,true]",nominal
e3c993e244e53dea9f38839232ae8fd807de3d880ac9519f200509258025f67b,relative,panda,03f3022bedd8eb294b1a3072ccf6fb73568d2b2abba628590fb3b32ac76130b3,near_limit,multijoint_boundary,0.0,1.0,1.0,527981.0,"[true,true,true]",nominal
e4bbdf73b23ae99971007008ac8e62bb520a0465a3d3b6f09d819cba640ded75,direct_sqp,panda,2a27ad9b312d85bd3d5332aba6e35118acef56ca03c61dc1542d68f1899a39fa,near_singular,multijoint_boundary,0.95,1.0,1.0,2355358.3333333335,"[true,true,true]",nominal
e4bbdf73b23ae99971007008ac8e62bb520a0465a3d3b6f09d819cba640ded75,eta010,panda,2a27ad9b312d85bd3d5332aba6e35118acef56ca03c61dc1542d68f1899a39fa,near_singular,multijoint_boundary,0.95,1.0,1.0,314836.6666666667,"[true,true,true]",nominal
e4bbdf73b23ae99971007008ac8e62bb520a0465a3d3b6f09d819cba640ded75,eta050,panda,2a27ad9b312d85bd3d5332aba6e35118acef56ca03c61dc1542d68f1899a39fa,near_singular,multijoint_boundary,0.95,1.0,1.0,319702.0,"[true,true,true]",nominal
e4bbdf73b23ae99971007008ac8e62bb520a0465a3d3b6f09d819cba640ded75,gn,panda,2a27ad9b312d85bd3d5332aba6e35118acef56ca03c61dc1542d68f1899a39fa,near_singular,multijoint_boundary,0.95,1.0,1.0,354737.0,"[true,true,true]",nominal
e4bbdf73b23ae99971007008ac8e62bb520a0465a3d3b6f09d819cba640ded75,relative,panda,2a27ad9b312d85bd3d5332aba6e35118acef56ca03c61dc1542d68f1899a39fa,near_singular,multijoint_boundary,0.95,1.0,1.0,318352.6666666667,"[true,true,true]",nominal
e510005c9092f6216e924aa90a3e64c697cdd0763b835bc622a30d119b63c10f,direct_sqp,panda,239a811ea9a51de2d6eaec7cac81eee502b20cf4e2352a91b5db64b6e6210b77,ordinary,multijoint_boundary,0.95,1.0,1.0,2401921.3333333335,"[true,true,true]",nominal
e510005c9092f6216e924aa90a3e64c697cdd0763b835bc622a30d119b63c10f,eta010,panda,239a811ea9a51de2d6eaec7cac81eee502b20cf4e2352a91b5db64b6e6210b77,ordinary,multijoint_boundary,0.95,1.0,1.0,818746.6666666666,"[true,true,true]",nominal
e510005c9092f6216e924aa90a3e64c697cdd0763b835bc622a30d119b63c10f,eta050,panda,239a811ea9a51de2d6eaec7cac81eee502b20cf4e2352a91b5db64b6e6210b77,ordinary,multijoint_boundary,0.95,1.0,1.0,806249.3333333334,"[true,true,true]",nominal
e510005c9092f6216e924aa90a3e64c697cdd0763b835bc622a30d119b63c10f,gn,panda,239a811ea9a51de2d6eaec7cac81eee502b20cf4e2352a91b5db64b6e6210b77,ordinary,multijoint_boundary,0.95,0.0,0.0,3933416.6666666665,"[false,false,false]",nominal
e510005c9092f6216e924aa90a3e64c697cdd0763b835bc622a30d119b63c10f,relative,panda,239a811ea9a51de2d6eaec7cac81eee502b20cf4e2352a91b5db64b6e6210b77,ordinary,multijoint_boundary,0.95,1.0,1.0,818336.3333333334,"[true,true,true]",nominal
e5db0486f54e59ea2b0ea2e319b073e56e965af65d095a60c90eff6bf840f61f,direct_sqp,panda,bd806fd3c624524212e8011b3c6976c2edbc48065faee3dd50b1076b727f0e50,near_singular,regular,0.0,1.0,1.0,1360541.6666666667,"[true,true,true]",nominal
e5db0486f54e59ea2b0ea2e319b073e56e965af65d095a60c90eff6bf840f61f,eta010,panda,bd806fd3c624524212e8011b3c6976c2edbc48065faee3dd50b1076b727f0e50,near_singular,regular,0.0,1.0,1.0,286079.3333333333,"[true,true,true]",nominal
e5db0486f54e59ea2b0ea2e319b073e56e965af65d095a60c90eff6bf840f61f,eta050,panda,bd806fd3c624524212e8011b3c6976c2edbc48065faee3dd50b1076b727f0e50,near_singular,regular,0.0,1.0,1.0,281629.0,"[true,true,true]",nominal
e5db0486f54e59ea2b0ea2e319b073e56e965af65d095a60c90eff6bf840f61f,gn,panda,bd806fd3c624524212e8011b3c6976c2edbc48065faee3dd50b1076b727f0e50,near_singular,regular,0.0,1.0,1.0,329684.3333333333,"[true,true,true]",nominal
e5db0486f54e59ea2b0ea2e319b073e56e965af65d095a60c90eff6bf840f61f,relative,panda,bd806fd3c624524212e8011b3c6976c2edbc48065faee3dd50b1076b727f0e50,near_singular,regular,0.0,1.0,1.0,299906.0,"[true,true,true]",nominal
e743ca820adb9c6e9495ba546a4832344bd40f463b9d4cec44b8fd7474c79db1,direct_sqp,panda,9d4e99748b7d4cb54a5aa3347655d2cd5befbcaaf212a37d0b6c7ad44f7890ba,ordinary,regular,0.5,1.0,1.0,2026173.6666666667,"[true,true,true]",nominal
e743ca820adb9c6e9495ba546a4832344bd40f463b9d4cec44b8fd7474c79db1,eta010,panda,9d4e99748b7d4cb54a5aa3347655d2cd5befbcaaf212a37d0b6c7ad44f7890ba,ordinary,regular,0.5,1.0,1.0,291737.3333333333,"[true,true,true]",nominal
e743ca820adb9c6e9495ba546a4832344bd40f463b9d4cec44b8fd7474c79db1,eta050,panda,9d4e99748b7d4cb54a5aa3347655d2cd5befbcaaf212a37d0b6c7ad44f7890ba,ordinary,regular,0.5,1.0,1.0,282482.0,"[true,true,true]",nominal
e743ca820adb9c6e9495ba546a4832344bd40f463b9d4cec44b8fd7474c79db1,gn,panda,9d4e99748b7d4cb54a5aa3347655d2cd5befbcaaf212a37d0b6c7ad44f7890ba,ordinary,regular,0.5,1.0,1.0,305716.0,"[true,true,true]",nominal
e743ca820adb9c6e9495ba546a4832344bd40f463b9d4cec44b8fd7474c79db1,relative,panda,9d4e99748b7d4cb54a5aa3347655d2cd5befbcaaf212a37d0b6c7ad44f7890ba,ordinary,regular,0.5,1.0,1.0,295674.6666666667,"[true,true,true]",nominal
e7d205cdeb824f0e67a583886867b76ee1d6de251d7a6cb713b06360d9c65f87,direct_sqp,panda,4aa2a8b4c68ead365259663eee4d990ac53ebf8fa8e5c922056156e880f2567d,near_singular,multijoint_boundary,0.95,1.0,1.0,2011417.3333333333,"[true,true,true]",nominal
e7d205cdeb824f0e67a583886867b76ee1d6de251d7a6cb713b06360d9c65f87,eta010,panda,4aa2a8b4c68ead365259663eee4d990ac53ebf8fa8e5c922056156e880f2567d,near_singular,multijoint_boundary,0.95,1.0,1.0,534600.3333333334,"[true,true,true]",nominal
e7d205cdeb824f0e67a583886867b76ee1d6de251d7a6cb713b06360d9c65f87,eta050,panda,4aa2a8b4c68ead365259663eee4d990ac53ebf8fa8e5c922056156e880f2567d,near_singular,multijoint_boundary,0.95,1.0,1.0,534561.6666666666,"[true,true,true]",nominal
e7d205cdeb824f0e67a583886867b76ee1d6de251d7a6cb713b06360d9c65f87,gn,panda,4aa2a8b4c68ead365259663eee4d990ac53ebf8fa8e5c922056156e880f2567d,near_singular,multijoint_boundary,0.95,1.0,1.0,528576.6666666666,"[true,true,true]",nominal
e7d205cdeb824f0e67a583886867b76ee1d6de251d7a6cb713b06360d9c65f87,relative,panda,4aa2a8b4c68ead365259663eee4d990ac53ebf8fa8e5c922056156e880f2567d,near_singular,multijoint_boundary,0.95,1.0,1.0,539532.6666666666,"[true,true,true]",nominal
e9023ae75943f8802114afd17ed7e8d98bc84c23ec70e044dcdf27f74e488033,direct_sqp,panda,a1b6580b2774a40ff6f2596067a6c281becb75ec597dddb3bba15cd2d93e91d2,near_limit,regular,0.95,1.0,1.0,2032204.6666666667,"[true,true,true]",nominal
e9023ae75943f8802114afd17ed7e8d98bc84c23ec70e044dcdf27f74e488033,eta010,panda,a1b6580b2774a40ff6f2596067a6c281becb75ec597dddb3bba15cd2d93e91d2,near_limit,regular,0.95,1.0,1.0,291032.3333333333,"[true,true,true]",nominal
e9023ae75943f8802114afd17ed7e8d98bc84c23ec70e044dcdf27f74e488033,eta050,panda,a1b6580b2774a40ff6f2596067a6c281becb75ec597dddb3bba15cd2d93e91d2,near_limit,regular,0.95,1.0,1.0,291330.6666666667,"[true,true,true]",nominal
e9023ae75943f8802114afd17ed7e8d98bc84c23ec70e044dcdf27f74e488033,gn,panda,a1b6580b2774a40ff6f2596067a6c281becb75ec597dddb3bba15cd2d93e91d2,near_limit,regular,0.95,1.0,1.0,314441.6666666667,"[true,true,true]",nominal
e9023ae75943f8802114afd17ed7e8d98bc84c23ec70e044dcdf27f74e488033,relative,panda,a1b6580b2774a40ff6f2596067a6c281becb75ec597dddb3bba15cd2d93e91d2,near_limit,regular,0.95,1.0,1.0,293780.0,"[true,true,true]",nominal
e93092fe4e5d8a1495c28b7df2e17da996185d96c45be83f161dde2abf4e8c80,direct_sqp,panda,239a811ea9a51de2d6eaec7cac81eee502b20cf4e2352a91b5db64b6e6210b77,ordinary,multijoint_boundary,0.0,1.0,1.0,2609598.0,"[true,true,true]",nominal
e93092fe4e5d8a1495c28b7df2e17da996185d96c45be83f161dde2abf4e8c80,eta010,panda,239a811ea9a51de2d6eaec7cac81eee502b20cf4e2352a91b5db64b6e6210b77,ordinary,multijoint_boundary,0.0,1.0,1.0,618407.6666666666,"[true,true,true]",nominal
e93092fe4e5d8a1495c28b7df2e17da996185d96c45be83f161dde2abf4e8c80,eta050,panda,239a811ea9a51de2d6eaec7cac81eee502b20cf4e2352a91b5db64b6e6210b77,ordinary,multijoint_boundary,0.0,1.0,1.0,605623.0,"[true,true,true]",nominal
e93092fe4e5d8a1495c28b7df2e17da996185d96c45be83f161dde2abf4e8c80,gn,panda,239a811ea9a51de2d6eaec7cac81eee502b20cf4e2352a91b5db64b6e6210b77,ordinary,multijoint_boundary,0.0,1.0,1.0,605278.6666666666,"[true,true,true]",nominal
e93092fe4e5d8a1495c28b7df2e17da996185d96c45be83f161dde2abf4e8c80,relative,panda,239a811ea9a51de2d6eaec7cac81eee502b20cf4e2352a91b5db64b6e6210b77,ordinary,multijoint_boundary,0.0,1.0,1.0,637162.6666666666,"[true,true,true]",nominal
eaa1e67be0150ebad28b1384f41ae074d7fb4ec4bca49133a5e805ecb6b081d9,direct_sqp,panda,bb713f7dec95e66ce3253065e04ca892e5673266a632b8cc1e7ff28173968286,near_limit,regular,0.0,1.0,1.0,1023347.0,"[true,true,true]",nominal
eaa1e67be0150ebad28b1384f41ae074d7fb4ec4bca49133a5e805ecb6b081d9,eta010,panda,bb713f7dec95e66ce3253065e04ca892e5673266a632b8cc1e7ff28173968286,near_limit,regular,0.0,1.0,1.0,282788.6666666667,"[true,true,true]",nominal
eaa1e67be0150ebad28b1384f41ae074d7fb4ec4bca49133a5e805ecb6b081d9,eta050,panda,bb713f7dec95e66ce3253065e04ca892e5673266a632b8cc1e7ff28173968286,near_limit,regular,0.0,1.0,1.0,292657.0,"[true,true,true]",nominal
eaa1e67be0150ebad28b1384f41ae074d7fb4ec4bca49133a5e805ecb6b081d9,gn,panda,bb713f7dec95e66ce3253065e04ca892e5673266a632b8cc1e7ff28173968286,near_limit,regular,0.0,1.0,1.0,307909.3333333333,"[true,true,true]",nominal
eaa1e67be0150ebad28b1384f41ae074d7fb4ec4bca49133a5e805ecb6b081d9,relative,panda,bb713f7dec95e66ce3253065e04ca892e5673266a632b8cc1e7ff28173968286,near_limit,regular,0.0,1.0,1.0,294978.0,"[true,true,true]",nominal
eb2dc43e3a720948ccd103afd049cb606a1c1cc0b6ea8100476e5e558bede439,direct_sqp,panda,bd806fd3c624524212e8011b3c6976c2edbc48065faee3dd50b1076b727f0e50,near_singular,regular,0.95,1.0,1.0,1471686.3333333333,"[true,true,true]",nominal
eb2dc43e3a720948ccd103afd049cb606a1c1cc0b6ea8100476e5e558bede439,eta010,panda,bd806fd3c624524212e8011b3c6976c2edbc48065faee3dd50b1076b727f0e50,near_singular,regular,0.95,1.0,1.0,311962.3333333333,"[true,true,true]",nominal
eb2dc43e3a720948ccd103afd049cb606a1c1cc0b6ea8100476e5e558bede439,eta050,panda,bd806fd3c624524212e8011b3c6976c2edbc48065faee3dd50b1076b727f0e50,near_singular,regular,0.95,1.0,1.0,301848.3333333333,"[true,true,true]",nominal
eb2dc43e3a720948ccd103afd049cb606a1c1cc0b6ea8100476e5e558bede439,gn,panda,bd806fd3c624524212e8011b3c6976c2edbc48065faee3dd50b1076b727f0e50,near_singular,regular,0.95,1.0,1.0,329930.0,"[true,true,true]",nominal
eb2dc43e3a720948ccd103afd049cb606a1c1cc0b6ea8100476e5e558bede439,relative,panda,bd806fd3c624524212e8011b3c6976c2edbc48065faee3dd50b1076b727f0e50,near_singular,regular,0.95,1.0,1.0,315418.0,"[true,true,true]",nominal
eb5957583e3365da0e9f467054ec0afee91a68ebd220275d5b32007ce28a1588,direct_sqp,panda,4917bcb39e340db95a137e8ebeefb7ebb43f4027d4773edbf617674790d7f096,ordinary,multijoint_boundary,0.0,1.0,1.0,2007102.0,"[true,true,true]",nominal
eb5957583e3365da0e9f467054ec0afee91a68ebd220275d5b32007ce28a1588,eta010,panda,4917bcb39e340db95a137e8ebeefb7ebb43f4027d4773edbf617674790d7f096,ordinary,multijoint_boundary,0.0,1.0,1.0,598789.6666666666,"[true,true,true]",nominal
eb5957583e3365da0e9f467054ec0afee91a68ebd220275d5b32007ce28a1588,eta050,panda,4917bcb39e340db95a137e8ebeefb7ebb43f4027d4773edbf617674790d7f096,ordinary,multijoint_boundary,0.0,1.0,1.0,580228.6666666666,"[true,true,true]",nominal
eb5957583e3365da0e9f467054ec0afee91a68ebd220275d5b32007ce28a1588,gn,panda,4917bcb39e340db95a137e8ebeefb7ebb43f4027d4773edbf617674790d7f096,ordinary,multijoint_boundary,0.0,1.0,1.0,576806.6666666666,"[true,true,true]",nominal
eb5957583e3365da0e9f467054ec0afee91a68ebd220275d5b32007ce28a1588,relative,panda,4917bcb39e340db95a137e8ebeefb7ebb43f4027d4773edbf617674790d7f096,ordinary,multijoint_boundary,0.0,1.0,1.0,573394.0,"[true,true,true]",nominal
eba10c13b492d16f8ba44b915ec905f4004381af553d43fd7d823a0623332a30,direct_sqp,panda,504f14d827f5f16ad86855827f10a60f9c274bd3189c19619ad0917a0b8ef915,ordinary,high_utilization,0.5,1.0,1.0,2739932.3333333335,"[true,true,true]",nominal
eba10c13b492d16f8ba44b915ec905f4004381af553d43fd7d823a0623332a30,eta010,panda,504f14d827f5f16ad86855827f10a60f9c274bd3189c19619ad0917a0b8ef915,ordinary,high_utilization,0.5,1.0,1.0,489804.3333333333,"[true,true,true]",nominal
eba10c13b492d16f8ba44b915ec905f4004381af553d43fd7d823a0623332a30,eta050,panda,504f14d827f5f16ad86855827f10a60f9c274bd3189c19619ad0917a0b8ef915,ordinary,high_utilization,0.5,1.0,1.0,480673.3333333333,"[true,true,true]",nominal
eba10c13b492d16f8ba44b915ec905f4004381af553d43fd7d823a0623332a30,gn,panda,504f14d827f5f16ad86855827f10a60f9c274bd3189c19619ad0917a0b8ef915,ordinary,high_utilization,0.5,1.0,1.0,467838.6666666667,"[true,true,true]",nominal
eba10c13b492d16f8ba44b915ec905f4004381af553d43fd7d823a0623332a30,relative,panda,504f14d827f5f16ad86855827f10a60f9c274bd3189c19619ad0917a0b8ef915,ordinary,high_utilization,0.5,1.0,1.0,501349.0,"[true,true,true]",nominal
ec7adc123b2946f5b94fc970511887b614787813c1ccd3fa565ea315e06c38c0,direct_sqp,panda,02aa575800827e0631698ef6a344c7e5d81c6a856c469d6047ee9061de329cf8,near_limit,regular,0.95,1.0,1.0,1792883.3333333333,"[true,true,true]",nominal
ec7adc123b2946f5b94fc970511887b614787813c1ccd3fa565ea315e06c38c0,eta010,panda,02aa575800827e0631698ef6a344c7e5d81c6a856c469d6047ee9061de329cf8,near_limit,regular,0.95,1.0,1.0,310461.0,"[true,true,true]",nominal
ec7adc123b2946f5b94fc970511887b614787813c1ccd3fa565ea315e06c38c0,eta050,panda,02aa575800827e0631698ef6a344c7e5d81c6a856c469d6047ee9061de329cf8,near_limit,regular,0.95,1.0,1.0,299029.6666666667,"[true,true,true]",nominal
ec7adc123b2946f5b94fc970511887b614787813c1ccd3fa565ea315e06c38c0,gn,panda,02aa575800827e0631698ef6a344c7e5d81c6a856c469d6047ee9061de329cf8,near_limit,regular,0.95,1.0,1.0,306223.6666666667,"[true,true,true]",nominal
ec7adc123b2946f5b94fc970511887b614787813c1ccd3fa565ea315e06c38c0,relative,panda,02aa575800827e0631698ef6a344c7e5d81c6a856c469d6047ee9061de329cf8,near_limit,regular,0.95,1.0,1.0,293397.0,"[true,true,true]",nominal
ecb36449dcccbb8f14eb5f68bb70c7d5fcbfce16050bbef918f0da6c97f9fbee,direct_sqp,panda,a01a78a1c6b76a93dd67c37faedb8670c0609df9184a58e06d5f56eb31d29d71,near_singular,high_utilization,0.5,1.0,1.0,2301018.0,"[true,true,true]",nominal
ecb36449dcccbb8f14eb5f68bb70c7d5fcbfce16050bbef918f0da6c97f9fbee,eta010,panda,a01a78a1c6b76a93dd67c37faedb8670c0609df9184a58e06d5f56eb31d29d71,near_singular,high_utilization,0.5,1.0,1.0,328540.3333333333,"[true,true,true]",nominal
ecb36449dcccbb8f14eb5f68bb70c7d5fcbfce16050bbef918f0da6c97f9fbee,eta050,panda,a01a78a1c6b76a93dd67c37faedb8670c0609df9184a58e06d5f56eb31d29d71,near_singular,high_utilization,0.5,1.0,1.0,314954.6666666667,"[true,true,true]",nominal
ecb36449dcccbb8f14eb5f68bb70c7d5fcbfce16050bbef918f0da6c97f9fbee,gn,panda,a01a78a1c6b76a93dd67c37faedb8670c0609df9184a58e06d5f56eb31d29d71,near_singular,high_utilization,0.5,1.0,1.0,352561.3333333333,"[true,true,true]",nominal
ecb36449dcccbb8f14eb5f68bb70c7d5fcbfce16050bbef918f0da6c97f9fbee,relative,panda,a01a78a1c6b76a93dd67c37faedb8670c0609df9184a58e06d5f56eb31d29d71,near_singular,high_utilization,0.5,1.0,1.0,327516.0,"[true,true,true]",nominal
ee50f74cc9be3252c5c065d8b55e9234455af5db2c6bd2811adcf7c3804bcea1,direct_sqp,panda,775ba9dc10ec48b95368131e29ed1f98a3161e453ed0ac96e4dd825f28cba74a,near_singular,high_utilization,0.5,1.0,1.0,2261694.0,"[true,true,true]",nominal
ee50f74cc9be3252c5c065d8b55e9234455af5db2c6bd2811adcf7c3804bcea1,eta010,panda,775ba9dc10ec48b95368131e29ed1f98a3161e453ed0ac96e4dd825f28cba74a,near_singular,high_utilization,0.5,1.0,1.0,494005.0,"[true,true,true]",nominal
ee50f74cc9be3252c5c065d8b55e9234455af5db2c6bd2811adcf7c3804bcea1,eta050,panda,775ba9dc10ec48b95368131e29ed1f98a3161e453ed0ac96e4dd825f28cba74a,near_singular,high_utilization,0.5,1.0,1.0,485639.0,"[true,true,true]",nominal
ee50f74cc9be3252c5c065d8b55e9234455af5db2c6bd2811adcf7c3804bcea1,gn,panda,775ba9dc10ec48b95368131e29ed1f98a3161e453ed0ac96e4dd825f28cba74a,near_singular,high_utilization,0.5,1.0,1.0,487438.0,"[true,true,true]",nominal
ee50f74cc9be3252c5c065d8b55e9234455af5db2c6bd2811adcf7c3804bcea1,relative,panda,775ba9dc10ec48b95368131e29ed1f98a3161e453ed0ac96e4dd825f28cba74a,near_singular,high_utilization,0.5,1.0,1.0,521748.3333333333,"[true,true,true]",nominal
ee8f14b05627dec38e9b8cd142ad762beff74bd8eedbcece4b3db5dc55a7bdf7,direct_sqp,panda,a01a78a1c6b76a93dd67c37faedb8670c0609df9184a58e06d5f56eb31d29d71,near_singular,regular,0.5,1.0,1.0,1219715.0,"[true,true,true]",nominal
ee8f14b05627dec38e9b8cd142ad762beff74bd8eedbcece4b3db5dc55a7bdf7,eta010,panda,a01a78a1c6b76a93dd67c37faedb8670c0609df9184a58e06d5f56eb31d29d71,near_singular,regular,0.5,1.0,1.0,284852.3333333333,"[true,true,true]",nominal
ee8f14b05627dec38e9b8cd142ad762beff74bd8eedbcece4b3db5dc55a7bdf7,eta050,panda,a01a78a1c6b76a93dd67c37faedb8670c0609df9184a58e06d5f56eb31d29d71,near_singular,regular,0.5,1.0,1.0,276353.0,"[true,true,true]",nominal
ee8f14b05627dec38e9b8cd142ad762beff74bd8eedbcece4b3db5dc55a7bdf7,gn,panda,a01a78a1c6b76a93dd67c37faedb8670c0609df9184a58e06d5f56eb31d29d71,near_singular,regular,0.5,1.0,1.0,309886.3333333333,"[true,true,true]",nominal
ee8f14b05627dec38e9b8cd142ad762beff74bd8eedbcece4b3db5dc55a7bdf7,relative,panda,a01a78a1c6b76a93dd67c37faedb8670c0609df9184a58e06d5f56eb31d29d71,near_singular,regular,0.5,1.0,1.0,285542.0,"[true,true,true]",nominal
eec819d71f0b41f0641afd3a5b9377e93fd467b43bab57ad652611b780743f04,direct_sqp,panda,03f3022bedd8eb294b1a3072ccf6fb73568d2b2abba628590fb3b32ac76130b3,near_limit,high_utilization,0.5,1.0,1.0,2275168.0,"[true,true,true]",nominal
eec819d71f0b41f0641afd3a5b9377e93fd467b43bab57ad652611b780743f04,eta010,panda,03f3022bedd8eb294b1a3072ccf6fb73568d2b2abba628590fb3b32ac76130b3,near_limit,high_utilization,0.5,1.0,1.0,438691.3333333333,"[true,true,true]",nominal
eec819d71f0b41f0641afd3a5b9377e93fd467b43bab57ad652611b780743f04,eta050,panda,03f3022bedd8eb294b1a3072ccf6fb73568d2b2abba628590fb3b32ac76130b3,near_limit,high_utilization,0.5,1.0,1.0,447451.6666666667,"[true,true,true]",nominal
eec819d71f0b41f0641afd3a5b9377e93fd467b43bab57ad652611b780743f04,gn,panda,03f3022bedd8eb294b1a3072ccf6fb73568d2b2abba628590fb3b32ac76130b3,near_limit,high_utilization,0.5,1.0,1.0,455140.3333333333,"[true,true,true]",nominal
eec819d71f0b41f0641afd3a5b9377e93fd467b43bab57ad652611b780743f04,relative,panda,03f3022bedd8eb294b1a3072ccf6fb73568d2b2abba628590fb3b32ac76130b3,near_limit,high_utilization,0.5,1.0,1.0,462122.0,"[true,true,true]",nominal
eeeefa46ce5d57540eebb85ab5825142e2b445bccf8e8d45035956697b094d56,direct_sqp,panda,f650ed644e7aa77b0291b6b3e4d6edcde44a5fce85dda5e9268ba2b813f36aca,near_singular,high_utilization,0.95,1.0,1.0,2342955.0,"[true,true,true]",nominal
eeeefa46ce5d57540eebb85ab5825142e2b445bccf8e8d45035956697b094d56,eta010,panda,f650ed644e7aa77b0291b6b3e4d6edcde44a5fce85dda5e9268ba2b813f36aca,near_singular,high_utilization,0.95,1.0,1.0,319939.3333333333,"[true,true,true]",nominal
eeeefa46ce5d57540eebb85ab5825142e2b445bccf8e8d45035956697b094d56,eta050,panda,f650ed644e7aa77b0291b6b3e4d6edcde44a5fce85dda5e9268ba2b813f36aca,near_singular,high_utilization,0.95,1.0,1.0,329535.6666666667,"[true,true,true]",nominal
