method,baseline,episodes,session_clusters,success_difference,success_difference_ci,timely_difference,timely_difference_ci,latency_ratio,latency_ratio_ci,interval
relative,gn,24,22,0.0021904532628715507,"[0.0010175253021354053,0.0034785405471680912]",0.0021904532628715507,"[0.0010175253021354053,0.0034785405471680912]",2.26861183067946,"[2.01378601542945,2.530973478561211]","equal-episode estimate; repeat means within query, episode aggregates within lab/date session; 4000 paired session bootstrap, unadjusted95%"
relative,fixed_qp2,24,22,0.0005703095521699836,"[4.070568979794577e-05,0.001244538657254951]",0.0005703095521699836,"[4.070568979794577e-05,0.001244538657254951]",1.336095017656954,"[1.2113450971354984,1.4769532052604568]","equal-episode estimate; repeat means within query, episode aggregates within lab/date session; 4000 paired session bootstrap, unadjusted95%"
relative,clarabel,24,22,-3.905029678225499e-05,"[-0.00012224440731845032,0.0]",-3.905029678225499e-05,"[-0.00012224440731845032,0.0]",1.1085277831796863,"[1.0206231943017676,1.2106492270879592]","equal-episode estimate; repeat means within query, episode aggregates within lab/date session; 4000 paired session bootstrap, unadjusted95%"
relative,direct_sqp,24,22,-0.00015620118712901995,"[-0.0004889776292735792,0.0]",-0.00015620118712901995,"[-0.0004889776292735792,0.0]",0.5656149145748071,"[0.4560477779174356,0.6618194030855808]","equal-episode estimate; repeat means within query, episode aggregates within lab/date session; 4000 paired session bootstrap, unadjusted95%"
