group,method,queries,repeats,success_by_repeat,within20_by_repeat,verified_success,within20_success,mean_ms,p50_ms,p95_ms,p99_ms,total_ms_per_repeat,late_calls,witness_queries,witness_success_by_repeat,witness_confirmed_missed_uids,accepted_position_p50_p95_max_m,accepted_orientation_p50_p95_max_rad,edge_fraction,command_step_utilization_p50_p95_max,mean_local_qps,first_half_accepted_fraction,no_qp_fraction,continued_after_first_fraction,extra_weighted_qp_fraction,relative_stop_fraction,mean_iterations,failure_counts,native_status_counts,episode_uid,session
4d80502abaea286ed3f42e7c3afc11d0e08fef02bed743ab178d231d269983ae,clarabel,332,3,"[331,331,331]","[331,331,331]",0.9969879518072289,0.9969879518072289,0.4320833624497992,0.292159,0.6761085,0.9393572999999997,143.45167633333332,0,35,"[35,35,35]",[],"[0.00015713713655421413,0.0009286833203526984,0.000994259795216433]","[0.0004026984675732901,0.004991019206241247,0.008591388281486282]",0.06948640483383686,"[0.5645345474212244,0.8692630227857725,0.9999999999989998]",1.7409638554216869,0.5692771084337349,,0.35240963855421686,,,1.4066265060240963,"{""position_tolerance+orientation_tolerance"":3}","{""native_task_candidate"":993,""no_descent"":3}",4d80502abaea286ed3f42e7c3afc11d0e08fef02bed743ab178d231d269983ae,TRI/2023-12-05
4d80502abaea286ed3f42e7c3afc11d0e08fef02bed743ab178d231d269983ae,direct_sqp,332,3,"[331,331,331]","[331,331,331]",0.9969879518072289,0.9969879518072289,2.656661646586345,2.8090469999999996,3.345299,4.018192049999999,882.0116666666667,3,35,"[35,35,35]",[],"[0.0009999999523786593,0.00099999998219762,0.000999999999752786]","[0.008726645839742943,0.008726646092843661,0.008726646253738346]",0.9214501510574018,"[0.5110160469001592,0.7969445236151877,0.9999999999989994]",,,,,,,18.740963855421686,"{""position_tolerance+orientation_tolerance"":3}","{""task_accepted_early"":993,""deadline"":3}",4d80502abaea286ed3f42e7c3afc11d0e08fef02bed743ab178d231d269983ae,TRI/2023-12-05
4ddc09e3df4e3d0e20b610173570bcf03ac648af37a502a807aaf01f8f8ea192,relative,172,3,"[170,170,170]","[170,170,170]",0.9883720930232558,0.9883720930232558,0.4595502635658914,0.28566749999999996,0.46336475,10.671014450000255,79.04264533333333,0,42,"[42,42,42]",[],"[0.00017253954581619428,0.0007930517690432035,0.0009915875400414269]","[0.00033807071550251086,0.0024246890007708125,0.008655412435081026]",0.03529411764705882,"[0.3080708536695762,0.9222679208482613,0.9999999999990001]",2.11046511627907,0.5930232558139535,0.12209302325581395,0.28488372093023256,0.023255813953488372,0.28488372093023256,1.5465116279069768,"{""position_tolerance+orientation_tolerance"":6}","{""native_task_candidate"":510,""stationary"":6}",4ddc09e3df4e3d0e20b610173570bcf03ac648af37a502a807aaf01f8f8ea192,AUTOLab/2023-08-12
4ddc09e3df4e3d0e20b610173570bcf03ac648af37a502a807aaf01f8f8ea192,gn,172,3,"[168,168,168]","[168,168,168]",0.9767441860465116,0.9767441860465116,0.422433980620155,0.3121335,0.4635425,4.448533750000001,72.65864466666666,0,42,"[42,42,42]",[],"[0.00017054594315759697,0.000641907987908944,0.0009553592247249138]","[0.00033717011030429253,0.0022046396705269387,0.008214436208849565]",0.023809523809523808,"[0.30779236166363977,0.9127978090389072,0.9999999999990001]",,,,,,,2.453488372093023,"{""position_tolerance+orientation_tolerance"":3,""position_tolerance"":9}","{""task_candidate"":504,""no_descent"":12}",4ddc09e3df4e3d0e20b610173570bcf03ac648af37a502a807aaf01f8f8ea192,AUTOLab/2023-08-12
4ddc09e3df4e3d0e20b610173570bcf03ac648af37a502a807aaf01f8f8ea192,fixed_qp2,172,3,"[170,170,170]","[170,170,170]",0.9883720930232558,0.9883720930232558,0.4906738546511628,0.2834115,0.5881412500000001,9.518745300000104,84.395903,0,42,"[42,42,42]",[],"[0.00017253954581619428,0.0007930517690432035,0.0009900736503638526]","[0.00033807071550251086,0.0024246890007708125,0.008674062649805803]",0.03529411764705882,"[0.3080708536695762,0.9222679450138003,0.9999999999990001]",2.296511627906977,0.5930232558139535,,0.28488372093023256,0.28488372093023256,,1.697674418604651,"{""position_tolerance+orientation_tolerance"":6}","{""native_task_candidate"":510,""iteration_limit"":6}",4ddc09e3df4e3d0e20b610173570bcf03ac648af37a502a807aaf01f8f8ea192,AUTOLab/2023-08-12
4ddc09e3df4e3d0e20b610173570bcf03ac648af37a502a807aaf01f8f8ea192,clarabel,172,3,"[170,170,170]","[170,170,170]",0.9883720930232558,0.9883720930232558,0.4886104496124031,0.280296,0.66967575,8.8440816000002,84.04099733333332,0,42,"[42,42,42]",[],"[0.00017253954581619428,0.0007930517690432035,0.0009934746506348475]","[0.00033807071550251086,0.0024246890007708125,0.008645729679980764]",0.03529411764705882,"[0.3080708536695762,0.9222679483987617,0.9999999999990001]",1.9127906976744187,0.5930232558139535,,0.28488372093023256,,,1.505813953488372,"{""position_tolerance+orientation_tolerance"":6}","{""native_task_candidate"":510,""stationary"":6}",4ddc09e3df4e3d0e20b610173570bcf03ac648af37a502a807aaf01f8f8ea192,AUTOLab/2023-08-12
4ddc09e3df4e3d0e20b610173570bcf03ac648af37a502a807aaf01f8f8ea192,direct_sqp,172,3,"[170,170,170]","[170,170,170]",0.9883720930232558,0.9883720930232558,2.4720443178294578,2.4657774999999997,3.2214442500000002,18.073374000000314,425.1916226666667,6,42,"[42,42,42]",[],"[0.000999999953090702,0.0009999999790761345,0.0009999999966809371]","[0.008726645834117452,0.008726646130636546,0.008726646199692246]",0.8823529411764706,"[0.2844877479962703,0.8929145298545818,0.9999999999990001]",,,,,,,16.5968992248062,"{""position_tolerance+orientation_tolerance"":6}","{""task_accepted_early"":510,""deadline"":6}",4ddc09e3df4e3d0e20b610173570bcf03ac648af37a502a807aaf01f8f8ea192,AUTOLab/2023-08-12
4f36ab87714840d324777682efdfef96e7e8c48e6a03d0e7c243f19e93b00d3a,relative,284,3,"[284,284,284]","[284,284,284]",1.0,1.0,0.30303296361502347,0.2819245,0.44253935,0.46130885,86.06136166666666,0,29,"[29,29,29]",[],"[0.000264083493902916,0.0008904743186661058,0.0009785600715803285]","[0.0006725677901429528,0.0037826921882621036,0.0064191100454065435]",0.045774647887323945,"[0.36220523628793755,0.8826277286867513,0.9999999999990001]",1.1056338028169015,0.6830985915492958,0.1056338028169014,0.2112676056338028,0.0,0.2112676056338028,1.2112676056338028,{},"{""native_task_candidate"":852}",4f36ab87714840d324777682efdfef96e7e8c48e6a03d0e7c243f19e93b00d3a,ILIAD/2023-05-17
4f36ab87714840d324777682efdfef96e7e8c48e6a03d0e7c243f19e93b00d3a,gn,284,3,"[284,284,284]","[284,284,284]",1.0,1.0,0.3207893943661972,0.308308,0.43307029999999996,0.45243247000000003,91.10418800000001,0,29,"[29,29,29]",[],"[0.000264083493902916,0.0008904743186661058,0.0009785600715803285]","[0.0006725677901429528,0.0037826921882621036,0.0064191100454065435]",0.045774647887323945,"[0.36220523628793755,0.8826277286867513,0.9999999999990001]",,,,,,,2.1056338028169015,{},"{""task_candidate"":852}",4f36ab87714840d324777682efdfef96e7e8c48e6a03d0e7c243f19e93b00d3a,ILIAD/2023-05-17
4f36ab87714840d324777682efdfef96e7e8c48e6a03d0e7c243f19e93b00d3a,fixed_qp2,284,3,"[284,284,284]","[284,284,284]",1.0,1.0,0.3246434647887324,0.2803215,0.5502697,0.57539454,92.19874399999999,0,29,"[29,29,29]",[],"[0.000264083493902916,0.0008904743186661058,0.0009785600715803285]","[0.0006725677901429528,0.0037826921882621036,0.0064191100454065435]",0.045774647887323945,"[0.36220523628793755,0.8826277286867513,0.9999999999990001]",1.3169014084507042,0.6830985915492958,,0.2112676056338028,0.2112676056338028,,1.2112676056338028,{},"{""native_task_candidate"":852}",4f36ab87714840d324777682efdfef96e7e8c48e6a03d0e7c243f19e93b00d3a,ILIAD/2023-05-17
4f36ab87714840d324777682efdfef96e7e8c48e6a03d0e7c243f19e93b00d3a,clarabel,284,3,"[284,284,284]","[284,284,284]",1.0,1.0,0.34523158098591544,0.2796265,0.65346825,0.6898113300000001,98.04576899999999,0,29,"[29,29,29]",[],"[0.000264083493902916,0.0008904743186661058,0.0009785600715803285]","[0.0006725677901429528,0.0037826921882621036,0.0064191100454065435]",0.045774647887323945,"[0.36220523628793755,0.8826277286867513,0.9999999999990001]",1.3169014084507042,0.6830985915492958,,0.2112676056338028,,,1.2112676056338028,{},"{""native_task_candidate"":852}",4f36ab87714840d324777682efdfef96e7e8c48e6a03d0e7c243f19e93b00d3a,ILIAD/2023-05-17
4f36ab87714840d324777682efdfef96e7e8c48e6a03d0e7c243f19e93b00d3a,direct_sqp,284,3,"[284,284,284]","[284,284,284]",1.0,1.0,2.3336002582159625,2.5258475000000002,3.0143727499999997,3.1476270200000003,662.7424733333334,0,29,"[29,29,29]",[],"[0.0009999999531333705,0.0009999999846347046,0.000999999997175743]","[0.008726645834632646,0.008726646080567679,0.008726646252075374]",0.8943661971830986,"[0.32346891134459954,0.8060744688058467,0.9999999999989965]",,,,,,,16.630281690140844,{},"{""task_accepted_early"":852}",4f36ab87714840d324777682efdfef96e7e8c48e6a03d0e7c243f19e93b00d3a,ILIAD/2023-05-17
512906a4b1ca563b43ef0be21e64b363223252a17434c8e498d338bff85fa0d4,relative,115,3,"[115,115,115]","[115,115,115]",1.0,1.0,0.3171430405797101,0.284229,0.45860600000000007,0.52445436,36.471449666666665,0,26,"[26,26,26]",[],"[1.4339694772600636e-05,0.0006833421735641682,0.0009063580934771735]","[3.39447288386662e-05,0.0011960011974570897,0.002458813715688102]",0.008695652173913044,"[0.31287152672405455,0.9139503452626848,0.987549325177278]",1.182608695652174,0.43478260869565216,0.19130434782608696,0.3739130434782609,0.0,0.3739130434782609,1.373913043478261,{},"{""native_task_candidate"":345}",512906a4b1ca563b43ef0be21e64b363223252a17434c8e498d338bff85fa0d4,AUTOLab/2023-10-13
512906a4b1ca563b43ef0be21e64b363223252a17434c8e498d338bff85fa0d4,gn,115,3,"[115,115,115]","[115,115,115]",1.0,1.0,0.3293802666666667,0.31519,0.446994,0.51743,37.87873066666667,0,26,"[26,26,26]",[],"[1.4339694772600636e-05,0.0006833421735641682,0.0009063580934771735]","[3.39447288386662e-05,0.0011960011974570897,0.002458813715688102]",0.008695652173913044,"[0.31287152672405455,0.9139503452626848,0.987549325177278]",,,,,,,2.1826086956521737,{},"{""task_candidate"":345}",512906a4b1ca563b43ef0be21e64b363223252a17434c8e498d338bff85fa0d4,AUTOLab/2023-10-13
512906a4b1ca563b43ef0be21e64b363223252a17434c8e498d338bff85fa0d4,fixed_qp2,115,3,"[115,115,115]","[115,115,115]",1.0,1.0,0.3568204,0.285786,0.560886,0.659277,41.034346,0,26,"[26,26,26]",[],"[1.4339738483465695e-05,0.0006833421735641682,0.0009063580934771735]","[3.39276520978627e-05,0.0011960011974570897,0.002458813715688102]",0.008695652173913044,"[0.31287152672405455,0.9139503651225169,0.987549325177278]",1.5565217391304347,0.43478260869565216,,0.3739130434782609,0.3739130434782609,,1.373913043478261,{},"{""native_task_candidate"":345}",512906a4b1ca563b43ef0be21e64b363223252a17434c8e498d338bff85fa0d4,AUTOLab/2023-10-13
512906a4b1ca563b43ef0be21e64b363223252a17434c8e498d338bff85fa0d4,clarabel,115,3,"[115,115,115]","[115,115,115]",1.0,1.0,0.3890418753623188,0.293484,0.6559442,0.6814024399999999,44.739815666666665,0,26,"[26,26,26]",[],"[1.4339381945806814e-05,0.0006833421735641682,0.0009063580934771735]","[3.392229275535949e-05,0.0011960011974570897,0.002458813715688102]",0.008695652173913044,"[0.31287152672405455,0.913950382490458,0.987427672689755]",1.5565217391304347,0.43478260869565216,,0.3739130434782609,,,1.373913043478261,{},"{""native_task_candidate"":345}",512906a4b1ca563b43ef0be21e64b363223252a17434c8e498d338bff85fa0d4,AUTOLab/2023-10-13
512906a4b1ca563b43ef0be21e64b363223252a17434c8e498d338bff85fa0d4,direct_sqp,115,3,"[115,115,115]","[115,115,115]",1.0,1.0,2.1252200695652173,2.489219,3.112495,3.3071740800000002,244.400308,0,26,"[26,26,26]",[],"[0.0009999999516623313,0.000999999991389922,0.0009999999980868067]","[0.008726645836126479,0.008726646070833193,0.008726646161059955]",0.808695652173913,"[0.2674618690740264,0.8855852427037377,0.9737687593383785]",,,,,,,14.947826086956521,{},"{""task_accepted_early"":345}",512906a4b1ca563b43ef0be21e64b363223252a17434c8e498d338bff85fa0d4,AUTOLab/2023-10-13
5546f34f3c7f577f6998e61147e4f6adca236c13525e02687283fc2bb5c0431e,relative,208,3,"[196,196,196]","[196,196,196]",0.9423076923076923,0.9423076923076923,0.9729859054487179,0.2929115,4.7506502,16.347617479999997,202.38106833333333,0,39,"[39,39,39]",[],"[9.753596218545796e-05,0.0009558067505272485,0.0009983398035404022]","[0.0003090119302817367,0.001767136994256668,0.004097592285370873]",0.07653061224489796,"[0.41585911720811375,0.8365055982541337,0.9999999999990009]",5.6875,0.5432692307692307,0.09615384615384616,0.3605769230769231,0.057692307692307696,0.3605769230769231,2.4663461538461537,"{""position_tolerance+orientation_tolerance"":36}","{""native_task_candidate"":588,""stationary"":21,""iteration_limit"":9,""no_descent"":6}",5546f34f3c7f577f6998e61147e4f6adca236c13525e02687283fc2bb5c0431e,RPL/2023-11-30
5546f34f3c7f577f6998e61147e4f6adca236c13525e02687283fc2bb5c0431e,gn,208,3,"[196,196,196]","[196,196,196]",0.9423076923076923,0.9423076923076923,0.5466898541666666,0.318939,3.3076790000000003,4.5863954399999995,113.71148966666665,0,39,"[39,39,39]",[],"[9.753596218545796e-05,0.0009558067505272485,0.0009983398035404022]","[0.0003090119302817367,0.001767136994256668,0.004097592285370873]",0.07653061224489796,"[0.41585911720811375,0.8365055982541337,0.9999999999990009]",,,,,,,3.1009615384615383,"{""position_tolerance+orientation_tolerance"":33,""position_tolerance"":3}","{""task_candidate"":588,""stationary"":27,""no_descent"":9}",5546f34f3c7f577f6998e61147e4f6adca236c13525e02687283fc2bb5c0431e,RPL/2023-11-30
5546f34f3c7f577f6998e61147e4f6adca236c13525e02687283fc2bb5c0431e,fixed_qp2,208,3,"[196,196,196]","[196,196,196]",0.9423076923076923,0.9423076923076923,0.9074157628205128,0.2896405,9.78881145,10.69385627,188.74247866666667,0,39,"[39,39,39]",[],"[9.753596218545796e-05,0.0009558067505272485,0.0009983398035404022]","[0.0003090119302817367,0.001767136994256668,0.004138849990365286]",0.07653061224489796,"[0.41585911720811375,0.8365054409637577,0.9999999999990009]",4.75,0.5432692307692307,,0.3605769230769231,0.3605769230769231,,2.894230769230769,"{""position_tolerance+orientation_tolerance"":36}","{""native_task_candidate"":588,""iteration_limit"":24,""stationary"":3,""no_descent"":9}",5546f34f3c7f577f6998e61147e4f6adca236c13525e02687283fc2bb5c0431e,RPL/2023-11-30
5546f34f3c7f577f6998e61147e4f6adca236c13525e02687283fc2bb5c0431e,clarabel,208,3,"[196,196,196]","[196,196,196]",0.9423076923076923,0.9423076923076923,1.0221805512820514,0.2902045,9.65693055,13.417763779999996,212.6135546666667,0,39,"[39,39,39]",[],"[9.753596218545796e-05,0.0009558067505272485,0.0009983398035404022]","[0.0003090119302817367,0.001767136994256668,0.004134187498746116]",0.07653061224489796,"[0.41585911720811375,0.8365054206572572,0.9999999999990009]",3.980769230769231,0.5432692307692307,,0.3605769230769231,,,2.5096153846153846,"{""position_tolerance+orientation_tolerance"":36}","{""native_task_candidate"":588,""no_descent"":36}",5546f34f3c7f577f6998e61147e4f6adca236c13525e02687283fc2bb5c0431e,RPL/2023-11-30
5546f34f3c7f577f6998e61147e4f6adca236c13525e02687283fc2bb5c0431e,direct_sqp,208,3,"[196,196,196]","[196,196,196]",0.9423076923076923,0.9423076923076923,3.312087544871795,2.6557195,16.550407900000003,20.178092040000003,688.9142093333334,27,39,"[39,39,39]",[],"[0.0009999999538278191,0.0009999999872649507,0.000999999998296068]","[0.008726645837871985,0.008726646095238499,0.008726646229929368]",0.8979591836734694,"[0.3443578547305667,0.8111453869455237,0.9999999999990009]",,,,,,,19.565705128205128,"{""position_tolerance+orientation_tolerance"":36}","{""task_accepted_early"":588,""deadline"":27,""optimizer:Iteration limit reached"":3,""optimizer:Positive directional derivative for linesearch"":6}",5546f34f3c7f577f6998e61147e4f6adca236c13525e02687283fc2bb5c0431e,RPL/2023-11-30
55cbd22b550dbf3706b996359a8a6952d1ca0de422e7cc0c639f216d844089ad,relative,361,3,"[326,326,326]","[326,326,326]",0.9030470914127424,0.9030470914127424,2.056323532779317,0.302342,18.324747299999995,20.17625768,742.3327953333334,30,21,"[21,21,21]",[],"[0.00021347751591817992,0.000874446267727052,0.0009919051110244318]","[0.0006902253054669441,0.003976927080886675,0.008402358220860117]",0.049079754601226995,"[0.46841362532165454,0.9893203427625372,0.999999999999001]",12.977839335180056,0.518005540166205,0.0443213296398892,0.4376731301939058,0.0997229916897507,0.4376731301939058,3.188365650969529,"{""position_tolerance+orientation_tolerance"":102,""position_tolerance"":3}","{""native_task_candidate"":978,""no_descent"":57,""deadline"":30,""stationary"":18}",55cbd22b550dbf3706b996359a8a6952d1ca0de422e7cc0c639f216d844089ad,RAD/2023-12-18
55cbd22b550dbf3706b996359a8a6952d1ca0de422e7cc0c639f216d844089ad,gn,361,3,"[325,325,325]","[325,325,325]",0.9002770083102493,0.9002770083102493,0.8003228559556786,0.329285,4.539715299999998,6.925770100000001,288.91655099999997,0,21,"[21,21,21]",[],"[0.0002120228831138528,0.000874446267727052,0.0009919051110244318]","[0.0006682055057780139,0.0038539642407223666,0.008402358220860117]",0.046153846153846156,"[0.46819109109340334,0.9889564215452651,0.999999999999001]",,,,,,,3.8947368421052633,"{""position_tolerance"":48,""position_tolerance+orientation_tolerance"":48,""orientation_tolerance"":12}","{""task_candidate"":975,""no_descent"":96,""iteration_limit"":12}",55cbd22b550dbf3706b996359a8a6952d1ca0de422e7cc0c639f216d844089ad,RAD/2023-12-18
55cbd22b550dbf3706b996359a8a6952d1ca0de422e7cc0c639f216d844089ad,fixed_qp2,361,3,"[325,325,325]","[325,325,325]",0.9002770083102493,0.9002770083102493,1.0402826168051709,0.298609,3.7431971999999933,11.382345720000004,375.5420246666667,0,21,"[21,21,21]",[],"[0.0002120228831138528,0.000874446267727052,0.0009919051110244318]","[0.0006682055057780139,0.0038539642407223666,0.008402358220860117]",0.046153846153846156,"[0.46819109109340334,0.9889564014780263,0.999999999999001]",5.5484764542936285,0.518005540166205,,0.4376731301939058,0.4376731301939058,,3.2465373961218837,"{""position_tolerance"":42,""position_tolerance+orientation_tolerance"":66}","{""native_task_candidate"":975,""stationary"":57,""iteration_limit"":51}",55cbd22b550dbf3706b996359a8a6952d1ca0de422e7cc0c639f216d844089ad,RAD/2023-12-18
55cbd22b550dbf3706b996359a8a6952d1ca0de422e7cc0c639f216d844089ad,clarabel,361,3,"[326,326,326]","[326,326,326]",0.9030470914127424,0.9030470914127424,1.5113481191135734,0.299686,11.283698399999997,13.848756520000007,545.596671,0,21,"[21,21,21]",[],"[0.00021347751591817992,0.0008868225450506072,0.0009919051110244318]","[0.0006902253054669441,0.003979985180212569,0.008402358220860117]",0.046012269938650305,"[0.46841362532165454,0.9893287029260674,0.999999999999001]",5.969529085872576,0.518005540166205,,0.4376731301939058,,,3.457063711911357,"{""position_tolerance+orientation_tolerance"":105}","{""native_task_candidate"":978,""no_descent"":81,""iteration_limit"":12,""stationary"":12}",55cbd22b550dbf3706b996359a8a6952d1ca0de422e7cc0c639f216d844089ad,RAD/2023-12-18
55cbd22b550dbf3706b996359a8a6952d1ca0de422e7cc0c639f216d844089ad,direct_sqp,361,3,"[326,326,326]","[326,326,326]",0.9030470914127424,0.9030470914127424,4.1825667996306555,2.75141,20.1455544,20.16986988,1509.9066146666667,70,21,"[21,21,21]",[],"[0.0009999999538456872,0.00099999998937237,0.0009999999989086321]","[0.008726645849117413,0.00872664615049727,0.008726646238759466]",0.950920245398773,"[0.4097749147923664,0.9275479598208797,0.9999999999990001]",,,,,,,23.681440443213297,"{""position_tolerance+orientation_tolerance"":105}","{""task_accepted_early"":978,""optimizer:Positive directional derivative for linesearch"":30,""deadline"":69,""optimizer:Iteration limit reached"":6}",55cbd22b550dbf3706b996359a8a6952d1ca0de422e7cc0c639f216d844089ad,RAD/2023-12-18
