group,method,queries,repeats,success_by_repeat,within20_by_repeat,verified_success,within20_success,mean_ms,p50_ms,p95_ms,p99_ms,total_ms_per_repeat,late_calls,witness_queries,witness_success_by_repeat,witness_confirmed_missed_uids,accepted_position_p50_p95_max_m,accepted_orientation_p50_p95_max_rad,edge_fraction,command_step_utilization_p50_p95_max,mean_local_qps,first_half_accepted_fraction,no_qp_fraction,continued_after_first_fraction,extra_weighted_qp_fraction,relative_stop_fraction,mean_iterations,failure_counts,native_status_counts,robot,condition
near_limit/high_utilization/alpha=0.95,gn,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.4130956333333333,0.429317,0.52345,0.52528027,4.130956333333333,0,10,"[10,10,10]",[],"[0.0003685252685644055,0.0009416138640306847,0.0009416138640306847]","[0.0008174474160880763,0.003482227888883155,0.003482227888883155]",0.1,"[0.9999999999989991,0.9999999999990037,0.9999999999990037]",,,,,,,2.6,{},"{""task_candidate"":30}",panda,nominal
near_limit/high_utilization/alpha=0.95,direct_sqp,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,2.230774766666666,2.2895105,2.4541657,2.47144913,22.30774766666666,0,10,"[10,10,10]",[],"[0.000999999964881806,0.0009999999788557273,0.0009999999788557273]","[0.008726645879973141,0.008726646032962606,0.008726646032962606]",1.0,"[0.8909625074306511,0.9999999999989987,0.9999999999989987]",,,,,,,16.3,{},"{""task_accepted_early"":30}",panda,nominal
near_limit/multijoint_boundary/alpha=0.0,relative,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.5238175999999999,0.54267,0.63944715,0.6484491299999999,5.238175999999999,0,10,"[10,10,10]",[],"[8.006071428610562e-06,0.0006798183962379924,0.0006798183962379924]","[2.1649008719812316e-05,0.0035592115997719526,0.0035592115997719526]",0.0,"[0.9999999999990026,0.9999999999990037,0.9999999999990037]",1.8,0.2,0.0,0.8,0.0,0.8,1.8,{},"{""native_task_candidate"":30}",panda,nominal
near_limit/multijoint_boundary/alpha=0.0,eta010,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.5235322666666666,0.5444175,0.61680225,0.63840439,5.235322666666666,0,10,"[10,10,10]",[],"[8.006071428610562e-06,0.0006798183962379924,0.0006798183962379924]","[2.1649008719812316e-05,0.0035592115997719526,0.0035592115997719526]",0.0,"[0.9999999999990026,0.9999999999990037,0.9999999999990037]",1.8,0.2,,0.8,0.0,0.8,1.8,{},"{""native_task_candidate"":30}",panda,nominal
near_limit/multijoint_boundary/alpha=0.0,eta050,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.5198131666666665,0.539933,0.6260867999999999,0.64864489,5.198131666666666,0,10,"[10,10,10]",[],"[8.006071428610562e-06,0.0006798183962379924,0.0006798183962379924]","[2.1649008719812316e-05,0.0035592115997719526,0.0035592115997719526]",0.0,"[0.9999999999990026,0.9999999999990037,0.9999999999990037]",1.8,0.2,,0.8,0.0,0.8,1.8,{},"{""native_task_candidate"":30}",panda,nominal
near_limit/multijoint_boundary/alpha=0.0,gn,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.5131784666666667,0.5316965,0.6063453499999999,0.63475982,5.131784666666666,0,10,"[10,10,10]",[],"[8.006071428610562e-06,0.0006798183962379924,0.0006798183962379924]","[2.1649008719812316e-05,0.0035592115997719526,0.0035592115997719526]",0.0,"[0.9999999999990026,0.9999999999990037,0.9999999999990037]",,,,,,,2.8,{},"{""task_candidate"":30}",panda,nominal
near_limit/multijoint_boundary/alpha=0.0,direct_sqp,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,2.4041259999999993,2.3927069999999997,2.95825565,2.97853749,24.041259999999994,0,10,"[10,10,10]",[],"[0.000999999952187572,0.0009999999734130935,0.0009999999734130935]","[0.008726645832036098,0.00872664594494155,0.00872664594494155]",1.0,"[0.9999999999990019,0.9999999999990037,0.9999999999990037]",,,,,,,17.6,{},"{""task_accepted_early"":30}",panda,nominal
near_limit/multijoint_boundary/alpha=0.5,relative,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.49503146666666675,0.517802,0.60603315,0.6127340099999999,4.950314666666667,0,10,"[10,10,10]",[],"[0.0002693779409397117,0.0008558866985656288,0.0008558866985656288]","[0.0033195360558632824,0.004602600769803562,0.004602600769803562]",0.0,"[0.9999999999990026,0.9999999999990037,0.9999999999990037]",1.8,0.2,0.0,0.8,0.0,0.8,1.8,{},"{""native_task_candidate"":30}",panda,nominal
near_limit/multijoint_boundary/alpha=0.5,eta010,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.4970818666666667,0.509328,0.6114062,0.6288086700000001,4.970818666666667,0,10,"[10,10,10]",[],"[0.0002693779409397117,0.0008558866985656288,0.0008558866985656288]","[0.0033195360558632824,0.004602600769803562,0.004602600769803562]",0.0,"[0.9999999999990026,0.9999999999990037,0.9999999999990037]",1.8,0.2,,0.8,0.0,0.8,1.8,{},"{""native_task_candidate"":30}",panda,nominal
near_limit/multijoint_boundary/alpha=0.5,eta050,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.5045995,0.5145215000000001,0.6050073999999999,0.7371405100000001,5.0459950000000005,0,10,"[10,10,10]",[],"[0.0002693779409397117,0.0008558866985656288,0.0008558866985656288]","[0.0033195360558632824,0.004602600769803562,0.004602600769803562]",0.0,"[0.9999999999990026,0.9999999999990037,0.9999999999990037]",1.8,0.2,,0.8,0.0,0.8,1.8,{},"{""native_task_candidate"":30}",panda,nominal
near_limit/multijoint_boundary/alpha=0.5,gn,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.4922549,0.504936,0.57685215,0.59526765,4.922549,0,10,"[10,10,10]",[],"[0.0002693779409397117,0.0008558866985656288,0.0008558866985656288]","[0.0033195360558632824,0.004602600769803562,0.004602600769803562]",0.0,"[0.9999999999990026,0.9999999999990037,0.9999999999990037]",,,,,,,2.8,{},"{""task_candidate"":30}",panda,nominal
near_limit/multijoint_boundary/alpha=0.5,direct_sqp,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,2.4068495666666667,2.3692325,2.96579255,2.97998952,24.068495666666667,0,10,"[10,10,10]",[],"[0.0009999999518876782,0.000999999986372899,0.000999999986372899]","[0.008726645853545736,0.008726645917637015,0.008726645917637015]",1.0,"[0.9999999999990006,0.9999999999990037,0.9999999999990037]",,,,,,,17.5,{},"{""task_accepted_early"":30}",panda,nominal
near_limit/multijoint_boundary/alpha=0.95,relative,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.5473729333333334,0.546169,0.8193556499999999,0.8229092499999999,5.473729333333334,0,10,"[10,10,10]",[],"[0.0005660049837193369,0.0009441927270245793,0.0009441927270245793]","[0.0052800735691046485,0.00783569930616048,0.00783569930616048]",0.2,"[0.9999999999990026,0.9999999999990037,0.9999999999990037]",2.1,0.1,0.0,0.9,0.1,0.9,2.0,{},"{""native_task_candidate"":30}",panda,nominal
near_limit/multijoint_boundary/alpha=0.95,eta010,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.5428309,0.5325995,0.7828208499999999,0.7966977000000001,5.428309,0,10,"[10,10,10]",[],"[0.0005660049837193369,0.0009441927270245793,0.0009441927270245793]","[0.0052800735691046485,0.00783569930616048,0.00783569930616048]",0.2,"[0.9999999999990026,0.9999999999990037,0.9999999999990037]",2.1,0.1,,0.9,0.1,0.9,2.0,{},"{""native_task_candidate"":30}",panda,nominal
near_limit/multijoint_boundary/alpha=0.95,eta050,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.5514285333333333,0.54916,0.7923570499999999,0.81752287,5.5142853333333335,0,10,"[10,10,10]",[],"[0.0005660049837193369,0.0009441927270245793,0.0009441927270245793]","[0.0052800735691046485,0.00783569930616048,0.00783569930616048]",0.2,"[0.9999999999990026,0.9999999999990037,0.9999999999990037]",2.1,0.1,,0.9,0.1,0.9,2.0,{},"{""native_task_candidate"":30}",panda,nominal
near_limit/multijoint_boundary/alpha=0.95,gn,10,3,"[9,9,9]","[9,9,9]",0.9,0.9,0.8559009000000002,0.5306625,3.9520882,3.95229057,8.559009000000001,0,10,"[9,9,9]","[""b368f33acd6b82664dbacfe6a38dcaed0c271d5457465e73fa237282a5e7f88f""]","[0.0005056276020363426,0.0009337966956323808,0.0009337966956323808]","[0.004044941530886379,0.007123562865024602,0.007123562865024602]",0.1111111111111111,"[0.9999999999990026,0.9999999999990037,0.9999999999990037]",,,,,,,4.0,"{""orientation_tolerance"":3}","{""task_candidate"":27,""no_descent"":3}",panda,nominal
near_limit/multijoint_boundary/alpha=0.95,direct_sqp,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,2.3685808666666666,2.403925,2.8920863999999997,2.91591724,23.685808666666663,0,10,"[10,10,10]",[],"[0.0009999999522663913,0.000999999983992428,0.000999999983992428]","[0.008726645837701007,0.008726646189030447,0.008726646189030447]",1.0,"[0.9999999999990006,0.9999999999990037,0.9999999999990037]",,,,,,,17.4,{},"{""task_accepted_early"":30}",panda,nominal
regular/alpha=0.0,relative,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.2848827888888889,0.2809365,0.31383184999999997,0.31945313999999997,8.546483666666667,0,30,"[30,30,30]",[],"[6.234495379383335e-05,0.00027230148100821933,0.0004770187788092229]","[0.0001252324222043937,0.0005884554596511785,0.0009442890120036761]",0.03333333333333333,"[0.3215951259786146,0.5231349632258452,0.5487398302290888]",1.0,1.0,0.0,0.0,0.0,0.0,1.0,{},"{""native_task_candidate"":90}",panda,position_half
regular/alpha=0.0,gn,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.3125076555555556,0.310292,0.3340871,0.34120399999999995,9.375229666666668,0,30,"[30,30,30]",[],"[6.234495379383335e-05,0.00027230148100821933,0.0004770187788092229]","[0.0001252324222043937,0.0005884554596511785,0.0009442890120036761]",0.03333333333333333,"[0.3215951259786146,0.5231349632258452,0.5487398302290888]",,,,,,,2.0,{},"{""task_candidate"":90}",panda,position_half
regular/alpha=0.0,direct_sqp,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,1.6912390444444443,1.7603374999999999,2.28445155,2.4492484599999997,50.73717133333333,0,30,"[30,30,30]",[],"[0.000499999978079937,0.000499999995115235,0.000499999999831819]","[0.008726645825329294,0.008726645897473812,0.008726646258341011]",1.0,"[0.20622897098247453,0.47439763822345116,0.5015095887792057]",,,,,,,11.9,{},"{""task_accepted_early"":90}",panda,position_half
regular/alpha=0.5,relative,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.2939135666666666,0.2872665,0.31760535,0.45066746,8.817407,0,30,"[30,30,30]",[],"[8.953947951663287e-05,0.0002847550579524499,0.0004853308254243387]","[0.00016038326245409313,0.0031348126882596457,0.003297074460479415]",0.03333333333333333,"[0.45482575443042705,0.9999999999990011,0.9999999999990011]",1.0333333333333334,0.9666666666666667,0.0,0.03333333333333333,0.0,0.03333333333333333,1.0333333333333334,{},"{""native_task_candidate"":90}",panda,position_half
regular/alpha=0.5,gn,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.31837164444444443,0.312839,0.34631389999999995,0.46319654000000005,9.551149333333333,0,30,"[30,30,30]",[],"[8.953947951663287e-05,0.0002847550579524499,0.0004853308254243387]","[0.00016038326245409313,0.0031348126882596457,0.003297074460479415]",0.03333333333333333,"[0.45482575443042705,0.9999999999990011,0.9999999999990011]",,,,,,,2.033333333333333,{},"{""task_candidate"":90}",panda,position_half
regular/alpha=0.5,direct_sqp,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,1.7566008111111107,1.7057875,2.45029765,2.61524229,52.698024333333315,0,30,"[30,30,30]",[],"[0.0004999999777122914,0.0004999999946257932,0.0004999999947781105]","[0.008726645827751844,0.008726645924613672,0.00872664596243609]",1.0,"[0.20469952990486212,0.45667724319652164,0.5032144147719778]",,,,,,,12.333333333333334,{},"{""task_accepted_early"":90}",panda,position_half
regular/alpha=0.95,relative,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.2992220111111112,0.2917095,0.33482884999999996,0.45908502999999995,8.976660333333335,0,30,"[30,30,30]",[],"[0.00011396772306936423,0.00042765439267386534,0.0004932247756254232]","[0.00021716874537642432,0.005544564226174529,0.006700023835706357]",0.03333333333333333,"[0.5051240178996577,0.9999999999990026,0.9999999999990037]",1.0333333333333334,0.9666666666666667,0.0,0.03333333333333333,0.0,0.03333333333333333,1.0333333333333334,{},"{""native_task_candidate"":90}",panda,position_half
regular/alpha=0.95,gn,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.3235763111111111,0.317142,0.36967725,0.44437766999999995,9.707289333333334,0,30,"[30,30,30]",[],"[0.00011396772306936423,0.00042765439267386534,0.0004932247756254232]","[0.00021716874537642432,0.005544564226174529,0.006700023835706357]",0.03333333333333333,"[0.5051240178996577,0.9999999999990026,0.9999999999990037]",,,,,,,2.033333333333333,{},"{""task_candidate"":90}",panda,position_half
regular/alpha=0.95,direct_sqp,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,1.8197927222222223,1.7876395,2.5211071,2.738039989999999,54.59378166666667,0,30,"[30,30,30]",[],"[0.0004999999767503817,0.0004999999938390263,0.0004999999946740232]","[0.008726645824473703,0.008726645926040735,0.008726646235441251]",1.0,"[0.2035696868309772,0.44796964906869347,0.5049770334611072]",,,,,,,12.633333333333333,{},"{""task_accepted_early"":90}",panda,position_half
high_utilization/alpha=0.0,relative,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.46409892222222227,0.4657015,0.5923093,0.6268324,13.922967666666667,0,30,"[30,30,30]",[],"[2.580517393619197e-05,0.00047003151960610336,0.0004866533327817557]","[6.887391975390466e-05,0.0036036529853428817,0.006582337902036458]",0.13333333333333333,"[0.9930557940974631,0.9999999999990037,0.9999999999990037]",1.8333333333333333,0.16666666666666666,0.0,0.8333333333333334,0.0,0.8333333333333334,1.8333333333333333,{},"{""native_task_candidate"":90}",panda,position_half
high_utilization/alpha=0.0,gn,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.4600170222222222,0.4688665,0.5676837499999999,0.6034414899999999,13.800510666666666,0,30,"[30,30,30]",[],"[2.580517393619197e-05,0.00047003151960610336,0.0004866533327817557]","[6.887391975390466e-05,0.0036036529853428817,0.006582337902036458]",0.13333333333333333,"[0.9930557940974631,0.9999999999990037,0.9999999999990037]",,,,,,,2.8333333333333335,{},"{""task_candidate"":90}",panda,position_half
high_utilization/alpha=0.0,direct_sqp,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,2.6096765333333334,2.6018879999999998,3.01617275,3.1442309,78.290296,0,30,"[30,30,30]",[],"[0.0004999999776036136,0.0004999999955282551,0.0004999999982318995]","[0.008726645831333462,0.008726646092858125,0.008726646098101426]",1.0,"[0.9126260368660575,0.9999999999989999,0.9999999999990037]",,,,,,,19.4,{},"{""task_accepted_early"":90}",panda,position_half
high_utilization/alpha=0.5,relative,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.4697183888888889,0.473719,0.57372865,0.60413465,14.091551666666668,0,30,"[30,30,30]",[],"[3.315579322057339e-05,0.00043875043411355436,0.00046633318283328734]","[0.00020897724251648698,0.0037703891925895227,0.005051456007627372]",0.03333333333333333,"[0.9999999999989987,0.9999999999990037,0.9999999999990037]",1.9,0.1,0.0,0.9,0.0,0.9,1.9,{},"{""native_task_candidate"":90}",panda,position_half
high_utilization/alpha=0.5,gn,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.461765788888889,0.451898,0.5608702,0.59140925,13.852973666666669,0,30,"[30,30,30]",[],"[3.315579322057339e-05,0.00043875043411355436,0.00046633318283328734]","[0.00020897724251648698,0.0037703891925895227,0.005051456007627372]",0.03333333333333333,"[0.9999999999989987,0.9999999999990037,0.9999999999990037]",,,,,,,2.9,{},"{""task_candidate"":90}",panda,position_half
high_utilization/alpha=0.5,direct_sqp,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,2.5569217444444443,2.5584065000000002,3.0033725,3.2072950500000004,76.70765233333333,0,30,"[30,30,30]",[],"[0.000499999976855478,0.0004999999918192188,0.0004999999966901193]","[0.008726645837636595,0.0087266461242472,0.008726646143657436]",1.0,"[0.9074838759188788,0.9999999999989999,0.9999999999990037]",,,,,,,19.166666666666668,{},"{""task_accepted_early"":90}",panda,position_half
high_utilization/alpha=0.95,relative,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.46952961111111113,0.470067,0.57535255,0.5910634499999999,14.085888333333335,0,30,"[30,30,30]",[],"[5.8055399593663035e-05,0.0004089049283783856,0.00041101013520581894]","[0.0006151424265129116,0.007186871131540634,0.007251688832621017]",0.0,"[0.9999999999989987,0.9999999999990037,0.9999999999990037]",1.9,0.1,0.0,0.9,0.0,0.9,1.9,{},"{""native_task_candidate"":90}",panda,position_half
high_utilization/alpha=0.95,gn,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.4609645333333333,0.449164,0.5745393,0.6017306499999999,13.828935999999999,0,30,"[30,30,30]",[],"[5.8055399593663035e-05,0.0004089049283783856,0.00041101013520581894]","[0.0006151424265129116,0.007186871131540634,0.007251688832621017]",0.0,"[0.9999999999989987,0.9999999999990037,0.9999999999990037]",,,,,,,2.9,{},"{""task_candidate"":90}",panda,position_half
high_utilization/alpha=0.95,direct_sqp,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,2.6004622333333334,2.5809534999999997,3.01880715,3.1093114,78.013867,0,30,"[30,30,30]",[],"[0.0004999999765223676,0.0004999999854766909,0.0004999999915168217]","[0.008726645828132481,0.00872664600757406,0.008726646123495795]",1.0,"[0.9155452947650453,0.9999999999990005,0.9999999999990037]",,,,,,,19.666666666666668,{},"{""task_accepted_early"":90}",panda,position_half
multijoint_boundary/alpha=0.0,relative,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.5602482555555556,0.5653435,0.6815464999999999,0.7489043,16.807447666666665,0,30,"[30,30,30]",[],"[8.24038813950085e-06,7.535625104789291e-05,0.00036932085515663417]","[2.917606784607087e-05,0.0003508594097379582,0.001572534238817602]",0.0,"[0.9999999999990011,0.9999999999990037,0.9999999999990037]",1.9666666666666666,0.03333333333333333,0.0,0.9666666666666667,0.0,0.9666666666666667,1.9666666666666666,{},"{""native_task_candidate"":90}",panda,position_half
multijoint_boundary/alpha=0.0,gn,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.5498827222222221,0.5509825,0.66237365,0.752136,16.496481666666664,0,30,"[30,30,30]",[],"[8.24038813950085e-06,7.535625104789291e-05,0.00036932085515663417]","[2.917606784607087e-05,0.0003508594097379582,0.001572534238817602]",0.0,"[0.9999999999990011,0.9999999999990037,0.9999999999990037]",,,,,,,2.966666666666667,{},"{""task_candidate"":90}",panda,position_half
multijoint_boundary/alpha=0.0,direct_sqp,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,2.6616879222222223,2.6217125,3.21688825,3.27259557,79.85063766666667,0,30,"[30,30,30]",[],"[0.0004999999759064434,0.0004999999852677301,0.0004999999919267559]","[0.008726645829673004,0.008726645905496691,0.008726645959441646]",1.0,"[0.999999999999,0.9999999999990037,0.9999999999990037]",,,,,,,19.766666666666666,{},"{""task_accepted_early"":90}",panda,position_half
multijoint_boundary/alpha=0.5,relative,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.5289529666666667,0.528798,0.6024386500000001,0.62854494,15.868589,0,30,"[30,30,30]",[],"[7.596628863129214e-05,0.000234077207505732,0.00036357868362625297]","[0.0031689514856997735,0.004378752872625195,0.004552509091048443]",0.0,"[0.9999999999990026,0.9999999999990037,0.9999999999990037]",1.9666666666666666,0.03333333333333333,0.0,0.9666666666666667,0.0,0.9666666666666667,1.9666666666666666,{},"{""native_task_candidate"":90}",panda,position_half
multijoint_boundary/alpha=0.5,gn,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.5133272000000001,0.5144845,0.5806692,0.60491858,15.399816000000001,0,30,"[30,30,30]",[],"[7.596628863129214e-05,0.000234077207505732,0.00036357868362625297]","[0.0031689514856997735,0.004378752872625195,0.004552509091048443]",0.0,"[0.9999999999990026,0.9999999999990037,0.9999999999990037]",,,,,,,2.966666666666667,{},"{""task_candidate"":90}",panda,position_half
multijoint_boundary/alpha=0.5,direct_sqp,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,2.654048577777778,2.6256205,3.1666481,3.2785029199999998,79.62145733333334,0,30,"[30,30,30]",[],"[0.000499999977132168,0.0004999999925127625,0.0004999999994268026]","[0.00872664582731885,0.008726646119381603,0.008726646147008093]",1.0,"[0.9999999999989999,0.9999999999990037,0.9999999999990037]",,,,,,,19.966666666666665,{},"{""task_accepted_early"":90}",panda,position_half
multijoint_boundary/alpha=0.95,relative,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.5730103444444444,0.526717,0.61027625,2.16776701,17.190310333333333,0,30,"[30,30,30]",[],"[0.00018811847405578842,0.0004622125525258163,0.00047042847866773355]","[0.006243768022633421,0.008336387602891836,0.008637225226593688]",0.16666666666666666,"[0.9999999999990026,0.9999999999990037,0.9999999999990037]",2.3,0.06666666666666667,0.0,0.9333333333333333,0.03333333333333333,0.9333333333333333,1.9666666666666666,{},"{""native_task_candidate"":90}",panda,position_half
multijoint_boundary/alpha=0.95,gn,30,3,"[29,29,29]","[29,29,29]",0.9666666666666667,0.9666666666666667,0.5724522555555556,0.521814,0.6263362499999999,2.3368485900000002,17.173567666666667,0,30,"[29,29,29]","[""5695516474081e307ced5c6ef9970058481789bc3fd27d27a67ad33e1f9ba7a1""]","[0.00018554137015247023,0.0004346911842519763,0.0004622125525258163]","[0.0062116222551332825,0.008336387602891836,0.008637225226593688]",0.13793103448275862,"[0.9999999999990026,0.9999999999990037,0.9999999999990037]",,,,,,,3.2,"{""orientation_tolerance"":3}","{""task_candidate"":87,""stationary"":3}",panda,position_half
multijoint_boundary/alpha=0.95,direct_sqp,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,2.6471400000000003,2.631847,3.1083209,3.17290812,79.41420000000001,0,30,"[30,30,30]",[],"[0.0004999999775469154,0.0004999999972155944,0.0004999999976083932]","[0.008726645826745566,0.008726646012078444,0.008726646156901934]",1.0,"[0.9999999999990005,0.9999999999990037,0.9999999999990037]",,,,,,,19.9,{},"{""task_accepted_early"":90}",panda,position_half
ordinary/regular/alpha=0.0,relative,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.28495896666666665,0.28123299999999996,0.3145321,0.31873365,2.8495896666666667,0,10,"[10,10,10]",[],"[7.323863908600367e-05,0.00027230148100821933,0.00027230148100821933]","[0.00014336187239627848,0.0004154189789780657,0.0004154189789780657]",0.0,"[0.41800547954473444,0.5231349632258452,0.5231349632258452]",1.0,1.0,0.0,0.0,0.0,0.0,1.0,{},"{""native_task_candidate"":30}",panda,position_half
ordinary/regular/alpha=0.0,gn,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.3128206333333333,0.309653,0.3339066,0.34062868,3.128206333333333,0,10,"[10,10,10]",[],"[7.323863908600367e-05,0.00027230148100821933,0.00027230148100821933]","[0.00014336187239627848,0.0004154189789780657,0.0004154189789780657]",0.0,"[0.41800547954473444,0.5231349632258452,0.5231349632258452]",,,,,,,2.0,{},"{""task_candidate"":30}",panda,position_half
ordinary/regular/alpha=0.0,direct_sqp,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,1.8916668999999997,1.8608215,2.4433472,2.45428006,18.916668999999995,0,10,"[10,10,10]",[],"[0.0004999999809474599,0.000499999995115235,0.000499999995115235]","[0.008726645840330902,0.008726646258341011,0.008726646258341011]",1.0,"[0.2898230878674898,0.5015095887792057,0.5015095887792057]",,,,,,,13.4,{},"{""task_accepted_early"":30}",panda,position_half
ordinary/regular/alpha=0.5,relative,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.2877767999999999,0.28478950000000003,0.3109841,0.31597904,2.877767999999999,0,10,"[10,10,10]",[],"[8.366518999653052e-05,0.00027611304427533815,0.00027611304427533815]","[0.00014190830205493472,0.00042512922467891295,0.00042512922467891295]",0.0,"[0.447840964004512,0.5766385896098705,0.5766385896098705]",1.0,1.0,0.0,0.0,0.0,0.0,1.0,{},"{""native_task_candidate"":30}",panda,position_half
ordinary/regular/alpha=0.5,gn,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.3111332666666667,0.306623,0.33073264999999996,0.34942092,3.111332666666667,0,10,"[10,10,10]",[],"[8.366518999653052e-05,0.00027611304427533815,0.00027611304427533815]","[0.00014190830205493472,0.00042512922467891295,0.00042512922467891295]",0.0,"[0.447840964004512,0.5766385896098705,0.5766385896098705]",,,,,,,2.0,{},"{""task_candidate"":30}",panda,position_half
ordinary/regular/alpha=0.5,direct_sqp,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,2.0350471000000003,2.0167289999999998,2.6113225499999997,2.62714569,20.350471000000002,0,10,"[10,10,10]",[],"[0.0004999999775194843,0.0004999999946257932,0.0004999999946257932]","[0.00872664583433926,0.008726645924613672,0.008726645924613672]",1.0,"[0.31274303889764576,0.5032144147719778,0.5032144147719778]",,,,,,,14.4,{},"{""task_accepted_early"":30}",panda,position_half
ordinary/regular/alpha=0.95,relative,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.28736436666666676,0.281065,0.3225886,0.32797301,2.8736436666666676,0,10,"[10,10,10]",[],"[0.00010299545776305195,0.0002796558757089189,0.0002796558757089189]","[0.00021804465601442554,0.0006385202076710719,0.0006385202076710719]",0.0,"[0.46847205644686607,0.9999999999989999,0.9999999999989999]",1.0,1.0,0.0,0.0,0.0,0.0,1.0,{},"{""native_task_candidate"":30}",panda,position_half
ordinary/regular/alpha=0.95,gn,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.3117823333333334,0.307838,0.33436554999999996,0.34364743999999997,3.117823333333334,0,10,"[10,10,10]",[],"[0.00010299545776305195,0.0002796558757089189,0.0002796558757089189]","[0.00021804465601442554,0.0006385202076710719,0.0006385202076710719]",0.0,"[0.46847205644686607,0.9999999999989999,0.9999999999989999]",,,,,,,2.0,{},"{""task_candidate"":30}",panda,position_half
ordinary/regular/alpha=0.95,direct_sqp,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,2.0233317,2.0574215000000002,2.5108489,2.52349462,20.233317,0,10,"[10,10,10]",[],"[0.0004999999803811918,0.0004999999946740232,0.0004999999946740232]","[0.008726645824473703,0.008726646235441251,0.008726646235441251]",1.0,"[0.332284128955326,0.5049770334611072,0.5049770334611072]",,,,,,,14.4,{},"{""task_accepted_early"":30}",panda,position_half
ordinary/high_utilization/alpha=0.0,relative,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.44983093333333335,0.450971,0.5923093,0.61460576,4.498309333333333,0,10,"[10,10,10]",[],"[1.9525274667837872e-05,0.00029643237928794785,0.00029643237928794785]","[3.824142482186721e-05,0.0028597357697507627,0.0028597357697507627]",0.0,"[0.8362734586632083,0.9999999999989999,0.9999999999989999]",1.9,0.1,0.0,0.9,0.0,0.9,1.9,{},"{""native_task_candidate"":30}",panda,position_half
ordinary/high_utilization/alpha=0.0,gn,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.4394159333333333,0.4357245,0.5586297,0.58654124,4.394159333333333,0,10,"[10,10,10]",[],"[1.9525274667837872e-05,0.00029643237928794785,0.00029643237928794785]","[3.824142482186721e-05,0.0028597357697507627,0.0028597357697507627]",0.0,"[0.8362734586632083,0.9999999999989999,0.9999999999989999]",,,,,,,2.9,{},"{""task_candidate"":30}",panda,position_half
