group,method,queries,repeats,success_by_repeat,within20_by_repeat,verified_success,within20_success,mean_ms,p50_ms,p95_ms,p99_ms,total_ms_per_repeat,late_calls,witness_queries,witness_success_by_repeat,witness_confirmed_missed_uids,accepted_position_p50_p95_max_m,accepted_orientation_p50_p95_max_rad,edge_fraction,command_step_utilization_p50_p95_max,mean_local_qps,first_half_accepted_fraction,no_qp_fraction,continued_after_first_fraction,extra_weighted_qp_fraction,relative_stop_fraction,mean_iterations,failure_counts,native_status_counts,robot,condition
near_limit/regular/alpha=0.0,direct_sqp,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,1.9042274666666665,1.8514050000000002,2.3822559,2.4170995299999998,19.042274666666668,0,10,"[10,10,10]",[],"[0.0004999999759171756,0.0004999999803064988,0.0004999999803064988]","[0.008726645824696021,0.008726645911305236,0.008726645911305236]",1.0,"[0.21243398929214685,0.5071273915609796,0.5071273915609796]",,,,,,,13.6,{},"{""task_accepted_early"":30}",ur5e,position_half
near_limit/regular/alpha=0.5,relative,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.2769202666666667,0.2736575,0.29488505,0.29720434,2.7692026666666667,0,10,"[10,10,10]",[],"[7.667099510342643e-05,0.0004934122191562846,0.0004934122191562846]","[0.00017687288326907944,0.0010429800860259082,0.0010429800860259082]",0.1,"[0.2747261077088984,0.937564181404122,0.937564181404122]",1.0,1.0,0.0,0.0,0.0,0.0,1.0,{},"{""native_task_candidate"":30}",ur5e,position_half
near_limit/regular/alpha=0.5,gn,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.2973237666666666,0.2953505,0.31540455,0.31594538,2.973237666666666,0,10,"[10,10,10]",[],"[7.667099510342643e-05,0.0004934122191562846,0.0004934122191562846]","[0.00017687288326907944,0.0010429800860259082,0.0010429800860259082]",0.1,"[0.2747261077088984,0.937564181404122,0.937564181404122]",,,,,,,2.0,{},"{""task_candidate"":30}",ur5e,position_half
near_limit/regular/alpha=0.5,direct_sqp,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,1.9252859666666668,1.8638955,2.3987281,2.40478505,19.25285966666667,0,10,"[10,10,10]",[],"[0.0004999999765601438,0.0004999999840386676,0.0004999999840386676]","[0.008726645826705525,0.008726645901768687,0.008726645901768687]",1.0,"[0.2238005032173876,0.5061216218658349,0.5061216218658349]",,,,,,,13.7,{},"{""task_accepted_early"":30}",ur5e,position_half
near_limit/regular/alpha=0.95,relative,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.29328899999999997,0.283124,0.4230076,0.44525879,2.93289,0,10,"[10,10,10]",[],"[7.579339684260795e-05,0.0003419810800096381,0.0003419810800096381]","[0.00014976364309580276,0.003231452153219589,0.003231452153219589]",0.0,"[0.30246127950080604,0.9999999999990026,0.9999999999990026]",1.1,0.9,0.0,0.1,0.0,0.1,1.1,{},"{""native_task_candidate"":30}",ur5e,position_half
near_limit/regular/alpha=0.95,gn,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.31761416666666664,0.30412649999999997,0.41325624999999994,0.44093528000000004,3.176141666666666,0,10,"[10,10,10]",[],"[7.579339684260795e-05,0.0003419810800096381,0.0003419810800096381]","[0.00014976364309580276,0.003231452153219589,0.003231452153219589]",0.0,"[0.30246127950080604,0.9999999999990026,0.9999999999990026]",,,,,,,2.1,{},"{""task_candidate"":30}",ur5e,position_half
near_limit/regular/alpha=0.95,direct_sqp,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,1.9783736,1.969576,2.2520061,2.27117388,19.783736,0,10,"[10,10,10]",[],"[0.0004999999767224346,0.0004999999926367206,0.0004999999926367206]","[0.008726645829138298,0.008726646002603278,0.008726646002603278]",1.0,"[0.23010052684887322,0.501023967245556,0.501023967245556]",,,,,,,14.0,{},"{""task_accepted_early"":30}",ur5e,position_half
near_limit/high_utilization/alpha=0.0,relative,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.4331765666666667,0.43868949999999995,0.51599025,0.5338696500000001,4.331765666666667,0,10,"[10,10,10]",[],"[7.5684787205198355e-06,0.0003589367655445158,0.0003589367655445158]","[1.8009966960569195e-05,0.0015326057285566378,0.0015326057285566378]",0.0,"[0.8345719240808184,0.9650535658938929,0.9650535658938929]",1.9,0.1,0.0,0.9,0.0,0.9,1.9,{},"{""native_task_candidate"":30}",ur5e,position_half
near_limit/high_utilization/alpha=0.0,gn,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.41830683333333335,0.417563,0.48955525,0.49992568000000004,4.183068333333334,0,10,"[10,10,10]",[],"[7.5684787205198355e-06,0.0003589367655445158,0.0003589367655445158]","[1.8009966960569195e-05,0.0015326057285566378,0.0015326057285566378]",0.0,"[0.8345719240808184,0.9650535658938929,0.9650535658938929]",,,,,,,2.9,{},"{""task_candidate"":30}",ur5e,position_half
near_limit/high_utilization/alpha=0.0,direct_sqp,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,2.741720766666667,2.909238,3.2018806,3.26550829,27.41720766666667,0,10,"[10,10,10]",[],"[0.0004999999758097293,0.0004999999935079836,0.0004999999935079836]","[0.00872664583574901,0.00872664586591529,0.00872664586591529]",1.0,"[0.8298813944916255,0.9508571875611453,0.9508571875611453]",,,,,,,20.7,{},"{""task_accepted_early"":30}",ur5e,position_half
near_limit/high_utilization/alpha=0.5,relative,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.43626070000000006,0.436674,0.49591389999999996,0.50865143,4.362607000000001,0,10,"[10,10,10]",[],"[9.388343488444972e-06,0.0003517314500707999,0.0003517314500707999]","[3.053782034973339e-05,0.003995658351266521,0.003995658351266521]",0.0,"[0.8884471009543867,0.9999999999990026,0.9999999999990026]",1.9,0.1,0.0,0.9,0.0,0.9,1.9,{},"{""native_task_candidate"":30}",ur5e,position_half
near_limit/high_utilization/alpha=0.5,gn,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.4306649999999999,0.429206,0.4955602,0.49948687999999997,4.3066499999999985,0,10,"[10,10,10]",[],"[9.388343488444972e-06,0.0003517314500707999,0.0003517314500707999]","[3.053782034973339e-05,0.003995658351266521,0.003995658351266521]",0.0,"[0.8884471009543867,0.9999999999990026,0.9999999999990026]",,,,,,,2.9,{},"{""task_candidate"":30}",ur5e,position_half
near_limit/high_utilization/alpha=0.5,direct_sqp,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,2.707367166666666,2.7531974999999997,3.1871697,3.2042729999999997,27.07367166666666,0,10,"[10,10,10]",[],"[0.0004999999776316392,0.000499999984782907,0.000499999984782907]","[0.008726645849436795,0.008726645930999897,0.008726645930999897]",1.0,"[0.8370937956015391,0.9520898737431019,0.9520898737431019]",,,,,,,20.3,{},"{""task_accepted_early"":30}",ur5e,position_half
near_limit/high_utilization/alpha=0.95,relative,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.4310723666666666,0.442262,0.47756755,0.49738723,4.310723666666666,0,10,"[10,10,10]",[],"[1.0102479794961429e-05,0.00032689354871625963,0.00032689354871625963]","[0.00013419268588885953,0.007361745905687407,0.007361745905687407]",0.0,"[0.9111493714186751,0.9999999999990026,0.9999999999990026]",1.9,0.1,0.0,0.9,0.0,0.9,1.9,{},"{""native_task_candidate"":30}",ur5e,position_half
near_limit/high_utilization/alpha=0.95,gn,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.42428089999999996,0.41948149999999995,0.49776589999999993,0.57503347,4.242808999999999,0,10,"[10,10,10]",[],"[1.0102479794961429e-05,0.00032689354871625963,0.00032689354871625963]","[0.00013419268588885953,0.007361745905687407,0.007361745905687407]",0.0,"[0.9111493714186751,0.9999999999990026,0.9999999999990026]",,,,,,,2.9,{},"{""task_candidate"":30}",ur5e,position_half
near_limit/high_utilization/alpha=0.95,direct_sqp,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,2.789014533333334,2.781228,3.1770764000000002,3.1903458700000003,27.890145333333336,0,10,"[10,10,10]",[],"[0.0004999999771767847,0.0004999999825480458,0.0004999999825480458]","[0.008726645839053835,0.008726645870598907,0.008726645870598907]",1.0,"[0.8701516456648801,0.9778543688694126,0.9778543688694126]",,,,,,,20.9,{},"{""task_accepted_early"":30}",ur5e,position_half
near_limit/multijoint_boundary/alpha=0.0,relative,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.5294098333333334,0.5014095,0.70621205,0.76746809,5.294098333333333,0,10,"[10,10,10]",[],"[9.755183367817231e-06,5.11678709529497e-05,5.11678709529497e-05]","[2.817790067908956e-05,0.00018422700086110372,0.00018422700086110372]",0.0,"[0.9982527748448617,0.9999999999990026,0.9999999999990026]",2.0,0.0,0.0,1.0,0.0,1.0,2.0,{},"{""native_task_candidate"":30}",ur5e,position_half
near_limit/multijoint_boundary/alpha=0.0,gn,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.5094164333333333,0.49617049999999996,0.5623324,0.7231605900000002,5.094164333333333,0,10,"[10,10,10]",[],"[9.755183367817231e-06,5.11678709529497e-05,5.11678709529497e-05]","[2.817790067908956e-05,0.00018422700086110372,0.00018422700086110372]",0.0,"[0.9982527748448617,0.9999999999990026,0.9999999999990026]",,,,,,,3.0,{},"{""task_candidate"":30}",ur5e,position_half
near_limit/multijoint_boundary/alpha=0.0,direct_sqp,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,2.838117666666667,2.826641,3.3374485,3.34430756,28.381176666666672,0,10,"[10,10,10]",[],"[0.0004999999760145444,0.0004999999844942854,0.0004999999844942854]","[0.008726645826847046,0.008726645848401672,0.008726645848401672]",1.0,"[0.9999999999990008,0.9999999999990026,0.9999999999990026]",,,,,,,21.3,{},"{""task_accepted_early"":30}",ur5e,position_half
near_limit/multijoint_boundary/alpha=0.5,relative,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.5011738666666667,0.49710750000000004,0.54373595,0.56446121,5.011738666666667,0,10,"[10,10,10]",[],"[8.588654552656122e-05,0.00014573384197127734,0.00014573384197127734]","[0.004092329815906726,0.004399821159522904,0.004399821159522904]",0.0,"[0.9999999999990026,0.9999999999990026,0.9999999999990026]",2.0,0.0,0.0,1.0,0.0,1.0,2.0,{},"{""native_task_candidate"":30}",ur5e,position_half
near_limit/multijoint_boundary/alpha=0.5,gn,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.49578350000000004,0.4954415,0.542122,0.55729387,4.957835,0,10,"[10,10,10]",[],"[8.588654552656122e-05,0.00014573384197127734,0.00014573384197127734]","[0.004092329815906726,0.004399821159522904,0.004399821159522904]",0.0,"[0.9999999999990026,0.9999999999990026,0.9999999999990026]",,,,,,,3.0,{},"{""task_candidate"":30}",ur5e,position_half
near_limit/multijoint_boundary/alpha=0.5,direct_sqp,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,2.727813233333333,2.717781,3.2994235499999998,3.34594218,27.27813233333333,0,10,"[10,10,10]",[],"[0.0004999999763675604,0.0004999999850906443,0.0004999999850906443]","[0.008726645834760415,0.008726646133865095,0.008726646133865095]",1.0,"[0.999999999998999,0.9999999999990026,0.9999999999990026]",,,,,,,20.4,{},"{""task_accepted_early"":30}",ur5e,position_half
near_limit/multijoint_boundary/alpha=0.95,relative,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.49521580000000004,0.49615050000000005,0.5344757,0.5361116,4.952158,0,10,"[10,10,10]",[],"[0.00015997914014848465,0.00034437540134184274,0.00034437540134184274]","[0.007924384731455122,0.00855474546143901,0.00855474546143901]",0.6,"[0.9999999999990026,0.9999999999990026,0.9999999999990026]",2.0,0.0,0.0,1.0,0.0,1.0,2.0,{},"{""native_task_candidate"":30}",ur5e,position_half
near_limit/multijoint_boundary/alpha=0.95,gn,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.4827648,0.483635,0.51284715,0.53059373,4.827648,0,10,"[10,10,10]",[],"[0.00015997914014848465,0.00034437540134184274,0.00034437540134184274]","[0.007924384731455122,0.00855474546143901,0.00855474546143901]",0.6,"[0.9999999999990026,0.9999999999990026,0.9999999999990026]",,,,,,,3.0,{},"{""task_candidate"":30}",ur5e,position_half
near_limit/multijoint_boundary/alpha=0.95,direct_sqp,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,2.6152431,2.586086,3.1515152,3.18017961,26.152430999999996,0,10,"[10,10,10]",[],"[0.0004999999758491397,0.0004999999933140123,0.0004999999933140123]","[0.008726645826501919,0.008726646075949921,0.008726646075949921]",1.0,"[0.9999999999990026,0.9999999999990026,0.9999999999990026]",,,,,,,19.4,{},"{""task_accepted_early"":30}",ur5e,position_half
regular/alpha=0.0,relative,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.27732324444444445,0.2725255,0.3018012,0.31294127,8.319697333333334,0,30,"[30,30,30]",[],"[9.068051735285751e-05,0.00039376428318354964,0.0004778258472297896]","[0.0001492457177708349,0.00047489255483787316,0.0008603713391960916]",0.0,"[0.2603769735659996,0.5101536612264029,0.5458572472299038]",1.0,1.0,0.0,0.0,0.0,0.0,1.0,{},"{""native_task_candidate"":90}",ur5e,orientation_half
regular/alpha=0.0,gn,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.30266905555555557,0.29908049999999997,0.3263284,0.32927033,9.080071666666667,0,30,"[30,30,30]",[],"[9.068051735285751e-05,0.00039376428318354964,0.0004778258472297896]","[0.0001492457177708349,0.00047489255483787316,0.0008603713391960916]",0.0,"[0.2603769735659996,0.5101536612264029,0.5458572472299038]",,,,,,,2.0,{},"{""task_candidate"":90}",ur5e,orientation_half
regular/alpha=0.0,direct_sqp,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,1.6882210222222225,1.6682295,2.27421165,2.4619573000000003,50.646630666666674,0,30,"[30,30,30]",[],"[0.0009999999529889982,0.000999999997880449,0.0009999999986559523]","[0.00436332293477168,0.004363323097256571,0.004363323105342296]",1.0,"[0.20703495456701893,0.45808578225901603,0.46812522095785714]",,,,,,,11.9,{},"{""task_accepted_early"":90}",ur5e,orientation_half
regular/alpha=0.5,relative,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.27612136666666665,0.272741,0.29969825,0.30841669,8.283641,0,30,"[30,30,30]",[],"[0.0001231209119993824,0.0004982891966261514,0.0005279042188788305]","[0.0001842561360411948,0.001451779958794274,0.0015029654277031064]",0.0,"[0.3251738151999826,0.9999999999990026,0.9999999999990026]",1.0,1.0,0.0,0.0,0.0,0.0,1.0,{},"{""native_task_candidate"":90}",ur5e,orientation_half
regular/alpha=0.5,gn,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.3036868222222222,0.3005685,0.3269199,0.33928833999999997,9.110604666666665,0,30,"[30,30,30]",[],"[0.0001231209119993824,0.0004982891966261514,0.0005279042188788305]","[0.0001842561360411948,0.001451779958794274,0.0015029654277031064]",0.0,"[0.3251738151999826,0.9999999999990026,0.9999999999990026]",,,,,,,2.0,{},"{""task_candidate"":90}",ur5e,orientation_half
regular/alpha=0.5,direct_sqp,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,1.731313388888889,1.6732684999999998,2.2483177,2.62450649,51.93940166666667,0,30,"[30,30,30]",[],"[0.0009999999522184951,0.0009999999719240303,0.0009999999723451598]","[0.004363322917570225,0.004363323019474284,0.004363323022126081]",1.0,"[0.20112108282430896,0.4722489121922123,0.47496193430567585]",,,,,,,12.3,{},"{""task_accepted_early"":90}",ur5e,orientation_half
regular/alpha=0.95,relative,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.2812173,0.2715955,0.30638529999999997,0.48107888,8.436518999999999,0,30,"[30,30,30]",[],"[0.0001731995335323204,0.0009134077847827624,0.0009365331810017682]","[0.00022249993251493528,0.0021312724705930875,0.002654206939837824]",0.06666666666666667,"[0.41544242953231925,0.9999999999990026,0.9999999999990026]",1.0333333333333334,0.9666666666666667,0.0,0.03333333333333333,0.0,0.03333333333333333,1.0333333333333334,{},"{""native_task_candidate"":90}",ur5e,orientation_half
regular/alpha=0.95,gn,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.3110246888888889,0.303456,0.3404851,0.48261623,9.330740666666667,0,30,"[30,30,30]",[],"[0.0001731995335323204,0.0009134077847827624,0.0009365331810017682]","[0.00022249993251493528,0.0021312724705930875,0.002654206939837824]",0.06666666666666667,"[0.41544242953231925,0.9999999999990026,0.9999999999990026]",,,,,,,2.033333333333333,{},"{""task_candidate"":90}",ur5e,orientation_half
regular/alpha=0.95,direct_sqp,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,1.7833846000000004,1.8406150000000001,2.3175521999999997,2.60837636,53.50153800000001,0,30,"[30,30,30]",[],"[0.0009999999505409072,0.0009999999708855322,0.000999999979420902]","[0.004363322918587277,0.004363322986110032,0.0043633229908348285]",1.0,"[0.2105253457121276,0.481994305136096,0.48579446979707147]",,,,,,,12.7,{},"{""task_accepted_early"":90}",ur5e,orientation_half
high_utilization/alpha=0.0,relative,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.4015151444444444,0.414064,0.51940085,0.5915969099999999,12.045454333333332,0,30,"[30,30,30]",[],"[2.6409569323560193e-05,0.0009250889991078208,0.0009354586502768551]","[4.706020727160827e-05,0.0026629416131566143,0.0029757804539573465]",0.1,"[0.8107941752732127,0.9999999999990026,0.9999999999990026]",1.6666666666666667,0.3333333333333333,0.0,0.6666666666666666,0.0,0.6666666666666666,1.6666666666666667,{},"{""native_task_candidate"":90}",ur5e,orientation_half
high_utilization/alpha=0.0,gn,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.4039966333333333,0.405857,0.5295904499999999,0.59391319,12.119898999999998,0,30,"[30,30,30]",[],"[2.6409569323560193e-05,0.0009250889991078208,0.0009354586502768551]","[4.706020727160827e-05,0.0026629416131566143,0.0029757804539573465]",0.1,"[0.8107941752732127,0.9999999999990026,0.9999999999990026]",,,,,,,2.6666666666666665,{},"{""task_candidate"":90}",ur5e,orientation_half
high_utilization/alpha=0.0,direct_sqp,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,2.5645167888888887,2.5977205000000003,2.9592973000000002,3.11136344,76.93550366666666,0,30,"[30,30,30]",[],"[0.0009999999515938542,0.000999999979202303,0.000999999997078102]","[0.004363322922476856,0.004363323065055159,0.004363323070226823]",1.0,"[0.8318164538092453,0.9999999999990026,0.9999999999990026]",,,,,,,19.0,{},"{""task_accepted_early"":90}",ur5e,orientation_half
high_utilization/alpha=0.5,relative,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.4067421888888888,0.42372750000000003,0.5687163,0.60418885,12.202265666666664,0,30,"[30,30,30]",[],"[0.00013818653107818387,0.0009269655971707466,0.000985013299701023]","[0.0001766517434897919,0.003053891149837087,0.0031426179544298653]",0.06666666666666667,"[0.8466559440119643,0.9999999999990026,0.9999999999990026]",1.7,0.3,0.0,0.7,0.0,0.7,1.7,{},"{""native_task_candidate"":90}",ur5e,orientation_half
high_utilization/alpha=0.5,gn,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.41146096666666665,0.4166865,0.56705675,0.61577015,12.343829,0,30,"[30,30,30]",[],"[0.00013818653107818387,0.0009269655971707466,0.000985013299701023]","[0.0001766517434897919,0.003053891149837087,0.0031426179544298653]",0.06666666666666667,"[0.8466559440119643,0.9999999999990026,0.9999999999990026]",,,,,,,2.7,{},"{""task_candidate"":90}",ur5e,orientation_half
high_utilization/alpha=0.5,direct_sqp,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,2.5979266333333335,2.586061,3.1464846,3.2095089800000003,77.937799,0,30,"[30,30,30]",[],"[0.0009999999520780146,0.000999999969944556,0.0009999999949482628]","[0.004363322926414976,0.004363323061552927,0.004363323115510639]",1.0,"[0.8424090839347911,0.9999999999990026,0.9999999999990026]",,,,,,,19.3,{},"{""task_accepted_early"":90}",ur5e,orientation_half
high_utilization/alpha=0.95,relative,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.4112325444444444,0.427786,0.52825015,0.5693266399999999,12.336976333333332,0,30,"[30,30,30]",[],"[0.00020431738619024816,0.0009202365417702314,0.0009340602080328103]","[0.000650117021729957,0.0032979989378196357,0.004354892060925959]",0.1,"[0.9310247734088662,0.9999999999990026,0.9999999999990026]",1.7333333333333334,0.26666666666666666,0.0,0.7333333333333333,0.0,0.7333333333333333,1.7333333333333334,{},"{""native_task_candidate"":90}",ur5e,orientation_half
high_utilization/alpha=0.95,gn,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.40871922222222223,0.41485550000000004,0.5150000499999999,0.55871925,12.261576666666668,0,30,"[30,30,30]",[],"[0.00020431738619024816,0.0009202365417702314,0.0009340602080328103]","[0.000650117021729957,0.0032979989378196357,0.004354892060925959]",0.1,"[0.9310247734088662,0.9999999999990026,0.9999999999990026]",,,,,,,2.7333333333333334,{},"{""task_candidate"":90}",ur5e,orientation_half
high_utilization/alpha=0.95,direct_sqp,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,2.6066353555555555,2.6110559999999996,3.0110023999999997,3.59508874,78.19906066666667,0,30,"[30,30,30]",[],"[0.0009999999520853794,0.0009999999861249442,0.0009999999986183418]","[0.0043633229176239414,0.004363323072779622,0.004363323092397866]",1.0,"[0.8595434542608368,0.9999999999990026,0.9999999999990026]",,,,,,,19.266666666666666,{},"{""task_accepted_early"":90}",ur5e,orientation_half
multijoint_boundary/alpha=0.0,relative,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.4756226555555556,0.49918149999999994,0.5480419000000001,0.5984385699999998,14.268679666666669,0,30,"[30,30,30]",[],"[9.597324844203945e-06,0.0009410387539927315,0.0009527515182790311]","[1.944168654235505e-05,0.0033059014691350203,0.003329062153028362]",0.06666666666666667,"[0.998786072466195,0.9999999999990026,0.9999999999990026]",1.8,0.2,0.0,0.8,0.0,0.8,1.8,{},"{""native_task_candidate"":90}",ur5e,orientation_half
multijoint_boundary/alpha=0.0,gn,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.4694030222222223,0.4867805,0.5333602,0.5476994199999999,14.082090666666668,0,30,"[30,30,30]",[],"[9.597324844203945e-06,0.0009410387539927315,0.0009527515182790311]","[1.944168654235505e-05,0.0033059014691350203,0.003329062153028362]",0.06666666666666667,"[0.998786072466195,0.9999999999990026,0.9999999999990026]",,,,,,,2.8,{},"{""task_candidate"":90}",ur5e,orientation_half
multijoint_boundary/alpha=0.0,direct_sqp,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,2.571944355555556,2.5396029999999996,3.14144735,3.33063808,77.15833066666667,0,30,"[30,30,30]",[],"[0.0009999999510754169,0.0009999999717270963,0.0009999999797196085]","[0.004363322920575377,0.004363323059136975,0.004363323073966263]",1.0,"[0.9999999999989995,0.9999999999990026,0.9999999999990026]",,,,,,,19.033333333333335,{},"{""task_accepted_early"":90}",ur5e,orientation_half
multijoint_boundary/alpha=0.5,relative,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.4698766777777778,0.485615,0.54282215,0.5848274199999999,14.096300333333334,0,30,"[30,30,30]",[],"[0.00034550033869756435,0.0006634027278854358,0.0009675476659007303]","[0.001836233288187846,0.002957993863760402,0.0037356684316139834]",0.03333333333333333,"[0.9999999999990026,0.9999999999990026,0.9999999999990026]",1.8333333333333333,0.16666666666666666,0.0,0.8333333333333334,0.0,0.8333333333333334,1.8333333333333333,{},"{""native_task_candidate"":90}",ur5e,orientation_half
multijoint_boundary/alpha=0.5,gn,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.4676941222222223,0.4802305,0.524732,0.5606522999999999,14.030823666666668,0,30,"[30,30,30]",[],"[0.00034550033869756435,0.0006634027278854358,0.0009675476659007303]","[0.001836233288187846,0.002957993863760402,0.0037356684316139834]",0.03333333333333333,"[0.9999999999990026,0.9999999999990026,0.9999999999990026]",,,,,,,2.8333333333333335,{},"{""task_candidate"":90}",ur5e,orientation_half
multijoint_boundary/alpha=0.5,direct_sqp,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,2.5097479666666667,2.4674305,2.9771753,3.302750679999999,75.292439,0,30,"[30,30,30]",[],"[0.0009999999517404756,0.000999999981726367,0.0009999999966769533]","[0.004363322920851078,0.004363323095326613,0.004363323101418774]",1.0,"[0.9999999999990026,0.9999999999990026,0.9999999999990026]",,,,,,,18.266666666666666,{},"{""task_accepted_early"":90}",ur5e,orientation_half
multijoint_boundary/alpha=0.95,relative,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,0.6151602222222222,0.4986955,1.77596405,1.90502409,18.454806666666666,0,30,"[30,30,30]",[],"[0.0007656612708015081,0.0009335056804221104,0.0009888663515863318]","[0.003484023808985189,0.00414836984876589,0.004237774783890447]",0.26666666666666666,"[0.9999999999990026,0.9999999999990026,0.9999999999990026]",2.9,0.13333333333333333,0.0,0.8666666666666667,0.16666666666666666,0.8666666666666667,2.0,{},"{""native_task_candidate"":90}",ur5e,orientation_half
multijoint_boundary/alpha=0.95,gn,30,3,"[25,25,25]","[25,25,25]",0.8333333333333334,0.8333333333333334,1.0429524666666667,0.4881935,3.98833145,4.49967823,31.288574,0,30,"[25,25,25]","[""313eff7fa1950cd9b5bfbe599e6c82e5e5514d3b007cedaa08cf6a08467afc21"",""8a4fe1e3735fc16705acab38104ac3f51b7abaf1726cde591b4a4ba318c7961f"",""a1a676be4801300c25c0ef7ed33c41178613162d560c5a81548f284ba0f6090d"",""b497a0c9cfb45978a404c903c25dbb1dc4db0224cc12b932050c7bd8dedf27f7"",""f473e10da4bda5700869e0fa1ed4c9f1a51b172f56ba2328e170babc64368ff7""]","[0.0006487116846206573,0.0009196227573197922,0.0009888663515863318]","[0.0031206529675067273,0.004034035071402138,0.00414836984876589]",0.16,"[0.9999999999990026,0.9999999999990026,0.9999999999990026]",,,,,,,4.8,"{""orientation_tolerance"":9,""position_tolerance"":6}","{""task_candidate"":75,""stationary"":9,""no_descent"":6}",ur5e,orientation_half
multijoint_boundary/alpha=0.95,direct_sqp,30,3,"[30,30,30]","[30,30,30]",1.0,1.0,2.520325933333333,2.490816,3.0024863,3.18530168,75.60977799999999,0,30,"[30,30,30]",[],"[0.000999999952618563,0.0009999999888023541,0.0009999999973992406]","[0.004363322929137782,0.004363323019359579,0.004363323037294198]",1.0,"[0.9999999999990026,0.9999999999990026,0.9999999999990026]",,,,,,,18.633333333333333,{},"{""task_accepted_early"":90}",ur5e,orientation_half
ordinary/regular/alpha=0.0,relative,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.2784318666666667,0.2725405,0.30343885,0.31134382000000005,2.784318666666667,0,10,"[10,10,10]",[],"[0.00016579695422391292,0.0003350185743005484,0.0003350185743005484]","[0.00019403711183228994,0.00047489255483787316,0.00047489255483787316]",0.0,"[0.2786380566985365,0.5458572472299038,0.5458572472299038]",1.0,1.0,0.0,0.0,0.0,0.0,1.0,{},"{""native_task_candidate"":30}",ur5e,orientation_half
ordinary/regular/alpha=0.0,gn,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.3003399666666666,0.2961565,0.321936,0.32610226,3.0033996666666662,0,10,"[10,10,10]",[],"[0.00016579695422391292,0.0003350185743005484,0.0003350185743005484]","[0.00019403711183228994,0.00047489255483787316,0.00047489255483787316]",0.0,"[0.2786380566985365,0.5458572472299038,0.5458572472299038]",,,,,,,2.0,{},"{""task_candidate"":30}",ur5e,orientation_half
ordinary/regular/alpha=0.0,direct_sqp,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,1.8058461666666668,1.7958764999999999,2.436219,2.4674953,18.05846166666667,0,10,"[10,10,10]",[],"[0.0009999999532789012,0.0009999999958891321,0.0009999999958891321]","[0.004363322933754831,0.004363323040331514,0.004363323040331514]",1.0,"[0.2120943366255039,0.45808578225901603,0.45808578225901603]",,,,,,,12.9,{},"{""task_accepted_early"":30}",ur5e,orientation_half
