robot,trajectory_uid,family,group,frames,hard_complete,hard_total_latency_ns,hard_total_fev,hard_reject_count,hard_defer_count,hard_fallback_count,hard_first_failure_frame,hard_first_failure_reason,cghik_complete,cghik_total_latency_ns,cghik_total_fev,cghik_reject_count,cghik_defer_count,cghik_fallback_count,cghik_first_failure_frame,cghik_first_failure_reason,saved_latency_ns
ur5e,6512ac6afa36689cb154146107fa944767d5e426b1429c805c8cf5daa953955c,regular_near_singular_regular,both_complete,150,True,248993914,531,0,0,1,,,True,278384466,525,0,0,1,,,-29390552
ur5e,6880b24cef3062086dcb83df8c25106787f483d19484563bc4be11ac7620d10e,slow_high_curvature_high_speed_slow,neither_complete,150,False,2352842622,5203,0,0,98,48,all_cascade_stages_failed,False,2215925396,4889,10,11,88,48,all_cascade_stages_failed,136917226
ur5e,68ae06895fe52e90976197187fc2fd52da226617b98e079ad62f78cc1edc0202,slow_high_curvature_high_speed_slow,neither_complete,150,False,2044743177,4260,0,0,89,65,all_cascade_stages_failed,False,1658036920,3386,21,46,68,65,all_cascade_stages_failed,386706257
ur5e,6a1a518b8c630eb7bd290efc9ba86fc089548eba706a4008e9b868271d7d6c39,regular_near_singular_regular,both_complete,150,True,232159357,382,0,0,1,,,True,263879549,372,0,0,1,,,-31720192
ur5e,6b22a02c58de73874deee88c6161e6866e1d47592d3379ab472125153c4f5bcb,regular_near_singular_regular,neither_complete,150,False,2052217297,5783,0,0,62,88,all_cascade_stages_failed,False,633466623,1221,46,10,16,88,all_cascade_stages_failed,1418750674
ur5e,6b866a5fc8f6efa16bdba45de13355947916fb83775904aee2ed6bf27e29fa43,regular_near_singular_regular,both_complete,150,True,220631466,370,0,0,0,,,True,249448315,366,0,0,0,,,-28816849
ur5e,6cce649b82c22b6d836d743e5467c14d687744667840d59a1713bc2934984a64,central_joint_limit_skim_return,neither_complete,150,False,3197874199,11985,0,0,105,22,all_cascade_stages_failed,False,757769770,2419,85,12,20,22,all_cascade_stages_failed,2440104429
ur5e,74788b52a44dca9b02cdf6aa87a1a9d3789e2de135f77c806188da51cda21697,regular_near_singular_regular,both_complete,150,True,218827839,358,0,0,0,,,True,248500578,360,0,0,0,,,-29672739
ur5e,768bdd75688a70fd89a94003c2f51a5b3d4081840ce2130c47b56505d24415ec,smooth_fast_orientation_smooth,neither_complete,150,False,2595442617,7102,0,0,93,52,all_cascade_stages_failed,False,2353544233,6747,14,49,79,52,all_cascade_stages_failed,241898384
ur5e,77d2887129967833fd8046684496215fa05c0258021bf4129f0edd2418467d81,central_joint_limit_skim_return,neither_complete,150,False,3794925665,12849,0,0,105,22,all_cascade_stages_failed,False,764584054,2197,85,10,20,22,all_cascade_stages_failed,3030341611
ur5e,79b391153cc30af8f6e3e1455abbe1bf7880ed734a23a1b3f378b5160f27f24d,slow_high_curvature_high_speed_slow,both_complete,150,True,245791081,528,0,0,0,,,True,275551976,528,0,0,0,,,-29760895
ur5e,80bd9376b8e890912400625da507acf137bcaed5cdc5d93464e7f1ba63f0f4a8,slow_high_curvature_high_speed_slow,both_complete,150,True,249648482,552,0,0,0,,,True,283121904,552,0,0,0,,,-33473422
ur5e,879ba0b2277e2b970b802c78fcf48787f7c2f4250eb0f99945c7c27b69ea0839,slow_high_curvature_high_speed_slow,both_complete,150,True,250620077,552,0,0,0,,,True,280723715,552,0,0,0,,,-30103638
ur5e,8dc6b3ae30ad4a26990f3cd836b70947d179d010ca210f5a1223a28717c2cd92,regular_near_singular_regular,both_complete,150,True,224061515,394,0,0,0,,,True,253173687,386,0,0,0,,,-29112172
ur5e,8ffc12366aedaa342f4b11b08d7aa7ce5936f7be17a588fc2b07e8b6cd33ac3d,central_joint_limit_skim_return,neither_complete,150,False,3416424907,12515,0,0,105,22,all_cascade_stages_failed,False,535213237,1297,95,0,10,22,all_cascade_stages_failed,2881211670
ur5e,9068e1b70752fbf5a8afda1f93fbb4b136ddf5c1257822f6c3c47327f5aa8f74,slow_high_curvature_high_speed_slow,both_complete,150,True,250049278,542,0,0,0,,,True,280199113,544,0,0,0,,,-30149835
ur5e,9d225e763554cc32d32bbe0f458a673bbc4811d61f22a6322a90da90f6bfb567,regular_near_singular_regular,neither_complete,150,False,1871394639,5234,0,0,61,89,all_cascade_stages_failed,False,552085973,959,48,7,13,89,all_cascade_stages_failed,1319308666
ur5e,9ee54ffd84d8a6d69b5b893a25efb1c19cfca328ee258c81cb2b0c94545a5477,regular_near_singular_regular,neither_complete,150,False,2309015726,8114,0,0,62,88,all_cascade_stages_failed,False,387008508,555,55,5,7,88,all_cascade_stages_failed,1922007218
ur5e,a352e00ecf1b844d28afa427101fed12a2a09cec7517cb5dc33b536112f39c6c,regular_near_singular_regular,both_complete,150,True,249376479,540,0,0,0,,,True,274847627,526,0,0,0,,,-25471148
ur5e,a484bb870afc836dc1d10ccdb18a12b96944a63f165590234fe99ba027887e86,regular_near_singular_regular,neither_complete,150,False,1991086779,8026,0,0,63,87,all_cascade_stages_failed,False,677953245,1840,43,10,20,87,all_cascade_stages_failed,1313133534
ur5e,a8495fb5060487b33a9ebd5a0a5b585619f932c74bdcdb6b18c43d622b3aae3e,smooth_fast_orientation_smooth,neither_complete,150,False,2155715870,4200,0,0,81,70,all_cascade_stages_failed,False,2212448572,4319,0,14,81,70,all_cascade_stages_failed,-56732702
ur5e,a8a64744824b494c97965e7b66e193e361831e8bef0daaa52d4644b1e57048df,central_joint_limit_skim_return,neither_complete,150,False,3569503142,12381,0,0,105,22,all_cascade_stages_failed,False,474746298,925,95,0,10,22,all_cascade_stages_failed,3094756844
ur5e,aba20e7f0bda848f8262fcd5b41898771bda36f85cf206e4cfe610b599ced2ba,slow_high_curvature_high_speed_slow,neither_complete,150,False,1662845044,3313,0,0,77,75,all_cascade_stages_failed,False,776578280,1412,48,12,29,75,all_cascade_stages_failed,886266764
ur5e,adabae5b3787848732f9108cb29888be418a39d3871262792aedd6e0f46defa4,slow_high_curvature_high_speed_slow,neither_complete,150,False,2464719725,5223,0,0,102,50,all_cascade_stages_failed,False,1752961614,3478,33,10,69,50,all_cascade_stages_failed,711758111
ur5e,afd88dfc0d57b0a2f765c513e2ca74fdc7bed59ba6fde385e9f2848038e4f27e,slow_high_curvature_high_speed_slow,neither_complete,150,False,2583959141,5105,0,0,86,66,all_cascade_stages_failed,False,1331564983,2537,49,21,37,66,all_cascade_stages_failed,1252394158
ur5e,c52f114d08467cce63f991eb7f8a2e3bc2c44d4e7b1e963a1d25a25b30fd78dc,smooth_fast_orientation_smooth,both_complete,150,True,233067459,448,0,0,0,,,True,264424480,448,0,0,0,,,-31357021
ur5e,c89e355ec024246504f3e9b58624d040e0201ded546efe58f55be14d242a4164,regular_near_singular_regular,neither_complete,150,False,1983241972,5300,0,0,43,53,all_cascade_stages_failed,False,626021206,1587,31,6,12,53,all_cascade_stages_failed,1357220766
ur5e,c96006cedeec918cca00adfe16bf671e5adc009a56b27b6292330dcd573b73c9,slow_high_curvature_high_speed_slow,neither_complete,150,False,2441489048,6089,0,0,82,69,all_cascade_stages_failed,False,1644179837,4389,31,43,51,69,all_cascade_stages_failed,797309211
ur5e,c9dc77fd6f2bf582193ec1ecf753a6798db7cf3f8cef6c8689fa7a68baa6f1cb,smooth_fast_orientation_smooth,both_complete,150,True,233560902,448,0,0,0,,,True,263043932,448,0,0,0,,,-29483030
ur5e,caa64ed7fcf97cb1e55e5ecef1d59c66eb55f034e39114896ccba3e2ecf362b7,central_joint_limit_skim_return,neither_complete,150,False,3646527513,12473,0,0,105,22,all_cascade_stages_failed,False,691510555,1937,87,10,18,22,all_cascade_stages_failed,2955016958
ur5e,cd6cb5473101ecbd93f3aea1ed475481b95ff5088e0acffa9786aa3aadcf29af,slow_high_curvature_high_speed_slow,neither_complete,150,False,2839245287,8864,0,0,90,60,all_cascade_stages_failed,False,2618238928,8161,10,14,80,60,all_cascade_stages_failed,221006359
ur5e,cee645a0a4a215584a59ee885d8873781997a38427e435b22eda58aec2bf25e9,central_joint_limit_skim_return,neither_complete,150,False,3652458806,13045,0,0,107,21,all_cascade_stages_failed,False,795608769,2371,87,10,20,21,all_cascade_stages_failed,2856850037
ur5e,d194587ba85126c652a5c24b1d41b5f25e00927c9bd9e8fdfb542e5e9cc97fa2,regular_near_singular_regular,neither_complete,150,False,998949702,1968,0,0,26,62,all_cascade_stages_failed,False,1031686638,1960,0,0,26,62,all_cascade_stages_failed,-32736936
ur5e,d43e7b647f56e0278ce4aff3bf73c9668a7622a8bb0ee26178e10befa78eccc9,regular_near_singular_regular,neither_complete,150,False,1933792920,6277,0,0,62,88,all_cascade_stages_failed,False,528528702,926,51,6,11,88,all_cascade_stages_failed,1405264218
ur5e,d49450714afd6709adca43bb8ca365d4f12acd2ea8d97bf48df10117fc1006be,smooth_fast_orientation_smooth,neither_complete,150,False,2999598144,7743,0,0,102,48,all_cascade_stages_failed,False,2042764513,5561,41,40,61,48,all_cascade_stages_failed,956833631
ur5e,d5d33c7e3028c4f8f01a9f472ad1a2aab0d33af47cb1eddff00205c75485a964,regular_near_singular_regular,neither_complete,150,False,3168106052,10327,0,0,65,85,all_cascade_stages_failed,False,598524172,1089,56,5,9,85,all_cascade_stages_failed,2569581880
ur5e,dc0c735bde5af1da732cb69f0e805c9fcb8a031050087280e2bc13c69171c6b4,central_joint_limit_skim_return,neither_complete,150,False,3531801591,13163,0,0,107,21,all_cascade_stages_failed,False,547659770,1341,97,2,10,21,all_cascade_stages_failed,2984141821
ur5e,e1dcd88e9fd0ea8be6e55a42edfb573868c288d608803ae44030ac1096119560,slow_high_curvature_high_speed_slow,neither_complete,150,False,2578056899,7145,0,0,93,59,all_cascade_stages_failed,False,2072901490,5166,20,17,73,59,all_cascade_stages_failed,505155409
ur5e,e4f87d0794b9897d898e835427cd75e0c6f013639a8634b56596347ad5cd0323,slow_high_curvature_high_speed_slow,neither_complete,150,False,2015238438,4343,0,0,88,63,all_cascade_stages_failed,False,905246247,1590,51,5,37,63,all_cascade_stages_failed,1109992191
ur5e,e56a8ac9e866f9e375b5c4f6ecc3ef72218b0febfe1df0fa72171083f8229011,central_joint_limit_skim_return,neither_complete,150,False,3683778666,12785,0,0,105,22,all_cascade_stages_failed,False,751764868,2389,85,10,20,22,all_cascade_stages_failed,2932013798
ur5e,f00cb8c26e9b6f77e03ca905f571931397e0abc3fc70436e37428f903d50fe89,central_joint_limit_skim_return,neither_complete,150,False,3360772308,12205,0,0,105,22,all_cascade_stages_failed,False,755330388,2379,85,10,20,22,all_cascade_stages_failed,2605441920
ur5e,f00d200d7749fba6855c6a492cd837fa67e7537a426a71b260fa29e266d6b28b,smooth_fast_orientation_smooth,both_complete,150,True,231353965,440,0,0,0,,,True,259867388,436,0,0,0,,,-28513423
ur5e,f232721ba6a7e2e4c39b180e0484837e1c2e99c33fb35fe525551957b10f6d66,central_joint_limit_skim_return,neither_complete,150,False,3154652641,12165,0,0,107,21,all_cascade_stages_failed,False,792758036,2475,85,12,22,21,all_cascade_stages_failed,2361894605
ur5e,f37a2e26c2ac9409e01f5502b20d42d05763af5bc8dd44406bd3e9be8d6df7a6,slow_high_curvature_high_speed_slow,both_complete,150,True,247990573,528,0,0,0,,,True,274178064,528,0,0,0,,,-26187491
ur5e,f4ac7f948681efd3f6ad23df6a11dfae0fc63bba6936b7b846e9bea935aad56e,smooth_fast_orientation_smooth,both_complete,150,True,231176481,436,0,0,0,,,True,264020292,448,0,0,0,,,-32843811
ur5e,f6122466a05431d8d0dd5fb1ad6e9d398fa21c23f574058cf824be50b6203c4b,central_joint_limit_skim_return,neither_complete,150,False,3148997108,12186,0,0,107,21,all_cascade_stages_failed,False,781215402,2471,85,12,22,21,all_cascade_stages_failed,2367781706
ur5e,f730ffb14aa2c732f2b6eacc021c692391a598567d331e305e59a605394ff610,smooth_fast_orientation_smooth,both_complete,150,True,237350901,448,0,0,0,,,True,266487425,448,0,0,0,,,-29136524
ur5e,f98c87588825e841029c15d085ab324b8fbe94c2025fc80e0b1823bf6ab41ed5,central_joint_limit_skim_return,neither_complete,150,False,3624138309,13219,0,0,107,21,all_cascade_stages_failed,False,570339435,1527,95,4,12,21,all_cascade_stages_failed,3053798874
ur5e,fe3884fb18f22f6d4d02c61e96563f21a9c2c310b63a07cb0b998befc2a511e9,smooth_fast_orientation_smooth,both_complete,150,True,232106863,449,0,0,0,,,True,263815353,449,0,0,0,,,-31708490
