robot,subset,method,elapsed_limit_ms,verified_within_rate
ur5e,constructed_inexecutable,p50_selection,1,0.0
ur5e,constructed_inexecutable,p50_selection,2,0.0
ur5e,constructed_inexecutable,p50_selection,5,0.0
ur5e,constructed_inexecutable,p50_selection,10,0.0
ur5e,constructed_inexecutable,p50_selection,20,0.0
ur5e,constructed_inexecutable,p50_selection,50,0.0
ur5e,constructed_inexecutable,p50_selection,100,0.0
ur5e,constructed_inexecutable,p50_selection,200,0.0
ur5e,constructed_inexecutable,p50_selection,400,0.0
ur5e,constructed_inexecutable,p50_selection,800,0.0
ur5e,constructed_inexecutable,reject_only_hard,0.1,0.0
ur5e,constructed_inexecutable,reject_only_hard,0.25,0.0
ur5e,constructed_inexecutable,reject_only_hard,0.5,0.0
ur5e,constructed_inexecutable,reject_only_hard,1,0.0
ur5e,constructed_inexecutable,reject_only_hard,2,0.0
ur5e,constructed_inexecutable,reject_only_hard,5,0.0
ur5e,constructed_inexecutable,reject_only_hard,10,0.0
ur5e,constructed_inexecutable,reject_only_hard,20,0.0
ur5e,constructed_inexecutable,reject_only_hard,50,0.0
ur5e,constructed_inexecutable,reject_only_hard,100,0.0
ur5e,constructed_inexecutable,reject_only_hard,200,0.0
ur5e,constructed_inexecutable,reject_only_hard,400,0.0
ur5e,constructed_inexecutable,reject_only_hard,800,0.0
ur5e,constructed_inexecutable,routing_only,0.1,0.0
ur5e,constructed_inexecutable,routing_only,0.25,0.0
ur5e,constructed_inexecutable,routing_only,0.5,0.0
ur5e,constructed_inexecutable,routing_only,1,0.0
ur5e,constructed_inexecutable,routing_only,2,0.0
ur5e,constructed_inexecutable,routing_only,5,0.0
ur5e,constructed_inexecutable,routing_only,10,0.0
ur5e,constructed_inexecutable,routing_only,20,0.0
ur5e,constructed_inexecutable,routing_only,50,0.0
ur5e,constructed_inexecutable,routing_only,100,0.0
ur5e,constructed_inexecutable,routing_only,200,0.0
ur5e,constructed_inexecutable,routing_only,400,0.0
ur5e,constructed_inexecutable,routing_only,800,0.0
ur5e,constructed_inexecutable,trac_ik_100ms,0.1,0.0
ur5e,constructed_inexecutable,trac_ik_100ms,0.25,0.0
ur5e,constructed_inexecutable,trac_ik_100ms,0.5,0.0
ur5e,constructed_inexecutable,trac_ik_100ms,1,0.0
ur5e,constructed_inexecutable,trac_ik_100ms,2,0.0
ur5e,constructed_inexecutable,trac_ik_100ms,5,0.0
ur5e,constructed_inexecutable,trac_ik_100ms,10,0.0
ur5e,constructed_inexecutable,trac_ik_100ms,20,0.0
ur5e,constructed_inexecutable,trac_ik_100ms,50,0.0
ur5e,constructed_inexecutable,trac_ik_100ms,100,0.0
ur5e,constructed_inexecutable,trac_ik_100ms,200,0.0
ur5e,constructed_inexecutable,trac_ik_100ms,400,0.0
ur5e,constructed_inexecutable,trac_ik_100ms,800,0.0
ur5e,constructed_inexecutable,trac_ik_20ms,0.1,0.0
ur5e,constructed_inexecutable,trac_ik_20ms,0.25,0.0
ur5e,constructed_inexecutable,trac_ik_20ms,0.5,0.0
ur5e,constructed_inexecutable,trac_ik_20ms,1,0.0
ur5e,constructed_inexecutable,trac_ik_20ms,2,0.0
ur5e,constructed_inexecutable,trac_ik_20ms,5,0.0
ur5e,constructed_inexecutable,trac_ik_20ms,10,0.0
ur5e,constructed_inexecutable,trac_ik_20ms,20,0.0
ur5e,constructed_inexecutable,trac_ik_20ms,50,0.0
ur5e,constructed_inexecutable,trac_ik_20ms,100,0.0
ur5e,constructed_inexecutable,trac_ik_20ms,200,0.0
ur5e,constructed_inexecutable,trac_ik_20ms,400,0.0
ur5e,constructed_inexecutable,trac_ik_20ms,800,0.0
ur5e,constructed_inexecutable,trac_ik_400ms,0.1,0.0
ur5e,constructed_inexecutable,trac_ik_400ms,0.25,0.0
ur5e,constructed_inexecutable,trac_ik_400ms,0.5,0.0
ur5e,constructed_inexecutable,trac_ik_400ms,1,0.0
ur5e,constructed_inexecutable,trac_ik_400ms,2,0.0
ur5e,constructed_inexecutable,trac_ik_400ms,5,0.0
ur5e,constructed_inexecutable,trac_ik_400ms,10,0.0
ur5e,constructed_inexecutable,trac_ik_400ms,20,0.0
ur5e,constructed_inexecutable,trac_ik_400ms,50,0.0
ur5e,constructed_inexecutable,trac_ik_400ms,100,0.0
ur5e,constructed_inexecutable,trac_ik_400ms,200,0.0
ur5e,constructed_inexecutable,trac_ik_400ms,400,0.0
ur5e,constructed_inexecutable,trac_ik_400ms,800,0.0
ur5e,constructed_inexecutable,trac_ik_5ms,0.1,0.0
ur5e,constructed_inexecutable,trac_ik_5ms,0.25,0.0
ur5e,constructed_inexecutable,trac_ik_5ms,0.5,0.0
ur5e,constructed_inexecutable,trac_ik_5ms,1,0.0
ur5e,constructed_inexecutable,trac_ik_5ms,2,0.0
ur5e,constructed_inexecutable,trac_ik_5ms,5,0.0
ur5e,constructed_inexecutable,trac_ik_5ms,10,0.0
ur5e,constructed_inexecutable,trac_ik_5ms,20,0.0
ur5e,constructed_inexecutable,trac_ik_5ms,50,0.0
ur5e,constructed_inexecutable,trac_ik_5ms,100,0.0
ur5e,constructed_inexecutable,trac_ik_5ms,200,0.0
ur5e,constructed_inexecutable,trac_ik_5ms,400,0.0
ur5e,constructed_inexecutable,trac_ik_5ms,800,0.0
ur5e,feasible,always_hard,0.1,0.0
ur5e,feasible,always_hard,0.25,0.0
ur5e,feasible,always_hard,0.5,0.0
ur5e,feasible,always_hard,1,0.0034666666666666665
ur5e,feasible,always_hard,2,0.9481333333333334
ur5e,feasible,always_hard,5,0.9912
ur5e,feasible,always_hard,10,0.9992
ur5e,feasible,always_hard,20,1.0
ur5e,feasible,always_hard,50,1.0
ur5e,feasible,always_hard,100,1.0
ur5e,feasible,always_hard,200,1.0
ur5e,feasible,always_hard,400,1.0
ur5e,feasible,always_hard,800,1.0
ur5e,feasible,full_cghik,0.1,0.0
ur5e,feasible,full_cghik,0.25,0.0
ur5e,feasible,full_cghik,0.5,0.0
ur5e,feasible,full_cghik,1,0.0
ur5e,feasible,full_cghik,2,0.7174666666666667
ur5e,feasible,full_cghik,5,0.9912
ur5e,feasible,full_cghik,10,0.9992
ur5e,feasible,full_cghik,20,1.0
ur5e,feasible,full_cghik,50,1.0
ur5e,feasible,full_cghik,100,1.0
ur5e,feasible,full_cghik,200,1.0
ur5e,feasible,full_cghik,400,1.0
ur5e,feasible,full_cghik,800,1.0
ur5e,feasible,geometry_threshold,0.1,0.0
ur5e,feasible,geometry_threshold,0.25,0.0
ur5e,feasible,geometry_threshold,0.5,0.0
ur5e,feasible,geometry_threshold,1,0.0
ur5e,feasible,geometry_threshold,2,0.7229333333333333
ur5e,feasible,geometry_threshold,5,0.9906666666666667
ur5e,feasible,geometry_threshold,10,0.9992
ur5e,feasible,geometry_threshold,20,1.0
ur5e,feasible,geometry_threshold,50,1.0
ur5e,feasible,geometry_threshold,100,1.0
ur5e,feasible,geometry_threshold,200,1.0
ur5e,feasible,geometry_threshold,400,1.0
ur5e,feasible,geometry_threshold,800,1.0
ur5e,feasible,p50_selection,0.1,0.0
ur5e,feasible,p50_selection,0.25,0.0
ur5e,feasible,p50_selection,0.5,0.0
ur5e,feasible,p50_selection,1,0.0
ur5e,feasible,p50_selection,2,0.7228
ur5e,feasible,p50_selection,5,0.9910666666666667
ur5e,feasible,p50_selection,10,0.9992
ur5e,feasible,p50_selection,20,1.0
ur5e,feasible,p50_selection,50,1.0
ur5e,feasible,p50_selection,100,1.0
ur5e,feasible,p50_selection,200,1.0
ur5e,feasible,p50_selection,400,1.0
ur5e,feasible,p50_selection,800,1.0
ur5e,feasible,reject_only_hard,0.1,0.0
ur5e,feasible,reject_only_hard,0.25,0.0
ur5e,feasible,reject_only_hard,0.5,0.0
ur5e,feasible,reject_only_hard,1,0.0
ur5e,feasible,reject_only_hard,2,0.7222666666666666
ur5e,feasible,reject_only_hard,5,0.9912
ur5e,feasible,reject_only_hard,10,0.9992
ur5e,feasible,reject_only_hard,20,1.0
ur5e,feasible,reject_only_hard,50,1.0
ur5e,feasible,reject_only_hard,100,1.0
ur5e,feasible,reject_only_hard,200,1.0
ur5e,feasible,reject_only_hard,400,1.0
ur5e,feasible,reject_only_hard,800,1.0
ur5e,feasible,routing_only,0.1,0.0
ur5e,feasible,routing_only,0.25,0.0
ur5e,feasible,routing_only,0.5,0.0
ur5e,feasible,routing_only,1,0.0
ur5e,feasible,routing_only,2,0.7198666666666667
ur5e,feasible,routing_only,5,0.9909333333333333
ur5e,feasible,routing_only,10,0.9992
ur5e,feasible,routing_only,20,1.0
ur5e,feasible,routing_only,50,1.0
ur5e,feasible,routing_only,100,1.0
ur5e,feasible,routing_only,200,1.0
ur5e,feasible,routing_only,400,1.0
ur5e,feasible,routing_only,800,1.0
ur5e,feasible,trac_ik_100ms,0.1,0.0
ur5e,feasible,trac_ik_100ms,0.25,0.7553333333333333
ur5e,feasible,trac_ik_100ms,0.5,0.9968
ur5e,feasible,trac_ik_100ms,1,0.9985333333333334
ur5e,feasible,trac_ik_100ms,2,0.9988
ur5e,feasible,trac_ik_100ms,5,0.9990666666666667
ur5e,feasible,trac_ik_100ms,10,0.9993333333333333
ur5e,feasible,trac_ik_100ms,20,0.9994666666666666
ur5e,feasible,trac_ik_100ms,50,0.9996
ur5e,feasible,trac_ik_100ms,100,0.9996
ur5e,feasible,trac_ik_100ms,200,0.9996
ur5e,feasible,trac_ik_100ms,400,0.9996
ur5e,feasible,trac_ik_100ms,800,0.9996
ur5e,feasible,trac_ik_20ms,0.1,0.0
ur5e,feasible,trac_ik_20ms,0.25,0.7517333333333334
ur5e,feasible,trac_ik_20ms,0.5,0.9962666666666666
ur5e,feasible,trac_ik_20ms,1,0.9984
ur5e,feasible,trac_ik_20ms,2,0.9988
ur5e,feasible,trac_ik_20ms,5,0.9993333333333333
ur5e,feasible,trac_ik_20ms,10,0.9993333333333333
ur5e,feasible,trac_ik_20ms,20,0.9994666666666666
ur5e,feasible,trac_ik_20ms,50,0.9994666666666666
ur5e,feasible,trac_ik_20ms,100,0.9994666666666666
ur5e,feasible,trac_ik_20ms,200,0.9994666666666666
ur5e,feasible,trac_ik_20ms,400,0.9994666666666666
ur5e,feasible,trac_ik_20ms,800,0.9994666666666666
ur5e,feasible,trac_ik_400ms,0.1,0.0
ur5e,feasible,trac_ik_400ms,0.25,0.7476
ur5e,feasible,trac_ik_400ms,0.5,0.9962666666666666
ur5e,feasible,trac_ik_400ms,1,0.9990666666666667
ur5e,feasible,trac_ik_400ms,2,0.9993333333333333
ur5e,feasible,trac_ik_400ms,5,0.9994666666666666
ur5e,feasible,trac_ik_400ms,10,0.9996
ur5e,feasible,trac_ik_400ms,20,0.9996
ur5e,feasible,trac_ik_400ms,50,0.9996
ur5e,feasible,trac_ik_400ms,100,0.9996
ur5e,feasible,trac_ik_400ms,200,0.9996
ur5e,feasible,trac_ik_400ms,400,0.9996
ur5e,feasible,trac_ik_400ms,800,0.9996
ur5e,feasible,trac_ik_5ms,0.1,0.0
ur5e,feasible,trac_ik_5ms,0.25,0.7590666666666667
ur5e,feasible,trac_ik_5ms,0.5,0.9964
ur5e,feasible,trac_ik_5ms,1,0.9988
ur5e,feasible,trac_ik_5ms,2,0.9993333333333333
ur5e,feasible,trac_ik_5ms,5,0.9994666666666666
ur5e,feasible,trac_ik_5ms,10,0.9994666666666666
ur5e,feasible,trac_ik_5ms,20,0.9994666666666666
ur5e,feasible,trac_ik_5ms,50,0.9994666666666666
ur5e,feasible,trac_ik_5ms,100,0.9994666666666666
ur5e,feasible,trac_ik_5ms,200,0.9994666666666666
ur5e,feasible,trac_ik_5ms,400,0.9994666666666666
ur5e,feasible,trac_ik_5ms,800,0.9994666666666666
