robot,method,uid,family,latency,latency_samples_ns,success,fev,deadline,all_success
panda,always_hard,00026526c91884e2698046105ca5bf8348d60c52c8e619d082735718acc52e57,local,1492270.3333333333,"[1572579, 1452991, 1451241]",1.0,3.0,1.0,True
panda,always_hard,006403e6dfcb95ebfc96a5789b00af8e44575e07b213d1d2a734c81e6ea4745f,near_limit,1383770.3333333333,"[1387862, 1378931, 1384518]",1.0,3.0,1.0,True
panda,always_hard,008190027ed0c64b1e947a5f9a85713d849ebfa0e9f9e24a85189cb1426eabd6,local,1414368.3333333333,"[1415750, 1412146, 1415209]",1.0,3.0,1.0,True
panda,always_hard,00846e15176fa64421a5927caec8c112efe84663a82f6a816bfd8c6293bbf19a,near_limit,1409051.3333333333,"[1422916, 1391319, 1412919]",1.0,3.0,1.0,True
panda,always_hard,009e350aa2ff48088038cfcdaf3fd081277e6c75fda59fbcd1bed4c890f923f8,constructed_inexecutable,300136657.6666667,"[300341534, 303145404, 296923035]",0.0,486.0,0.0,False
panda,always_hard,00ab0fd720d70480378789c523d3f4d82d3dda1a93eed33ce6d99c4d8bc05d4b,near_limit,1495302.0,"[1507735, 1570789, 1407382]",1.0,3.0,1.0,True
panda,always_hard,00abd521cc74b6f7bbb55a95468deb4d6eeb1c9a80d570d55f63154330e5b1bf,local,1440352.0,"[1410145, 1513015, 1397896]",1.0,3.0,1.0,True
panda,always_hard,00aec6ca229a5f53d82a5e48841dab5a9781874429a71dc412f2640555eeafe2,hard_feasible,2062264.6666666667,"[2357169, 2091279, 1738346]",1.0,5.0,1.0,True
panda,always_hard,00b657731f5b6864fcb33e408fc922a2b7bca9d134a69f87c10ed94ca5b31ebe,local,1493273.0,"[1491934, 1564988, 1422897]",1.0,3.0,1.0,True
panda,always_hard,00bbf5c8c57c4709b86ee877b3c6096819736852fd22b9663233d1c9d07fdd3b,hard_feasible,139876453.0,"[140265282, 139525868, 139838209]",0.0,220.0,0.0,False
panda,always_hard,00bf6a138fa9c43c0b3ce7da46340c122df5d8dc5e887ffd6ea2ae3fd65e32bb,local,1041419.0,"[1047373, 1040251, 1036633]",1.0,1.0,1.0,True
panda,always_hard,00e3e445caca50c6db68a11ccf4716dcae12fc93d794c6c36913cc018dc83f88,local,1395609.0,"[1403854, 1380172, 1402801]",1.0,3.0,1.0,True
panda,always_hard,00f12f5efef41ac16909b4e28264f0444f17a31663381c0477d7beaa99d97db5,local,1550158.0,"[1582143, 1578606, 1489725]",1.0,3.0,1.0,True
panda,always_hard,010c1ee3f7b62a089e9b909bb8bb8c11734d998f8466b17aa1f7cb8091b886f7,local,1640472.6666666667,"[1431675, 2093380, 1396363]",1.0,3.0,1.0,True
panda,always_hard,010c62af89f2b8166952379ac5d1ee0ad9eebf5901f34106f52d04529e13b06f,local,1470350.0,"[1408507, 1444796, 1557747]",1.0,3.0,1.0,True
panda,always_hard,011ffa99599e888fa327fb33403908fbceaa5ffadf389a6df30021c57cc01927,near_singular,1518795.6666666667,"[1415657, 1563371, 1577359]",1.0,3.0,1.0,True
panda,always_hard,01252ec9fe7375f4cd1e5ee5792639cc0bacc46e25fe61758e6c234dccc9e9b5,constructed_inexecutable,296483277.0,"[295604366, 297945875, 295899590]",0.0,482.0,0.0,False
panda,always_hard,012839bd2bd0df6d3151cacac477726492ca56e069ebf99e8b40980c5bb6b684,near_singular,1558247.6666666667,"[1716681, 1419728, 1538334]",1.0,3.0,1.0,True
panda,always_hard,01307e161ef210b6c3d623e5d9aeb1973f3f446f66dc979e18602842a229d8f0,constructed_inexecutable,287815195.3333333,"[288206714, 287947046, 287291826]",0.0,491.0,0.0,False
panda,always_hard,018746c1acf7bc93abf227b6ee558b361f68e1f412defbe51ac1bb20e0774b3e,local,1446348.6666666667,"[1443790, 1413291, 1481965]",1.0,3.0,1.0,True
panda,always_hard,01887b670dac2e50198d1192a291a2e30076df1740f25decd79d320dade7bbfc,constructed_inexecutable,299181520.3333333,"[301188750, 297189107, 299166704]",0.0,489.0,0.0,False
panda,always_hard,018dc26a0c9c7625ecf983c38b0b41e8bde2345d2abb6e995aa828ab35ba756e,local,1459571.3333333333,"[1556862, 1434696, 1387156]",1.0,3.0,1.0,True
panda,always_hard,01da176c239ed7dfd734b647892a8fd38aaadde589e8c6510665b46484521aa4,hard_feasible,2667144.3333333335,"[2575663, 2701229, 2724541]",1.0,10.0,1.0,True
panda,always_hard,01dc172a9c54f8cddca499c839a98b837a97f8863483e91f6ffa923bfc188e6e,constructed_inexecutable,297517584.0,"[295661506, 298287628, 298603618]",0.0,482.0,0.0,False
panda,always_hard,01e549f81fd10de7a782009c6d6d622e8ca2b834b886bfdde9d5e384c094ed35,constructed_inexecutable,170271781.66666666,"[171298634, 169727849, 169788862]",0.0,345.0,0.0,False
panda,always_hard,01e7de1f25511208cee0641c8df7ab00498ea50e0d8999e7130cb8c4d5b3a5ea,hard_feasible,82698271.0,"[82937885, 82338525, 82818403]",1.0,102.0,0.0,True
panda,always_hard,01eed396cd397197ad8e3a045668d464a5354d805bfd09f6190296d447a57067,near_singular,1592460.3333333333,"[1570411, 1672663, 1534307]",1.0,3.0,1.0,True
panda,always_hard,021c02cb8fd2fb225ef2eb62203a090cc31dd017276e285a8ae683032f75aec5,near_limit,1430348.0,"[1411973, 1431190, 1447881]",1.0,3.0,1.0,True
panda,always_hard,02252cf1c823e6907e15426ec8bfbcfe74bff942d32a6fc4b0c962a2fd1dd8f4,hard_feasible,1579596.6666666667,"[1790619, 1549110, 1399061]",1.0,3.0,1.0,True
panda,always_hard,0231eb9dcb29ae6e80a14cccc290ced6730dab5ed260286d460e7faf10ea1642,hard_feasible,1475029.6666666667,"[1418660, 1575997, 1430432]",1.0,3.0,1.0,True
panda,always_hard,02372deca017a1d57f8b6ae4bf1186ff9ae517587eebd327f175c71b0fb8921c,local,1321639.6666666667,"[1244134, 1517377, 1203408]",1.0,1.0,1.0,True
panda,always_hard,024139c7244cf99539c7055f9d07c247d475436f5e79f994f4f5ddf0de87d799,constructed_inexecutable,215388624.66666666,"[214312227, 214558162, 217295485]",0.0,411.0,0.0,False
panda,always_hard,0248ca43f664dfff545e4384b95ca62841f4d9bdf3ba286afa6bbd58da037ba1,near_singular,1558088.0,"[1552916, 1582178, 1539170]",1.0,3.0,1.0,True
panda,always_hard,0290b4c5f3cbb59804e322c8315c283adf2f0e590cd79661cb51d343d3e016c2,local,1594233.3333333333,"[1712067, 1662095, 1408538]",1.0,3.0,1.0,True
panda,always_hard,0297dd3d81e991b3f60e60b437255f8f80679529d658785126d8c6091cd7fb46,local,1593047.3333333333,"[1810728, 1423268, 1545146]",1.0,3.0,1.0,True
panda,always_hard,02a46f99483584c1b8f227071c60bd49dbf2f91ebed1ea9e73164f1d2970d2dd,hard_feasible,2016259.3333333333,"[2036808, 1899792, 2112178]",1.0,5.0,1.0,True
panda,always_hard,02ccf317afbc6ecc534975c39366f286c1b128b93c449c353e712c0dcdcc162e,local,1418217.6666666667,"[1424985, 1412098, 1417570]",1.0,3.0,1.0,True
panda,always_hard,02cf309be5367577e7f29b2538b33854b8159c318483af708e3be15223c18056,near_singular,1407206.6666666667,"[1410721, 1397761, 1413138]",1.0,3.0,1.0,True
panda,always_hard,02e93082072c4326524b5538e8e3885ba430086ab1add618d5d00f8578a3bca7,local,1402222.3333333333,"[1398613, 1418275, 1389779]",1.0,3.0,1.0,True
panda,always_hard,03179bada3325a9311c78732a6fc7658be410beb3009700f470593485373c9dd,constructed_inexecutable,301427010.3333333,"[299977958, 301718668, 302584405]",0.0,494.0,0.0,False
panda,always_hard,0331567cf82faf20f2824bf8ca2d8960ec9b1cec3c064d2a30950c70efb1b657,local,1492483.3333333333,"[1577692, 1451402, 1448356]",1.0,3.0,1.0,True
panda,always_hard,033ff37499418c968ab37a2288eccee447aae47e4a8b614a02e6509aa06f6337,near_singular,1538473.3333333333,"[1412653, 1545619, 1657148]",1.0,3.0,1.0,True
panda,always_hard,0342aad91cc524aa83d3535a6e5265066ce8af6327b63cc750fb48db00ac249a,local,1582639.3333333333,"[1602406, 1405917, 1739595]",1.0,3.0,1.0,True
panda,always_hard,0346f2b68d9d943e6f28160f0591cf006b0859cef5d3e072a81c290de4fb3f1f,near_singular,1844756.3333333333,"[1543901, 2566805, 1423563]",1.0,3.0,1.0,True
panda,always_hard,034bfbe269131c402d9b1838229703f9b7c0114ad66128a043d57e2f58126cfa,near_limit,1504907.6666666667,"[1496011, 1636426, 1382286]",1.0,3.0,1.0,True
panda,always_hard,034ca2b7d035f2f7cb46d06b23b1ff9678045d7e574e8f598ad2d3fab8debbc5,local,1491399.6666666667,"[1408970, 1558280, 1506949]",1.0,3.0,1.0,True
panda,always_hard,0356931bb0f9d6736fee5497a4c389127d963cee93fb08086335e105956517a6,near_limit,1630541.6666666667,"[1873472, 1446761, 1571392]",1.0,3.0,1.0,True
panda,always_hard,0360769f3ac106b2ae3d28464df3f15c1ef5c0ea52840cbb48b2cc25201c1a82,constructed_inexecutable,291922445.0,"[291305084, 291225647, 293236604]",0.0,494.0,0.0,False
panda,always_hard,03e16d8ad60d11cca032fab203fd0af3debff2bfec62888de5e8d153e6bbeddb,hard_feasible,17104625.333333332,"[17035036, 17312263, 16966577]",1.0,37.0,1.0,True
panda,always_hard,03e88907fcc7a41c4421c274209cf9df8821ac8eca9f03b2a93c3071db9245c8,hard_feasible,1774222.0,"[1780263, 1767333, 1775070]",1.0,5.0,1.0,True
panda,always_hard,040d374e9adf529e5504f75ae93d9eff66477f42a023f3f65035d5917b099ea5,local,1554492.3333333333,"[1533655, 1536111, 1593711]",1.0,3.0,1.0,True
panda,always_hard,04474399f1fca4b8f627dedb4d9f76550cb1d844db7037c9a03016991cc7be54,constructed_inexecutable,236997219.0,"[233506542, 234597274, 242887841]",0.0,438.0,0.0,False
panda,always_hard,04555434a989000979f6481220584cfc4248617cefc1112a576c3e907f46a996,constructed_inexecutable,275346639.0,"[274373346, 276564888, 275101683]",0.0,476.0,0.0,False
panda,always_hard,0464948946e8b81920debd2bcd9679fd8c3619b4220336f14c7844a4eb8d1bb7,near_limit,1445715.6666666667,"[1534874, 1397006, 1405267]",1.0,3.0,1.0,True
panda,always_hard,046ca9c4537fad92f20d3704af3f28e733a7d4d9520c85a900f493ec0a64ebd3,local,1412666.3333333333,"[1430354, 1403164, 1404481]",1.0,3.0,1.0,True
panda,always_hard,047f07400031f4efb1703f1fac19ca31e441ae02ec1143b06cc7b3c634360073,near_limit,1550052.6666666667,"[1847179, 1404232, 1398747]",1.0,3.0,1.0,True
panda,always_hard,0491f8ab4f2914d0f409d0190d050a8b80b9515b9dea9a7a8f856a562e8cfcdc,near_limit,1656341.3333333333,"[1786771, 1419958, 1762295]",1.0,3.0,1.0,True
panda,always_hard,04a3c78211d8e1961ffd9ef1635eeea0bf16a4095e4bdb18a0221845220ee01c,hard_feasible,206500453.66666666,"[204235783, 206570403, 208695175]",0.0,273.0,0.0,False
panda,always_hard,04aaa2ed4687e8267b429ff7488b4437c479d747c39116cc631452418d05abe1,near_limit,1395994.6666666667,"[1397476, 1393172, 1397336]",1.0,3.0,1.0,True
panda,always_hard,04ab6d5ab17b0c4e84edc4b51220dccf9203695c60b4afdb2f11c05728312779,local,1768969.0,"[1545781, 2361341, 1399785]",1.0,3.0,1.0,True
panda,always_hard,04be1bd018dd61a50790004d0310fddca4c196ef4067ff6bbe4a5beccb55b044,near_singular,2342780.6666666665,"[1653416, 3307368, 2067558]",1.0,3.0,1.0,True
panda,always_hard,04c08f0ecdb17274da00f5b93fed2a928142d115e8ee1d359bdefa6059ee248a,near_limit,1692599.3333333333,"[1580306, 1441304, 2056188]",1.0,3.0,1.0,True
panda,always_hard,04c2fdc881f15bdc375fc3ba24f9c613ab291fca7a34104e94657ac734d8cb85,constructed_inexecutable,311612814.0,"[309840948, 314331007, 310666487]",0.0,495.0,0.0,False
panda,always_hard,04e55c66f6a1d04ae2d9be16ee4e01988320ded651afca96609f5c8b3a411668,local,1469947.0,"[1414204, 1421977, 1573660]",1.0,3.0,1.0,True
panda,always_hard,0510ba2dcc1c8937a5490faad30adfaaa6008a1a0014340ab5693c005b72f5de,near_singular,1608023.6666666667,"[1842970, 1578151, 1402950]",1.0,3.0,1.0,True
panda,always_hard,05161558ca43ac59060319b11e5c93de524be7849b964082440a7ee5f9fcb5af,hard_feasible,22626605.666666668,"[22637681, 22501573, 22740563]",1.0,56.0,0.0,True
panda,always_hard,0522ff59b643a87271b85f7118c70636e44b649cee2bd56d5459498f8ed2ef8b,near_singular,1491712.6666666667,"[1415214, 1415446, 1644478]",1.0,3.0,1.0,True
panda,always_hard,05239e2ee538e05c0ebfdd90982f78d686ca7a942c5357c98536a0e9bb24811f,local,1684381.0,"[1739240, 1726438, 1587465]",1.0,3.0,1.0,True
panda,always_hard,053145f73b8bf71efc6bb974a4495bfb529fd619d41c920f92d30f08300e6eb5,local,1767921.3333333333,"[1795285, 1553854, 1954625]",1.0,3.0,1.0,True
panda,always_hard,0535f3141fbafe2e1f6cf505ba39e8fdf7bdefff831714b7ec12da6a9129d275,hard_feasible,1870426.6666666667,"[2120686, 1746249, 1744345]",1.0,5.0,1.0,True
panda,always_hard,05727aec23c07a90ffebcaab4c07b1051fe194d6a3e437204022da7859e2e4c7,local,1728410.0,"[2360506, 1410323, 1414401]",1.0,3.0,1.0,True
panda,always_hard,057ca3b737d407e9b8e5d111bfea0751646759a26b8397f53b486664f87a4ac4,near_singular,1574028.0,"[1381819, 1958158, 1382107]",1.0,3.0,1.0,True
panda,always_hard,058435719bae7d78972b1d5480e3a7d0f66cf6a42f21157a3cf036aba03d9d8e,local,1629917.0,"[2081539, 1399307, 1408905]",1.0,3.0,1.0,True
panda,always_hard,0593494452a7a8dacef99b34cb3fafb943116465e0b2c40d2feaf0ba0fdf29dd,local,1583473.6666666667,"[1398574, 1502252, 1849595]",1.0,3.0,1.0,True
panda,always_hard,05b2bca648da2f59681bcec377a943de0bea8e8b6df75c132d83e8b4da7b75bc,near_singular,1392574.3333333333,"[1408554, 1384315, 1384854]",1.0,3.0,1.0,True
panda,always_hard,05dccff6bcb91e81855c3f94b05d00ac70ecef68f3a8dc9300f0e1ecd546a33f,near_singular,1616393.0,"[1508934, 1519834, 1820411]",1.0,3.0,1.0,True
panda,always_hard,05e173894345273aa7803c248f6fe7e9ac653244ac6ab46e6c9c2c9afdbf1799,constructed_inexecutable,293462367.0,"[293591447, 292662559, 294133095]",0.0,482.0,0.0,False
panda,always_hard,05e23fd4c7107b6d4c6c610f307199ef772c10d20f6384d8a890e842f3707c68,local,1458351.0,"[1402663, 1551187, 1421203]",1.0,3.0,1.0,True
panda,always_hard,05e64ee1eb9bdbe41cba8b98b588c15eea5128f472a9a29c4aa892597cd91f7e,constructed_inexecutable,273069873.6666667,"[272190673, 273494556, 273524392]",0.0,452.0,0.0,False
panda,always_hard,05ec766a047ccd241592d0d3ee87755bf00c956017da688026bdfea279368a45,near_limit,1589551.3333333333,"[1725060, 1401358, 1642236]",1.0,3.0,1.0,True
panda,always_hard,0624a60c7a01b9f5540897d22173d74c07d1dcaab332e4cb95236374b2ab2006,local,1437729.0,"[1401200, 1512802, 1399185]",1.0,3.0,1.0,True
panda,always_hard,0643c131dbb2d5f6b936a705b858f4bde520e268e8a5fcefd6f80e0470b6a1ec,near_limit,1452040.6666666667,"[1471977, 1413758, 1470387]",1.0,3.0,1.0,True
panda,always_hard,064d2f4fdbd4c4d78f5fbc51152956af6dee1d837ba2a63f185e8c2e4acbc85f,local,1462695.6666666667,"[1545629, 1408262, 1434196]",1.0,3.0,1.0,True
panda,always_hard,065155da613fec79b2d6308695f38ca30d1269aacefd58aca5ffd1f8aed6ff73,constructed_inexecutable,281826165.6666667,"[281448892, 282285250, 281744355]",0.0,482.0,0.0,False
panda,always_hard,065cf4978cbb0fa4af76192c5bca28713fa8808c6288931028c1614ca8f5a57f,local,1558759.6666666667,"[1874789, 1404792, 1396698]",1.0,3.0,1.0,True
panda,always_hard,0664b80c715cfe9cd3a459baf766540b17199eb1f6d36ad5bf4ec7bcc6ad2f5c,hard_feasible,1756738.0,"[1799649, 1736651, 1733914]",1.0,5.0,1.0,True
panda,always_hard,068f1680f27774b62bf71b06c060dc18b69f284f2b20bbd00e6e5d5ff90e2d24,near_singular,1474626.3333333333,"[1432497, 1403051, 1588331]",1.0,3.0,1.0,True
panda,always_hard,06a087fff253b8b36ad62cc0b46dd60a5ad6b0855ec4940908a35a7ab7abb11d,local,1549542.6666666667,"[1454994, 1568066, 1625568]",1.0,3.0,1.0,True
panda,always_hard,06a1112cd4703ec21c09d037bdbfa2a69b8354e71ce07ee6bf254327570b865a,near_limit,1654636.0,"[1490900, 2065539, 1407469]",1.0,3.0,1.0,True
panda,always_hard,06b8ac19fa53d040233f6a745b4ab2210810f12913465acd9a79dc330ade2751,hard_feasible,1745777.0,"[1590310, 2091660, 1555361]",1.0,3.0,1.0,True
panda,always_hard,06e57b51a52bd952a5cd4e9a1f3036ea4576044ee4c9a9e15954eabaee627476,local,1406132.0,"[1384414, 1437759, 1396223]",1.0,3.0,1.0,True
panda,always_hard,06e814b616f139ce74242b8f7761bf043788d774948aa8024a1e26bcb334ab2f,near_limit,1437668.6666666667,"[1404349, 1400843, 1507814]",1.0,3.0,1.0,True
panda,always_hard,070228fb1b6d5b5d25056db1d8cdf8eeaa5256e2bac2e6fbf081f90cb7108bec,near_limit,1623642.3333333333,"[1525931, 1948042, 1396954]",1.0,3.0,1.0,True
panda,always_hard,077230947999b8cdb3590231010a3f308fa85fbf5945d1a92fd888ff17aca371,local,1590291.6666666667,"[1389772, 1836625, 1544478]",1.0,3.0,1.0,True
panda,always_hard,07e3d7b0bf3cdc439a37dc116df91611dcdf524875616e0f8269520974ba9765,constructed_inexecutable,296386814.6666667,"[294809391, 299694658, 294656395]",0.0,482.0,0.0,False
panda,always_hard,07f6d33f3baa4f168189ffeff38d849590fcc78af814b3fcf52a1cd46c65b43a,near_singular,1417880.0,"[1396321, 1422623, 1434696]",1.0,3.0,1.0,True
panda,always_hard,080ebac65c14a7d5eb16eac35bad0c44bcf4413ff9d61247331ad6e03d506da2,hard_feasible,220854908.0,"[220512752, 221179061, 220872911]",0.0,293.0,0.0,False
panda,always_hard,081287b47556f3f0705d7a8f83ad3b2ca76e6f8777eb6e68e7c4e08d675f3e97,near_singular,1679461.6666666667,"[1938855, 1544551, 1554979]",1.0,3.0,1.0,True
panda,always_hard,08146041e1e961fa91219367c85d0c3f8dbb6c0d302dc8170ec69035a768e5a3,local,1466542.0,"[1418829, 1407147, 1573650]",1.0,3.0,1.0,True
panda,always_hard,081e532687d9626df4e9711f1e2917dc4066c133be5fef139e830cb3cab4022f,near_limit,1568184.0,"[1664161, 1465740, 1574651]",1.0,3.0,1.0,True
panda,always_hard,0828afe3bda52458af427ae7a80e58edb3b85c0cde9bfbf56e5ebbd7936a7429,near_singular,1696255.3333333333,"[1519767, 2174655, 1394344]",1.0,3.0,1.0,True
panda,always_hard,0838e676e9315daff93f3fb7ec9301a2cb2f69da2c15d6862e691208acb44653,local,1492317.3333333333,"[1540183, 1449978, 1486791]",1.0,3.0,1.0,True
panda,always_hard,0846b2d1c62289852772d2824d1f4706c8d4cce327d8a07db064d0543ac467f5,local,1473647.6666666667,"[1533751, 1481290, 1405902]",1.0,3.0,1.0,True
panda,always_hard,0870d56ce0ffb204d98604014c04a44f3c5d4fa25b5a8e8e5eda7fe68028e0da,local,1659717.3333333333,"[1419663, 1694732, 1864757]",1.0,3.0,1.0,True
panda,always_hard,08781981f98af4eb822c6e1bda97e959d4d4d9ad03aeaeaaab5befde75a3aa00,constructed_inexecutable,276333193.3333333,"[278473632, 274968520, 275557428]",0.0,470.0,0.0,False
panda,always_hard,08790c751a5676a55c928d43e31633198c8e8dd6ac23f6ede7167c7ffd91a28b,hard_feasible,214464238.66666666,"[215259721, 213471652, 214661343]",0.0,281.0,0.0,False
panda,always_hard,087eb1e8da6174d07fdc9317a5d050f6a26a4e3928d77c1c4d02ae1c80ae26bd,local,1592160.3333333333,"[1384587, 1541246, 1850648]",1.0,3.0,1.0,True
panda,always_hard,08a0c342c8161cc5fcfe731f8ee27187f0c70ae482e81bfa64d1620b0afc1c78,local,1696565.6666666667,"[1582325, 1422695, 2084677]",1.0,3.0,1.0,True
panda,always_hard,08ad3653b2d1d586085dcf11756094cb20bd08f952c8bc3cbf34ae03e9c8c804,local,1648702.0,"[1560346, 1817624, 1568136]",1.0,3.0,1.0,True
panda,always_hard,08bb52fa1755260d9458b601ccb34658239037ec5ce9869008b1567e2f724fdf,hard_feasible,295279342.0,"[294353806, 296634953, 294849267]",0.0,370.0,0.0,False
panda,always_hard,08c1c78cdb025737727905c3380069615acb7998e59b27f2d7b91ad5bfb1d850,near_limit,1519423.3333333333,"[1431707, 1547063, 1579500]",1.0,3.0,1.0,True
panda,always_hard,08c208d3554468f55be86f5c2acf3013782e9f549781bd58d7d75fa9a3d3a6f1,constructed_inexecutable,301272630.6666667,"[302991787, 296343009, 304483096]",0.0,491.0,0.0,False
panda,always_hard,08c28c5d86611c349aed0b2f39ac074cb1a7a853b3284dd76b1655b309074872,near_singular,1837531.0,"[2693470, 1413043, 1406080]",1.0,3.0,1.0,True
panda,always_hard,08c6093a66fc4fedc5fa672bac888fc7b287e934a3592a781bd662044759a5e4,local,1688197.0,"[1494941, 1517316, 2052334]",1.0,3.0,1.0,True
panda,always_hard,09152a648edb3092a3e023a043b21bd246683a4bc1fff7d0b6e4e0f2b80f83a5,local,1548759.3333333333,"[1850643, 1391299, 1404336]",1.0,3.0,1.0,True
panda,always_hard,092502b148d0c8e27d24ccd5f5b37619dde44bda7e63eb7aaf45a0ca5727b2a4,local,1446558.6666666667,"[1553517, 1402065, 1384094]",1.0,3.0,1.0,True
panda,always_hard,09269c53803294b626ac80c754ff696afaa28f9236ce8541170eb9a78f646e46,local,1547921.6666666667,"[1631393, 1433742, 1578630]",1.0,3.0,1.0,True
panda,always_hard,0946a2fd3f3d7bc6ca00f16c606e79705a48d514ca3754487eb80a504117d5e1,near_limit,1422776.6666666667,"[1434969, 1413377, 1419984]",1.0,3.0,1.0,True
panda,always_hard,0946a352eddd9084aa63c97d4b10ba368e9d50ad80ba178859618cc456406210,constructed_inexecutable,297026811.3333333,"[295214976, 296251226, 299614232]",0.0,498.0,0.0,False
panda,always_hard,09548692af35fbbb1a9868ea9ff00d284d17168ec77976e64a8fd5f0041b457e,near_limit,1856799.3333333333,"[2751130, 1410380, 1408888]",1.0,3.0,1.0,True
panda,always_hard,0956c7f7e54d80191abceb4300492d6cd86740f291db71af43c12699ae9e6e92,constructed_inexecutable,288062950.0,"[285447380, 285164105, 293577365]",0.0,492.0,0.0,False
panda,always_hard,0987400150f7c4b9d8a8a02ec1dcb73e9f84855f2779180a0d2219bf3c913e14,local,1655508.6666666667,"[1422940, 1450923, 2092663]",1.0,3.0,1.0,True
panda,always_hard,098840a0f1c8703866c6e665b814187bd0fa11c59f8eb2460abe3c6482bf1e08,near_singular,1516061.0,"[1584933, 1391385, 1571865]",1.0,3.0,1.0,True
panda,always_hard,099364d360600aa46f98dd4cc8c9782aa379f82a6fad2aa3a4d03e11f4dd4f0c,constructed_inexecutable,173175907.66666666,"[168834562, 182739904, 167953257]",0.0,312.0,0.0,False
panda,always_hard,099c0c5abfcb1f350de79790160551e67451e6afb0803da15c2fb77328e15de5,hard_feasible,290137103.6666667,"[289261320, 288386313, 292763678]",0.0,361.0,0.0,False
panda,always_hard,09a7b368fa3f7de3a90e7cad94d03846b50cf49d857125258bfca9c567c68776,constructed_inexecutable,314318055.0,"[313741115, 316054185, 313158865]",0.0,523.0,0.0,False
panda,always_hard,09a964ea8c936e2586052de7302420c7d1651cf9102ca1407f76bcc720b91a9e,constructed_inexecutable,311552209.6666667,"[313911715, 309334316, 311410598]",0.0,492.0,0.0,False
panda,always_hard,09ab4bab0416cc443ae1da8841537528b32fe05793e1285f54a84580f0887521,hard_feasible,2003261.6666666667,"[1957811, 2071609, 1980365]",1.0,5.0,1.0,True
panda,always_hard,09dbdb32eedcfeb4554561d1b9fe6026aeed3015b436129e653ddc2525dfde9e,near_limit,1516831.0,"[1397248, 1594386, 1558859]",1.0,3.0,1.0,True
panda,always_hard,09e2245f1d9d43f740ca5f2a4ccb62e985d51e94c6dcd6726c84cd8edcabb2c8,local,1467681.3333333333,"[1402231, 1404238, 1596575]",1.0,3.0,1.0,True
panda,always_hard,09ec915d283cb03241b8bced7e5d20f133794ae981a25b9f4988bd9750ed4fb2,local,1518797.0,"[1406037, 1555561, 1594793]",1.0,3.0,1.0,True
panda,always_hard,09f52bdc0b079fe27ea058b8e2dbdce1e90150765eeb42464b10db12acd7c541,constructed_inexecutable,299429941.0,"[299062245, 300007791, 299219787]",0.0,491.0,0.0,False
panda,always_hard,0a05075ba7132ab16f50d3050da4527e2e3516c03a5bc8d3809c6a8ba3d9fd9e,hard_feasible,1816463.3333333333,"[1821680, 1763325, 1864385]",1.0,5.0,1.0,True
panda,always_hard,0a1f354d5493960ac41f04f06fbfc4fbba6051f1d4371aa3497a7165f8a40741,near_singular,1644760.3333333333,"[1993113, 1387034, 1554134]",1.0,3.0,1.0,True
panda,always_hard,0a2f96ca76be5ddf52622c6a4b410cbe8d4d9f6c89931657dca2fb829c1346e1,hard_feasible,347327994.0,"[346202408, 348571892, 347209682]",0.0,410.0,0.0,False
panda,always_hard,0a384c8989e863a991381f5ec64a665d83545679fb5c553a32c1728c86385a2a,near_limit,2002912.3333333333,"[1899190, 1453422, 2656125]",1.0,3.0,1.0,True
panda,always_hard,0a4d7e3aaccc5b0c725dae28995b40e652b7663097293fd27bf80caf33e8ec23,hard_feasible,1557357.6666666667,"[1599902, 1512386, 1559785]",1.0,3.0,1.0,True
panda,always_hard,0a4eccf54fc9ed443fc5f764b4f196e4b1350413a30ecdb6c3cc8c0c33e591de,hard_feasible,1785480.3333333333,"[1845747, 1745591, 1765103]",1.0,5.0,1.0,True
panda,always_hard,0a72c8c4cf7fe05498b5912b7cafe16db56a0dba022ab5a66e93a5ba81dd4e57,near_singular,1419079.0,"[1407961, 1446212, 1403064]",1.0,3.0,1.0,True
panda,always_hard,0a92b126b519b6425c1532358df5e24204a7898172b2a374a834134c0202e1a9,local,1404802.6666666667,"[1408366, 1387164, 1418878]",1.0,3.0,1.0,True
panda,always_hard,0aaedd2f22c00c96a5fd92d722439bc26bb8108dac25609dca35eb6be4f838fe,local,1408483.6666666667,"[1411232, 1404510, 1409709]",1.0,3.0,1.0,True
panda,always_hard,0acd569b99fb6f49983e65768dac4ec3cc70ba9c336f2949a9095f5c2b4afb73,hard_feasible,348886428.3333333,"[347837985, 349239494, 349581806]",0.0,410.0,0.0,False
panda,always_hard,0ad7412f244c203da513c2a8d77b871358c7074fc3c57a884b8cb44ae5aba95c,local,1787675.6666666667,"[1898378, 2004575, 1460074]",1.0,3.0,1.0,True
panda,always_hard,0adeebb07c41c1c2a8795c5c2d4f0c2af38a0afe298881c72adc51b495ab2706,local,1404461.3333333333,"[1425058, 1388594, 1399732]",1.0,3.0,1.0,True
panda,always_hard,0aec901d17e86f9beca10a43b8b017065f7df765603d052b9cf110ddbb72c346,constructed_inexecutable,279658147.0,"[278626745, 279991704, 280355992]",0.0,482.0,0.0,False
panda,always_hard,0b0f887aaea8c242c742d228a2f0ed970202e2121c47507362575fb8856685b7,local,1436338.0,"[1542708, 1378392, 1387914]",1.0,3.0,1.0,True
panda,always_hard,0b0ffa98b290834e140cb1d61d94c72b142512529bdc2b34fd1c338dec20e4e2,near_limit,1758279.6666666667,"[1822798, 2050216, 1401825]",1.0,3.0,1.0,True
