robot,uid,family,selection_fold,preferred_entry,preference_stable,heldout_selected_mean_ms,heldout_selected_p95_ms,heldout_selected_success,heldout_hard_mean_ms,heldout_hard_p95_ms,heldout_hard_success,full_measurement_entry_p95_range_ms,full_measurement_entry_mean_range_ms,within_entry_median_absolute_deviation_ms
panda,12a59245a695dda8f8239f0e06fe82ba72db845eb74fcdf28bdde9df300e294c,near_limit,0,forced_hard,True,1.4752252,1.6368344,1.0,1.4752252,1.6368344,1.0,0.4003807500000003,0.06875880000000012,0.015995000000000092
panda,12a59245a695dda8f8239f0e06fe82ba72db845eb74fcdf28bdde9df300e294c,near_limit,1,forced_hard,True,1.4134716,1.4994144,1.0,1.4134716,1.4994144,1.0,0.4003807500000003,0.06875880000000012,0.015995000000000092
panda,13e2dc63c7ed8060290505a153c0cca92c737109c3646d30d989f1cbca9479dc,hard_feasible,0,no_successful_entry,True,,,,350.03257640000004,351.09174459999997,0.0,1.1255418499999905,0.3351609000000053,0.6993895000000236
panda,13e2dc63c7ed8060290505a153c0cca92c737109c3646d30d989f1cbca9479dc,hard_feasible,1,no_successful_entry,True,,,,350.17244719999997,351.7720756,0.0,1.1255418499999905,0.3351609000000053,0.6993895000000236
panda,1406d000b289ce65d430db4aafff2ad0a1e412bb298833cfbe6ba722ce68d37c,near_limit,0,forced_medium,False,1.4552806,1.566017,1.0,1.4813868,1.5640100000000001,1.0,0.383073,0.11385390000000006,0.047694000000000014
panda,1406d000b289ce65d430db4aafff2ad0a1e412bb298833cfbe6ba722ce68d37c,near_limit,1,forced_hard,False,1.6963902000000002,2.0643756,1.0,1.6963902000000002,2.0643756,1.0,0.383073,0.11385390000000006,0.047694000000000014
panda,141753dbf55a12b254b7b2d40eb019cd25d8c26b01b3473574a1760c48462709,near_limit,0,forced_easy,False,1.5529468,1.9392443999999998,1.0,1.6293528000000002,1.8798918,1.0,0.21699025000000027,0.1293430000000002,0.06603199999999998
panda,141753dbf55a12b254b7b2d40eb019cd25d8c26b01b3473574a1760c48462709,near_limit,1,forced_medium,False,1.5927426,1.9679981999999998,1.0,1.6765820000000002,2.1174868,1.0,0.21699025000000027,0.1293430000000002,0.06603199999999998
panda,14db33e6183fbd1d6ea035e879c73c42b7c87e52ca1d83cfe74f11b32b658871,near_limit,0,forced_easy,False,1.5194716000000001,1.7465086,1.0,1.5487602,1.7244236,1.0,0.6638635499999994,0.22130740000000015,0.08895799999999998
panda,14db33e6183fbd1d6ea035e879c73c42b7c87e52ca1d83cfe74f11b32b658871,near_limit,1,forced_hard,False,1.4720448,1.6877992,1.0,1.4720448,1.6877992,1.0,0.6638635499999994,0.22130740000000015,0.08895799999999998
panda,165c513bb29b9f3d0389e9c42129de0ac83e71d73eae7af5a29d7168bbeea463,local,0,forced_easy,True,1.4096431999999999,1.490664,1.0,1.4830362000000001,1.6830844,1.0,0.9362777500000001,0.2625942999999997,0.03795925
panda,165c513bb29b9f3d0389e9c42129de0ac83e71d73eae7af5a29d7168bbeea463,local,1,forced_easy,True,1.3905623999999999,1.4029889999999998,1.0,1.5211066,1.795476,1.0,0.9362777500000001,0.2625942999999997,0.03795925
panda,16ac1ff2b525e7e2db6d5c784b66ed5068d9be658f15a997a978eb3c1a5dd356,hard_feasible,0,forced_easy,True,1.473396,1.6002706,1.0,1.4784386,1.7032136,1.0,0.40521324999999964,0.07642189999999993,0.022421499999999983
panda,16ac1ff2b525e7e2db6d5c784b66ed5068d9be658f15a997a978eb3c1a5dd356,hard_feasible,1,forced_easy,True,1.4751956,1.637002,1.0,1.6229968,2.1415057999999996,1.0,0.40521324999999964,0.07642189999999993,0.022421499999999983
panda,16d60df3f058954e94b562f4398992c4dc0661d879c074de7c4a08757a7b8bc9,near_limit,0,forced_medium,False,1.554079,1.7773695999999999,1.0,1.5654276,1.8388922,1.0,0.49480869999999966,0.22300410000000004,0.059073750000000036
