robot,subset,method,query_count,calls,verified_success_rate,accepted_within_20ms_rate,accepted_contract_violations,total_latency_ns,p50_ms,p95_ms,p99_ms,mean_fev,reject_count,defer_count,fallback_count,fallback_rate,route_counts,accepted_position_error_median,accepted_position_error_max,accepted_orientation_error_median,accepted_orientation_error_max,accepted_max_joint_step_median,accepted_max_joint_step_max,accepted_max_velocity_utilization_median,accepted_max_velocity_utilization_max,witness_false_reject_rate,all_repeats_success_query_count
panda,feasible,p50_selection,2500,7500,0.9492,0.9330666666666667,0,117251955090,1.9893105,90.76514354999996,348.01899660000004,20.7024,0,0,534,0.0712,"{""easy"": 6204, ""hard"": 1296}",7.586334111715862e-05,0.0009980228077954587,0.00015327926121959606,0.007766725172811816,0.014567499441545895,0.05219888531298977,0.30892040682460203,1.001737112734951,0.0,2373
panda,feasible,reject_only_hard,2500,7500,0.9492,0.9329333333333333,0,117098993007,1.9819390000000001,90.63265394999999,348.04504359000003,20.5588,0,0,534,0.0712,"{""hard"": 7500}",7.50461678061227e-05,0.0009980228077954587,0.0001586002419974947,0.00864460154612259,0.01454721481486776,0.05222615746291481,0.30957538821577435,1.001737112734951,0.0,2373
panda,feasible,routing_only,2500,7500,0.9492,0.9330666666666667,0,117087812656,1.986124,90.54764484999998,348.00692303000005,20.5828,0,0,534,0.0712,"{""easy"": 4896, ""hard"": 2592, ""medium"": 12}",7.593709305402385e-05,0.0009980228077954587,0.00015258412963622446,0.007766725172811816,0.014552421845126617,0.05219888531298977,0.30894536460946886,1.001737112734951,0.0,2373
panda,feasible,trac_ik_100ms,2500,7500,0.9788,0.9788,0,1972874645,0.228854,0.47075649999999913,0.6557106200000001,,0,0,0,0.0,"{""trac_ik_speed"": 7500}",8.830440155024948e-08,1.528802443736194e-05,1.6549900973309158e-07,1.5342909732308917e-05,0.015909015359812928,0.0523,0.3367861800406575,1.0022988505747128,0.0,2443
panda,feasible,trac_ik_20ms,2500,7500,0.9782666666666666,0.9782666666666666,0,1978314755,0.22972599999999999,0.4721632999999998,0.6449622800000004,,0,0,0,0.0,"{""trac_ik_speed"": 7500}",8.706570588943987e-08,1.528802443736194e-05,1.6536541091216417e-07,1.5342909732308917e-05,0.015909015359812928,0.0523,0.3366131588504414,1.0022988505747128,0.0,2439
panda,feasible,trac_ik_400ms,2500,7500,0.9793333333333333,0.9793333333333333,0,1979663059,0.2304525,0.4717480499999996,0.6462980700000002,,0,0,0,0.0,"{""trac_ik_speed"": 7500}",8.706570588943987e-08,1.528802443736194e-05,1.6536541091216417e-07,1.5342909732308917e-05,0.015923265916797824,0.0523,0.3367861800406575,1.0022988505747128,0.0,2443
panda,feasible,trac_ik_5ms,2500,7500,0.9790666666666666,0.9790666666666666,0,1973746772,0.229912,0.4752048999999992,0.6460474500000009,,0,0,0,0.0,"{""trac_ik_speed"": 7500}",8.706570588943987e-08,1.528802443736194e-05,1.6472118655627798e-07,1.5342909732308917e-05,0.015909015359812928,0.0523,0.3367861800406575,1.0022988505747128,0.0,2442
panda,hard_feasible,always_hard,500,1500,0.746,0.666,0,104036642166,1.9131580000000001,347.60706715000003,350.11256769,90.79,0,0,534,0.356,"{""hard"": 1500}",5.8165178145860425e-05,0.0009980228077954587,9.38848457255491e-05,0.005167416528889139,0.043184429861241824,0.05222615746291481,0.8959552495080718,1.001737112734951,0.0,373
panda,hard_feasible,full_cghik,500,1500,0.746,0.6653333333333333,0,104945002762,2.3989865000000004,348.07497925,351.290324,90.826,0,0,534,0.356,"{""hard"": 1419, ""easy"": 81}",6.186402546866887e-05,0.0009980228077954587,9.38848457255491e-05,0.005167416528889139,0.043184429861241824,0.05219888531298977,0.8961428237114935,1.001737112734951,0.0,373
panda,hard_feasible,geometry_threshold,500,1500,0.746,0.6653333333333333,0,104874463521,2.3850265,348.0784685,351.52970625,90.79,0,0,534,0.356,"{""hard"": 1500}",5.8165178145860425e-05,0.0009980228077954587,9.38848457255491e-05,0.005167416528889139,0.043184429861241824,0.05222615746291481,0.8959552495080718,1.001737112734951,0.0,373
panda,hard_feasible,p50_selection,500,1500,0.746,0.6653333333333333,0,105077488869,2.3825060000000002,348.021335,351.83687288,91.36,0,0,534,0.356,"{""hard"": 1161, ""easy"": 339}",6.186402546866887e-05,0.0009980228077954587,9.38848457255491e-05,0.005172691990683039,0.0431033794282496,0.05219888531298977,0.8961428237114935,1.001737112734951,0.0,373
panda,hard_feasible,reject_only_hard,500,1500,0.746,0.6646666666666666,0,104994843508,2.3862825,348.04783795000003,351.30502106,90.79,0,0,534,0.356,"{""hard"": 1500}",5.8165178145860425e-05,0.0009980228077954587,9.38848457255491e-05,0.005167416528889139,0.043184429861241824,0.05222615746291481,0.8959552495080718,1.001737112734951,0.0,373
panda,hard_feasible,routing_only,500,1500,0.746,0.6653333333333333,0,104935082564,2.383483,348.00962315000004,351.40847666,90.826,0,0,534,0.356,"{""hard"": 1419, ""easy"": 81}",6.186402546866887e-05,0.0009980228077954587,9.38848457255491e-05,0.005167416528889139,0.043184429861241824,0.05219888531298977,0.8961428237114935,1.001737112734951,0.0,373
panda,hard_feasible,trac_ik_100ms,500,1500,0.8966666666666666,0.8966666666666666,0,516429007,0.27363899999999997,0.6514269,0.7435342399999999,,0,0,0,0.0,"{""trac_ik_speed"": 1500}",1.1918893789196904e-06,1.528802443736194e-05,1.421599475592166e-06,1.4363207552392017e-05,0.0436,0.0523,0.9129514254091272,1.0022988505747128,0.0,445
panda,hard_feasible,trac_ik_20ms,500,1500,0.894,0.894,0,520319254,0.2767325,0.6450473999999999,0.7328637499999999,,0,0,0,0.0,"{""trac_ik_speed"": 1500}",1.187253371650896e-06,1.528802443736194e-05,1.421599475592166e-06,1.4363207552392017e-05,0.04372749471511267,0.0523,0.9129514254091272,1.0022988505747128,0.0,442
panda,hard_feasible,trac_ik_400ms,500,1500,0.8986666666666666,0.8986666666666666,0,517579385,0.2847145,0.64420515,0.76252099,,0,0,0,0.0,"{""trac_ik_speed"": 1500}",1.1907930586279488e-06,1.528802443736194e-05,1.4276256447830273e-06,1.4363207552392017e-05,0.04372749471511267,0.0523,0.9129514254091272,1.0022988505747128,0.0,446
panda,hard_feasible,trac_ik_5ms,500,1500,0.8973333333333333,0.8973333333333333,0,519476775,0.2827265,0.6459396,0.74812283,,0,0,0,0.0,"{""trac_ik_speed"": 1500}",1.187253371650896e-06,1.528802443736194e-05,1.421599475592166e-06,1.4363207552392017e-05,0.04372749471511267,0.0523,0.9125352662982691,1.0022988505747128,0.0,444
panda,local,always_hard,1000,3000,1.0,1.0,0,4602199568,1.4339469999999999,2.0033000999999993,2.4087923499999966,2.972,0,0,0,0.0,"{""hard"": 3000}",6.512392304702604e-05,0.0009469964966379177,0.00011100607352120125,0.00864460154612259,0.013330477082728276,0.04124989140671831,0.2874477407822128,0.9482733656716853,0.0,1000
panda,local,full_cghik,1000,3000,1.0,1.0,0,6051588602,1.916324,2.5117637999999993,2.9212502799999966,2.99,0,0,0,0.0,"{""easy"": 2505, ""hard"": 483, ""medium"": 12}",6.584005732728241e-05,0.0008945163132622558,0.00011097746436773391,0.007283102166193962,0.013368255144248886,0.04124989140671831,0.2864445679295269,0.9482733656716853,0.0,1000
panda,local,geometry_threshold,1000,3000,1.0,1.0,0,6041331610,1.91785,2.5113236999999997,2.9251295999999978,2.99,0,0,0,0.0,"{""hard"": 2514, ""easy"": 486}",6.29251763878952e-05,0.0008945163132622558,0.00010954502346360261,0.007283102166193962,0.013330477082728276,0.04124989140671831,0.28759001515759974,0.9482733656716853,0.0,1000
panda,local,p50_selection,1000,3000,1.0,1.0,0,6047997317,1.9228435,2.5063663,2.88897311,2.99,0,0,0,0.0,"{""easy"": 2955, ""hard"": 45}",6.585805958913002e-05,0.0008945163132622558,0.00011155063997722988,0.007283102166193962,0.013368255144248886,0.04124989140671831,0.28636552045047325,0.9482733656716853,0.0,1000
panda,local,reject_only_hard,1000,3000,1.0,1.0,0,6026051543,1.910679,2.5153403999999995,2.8684988799999998,2.972,0,0,0,0.0,"{""hard"": 3000}",6.512392304702604e-05,0.0009469964966379177,0.00011100607352120125,0.00864460154612259,0.013330477082728276,0.04124989140671831,0.2874477407822128,0.9482733656716853,0.0,1000
panda,local,routing_only,1000,3000,1.0,1.0,0,6055391379,1.9235905,2.5230818499999987,2.892574729999999,2.99,0,0,0,0.0,"{""easy"": 2505, ""hard"": 483, ""medium"": 12}",6.584005732728241e-05,0.0008945163132622558,0.00011097746436773391,0.007283102166193962,0.013368255144248886,0.04124989140671831,0.2864445679295269,0.9482733656716853,0.0,1000
panda,local,trac_ik_100ms,1000,3000,1.0,1.0,0,712924318,0.221304,0.3447318,0.41286245999999993,,0,0,0,0.0,"{""trac_ik_speed"": 3000}",2.6773042508816643e-08,1.2517853707440192e-05,4.8685149991877626e-08,1.1752065418295212e-05,0.013471469566492034,0.03628117030813094,0.2879316627956389,0.7658015369519636,0.0,1000
panda,local,trac_ik_20ms,1000,3000,1.0,1.0,0,713062420,0.222217,0.3435148499999999,0.4155154399999997,,0,0,0,0.0,"{""trac_ik_speed"": 3000}",2.6773042508816643e-08,1.2517853707440192e-05,4.8685149991877626e-08,1.1752065418295212e-05,0.013471469566492034,0.03628117030813094,0.2879316627956389,0.7658015369519636,0.0,1000
panda,local,trac_ik_400ms,1000,3000,1.0,1.0,0,711274301,0.221918,0.33874874999999993,0.4081071199999997,,0,0,0,0.0,"{""trac_ik_speed"": 3000}",2.6773042508816643e-08,1.2517853707440192e-05,4.8685149991877626e-08,1.1752065418295212e-05,0.013471469566492034,0.03628117030813094,0.2879316627956389,0.7658015369519636,0.0,1000
panda,local,trac_ik_5ms,1000,3000,1.0,1.0,0,710497629,0.2222115,0.34456125,0.3967347499999998,,0,0,0,0.0,"{""trac_ik_speed"": 3000}",2.6773042508816643e-08,1.2517853707440192e-05,4.8685149991877626e-08,1.1752065418295212e-05,0.013471469566492034,0.03628117030813094,0.2879316627956389,0.7658015369519636,0.0,1000
panda,near_limit,always_hard,500,1500,1.0,1.0,0,2340340221,1.439049,2.0505145999999996,2.6419105800000002,3.084,0,0,0,0.0,"{""hard"": 1500}",5.8844323264792086e-05,0.0009878589759196317,9.085184551290892e-05,0.008007417589274993,0.012766734223134457,0.03292624399236033,0.2716197629046004,0.6978768069539312,0.0,500
panda,near_limit,full_cghik,500,1500,1.0,1.0,0,3056288571,1.920514,2.52189825,3.09747139,3.112,0,0,0,0.0,"{""easy"": 1221, ""hard"": 279}",6.106044600595571e-05,0.000983141263722545,9.069837279513957e-05,0.007766725172811816,0.012712148784987887,0.032872473056140716,0.2719509093171788,0.6978768069539312,0.0,500
panda,near_limit,geometry_threshold,500,1500,1.0,1.0,0,3033204469,1.9210985,2.46556175,3.0847609899999995,3.096,0,0,0,0.0,"{""hard"": 1236, ""easy"": 264}",5.830923309350198e-05,0.000983141263722545,8.943057650763185e-05,0.008007417589274993,0.012766734223134457,0.03292624399236033,0.2717069283918635,0.6978768069539312,0.0,500
panda,near_limit,p50_selection,500,1500,1.0,1.0,0,3079315611,1.9280490000000001,2.5931900499999996,3.424366939999999,3.176,0,0,0,0.0,"{""easy"": 1434, ""hard"": 66}",6.178187138800996e-05,0.000983141263722545,9.069837279513957e-05,0.007766725172811816,0.012712148784987887,0.032872473056140716,0.2719509093171788,0.6978768069539312,0.0,500
panda,near_limit,reject_only_hard,500,1500,1.0,1.0,0,3049813500,1.9310174999999998,2.52603415,3.0190525099999994,3.084,0,0,0,0.0,"{""hard"": 1500}",5.8844323264792086e-05,0.0009878589759196317,9.085184551290892e-05,0.008007417589274993,0.012766734223134457,0.03292624399236033,0.2716197629046004,0.6978768069539312,0.0,500
panda,near_limit,routing_only,500,1500,1.0,1.0,0,3064367788,1.9273865,2.5542171999999996,3.1196969299999995,3.112,0,0,0,0.0,"{""easy"": 1221, ""hard"": 279}",6.106044600595571e-05,0.000983141263722545,9.069837279513957e-05,0.007766725172811816,0.012712148784987887,0.032872473056140716,0.2719509093171788,0.6978768069539312,0.0,500
panda,near_limit,trac_ik_100ms,500,1500,1.0,1.0,0,367821252,0.2239355,0.3701916,0.4742063099999999,,0,0,0,0.0,"{""trac_ik_speed"": 1500}",2.710884584405175e-08,1.1710472191741426e-05,4.564846985074292e-08,1.3927551778700283e-05,0.013145953930240317,0.032979770356134086,0.27942622763460684,0.6317963669757488,0.0,500
panda,near_limit,trac_ik_20ms,500,1500,1.0,1.0,0,368057943,0.2245675,0.37149309999999997,0.46944573999999994,,0,0,0,0.0,"{""trac_ik_speed"": 1500}",2.701225699195352e-08,1.1710472191741426e-05,4.3238166857304313e-08,1.3927551778700283e-05,0.01315280441138622,0.032979770356134086,0.27942622763460684,0.6317963669757488,0.0,500
panda,near_limit,trac_ik_400ms,500,1500,1.0,1.0,0,371053249,0.2257345,0.36767869999999997,0.47949115000000003,,0,0,0,0.0,"{""trac_ik_speed"": 1500}",2.6915668139855295e-08,1.1710472191741426e-05,4.3238166857304313e-08,1.3927551778700283e-05,0.013145953930240317,0.032979770356134086,0.27942622763460684,0.7304523932038682,0.0,500
panda,near_limit,trac_ik_5ms,500,1500,1.0,1.0,0,370115672,0.22570400000000002,0.36739249999999996,0.47845455000000003,,0,0,0,0.0,"{""trac_ik_speed"": 1500}",2.701225699195352e-08,1.1710472191741426e-05,4.3238166857304313e-08,1.3927551778700283e-05,0.013149379170813269,0.032979770356134086,0.27942622763460684,0.6317963669757488,0.0,500
panda,near_singular,always_hard,500,1500,1.0,1.0,0,2320197715,1.4436795,2.04916035,2.4157153099999995,2.976,0,0,0,0.0,"{""hard"": 1500}",0.00012764144161907123,0.0009673621044410499,0.0005289633011078698,0.008082114547186103,0.011620154809802524,0.032925509917758,0.24771225324463875,0.6475908733061662,0.0,500
panda,near_singular,full_cghik,500,1500,1.0,1.0,0,3019288342,1.9113485,2.50903295,2.87501228,2.996,0,0,0,0.0,"{""easy"": 1089, ""hard"": 411}",0.00012772847047816285,0.0009181459947010098,0.0005084219370186406,0.003046192228877926,0.01149632099266451,0.032925509917758,0.2462184187664569,0.6475908733061662,0.0,500
panda,near_singular,geometry_threshold,500,1500,1.0,1.0,0,3021724165,1.9125865,2.5384480000000003,2.86409792,2.996,0,0,0,0.0,"{""hard"": 1263, ""easy"": 237}",0.0001273071544908409,0.0009139100477602005,0.0005234882087405269,0.003046192228877926,0.011620154809802524,0.032925509917758,0.24771225324463875,0.6475908733061662,0.0,500
panda,near_singular,p50_selection,500,1500,1.0,1.0,0,3047153293,1.9228215,2.5683025999999995,3.24278137,2.996,0,0,0,0.0,"{""easy"": 1476, ""hard"": 24}",0.00012850458596156225,0.0009181459947010098,0.0005084219370186406,0.003046192228877926,0.011540209944704394,0.033631012355148426,0.24877212290058875,0.6468826565011236,0.0,500
panda,near_singular,reject_only_hard,500,1500,1.0,1.0,0,3028284456,1.916477,2.5738178999999994,2.92963808,2.976,0,0,0,0.0,"{""hard"": 1500}",0.00012764144161907123,0.0009673621044410499,0.0005289633011078698,0.008082114547186103,0.011620154809802524,0.032925509917758,0.24771225324463875,0.6475908733061662,0.0,500
panda,near_singular,routing_only,500,1500,1.0,1.0,0,3032970925,1.91655,2.53102055,2.9739727300000003,2.996,0,0,0,0.0,"{""easy"": 1089, ""hard"": 411}",0.00012772847047816285,0.0009181459947010098,0.0005084219370186406,0.003046192228877926,0.01149632099266451,0.032925509917758,0.2462184187664569,0.6475908733061662,0.0,500
panda,near_singular,trac_ik_100ms,500,1500,0.9973333333333333,0.9973333333333333,0,375700068,0.2307265,0.36662624999999993,0.44807672,,0,0,0,0.0,"{""trac_ik_speed"": 1500}",8.862368863497978e-07,1.3927865968878212e-05,1.4061074538714762e-06,1.5342909732308917e-05,0.013636023916519635,0.04977126662209885,0.2895922674698436,0.9943589822000791,0.0,498
panda,near_singular,trac_ik_20ms,500,1500,0.9973333333333333,0.9973333333333333,0,376875138,0.2332685,0.36928835,0.42667366999999995,,0,0,0,0.0,"{""trac_ik_speed"": 1500}",8.862368863497978e-07,1.2732555833948395e-05,1.4101419777479652e-06,1.5342909732308917e-05,0.013636023916519635,0.04977126662209885,0.2896475080557024,0.9943589822000791,0.0,497
panda,near_singular,trac_ik_400ms,500,1500,0.998,0.998,0,379756124,0.23287750000000002,0.3643498499999999,0.45300019999999996,,0,0,0,0.0,"{""trac_ik_speed"": 1500}",8.862368863497978e-07,1.2763264547059287e-05,1.4061074538714762e-06,1.5342909732308917e-05,0.01368953601278955,0.04977126662209885,0.29030619900350213,0.9943589822000791,0.0,497
panda,near_singular,trac_ik_5ms,500,1500,0.998,0.998,0,373656696,0.2306395,0.3599243,0.4205147099999999,,0,0,0,0.0,"{""trac_ik_speed"": 1500}",8.862368863497978e-07,1.3416815352677173e-05,1.4141765016244544e-06,1.5342909732308917e-05,0.013636023916519635,0.04977126662209885,0.29030619900350213,0.9943589822000791,0.0,498
ur5e,all,always_hard,3000,9000,0.8333333333333334,0.8333333333333334,0,252591262279,1.3952805000000001,190.7435966999999,249.37138035,61.334,0,0,1566,0.174,"{""hard"": 9000}",0.00010346819485457725,0.000999554396634228,0.00018565885800776532,0.008346914046530346,0.021020906921785543,0.06263394359136232,0.33455812448768063,0.9968501727904252,0.0,2500
ur5e,all,full_cghik,3000,9000,0.8333333333333334,0.8333333333333334,0,232264420666,1.84071,189.0025685,250.25745025000006,56.218666666666664,192,1308,1374,0.15266666666666667,"{""reject"": 192, ""defer"": 1308, ""hard"": 5817, ""easy"": 1680, ""medium"": 3}",0.0001050559899485985,0.000999554396634228,0.00018554886395617722,0.008346914046530346,0.0209995740578246,0.06263394359136232,0.33421860141271154,0.9968501727904252,0.0,2500
ur5e,all,geometry_threshold,3000,9000,0.8333333333333334,0.8333333333333334,0,232351543361,1.83709,188.65409614999996,250.04398161000003,56.22266666666667,192,1308,1374,0.15266666666666667,"{""reject"": 192, ""defer"": 1308, ""hard"": 6030, ""easy"": 1470}",0.00010306696133882753,0.000999554396634228,0.00018565885800776532,0.008420170187542639,0.021020906921785543,0.06263394359136232,0.33455812448768063,0.9968501727904252,0.0,2500
ur5e,all,p50_selection,3000,9000,0.8333333333333334,0.8333333333333334,0,232318136412,1.8395755,189.27780509999994,250.86778707000008,56.27333333333333,192,1308,1374,0.15266666666666667,"{""reject"": 192, ""defer"": 1308, ""easy"": 5481, ""hard"": 2019}",0.00010662599120304624,0.000999554396634228,0.0001865055950828061,0.008420170187542639,0.020975728203405458,0.06263394359136232,0.33383908285240593,0.9968501727904252,0.0,2500
ur5e,all,reject_only_hard,3000,9000,0.8333333333333334,0.8333333333333334,0,232307443878,1.8359695,189.01912744999998,250.45415825,56.217333333333336,192,1308,1374,0.15266666666666667,"{""reject"": 192, ""defer"": 1308, ""hard"": 7500}",0.00010346819485457725,0.000999554396634228,0.00018565885800776532,0.008346914046530346,0.021020906921785543,0.06263394359136232,0.33455812448768063,0.9968501727904252,0.0,2500
ur5e,all,routing_only,3000,9000,0.8333333333333334,0.8333333333333334,0,258008703040,1.8574644999999999,192.26470529999992,251.27536689000002,62.74166666666667,0,1308,1566,0.174,"{""hard"": 6009, ""defer"": 1308, ""easy"": 1680, ""medium"": 3}",0.0001050559899485985,0.000999554396634228,0.00018554886395617722,0.008346914046530346,0.0209995740578246,0.06263394359136232,0.33421860141271154,0.9968501727904252,0.0,2500
ur5e,all,trac_ik_100ms,3000,9000,0.833,0.8328888888888889,0,152016069230,0.22442,100.16517424999999,100.21672597999999,,0,0,0,0.0,"{""trac_ik_speed"": 9000}",8.615600492722235e-08,1.4551914692136981e-05,4.088126997427652e-08,1.3496629143849555e-05,0.021859342641322277,0.06253551661914658,0.3479022434105888,0.9952836588742549,0.0,2499
ur5e,all,trac_ik_20ms,3000,9000,0.8328888888888889,0.8328888888888889,0,32017125628,0.2243035,20.17162955,20.23288226,,0,0,0,0.0,"{""trac_ik_speed"": 9000}",8.6178786327343e-08,1.4551914692136981e-05,4.060644330655146e-08,1.2677294805130734e-05,0.021859342641322277,0.06253551661914658,0.3479022434105888,0.9952836588742549,0.0,2498
ur5e,all,trac_ik_400ms,3000,9000,0.833,0.833,0,601991851790,0.22510550000000001,400.17495445000003,400.23072056,,0,0,0,0.0,"{""trac_ik_speed"": 9000}",8.654618845244058e-08,1.4562394044243868e-05,4.088126997427652e-08,1.2677294805130734e-05,0.021859342641322277,0.06253551661914658,0.3479022434105888,0.9952836588742549,0.0,2499
ur5e,all,trac_ik_5ms,3000,9000,0.8328888888888889,0.8328888888888889,0,9481932585,0.22392499999999999,5.1767834,5.23541029,,0,0,0,0.0,"{""trac_ik_speed"": 9000}",8.595886071058416e-08,1.560848110405206e-05,4.064743620562018e-08,1.2677294805130734e-05,0.021859342641322277,0.06253551661914658,0.3479022434105888,0.9952836588742549,0.0,2498
ur5e,constructed_inexecutable,always_hard,500,1500,0.0,0.0,0,241139078479,161.6639375,251.8148825,260.7060039,350.694,0,0,1500,1.0,"{""hard"": 1500}",,,,,,,,,,0
ur5e,constructed_inexecutable,full_cghik,500,1500,0.0,0.0,0,217453927056,151.91594700000002,252.74175445,262.97044988,319.994,192,1308,1308,0.872,"{""reject"": 192, ""defer"": 1308}",,,,,,,,,,0
ur5e,constructed_inexecutable,geometry_threshold,500,1500,0.0,0.0,0,217565851835,152.487883,252.84850405,263.32231361000004,319.994,192,1308,1308,0.872,"{""reject"": 192, ""defer"": 1308}",,,,,,,,,,0
ur5e,constructed_inexecutable,p50_selection,500,1500,0.0,0.0,0,217481889801,152.8055685,253.35482929999998,262.40682271,319.994,192,1308,1308,0.872,"{""reject"": 192, ""defer"": 1308}",,,,,,,,,,0
ur5e,constructed_inexecutable,reject_only_hard,500,1500,0.0,0.0,0,217520355647,153.3322925,252.57547165,262.44282557,319.994,192,1308,1308,0.872,"{""reject"": 192, ""defer"": 1308}",,,,,,,,,,0
ur5e,constructed_inexecutable,routing_only,500,1500,0.0,0.0,0,243194767935,163.089768,252.96643925,262.89634536,359.132,0,1308,1500,1.0,"{""hard"": 192, ""defer"": 1308}",,,,,,,,,,0
ur5e,constructed_inexecutable,trac_ik_100ms,500,1500,0.0,0.0,0,150222982790,100.144114,100.22160849999999,100.2503669,,0,0,0,0.0,"{""trac_ik_speed"": 1500}",,,,,,,,,,0
