robot,uid,method,family,group,correction_success,current_accepted,calls,total_reference_ns
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trac_task_20ms,near_singular,actual_next,1.0,True,3,529250
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trac_task_20ms,near_singular,mixed_inside,1.0,True,18,5468620
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trac_task_20ms,near_singular,mixed_outside,1.0,True,18,5622146
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trac_task_20ms,near_singular,nominal,1.0,True,3,493614
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trac_task_20ms,near_singular,optimized_axis,0.8333333333333334,True,36,131936034
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,pink_qp,near_singular,actual_next,1.0,True,3,495952
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,pink_qp,near_singular,mixed_inside,1.0,True,18,4031755
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,pink_qp,near_singular,mixed_outside,1.0,True,18,4315724
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,pink_qp,near_singular,nominal,1.0,True,3,605410
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,pink_qp,near_singular,optimized_axis,0.8333333333333334,True,36,134051669
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,tar_nominal,near_singular,actual_next,1.0,True,3,525080
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,tar_nominal,near_singular,mixed_inside,1.0,True,18,3922048
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,tar_nominal,near_singular,mixed_outside,1.0,True,18,4574063
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,tar_nominal,near_singular,nominal,1.0,True,3,657696
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,tar_nominal,near_singular,optimized_axis,0.8333333333333334,True,36,133466259
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,tar_fixed,near_singular,actual_next,1.0,True,3,560493
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,tar_fixed,near_singular,mixed_inside,1.0,True,18,3622809
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,tar_fixed,near_singular,mixed_outside,1.0,True,18,4541584
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,tar_fixed,near_singular,nominal,1.0,True,3,569057
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,tar_fixed,near_singular,optimized_axis,0.8333333333333334,True,36,132777351
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,tar_free,near_singular,actual_next,1.0,True,3,650797
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,tar_free,near_singular,mixed_inside,1.0,True,18,3918850
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,tar_free,near_singular,mixed_outside,1.0,True,18,5776314
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,tar_free,near_singular,nominal,1.0,True,3,558824
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,tar_free,near_singular,optimized_axis,0.8333333333333334,True,36,132633125
panda,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,trac_task_5ms,near_singular,actual_next,1.0,True,3,515917
panda,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,trac_task_5ms,near_singular,mixed_inside,1.0,True,18,3551708
panda,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,trac_task_5ms,near_singular,mixed_outside,1.0,True,18,3812405
panda,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,trac_task_5ms,near_singular,nominal,1.0,True,3,554418
panda,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,trac_task_5ms,near_singular,optimized_axis,1.0,True,36,9571801
panda,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,trac_task_20ms,near_singular,actual_next,1.0,True,3,511007
panda,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,trac_task_20ms,near_singular,mixed_inside,1.0,True,18,3344145
panda,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,trac_task_20ms,near_singular,mixed_outside,1.0,True,18,7374882
panda,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,trac_task_20ms,near_singular,nominal,1.0,True,3,508336
panda,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,trac_task_20ms,near_singular,optimized_axis,1.0,True,36,10480075
panda,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,pink_qp,near_singular,actual_next,1.0,True,3,503364
panda,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,pink_qp,near_singular,mixed_inside,1.0,True,18,11350666
panda,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,pink_qp,near_singular,mixed_outside,1.0,True,18,4935904
panda,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,pink_qp,near_singular,nominal,1.0,True,3,572405
panda,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,pink_qp,near_singular,optimized_axis,1.0,True,36,13260170
panda,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,tar_nominal,near_singular,actual_next,1.0,True,3,515200
panda,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,tar_nominal,near_singular,mixed_inside,1.0,True,18,3581226
panda,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,tar_nominal,near_singular,mixed_outside,1.0,True,18,3735616
panda,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,tar_nominal,near_singular,nominal,1.0,True,3,584759
panda,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,tar_nominal,near_singular,optimized_axis,1.0,True,36,10107323
panda,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,tar_fixed,near_singular,actual_next,1.0,True,3,503043
panda,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,tar_fixed,near_singular,mixed_inside,1.0,True,18,14275685
panda,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,tar_fixed,near_singular,mixed_outside,1.0,True,18,14637848
panda,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,tar_fixed,near_singular,nominal,1.0,True,3,610903
panda,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,tar_fixed,near_singular,optimized_axis,1.0,True,36,28479194
panda,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,tar_free,near_singular,actual_next,1.0,True,3,513148
panda,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,tar_free,near_singular,mixed_inside,1.0,True,18,3377560
panda,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,tar_free,near_singular,mixed_outside,1.0,True,18,3623845
panda,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,tar_free,near_singular,nominal,1.0,True,3,611537
panda,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,tar_free,near_singular,optimized_axis,1.0,True,36,9577491
panda,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,trac_task_5ms,near_singular,actual_next,1.0,True,3,532522
panda,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,trac_task_5ms,near_singular,mixed_inside,1.0,True,18,3180175
panda,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,trac_task_5ms,near_singular,mixed_outside,1.0,True,18,10493275
panda,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,trac_task_5ms,near_singular,nominal,1.0,True,3,564026
panda,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,trac_task_5ms,near_singular,optimized_axis,1.0,True,36,15391594
panda,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,trac_task_20ms,near_singular,actual_next,1.0,True,3,580606
panda,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,trac_task_20ms,near_singular,mixed_inside,1.0,True,18,3268091
panda,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,trac_task_20ms,near_singular,mixed_outside,1.0,True,18,8114685
panda,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,trac_task_20ms,near_singular,nominal,1.0,True,3,503653
panda,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,trac_task_20ms,near_singular,optimized_axis,1.0,True,36,11730461
panda,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,pink_qp,near_singular,actual_next,1.0,True,3,520396
panda,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,pink_qp,near_singular,mixed_inside,1.0,True,18,3403948
panda,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,pink_qp,near_singular,mixed_outside,1.0,True,18,10140731
panda,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,pink_qp,near_singular,nominal,1.0,True,3,565405
panda,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,pink_qp,near_singular,optimized_axis,1.0,True,36,14476696
panda,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,tar_nominal,near_singular,actual_next,1.0,True,3,591475
panda,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,tar_nominal,near_singular,mixed_inside,1.0,True,18,3279308
panda,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,tar_nominal,near_singular,mixed_outside,1.0,True,18,14771598
panda,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,tar_nominal,near_singular,nominal,1.0,True,3,621038
panda,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,tar_nominal,near_singular,optimized_axis,1.0,True,36,23615358
panda,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,tar_fixed,near_singular,actual_next,1.0,True,3,573886
panda,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,tar_fixed,near_singular,mixed_inside,1.0,True,18,3219491
panda,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,tar_fixed,near_singular,mixed_outside,1.0,True,18,13749397
panda,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,tar_fixed,near_singular,nominal,1.0,True,3,608522
panda,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,tar_fixed,near_singular,optimized_axis,1.0,True,36,15645333
panda,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,tar_free,near_singular,actual_next,1.0,True,3,509749
panda,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,tar_free,near_singular,mixed_inside,1.0,True,18,3294056
panda,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,tar_free,near_singular,mixed_outside,1.0,True,18,9223152
panda,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,tar_free,near_singular,nominal,1.0,True,3,577237
panda,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,tar_free,near_singular,optimized_axis,1.0,True,36,15297751
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trac_task_5ms,near_singular,actual_next,1.0,True,3,498056
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trac_task_5ms,near_singular,mixed_inside,1.0,True,18,12520311
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trac_task_5ms,near_singular,mixed_outside,1.0,True,18,5228027
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trac_task_5ms,near_singular,nominal,1.0,True,3,672909
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trac_task_5ms,near_singular,optimized_axis,1.0,True,36,16453041
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trac_task_20ms,near_singular,actual_next,1.0,True,3,551114
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trac_task_20ms,near_singular,mixed_inside,1.0,True,18,3354631
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trac_task_20ms,near_singular,mixed_outside,1.0,True,18,13784422
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trac_task_20ms,near_singular,nominal,1.0,True,3,493012
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trac_task_20ms,near_singular,optimized_axis,1.0,True,36,67970507
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,pink_qp,near_singular,actual_next,1.0,True,3,495806
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,pink_qp,near_singular,mixed_inside,1.0,True,18,3312903
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,pink_qp,near_singular,mixed_outside,1.0,True,18,4070055
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,pink_qp,near_singular,nominal,1.0,True,3,671432
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,pink_qp,near_singular,optimized_axis,1.0,True,36,25968164
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,tar_nominal,near_singular,actual_next,1.0,True,3,509492
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,tar_nominal,near_singular,mixed_inside,1.0,True,18,3391807
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,tar_nominal,near_singular,mixed_outside,1.0,True,18,4149265
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,tar_nominal,near_singular,nominal,1.0,True,3,581488
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,tar_nominal,near_singular,optimized_axis,1.0,True,36,29749993
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,tar_fixed,near_singular,actual_next,1.0,True,3,493682
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,tar_fixed,near_singular,mixed_inside,1.0,True,18,3364827
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,tar_fixed,near_singular,mixed_outside,1.0,True,18,4880038
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,tar_fixed,near_singular,nominal,1.0,True,3,714100
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,tar_fixed,near_singular,optimized_axis,1.0,True,36,22328143
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,tar_free,near_singular,actual_next,1.0,True,3,496158
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,tar_free,near_singular,mixed_inside,1.0,True,18,3293653
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,tar_free,near_singular,mixed_outside,1.0,True,18,6087217
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,tar_free,near_singular,nominal,1.0,True,3,550613
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,tar_free,near_singular,optimized_axis,1.0,True,36,13257181
panda,c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935,trac_task_5ms,near_singular,actual_next,1.0,True,3,516110
panda,c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935,trac_task_5ms,near_singular,mixed_inside,1.0,True,18,4480879
panda,c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935,trac_task_5ms,near_singular,mixed_outside,1.0,True,18,9770247
panda,c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935,trac_task_5ms,near_singular,nominal,1.0,True,3,562436
panda,c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935,trac_task_5ms,near_singular,optimized_axis,1.0,True,36,9883157
panda,c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935,trac_task_20ms,near_singular,actual_next,1.0,True,3,632098
panda,c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935,trac_task_20ms,near_singular,mixed_inside,1.0,True,18,4386436
panda,c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935,trac_task_20ms,near_singular,mixed_outside,1.0,True,18,4890831
panda,c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935,trac_task_20ms,near_singular,nominal,1.0,True,3,506717
panda,c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935,trac_task_20ms,near_singular,optimized_axis,1.0,True,36,11780240
panda,c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935,pink_qp,near_singular,actual_next,1.0,True,3,512860
panda,c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935,pink_qp,near_singular,mixed_inside,1.0,True,18,4754648
panda,c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935,pink_qp,near_singular,mixed_outside,1.0,True,18,5995899
panda,c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935,pink_qp,near_singular,nominal,1.0,True,3,600931
panda,c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935,pink_qp,near_singular,optimized_axis,1.0,True,36,9326324
panda,c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935,tar_nominal,near_singular,actual_next,1.0,True,3,506812
panda,c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935,tar_nominal,near_singular,mixed_inside,1.0,True,18,12966048
panda,c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935,tar_nominal,near_singular,mixed_outside,1.0,True,18,5480282
panda,c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935,tar_nominal,near_singular,nominal,1.0,True,3,564739
panda,c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935,tar_nominal,near_singular,optimized_axis,1.0,True,36,22297201
panda,c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935,tar_fixed,near_singular,actual_next,1.0,True,3,500735
panda,c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935,tar_fixed,near_singular,mixed_inside,1.0,True,18,4504734
panda,c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935,tar_fixed,near_singular,mixed_outside,1.0,True,18,5575061
panda,c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935,tar_fixed,near_singular,nominal,1.0,True,3,632634
panda,c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935,tar_fixed,near_singular,optimized_axis,1.0,True,36,11469803
panda,c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935,tar_free,near_singular,actual_next,1.0,True,3,498748
panda,c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935,tar_free,near_singular,mixed_inside,1.0,True,18,4890364
panda,c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935,tar_free,near_singular,mixed_outside,1.0,True,18,5889374
panda,c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935,tar_free,near_singular,nominal,1.0,True,3,1015583
panda,c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935,tar_free,near_singular,optimized_axis,1.0,True,36,17593830
panda,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,trac_task_5ms,near_singular,actual_next,1.0,True,3,520894
panda,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,trac_task_5ms,near_singular,mixed_inside,1.0,True,18,3936878
panda,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,trac_task_5ms,near_singular,mixed_outside,1.0,True,18,11569200
panda,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,trac_task_5ms,near_singular,nominal,1.0,True,3,810579
panda,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,trac_task_5ms,near_singular,optimized_axis,1.0,True,36,24571905
panda,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,trac_task_20ms,near_singular,actual_next,1.0,True,3,499244
panda,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,trac_task_20ms,near_singular,mixed_inside,1.0,True,18,11972698
panda,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,trac_task_20ms,near_singular,mixed_outside,1.0,True,18,6264125
panda,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,trac_task_20ms,near_singular,nominal,1.0,True,3,615555
panda,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,trac_task_20ms,near_singular,optimized_axis,1.0,True,36,34035415
panda,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,pink_qp,near_singular,actual_next,1.0,True,3,513341
panda,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,pink_qp,near_singular,mixed_inside,1.0,True,18,4110107
panda,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,pink_qp,near_singular,mixed_outside,1.0,True,18,6343154
panda,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,pink_qp,near_singular,nominal,1.0,True,3,601191
panda,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,pink_qp,near_singular,optimized_axis,1.0,True,36,19104810
panda,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,tar_nominal,near_singular,actual_next,1.0,True,3,525748
panda,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,tar_nominal,near_singular,mixed_inside,1.0,True,18,4929846
panda,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,tar_nominal,near_singular,mixed_outside,1.0,True,18,4845655
panda,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,tar_nominal,near_singular,nominal,1.0,True,3,554601
panda,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,tar_nominal,near_singular,optimized_axis,1.0,True,36,21693823
panda,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,tar_fixed,near_singular,actual_next,1.0,True,3,710511
panda,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,tar_fixed,near_singular,mixed_inside,1.0,True,18,5502506
panda,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,tar_fixed,near_singular,mixed_outside,1.0,True,18,6153577
panda,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,tar_fixed,near_singular,nominal,1.0,True,3,658498
panda,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,tar_fixed,near_singular,optimized_axis,1.0,True,36,23383134
panda,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,tar_free,near_singular,actual_next,1.0,True,3,545202
panda,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,tar_free,near_singular,mixed_inside,1.0,True,18,4092676
panda,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,tar_free,near_singular,mixed_outside,1.0,True,18,7716306
panda,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,tar_free,near_singular,nominal,1.0,True,3,582934
panda,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,tar_free,near_singular,optimized_axis,1.0,True,36,18249171
panda,5560810f9d87891ba612f00a19811ec608860538b5dbf8f478a2cc168f4d1547,trac_task_5ms,joint_limit_return,actual_next,1.0,True,3,501612
panda,5560810f9d87891ba612f00a19811ec608860538b5dbf8f478a2cc168f4d1547,trac_task_5ms,joint_limit_return,mixed_inside,1.0,True,18,3020248
panda,5560810f9d87891ba612f00a19811ec608860538b5dbf8f478a2cc168f4d1547,trac_task_5ms,joint_limit_return,mixed_outside,1.0,True,18,3305413
panda,5560810f9d87891ba612f00a19811ec608860538b5dbf8f478a2cc168f4d1547,trac_task_5ms,joint_limit_return,nominal,1.0,True,3,869230
panda,5560810f9d87891ba612f00a19811ec608860538b5dbf8f478a2cc168f4d1547,trac_task_5ms,joint_limit_return,optimized_axis,1.0,True,36,8197460
panda,5560810f9d87891ba612f00a19811ec608860538b5dbf8f478a2cc168f4d1547,trac_task_20ms,joint_limit_return,actual_next,1.0,True,3,741301
panda,5560810f9d87891ba612f00a19811ec608860538b5dbf8f478a2cc168f4d1547,trac_task_20ms,joint_limit_return,mixed_inside,1.0,True,18,4656646
panda,5560810f9d87891ba612f00a19811ec608860538b5dbf8f478a2cc168f4d1547,trac_task_20ms,joint_limit_return,mixed_outside,1.0,True,18,4646752
panda,5560810f9d87891ba612f00a19811ec608860538b5dbf8f478a2cc168f4d1547,trac_task_20ms,joint_limit_return,nominal,1.0,True,3,500281
