robot,uid,site_id,family,method,fixed_updates,repeat,known_zero,zero_found,objective,tau,accepted,changed_exact,max_change_rad,numerical_ns,saved_backup_ns,reconstructed_outer_ns,fixed_actual_updates,joint_actual_updates,zero_found_stage,numerical_phase_times_ns
panda,972b6c7f62ad2d88a1171405175e002fe4dad516aaa6300e4c090613265f4592,trajectory_05,smooth,tar_corrected,4,1,True,True,0.0,0.0,True,False,0.0,3374849,188021,3562870,0,0,initialization,"{""initialization_ns"":201845,""fixed_current_ns"":0,""joint_update_ns"":0,""fk_check_ns"":3012029}"
panda,972b6c7f62ad2d88a1171405175e002fe4dad516aaa6300e4c090613265f4592,trajectory_05,smooth,tar_corrected,6,1,True,True,0.0,0.0,True,False,0.0,3363662,188021,3551683,0,0,initialization,"{""initialization_ns"":199417,""fixed_current_ns"":0,""joint_update_ns"":0,""fk_check_ns"":3002867}"
panda,972b6c7f62ad2d88a1171405175e002fe4dad516aaa6300e4c090613265f4592,trajectory_05,smooth,tar_corrected,4,2,True,True,0.0,0.0,True,False,0.0,3324030,188021,3512051,0,0,initialization,"{""initialization_ns"":193565,""fixed_current_ns"":0,""joint_update_ns"":0,""fk_check_ns"":2970790}"
panda,972b6c7f62ad2d88a1171405175e002fe4dad516aaa6300e4c090613265f4592,trajectory_05,smooth,tar_corrected,6,2,True,True,0.0,0.0,True,False,0.0,3330523,188021,3518544,0,0,initialization,"{""initialization_ns"":195633,""fixed_current_ns"":0,""joint_update_ns"":0,""fk_check_ns"":2972405}"
panda,972b6c7f62ad2d88a1171405175e002fe4dad516aaa6300e4c090613265f4592,trajectory_05,smooth,tar_corrected,4,0,True,True,0.0,0.0,True,False,0.0,3294175,188021,3482196,0,0,initialization,"{""initialization_ns"":193710,""fixed_current_ns"":0,""joint_update_ns"":0,""fk_check_ns"":2940969}"
panda,972b6c7f62ad2d88a1171405175e002fe4dad516aaa6300e4c090613265f4592,trajectory_05,smooth,tar_corrected,2,2,True,True,0.0,0.0,True,False,0.0,3279853,188021,3467874,0,0,initialization,"{""initialization_ns"":188712,""fixed_current_ns"":0,""joint_update_ns"":0,""fk_check_ns"":2930712}"
panda,972b6c7f62ad2d88a1171405175e002fe4dad516aaa6300e4c090613265f4592,trajectory_05,smooth,tar_corrected,6,0,True,True,0.0,0.0,True,False,0.0,3271092,188021,3459113,0,0,initialization,"{""initialization_ns"":189296,""fixed_current_ns"":0,""joint_update_ns"":0,""fk_check_ns"":2922995}"
panda,972b6c7f62ad2d88a1171405175e002fe4dad516aaa6300e4c090613265f4592,trajectory_05,smooth,tar_old,0,1,True,False,7.350631913116086e-19,0.0,True,True,3.7283898191020626e-11,5276736,188021,5464757,0,2,,
panda,972b6c7f62ad2d88a1171405175e002fe4dad516aaa6300e4c090613265f4592,trajectory_05,smooth,tar_corrected,2,1,True,True,0.0,0.0,True,False,0.0,3277621,188021,3465642,0,0,initialization,"{""initialization_ns"":198374,""fixed_current_ns"":0,""joint_update_ns"":0,""fk_check_ns"":2915402}"
panda,972b6c7f62ad2d88a1171405175e002fe4dad516aaa6300e4c090613265f4592,trajectory_05,smooth,tar_old,0,2,True,False,7.350631913116086e-19,0.0,True,True,3.7283898191020626e-11,5172603,188021,5360624,0,2,,
panda,0c2a95a498c1bf13c2df4295db29a5367cf069e157e300d36211ce1951b2bf0e,trajectory_06,smooth,tar_corrected,6,2,True,True,0.0,0.0,True,False,0.0,3488975,200974,3689949,0,0,initialization,"{""initialization_ns"":258714,""fixed_current_ns"":0,""joint_update_ns"":0,""fk_check_ns"":2979869}"
panda,0c2a95a498c1bf13c2df4295db29a5367cf069e157e300d36211ce1951b2bf0e,trajectory_06,smooth,tar_old,0,0,True,False,3.38807403624222e-20,0.0,True,True,9.383382959526898e-12,5343108,200974,5544082,0,2,,
panda,0c2a95a498c1bf13c2df4295db29a5367cf069e157e300d36211ce1951b2bf0e,trajectory_06,smooth,tar_corrected,2,2,True,True,0.0,0.0,True,False,0.0,3386666,200974,3587640,0,0,initialization,"{""initialization_ns"":208286,""fixed_current_ns"":0,""joint_update_ns"":0,""fk_check_ns"":3015967}"
panda,0c2a95a498c1bf13c2df4295db29a5367cf069e157e300d36211ce1951b2bf0e,trajectory_06,smooth,tar_corrected,2,1,True,True,0.0,0.0,True,False,0.0,3339618,200974,3540592,0,0,initialization,"{""initialization_ns"":196689,""fixed_current_ns"":0,""joint_update_ns"":0,""fk_check_ns"":2985256}"
