panel_column,method,frame,repeat,accepted,selected_joint,state_q,position_error,orientation_error,velocity_margin_rad,candidate_id,failure_kind
original,full_cghik,21,0,True,1,"[-2.4988115377912354, -0.22586370195104205, -1.1569478063188872, -0.6166788957628898, 1.8362149134402566, 0.4345116860042743, -0.8878328152935057]",2.967448473764904e-06,1.0857258469649371e-05,0.039528283781605805,,
original,full_cghik,22,0,True,1,"[-2.4988115377912354, -0.22586370195104205, -1.1569478063188872, -0.6166788957628898, 1.8362149134402566, 0.4345116860042743, -0.8878328152935057]",0.0006551778257432617,0.005742995538611398,0.0436,,
original,full_cghik,23,0,True,1,"[-2.497746058034934, -0.22288535474003332, -1.1606978739086105, -0.6122584600835912, 1.8339783798654186, 0.4300687152389565, -0.8832023711942987]",4.011577027505871e-06,1.2745851241468257e-05,0.03917956432070138,,
original,full_cghik,24,0,True,1,"[-2.497746058034934, -0.22288535474003332, -1.1606978739086105, -0.6122584600835912, 1.8339783798654186, 0.4300687152389565, -0.8832023711942987]",0.0007080572745624393,0.006213226151825066,0.0436,,
original,full_cghik,25,0,True,1,"[-2.496661299465435, -0.21968186990745406, -1.1647002777441848, -0.6075074273909926, 1.8315601028132344, 0.4252784884045378, -0.8782322723078498]",5.776298439714547e-06,1.4816798913772782e-05,0.03884896730740142,,
original,full_cghik,26,0,True,1,"[-2.496661299465435, -0.21968186990745406, -1.1647002777441848, -0.6075074273909926, 1.8315601028132344, 0.4252784884045378, -0.8782322723078498]",0.0007592406363333462,0.006673876354782946,0.0436,,
original,full_cghik,27,0,True,1,"[-2.495608027782392, -0.216265723574568, -1.1689013438341995, -0.6024505051402704, 1.828950108615481, 0.4201506765205578, -0.8729480741161284]",8.824973509442303e-06,1.7488210535337305e-05,0.038543077749277815,,
original,full_cghik,28,0,True,1,"[-2.495608027782392, -0.216265723574568, -1.1689013438341995, -0.6024505051402704, 1.828950108615481, 0.4201506765205578, -0.8729480741161284]",0.0008083056373866203,0.007124654931421832,0.0436,,
original,full_cghik,29,0,True,1,"[-2.4946569297464856, -0.21265213728350876, -1.173225246551811, -0.5971189857894558, 1.826130837823959, 0.4146958793708259, -0.8673819476957798]",1.3893938965607012e-05,2.1845653278229372e-05,0.03826848064918534,,
original,full_cghik,30,0,True,1,"[-2.4946569297464856, -0.21265213728350876, -1.173225246551811, -0.5971189857894558, 1.826130837823959, 0.4146958793708259, -0.8673819476957798]",0.0008547374453543729,0.0075654309432269225,0.0436,,
original,full_cghik,31,0,True,1,"[-2.4938937839641877, -0.20885821249467929, -1.177578569762817, -0.591548002018975, 1.8230786963070353, 0.4089258023477982, -0.8615708160777311]",2.1749233959726654e-05,2.9578480371681483e-05,0.03802901622951918,,
original,full_cghik,32,0,True,1,"[-2.4938937839641877, -0.20885821249467929, -1.177578569762817, -0.591548002018975, 1.8230786963070353, 0.4089258023477982, -0.8615708160777311]",0.0008980042207085784,0.007996126766224708,0.0436,,
original,full_cghik,33,0,True,1,"[-2.4934069278855007, -0.20490113669426824, -1.181863197965106, -0.5857711184771991, 1.81976865352875, 0.4028534177657923, -0.8555520791029451]",3.297636497041395e-05,4.213177316278522e-05,0.03782311645822414,,
original,full_cghik,34,0,True,1,"[-2.4934069278855007, -0.20490113669426824, -1.181863197965106, -0.5857711184771991, 1.81976865352875, 0.4028534177657923, -0.8555520791029451]",0.0009376822429183553,0.008416546447108281,0.0436,,
original,full_cghik,35,0,True,1,"[-2.493272103186931, -0.20079626048333207, -1.185992313981109, -0.5798146149333752, 1.816179973900433, 0.3964930239885776, -0.8493586996332759]",4.779258135654721e-05,6.003390505011198e-05,0.03764349645617607,,
original,full_cghik,36,0,True,1,"[-2.492687501819595, -0.1986021446817197, -1.1887082823454775, -0.576533944757846, 1.8145737873795478, 0.3932008185510538, -0.8459885062191279]",4.8855800772013015e-05,5.357235865282625e-05,0.04031932982447087,,
original,full_cghik,37,0,True,1,"[-2.4924087213460147, -0.19640194760528837, -1.1911567052961052, -0.5732904761376465, 1.8128059033463735, 0.3898452473574755, -0.8426494835523269]",5.286328529200681e-05,5.9582845846295776e-05,0.04035653137980047,,
original,full_cghik,38,0,True,1,"[-2.4923276562276966, -0.1941830214279026, -1.1934429752808928, -0.5700420818735751, 1.8109269445089882, 0.38642576554465646, -0.8393069257900349]",5.89651141927278e-05,6.754129864157845e-05,0.04035160573592858,,
original,full_cghik,39,0,True,1,"[-2.4924003460430475, -0.191940069130704, -1.1956145515456618, -0.5667721996016879, 1.808956986115783, 0.3829441807650044, -0.835947597602784]",6.641566954802861e-05,7.690628707431022e-05,0.04033011772811282,,
original,full_cghik,40,0,True,1,"[-2.4926064082087485, -0.18967109345895336, -1.1976927780447524, -0.5634728817582026, 1.8069058743305206, 0.3794025008207623, -0.8325659861917992]",7.481131223449032e-05,8.735212759994091e-05,0.04030068215651475,,
original,full_cghik,41,0,True,1,"[-2.4929354189284725, -0.18737553415410937, -1.199687854787153, -0.5601398364458503, 1.8047790776624348, 0.37580285884656084, -0.8291598183683093]",8.389173860802704e-05,9.865453834440945e-05,0.040266954687647655,,
original,full_cghik,42,0,True,1,"[-2.4933812412693968, -0.18505348762741336, -1.2016051113653226, -0.5567703702032787, 1.8025801271340554, 0.37214747057436487, -0.8257282281346473]",9.34605662684196e-05,0.00011063672285107849,0.04023053375742838,,
original,full_cghik,43,0,True,1,"[-2.493939505821227, -0.18270536087495884, -1.2034478056918974, -0.5533624869942939, 1.800311710214515, 0.36843861027327873, -0.8222709440873532]",0.00010335144379135605,0.00012314518430015108,0.040192116791015225,,
original,full_cghik,44,0,True,1,"[-2.4946064513206174, -0.18033171195717668, -1.205218422494684, -0.5499144836242374, 1.7979761836628927, 0.3646785951226144, -0.8187879157440956]",0.00011341327647434597,0.0001360390463601944,0.04015199662994354,,
original,full_cghik,45,0,True,1,"[-2.49537839069807, -0.17793317563591607, -1.2069192808610978, -0.5464247713871819, 1.7955758185991368, 0.36086977382186947, -0.8152791412056524]",0.00012350398160864144,0.00014918567259571087,0.04011028776294448,,
original,full_cghik,46,0,True,1,"[-2.496251478847157, -0.17551042962853936, -1.2085528075209826, -0.5428918051625463, 1.7931129158058896, 0.3570145175839922, -0.8117445915756405]",0.00013348819602217825,0.00016245925798635428,0.040067033775364386,,
original,full_cghik,47,0,True,1,"[-2.49722163046619, -0.1730641807441173, -1.210121642998275, -0.5393140645667099, 1.7905898558349438, 0.353115212639991, -0.8081841832544185]",0.00014323683443554286,0.00017574079717001652,0.040022259404163624,,
original,full_cghik,48,0,True,1,"[-2.498284513180508, -0.17059516078517634, -1.2116286630716029, -0.5356900600543227, 1.7880091156912707, 0.3491742538205502, -0.8045977740900909]",0.00015262748830579357,0.00018891863976945844,0.0399759954876128,,
original,full_cghik,49,0,True,1,"[-2.4994355774893666, -0.16810412710019382, -1.213076957947729, -0.5320183502137908, 1.785373268377517, 0.3451940389837126, -0.8009851711107495]",0.000161545163892229,0.0002018892345426445,0.03992829015946811,,
original,full_cghik,50,0,True,1,"[-2.50067010314176, -0.16559186514013735, -1.2144697916612917, -0.5282975631147765, 1.782684973906018, 0.34117696415453447, -0.7973461433834665]",0.0001698831075492452,0.0002145578616915538,0.039879212900985644,,
original,full_cghik,51,0,True,1,"[-2.50198325092522, -0.16305919163798419, -1.215810553894694, -0.5245264179803286, 1.7799469664223524, 0.33712541928904793, -0.7936804365558634]",0.00017754359324052363,0.00022683925564172453,0.03982885486555213,,
original,full_cghik,52,0,True,1,"[-2.503370113910376, -0.16050695769898135, -1.2171027108561079, -0.5207037452802183, 1.77716203996768, 0.33304178459687767, -0.7899877872485791]",0.00018443861406356664,0.00023865807554435085,0.039777327299889725,,
original,full_cghik,53,0,True,1,"[-2.5048257650086194, -0.15793605145032286, -1.2183497587699992, -0.5168285043413383, 1.7743330342459527, 0.3289284273671107, -0.7862679363550673]",0.0001904904555442127,0.000249949210422436,0.03972475906111997,,
original,full_cghik,54,0,True,1,"[-2.5063452993042183, -0.15534740009580247, -1.2195551817827177, -0.512899798127042, 1.7714628211128034, 0.32478769924673584, -0.7825206408041503]",0.00019563214816971757,0.00026065792185153095,0.03967129378570369,,
original,full_cghik,55,0,True,1,"[-2.507923870550747, -0.1527419713282198, -1.220722415074898, -0.5089168851474347, 1.7685542921357427, 0.32062193392341126, -0.7787456836240785]",0.00019980780765633803,0.00027073983540927896,0.03961708702039271,,
original,full_cghik,56,0,True,1,"[-2.509556721761835, -0.1501207741096521, -1.2218548133856646, -0.5048791886328236, 1.765610347367172, 0.31643344516607275, -0.7749428823074637]",0.0002029728778124386,0.0002801607961656489,0.03956230348538883,,
original,full_cghik,57,0,True,1,"[-2.5112392101375063, -0.1474848588589997, -1.2229556248153806, -0.5007863031914095, 1.762633885354619, 0.31222452517872573, -0.7711120955658046]",0.00020509429489476883,0.00028889660500871996,0.03950711455858594,,
original,full_cghik,58,0,True,1,"[-2.512966826740469, -0.144835317099716, -1.2240279695839247, -0.4966379992132062, 1.7596277943482632, 0.3079974432250518, -0.767253228609524]",0.00020615059548775974,0.0002969326527103078,0.03945169602179674,,
original,full_cghik,59,0,True,1,"[-2.5147352114251285, -0.1421732806253465, -1.225074823321827, -0.4924342252945848, 1.7565949446320797, 0.30375444448422323, -0.7633662371114596]",0.00020613199307905694,0.00030426346787062656,0.03939622608137858,,
original,full_cghik,60,0,True,1,"[-2.516540163557721, -0.13949992024041502, -1.2260990044272932, -0.4881751089533631, 1.753538181888973, 0.2994977491015496, -0.759451130018636]",0.00020504045249658255,0.00031089219367390466,0.039340883658778275,,
original,full_cghik,61,0,True,1,"[-2.518377649068597, -0.13681644413163202, -1.2271031650120239, -0.48386095589002354, 1.7504603215045174, 0.2952295514011447, -0.7555079713749104]",0.00020288979693078562,0.00031683000688258824,0.03928584693666046,,
original,full_cghik,62,0,True,1,"[-2.5202438043596223, -0.13412409592066804, -1.2280897849696777, -0.4794922480308545, 1.7473641437139744, 0.29095201923154634, -0.7515368813094713]",0.00019970589030750144,0.00032209549090136513,0.03923129214083096,,
original,full_cghik,63,0,True,1,"[-2.5221349375589703, -0.131424152445561, -1.2290611687246087, -0.47506964056627815, 1.7442523895004798, 0.286667293419019, -0.747538036335439]",0.00019552694942710688,0.0003267139730842822,0.039177392535423655,,
original,full_cghik,64,0,True,1,"[-2.524047527577461, -0.12871792131363682, -1.230019444249762, -0.47059395817414246, 1.7411277571572272, 0.28237748730698137, -0.7435116690904454]",0.0001904040569537862,0.00033071683484304034,0.039124317607864306,,
original,full_cghik,65,0,True,1,"[-2.5259782213786433, -0.12600673826478967, -1.2309665639779337, -0.4660661905944088, 1.7379928994322003, 0.27808468636351136, -0.7394580676379672]",0.00018440196992441235,0.00033414080155376804,0.039072232420266334,,
original,full_cghik,66,0,True,1,"[-2.527923829831401, -0.12329196438021978, -1.2319043072675608, -0.46148748769919673, 1.73485042118011, 0.2737909478421171, -0.735377574434941]",0.0001776003508151879,0.0003370272178093626,0.03902129710478794,,
original,full_cghik,67,0,True,1,"[-2.5298813224707453, -0.12057498316826663, -1.23283428412133, -0.45685915418101924, 1.7317028774523324, 0.2694983004838659, -0.7312705850581797]",0.00017009559092502798,0.0003394213122305443,0.038971666481822514,,
original,full_cghik,68,0,True,1,"[-2.5318478214507003, -0.11785719755584118, -1.233757939892007, -0.45218264396248753, 1.7285527719617397, 0.2652087442514925, -0.7271375467695527]",0.00016200344735702493,0.00034137145487922905,0.038923489781468285,,
original,full_cghik,69,0,True,1,"[-2.5338205949336814, -0.11514002681111203, -1.234676560744299, -0.44745955441297425, 1.7254025558652506, 0.2609242500882692, -0.7229789569879338]",0.00015346276533699995,0.00034292840930475165,0.03887691045048672,,
original,full_cghik,70,0,True,1,"[-2.53579705012395, -0.11242490342054264, -1.2355912796737458, -0.4426916204417246, 1.7222546268126904, 0.2566467596961982, -0.7187953617245812]",0.0001446405747605257,0.0003441445804384322,0.03883206602875036,,
original,full_cghik,71,0,True,1,"[-2.537774726118919, -0.10971326994108019, -1.2365030829132548, -0.437880708522697, 1.7191113282161163, 0.25237818532953227, -0.714587354027928]",0.0001357387503461903,0.0003450732589424024,0.038789088080972395,,
original,full_cghik,72,0,True,1,"[-2.5397512867214256, -0.10700657584626289, -1.2374128165847649, -0.4330288106939414, 1.7159749486991394, 0.24812040960075724, -0.7103555724735919]",0.00012700201967018727,0.0003457678622279505,0.038748102171244386,,
original,full_cghik,73,0,True,1,"[-2.5417245133285573, -0.10430627438320642, -1.2383211934775356, -0.42813803856351795, 1.712847721690963, 0.24387528529702335, -0.7061006997257752]",0.00011872602615688311,0.00034628117218623417,0.03870922786957656,,
original,full_cghik,74,0,True,1,"[-2.5436922979881373, -0.1016138194558658, -1.2392287998556988, -0.42321061734470194, 1.7097318251348879, 0.23964463520564558, -0.7018234611868818]",0.00011126186512239697,0.00034666456973636356,0.03867257878118399,,
original,full_cghik,75,0,True,1,"[-2.5456526366923637, -0.09893066254862252, -1.240136102216004, -0.41824887993542875, 1.7066293812859328, 0.2354302519477799, -0.6975246237430531]",0.00010500973288891377,0.0003469672665851902,0.03863826259072681,,
original,full_cghik,76,0,True,1,"[-2.5476036229591097, -0.09625824970311322, -1.2410434539322523, -0.4132552610505058, 1.7035424565770179, 0.23123389781972126, -0.6932049946042768]",0.00010039059430720701,0.0003472355350805207,0.038606381115077054,,
original,full_cghik,77,0,True,1,"[-2.5495434417348277, -0.0935980185602881, -1.241951101735892, -0.4082322914099906, 1.7004730615378916, 0.22705730464161625, -0.6888654202286789]",9.778686673178355e-05,0.0003475119377670327,0.038577030359484815,,
original,full_cghik,78,0,True,1,"[-2.5514703636385407, -0.09095139547894573, -1.2428591919928795, -0.403182591983289, 1.6974231507556858, 0.222902173613765, -0.6845067853116366]",9.745938128927566e-05,0.0003478345592546053,0.03855030057329836,,
original,full_cghik,79,0,True,1,"[-2.5533827395538937, -0.08831979274140635, -1.2437677767455613, -0.3981088682860352, 1.6943946228706557, 0.21877017518123684, -0.6801300118119169]",9.947495999008663e-05,0.00034823624445240876,0.038526276302746215,,
original,full_cghik,80,0,True,1,"[-2.5552789955655695, -0.08570460585650243, -1.2446768194956206, -0.3930139047258818, 1.691389320605205, 0.21466294890847532, -0.6757360579800759]",0.00010368843741175119,0.00034874384948579127,0.038505036439846624,,
original,full_cghik,81,0,True,1,"[-2.5571576282277224, -0.08310721096957481, -1.2455862007110834, -0.38790055899439396, 1.688409030828484, 0.2105821033670764, -0.6713259173511817]",0.00010979116652601576,0.0003493775154169528,0.03848665426851214,,
original,full_cghik,82,0,True,1,"[-2.559017200146019, -0.08052896238847529, -1.2464957230487157, -0.38277175650607154, 1.685455484662131, 0.20652921604251778, -0.6669006176685989]",0.000117393276123913,0.00035014998164381323,0.038471197511677574,,
original,full_cghik,83,0,True,1,"[-2.56085633585289, -0.07797119023333914, -1.2474051162958526, -0.3776304848933829, 1.6825303576339756, 0.2025058332697589, -0.6624612197257873]",0.00012609649148252267,0.0003510659677113113,0.038458728387311375,,
original,full_cghik,84,0,True,1,"[-2.5626737179603682, -0.07543519821550411, -1.248314042057521, -0.37247978858038944, 1.67963526988367, 0.19851347021407656, -0.6580088161615503]",0.00013553713404936048,0.0003521216726800637,0.038449303687006525,,
original,full_cghik,85,0,True,1,"[-2.5644680835912292, -0.07292226154645778, -1.2492220982528788, -0.3673227634792757, 1.6767717864137, 0.1945536109229321, -0.6535445303406852]",0.00014540215562371453,0.00035330447440779585,0.03844297489888629,,
original,full_cghik,86,0,True,1,"[-2.566238221124304, -0.07043362496969038, -1.2501288235491101, -0.3621625518855889, 1.6739414173555538, 0.19062770848717678, -0.6490695156233364]",0.00015542926701807365,0.0003545929611201083,0.03843978840631315,,
original,full_cghik,87,0,True,1,"[-2.5679829673530357, -0.0679705008950635, -1.2510337019605913, -0.3570023376877163, 1.6711456181767517, 0.18673718536340747, -0.6445849555999482]",0.00016540046565230844,0.0003559574939305087,0.038439785802127396,,
original,full_cghik,88,0,True,1,"[-2.5697012052549595, -0.06553406759551898, -1.2519361679780536, -0.35184534204388934, 1.6683857896834986, 0.1828834339170077, -0.6400920662503717]",0.0001751342733135058,0.0003573615677419617,0.038443004356173066,,
original,full_cghik,89,0,True,1,"[-2.5713918626985803, -0.06312546740076824, -1.2528356127426057, -0.34669481968778326, 1.6656632775776665, 0.17906781723179221, -0.6355921014103791]",0.0001844790552202447,0.00035876426762138303,0.03844947764389392,,
original,full_cghik,90,0,True,1,"[-2.5730539125354563, -0.06074580479952416, -1.253731391865958, -0.34155405594861776, 1.6629793712302248, 0.17529167017176014, -0.6310863631839355]",0.0001933082141233148,0.0003601240267381624,0.0384592362608345,,
original,full_cghik,91,0,True,1,"[-2.5746863745467645, -0.0583961443591452, -1.2546228353727598, -0.3364263643469573, 1.6603353013015283, 0.17155630054803153, -0.6265762186132323]",0.00020151730273676913,0.0003614035741994425,0.03847230839833951,,
original,full_cghik,92,0,True,1,"[-2.576288319494904, -0.05607750841792648, -1.2555092597259623, -0.3313150842307247, 1.6577322359775952, 0.16786299004869298, -0.6220631225178596]",0.000209022686969583,0.0003625753718362227,0.038488719883767425,,
original,full_cghik,93,0,True,1,"[-2.577858874969695, -0.053790874623912036, -1.2563899809466506, -0.32622357747441955, 1.6551712759882038, 0.1642129944241746, -0.6175486438205032]",0.0002157610854607353,0.0003636261509789602,0.03850849324369485,,
original,full_cghik,94,0,True,1,"[-2.5793972319203986, -0.0515371735681337, -1.2572643267732477, -0.3211552231073084, 1.6526534491706344, 0.16060754246612588, -0.6130344897796146]",0.00022168912367168564,0.0003645588438959183,0.03853164563288883,,
original,full_cghik,95,0,True,1,"[-2.580902650139973, -0.0493172869053927, -1.2581316453193063, -0.31611340920956854, 1.650179705849463, 0.15704783370805298, -0.6085225212740513]",0.0002267821308805969,0.00036539076423306024,0.03855818610226017,,
original,full_cghik,96,0,True,1,"[-2.5823744610229014, -0.04713204635384742, -1.2589913083885969, -0.31110152247351874, 1.647750916320857, 0.15353503538606347, -0.604014754242147]",0.00023103184608236032,0.0003661482913778815,0.0385881132639502,,
original,full_cghik,97,0,True,1,"[-2.5838120667859092, -0.04498223376562158, -1.2598427093313471, -0.3061229368612419, 1.6453678711124688, 0.15007027962865088, -0.599513347037416]",0.0002344432888542889,0.00036685974620115445,0.03862141438772318,,
original,full_cghik,98,0,True,1,"[-2.585214936559357, -0.04286858215592955, -1.2606852571068319, -0.3011810030978953, 1.6430312837554568, 0.14665466176315567, -0.5950205781368125]",0.00023703144480056182,0.0003675486672300404,0.03865806623665338,,
original,full_cghik,99,0,True,1,"[-2.5865826006346677, -0.04079177734067543, -1.2615183690747607, -0.2962790401944181, 1.6407417950971521, 0.14328924010871236, -0.5905388207502442]",0.00023881842068526892,0.000368229110767779,0.03869803709652278,,
original,full_cghik,100,0,True,1,"[-2.5879146443356764, -0.03875245977353296, -1.2623414647468831, -0.29142032928952016, 1.638499978016974, 0.1399750370567758, -0.5860705199807716]",0.0002398314447369601,0.0003689035087444223,0.03874128909510208,,
original,full_cghik,101,0,True,1,"[-2.589210702613092, -0.03675122627315944, -1.2631539617815508, -0.28660810940828096, 1.636306341697641, 0.13671304093339937, -0.5816181756759741]",0.00024010176085973388,0.0003695627316585722,0.0387877801187608,,
original,full_cghik,102,0,True,1,"[-2.5904704559092258, -0.03478863149188908, -1.2639552745311247, -0.28184557447156816, 1.6341613350540598, 0.13350420813170594, -0.5771843316505281]",0.00023966425365518074,0.0003701876114615564,0.038837465063287196,,
original,full_cghik,103,0,True,1,"[-2.5916936273873317, -0.0328651891129638, -1.2647448148114457, -0.27713587095265535, 1.6320653492922281, 0.13034946516131182, -0.5727715704078219]",0.0002385575709437758,0.0003707511862015751,0.03889029648108719,,
original,full_cghik,104,0,True,1,"[-2.5928799813634202, -0.030981372839926982, -1.2655219942959572, -0.27248209576985316, 1.6300187197723741, 0.1272497104409547, -0.568382511889336]",0.00023682453273151624,0.00037122112128388867,0.03894622481719781,,
original,full_cghik,105,0,True,1,"[-2.5940293226884705, -0.029137617265763645, -1.2662862279272398, -0.26788729419173624, 1.6280217274084112, 0.12420581578978412, -0.5640198148044298]",0.00023451267304675766,0.00037156198168405573,0.039005198421883075,,
original,full_cghik,106,0,True,1,"[-2.5951414968359106, -0.027334318702082444, -1.2670369378499184, -0.26335445766330395, 1.6260745998111015, 0.12121862764174768, -0.5596861793914083]",0.00023167481756426059,0.0003717372030686877,0.03906716347156772,,
original,full_cghik,107,0,True,1,"[-2.5962163904941256, -0.02557183602907849, -1.2677735575078082, -0.2588865215364779, 1.6241775123277102, 0.11828896803294253, -0.5553843508054558]",0.0002283696405491314,0.0003717107223702951,0.039132063873173945,,
original,full_cghik,108,0,True,1,"[-2.597253932512003, -0.023850491606567267, -1.2684955356687626, -0.2544863627236135, 1.6223305890773159, 0.11541763541360531, -0.5511171226141144]",0.00022466216684253885,0.00037144828995809857,0.039199841187135626,,
original,full_cghik,109,0,True,1,"[-2.598254095082708, -0.02217057226983228, -1.2692023402288866, -0.25015679730541535, 1.6205339040408084, 0.11260540532854457, -0.5468873400785533]",0.00022062419077064577,0.00037091851174343336,0.03927043458180182,,
original,full_cghik,110,0,True,1,"[-2.5992168950743397, -0.020532330422311732, -1.2698934617054256, -0.24590057812680183, 1.618787482239783, 0.10985303099995668, -0.542697903018604]",0.00021633457725086814,0.000370093674300878,0.03934378082138648,,
original,full_cghik,111,0,True,1,"[-2.6001423954285396, -0.018935985229473637, -1.2705684163623365, -0.24172039241277554, 1.6170913010259864, 0.10716124383792022, -0.5385517681234264]",0.000211879393781887,0.00036895039950258726,0.039419814285973714,,
original,full_cghik,112,0,True,1,"[-2.6010307065537184, -0.017381723913362637, -1.2712267489324112, -0.23761885943445435, 1.6154452914983743, 0.10453075389733615, -0.5344519505997508]",0.00020735179796291137,0.0003674701639070874,0.03949846702167881,,
original,full_cghik,113,0,True,1,"[-2.601881987642166, -0.015869703144111916, -1.2718680349114428, -0.2335985282542269, 1.613849340064196, 0.10196225029542424, -0.5304015250634309]",0.00020285157688423847,0.0003656397063677377,0.03957966881977254,,
original,full_cghik,114,0,True,1,"[-2.602696447842863, -0.01440005052240756, -1.2724918824079157, -0.22966187557846654, 1.6123032901608327, 0.0994564016006039, -0.5264036255893484]",0.00019848420749250242,0.00036345133720916065,0.03966334732423965,,
original,full_cghik,115,0,True,1,"[-2.603474347225981, -0.012972866144958142, -1.2730979335388448, -0.22581130374586736, 1.6108069441544393, 0.09701385620108524, -0.5224614448464516]",0.0001943592898925641,0.00036090315490892654,0.03974942816740082,,
original,full_cghik,116,0,True,1,"[-2.6042159974815924, -0.011588224243241763, -1.2736858653700354, -0.22204913887865443, 1.6093600654288251, 0.09463524265935336, -0.518578232261681]",0.00019058821208836816,0.00035799917161550107,0.039837835132787075,,
