robot,method,frame,uid,x_mm,y_mm,target_x_mm,target_y_mm,position_utilization,orientation_utilization,accepted
panda,direct_sqp,30,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,18.033506859399385,13.856148694810715,17.221682991064917,14.304432765390105,0.9999999989266667,0.9999999545921254,True
panda,direct_sqp,31,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,15.860324092113915,14.104378753558342,15.09120582191768,14.482043690435841,0.9999999510048706,0.9999999544646206,True
panda,direct_sqp,32,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,13.618457523980643,14.27781152252048,12.853449905487906,14.633906070293364,0.9999999737826379,0.9999999524990257,True
panda,direct_sqp,33,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,11.292870671630563,14.412776664630536,10.52432276131206,14.759749899193066,0.9999999518635678,0.999999950518313,True
panda,direct_sqp,34,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,8.893051147001541,14.51846196477511,8.120381438921846,14.859351431399677,0.9999999507997418,0.9999999519092022,True
panda,direct_sqp,35,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,6.435175694777537,14.596716514675322,5.658714818864683,14.932533579023685,0.9999999544157357,0.9999999655436187,True
panda,direct_sqp,36,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,3.936757811019799,14.648026434041615,3.1568221331001385,14.97916622687721,0.9999999530274489,0.9999999618453556,True
panda,direct_sqp,37,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,1.4156670243593086,14.672460433532764,0.6324885683343271,14.99916646381416,0.9999999655418148,0.9999999988464718,True
panda,direct_sqp,38,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-1.11005002815628,14.670156196597686,-1.8963411634099194,14.992498730143106,0.9999999500796016,0.9999999500151415,True
panda,direct_sqp,39,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-3.6223422297106005,14.641279550382293,-4.411690388239614,14.959174880851199,0.999999950173466,0.999999950048394,True
panda,direct_sqp,40,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-6.103271504343146,14.58599902650674,-6.895678261045293,14.899254164526424,0.9999999500254109,0.9999999500111157,True
panda,direct_sqp,41,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-8.53512471698003,14.504545727181082,-9.330646874937067,14.812843118015692,0.9999999806483963,0.9999999703112041,True
panda,direct_sqp,42,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-10.900490015374363,14.397320115721547,-11.699286785881561,14.700095377006312,0.9999999837561422,0.9999999897171082,True
panda,direct_sqp,43,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-13.182578232506277,14.264469327548374,-13.98476006022334,14.561211402867244,0.9999999761798148,0.9999999824108476,True
panda,direct_sqp,44,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-15.365061623292771,14.106526151107488,-16.17081997038406,14.396438126236296,0.9999999645365948,0.9999999749974143,True
panda,direct_sqp,45,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-17.43231733268164,13.92407954285799,-18.241926487858674,14.206068507986172,0.9999999575067436,0.9999999682009169,True
panda,direct_sqp,46,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-19.369540012146047,13.717840718851697,-20.183356752505766,13.990441018351046,0.9999999519251931,0.9999999576436236,True
panda,direct_sqp,47,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-21.162821552921514,13.488698571226148,-21.98130973283803,13.749939035138489,0.9999999543383584,0.9999999552444344,True
panda,direct_sqp,48,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-22.799345223478014,13.237792202265343,-23.623004333316974,13.484990162098091,0.9999999611982279,0.9999999569993238,True
panda,direct_sqp,49,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-24.267220554410148,12.966751588320912,-25.096770251235238,13.196065468657306,0.9999999602402565,0.9999999581496661,True
panda,direct_sqp,50,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-25.55587868525393,12.67787306544484,-26.392130937314647,12.88367865237738,0.9999999581106881,0.9999999540336912,True
panda,direct_sqp,51,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-26.656050786290898,12.374745773342303,-27.499878070276957,12.548385125617616,0.9999999504042033,0.9999999502641849,True
panda,direct_sqp,52,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-27.560132356636196,12.063255733667743,-28.412137015972363,12.190781028032857,0.999999950299153,0.9999999500008974,True
panda,direct_sqp,53,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-28.26316956337303,11.753609678697103,-29.12242280573448,11.811502166658473,0.9999999518253515,0.9999999500065974,True
panda,direct_sqp,54,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-28.766096549669484,11.4631682876479,-29.625686236031402,11.41122288546905,0.9999999619035302,0.9999999509823162,True
panda,direct_sqp,55,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-29.084970462689817,11.215438598643644,-29.918349761702416,10.990654866419026,0.9999999624756186,0.9999999514324122,True
panda,direct_sqp,56,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-29.265190384388536,11.0198548596622,-29.99833292762831,10.550545864098577,0.9999999525546598,0.999999950133915,True
panda,direct_sqp,57,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-29.374576505278274,10.832968171993336,-29.865067158047363,10.09167837625287,0.9999999500688733,0.9999999500036887,True
panda,direct_sqp,58,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-29.438839828025756,10.545369146714197,-29.519499798386178,9.614868252529893,0.9999999505054381,0.9999999500880322,True
panda,direct_sqp,59,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-29.341911376146143,10.038926509360804,-28.964087380871735,9.120963243929358,0.9999999506811168,0.9999999500850505,True
panda,direct_sqp,60,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-28.86393064254018,9.3437913580478,-28.2027781617984,8.610841495532474,0.9999999514561507,0.9999999500163944,True
panda,direct_sqp,61,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-27.976141520851172,8.709993083199713,-27.240984054586526,8.085409985192017,0.9999999915283577,0.9154825134238481,True
panda,direct_sqp,62,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-26.839582083044178,8.13915340110796,-26.0855421581521,7.545602910958843,0.9999999629737466,0.773906405497313,True
panda,direct_sqp,63,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-25.507782905769613,7.5731291572671,-24.744666154070238,6.992380030111664,0.9999999501182691,0.6192547560898504,True
panda,direct_sqp,64,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-23.99718072341664,6.999346888103248,-23.22788791803581,6.426724952743947,0.9999999508284907,0.4962251715813184,True
panda,direct_sqp,65,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-22.320040823554567,6.4160599186182825,-21.545989760686357,5.849643392940768,0.999999955366733,0.4865163418597548,True
panda,direct_sqp,66,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-20.48881896132135,5.8235592024263,-19.710927779467387,5.262161380656031,0.9999999676763005,0.6364299306521038,True
panda,direct_sqp,67,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-18.516819052085147,5.222548663039429,-17.735746866407574,4.66532343746852,0.9999999565942004,0.8952123165139346,True
panda,direct_sqp,68,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-16.383462594822337,4.569246362552306,-15.634487975988122,4.060190719460943,0.99999996903976,0.9999999508477998,True
panda,direct_sqp,69,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-14.14731052266739,3.909182383221489,-13.422088312309034,3.4478391305226546,0.999999952176278,0.9999999680082905,True
panda,direct_sqp,70,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-11.839241384235601,3.274191772981679,-11.114275145093549,2.829357409432351,0.9999999563724176,0.9999999823322445,True
panda,direct_sqp,71,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-9.45549119720736,2.6431990015790774,-8.72745400935727,2.2058451941197945,0.9999999504908088,0.999999959847006,True
panda,direct_sqp,72,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-7.009169361217705,2.0112686665222386,-6.278592083498824,1.578411066550075,0.9999999510716271,0.9999999656756086,True
panda,direct_sqp,73,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-4.517329843577628,1.3779659775550663,-3.7850975748391873,0.9481705817049428,0.9999999518889898,0.9999999724281754,True
panda,direct_sqp,74,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-1.9978347295286731,0.7439092564554753,-1.2646959700229365,0.3162442841671734,0.9999999528117012,0.9999999793168713,True
panda,direct_sqp,75,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,0.531236862748053,0.10999175525711072,1.264695970022882,-0.3162442841671519,0.9999999536469957,0.9999999852496048,True
panda,direct_sqp,76,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,3.0517796632853464,-0.5227907209253823,3.7850975748391913,-0.9481705817049381,0.9999999541874179,0.9999999889281299,True
panda,direct_sqp,77,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,5.545790652828794,-1.1533892296667707,6.278592083498817,-1.5784110665500815,0.9999999542494582,0.9999999890020459,True
panda,direct_sqp,78,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,7.995488902881256,-1.7807226350788385,8.727454009357265,-2.2058451941198007,0.9999999537238352,0.9999999845301106,True
panda,direct_sqp,79,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,10.38343482193845,-2.4036888567732255,11.114275145093545,-2.829357409432356,0.9999999526459228,0.9999999752679619,True
panda,direct_sqp,80,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,12.692650457510629,-3.0211685889248856,13.42208831230903,-3.447839130522658,0.9999999513845275,0.9999999571963861,True
panda,direct_sqp,81,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,14.906729631592327,-3.6320520024169256,15.634487975988074,-4.060190719460911,0.9999999941375565,0.9999999966090574,True
panda,direct_sqp,82,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,17.010003550556355,-4.235132787896757,17.73574686640757,-4.6653234374685235,0.9999999615282144,0.9999999677557341,True
panda,direct_sqp,83,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,18.987511431030875,-4.829367022376016,19.710927779467333,-5.262161380656006,0.999999953646737,0.9999999652646365,True
panda,direct_sqp,84,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,20.825305911530993,-5.413542025403148,21.54598976068635,-5.849643392940776,0.9999999522183607,0.9999999552966551,True
panda,direct_sqp,85,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,22.510432973952863,-5.98647261556347,23.227887918035808,-6.42672495274395,0.9999999538958328,0.9999999527429005,True
panda,direct_sqp,86,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,24.03103731275302,-6.546983160927649,24.744666154070234,-6.992380030111671,0.999999950727429,0.9999999899693474,True
panda,direct_sqp,87,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,25.37659847309856,-7.09368364826887,26.085542158152098,-7.545602910958847,0.9999999501676755,0.9999999606903938,True
panda,direct_sqp,88,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,26.53783895486585,-7.6252333534306755,27.240984054586526,-8.085409985192015,0.9999999758591415,0.9999999653189403,True
panda,direct_sqp,89,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,27.50702129922426,-8.140090132742076,28.2027781617984,-8.61084149553247,0.9999999505533888,0.9999999575094326,True
panda,direct_sqp,90,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,28.278124218185194,-8.63630908132421,28.964087380871735,-9.120963243929355,0.9999999517853282,0.9999999518914907,True
panda,direct_sqp,91,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,28.84724722199257,-9.111347201288392,29.519499798386185,-9.614868252529888,0.9999999500042418,0.9999999500768765,True
panda,direct_sqp,92,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,29.213627853257044,-9.561271645137717,29.865067158047363,-10.091678376252869,0.9999999591747291,0.9999999502169308,True
panda,direct_sqp,93,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,29.38264689807346,-9.978921108901066,29.998332927628315,-10.550545864098575,0.999999950036051,0.9999999500001366,True
panda,direct_sqp,94,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,29.37642635208008,-10.349411844394325,29.918349761702423,-10.990654866419021,0.999999958362691,0.999999950427624,True
panda,direct_sqp,95,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,29.256946295149582,-10.658534794085258,29.62568623603141,-11.41122288546904,0.9999999565499604,0.9999999503305699,True
panda,direct_sqp,96,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,29.056601159286735,-10.977386152576404,29.122422805734526,-11.811502166658501,0.9999999509164128,0.9999999500024712,True
panda,direct_sqp,97,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,28.70691353192296,-11.405881929076463,28.412137015972377,-12.190781028032841,0.9999999598176443,0.9999999502720232,True
panda,direct_sqp,98,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,28.124224201684967,-11.958756758477987,27.49987807027702,-12.548385125617637,0.9999999506367343,0.9999999500915088,True
panda,direct_sqp,99,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,27.250521627390455,-12.562794192592747,26.39213093731465,-12.883678652377373,0.9999999500842219,0.9999999500054175,True
panda,direct_sqp,100,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,26.07338923465353,-13.132438022393334,25.096770251235245,-13.196065468657297,0.9999999924685872,0.9999999570581855,True
panda,direct_sqp,101,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,24.614087833788503,-13.618195780594474,23.623004333316967,-13.484990162098095,0.9999999952134732,0.9999999540695743,True
panda,direct_sqp,102,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,22.94247976131807,-13.992236134114325,21.98130973283808,-13.749939035138512,0.999999958825596,0.9999999509738863,True
panda,direct_sqp,103,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,21.120865356912212,-14.270102696428614,20.183356752505766,-13.990441018351046,0.999999950226308,0.9999999500087102,True
panda,direct_sqp,104,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,19.164231280354414,-14.49044661060737,18.241926487858727,-14.20606850798619,0.9999999504200358,0.9999999500293327,True
panda,direct_sqp,105,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,17.076946561888544,-14.67970445246751,16.170819970384066,-14.39643812623629,0.999999950020178,0.9999999503588833,True
panda,direct_sqp,106,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,14.870699355764637,-14.84721559339891,13.984760060223387,-14.561211402867272,0.9999999510457689,0.9999999548563111,True
panda,direct_sqp,107,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,12.562424404953653,-14.993653556969523,11.699286785881581,-14.700095377006289,0.9999999600489018,0.9999999500535766,True
panda,direct_sqp,108,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,10.171078521428777,-15.117183831593435,9.330646874937079,-14.812843118015678,0.999999956440634,0.9999999512302138,True
panda,direct_sqp,109,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,7.715924385475637,-15.215550748049568,6.895678261045365,-14.899254164526424,0.9999999562373305,0.9999999540382677,True
panda,direct_sqp,110,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,5.215609680653945,-15.28703293042486,4.411690388239673,-14.959174880851215,0.9999999763963616,0.9999999671967666,True
panda,direct_sqp,111,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,2.6877627652525473,-15.330680470710874,1.8963411634099263,-14.9924987301431,0.9999999500242961,0.9999999500091833,True
panda,direct_sqp,112,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,0.14974034750420523,-15.346249027518477,-0.6324885683343202,-14.999166463814152,0.9999999532943676,0.9999999502950041,True
panda,direct_sqp,113,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-2.381310627973843,-15.333851728445673,-3.1568221331001367,-14.979166226877206,0.9999999590164558,0.9999999589382172,True
panda,direct_sqp,114,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-4.888244397604704,-15.293889675845405,-5.658714818864628,-14.932533579023705,0.9999999857602081,0.9999999838049864,True
panda,direct_sqp,115,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-7.353861521113936,-15.226758222107964,-8.1203814389218,-14.85935143139971,0.999999999995171,0.9999999845456811,True
panda,direct_sqp,116,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-9.76109520488989,-15.132881500537891,-10.52432276131206,-14.759749899193066,0.9999999500599709,0.9999999500123492,True
panda,direct_sqp,117,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-12.093191251832383,-15.012702286384977,-12.853449905487897,-14.633906070293353,0.9999999876819327,0.9999999714906357,True
panda,direct_sqp,118,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-14.333803830192412,-14.86663411415366,-15.09120582191768,-14.482043690435841,0.9999999792372587,0.9999999747146392,True
panda,direct_sqp,119,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-16.467228841983093,-14.695167007587347,-17.2216829910649,-14.30443276539009,0.9999999602882033,0.999999961811787,True
panda,direct_sqp,120,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-18.478498385396666,-14.498851803993027,-19.229736505059766,-14.101389080899182,0.9999999554976046,0.9999999814396048,True
panda,direct_sqp,121,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-20.3534356245467,-14.278119087679968,-21.1010917281971,-13.873273641224571,0.9999999505198992,0.9999999522764956,True
panda,direct_sqp,122,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-22.078958869387083,-14.033734505955938,-22.822445770938003,-13.620492027293283,0.9999999529729862,0.9999999513617251,True
panda,direct_sqp,123,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-23.64302405342586,-13.766462727000881,-24.381562056065725,-13.343493675590151,0.999999950430667,0.9999999545318118,True
panda,direct_sqp,124,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-25.034856109463647,-13.477213547015879,-25.767357304754686,-13.042771079076045,0.9999999532098663,0.9999999510796964,True
panda,direct_sqp,125,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-26.2449679796555,-13.167092095741445,-26.969980324196182,-12.718858911553257,0.9999999506149,0.9999999501781696,True
panda,direct_sqp,126,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-27.265415273528173,-12.837510362631978,-27.980882036702013,-12.372333077035156,0.9999999500415125,0.999999950022072,True
panda,direct_sqp,127,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-28.089975298951888,-12.490324059697965,-28.7928762524726,-12.00380968580963,0.9999999505427145,0.9999999588145625,True
panda,direct_sqp,128,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-28.714597092476126,-12.128105753815452,-29.400190754012588,-11.613943959017913,0.9999999500004647,0.9999999500025077,True
panda,direct_sqp,129,d803d72d5a840413369b5c758bfd2a3e8175033fd0473caab671cedd7179dee0,-29.138271457184103,-11.75466462462874,-29.79850832905284,-11.20342906369478,0.9999999551204815,0.9999999500369309,True
