robot,uid,method,anchor_uid,displacement,alpha,accepted,mean_ms,mean_total_local_qp_calls,max_qps_one_local_model,exit_reasons
ur5e,318fc6b438395ff5793d425e31d7c25b376d9f1e3a39527c51b7d26ea72ca9d5,fixed_qp2,1834ae2d81c562096e1302dddfb04e245b699c124b4818471a028001ad50e9a9,regular,0.5,1.0,0.271454,1.0,1,{}
ur5e,318fc6b438395ff5793d425e31d7c25b376d9f1e3a39527c51b7d26ea72ca9d5,tight,1834ae2d81c562096e1302dddfb04e245b699c124b4818471a028001ad50e9a9,regular,0.5,1.0,0.2715746666666667,1.0,1,{}
ur5e,318fc6b438395ff5793d425e31d7c25b376d9f1e3a39527c51b7d26ea72ca9d5,clarabel,1834ae2d81c562096e1302dddfb04e245b699c124b4818471a028001ad50e9a9,regular,0.5,1.0,0.26045966666666664,1.0,1,{}
ur5e,9065d438282494809d865d6dee002b6b94196706edb5f89e894f3e6c2b909edc,relative,1834ae2d81c562096e1302dddfb04e245b699c124b4818471a028001ad50e9a9,regular,0.95,1.0,0.26134033333333334,1.0,1,{}
ur5e,9065d438282494809d865d6dee002b6b94196706edb5f89e894f3e6c2b909edc,fixed_qp1,1834ae2d81c562096e1302dddfb04e245b699c124b4818471a028001ad50e9a9,regular,0.95,1.0,0.279077,1.0,1,{}
ur5e,9065d438282494809d865d6dee002b6b94196706edb5f89e894f3e6c2b909edc,fixed_qp2,1834ae2d81c562096e1302dddfb04e245b699c124b4818471a028001ad50e9a9,regular,0.95,1.0,0.267536,1.0,1,{}
ur5e,9065d438282494809d865d6dee002b6b94196706edb5f89e894f3e6c2b909edc,tight,1834ae2d81c562096e1302dddfb04e245b699c124b4818471a028001ad50e9a9,regular,0.95,1.0,0.2631986666666667,1.0,1,{}
ur5e,9065d438282494809d865d6dee002b6b94196706edb5f89e894f3e6c2b909edc,clarabel,1834ae2d81c562096e1302dddfb04e245b699c124b4818471a028001ad50e9a9,regular,0.95,1.0,0.288955,1.0,1,{}
ur5e,a5272cf711406b2eb824cd536c7df0b8e0765d14d8acf2f997f89537398b20fa,relative,1834ae2d81c562096e1302dddfb04e245b699c124b4818471a028001ad50e9a9,high_utilization,0.0,1.0,0.4187396666666667,2.0,1,"{""relative_progress"":3}"
ur5e,a5272cf711406b2eb824cd536c7df0b8e0765d14d8acf2f997f89537398b20fa,fixed_qp1,1834ae2d81c562096e1302dddfb04e245b699c124b4818471a028001ad50e9a9,high_utilization,0.0,1.0,0.375124,2.0,1,"{""fixed_budget"":3}"
ur5e,a5272cf711406b2eb824cd536c7df0b8e0765d14d8acf2f997f89537398b20fa,fixed_qp2,1834ae2d81c562096e1302dddfb04e245b699c124b4818471a028001ad50e9a9,high_utilization,0.0,1.0,0.5248686666666667,3.0,2,"{""fixed_budget"":3}"
ur5e,a5272cf711406b2eb824cd536c7df0b8e0765d14d8acf2f997f89537398b20fa,tight,1834ae2d81c562096e1302dddfb04e245b699c124b4818471a028001ad50e9a9,high_utilization,0.0,1.0,0.5461596666666666,3.0,2,"{""tight_gap"":3}"
ur5e,a5272cf711406b2eb824cd536c7df0b8e0765d14d8acf2f997f89537398b20fa,clarabel,1834ae2d81c562096e1302dddfb04e245b699c124b4818471a028001ad50e9a9,high_utilization,0.0,1.0,0.595955,3.0,2,"{""conic_solved"":3}"
ur5e,bf6971cbd24dcaa39ea0763683b395199c847a66f4838c4c46051f8d581c4427,relative,1834ae2d81c562096e1302dddfb04e245b699c124b4818471a028001ad50e9a9,high_utilization,0.5,1.0,0.4014186666666667,2.0,1,"{""relative_progress"":3}"
ur5e,bf6971cbd24dcaa39ea0763683b395199c847a66f4838c4c46051f8d581c4427,fixed_qp1,1834ae2d81c562096e1302dddfb04e245b699c124b4818471a028001ad50e9a9,high_utilization,0.5,1.0,0.3838503333333333,2.0,1,"{""fixed_budget"":3}"
ur5e,bf6971cbd24dcaa39ea0763683b395199c847a66f4838c4c46051f8d581c4427,fixed_qp2,1834ae2d81c562096e1302dddfb04e245b699c124b4818471a028001ad50e9a9,high_utilization,0.5,1.0,0.5121386666666666,3.0,2,"{""fixed_budget"":3}"
ur5e,bf6971cbd24dcaa39ea0763683b395199c847a66f4838c4c46051f8d581c4427,tight,1834ae2d81c562096e1302dddfb04e245b699c124b4818471a028001ad50e9a9,high_utilization,0.5,1.0,0.5402956666666666,3.0,2,"{""tight_gap"":3}"
ur5e,bf6971cbd24dcaa39ea0763683b395199c847a66f4838c4c46051f8d581c4427,clarabel,1834ae2d81c562096e1302dddfb04e245b699c124b4818471a028001ad50e9a9,high_utilization,0.5,1.0,0.6067166666666667,3.0,2,"{""conic_solved"":3}"
ur5e,b0445b5a24212ab930dd5079ae4dde44988154be6b4914b33e932163c0fbbf77,relative,1834ae2d81c562096e1302dddfb04e245b699c124b4818471a028001ad50e9a9,high_utilization,0.95,1.0,0.4731493333333333,2.0,1,"{""relative_progress"":3}"
ur5e,b0445b5a24212ab930dd5079ae4dde44988154be6b4914b33e932163c0fbbf77,fixed_qp1,1834ae2d81c562096e1302dddfb04e245b699c124b4818471a028001ad50e9a9,high_utilization,0.95,1.0,0.455184,2.0,1,"{""fixed_budget"":3}"
ur5e,b0445b5a24212ab930dd5079ae4dde44988154be6b4914b33e932163c0fbbf77,fixed_qp2,1834ae2d81c562096e1302dddfb04e245b699c124b4818471a028001ad50e9a9,high_utilization,0.95,1.0,0.600803,3.0,2,"{""fixed_budget"":3}"
ur5e,b0445b5a24212ab930dd5079ae4dde44988154be6b4914b33e932163c0fbbf77,tight,1834ae2d81c562096e1302dddfb04e245b699c124b4818471a028001ad50e9a9,high_utilization,0.95,1.0,0.6044226666666667,3.0,2,"{""tight_gap"":3}"
ur5e,b0445b5a24212ab930dd5079ae4dde44988154be6b4914b33e932163c0fbbf77,clarabel,1834ae2d81c562096e1302dddfb04e245b699c124b4818471a028001ad50e9a9,high_utilization,0.95,1.0,0.65346,3.0,2,"{""conic_solved"":3}"
ur5e,d293bf7f1025376afa2a61b3de4d0bd4767768c20c82142bf1cabbd285b80d84,relative,1834ae2d81c562096e1302dddfb04e245b699c124b4818471a028001ad50e9a9,multijoint_boundary,0.0,1.0,0.4523993333333333,2.0,1,"{""relative_progress"":3}"
ur5e,d293bf7f1025376afa2a61b3de4d0bd4767768c20c82142bf1cabbd285b80d84,fixed_qp1,1834ae2d81c562096e1302dddfb04e245b699c124b4818471a028001ad50e9a9,multijoint_boundary,0.0,1.0,0.4316443333333333,2.0,1,"{""fixed_budget"":3}"
ur5e,d293bf7f1025376afa2a61b3de4d0bd4767768c20c82142bf1cabbd285b80d84,fixed_qp2,1834ae2d81c562096e1302dddfb04e245b699c124b4818471a028001ad50e9a9,multijoint_boundary,0.0,1.0,0.5800353333333333,3.0,2,"{""fixed_budget"":3}"
ur5e,d293bf7f1025376afa2a61b3de4d0bd4767768c20c82142bf1cabbd285b80d84,tight,1834ae2d81c562096e1302dddfb04e245b699c124b4818471a028001ad50e9a9,multijoint_boundary,0.0,1.0,0.7676883333333334,4.0,3,"{""tight_gap"":3}"
ur5e,d293bf7f1025376afa2a61b3de4d0bd4767768c20c82142bf1cabbd285b80d84,clarabel,1834ae2d81c562096e1302dddfb04e245b699c124b4818471a028001ad50e9a9,multijoint_boundary,0.0,1.0,0.6510796666666666,3.0,2,"{""conic_solved"":3}"
ur5e,7bef1d3cc021b044ca097accbb544ba03d12c1c0680e938917b11be641671945,relative,1834ae2d81c562096e1302dddfb04e245b699c124b4818471a028001ad50e9a9,multijoint_boundary,0.5,1.0,0.4803143333333333,2.0,1,"{""relative_progress"":3}"
ur5e,7bef1d3cc021b044ca097accbb544ba03d12c1c0680e938917b11be641671945,fixed_qp1,1834ae2d81c562096e1302dddfb04e245b699c124b4818471a028001ad50e9a9,multijoint_boundary,0.5,1.0,0.4435503333333333,2.0,1,"{""fixed_budget"":3}"
ur5e,7bef1d3cc021b044ca097accbb544ba03d12c1c0680e938917b11be641671945,fixed_qp2,1834ae2d81c562096e1302dddfb04e245b699c124b4818471a028001ad50e9a9,multijoint_boundary,0.5,1.0,0.5996183333333334,3.0,2,"{""fixed_budget"":3}"
ur5e,7bef1d3cc021b044ca097accbb544ba03d12c1c0680e938917b11be641671945,tight,1834ae2d81c562096e1302dddfb04e245b699c124b4818471a028001ad50e9a9,multijoint_boundary,0.5,1.0,0.7668163333333333,4.0,3,"{""tight_gap"":3}"
ur5e,7bef1d3cc021b044ca097accbb544ba03d12c1c0680e938917b11be641671945,clarabel,1834ae2d81c562096e1302dddfb04e245b699c124b4818471a028001ad50e9a9,multijoint_boundary,0.5,1.0,0.670813,3.0,2,"{""conic_solved"":3}"
ur5e,d13d65108e3513d3c93e85392526110d7c92a1fb384088f37d2abece2baa712f,relative,1834ae2d81c562096e1302dddfb04e245b699c124b4818471a028001ad50e9a9,multijoint_boundary,0.95,1.0,0.444199,2.0,1,"{""relative_progress"":3}"
ur5e,d13d65108e3513d3c93e85392526110d7c92a1fb384088f37d2abece2baa712f,fixed_qp1,1834ae2d81c562096e1302dddfb04e245b699c124b4818471a028001ad50e9a9,multijoint_boundary,0.95,1.0,0.426348,2.0,1,"{""fixed_budget"":3}"
ur5e,d13d65108e3513d3c93e85392526110d7c92a1fb384088f37d2abece2baa712f,fixed_qp2,1834ae2d81c562096e1302dddfb04e245b699c124b4818471a028001ad50e9a9,multijoint_boundary,0.95,1.0,0.566541,3.0,2,"{""fixed_budget"":3}"
ur5e,d13d65108e3513d3c93e85392526110d7c92a1fb384088f37d2abece2baa712f,tight,1834ae2d81c562096e1302dddfb04e245b699c124b4818471a028001ad50e9a9,multijoint_boundary,0.95,1.0,0.7192633333333334,4.0,3,"{""tight_gap"":3}"
ur5e,d13d65108e3513d3c93e85392526110d7c92a1fb384088f37d2abece2baa712f,clarabel,1834ae2d81c562096e1302dddfb04e245b699c124b4818471a028001ad50e9a9,multijoint_boundary,0.95,1.0,0.666601,3.0,2,"{""conic_solved"":3}"
ur5e,f5874ee643e94d979535920df8a8105052211b3b7df0686496a42a998f07e613,relative,af8b9d7c7fcc3f7e63e379d12b170c4f8888b6a063953bedff3cfebf2a58b0df,regular,0.0,1.0,0.2619553333333333,1.0,1,{}
ur5e,f5874ee643e94d979535920df8a8105052211b3b7df0686496a42a998f07e613,fixed_qp1,af8b9d7c7fcc3f7e63e379d12b170c4f8888b6a063953bedff3cfebf2a58b0df,regular,0.0,1.0,0.273446,1.0,1,{}
ur5e,f5874ee643e94d979535920df8a8105052211b3b7df0686496a42a998f07e613,fixed_qp2,af8b9d7c7fcc3f7e63e379d12b170c4f8888b6a063953bedff3cfebf2a58b0df,regular,0.0,1.0,0.268176,1.0,1,{}
ur5e,f5874ee643e94d979535920df8a8105052211b3b7df0686496a42a998f07e613,tight,af8b9d7c7fcc3f7e63e379d12b170c4f8888b6a063953bedff3cfebf2a58b0df,regular,0.0,1.0,0.268286,1.0,1,{}
ur5e,f5874ee643e94d979535920df8a8105052211b3b7df0686496a42a998f07e613,clarabel,af8b9d7c7fcc3f7e63e379d12b170c4f8888b6a063953bedff3cfebf2a58b0df,regular,0.0,1.0,0.25872333333333336,1.0,1,{}
ur5e,50bf2dc3856f74ef6c619ba0664c538ed0a581e67c438672668069c0221709a0,relative,af8b9d7c7fcc3f7e63e379d12b170c4f8888b6a063953bedff3cfebf2a58b0df,regular,0.5,1.0,0.27991366666666667,1.0,1,{}
ur5e,50bf2dc3856f74ef6c619ba0664c538ed0a581e67c438672668069c0221709a0,fixed_qp1,af8b9d7c7fcc3f7e63e379d12b170c4f8888b6a063953bedff3cfebf2a58b0df,regular,0.5,1.0,0.26058,1.0,1,{}
ur5e,50bf2dc3856f74ef6c619ba0664c538ed0a581e67c438672668069c0221709a0,fixed_qp2,af8b9d7c7fcc3f7e63e379d12b170c4f8888b6a063953bedff3cfebf2a58b0df,regular,0.5,1.0,0.26491533333333334,1.0,1,{}
ur5e,50bf2dc3856f74ef6c619ba0664c538ed0a581e67c438672668069c0221709a0,tight,af8b9d7c7fcc3f7e63e379d12b170c4f8888b6a063953bedff3cfebf2a58b0df,regular,0.5,1.0,0.273909,1.0,1,{}
ur5e,50bf2dc3856f74ef6c619ba0664c538ed0a581e67c438672668069c0221709a0,clarabel,af8b9d7c7fcc3f7e63e379d12b170c4f8888b6a063953bedff3cfebf2a58b0df,regular,0.5,1.0,0.2652956666666667,1.0,1,{}
ur5e,f22e3f165bdda1ab609af3ef3486601c21cc82446738a768c1f2b784fb9cab17,relative,af8b9d7c7fcc3f7e63e379d12b170c4f8888b6a063953bedff3cfebf2a58b0df,regular,0.95,1.0,0.26292566666666667,1.0,1,{}
ur5e,f22e3f165bdda1ab609af3ef3486601c21cc82446738a768c1f2b784fb9cab17,fixed_qp1,af8b9d7c7fcc3f7e63e379d12b170c4f8888b6a063953bedff3cfebf2a58b0df,regular,0.95,1.0,0.2780886666666667,1.0,1,{}
ur5e,f22e3f165bdda1ab609af3ef3486601c21cc82446738a768c1f2b784fb9cab17,fixed_qp2,af8b9d7c7fcc3f7e63e379d12b170c4f8888b6a063953bedff3cfebf2a58b0df,regular,0.95,1.0,0.2543843333333333,1.0,1,{}
ur5e,f22e3f165bdda1ab609af3ef3486601c21cc82446738a768c1f2b784fb9cab17,tight,af8b9d7c7fcc3f7e63e379d12b170c4f8888b6a063953bedff3cfebf2a58b0df,regular,0.95,1.0,0.2663853333333333,1.0,1,{}
ur5e,f22e3f165bdda1ab609af3ef3486601c21cc82446738a768c1f2b784fb9cab17,clarabel,af8b9d7c7fcc3f7e63e379d12b170c4f8888b6a063953bedff3cfebf2a58b0df,regular,0.95,1.0,0.275149,1.0,1,{}
ur5e,f2ca796759bdb7c950a98894316432323f21bd16713b9836f92cf8bed85b9c5f,relative,af8b9d7c7fcc3f7e63e379d12b170c4f8888b6a063953bedff3cfebf2a58b0df,high_utilization,0.0,1.0,0.41969266666666666,2.0,1,"{""relative_progress"":3}"
ur5e,f2ca796759bdb7c950a98894316432323f21bd16713b9836f92cf8bed85b9c5f,fixed_qp1,af8b9d7c7fcc3f7e63e379d12b170c4f8888b6a063953bedff3cfebf2a58b0df,high_utilization,0.0,1.0,0.3990016666666667,2.0,1,"{""fixed_budget"":3}"
ur5e,f2ca796759bdb7c950a98894316432323f21bd16713b9836f92cf8bed85b9c5f,fixed_qp2,af8b9d7c7fcc3f7e63e379d12b170c4f8888b6a063953bedff3cfebf2a58b0df,high_utilization,0.0,1.0,0.523276,3.0,2,"{""fixed_budget"":3}"
ur5e,f2ca796759bdb7c950a98894316432323f21bd16713b9836f92cf8bed85b9c5f,tight,af8b9d7c7fcc3f7e63e379d12b170c4f8888b6a063953bedff3cfebf2a58b0df,high_utilization,0.0,1.0,0.789057,5.0,4,"{""tight_gap"":3}"
ur5e,f2ca796759bdb7c950a98894316432323f21bd16713b9836f92cf8bed85b9c5f,clarabel,af8b9d7c7fcc3f7e63e379d12b170c4f8888b6a063953bedff3cfebf2a58b0df,high_utilization,0.0,1.0,0.6144563333333334,3.0,2,"{""conic_solved"":3}"
ur5e,ff481b184d41109c38884ae32f5b8aa50c6357945b5b1846297aec263141619f,relative,af8b9d7c7fcc3f7e63e379d12b170c4f8888b6a063953bedff3cfebf2a58b0df,high_utilization,0.5,1.0,0.4024913333333333,2.0,1,"{""relative_progress"":3}"
ur5e,ff481b184d41109c38884ae32f5b8aa50c6357945b5b1846297aec263141619f,fixed_qp1,af8b9d7c7fcc3f7e63e379d12b170c4f8888b6a063953bedff3cfebf2a58b0df,high_utilization,0.5,1.0,0.38028833333333334,2.0,1,"{""fixed_budget"":3}"
ur5e,ff481b184d41109c38884ae32f5b8aa50c6357945b5b1846297aec263141619f,fixed_qp2,af8b9d7c7fcc3f7e63e379d12b170c4f8888b6a063953bedff3cfebf2a58b0df,high_utilization,0.5,1.0,0.524679,3.0,2,"{""fixed_budget"":3}"
ur5e,ff481b184d41109c38884ae32f5b8aa50c6357945b5b1846297aec263141619f,tight,af8b9d7c7fcc3f7e63e379d12b170c4f8888b6a063953bedff3cfebf2a58b0df,high_utilization,0.5,1.0,0.7598083333333334,5.0,4,"{""tight_gap"":3}"
ur5e,ff481b184d41109c38884ae32f5b8aa50c6357945b5b1846297aec263141619f,clarabel,af8b9d7c7fcc3f7e63e379d12b170c4f8888b6a063953bedff3cfebf2a58b0df,high_utilization,0.5,1.0,0.6121966666666666,3.0,2,"{""conic_solved"":3}"
ur5e,bbe4a28af4cf996bf8ab58a03f1d1857c0d9cf255448557f8429d14924c5c1b6,relative,af8b9d7c7fcc3f7e63e379d12b170c4f8888b6a063953bedff3cfebf2a58b0df,high_utilization,0.95,1.0,0.446616,2.0,1,"{""relative_progress"":3}"
ur5e,bbe4a28af4cf996bf8ab58a03f1d1857c0d9cf255448557f8429d14924c5c1b6,fixed_qp1,af8b9d7c7fcc3f7e63e379d12b170c4f8888b6a063953bedff3cfebf2a58b0df,high_utilization,0.95,1.0,0.430558,2.0,1,"{""fixed_budget"":3}"
ur5e,bbe4a28af4cf996bf8ab58a03f1d1857c0d9cf255448557f8429d14924c5c1b6,fixed_qp2,af8b9d7c7fcc3f7e63e379d12b170c4f8888b6a063953bedff3cfebf2a58b0df,high_utilization,0.95,1.0,0.577047,3.0,2,"{""fixed_budget"":3}"
ur5e,bbe4a28af4cf996bf8ab58a03f1d1857c0d9cf255448557f8429d14924c5c1b6,tight,af8b9d7c7fcc3f7e63e379d12b170c4f8888b6a063953bedff3cfebf2a58b0df,high_utilization,0.95,1.0,2.2769753333333336,17.0,16,"{""cap"":3}"
ur5e,bbe4a28af4cf996bf8ab58a03f1d1857c0d9cf255448557f8429d14924c5c1b6,clarabel,af8b9d7c7fcc3f7e63e379d12b170c4f8888b6a063953bedff3cfebf2a58b0df,high_utilization,0.95,1.0,0.6337646666666666,3.0,2,"{""conic_solved"":3}"
ur5e,9133cb36c5f6203d2e4d11579835f0549a7b177e162b4e1d3a0fd69f78e5cb99,relative,af8b9d7c7fcc3f7e63e379d12b170c4f8888b6a063953bedff3cfebf2a58b0df,multijoint_boundary,0.0,1.0,0.5450926666666667,2.0,1,"{""relative_progress"":3}"
ur5e,9133cb36c5f6203d2e4d11579835f0549a7b177e162b4e1d3a0fd69f78e5cb99,fixed_qp1,af8b9d7c7fcc3f7e63e379d12b170c4f8888b6a063953bedff3cfebf2a58b0df,multijoint_boundary,0.0,1.0,0.5051976666666667,2.0,1,"{""fixed_budget"":3}"
ur5e,9133cb36c5f6203d2e4d11579835f0549a7b177e162b4e1d3a0fd69f78e5cb99,fixed_qp2,af8b9d7c7fcc3f7e63e379d12b170c4f8888b6a063953bedff3cfebf2a58b0df,multijoint_boundary,0.0,1.0,0.7061536666666667,3.0,2,"{""fixed_budget"":3}"
ur5e,9133cb36c5f6203d2e4d11579835f0549a7b177e162b4e1d3a0fd69f78e5cb99,tight,af8b9d7c7fcc3f7e63e379d12b170c4f8888b6a063953bedff3cfebf2a58b0df,multijoint_boundary,0.0,1.0,1.5015363333333334,8.0,7,"{""tight_gap"":3}"
ur5e,9133cb36c5f6203d2e4d11579835f0549a7b177e162b4e1d3a0fd69f78e5cb99,clarabel,af8b9d7c7fcc3f7e63e379d12b170c4f8888b6a063953bedff3cfebf2a58b0df,multijoint_boundary,0.0,1.0,0.7427923333333334,3.0,2,"{""conic_solved"":3}"
ur5e,00f0dd9e421e966bfa6d8103ccf41fed13d1bc28764719e3b11dc301c5e5e460,relative,af8b9d7c7fcc3f7e63e379d12b170c4f8888b6a063953bedff3cfebf2a58b0df,multijoint_boundary,0.5,1.0,0.4957663333333333,2.0,1,"{""relative_progress"":3}"
ur5e,00f0dd9e421e966bfa6d8103ccf41fed13d1bc28764719e3b11dc301c5e5e460,fixed_qp1,af8b9d7c7fcc3f7e63e379d12b170c4f8888b6a063953bedff3cfebf2a58b0df,multijoint_boundary,0.5,1.0,0.4726533333333333,2.0,1,"{""fixed_budget"":3}"
ur5e,00f0dd9e421e966bfa6d8103ccf41fed13d1bc28764719e3b11dc301c5e5e460,fixed_qp2,af8b9d7c7fcc3f7e63e379d12b170c4f8888b6a063953bedff3cfebf2a58b0df,multijoint_boundary,0.5,1.0,0.6571806666666666,3.0,2,"{""fixed_budget"":3}"
ur5e,00f0dd9e421e966bfa6d8103ccf41fed13d1bc28764719e3b11dc301c5e5e460,tight,af8b9d7c7fcc3f7e63e379d12b170c4f8888b6a063953bedff3cfebf2a58b0df,multijoint_boundary,0.5,1.0,1.4707036666666669,8.0,7,"{""tight_gap"":3}"
ur5e,00f0dd9e421e966bfa6d8103ccf41fed13d1bc28764719e3b11dc301c5e5e460,clarabel,af8b9d7c7fcc3f7e63e379d12b170c4f8888b6a063953bedff3cfebf2a58b0df,multijoint_boundary,0.5,1.0,0.7238023333333333,3.0,2,"{""conic_solved"":3}"
ur5e,9fb9359fe1043f2081f7c4ab876dfc5e72da351061f79d73c739516818a8af68,relative,af8b9d7c7fcc3f7e63e379d12b170c4f8888b6a063953bedff3cfebf2a58b0df,multijoint_boundary,0.95,1.0,0.5073803333333333,2.0,1,"{""relative_progress"":3}"
ur5e,9fb9359fe1043f2081f7c4ab876dfc5e72da351061f79d73c739516818a8af68,fixed_qp1,af8b9d7c7fcc3f7e63e379d12b170c4f8888b6a063953bedff3cfebf2a58b0df,multijoint_boundary,0.95,1.0,0.475069,2.0,1,"{""fixed_budget"":3}"
ur5e,9fb9359fe1043f2081f7c4ab876dfc5e72da351061f79d73c739516818a8af68,fixed_qp2,af8b9d7c7fcc3f7e63e379d12b170c4f8888b6a063953bedff3cfebf2a58b0df,multijoint_boundary,0.95,1.0,0.641715,3.0,2,"{""fixed_budget"":3}"
ur5e,9fb9359fe1043f2081f7c4ab876dfc5e72da351061f79d73c739516818a8af68,tight,af8b9d7c7fcc3f7e63e379d12b170c4f8888b6a063953bedff3cfebf2a58b0df,multijoint_boundary,0.95,1.0,1.4932436666666666,8.0,7,"{""tight_gap"":3}"
ur5e,9fb9359fe1043f2081f7c4ab876dfc5e72da351061f79d73c739516818a8af68,clarabel,af8b9d7c7fcc3f7e63e379d12b170c4f8888b6a063953bedff3cfebf2a58b0df,multijoint_boundary,0.95,1.0,0.7334726666666667,3.0,2,"{""conic_solved"":3}"
ur5e,f5dbeb4d05317158a2243c91a46cab83361842821062a39007d5f53199bbd482,relative,d8a5b097b392bee93f72c549a7ef0c6ad720620114a96552c86608cec1e898b0,regular,0.0,1.0,0.25615866666666665,1.0,1,{}
ur5e,f5dbeb4d05317158a2243c91a46cab83361842821062a39007d5f53199bbd482,fixed_qp1,d8a5b097b392bee93f72c549a7ef0c6ad720620114a96552c86608cec1e898b0,regular,0.0,1.0,0.25983233333333333,1.0,1,{}
ur5e,f5dbeb4d05317158a2243c91a46cab83361842821062a39007d5f53199bbd482,fixed_qp2,d8a5b097b392bee93f72c549a7ef0c6ad720620114a96552c86608cec1e898b0,regular,0.0,1.0,0.2734706666666667,1.0,1,{}
ur5e,f5dbeb4d05317158a2243c91a46cab83361842821062a39007d5f53199bbd482,tight,d8a5b097b392bee93f72c549a7ef0c6ad720620114a96552c86608cec1e898b0,regular,0.0,1.0,0.285116,1.0,1,{}
ur5e,f5dbeb4d05317158a2243c91a46cab83361842821062a39007d5f53199bbd482,clarabel,d8a5b097b392bee93f72c549a7ef0c6ad720620114a96552c86608cec1e898b0,regular,0.0,1.0,0.2717656666666667,1.0,1,{}
ur5e,eaf93fd428f033d6dd47d002d24c871df14dff9b3287cdcffa8e696cb2ee8020,relative,d8a5b097b392bee93f72c549a7ef0c6ad720620114a96552c86608cec1e898b0,regular,0.5,1.0,0.2698446666666667,1.0,1,{}
ur5e,eaf93fd428f033d6dd47d002d24c871df14dff9b3287cdcffa8e696cb2ee8020,fixed_qp1,d8a5b097b392bee93f72c549a7ef0c6ad720620114a96552c86608cec1e898b0,regular,0.5,1.0,0.262271,1.0,1,{}
ur5e,eaf93fd428f033d6dd47d002d24c871df14dff9b3287cdcffa8e696cb2ee8020,fixed_qp2,d8a5b097b392bee93f72c549a7ef0c6ad720620114a96552c86608cec1e898b0,regular,0.5,1.0,0.2663333333333333,1.0,1,{}
ur5e,eaf93fd428f033d6dd47d002d24c871df14dff9b3287cdcffa8e696cb2ee8020,tight,d8a5b097b392bee93f72c549a7ef0c6ad720620114a96552c86608cec1e898b0,regular,0.5,1.0,0.25669733333333333,1.0,1,{}
ur5e,eaf93fd428f033d6dd47d002d24c871df14dff9b3287cdcffa8e696cb2ee8020,clarabel,d8a5b097b392bee93f72c549a7ef0c6ad720620114a96552c86608cec1e898b0,regular,0.5,1.0,0.268985,1.0,1,{}
ur5e,ceddd00d596af894df5004eaae92bd08c804547f7cfa4174eb89c08f14fa94c7,relative,d8a5b097b392bee93f72c549a7ef0c6ad720620114a96552c86608cec1e898b0,regular,0.95,1.0,0.267032,1.0,1,{}
ur5e,ceddd00d596af894df5004eaae92bd08c804547f7cfa4174eb89c08f14fa94c7,fixed_qp1,d8a5b097b392bee93f72c549a7ef0c6ad720620114a96552c86608cec1e898b0,regular,0.95,1.0,0.25828933333333337,1.0,1,{}
ur5e,ceddd00d596af894df5004eaae92bd08c804547f7cfa4174eb89c08f14fa94c7,fixed_qp2,d8a5b097b392bee93f72c549a7ef0c6ad720620114a96552c86608cec1e898b0,regular,0.95,1.0,0.25777833333333333,1.0,1,{}
ur5e,ceddd00d596af894df5004eaae92bd08c804547f7cfa4174eb89c08f14fa94c7,tight,d8a5b097b392bee93f72c549a7ef0c6ad720620114a96552c86608cec1e898b0,regular,0.95,1.0,0.27790333333333334,1.0,1,{}
ur5e,ceddd00d596af894df5004eaae92bd08c804547f7cfa4174eb89c08f14fa94c7,clarabel,d8a5b097b392bee93f72c549a7ef0c6ad720620114a96552c86608cec1e898b0,regular,0.95,1.0,0.274196,1.0,1,{}
ur5e,d30a8701531a17cfca3297cdfb59fbb47e64fa730c8a1493871d6d997340e57b,relative,d8a5b097b392bee93f72c549a7ef0c6ad720620114a96552c86608cec1e898b0,high_utilization,0.0,1.0,0.4406066666666667,2.0,1,"{""relative_progress"":3}"
ur5e,d30a8701531a17cfca3297cdfb59fbb47e64fa730c8a1493871d6d997340e57b,fixed_qp1,d8a5b097b392bee93f72c549a7ef0c6ad720620114a96552c86608cec1e898b0,high_utilization,0.0,1.0,0.4290046666666667,2.0,1,"{""fixed_budget"":3}"
ur5e,d30a8701531a17cfca3297cdfb59fbb47e64fa730c8a1493871d6d997340e57b,fixed_qp2,d8a5b097b392bee93f72c549a7ef0c6ad720620114a96552c86608cec1e898b0,high_utilization,0.0,1.0,0.5796716666666666,3.0,2,"{""fixed_budget"":3}"
ur5e,d30a8701531a17cfca3297cdfb59fbb47e64fa730c8a1493871d6d997340e57b,tight,d8a5b097b392bee93f72c549a7ef0c6ad720620114a96552c86608cec1e898b0,high_utilization,0.0,1.0,0.8469663333333334,5.0,4,"{""tight_gap"":3}"
ur5e,d30a8701531a17cfca3297cdfb59fbb47e64fa730c8a1493871d6d997340e57b,clarabel,d8a5b097b392bee93f72c549a7ef0c6ad720620114a96552c86608cec1e898b0,high_utilization,0.0,1.0,0.651222,3.0,2,"{""conic_solved"":3}"
ur5e,80f6bde35b4fd50a07c2dcadc76206d100b21099a04813088e3540ece35dc6f1,relative,d8a5b097b392bee93f72c549a7ef0c6ad720620114a96552c86608cec1e898b0,high_utilization,0.5,1.0,0.465756,2.0,1,"{""relative_progress"":3}"
ur5e,80f6bde35b4fd50a07c2dcadc76206d100b21099a04813088e3540ece35dc6f1,fixed_qp1,d8a5b097b392bee93f72c549a7ef0c6ad720620114a96552c86608cec1e898b0,high_utilization,0.5,1.0,0.4343806666666667,2.0,1,"{""fixed_budget"":3}"
