robot,uid,method,anchor_uid,displacement,alpha,accepted,mean_ms,mean_total_local_qp_calls,max_qps_one_local_model,exit_reasons
panda,e8e517f0ce11cea16a8292390245cd96b6689dab5926785d0878f0760e5e6676,clarabel,1d1127453946ad816f90fe334260fb92922d17ce08923945a50897018d8cc502,regular,0.0,1.0,0.275876,1.0,1,{}
panda,18f46fd3a1c70c07d85cd1b41d2bd6dcab440510799dd06b3d9df8691c24648f,relative,1d1127453946ad816f90fe334260fb92922d17ce08923945a50897018d8cc502,regular,0.5,1.0,0.2820043333333333,1.0,1,{}
panda,18f46fd3a1c70c07d85cd1b41d2bd6dcab440510799dd06b3d9df8691c24648f,fixed_qp1,1d1127453946ad816f90fe334260fb92922d17ce08923945a50897018d8cc502,regular,0.5,1.0,0.26996566666666666,1.0,1,{}
panda,18f46fd3a1c70c07d85cd1b41d2bd6dcab440510799dd06b3d9df8691c24648f,fixed_qp2,1d1127453946ad816f90fe334260fb92922d17ce08923945a50897018d8cc502,regular,0.5,1.0,0.27695966666666666,1.0,1,{}
panda,18f46fd3a1c70c07d85cd1b41d2bd6dcab440510799dd06b3d9df8691c24648f,tight,1d1127453946ad816f90fe334260fb92922d17ce08923945a50897018d8cc502,regular,0.5,1.0,0.289683,1.0,1,{}
panda,18f46fd3a1c70c07d85cd1b41d2bd6dcab440510799dd06b3d9df8691c24648f,clarabel,1d1127453946ad816f90fe334260fb92922d17ce08923945a50897018d8cc502,regular,0.5,1.0,0.273665,1.0,1,{}
panda,b96e0af7887fb41221f742ff31d4453fa37fff7463a249364820b82c105b2ec7,relative,1d1127453946ad816f90fe334260fb92922d17ce08923945a50897018d8cc502,regular,0.95,1.0,0.2812676666666667,1.0,1,{}
panda,b96e0af7887fb41221f742ff31d4453fa37fff7463a249364820b82c105b2ec7,fixed_qp1,1d1127453946ad816f90fe334260fb92922d17ce08923945a50897018d8cc502,regular,0.95,1.0,0.2801656666666667,1.0,1,{}
panda,b96e0af7887fb41221f742ff31d4453fa37fff7463a249364820b82c105b2ec7,fixed_qp2,1d1127453946ad816f90fe334260fb92922d17ce08923945a50897018d8cc502,regular,0.95,1.0,0.274954,1.0,1,{}
panda,b96e0af7887fb41221f742ff31d4453fa37fff7463a249364820b82c105b2ec7,tight,1d1127453946ad816f90fe334260fb92922d17ce08923945a50897018d8cc502,regular,0.95,1.0,0.2710446666666667,1.0,1,{}
panda,b96e0af7887fb41221f742ff31d4453fa37fff7463a249364820b82c105b2ec7,clarabel,1d1127453946ad816f90fe334260fb92922d17ce08923945a50897018d8cc502,regular,0.95,1.0,0.3054773333333333,1.0,1,{}
panda,bd507c2c6171a387161cd5f8fb4042177bb7cad28240ba3e5a58c34566dab357,relative,1d1127453946ad816f90fe334260fb92922d17ce08923945a50897018d8cc502,high_utilization,0.0,1.0,0.2824466666666667,1.0,1,{}
panda,bd507c2c6171a387161cd5f8fb4042177bb7cad28240ba3e5a58c34566dab357,fixed_qp1,1d1127453946ad816f90fe334260fb92922d17ce08923945a50897018d8cc502,high_utilization,0.0,1.0,0.2864423333333333,1.0,1,{}
panda,bd507c2c6171a387161cd5f8fb4042177bb7cad28240ba3e5a58c34566dab357,fixed_qp2,1d1127453946ad816f90fe334260fb92922d17ce08923945a50897018d8cc502,high_utilization,0.0,1.0,0.2681546666666667,1.0,1,{}
panda,bd507c2c6171a387161cd5f8fb4042177bb7cad28240ba3e5a58c34566dab357,tight,1d1127453946ad816f90fe334260fb92922d17ce08923945a50897018d8cc502,high_utilization,0.0,1.0,0.275418,1.0,1,{}
panda,bd507c2c6171a387161cd5f8fb4042177bb7cad28240ba3e5a58c34566dab357,clarabel,1d1127453946ad816f90fe334260fb92922d17ce08923945a50897018d8cc502,high_utilization,0.0,1.0,0.275866,1.0,1,{}
panda,8a96158f54889137f32d742848df240cba61a537f8e7dfdef2955defc64c6b52,relative,1d1127453946ad816f90fe334260fb92922d17ce08923945a50897018d8cc502,high_utilization,0.5,1.0,0.28424166666666667,1.0,1,{}
panda,8a96158f54889137f32d742848df240cba61a537f8e7dfdef2955defc64c6b52,fixed_qp1,1d1127453946ad816f90fe334260fb92922d17ce08923945a50897018d8cc502,high_utilization,0.5,1.0,0.27252166666666666,1.0,1,{}
panda,8a96158f54889137f32d742848df240cba61a537f8e7dfdef2955defc64c6b52,fixed_qp2,1d1127453946ad816f90fe334260fb92922d17ce08923945a50897018d8cc502,high_utilization,0.5,1.0,0.2868733333333333,1.0,1,{}
panda,8a96158f54889137f32d742848df240cba61a537f8e7dfdef2955defc64c6b52,tight,1d1127453946ad816f90fe334260fb92922d17ce08923945a50897018d8cc502,high_utilization,0.5,1.0,0.2804743333333333,1.0,1,{}
panda,8a96158f54889137f32d742848df240cba61a537f8e7dfdef2955defc64c6b52,clarabel,1d1127453946ad816f90fe334260fb92922d17ce08923945a50897018d8cc502,high_utilization,0.5,1.0,0.2752826666666667,1.0,1,{}
panda,007e86302959c045af18313b9971ca79b8a8434ad3c6667e4fcce7100b43f889,relative,1d1127453946ad816f90fe334260fb92922d17ce08923945a50897018d8cc502,high_utilization,0.95,1.0,0.28720633333333334,1.0,1,{}
panda,007e86302959c045af18313b9971ca79b8a8434ad3c6667e4fcce7100b43f889,fixed_qp1,1d1127453946ad816f90fe334260fb92922d17ce08923945a50897018d8cc502,high_utilization,0.95,1.0,0.27645966666666666,1.0,1,{}
panda,007e86302959c045af18313b9971ca79b8a8434ad3c6667e4fcce7100b43f889,fixed_qp2,1d1127453946ad816f90fe334260fb92922d17ce08923945a50897018d8cc502,high_utilization,0.95,1.0,0.277833,1.0,1,{}
panda,007e86302959c045af18313b9971ca79b8a8434ad3c6667e4fcce7100b43f889,tight,1d1127453946ad816f90fe334260fb92922d17ce08923945a50897018d8cc502,high_utilization,0.95,1.0,0.2724393333333333,1.0,1,{}
panda,007e86302959c045af18313b9971ca79b8a8434ad3c6667e4fcce7100b43f889,clarabel,1d1127453946ad816f90fe334260fb92922d17ce08923945a50897018d8cc502,high_utilization,0.95,1.0,0.280333,1.0,1,{}
panda,c6805795ffc21ab7688621e2ac8c9f3109d7dca4c8985a6af06768f4d44c32ab,relative,1d1127453946ad816f90fe334260fb92922d17ce08923945a50897018d8cc502,multijoint_boundary,0.0,1.0,0.6185063333333334,2.0,1,"{""relative_progress"":3}"
panda,c6805795ffc21ab7688621e2ac8c9f3109d7dca4c8985a6af06768f4d44c32ab,fixed_qp1,1d1127453946ad816f90fe334260fb92922d17ce08923945a50897018d8cc502,multijoint_boundary,0.0,1.0,0.606624,2.0,1,"{""fixed_budget"":3}"
panda,c6805795ffc21ab7688621e2ac8c9f3109d7dca4c8985a6af06768f4d44c32ab,fixed_qp2,1d1127453946ad816f90fe334260fb92922d17ce08923945a50897018d8cc502,multijoint_boundary,0.0,1.0,0.8123986666666666,3.0,2,"{""fixed_budget"":3}"
panda,c6805795ffc21ab7688621e2ac8c9f3109d7dca4c8985a6af06768f4d44c32ab,tight,1d1127453946ad816f90fe334260fb92922d17ce08923945a50897018d8cc502,multijoint_boundary,0.0,1.0,0.990127,4.0,3,"{""tight_gap"":3}"
panda,c6805795ffc21ab7688621e2ac8c9f3109d7dca4c8985a6af06768f4d44c32ab,clarabel,1d1127453946ad816f90fe334260fb92922d17ce08923945a50897018d8cc502,multijoint_boundary,0.0,1.0,0.8593593333333334,3.0,2,"{""conic_solved"":3}"
panda,3dbe4fb018e292c481e17edc9aef4e43f392a5d64a82b0ccf35eeab1c1970a59,relative,1d1127453946ad816f90fe334260fb92922d17ce08923945a50897018d8cc502,multijoint_boundary,0.5,1.0,0.5080323333333333,2.0,1,"{""relative_progress"":3}"
panda,3dbe4fb018e292c481e17edc9aef4e43f392a5d64a82b0ccf35eeab1c1970a59,fixed_qp1,1d1127453946ad816f90fe334260fb92922d17ce08923945a50897018d8cc502,multijoint_boundary,0.5,1.0,0.4963946666666667,2.0,1,"{""fixed_budget"":3}"
panda,3dbe4fb018e292c481e17edc9aef4e43f392a5d64a82b0ccf35eeab1c1970a59,fixed_qp2,1d1127453946ad816f90fe334260fb92922d17ce08923945a50897018d8cc502,multijoint_boundary,0.5,1.0,0.664262,3.0,2,"{""fixed_budget"":3}"
panda,3dbe4fb018e292c481e17edc9aef4e43f392a5d64a82b0ccf35eeab1c1970a59,tight,1d1127453946ad816f90fe334260fb92922d17ce08923945a50897018d8cc502,multijoint_boundary,0.5,1.0,2.1962033333333335,12.0,11,"{""tight_gap"":3}"
panda,3dbe4fb018e292c481e17edc9aef4e43f392a5d64a82b0ccf35eeab1c1970a59,clarabel,1d1127453946ad816f90fe334260fb92922d17ce08923945a50897018d8cc502,multijoint_boundary,0.5,1.0,0.7379253333333333,3.0,2,"{""conic_solved"":3}"
panda,ef6d98e6baa4a7e7991256d50a944b759a1f639034203b1f9f26ee2c0b46fafb,relative,1d1127453946ad816f90fe334260fb92922d17ce08923945a50897018d8cc502,multijoint_boundary,0.95,1.0,0.5418756666666666,2.0,1,"{""relative_progress"":3}"
panda,ef6d98e6baa4a7e7991256d50a944b759a1f639034203b1f9f26ee2c0b46fafb,fixed_qp1,1d1127453946ad816f90fe334260fb92922d17ce08923945a50897018d8cc502,multijoint_boundary,0.95,1.0,0.5132626666666666,2.0,1,"{""fixed_budget"":3}"
panda,ef6d98e6baa4a7e7991256d50a944b759a1f639034203b1f9f26ee2c0b46fafb,fixed_qp2,1d1127453946ad816f90fe334260fb92922d17ce08923945a50897018d8cc502,multijoint_boundary,0.95,1.0,0.6964746666666666,3.0,2,"{""fixed_budget"":3}"
panda,ef6d98e6baa4a7e7991256d50a944b759a1f639034203b1f9f26ee2c0b46fafb,tight,1d1127453946ad816f90fe334260fb92922d17ce08923945a50897018d8cc502,multijoint_boundary,0.95,1.0,2.161005,12.0,11,"{""tight_gap"":3}"
panda,ef6d98e6baa4a7e7991256d50a944b759a1f639034203b1f9f26ee2c0b46fafb,clarabel,1d1127453946ad816f90fe334260fb92922d17ce08923945a50897018d8cc502,multijoint_boundary,0.95,1.0,0.753254,3.0,2,"{""conic_solved"":3}"
panda,92fa7628047fa954e563edcbb417c66ef7e4c87d91468d2bb8da30da67996e99,relative,fc5e70c4f790e50a6808e8c23bd67e4a9fcb2064f6402c57d73e45874462783b,regular,0.0,1.0,0.27195733333333333,1.0,1,{}
panda,92fa7628047fa954e563edcbb417c66ef7e4c87d91468d2bb8da30da67996e99,fixed_qp1,fc5e70c4f790e50a6808e8c23bd67e4a9fcb2064f6402c57d73e45874462783b,regular,0.0,1.0,0.2731036666666667,1.0,1,{}
panda,92fa7628047fa954e563edcbb417c66ef7e4c87d91468d2bb8da30da67996e99,fixed_qp2,fc5e70c4f790e50a6808e8c23bd67e4a9fcb2064f6402c57d73e45874462783b,regular,0.0,1.0,0.2870826666666667,1.0,1,{}
panda,92fa7628047fa954e563edcbb417c66ef7e4c87d91468d2bb8da30da67996e99,tight,fc5e70c4f790e50a6808e8c23bd67e4a9fcb2064f6402c57d73e45874462783b,regular,0.0,1.0,0.2720766666666667,1.0,1,{}
panda,92fa7628047fa954e563edcbb417c66ef7e4c87d91468d2bb8da30da67996e99,clarabel,fc5e70c4f790e50a6808e8c23bd67e4a9fcb2064f6402c57d73e45874462783b,regular,0.0,1.0,0.28368766666666667,1.0,1,{}
panda,cd0f3240962d09bd2c8e76ec39c42af13ea53054fa992011e7e034b352738f8a,relative,fc5e70c4f790e50a6808e8c23bd67e4a9fcb2064f6402c57d73e45874462783b,regular,0.5,1.0,0.2809233333333333,1.0,1,{}
panda,cd0f3240962d09bd2c8e76ec39c42af13ea53054fa992011e7e034b352738f8a,fixed_qp1,fc5e70c4f790e50a6808e8c23bd67e4a9fcb2064f6402c57d73e45874462783b,regular,0.5,1.0,0.267755,1.0,1,{}
panda,cd0f3240962d09bd2c8e76ec39c42af13ea53054fa992011e7e034b352738f8a,fixed_qp2,fc5e70c4f790e50a6808e8c23bd67e4a9fcb2064f6402c57d73e45874462783b,regular,0.5,1.0,0.279361,1.0,1,{}
panda,cd0f3240962d09bd2c8e76ec39c42af13ea53054fa992011e7e034b352738f8a,tight,fc5e70c4f790e50a6808e8c23bd67e4a9fcb2064f6402c57d73e45874462783b,regular,0.5,1.0,0.26751,1.0,1,{}
panda,cd0f3240962d09bd2c8e76ec39c42af13ea53054fa992011e7e034b352738f8a,clarabel,fc5e70c4f790e50a6808e8c23bd67e4a9fcb2064f6402c57d73e45874462783b,regular,0.5,1.0,0.27893866666666667,1.0,1,{}
panda,c6c4d26796fb45852c66063302608c33cae6a83ff6464061842aac227398680f,relative,fc5e70c4f790e50a6808e8c23bd67e4a9fcb2064f6402c57d73e45874462783b,regular,0.95,1.0,0.274092,1.0,1,{}
panda,c6c4d26796fb45852c66063302608c33cae6a83ff6464061842aac227398680f,fixed_qp1,fc5e70c4f790e50a6808e8c23bd67e4a9fcb2064f6402c57d73e45874462783b,regular,0.95,1.0,0.284834,1.0,1,{}
panda,c6c4d26796fb45852c66063302608c33cae6a83ff6464061842aac227398680f,fixed_qp2,fc5e70c4f790e50a6808e8c23bd67e4a9fcb2064f6402c57d73e45874462783b,regular,0.95,1.0,0.2791746666666667,1.0,1,{}
panda,c6c4d26796fb45852c66063302608c33cae6a83ff6464061842aac227398680f,tight,fc5e70c4f790e50a6808e8c23bd67e4a9fcb2064f6402c57d73e45874462783b,regular,0.95,1.0,0.284116,1.0,1,{}
panda,c6c4d26796fb45852c66063302608c33cae6a83ff6464061842aac227398680f,clarabel,fc5e70c4f790e50a6808e8c23bd67e4a9fcb2064f6402c57d73e45874462783b,regular,0.95,1.0,0.2690893333333333,1.0,1,{}
panda,32aad7e34346bab54bef8f46d4438c712e03f7650f67a5a803e8b9ca47704ad5,relative,fc5e70c4f790e50a6808e8c23bd67e4a9fcb2064f6402c57d73e45874462783b,high_utilization,0.0,1.0,0.29242,1.0,1,{}
panda,32aad7e34346bab54bef8f46d4438c712e03f7650f67a5a803e8b9ca47704ad5,fixed_qp1,fc5e70c4f790e50a6808e8c23bd67e4a9fcb2064f6402c57d73e45874462783b,high_utilization,0.0,1.0,0.2690196666666667,1.0,1,{}
panda,32aad7e34346bab54bef8f46d4438c712e03f7650f67a5a803e8b9ca47704ad5,fixed_qp2,fc5e70c4f790e50a6808e8c23bd67e4a9fcb2064f6402c57d73e45874462783b,high_utilization,0.0,1.0,0.2733696666666667,1.0,1,{}
panda,32aad7e34346bab54bef8f46d4438c712e03f7650f67a5a803e8b9ca47704ad5,tight,fc5e70c4f790e50a6808e8c23bd67e4a9fcb2064f6402c57d73e45874462783b,high_utilization,0.0,1.0,0.285991,1.0,1,{}
panda,32aad7e34346bab54bef8f46d4438c712e03f7650f67a5a803e8b9ca47704ad5,clarabel,fc5e70c4f790e50a6808e8c23bd67e4a9fcb2064f6402c57d73e45874462783b,high_utilization,0.0,1.0,0.28006733333333333,1.0,1,{}
panda,baada1422ab39ea037ff14a932a47570fb3549d9ac8c4a49e48f4baf7de6c391,relative,fc5e70c4f790e50a6808e8c23bd67e4a9fcb2064f6402c57d73e45874462783b,high_utilization,0.5,1.0,0.3081663333333333,1.0,1,{}
panda,baada1422ab39ea037ff14a932a47570fb3549d9ac8c4a49e48f4baf7de6c391,fixed_qp1,fc5e70c4f790e50a6808e8c23bd67e4a9fcb2064f6402c57d73e45874462783b,high_utilization,0.5,1.0,0.293975,1.0,1,{}
panda,baada1422ab39ea037ff14a932a47570fb3549d9ac8c4a49e48f4baf7de6c391,fixed_qp2,fc5e70c4f790e50a6808e8c23bd67e4a9fcb2064f6402c57d73e45874462783b,high_utilization,0.5,1.0,0.3079923333333333,1.0,1,{}
panda,baada1422ab39ea037ff14a932a47570fb3549d9ac8c4a49e48f4baf7de6c391,tight,fc5e70c4f790e50a6808e8c23bd67e4a9fcb2064f6402c57d73e45874462783b,high_utilization,0.5,1.0,0.3015383333333333,1.0,1,{}
panda,baada1422ab39ea037ff14a932a47570fb3549d9ac8c4a49e48f4baf7de6c391,clarabel,fc5e70c4f790e50a6808e8c23bd67e4a9fcb2064f6402c57d73e45874462783b,high_utilization,0.5,1.0,0.29211366666666666,1.0,1,{}
panda,47c2a78e52d8fcd891387d0258edc782ea7efcc192d1e7a422af4277314ea90c,relative,fc5e70c4f790e50a6808e8c23bd67e4a9fcb2064f6402c57d73e45874462783b,high_utilization,0.95,1.0,0.29097633333333334,1.0,1,{}
panda,47c2a78e52d8fcd891387d0258edc782ea7efcc192d1e7a422af4277314ea90c,fixed_qp1,fc5e70c4f790e50a6808e8c23bd67e4a9fcb2064f6402c57d73e45874462783b,high_utilization,0.95,1.0,0.3041083333333333,1.0,1,{}
panda,47c2a78e52d8fcd891387d0258edc782ea7efcc192d1e7a422af4277314ea90c,fixed_qp2,fc5e70c4f790e50a6808e8c23bd67e4a9fcb2064f6402c57d73e45874462783b,high_utilization,0.95,1.0,0.301086,1.0,1,{}
panda,47c2a78e52d8fcd891387d0258edc782ea7efcc192d1e7a422af4277314ea90c,tight,fc5e70c4f790e50a6808e8c23bd67e4a9fcb2064f6402c57d73e45874462783b,high_utilization,0.95,1.0,0.3061063333333333,1.0,1,{}
panda,47c2a78e52d8fcd891387d0258edc782ea7efcc192d1e7a422af4277314ea90c,clarabel,fc5e70c4f790e50a6808e8c23bd67e4a9fcb2064f6402c57d73e45874462783b,high_utilization,0.95,1.0,0.301408,1.0,1,{}
panda,3ac8f8a95359ebf1967c9c26c5a2a3e3eeab7026c812cf08bd676e743c22e5da,relative,fc5e70c4f790e50a6808e8c23bd67e4a9fcb2064f6402c57d73e45874462783b,multijoint_boundary,0.0,1.0,0.5910166666666666,2.0,1,"{""relative_progress"":3}"
panda,3ac8f8a95359ebf1967c9c26c5a2a3e3eeab7026c812cf08bd676e743c22e5da,fixed_qp1,fc5e70c4f790e50a6808e8c23bd67e4a9fcb2064f6402c57d73e45874462783b,multijoint_boundary,0.0,1.0,0.5521736666666667,2.0,1,"{""fixed_budget"":3}"
panda,3ac8f8a95359ebf1967c9c26c5a2a3e3eeab7026c812cf08bd676e743c22e5da,fixed_qp2,fc5e70c4f790e50a6808e8c23bd67e4a9fcb2064f6402c57d73e45874462783b,multijoint_boundary,0.0,1.0,0.8043996666666666,3.0,2,"{""fixed_budget"":3}"
panda,3ac8f8a95359ebf1967c9c26c5a2a3e3eeab7026c812cf08bd676e743c22e5da,tight,fc5e70c4f790e50a6808e8c23bd67e4a9fcb2064f6402c57d73e45874462783b,multijoint_boundary,0.0,1.0,1.3893996666666668,6.0,5,"{""tight_gap"":3}"
panda,3ac8f8a95359ebf1967c9c26c5a2a3e3eeab7026c812cf08bd676e743c22e5da,clarabel,fc5e70c4f790e50a6808e8c23bd67e4a9fcb2064f6402c57d73e45874462783b,multijoint_boundary,0.0,1.0,0.8134956666666666,3.0,2,"{""conic_solved"":3}"
panda,23de2a0314440234c1284b95a9824a76602dab5b2f909935169529f72eb6a260,relative,fc5e70c4f790e50a6808e8c23bd67e4a9fcb2064f6402c57d73e45874462783b,multijoint_boundary,0.5,1.0,0.5372313333333334,2.0,1,"{""relative_progress"":3}"
panda,23de2a0314440234c1284b95a9824a76602dab5b2f909935169529f72eb6a260,fixed_qp1,fc5e70c4f790e50a6808e8c23bd67e4a9fcb2064f6402c57d73e45874462783b,multijoint_boundary,0.5,1.0,0.5094546666666667,2.0,1,"{""fixed_budget"":3}"
panda,23de2a0314440234c1284b95a9824a76602dab5b2f909935169529f72eb6a260,fixed_qp2,fc5e70c4f790e50a6808e8c23bd67e4a9fcb2064f6402c57d73e45874462783b,multijoint_boundary,0.5,1.0,0.7034146666666666,3.0,2,"{""fixed_budget"":3}"
panda,23de2a0314440234c1284b95a9824a76602dab5b2f909935169529f72eb6a260,tight,fc5e70c4f790e50a6808e8c23bd67e4a9fcb2064f6402c57d73e45874462783b,multijoint_boundary,0.5,1.0,0.8764103333333334,4.0,3,"{""tight_gap"":3}"
panda,23de2a0314440234c1284b95a9824a76602dab5b2f909935169529f72eb6a260,clarabel,fc5e70c4f790e50a6808e8c23bd67e4a9fcb2064f6402c57d73e45874462783b,multijoint_boundary,0.5,1.0,0.7780086666666667,3.0,2,"{""conic_solved"":3}"
panda,883a9afcc968361794f49eb0ca987a604b56ee0007534721069b401e8298cea8,relative,fc5e70c4f790e50a6808e8c23bd67e4a9fcb2064f6402c57d73e45874462783b,multijoint_boundary,0.95,1.0,0.5457626666666666,2.0,1,"{""relative_progress"":3}"
panda,883a9afcc968361794f49eb0ca987a604b56ee0007534721069b401e8298cea8,fixed_qp1,fc5e70c4f790e50a6808e8c23bd67e4a9fcb2064f6402c57d73e45874462783b,multijoint_boundary,0.95,1.0,0.5137766666666667,2.0,1,"{""fixed_budget"":3}"
panda,883a9afcc968361794f49eb0ca987a604b56ee0007534721069b401e8298cea8,fixed_qp2,fc5e70c4f790e50a6808e8c23bd67e4a9fcb2064f6402c57d73e45874462783b,multijoint_boundary,0.95,1.0,0.694875,3.0,2,"{""fixed_budget"":3}"
panda,883a9afcc968361794f49eb0ca987a604b56ee0007534721069b401e8298cea8,tight,fc5e70c4f790e50a6808e8c23bd67e4a9fcb2064f6402c57d73e45874462783b,multijoint_boundary,0.95,1.0,0.9092586666666667,4.0,3,"{""tight_gap"":3}"
panda,883a9afcc968361794f49eb0ca987a604b56ee0007534721069b401e8298cea8,clarabel,fc5e70c4f790e50a6808e8c23bd67e4a9fcb2064f6402c57d73e45874462783b,multijoint_boundary,0.95,1.0,0.741848,3.0,2,"{""conic_solved"":3}"
panda,045f980d7092e5bd500fde26005bc8acd68d7495f494d4c4512e79a3f8c668a3,relative,13564bced9ab445ac47e7fbe2563b5a22a4356c8bee72ac3ac8b70416c3653bf,regular,0.0,1.0,0.2835413333333333,1.0,1,{}
panda,045f980d7092e5bd500fde26005bc8acd68d7495f494d4c4512e79a3f8c668a3,fixed_qp1,13564bced9ab445ac47e7fbe2563b5a22a4356c8bee72ac3ac8b70416c3653bf,regular,0.0,1.0,0.2813323333333333,1.0,1,{}
panda,045f980d7092e5bd500fde26005bc8acd68d7495f494d4c4512e79a3f8c668a3,fixed_qp2,13564bced9ab445ac47e7fbe2563b5a22a4356c8bee72ac3ac8b70416c3653bf,regular,0.0,1.0,0.277955,1.0,1,{}
panda,045f980d7092e5bd500fde26005bc8acd68d7495f494d4c4512e79a3f8c668a3,tight,13564bced9ab445ac47e7fbe2563b5a22a4356c8bee72ac3ac8b70416c3653bf,regular,0.0,1.0,0.28271033333333334,1.0,1,{}
panda,045f980d7092e5bd500fde26005bc8acd68d7495f494d4c4512e79a3f8c668a3,clarabel,13564bced9ab445ac47e7fbe2563b5a22a4356c8bee72ac3ac8b70416c3653bf,regular,0.0,1.0,0.2839166666666667,1.0,1,{}
panda,709171813ea12620f0b9732a9b0d8d771b41f4de0adf9e77984453bd2be7b631,relative,13564bced9ab445ac47e7fbe2563b5a22a4356c8bee72ac3ac8b70416c3653bf,regular,0.5,1.0,0.280049,1.0,1,{}
panda,709171813ea12620f0b9732a9b0d8d771b41f4de0adf9e77984453bd2be7b631,fixed_qp1,13564bced9ab445ac47e7fbe2563b5a22a4356c8bee72ac3ac8b70416c3653bf,regular,0.5,1.0,0.2825,1.0,1,{}
panda,709171813ea12620f0b9732a9b0d8d771b41f4de0adf9e77984453bd2be7b631,fixed_qp2,13564bced9ab445ac47e7fbe2563b5a22a4356c8bee72ac3ac8b70416c3653bf,regular,0.5,1.0,0.2806846666666667,1.0,1,{}
panda,709171813ea12620f0b9732a9b0d8d771b41f4de0adf9e77984453bd2be7b631,tight,13564bced9ab445ac47e7fbe2563b5a22a4356c8bee72ac3ac8b70416c3653bf,regular,0.5,1.0,0.2700843333333333,1.0,1,{}
panda,709171813ea12620f0b9732a9b0d8d771b41f4de0adf9e77984453bd2be7b631,clarabel,13564bced9ab445ac47e7fbe2563b5a22a4356c8bee72ac3ac8b70416c3653bf,regular,0.5,1.0,0.286113,1.0,1,{}
panda,4989ca29361cfa0d4feac64af30476c9fcef75f87ff97332b4ec8eb76d4953e8,relative,13564bced9ab445ac47e7fbe2563b5a22a4356c8bee72ac3ac8b70416c3653bf,regular,0.95,1.0,0.2657813333333333,1.0,1,{}
panda,4989ca29361cfa0d4feac64af30476c9fcef75f87ff97332b4ec8eb76d4953e8,fixed_qp1,13564bced9ab445ac47e7fbe2563b5a22a4356c8bee72ac3ac8b70416c3653bf,regular,0.95,1.0,0.27018133333333333,1.0,1,{}
panda,4989ca29361cfa0d4feac64af30476c9fcef75f87ff97332b4ec8eb76d4953e8,fixed_qp2,13564bced9ab445ac47e7fbe2563b5a22a4356c8bee72ac3ac8b70416c3653bf,regular,0.95,1.0,0.2863106666666667,1.0,1,{}
panda,4989ca29361cfa0d4feac64af30476c9fcef75f87ff97332b4ec8eb76d4953e8,tight,13564bced9ab445ac47e7fbe2563b5a22a4356c8bee72ac3ac8b70416c3653bf,regular,0.95,1.0,0.2698273333333333,1.0,1,{}
panda,4989ca29361cfa0d4feac64af30476c9fcef75f87ff97332b4ec8eb76d4953e8,clarabel,13564bced9ab445ac47e7fbe2563b5a22a4356c8bee72ac3ac8b70416c3653bf,regular,0.95,1.0,0.2785763333333333,1.0,1,{}
panda,d43df6a5409b4edf62cb686b4ac49685bcc65a9cb879131e5709ccc4c9cf86bb,relative,13564bced9ab445ac47e7fbe2563b5a22a4356c8bee72ac3ac8b70416c3653bf,high_utilization,0.0,1.0,0.444046,2.0,1,"{""relative_progress"":3}"
panda,d43df6a5409b4edf62cb686b4ac49685bcc65a9cb879131e5709ccc4c9cf86bb,fixed_qp1,13564bced9ab445ac47e7fbe2563b5a22a4356c8bee72ac3ac8b70416c3653bf,high_utilization,0.0,1.0,0.4198283333333333,2.0,1,"{""fixed_budget"":3}"
panda,d43df6a5409b4edf62cb686b4ac49685bcc65a9cb879131e5709ccc4c9cf86bb,fixed_qp2,13564bced9ab445ac47e7fbe2563b5a22a4356c8bee72ac3ac8b70416c3653bf,high_utilization,0.0,1.0,0.5640726666666667,3.0,2,"{""fixed_budget"":3}"
panda,d43df6a5409b4edf62cb686b4ac49685bcc65a9cb879131e5709ccc4c9cf86bb,tight,13564bced9ab445ac47e7fbe2563b5a22a4356c8bee72ac3ac8b70416c3653bf,high_utilization,0.0,1.0,0.7139476666666666,4.0,3,"{""tight_gap"":3}"
panda,d43df6a5409b4edf62cb686b4ac49685bcc65a9cb879131e5709ccc4c9cf86bb,clarabel,13564bced9ab445ac47e7fbe2563b5a22a4356c8bee72ac3ac8b70416c3653bf,high_utilization,0.0,1.0,0.6560366666666666,3.0,2,"{""conic_solved"":3}"
panda,a30332e368b2a4c8594a487ba92a2d12bd2cdedfb1f15c118d74ccfbddd49961,relative,13564bced9ab445ac47e7fbe2563b5a22a4356c8bee72ac3ac8b70416c3653bf,high_utilization,0.5,1.0,0.45672033333333334,2.0,1,"{""relative_progress"":3}"
panda,a30332e368b2a4c8594a487ba92a2d12bd2cdedfb1f15c118d74ccfbddd49961,fixed_qp1,13564bced9ab445ac47e7fbe2563b5a22a4356c8bee72ac3ac8b70416c3653bf,high_utilization,0.5,1.0,0.41699933333333333,2.0,1,"{""fixed_budget"":3}"
panda,a30332e368b2a4c8594a487ba92a2d12bd2cdedfb1f15c118d74ccfbddd49961,fixed_qp2,13564bced9ab445ac47e7fbe2563b5a22a4356c8bee72ac3ac8b70416c3653bf,high_utilization,0.5,1.0,0.5725996666666666,3.0,2,"{""fixed_budget"":3}"
panda,a30332e368b2a4c8594a487ba92a2d12bd2cdedfb1f15c118d74ccfbddd49961,tight,13564bced9ab445ac47e7fbe2563b5a22a4356c8bee72ac3ac8b70416c3653bf,high_utilization,0.5,1.0,0.7075496666666666,4.0,3,"{""tight_gap"":3}"
