robot,scale,method,witness_feasible,family,calls,units,verified_success,internal_success,accepted_within_20ms,returned_within_5ms,returned_within_20ms,total_latency_ns,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_mean_ms,latency_max_ms,internal_failure__task_reject,internal_failure__task_accept,internal_success__task_reject,internal_success__task_accept,accepted_position,accepted_orientation,all_returned_position,all_returned_orientation,joint_rejections,velocity_rejections,native_failure_task_accept,missed_calls,misses_per_sweep,any_repeat_missed_uids,all_repeats_missed_uids,false_acceptances
panda,2.0,trac_task_5ms,True,local,600,200,1.0,1.0,1.0,1.0,1.0,119419596,0.191255,0.23125454999999995,0.2880221299999998,0.19903266,1.18618,0,0,0,600,"{'p50': 6.553650528143772e-05, 'p95': 0.0008268263515142578, 'p99': 0.0011988005534211447, 'mean': 0.00015340498999471267, 'max': 0.0017057290015189165}","{'p50': 9.823346060879257e-05, 'p95': 0.006032405396399955, 'p99': 0.009136067178789597, 'mean': 0.000609963938963285, 'max': 0.01044927226139221}","{'p50': 6.553650528143772e-05, 'p95': 0.0008268263515142578, 'p99': 0.0011988005534211447, 'mean': 0.00015340498999471267, 'max': 0.0017057290015189165}","{'p50': 9.823346060879257e-05, 'p95': 0.006032405396399955, 'p99': 0.009136067178789597, 'mean': 0.000609963938963285, 'max': 0.01044927226139221}",0,0,0,0,0.0,0,0,0
panda,2.0,trac_task_5ms,True,near_limit,300,100,1.0,1.0,1.0,1.0,1.0,60005812,0.19132,0.23224850000000002,0.31187171999999996,0.20001937333333336,1.036684,0,0,0,300,"{'p50': 6.109315842822108e-05, 'p95': 0.00046931268438565437, 'p99': 0.0015742474661044332, 'mean': 0.00012927773901677913, 'max': 0.0018806394279469974}","{'p50': 8.147907750706744e-05, 'p95': 0.0008871191331050826, 'p99': 0.008220895145645538, 'mean': 0.00037429272780254753, 'max': 0.009088428537952482}","{'p50': 6.109315842822108e-05, 'p95': 0.00046931268438565437, 'p99': 0.0015742474661044332, 'mean': 0.00012927773901677913, 'max': 0.0018806394279469974}","{'p50': 8.147907750706744e-05, 'p95': 0.0008871191331050826, 'p99': 0.008220895145645538, 'mean': 0.00037429272780254753, 'max': 0.009088428537952482}",0,0,0,0,0.0,0,0,0
panda,2.0,trac_task_5ms,True,near_singular,300,100,1.0,1.0,1.0,1.0,1.0,60918340,0.1940065,0.25264565,0.31585397999999926,0.20306113333333334,0.564376,0,0,0,300,"{'p50': 7.505263422868388e-05, 'p95': 0.0010596124551792777, 'p99': 0.0014218879934808889, 'mean': 0.0001990516248623013, 'max': 0.0014699985398847308}","{'p50': 0.0001322427414047591, 'p95': 0.005250683256611703, 'p99': 0.007478177169643164, 'mean': 0.0006999617343721394, 'max': 0.01204466731385665}","{'p50': 7.505263422868388e-05, 'p95': 0.0010596124551792777, 'p99': 0.0014218879934808889, 'mean': 0.0001990516248623013, 'max': 0.0014699985398847308}","{'p50': 0.0001322427414047591, 'p95': 0.005250683256611703, 'p99': 0.007478177169643164, 'mean': 0.0006999617343721394, 'max': 0.01204466731385665}",0,0,0,0,0.0,0,0,0
ur5e,0.5,trac_strict_5ms,True,hard_feasible,300,100,1.0,1.0,1.0,1.0,1.0,62105595,0.20132650000000002,0.25103375000000006,0.28096764999999996,0.20701865,0.34871,0,0,0,300,"{'p50': 1.9345977475504598e-07, 'p95': 7.420992271663991e-06, 'p99': 1.2049730924057674e-05, 'mean': 1.8729437781152436e-06, 'max': 1.2125397936633537e-05}","{'p50': 9.208236802828201e-08, 'p95': 9.440506388841288e-06, 'p99': 1.024083726546742e-05, 'mean': 2.004524575662444e-06, 'max': 1.2658810238970426e-05}","{'p50': 1.9345977475504598e-07, 'p95': 7.420992271663991e-06, 'p99': 1.2049730924057674e-05, 'mean': 1.8729437781152436e-06, 'max': 1.2125397936633537e-05}","{'p50': 9.208236802828201e-08, 'p95': 9.440506388841288e-06, 'p99': 1.024083726546742e-05, 'mean': 2.004524575662444e-06, 'max': 1.2658810238970426e-05}",0,0,0,0,0.0,0,0,0
ur5e,0.5,trac_strict_5ms,True,local,600,200,1.0,1.0,1.0,1.0,1.0,117792239,0.190768,0.22934935,0.30255702,0.1963203983333333,0.415776,0,0,0,600,"{'p50': 4.29186511908666e-08, 'p95': 5.0054846098561506e-06, 'p99': 7.742766373199137e-06, 'mean': 7.05485372465092e-07, 'max': 1.1258624411172583e-05}","{'p50': 2.5695225858553682e-08, 'p95': 1.8268812382177971e-06, 'p99': 9.113907829564482e-06, 'mean': 4.117722934051906e-07, 'max': 1.011089540184467e-05}","{'p50': 4.29186511908666e-08, 'p95': 5.0054846098561506e-06, 'p99': 7.742766373199137e-06, 'mean': 7.05485372465092e-07, 'max': 1.1258624411172583e-05}","{'p50': 2.5695225858553682e-08, 'p95': 1.8268812382177971e-06, 'p99': 9.113907829564482e-06, 'mean': 4.117722934051906e-07, 'max': 1.011089540184467e-05}",0,0,0,0,0.0,0,0,0
ur5e,0.5,trac_strict_5ms,True,near_limit,300,100,1.0,1.0,1.0,1.0,1.0,59570633,0.1910735,0.2448371500000001,0.3262304,0.19856877666666667,0.344426,0,0,0,300,"{'p50': 9.219781033505364e-08, 'p95': 5.804479616523285e-06, 'p99': 9.492353248349297e-06, 'mean': 9.428834046029428e-07, 'max': 1.235122591295707e-05}","{'p50': 5.423927907320563e-08, 'p95': 5.566607302478505e-06, 'p99': 1.1091400258141993e-05, 'mean': 7.125628912166685e-07, 'max': 1.2340072380932172e-05}","{'p50': 9.219781033505364e-08, 'p95': 5.804479616523285e-06, 'p99': 9.492353248349297e-06, 'mean': 9.428834046029428e-07, 'max': 1.235122591295707e-05}","{'p50': 5.423927907320563e-08, 'p95': 5.566607302478505e-06, 'p99': 1.1091400258141993e-05, 'mean': 7.125628912166685e-07, 'max': 1.2340072380932172e-05}",0,0,0,0,0.0,0,0,0
ur5e,0.5,trac_strict_5ms,True,near_singular,300,100,1.0,1.0,1.0,1.0,1.0,65666404,0.2036985,0.28961625,0.49148103999999965,0.21888801333333333,0.974097,0,0,0,300,"{'p50': 1.0746661475817788e-06, 'p95': 9.768349680636095e-06, 'p99': 1.2291586683595546e-05, 'mean': 2.6003200717320186e-06, 'max': 1.4021452643795733e-05}","{'p50': 7.931558316566369e-08, 'p95': 3.6363423095037113e-06, 'p99': 5.987276167730831e-06, 'mean': 7.129844134517091e-07, 'max': 6.530249371059356e-06}","{'p50': 1.0746661475817788e-06, 'p95': 9.768349680636095e-06, 'p99': 1.2291586683595546e-05, 'mean': 2.6003200717320186e-06, 'max': 1.4021452643795733e-05}","{'p50': 7.931558316566369e-08, 'p95': 3.6363423095037113e-06, 'p99': 5.987276167730831e-06, 'mean': 7.129844134517091e-07, 'max': 6.530249371059356e-06}",0,0,0,0,0.0,0,0,0
ur5e,0.5,dls_task,True,hard_feasible,100,100,1.0,1.0,1.0,0.99,1.0,103456503,0.8553355,2.03451025,4.128213140000005,1.03456503,5.058233,0,0,0,100,"{'p50': 1.4097324241238457e-05, 'p95': 0.0004613813726385933, 'p99': 0.0004949295694666578, 'mean': 0.00011534201083739075, 'max': 0.0004976666979784497}","{'p50': 1.9314258168873566e-05, 'p95': 0.002251581522689171, 'p99': 0.003263311018107562, 'mean': 0.0003257355998943935, 'max': 0.0033183254608264703}","{'p50': 1.4097324241238457e-05, 'p95': 0.0004613813726385933, 'p99': 0.0004949295694666578, 'mean': 0.00011534201083739075, 'max': 0.0004976666979784497}","{'p50': 1.9314258168873566e-05, 'p95': 0.002251581522689171, 'p99': 0.003263311018107562, 'mean': 0.0003257355998943935, 'max': 0.0033183254608264703}",0,0,0,0,0.0,0,0,0
ur5e,0.5,dls_task,True,local,200,200,1.0,1.0,1.0,1.0,1.0,113984000,0.5415805,0.85674145,0.9124747199999977,0.5699200000000001,1.163998,0,0,0,200,"{'p50': 9.240644375965081e-05, 'p95': 0.0004113474540478669, 'p99': 0.00047236354619732983, 'mean': 0.00013894460374762606, 'max': 0.0004936063722225871}","{'p50': 0.0001513893568223361, 'p95': 0.0008584043821319167, 'p99': 0.0017946870231005884, 'mean': 0.00026449688815149107, 'max': 0.0023402259054483465}","{'p50': 9.240644375965081e-05, 'p95': 0.0004113474540478669, 'p99': 0.00047236354619732983, 'mean': 0.00013894460374762606, 'max': 0.0004936063722225871}","{'p50': 0.0001513893568223361, 'p95': 0.0008584043821319167, 'p99': 0.0017946870231005884, 'mean': 0.00026449688815149107, 'max': 0.0023402259054483465}",0,0,0,0,0.0,0,0,0
ur5e,0.5,dls_task,True,near_limit,100,100,1.0,1.0,1.0,1.0,1.0,60984605,0.5412795,0.8574137000000001,1.7420272900000002,0.6098460499999999,1.768885,0,0,0,100,"{'p50': 0.0001474274069000466, 'p95': 0.0004427138178330431, 'p99': 0.0004948842098678853, 'mean': 0.0001790277690919083, 'max': 0.0004981600189753822}","{'p50': 0.00020266433143612211, 'p95': 0.001469504000368994, 'p99': 0.0024304913537670603, 'mean': 0.0003886576947314413, 'max': 0.003238893765819407}","{'p50': 0.0001474274069000466, 'p95': 0.0004427138178330431, 'p99': 0.0004948842098678853, 'mean': 0.0001790277690919083, 'max': 0.0004981600189753822}","{'p50': 0.00020266433143612211, 'p95': 0.001469504000368994, 'p99': 0.0024304913537670603, 'mean': 0.0003886576947314413, 'max': 0.003238893765819407}",0,0,0,0,0.0,0,0,0
ur5e,0.5,dls_task,True,near_singular,100,100,1.0,1.0,1.0,1.0,1.0,68945736,0.546834,0.887025,1.44094128,0.68945736,1.450869,0,0,0,100,"{'p50': 0.00022339008070723735, 'p95': 0.0004669670243303972, 'p99': 0.0004941726305874471, 'mean': 0.00023821695490321132, 'max': 0.0004973427665043555}","{'p50': 0.0005796210786271999, 'p95': 0.00208869864281673, 'p99': 0.0024415405471751735, 'mean': 0.0007548882051676399, 'max': 0.002485357030417778}","{'p50': 0.00022339008070723735, 'p95': 0.0004669670243303972, 'p99': 0.0004941726305874471, 'mean': 0.00023821695490321132, 'max': 0.0004973427665043555}","{'p50': 0.0005796210786271999, 'p95': 0.00208869864281673, 'p99': 0.0024415405471751735, 'mean': 0.0007548882051676399, 'max': 0.002485357030417778}",0,0,0,0,0.0,0,0,0
ur5e,0.5,trac_task_5ms,True,hard_feasible,300,100,1.0,1.0,1.0,1.0,1.0,59924863,0.19493,0.23468835,0.2816963899999999,0.19974954333333333,0.313455,0,0,0,300,"{'p50': 1.1179030545523938e-05, 'p95': 0.00014009972822334133, 'p99': 0.0002170379091504503, 'mean': 2.9438561798213017e-05, 'max': 0.0002673329569321616}","{'p50': 9.869799309254001e-06, 'p95': 0.00013721340300814136, 'p99': 0.0002794113848471845, 'mean': 4.0365666389894096e-05, 'max': 0.0007556439383348363}","{'p50': 1.1179030545523938e-05, 'p95': 0.00014009972822334133, 'p99': 0.0002170379091504503, 'mean': 2.9438561798213017e-05, 'max': 0.0002673329569321616}","{'p50': 9.869799309254001e-06, 'p95': 0.00013721340300814136, 'p99': 0.0002794113848471845, 'mean': 4.0365666389894096e-05, 'max': 0.0007556439383348363}",0,0,0,0,0.0,0,0,0
ur5e,0.5,trac_task_5ms,True,local,600,200,1.0,1.0,1.0,1.0,1.0,113580212,0.18297249999999998,0.2224322,0.30708527999999996,0.1893003533333333,0.382756,0,0,0,600,"{'p50': 6.020679563751163e-05, 'p95': 0.0002809036832706767, 'p99': 0.0003248965006465626, 'mean': 9.172548629451177e-05, 'max': 0.0003879159781824737}","{'p50': 9.289895792214322e-05, 'p95': 0.0005604851213531972, 'p99': 0.0008044612637430573, 'mean': 0.00016056632836829727, 'max': 0.002150989067047912}","{'p50': 6.020679563751163e-05, 'p95': 0.0002809036832706767, 'p99': 0.0003248965006465626, 'mean': 9.172548629451177e-05, 'max': 0.0003879159781824737}","{'p50': 9.289895792214322e-05, 'p95': 0.0005604851213531972, 'p99': 0.0008044612637430573, 'mean': 0.00016056632836829727, 'max': 0.002150989067047912}",0,0,0,0,0.0,0,0,0
ur5e,0.5,trac_task_5ms,True,near_limit,300,100,1.0,1.0,1.0,1.0,1.0,57709946,0.18535200000000002,0.23828465000000007,0.29786247,0.19236648666666667,0.323463,0,0,0,300,"{'p50': 6.202655705323952e-05, 'p95': 0.0002812472104246727, 'p99': 0.0003457017673414042, 'mean': 9.564622227317842e-05, 'max': 0.00037453180039295086}","{'p50': 8.846188258859173e-05, 'p95': 0.0005246054380094115, 'p99': 0.0009037682246411503, 'mean': 0.00016491566402904948, 'max': 0.0032761481010449346}","{'p50': 6.202655705323952e-05, 'p95': 0.0002812472104246727, 'p99': 0.0003457017673414042, 'mean': 9.564622227317842e-05, 'max': 0.00037453180039295086}","{'p50': 8.846188258859173e-05, 'p95': 0.0005246054380094115, 'p99': 0.0009037682246411503, 'mean': 0.00016491566402904948, 'max': 0.0032761481010449346}",0,0,0,0,0.0,0,0,0
ur5e,0.5,trac_task_5ms,True,near_singular,300,100,1.0,1.0,1.0,1.0,1.0,61521535,0.1907385,0.28850780000000004,0.39866279999999993,0.2050717833333333,1.11468,0,0,0,300,"{'p50': 9.085263035535624e-05, 'p95': 0.0003014277923673105, 'p99': 0.0003770164365707408, 'mean': 0.00011617988580591211, 'max': 0.0004707863040397805}","{'p50': 4.805046001361355e-05, 'p95': 0.0016815214351102129, 'p99': 0.002933293881451329, 'mean': 0.00031280094510436414, 'max': 0.003224705838282752}","{'p50': 9.085263035535624e-05, 'p95': 0.0003014277923673105, 'p99': 0.0003770164365707408, 'mean': 0.00011617988580591211, 'max': 0.0004707863040397805}","{'p50': 4.805046001361355e-05, 'p95': 0.0016815214351102129, 'p99': 0.002933293881451329, 'mean': 0.00031280094510436414, 'max': 0.003224705838282752}",0,0,0,0,0.0,0,0,0
ur5e,1.0,dls_task,True,hard_feasible,100,100,1.0,1.0,1.0,1.0,1.0,84845074,0.8505365,0.9764587999999995,1.7511201900000044,0.84845074,2.616795,0,0,0,100,"{'p50': 2.3232933557597377e-05, 'p95': 0.000899990201606285, 'p99': 0.0009648870674784813, 'mean': 0.00024248537525874025, 'max': 0.0009913985483164696}","{'p50': 3.337944672727444e-05, 'p95': 0.004983926846220855, 'p99': 0.006442667592713901, 'mean': 0.0008950779991506284, 'max': 0.007297124335995173}","{'p50': 2.3232933557597377e-05, 'p95': 0.000899990201606285, 'p99': 0.0009648870674784813, 'mean': 0.00024248537525874025, 'max': 0.0009913985483164696}","{'p50': 3.337944672727444e-05, 'p95': 0.004983926846220855, 'p99': 0.006442667592713901, 'mean': 0.0008950779991506284, 'max': 0.007297124335995173}",0,0,0,0,0.0,0,0,0
ur5e,1.0,dls_task,True,local,200,200,1.0,1.0,1.0,1.0,1.0,110159581,0.5395300000000001,0.56917265,0.8636790799999999,0.550797905,1.43941,0,0,0,200,"{'p50': 0.00010903817591121899, 'p95': 0.0006289034525544352, 'p99': 0.0008944929832615927, 'mean': 0.0001806874010412415, 'max': 0.0009886113294505247}","{'p50': 0.00018022862379794981, 'p95': 0.0012097128220665211, 'p99': 0.0018480308744398173, 'mean': 0.0003348127199569379, 'max': 0.0036945637119176053}","{'p50': 0.00010903817591121899, 'p95': 0.0006289034525544352, 'p99': 0.0008944929832615927, 'mean': 0.0001806874010412415, 'max': 0.0009886113294505247}","{'p50': 0.00018022862379794981, 'p95': 0.0012097128220665211, 'p99': 0.0018480308744398173, 'mean': 0.0003348127199569379, 'max': 0.0036945637119176053}",0,0,0,0,0.0,0,0,0
ur5e,1.0,dls_task,True,near_limit,100,100,1.0,1.0,1.0,1.0,1.0,55167667,0.538947,0.5640703,0.8478656100000017,0.55167667,1.163835,0,0,0,100,"{'p50': 0.0001847282809962521, 'p95': 0.0007646048088729336, 'p99': 0.0008841726214176709, 'mean': 0.0002547645491933296, 'max': 0.0009914574558223914}","{'p50': 0.00034104050883045935, 'p95': 0.0022054104706117086, 'p99': 0.0024304913537670603, 'mean': 0.0005715899345107279, 'max': 0.003238893765819407}","{'p50': 0.0001847282809962521, 'p95': 0.0007646048088729336, 'p99': 0.0008841726214176709, 'mean': 0.0002547645491933296, 'max': 0.0009914574558223914}","{'p50': 0.00034104050883045935, 'p95': 0.0022054104706117086, 'p99': 0.0024304913537670603, 'mean': 0.0005715899345107279, 'max': 0.003238893765819407}",0,0,0,0,0.0,0,0,0
ur5e,1.0,dls_task,True,near_singular,100,100,1.0,1.0,1.0,1.0,1.0,57014874,0.541669,0.8420675,0.8900968900000005,0.5701487399999999,0.981364,0,0,0,100,"{'p50': 0.0004042242758785983, 'p95': 0.0008844832820988878, 'p99': 0.0009778618300742734, 'mean': 0.00043292795850984164, 'max': 0.0009963551977341465}","{'p50': 0.0010774857049251443, 'p95': 0.0026185365035894773, 'p99': 0.004370445151682312, 'mean': 0.0012943456345000568, 'max': 0.0066579568109183555}","{'p50': 0.0004042242758785983, 'p95': 0.0008844832820988878, 'p99': 0.0009778618300742734, 'mean': 0.00043292795850984164, 'max': 0.0009963551977341465}","{'p50': 0.0010774857049251443, 'p95': 0.0026185365035894773, 'p99': 0.004370445151682312, 'mean': 0.0012943456345000568, 'max': 0.0066579568109183555}",0,0,0,0,0.0,0,0,0
ur5e,1.0,trac_task_5ms,True,hard_feasible,300,100,1.0,1.0,1.0,1.0,1.0,58961698,0.191205,0.23324965,0.27218949,0.19653899333333333,0.362752,0,0,0,300,"{'p50': 1.3010576710468161e-05, 'p95': 0.0004918480605443057, 'p99': 0.0006624734478218716, 'mean': 8.1051026109721e-05, 'max': 0.0007048895173352124}","{'p50': 1.5718878469492466e-05, 'p95': 0.0019906348151419685, 'p99': 0.0032657272474536643, 'mean': 0.0002484288931998568, 'max': 0.003559945660786122}","{'p50': 1.3010576710468161e-05, 'p95': 0.0004918480605443057, 'p99': 0.0006624734478218716, 'mean': 8.1051026109721e-05, 'max': 0.0007048895173352124}","{'p50': 1.5718878469492466e-05, 'p95': 0.0019906348151419685, 'p99': 0.0032657272474536643, 'mean': 0.0002484288931998568, 'max': 0.003559945660786122}",0,0,0,0,0.0,0,0,0
ur5e,1.0,trac_task_5ms,True,local,600,200,1.0,1.0,1.0,1.0,1.0,113468747,0.181527,0.2278710999999998,0.3051804,0.1891145783333333,0.464131,0,0,0,600,"{'p50': 8.167259164599476e-05, 'p95': 0.00038892689147984426, 'p99': 0.0006159915211288297, 'mean': 0.00012856201398388608, 'max': 0.000814812883377727}","{'p50': 0.000126914208803835, 'p95': 0.0005828107890333221, 'p99': 0.0008861237719572148, 'mean': 0.00020525446434625902, 'max': 0.0036945637119176053}","{'p50': 8.167259164599476e-05, 'p95': 0.00038892689147984426, 'p99': 0.0006159915211288297, 'mean': 0.00012856201398388608, 'max': 0.000814812883377727}","{'p50': 0.000126914208803835, 'p95': 0.0005828107890333221, 'p99': 0.0008861237719572148, 'mean': 0.00020525446434625902, 'max': 0.0036945637119176053}",0,0,0,0,0.0,0,0,0
ur5e,1.0,trac_task_5ms,True,near_limit,300,100,1.0,1.0,1.0,1.0,1.0,55826116,0.181146,0.20878280000000002,0.26189298999999977,0.18608705333333334,0.419286,0,0,0,300,"{'p50': 9.776783696322999e-05, 'p95': 0.00041953168581788214, 'p99': 0.0005424812144726152, 'mean': 0.00014069342058283294, 'max': 0.0005925566415420496}","{'p50': 0.00013007684215324335, 'p95': 0.0005732781801985354, 'p99': 0.0009054223875729883, 'mean': 0.00020464162762718477, 'max': 0.0010691845178250994}","{'p50': 9.776783696322999e-05, 'p95': 0.00041953168581788214, 'p99': 0.0005424812144726152, 'mean': 0.00014069342058283294, 'max': 0.0005925566415420496}","{'p50': 0.00013007684215324335, 'p95': 0.0005732781801985354, 'p99': 0.0009054223875729883, 'mean': 0.00020464162762718477, 'max': 0.0010691845178250994}",0,0,0,0,0.0,0,0,0
ur5e,1.0,trac_task_5ms,True,near_singular,300,100,1.0,1.0,1.0,1.0,1.0,61396089,0.1869245,0.29390295,0.4397456299999987,0.20465363,1.167273,0,0,0,300,"{'p50': 0.00010141006408990902, 'p95': 0.000626256556957574, 'p99': 0.0007879577974532706, 'mean': 0.00016496464747523237, 'max': 0.0008027369808717161}","{'p50': 4.950827451318519e-05, 'p95': 0.003023064965424015, 'p99': 0.005452743715742719, 'mean': 0.0005317800028352221, 'max': 0.006041552289591975}","{'p50': 0.00010141006408990902, 'p95': 0.000626256556957574, 'p99': 0.0007879577974532706, 'mean': 0.00016496464747523237, 'max': 0.0008027369808717161}","{'p50': 4.950827451318519e-05, 'p95': 0.003023064965424015, 'p99': 0.005452743715742719, 'mean': 0.0005317800028352221, 'max': 0.006041552289591975}",0,0,0,0,0.0,0,0,0
ur5e,1.0,trac_strict_5ms,True,hard_feasible,300,100,1.0,1.0,1.0,1.0,1.0,60758160,0.19738250000000002,0.2385177,0.27017561999999995,0.2025272,0.378411,0,0,0,300,"{'p50': 1.5800619884615616e-07, 'p95': 7.420992271663991e-06, 'p99': 1.2049730924057674e-05, 'mean': 1.8663957442171825e-06, 'max': 1.2125397936633537e-05}","{'p50': 9.208236802828201e-08, 'p95': 9.440506388841288e-06, 'p99': 1.024083726546742e-05, 'mean': 2.0010942758107603e-06, 'max': 1.2658810238970426e-05}","{'p50': 1.5800619884615616e-07, 'p95': 7.420992271663991e-06, 'p99': 1.2049730924057674e-05, 'mean': 1.8663957442171825e-06, 'max': 1.2125397936633537e-05}","{'p50': 9.208236802828201e-08, 'p95': 9.440506388841288e-06, 'p99': 1.024083726546742e-05, 'mean': 2.0010942758107603e-06, 'max': 1.2658810238970426e-05}",0,0,0,0,0.0,0,0,0
ur5e,1.0,trac_strict_5ms,True,local,600,200,1.0,1.0,1.0,1.0,1.0,118776378,0.19036150000000002,0.24229815,0.32328540999999994,0.19796063000000003,0.468742,0,0,0,600,"{'p50': 4.29186511908666e-08, 'p95': 5.0054846098561506e-06, 'p99': 7.742766373199137e-06, 'mean': 7.05485372465092e-07, 'max': 1.1258624411172583e-05}","{'p50': 2.5695225858553682e-08, 'p95': 1.8268812382177971e-06, 'p99': 9.113907829564482e-06, 'mean': 4.117722934051906e-07, 'max': 1.011089540184467e-05}","{'p50': 4.29186511908666e-08, 'p95': 5.0054846098561506e-06, 'p99': 7.742766373199137e-06, 'mean': 7.05485372465092e-07, 'max': 1.1258624411172583e-05}","{'p50': 2.5695225858553682e-08, 'p95': 1.8268812382177971e-06, 'p99': 9.113907829564482e-06, 'mean': 4.117722934051906e-07, 'max': 1.011089540184467e-05}",0,0,0,0,0.0,0,0,0
ur5e,1.0,trac_strict_5ms,True,near_limit,300,100,1.0,1.0,1.0,1.0,1.0,59633200,0.19109500000000001,0.22851575000000002,0.3703066199999993,0.19877733333333333,0.456538,0,0,0,300,"{'p50': 9.219781033505364e-08, 'p95': 5.804479616523285e-06, 'p99': 9.492353248349297e-06, 'mean': 9.428834046029428e-07, 'max': 1.235122591295707e-05}","{'p50': 5.423927907320563e-08, 'p95': 5.566607302478505e-06, 'p99': 1.1091400258141993e-05, 'mean': 7.125628912166685e-07, 'max': 1.2340072380932172e-05}","{'p50': 9.219781033505364e-08, 'p95': 5.804479616523285e-06, 'p99': 9.492353248349297e-06, 'mean': 9.428834046029428e-07, 'max': 1.235122591295707e-05}","{'p50': 5.423927907320563e-08, 'p95': 5.566607302478505e-06, 'p99': 1.1091400258141993e-05, 'mean': 7.125628912166685e-07, 'max': 1.2340072380932172e-05}",0,0,0,0,0.0,0,0,0
ur5e,1.0,trac_strict_5ms,True,near_singular,300,100,1.0,1.0,1.0,1.0,1.0,65825218,0.201511,0.306963,0.5446304499999997,0.21941739333333335,1.1433,0,0,0,300,"{'p50': 1.0478918452837714e-06, 'p95': 9.746792035661325e-06, 'p99': 1.2053746609741904e-05, 'mean': 2.5429388898500126e-06, 'max': 1.2291586683595546e-05}","{'p50': 7.931558316566369e-08, 'p95': 3.654758995547129e-06, 'p99': 5.987276167730831e-06, 'mean': 7.499050601266494e-07, 'max': 8.895459196082685e-06}","{'p50': 1.0478918452837714e-06, 'p95': 9.746792035661325e-06, 'p99': 1.2053746609741904e-05, 'mean': 2.5429388898500126e-06, 'max': 1.2291586683595546e-05}","{'p50': 7.931558316566369e-08, 'p95': 3.654758995547129e-06, 'p99': 5.987276167730831e-06, 'mean': 7.499050601266494e-07, 'max': 8.895459196082685e-06}",0,0,0,0,0.0,0,0,0
ur5e,2.0,dls_task,True,hard_feasible,100,100,1.0,1.0,1.0,1.0,1.0,67082908,0.5480015,0.8763063999999999,1.1606850600000014,0.6708290799999999,1.44393,0,0,0,100,"{'p50': 0.0009599943986952809, 'p95': 0.0018394557408638469, 'p99': 0.0019803318510971638, 'mean': 0.0008541386800569105, 'max': 0.001991104080953264}","{'p50': 0.0017128872742722201, 'p95': 0.007220102520430545, 'p99': 0.008767696698265198, 'mean': 0.002039038901220113, 'max': 0.010093436213987906}","{'p50': 0.0009599943986952809, 'p95': 0.0018394557408638469, 'p99': 0.0019803318510971638, 'mean': 0.0008541386800569105, 'max': 0.001991104080953264}","{'p50': 0.0017128872742722201, 'p95': 0.007220102520430545, 'p99': 0.008767696698265198, 'mean': 0.002039038901220113, 'max': 0.010093436213987906}",0,0,0,0,0.0,0,0,0
ur5e,2.0,dls_task,True,local,200,200,1.0,1.0,1.0,1.0,1.0,106371457,0.5377609999999999,0.5622157999999999,0.5816343299999998,0.5318572850000001,0.641723,0,0,0,200,"{'p50': 0.00011899903085061071, 'p95': 0.0008963042385547492, 'p99': 0.0013624224421175583, 'mean': 0.00022332718962693855, 'max': 0.0014627304432573132}","{'p50': 0.00019534961126551356, 'p95': 0.001655552015633124, 'p99': 0.0116659965362023, 'mean': 0.0005958538434924754, 'max': 0.016178593170797666}","{'p50': 0.00011899903085061071, 'p95': 0.0008963042385547492, 'p99': 0.0013624224421175583, 'mean': 0.00022332718962693855, 'max': 0.0014627304432573132}","{'p50': 0.00019534961126551356, 'p95': 0.001655552015633124, 'p99': 0.0116659965362023, 'mean': 0.0005958538434924754, 'max': 0.016178593170797666}",0,0,0,0,0.0,0,0,0
ur5e,2.0,dls_task,True,near_limit,100,100,1.0,1.0,1.0,1.0,1.0,52134236,0.5387474999999999,0.5622617000000001,0.57598707,0.52134236,0.588072,0,0,0,100,"{'p50': 0.0002242163304594941, 'p95': 0.001417138887026822, 'p99': 0.0017663828286227593, 'mean': 0.0003567696032622032, 'max': 0.0019732771936508712}","{'p50': 0.0003767006442829772, 'p95': 0.005742892576520961, 'p99': 0.012341878148598173, 'mean': 0.0012040327142281457, 'max': 0.016959201568321074}","{'p50': 0.0002242163304594941, 'p95': 0.001417138887026822, 'p99': 0.0017663828286227593, 'mean': 0.0003567696032622032, 'max': 0.0019732771936508712}","{'p50': 0.0003767006442829772, 'p95': 0.005742892576520961, 'p99': 0.012341878148598173, 'mean': 0.0012040327142281457, 'max': 0.016959201568321074}",0,0,0,0,0.0,0,0,0
ur5e,2.0,dls_task,True,near_singular,100,100,1.0,1.0,1.0,1.0,1.0,50820346,0.538594,0.56035795,0.5719473600000001,0.50820346,0.603069,0,0,0,100,"{'p50': 0.0005076512737618329, 'p95': 0.0014251090766875033, 'p99': 0.0017318387096757917, 'mean': 0.0005944640871285087, 'max': 0.0019847766214412363}","{'p50': 0.0013456692167158656, 'p95': 0.006806203253488404, 'p99': 0.013194590873360848, 'mean': 0.0021725574208234432, 'max': 0.013595092636082643}","{'p50': 0.0005076512737618329, 'p95': 0.0014251090766875033, 'p99': 0.0017318387096757917, 'mean': 0.0005944640871285087, 'max': 0.0019847766214412363}","{'p50': 0.0013456692167158656, 'p95': 0.006806203253488404, 'p99': 0.013194590873360848, 'mean': 0.0021725574208234432, 'max': 0.013595092636082643}",0,0,0,0,0.0,0,0,0
