robot,trajectory_uid,selection_rule,family,frame,time_seconds,method,method_label,route,latency_ms,function_evaluations,accepted,fallback_used
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,97,1.94,always_hard,Fixed hard-entry cascade,hard,1.630844,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,98,1.96,always_hard,Fixed hard-entry cascade,hard,1.627305,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,99,1.98,always_hard,Fixed hard-entry cascade,hard,1.658645,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,100,2.0,always_hard,Fixed hard-entry cascade,hard,1.654831,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,101,2.02,always_hard,Fixed hard-entry cascade,hard,1.62576,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,102,2.04,always_hard,Fixed hard-entry cascade,hard,1.639488,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,103,2.06,always_hard,Fixed hard-entry cascade,hard,1.618508,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,104,2.08,always_hard,Fixed hard-entry cascade,hard,1.638782,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,105,2.1,always_hard,Fixed hard-entry cascade,hard,1.641124,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,106,2.12,always_hard,Fixed hard-entry cascade,hard,1.9604,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,107,2.14,always_hard,Fixed hard-entry cascade,hard,1.968258,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,108,2.16,always_hard,Fixed hard-entry cascade,hard,1.96846,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,109,2.18,always_hard,Fixed hard-entry cascade,hard,1.980297,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,110,2.2,always_hard,Fixed hard-entry cascade,hard,1.982374,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,111,2.22,always_hard,Fixed hard-entry cascade,hard,1.957168,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,112,2.24,always_hard,Fixed hard-entry cascade,hard,1.957715,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,113,2.2600000000000002,always_hard,Fixed hard-entry cascade,hard,1.966658,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,114,2.2800000000000002,always_hard,Fixed hard-entry cascade,hard,1.983225,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,115,2.3000000000000003,always_hard,Fixed hard-entry cascade,hard,1.9643,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,116,2.32,always_hard,Fixed hard-entry cascade,hard,1.945447,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,117,2.34,always_hard,Fixed hard-entry cascade,hard,2.14793,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,118,2.36,always_hard,Fixed hard-entry cascade,hard,2.008501,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,119,2.38,always_hard,Fixed hard-entry cascade,hard,1.987504,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,120,2.4,always_hard,Fixed hard-entry cascade,hard,1.965173,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,121,2.42,always_hard,Fixed hard-entry cascade,hard,2.127191,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,122,2.44,always_hard,Fixed hard-entry cascade,hard,1.971226,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,123,2.46,always_hard,Fixed hard-entry cascade,hard,1.954135,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,124,2.48,always_hard,Fixed hard-entry cascade,hard,2.001062,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,125,2.5,always_hard,Fixed hard-entry cascade,hard,1.967416,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,126,2.52,always_hard,Fixed hard-entry cascade,hard,2.142926,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,127,2.54,always_hard,Fixed hard-entry cascade,hard,1.966458,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,128,2.56,always_hard,Fixed hard-entry cascade,hard,1.984044,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,129,2.58,always_hard,Fixed hard-entry cascade,hard,1.97322,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,130,2.6,always_hard,Fixed hard-entry cascade,hard,1.272024,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,131,2.62,always_hard,Fixed hard-entry cascade,hard,1.283571,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,132,2.64,always_hard,Fixed hard-entry cascade,hard,1.619186,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,133,2.66,always_hard,Fixed hard-entry cascade,hard,1.253081,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,134,2.68,always_hard,Fixed hard-entry cascade,hard,1.284261,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,135,2.7,always_hard,Fixed hard-entry cascade,hard,1.608936,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,136,2.72,always_hard,Fixed hard-entry cascade,hard,1.270501,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,137,2.74,always_hard,Fixed hard-entry cascade,hard,1.626719,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,138,2.7600000000000002,always_hard,Fixed hard-entry cascade,hard,1.262749,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,139,2.7800000000000002,always_hard,Fixed hard-entry cascade,hard,1.626225,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,140,2.8000000000000003,always_hard,Fixed hard-entry cascade,hard,1.271702,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,141,2.82,always_hard,Fixed hard-entry cascade,hard,1.645253,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,142,2.84,always_hard,Fixed hard-entry cascade,hard,1.292984,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,143,2.86,always_hard,Fixed hard-entry cascade,hard,1.624742,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,144,2.88,always_hard,Fixed hard-entry cascade,hard,1.283639,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,145,2.9,always_hard,Fixed hard-entry cascade,hard,1.274877,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,146,2.92,always_hard,Fixed hard-entry cascade,hard,1.624897,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,147,2.94,always_hard,Fixed hard-entry cascade,hard,1.283619,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,148,2.96,always_hard,Fixed hard-entry cascade,hard,1.284222,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,149,2.98,always_hard,Fixed hard-entry cascade,hard,1.621761,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,0,0.0,counterfactual_cghik_v4,CG-HIK,easy,2.065753,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,1,0.02,counterfactual_cghik_v4,CG-HIK,easy,1.472212,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,2,0.04,counterfactual_cghik_v4,CG-HIK,easy,1.823382,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,3,0.06,counterfactual_cghik_v4,CG-HIK,easy,1.460125,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,4,0.08,counterfactual_cghik_v4,CG-HIK,easy,2.062831,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,5,0.1,counterfactual_cghik_v4,CG-HIK,easy,1.458204,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,6,0.12,counterfactual_cghik_v4,CG-HIK,easy,1.451906,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,7,0.14,counterfactual_cghik_v4,CG-HIK,easy,1.462009,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,8,0.16,counterfactual_cghik_v4,CG-HIK,easy,1.458713,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,9,0.18,counterfactual_cghik_v4,CG-HIK,easy,1.4521,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,10,0.2,counterfactual_cghik_v4,CG-HIK,easy,1.819092,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,11,0.22,counterfactual_cghik_v4,CG-HIK,easy,1.473525,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,12,0.24,counterfactual_cghik_v4,CG-HIK,easy,1.957851,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,13,0.26,counterfactual_cghik_v4,CG-HIK,easy,1.459417,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,14,0.28,counterfactual_cghik_v4,CG-HIK,easy,1.448854,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,15,0.3,counterfactual_cghik_v4,CG-HIK,easy,1.469369,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,16,0.32,counterfactual_cghik_v4,CG-HIK,easy,1.467869,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,17,0.34,counterfactual_cghik_v4,CG-HIK,easy,1.469245,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,18,0.36,counterfactual_cghik_v4,CG-HIK,easy,1.46129,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,19,0.38,counterfactual_cghik_v4,CG-HIK,easy,1.826,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,20,0.4,counterfactual_cghik_v4,CG-HIK,hard,2.16956,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,21,0.42,counterfactual_cghik_v4,CG-HIK,hard,2.158799,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,22,0.44,counterfactual_cghik_v4,CG-HIK,hard,2.215905,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,23,0.46,counterfactual_cghik_v4,CG-HIK,hard,2.162222,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,24,0.48,counterfactual_cghik_v4,CG-HIK,hard,2.240147,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,25,0.5,counterfactual_cghik_v4,CG-HIK,hard,2.165044,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,26,0.52,counterfactual_cghik_v4,CG-HIK,hard,2.663273,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,27,0.54,counterfactual_cghik_v4,CG-HIK,hard,2.190911,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,28,0.56,counterfactual_cghik_v4,CG-HIK,hard,2.191961,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,29,0.58,counterfactual_cghik_v4,CG-HIK,hard,2.144411,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,30,0.6,counterfactual_cghik_v4,CG-HIK,hard,2.167851,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,31,0.62,counterfactual_cghik_v4,CG-HIK,hard,2.266,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,32,0.64,counterfactual_cghik_v4,CG-HIK,hard,2.154708,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,33,0.66,counterfactual_cghik_v4,CG-HIK,hard,2.416603,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,34,0.68,counterfactual_cghik_v4,CG-HIK,hard,2.165724,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,35,0.7000000000000001,counterfactual_cghik_v4,CG-HIK,hard,1.825571,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,36,0.72,counterfactual_cghik_v4,CG-HIK,hard,1.823819,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,37,0.74,counterfactual_cghik_v4,CG-HIK,hard,1.974558,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,38,0.76,counterfactual_cghik_v4,CG-HIK,hard,1.850098,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,39,0.78,counterfactual_cghik_v4,CG-HIK,hard,1.862119,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,40,0.8,counterfactual_cghik_v4,CG-HIK,hard,2.017603,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,41,0.8200000000000001,counterfactual_cghik_v4,CG-HIK,hard,2.017978,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,42,0.84,counterfactual_cghik_v4,CG-HIK,hard,2.533469,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,43,0.86,counterfactual_cghik_v4,CG-HIK,hard,1.961925,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,44,0.88,counterfactual_cghik_v4,CG-HIK,hard,2.022581,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,45,0.9,counterfactual_cghik_v4,CG-HIK,hard,1.981064,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,46,0.92,counterfactual_cghik_v4,CG-HIK,hard,1.812061,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,47,0.9400000000000001,counterfactual_cghik_v4,CG-HIK,hard,2.010662,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,48,0.96,counterfactual_cghik_v4,CG-HIK,hard,1.959308,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,49,0.98,counterfactual_cghik_v4,CG-HIK,hard,1.962005,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,50,1.0,counterfactual_cghik_v4,CG-HIK,hard,2.053576,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,51,1.02,counterfactual_cghik_v4,CG-HIK,hard,2.000216,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,52,1.04,counterfactual_cghik_v4,CG-HIK,hard,1.920214,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,53,1.06,counterfactual_cghik_v4,CG-HIK,hard,1.861833,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,54,1.08,counterfactual_cghik_v4,CG-HIK,hard,2.702745,8,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,55,1.1,counterfactual_cghik_v4,CG-HIK,hard,2.537366,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,56,1.12,counterfactual_cghik_v4,CG-HIK,hard,2.562808,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,57,1.1400000000000001,counterfactual_cghik_v4,CG-HIK,hard,2.181284,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,58,1.16,counterfactual_cghik_v4,CG-HIK,hard,2.437937,5,True,False
