robot,trajectory_uid,selection_rule,family,frame,time_seconds,method,method_label,route,latency_ms,function_evaluations,accepted,fallback_used
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,59,1.18,counterfactual_cghik_v4,CG-HIK,hard,2.755542,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,60,1.2,counterfactual_cghik_v4,CG-HIK,hard,2.290505,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,61,1.22,counterfactual_cghik_v4,CG-HIK,hard,3.112133,8,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,62,1.24,counterfactual_cghik_v4,CG-HIK,hard,2.131018,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,63,1.26,counterfactual_cghik_v4,CG-HIK,hard,1.838559,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,64,1.28,counterfactual_cghik_v4,CG-HIK,hard,2.053647,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,65,1.3,counterfactual_cghik_v4,CG-HIK,easy,1.794957,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,66,1.32,counterfactual_cghik_v4,CG-HIK,easy,1.457968,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,67,1.34,counterfactual_cghik_v4,CG-HIK,easy,1.857938,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,68,1.36,counterfactual_cghik_v4,CG-HIK,easy,2.344549,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,69,1.3800000000000001,counterfactual_cghik_v4,CG-HIK,easy,1.719174,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,70,1.4000000000000001,counterfactual_cghik_v4,CG-HIK,easy,1.87471,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,71,1.42,counterfactual_cghik_v4,CG-HIK,easy,2.099362,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,72,1.44,counterfactual_cghik_v4,CG-HIK,easy,1.468086,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,73,1.46,counterfactual_cghik_v4,CG-HIK,easy,2.027496,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,74,1.48,counterfactual_cghik_v4,CG-HIK,easy,1.883309,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,75,1.5,counterfactual_cghik_v4,CG-HIK,easy,1.470824,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,76,1.52,counterfactual_cghik_v4,CG-HIK,easy,1.804271,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,77,1.54,counterfactual_cghik_v4,CG-HIK,easy,1.722241,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,78,1.56,counterfactual_cghik_v4,CG-HIK,easy,1.534722,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,79,1.58,counterfactual_cghik_v4,CG-HIK,easy,2.115974,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,80,1.6,counterfactual_cghik_v4,CG-HIK,easy,1.820306,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,81,1.62,counterfactual_cghik_v4,CG-HIK,easy,1.551695,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,82,1.6400000000000001,counterfactual_cghik_v4,CG-HIK,easy,1.865977,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,83,1.6600000000000001,counterfactual_cghik_v4,CG-HIK,easy,2.010712,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,84,1.68,counterfactual_cghik_v4,CG-HIK,easy,1.475441,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,85,1.7,counterfactual_cghik_v4,CG-HIK,hard,2.48021,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,86,1.72,counterfactual_cghik_v4,CG-HIK,hard,2.1826,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,87,1.74,counterfactual_cghik_v4,CG-HIK,hard,2.143463,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,88,1.76,counterfactual_cghik_v4,CG-HIK,hard,2.322538,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,89,1.78,counterfactual_cghik_v4,CG-HIK,hard,2.166321,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,90,1.8,counterfactual_cghik_v4,CG-HIK,hard,1.97838,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,91,1.82,counterfactual_cghik_v4,CG-HIK,hard,2.168605,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,92,1.84,counterfactual_cghik_v4,CG-HIK,hard,2.512138,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,93,1.86,counterfactual_cghik_v4,CG-HIK,hard,1.973129,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,94,1.8800000000000001,counterfactual_cghik_v4,CG-HIK,hard,2.219236,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,95,1.9000000000000001,counterfactual_cghik_v4,CG-HIK,hard,1.818188,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,96,1.92,counterfactual_cghik_v4,CG-HIK,hard,1.828923,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,97,1.94,counterfactual_cghik_v4,CG-HIK,hard,1.870819,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,98,1.96,counterfactual_cghik_v4,CG-HIK,hard,1.829434,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,99,1.98,counterfactual_cghik_v4,CG-HIK,hard,1.866617,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,100,2.0,counterfactual_cghik_v4,CG-HIK,hard,1.83391,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,101,2.02,counterfactual_cghik_v4,CG-HIK,hard,1.815576,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,102,2.04,counterfactual_cghik_v4,CG-HIK,hard,1.839984,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,103,2.06,counterfactual_cghik_v4,CG-HIK,hard,1.808547,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,104,2.08,counterfactual_cghik_v4,CG-HIK,hard,1.852768,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,105,2.1,counterfactual_cghik_v4,CG-HIK,hard,1.883021,3,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,106,2.12,counterfactual_cghik_v4,CG-HIK,hard,2.160175,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,107,2.14,counterfactual_cghik_v4,CG-HIK,hard,2.158263,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,108,2.16,counterfactual_cghik_v4,CG-HIK,hard,2.180093,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,109,2.18,counterfactual_cghik_v4,CG-HIK,hard,2.154838,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,110,2.2,counterfactual_cghik_v4,CG-HIK,hard,2.15527,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,111,2.22,counterfactual_cghik_v4,CG-HIK,hard,2.184594,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,112,2.24,counterfactual_cghik_v4,CG-HIK,hard,2.20118,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,113,2.2600000000000002,counterfactual_cghik_v4,CG-HIK,hard,2.185308,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,114,2.2800000000000002,counterfactual_cghik_v4,CG-HIK,hard,2.21324,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,115,2.3000000000000003,counterfactual_cghik_v4,CG-HIK,hard,2.169548,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,116,2.32,counterfactual_cghik_v4,CG-HIK,hard,2.165152,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,117,2.34,counterfactual_cghik_v4,CG-HIK,hard,2.180207,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,118,2.36,counterfactual_cghik_v4,CG-HIK,hard,2.299292,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,119,2.38,counterfactual_cghik_v4,CG-HIK,hard,2.16524,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,120,2.4,counterfactual_cghik_v4,CG-HIK,hard,2.227455,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,121,2.42,counterfactual_cghik_v4,CG-HIK,hard,2.18048,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,122,2.44,counterfactual_cghik_v4,CG-HIK,hard,2.194143,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,123,2.46,counterfactual_cghik_v4,CG-HIK,hard,2.195024,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,124,2.48,counterfactual_cghik_v4,CG-HIK,hard,2.173797,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,125,2.5,counterfactual_cghik_v4,CG-HIK,hard,2.177447,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,126,2.52,counterfactual_cghik_v4,CG-HIK,hard,2.177718,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,127,2.54,counterfactual_cghik_v4,CG-HIK,hard,2.175132,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,128,2.56,counterfactual_cghik_v4,CG-HIK,hard,2.164987,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,129,2.58,counterfactual_cghik_v4,CG-HIK,hard,2.215168,5,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,130,2.6,counterfactual_cghik_v4,CG-HIK,easy,1.456689,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,131,2.62,counterfactual_cghik_v4,CG-HIK,easy,1.448763,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,132,2.64,counterfactual_cghik_v4,CG-HIK,easy,1.480139,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,133,2.66,counterfactual_cghik_v4,CG-HIK,easy,1.462939,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,134,2.68,counterfactual_cghik_v4,CG-HIK,easy,1.469917,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,135,2.7,counterfactual_cghik_v4,CG-HIK,easy,1.512348,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,136,2.72,counterfactual_cghik_v4,CG-HIK,easy,1.488163,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,137,2.74,counterfactual_cghik_v4,CG-HIK,easy,1.443807,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,138,2.7600000000000002,counterfactual_cghik_v4,CG-HIK,easy,1.47508,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,139,2.7800000000000002,counterfactual_cghik_v4,CG-HIK,easy,1.52883,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,140,2.8000000000000003,counterfactual_cghik_v4,CG-HIK,easy,1.469318,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,141,2.82,counterfactual_cghik_v4,CG-HIK,easy,1.484532,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,142,2.84,counterfactual_cghik_v4,CG-HIK,easy,1.46052,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,143,2.86,counterfactual_cghik_v4,CG-HIK,easy,1.467477,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,144,2.88,counterfactual_cghik_v4,CG-HIK,easy,1.487535,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,145,2.9,counterfactual_cghik_v4,CG-HIK,easy,1.450443,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,146,2.92,counterfactual_cghik_v4,CG-HIK,easy,1.461237,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,147,2.94,counterfactual_cghik_v4,CG-HIK,easy,1.471177,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,148,2.96,counterfactual_cghik_v4,CG-HIK,easy,1.479468,1,True,False
panda,2dd05a450d9447c19712bc3e8a88fdb266a7c0dfd1f532100a67ca6da3441321,first frozen-order trajectory gained by CG-HIK versus hard entry,regular_near_singular_regular,149,2.98,counterfactual_cghik_v4,CG-HIK,easy,1.475177,1,True,False
