robot,query_sha256,family,entry,predicted_p95_ms,observed_empirical_p95_ms,selected_action,semantic_success
ur5e,873f9777143f6d1b5f56cc5f27a265a9c82428695173aa415512a353ed660c9f,near_limit,easy,2.3496007919311523,3.9771082,hard,True
ur5e,b64cce1bc4117a29b4a704c950b534c5388274f35217271f1b194ec934bd0cbd,near_limit,easy,3.3163905143737793,2.0729738,hard,True
ur5e,8bd73b0e05d60a4d04d39ce1976973734893d0e6d96f2d697b358d831b9f8f33,workspace_boundary,easy,3.391741991043091,1.5196286,hard,True
ur5e,b65a19640db64d2d6b73edd4e5514a892631a902b6921af698f0fc74abb10208,id,easy,2.844090223312378,1.7558221999999999,hard,True
ur5e,ec759005bdd9cb012f50baa4e4b4a0dc71fada651d63e579778d9dd95964f1b1,near_limit,easy,2.6765031814575195,2.3275035999999996,hard,True
ur5e,67c057aae4e11af2cd5613683cceede66ec5358d735dec51b390bf3375b4f30f,id,easy,3.2628748416900635,3.8114033999999997,hard,True
ur5e,95b1de798e82bc75a94343ef4e64d931ec5c1980f5c4d79d33d44338282920fb,large_step,easy,85.53700256347656,60.2471946,reject,False
ur5e,6b2c77d82c0f888c28e088ee4fbbb8629e77c2f39cd649cefec67f61901e90e7,hard_valid,easy,3.7543134689331055,4.045641399999999,hard,True
ur5e,96c475bee468445a7217857dce2f547e7d7293236e810a67ae77e22518f1d2ad,near_singular,easy,3.0145974159240723,1.649775,hard,True
ur5e,1552aa42f5bb2f8c9a8bec85300fd7b202df1f433d9964330d598da24e27abfa,id,easy,3.285891056060791,1.7498816,hard,True
ur5e,6e6e06aceae51a9871a324500afe215c58fec2bbb7e5f5f6565f2af775b7058a,id,easy,3.318579912185669,6.7480266,hard,True
ur5e,b113f252b01903a35465eef09ae3daab76f55620ac13b600100195f9cb1ac71d,hard_valid,easy,2.961531639099121,3.3201024,hard,True
ur5e,8da389fb4e3b84078058d6cd85cb222b0ac92b138a2a7ecd5560947091e11f3d,large_step,easy,71.08502960205078,45.1052618,reject,False
ur5e,5cf337192c29a1696c8a7c1e49e1f91f8461d54517ded0f23eeb582ae80f3d5c,near_limit,easy,3.2191476821899414,1.6530726,hard,True
ur5e,6ee8c508787f5fa1cf67d7d39b5322efd91dad3fdddc790b73454f42d41748da,id,easy,2.010737895965576,1.8981038,easy,True
ur5e,b0f364d25f05d2d38b94ef3cf9e8ce1e93876258b5f782eb81550959274c17b1,id,easy,4.42171573638916,2.9150248000000003,hard,True
ur5e,c08cae649afdac468cacf33662e052f759958b1ce08ecb60ba020d64de979d3b,id,easy,2.3609321117401123,2.1165092,hard,True
ur5e,4bf16df81e1df7792b18ea304c24b2898de764af9b130f4fab563b33feb55900,near_limit,easy,2.575112819671631,1.9178887999999998,hard,True
ur5e,2e7e059e654fc540ae056aafa84995ffe316c58b7e63de97a540fa55db3ab8ac,large_step,easy,76.48194122314453,51.1307648,reject,False
ur5e,82a27b93eaa4d2751afdd03deb0601b8f5972b8e717ace93621df8231de63bb0,large_step,easy,68.54693603515625,32.6387984,reject,False
ur5e,257294063a8ad94b000e19ef09cd6e2795c7c62817409e49804af2d50d3b4334,unreachable,easy,170.8270721435547,167.186491,reject,False
ur5e,3e13f74fc0a062fad0ac8d61b357d5291b011b9af2b9ed5df9d75771289030cd,id,easy,2.221445322036743,1.6247884,hard,True
ur5e,bc2d64eba93d43a997de8c6d61251748af4ed2074d9d0a5a93aa49396360a312,id,easy,2.862640142440796,1.6128864,hard,True
ur5e,9f7188abb2c6a1f6b07c353356ea54cd7127de0168f92172e7bd1325b8503a6c,large_step,easy,81.01212310791016,79.06837019999999,reject,False
ur5e,5cdf948e6952301bcb8ae72cec798608659cbc0ec33392b36f0b4f1475b0babc,near_limit,easy,3.118525981903076,1.6843756,hard,True
ur5e,49d22f212305d1eb865c85fc157be3d4e23c374fa96be0f506924997b1bdaae2,unreachable,easy,159.1292266845703,82.860927,reject,False
ur5e,91eef8ba0ae5c93807dfa1e94a5bdbe47d8b40a884c8db4e92addc57f027bd0b,hard_valid,easy,5.5944929122924805,3.3919876,hard,True
ur5e,6b0bdb6941beb084a73b6b143ee4576e267160206e9aad2d1330d4c12e3700c8,id,easy,3.4480409622192383,1.9485672,hard,True
ur5e,2f2eb70a749d87782dfd3f0ed15a7d61145b8a88e628beb3463b395aeb2d8399,workspace_boundary,easy,3.087850570678711,3.5276313999999998,hard,True
ur5e,26e3593770a0d0dcb829cfd05260f4475c1c6c8757ce237323dc5ae2dadd66ed,id,easy,2.87176775932312,2.0565382,hard,True
ur5e,ad943245ebcc17079250773933ff4026fa4162b0638069ae161858068e9162ed,id,easy,3.165132522583008,1.709522,hard,True
