robot,baseline,uid,family,cr_completion_fraction,baseline_completion_fraction,change,stable_all_vs_none
ur5e,two_step_predictive,e20b2e30572c01e2bc24d3d15c33d5dfce37fcc54612aad6e041ba257e561c4b,smooth,0.3333333333333333,1.0,lost,False
ur5e,two_step_predictive,e4063494fe3e2ba5fb84e32ac7016b07ab757d9a61b080ae3ab9673f4fcac49d,near_singular,1.0,1.0,same,False
ur5e,two_step_predictive,e5e35a9ab8f4a15285a661194c7d8b8bef6b071a9f52f1ce70194ad8203f88ff,joint_limit_return,1.0,1.0,same,False
ur5e,two_step_predictive,e7d7aad5cd92879de7ae9d69e0fd1dfeaa3188afa9bd940a7e50085e12a5e2e0,high_curvature,1.0,1.0,same,False
ur5e,two_step_predictive,e7f18499dedb9f1bb9ea59573ded1fb8ed9f04739eb258b62fab02514270946f,joint_limit_return,1.0,1.0,same,False
ur5e,two_step_predictive,e8e4252304e3d6a0ffcf72a9cba69ceeb3fa92a16dba96d8a5208497a5b7ecaf,smooth,1.0,1.0,same,False
ur5e,two_step_predictive,e97075e08424a5d81e2d3fff64d991f105231a9f0c660668e9a9a24410ea7f15,joint_limit_return,1.0,1.0,same,False
ur5e,two_step_predictive,f2ac6c84c49f8477d22025f943227ddb3d767d4c2190c436436c9bef5cbb3613,smooth,1.0,1.0,same,False
ur5e,two_step_predictive,f31b80dd772e123d8974cf8fe5c9401354a94c27631ba66eeb710b45638f4e74,near_singular,0.6666666666666666,0.6666666666666666,same,False
ur5e,two_step_predictive,fdee4111ad1c8b82272d9d9fe8b0c147a9da41255b7b66020b6d6e7c827aca21,joint_limit_return,1.0,1.0,same,False
ur5e,two_step_sigma,03220c51c45c68b3946b1c6a58e6a287ca5920e760cc8bfd312b376027c704c9,high_curvature,1.0,1.0,same,False
ur5e,two_step_sigma,047ff9b1792fd70f59836c5acd8e94179c6c0996c44fb4e8017e82ffb1220eff,smooth,1.0,0.3333333333333333,gained,False
ur5e,two_step_sigma,065722086d7bd37936f96d2b8fbabfb0336d4573600e0b578b3790fbf38312ef,joint_limit_return,1.0,0.6666666666666666,gained,False
ur5e,two_step_sigma,07632fc2ef1ac4d0273b315d2512571e01f9fc5646798ee1831ca44ebf0ae726,joint_limit_return,1.0,1.0,same,False
ur5e,two_step_sigma,0834b069a71589840b5b8745510b565735165b70e1e1ae1c594c3cf04b22bbec,high_curvature,0.0,0.0,same,False
ur5e,two_step_sigma,09c7242f6d648ae161cb89525291352c9a690ed046b115a357ea728f9a0e2d1c,near_singular,1.0,1.0,same,False
ur5e,two_step_sigma,0a3eaa0fc663edf978743281318c79f0781d6d3dd388a9337692ca1c1e997a48,smooth,1.0,1.0,same,False
ur5e,two_step_sigma,0c58584b5b3c829309c4f73f6f87406a63c187d8774b64bf8033c01c9a4a333a,joint_limit_return,1.0,0.0,gained,True
ur5e,two_step_sigma,0ca2daf0e1af59f47f3e4731bbc39e65d4601fa4e75079212580eb87450d5ed6,near_singular,1.0,0.0,gained,True
ur5e,two_step_sigma,112413a5625ea54f25707eda080b3665650a6a3a6b09d9f912b70a953c85bff5,high_curvature,1.0,1.0,same,False
ur5e,two_step_sigma,156281369f56972f3cc79c8adeaf13693e8d1d3614a5b93a1d41394ebea661b1,smooth,1.0,1.0,same,False
ur5e,two_step_sigma,20c30181c70a2179fc2eef710e2ee3d3e92ae37e61ab28f71c5d49bca563dd94,high_curvature,1.0,1.0,same,False
ur5e,two_step_sigma,26755c1053800ba90ecbc0ca8a524cf426cbf2521e5a3f76149b2d9a46090c20,high_curvature,1.0,1.0,same,False
ur5e,two_step_sigma,371fcf8223ae792b7c581939baf8d591a3be348894ca665707d1277f30f84e7c,smooth,1.0,1.0,same,False
ur5e,two_step_sigma,396e8c49d721d524724f0db4b4c7e2aa976f5d69962ed7574fe033ec1ca1d7b6,joint_limit_return,1.0,1.0,same,False
ur5e,two_step_sigma,3c48bee65fd028382bc8d4438caab308fed0a75784712fb52462aa338f01a717,smooth,1.0,1.0,same,False
ur5e,two_step_sigma,3d3e8777dd7658c89e371201687fa308c1e8539b0c18c73653cd9e545001662a,joint_limit_return,1.0,1.0,same,False
ur5e,two_step_sigma,40c22e59afe2e2732385ec573ee2b919ef2c9d2bc9812855826d5c20c8d11ef2,joint_limit_return,1.0,1.0,same,False
ur5e,two_step_sigma,43bf4420c1e0b5f6e09b2166f2544a1ef3bd41fdf66e58437ea6c55797af37ba,high_curvature,1.0,0.0,gained,True
ur5e,two_step_sigma,45667ba46a3792a98522be1a4e99a1eac6800fc565ccf06dbfadc44b3e42e896,near_singular,0.6666666666666666,0.0,gained,False
ur5e,two_step_sigma,4aa1fc8c3baf8a8410efafa33906592e43faa741829fe4494d9a4efa7267ff11,near_singular,1.0,1.0,same,False
ur5e,two_step_sigma,4dd9897266979bca32e77a65503c0f736b1dc01e03d7d42348f84835e6fb5821,high_curvature,1.0,1.0,same,False
ur5e,two_step_sigma,50870e6b3cc46c10abec4a9c6f0a4e4b26d2f883974e3b7f89ef885a772d11a7,smooth,1.0,1.0,same,False
ur5e,two_step_sigma,535e411e2be14117e8462d301cab971b16ff016ae97aef26607ab2fab7d44eb2,near_singular,0.6666666666666666,0.0,gained,False
ur5e,two_step_sigma,54c1b930bca297748cff12faa8365e3bd1e8093c287c6f4d27d9098fc0436a15,high_curvature,0.0,0.0,same,False
ur5e,two_step_sigma,59197c0ae06c6324ed1e4e3196698ea47f38a7e246f7dc62ca63d784d4a6b1d2,joint_limit_return,1.0,1.0,same,False
ur5e,two_step_sigma,5c749908cf2548e3c1f49a72f300fbafa3441dc10e0f0e3775b9966b6e577144,smooth,1.0,1.0,same,False
ur5e,two_step_sigma,5f53147d951a4da9fa2fb0656eeb83510662587fa29793f65f93b6053bc5df6a,high_curvature,1.0,1.0,same,False
ur5e,two_step_sigma,5fbc771d65fd2993ce9852efd272613340d15e602ff9caa14ee5a15d489c73d3,high_curvature,1.0,1.0,same,False
ur5e,two_step_sigma,662447a710b91b860b9638360646772b7ce950d3d0173e43e8af49f490a4af0b,joint_limit_return,0.3333333333333333,0.0,gained,False
ur5e,two_step_sigma,6c3d4c092a0b5f0da7732ab5e840679bdf272f596aa8e02c36a4aef984221185,smooth,1.0,0.0,gained,True
ur5e,two_step_sigma,7374a8fbab8c0781b1e3efc0df05667635b2ee6d0e2b0f8ae2add58cfad63e49,smooth,1.0,0.6666666666666666,gained,False
ur5e,two_step_sigma,74f13d1861b4dbbe24928ee15b41f22b80ee33a15a78a03a9dca9d56e33272be,near_singular,0.6666666666666666,0.0,gained,False
ur5e,two_step_sigma,7a33330dc10cc8fd4413889a735cf23a6a5aeb9da4d084b6757bf53b43b5a481,joint_limit_return,0.6666666666666666,1.0,lost,False
ur5e,two_step_sigma,7c02ce4e4242366f17d3f770fe617737725ac15093928bb658e06b7ce307c3bf,joint_limit_return,1.0,1.0,same,False
ur5e,two_step_sigma,7c0d967685e188ec84904c5683c07dd2b3deb41c1dc6549c62e52023c4eba4ce,joint_limit_return,1.0,0.0,gained,True
ur5e,two_step_sigma,7c6de0d7e98b54de6691deb31ba612f80e6810d173be397d5d1ee146b99c414c,near_singular,1.0,1.0,same,False
ur5e,two_step_sigma,7d96c3585744404eff100c547869dec91c306430c511caab63b98e13eefdd11f,near_singular,1.0,1.0,same,False
ur5e,two_step_sigma,7f5ebcc3a7dd05c6aa128582c810a97d5a985e3a85b443fd95a19ae73206f4a9,smooth,0.6666666666666666,1.0,lost,False
ur5e,two_step_sigma,846e7425da40c823386207a60367227d218b81bbcc434d1c47bc8f330113fc0b,high_curvature,1.0,1.0,same,False
ur5e,two_step_sigma,8a64e0cfc729fa478ee19dba9e90153ceacdb34539529604530f865bf8589afc,high_curvature,0.0,0.0,same,False
ur5e,two_step_sigma,8d91a4fe0b8d4d1641dc4a39e3a5b989b3ec6661bec992b7f36cbd14a34bed0e,joint_limit_return,0.3333333333333333,0.3333333333333333,same,False
ur5e,two_step_sigma,8f36afdece6d46ce485c6d67d38132dd7d905fa079154901c008d62a557f85d8,joint_limit_return,1.0,1.0,same,False
ur5e,two_step_sigma,951f6b92c0972c1886df2bb44fd7e2270b5f7645c6f518e25d3b65f938d2bdb1,high_curvature,1.0,1.0,same,False
ur5e,two_step_sigma,957a78a49068090588fba121c84b2f801021c8a39737d131f39e7b83452b7543,near_singular,1.0,1.0,same,False
ur5e,two_step_sigma,96836fc8a70262a4991bd2f73b692e2637c8e17558d95a9c5759acba7c9568ed,smooth,1.0,1.0,same,False
ur5e,two_step_sigma,995c2e82bea0bb1c56ecf9912644a5c7dbf80b1bf4eba5b61c0d5fc8ed25c7f1,joint_limit_return,1.0,1.0,same,False
ur5e,two_step_sigma,9e46e7c267a4e55cba49f752a8f6edd88531596dd47dc50639aa6bfdfb0645ab,high_curvature,1.0,1.0,same,False
ur5e,two_step_sigma,9f170fe24411afe5c16131e1833bc9557a15f1081b967e6419c1fe427ffd128b,near_singular,1.0,1.0,same,False
ur5e,two_step_sigma,9f91638b2c37d68e6c31f8ef111def25ec1ddc298eb86f82607a38aa0697979e,near_singular,1.0,1.0,same,False
ur5e,two_step_sigma,a0ae96317edd6e3e06a288ce06f94b4e0c30f8367ed7a6d60e95732b0de8a986,smooth,1.0,1.0,same,False
ur5e,two_step_sigma,a16c34cba3d41b078a7677d5d70a6c4580eb744fc514df526993e103152199a3,near_singular,1.0,0.0,gained,True
ur5e,two_step_sigma,a31069931d4162bfb1926ff775b4da35f8e139f2d51b4ded038f1f9a6a8a8ac9,smooth,1.0,1.0,same,False
ur5e,two_step_sigma,a66d65f0e12234ccfb9a1594e80eff041ce362a7cc0ab20c1393d8e9ab0ea99b,smooth,1.0,1.0,same,False
ur5e,two_step_sigma,a9970c1d28764e3351f1617b34728d90521f9230450a72dbb9072868ce4d0a9c,joint_limit_return,1.0,1.0,same,False
ur5e,two_step_sigma,ab670337d449cfa28300609dc63289cfa5f5284b012423b03d3d858b4910030c,near_singular,1.0,1.0,same,False
ur5e,two_step_sigma,ad0ea16c5c29c961b263bc522a3f10581a1228fb7e2407bdaec35ef95a872bce,high_curvature,1.0,0.0,gained,True
ur5e,two_step_sigma,adac333a20ce2efc7fe558d875acc835e0dd10d7080047fb652571939fa89662,smooth,1.0,1.0,same,False
ur5e,two_step_sigma,ae485f23758e23a4eb350b9bcf01d74ddd74d1402409394a9319922e5a1b7b96,high_curvature,1.0,1.0,same,False
ur5e,two_step_sigma,bfd6ed96964e141311a776bdfdb16545786f0f59c8471531a827315c21fe51fd,high_curvature,1.0,0.0,gained,True
ur5e,two_step_sigma,c8c426e707d06e3dd626979b1a3ab6d3f6ec84e5a30cf753c257d4e61246deb6,smooth,1.0,1.0,same,False
ur5e,two_step_sigma,caae11886ce5455ed9918bfe7dd031530d925d80f15a6331b694139013033ab4,smooth,1.0,0.0,gained,True
ur5e,two_step_sigma,cf3353a57e1852f2ffd6f42434730827c5b7481320dd03a60b08dd59eab30aac,near_singular,1.0,0.0,gained,True
ur5e,two_step_sigma,cfe9fd796d287f6226b998dec27c940e9dc5e8b3d27a7038f16c825505a1d729,near_singular,1.0,1.0,same,False
ur5e,two_step_sigma,d3602ab2fa9ef3f6352e4d3be23bd068896f7ca8f70ba3278a96146e30627a91,high_curvature,1.0,1.0,same,False
ur5e,two_step_sigma,d4f695cddecb3cff73fb1982c70b0d4b71a8f3aa4c0d8aff0a9ac934c78aa876,near_singular,1.0,1.0,same,False
ur5e,two_step_sigma,d89ed299720b27935e7c1ac7678ea12fac2ba8f90183be77cffdc05dddc5c8f1,joint_limit_return,1.0,1.0,same,False
ur5e,two_step_sigma,d99a28055a1a2e5f87d318d103aa53499976f9708dcd2e09d3b626961e119708,near_singular,1.0,1.0,same,False
ur5e,two_step_sigma,dd2bb4eb555d25f978b91d0beb11c6169f0858c2cef12b9602bafd9ef420063a,near_singular,1.0,1.0,same,False
ur5e,two_step_sigma,dedb115d2f947687d7e8605818e49ad645bd5ec0511767ebb40d29cf2af281ca,high_curvature,1.0,1.0,same,False
ur5e,two_step_sigma,e20b2e30572c01e2bc24d3d15c33d5dfce37fcc54612aad6e041ba257e561c4b,smooth,0.3333333333333333,1.0,lost,False
ur5e,two_step_sigma,e4063494fe3e2ba5fb84e32ac7016b07ab757d9a61b080ae3ab9673f4fcac49d,near_singular,1.0,1.0,same,False
ur5e,two_step_sigma,e5e35a9ab8f4a15285a661194c7d8b8bef6b071a9f52f1ce70194ad8203f88ff,joint_limit_return,1.0,0.0,gained,True
ur5e,two_step_sigma,e7d7aad5cd92879de7ae9d69e0fd1dfeaa3188afa9bd940a7e50085e12a5e2e0,high_curvature,1.0,1.0,same,False
ur5e,two_step_sigma,e7f18499dedb9f1bb9ea59573ded1fb8ed9f04739eb258b62fab02514270946f,joint_limit_return,1.0,1.0,same,False
ur5e,two_step_sigma,e8e4252304e3d6a0ffcf72a9cba69ceeb3fa92a16dba96d8a5208497a5b7ecaf,smooth,1.0,1.0,same,False
ur5e,two_step_sigma,e97075e08424a5d81e2d3fff64d991f105231a9f0c660668e9a9a24410ea7f15,joint_limit_return,1.0,1.0,same,False
ur5e,two_step_sigma,f2ac6c84c49f8477d22025f943227ddb3d767d4c2190c436436c9bef5cbb3613,smooth,1.0,1.0,same,False
ur5e,two_step_sigma,f31b80dd772e123d8974cf8fe5c9401354a94c27631ba66eeb710b45638f4e74,near_singular,0.6666666666666666,1.0,lost,False
ur5e,two_step_sigma,fdee4111ad1c8b82272d9d9fe8b0c147a9da41255b7b66020b6d6e7c827aca21,joint_limit_return,1.0,1.0,same,False
