robot,cohort,group,method,unique_qps,source_uids,calls,quality_failed_calls,quality_failed_qps,max_box,max_raw_kkt,max_normalized_kkt,max_scaled_objective_gap,kernel_mean_us,kernel_p50_us,kernel_p95_us,kernel_p99_us,return_mean_us,return_p50_us,return_p95_us,return_p99_us,common_check_mean_us,common_check_p50_us,common_check_p95_us,common_check_p99_us,total_mean_us,total_p50_us,total_p95_us,total_p99_us,first_call_mean_us,steady_call_mean_us
ur5e,targeted,one_active,active_numpy,179,16,895,0,0,0.0,3.410605131648481e-13,1.1102230246251565e-16,0.0,31.036701675977653,22.194,67.58259999999999,93.72682,31.29043687150838,22.42,68.055,93.88195999999999,44.6665720670391,44.344,46.7399,52.85111999999991,75.95700893854749,66.871,114.1865,139.79029999999997,90.12171249999999,74.56660858895705
ur5e,targeted,one_active,clip,179,16,895,895,179,0.0,1.9999999999980052,0.4805465337456484,324.02748348584004,5.2952469273743015,4.99,5.7743,9.084619999999946,5.5049407821229055,5.2,6.0962,9.569099999999958,40.954025698324024,40.613,42.765699999999995,45.936639999999976,46.45896648044693,45.845,48.525400000000005,57.55945999999915,48.7716875,46.23195092024539
ur5e,targeted,one_active,osqp_cached,179,16,895,0,0,4.163336342344337e-14,2.7358737497706898e-09,5.269118474870993e-13,2.5091040356528538e-14,75.06686368715083,24.824,251.24389999999997,1295.9745799999996,97.18701564245808,46.756,272.7415,1319.3257799999994,45.85365139664805,45.316,47.8801,61.69755999999994,143.04066703910615,92.753,318.2971,1364.6029999999996,108.1980875,146.4607975460123
ur5e,targeted,one_active,qpoases,179,16,895,0,0,2.220446049250313e-16,2.2737367544323206e-13,1.253717182153613e-15,2.2648549702353193e-14,3.8422893854748605,2.171,13.2509,21.88265999999999,13.318770949720669,10.957,25.683299999999978,49.50377999999994,43.96163575418995,43.508,46.120599999999996,50.8214199999998,57.280406703910614,54.502,71.35239999999999,96.54373999999999,74.62993750000001,55.57738527607361
ur5e,targeted,sequence_set_change,active_numpy,104,16,520,0,0,0.0,4.547473508864641e-13,2.220446049250313e-16,0.0,55.93697115384615,40.338499999999996,111.96834999999999,129.58140999999998,56.213925,40.695,112.29389999999998,129.77636,45.65397884615385,45.348,47.26225,50.86288999999997,101.86790384615384,86.2575,158.96359999999996,175.86139,90.29428,103.81851460674157
ur5e,targeted,sequence_set_change,clip,104,16,520,495,99,0.0,1.9999999999980052,0.5740323625650595,952.4496136578983,5.405476923076923,4.957,6.125599999999999,25.81840999999989,5.639463461538461,5.199,6.5035,26.28348999999987,40.998875,40.544,42.5253,46.23213999999998,46.63833846153847,45.7415,48.94574999999999,73.23586999999999,48.94058666666667,46.250319101123594
ur5e,targeted,sequence_set_change,osqp_cached,104,16,520,0,0,4.163336342344337e-14,2.7358737497706898e-09,9.250933352689117e-13,8.797823580763975e-14,28.400971153846157,26.092,48.24654999999998,66.74294999999996,51.03581923076922,48.2025,71.35429999999988,105.05607999999994,46.07604230769231,45.5215,48.157849999999996,62.459549999999886,97.11186153846155,93.7325,121.7463,169.58776999999995,109.44801333333332,95.03273483146066
ur5e,targeted,sequence_set_change,qpoases,104,16,520,0,0,2.220446049250313e-16,2.2737367544323206e-13,3.430415673744136e-16,8.796782746678389e-14,6.359905769230769,4.844,15.576399999999998,24.908649999999863,15.814553846153844,13.586500000000001,26.8791,51.996179999999974,44.69646923076923,44.1035,47.336149999999996,62.77261999999966,60.511023076923074,57.734,75.45604999999999,106.71531999999952,75.11618666666666,58.049478651685384
ur5e,targeted,unconstrained,active_numpy,5,5,25,0,0,0.0,1.1368683772161603e-13,5.551115123125783e-17,0.0,41.90228,41.637,44.353199999999994,44.90884,42.10867999999999,41.836,44.5192,45.13896,45.90832,45.674,47.438,47.98292,88.01700000000001,87.826,90.93599999999999,91.86864,,88.01700000000001
ur5e,targeted,unconstrained,clip,5,5,25,0,0,0.0,5.773159728050814e-14,2.7755575615628914e-17,8.992806499463768e-15,6.520560000000001,4.974,20.01479999999995,24.004279999999998,6.688720000000001,5.183,20.282999999999948,24.18904,40.88312,40.664,41.9562,42.922639999999994,47.57184,45.847,62.43459999999995,66.13208,,47.57184
