robot,method,label,family,trajectories,repeats,completion_by_repeat,mean_completed_trajectories,tsr,deadline_completion_by_repeat,dtsr20,frame_success,frame_deadline_success,p50_ms,p95_ms,p99_ms,cumulative_ms_per_sweep,trajectory_time_mean_ms,trajectory_time_median_ms,trajectory_time_p95_ms,backup_rate,changed_from_backup_rate,p95_position_m,max_position_m,p95_orientation_rad,max_orientation_rad,max_accepted_step_utilization,acceleration_rms_mean,velocity_change_rms_mean,successful_prefix_mean,accepted_contract_violations,zero_cost_verified_rate,optimization_rate,command_change_rate,mean_intervention
panda,pink_qp,Pink QP-IK,high_curvature,10,3,"[9,9,9]",9.0,0.9,"[9,9,9]",0.9,0.97,0.97,0.999845,1.0388718000000001,1.1686546000000007,1342.856986,134.2856986,138.97872999999998,148.35998686666665,0.0,0.0,0.0003336244523090731,0.0009538083780688717,0.0006876220242341873,0.008304875900969308,0.9999999999999997,7.430615398119923,0.14861230796239847,145.5,0,0.0,0.0,0.0,0.0
panda,pink_qp,Pink QP-IK,joint_limit_return,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,1.007194,1.1271856000000002,1.2888715,1417.0351966666667,141.70351966666666,147.90090233333333,159.21278161666663,0.0,0.0,0.00011439073177068548,0.00021513749647973678,0.00020334923127109052,0.0005076675385390474,0.5735095764782464,1.3886328104816572,0.027772656209633154,150.0,0,0.0,0.0,0.0,0.0
panda,pink_qp,Pink QP-IK,near_singular,10,3,"[8,8,8]",8.0,0.8,"[8,8,8]",0.8,0.9626666666666668,0.9626666666666668,1.003794,1.04760615,1.1549385900000009,1393.449763333333,139.3449763333333,142.85148533333336,148.94315939999998,0.0,0.0,6.481523533665283e-05,0.0009854507257299875,0.0001369977385307731,0.007358452784580322,0.9999999999999981,7.239683370352796,0.14479366740705588,144.4,0,0.0,0.0,0.0,0.0
panda,pink_qp,Pink QP-IK,smooth,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,1.0005255,1.0429038,1.2850925400000008,1385.8041243333334,138.58041243333335,138.61415816666664,152.95028616666667,0.0,0.0,8.874257521999128e-05,0.0001981718022720297,0.00019031372733852576,0.0003579234867976215,0.4952489805131127,0.7588633948120177,0.015177267896240354,150.0,0,0.0,0.0,0.0,0.0
panda,tar_corrected,Numerically corrected TAR-IK,high_curvature,10,3,"[10,10,10]",10.0,1.0,"[9,10,9]",0.9333333333333333,1.0,0.9995555555555555,3.577593,4.3561884000000015,5.269945930000001,5532.3187026666665,553.2318702666666,547.8300861666667,580.08539195,0.9991111111111111,0.00044444444444444447,0.0004966593583444151,0.0009319618602858206,0.0006018998439004301,0.008001818359052691,0.9999999999999968,7.23606454859771,0.1447212909719542,150.0,0,0.9982222222222222,0.02822222222222222,0.0008888888888888889,6.678467895376629e-05
panda,tar_corrected,Numerically corrected TAR-IK,joint_limit_return,10,3,"[9,9,9]",9.0,0.9,"[9,8,9]",0.8666666666666666,0.9482222222222222,0.948,3.5882365,7.362831850000002,8.268335100000002,6021.711289000001,602.1711289000001,560.5023916666667,785.0550830666664,0.948,0.00022222222222222223,0.00019415755321081904,0.0009949337625377076,0.0017946165674597762,0.007384826288250258,0.9180464180938914,2.4514999051997437,0.04902999810399488,142.23333333333332,0,0.9275555555555556,0.15933333333333335,0.00022222222222222223,1.32968220107022e-08
panda,tar_corrected,Numerically corrected TAR-IK,near_singular,10,3,"[7,8,8]",7.666666666666667,0.7666666666666667,"[7,8,8]",0.7666666666666667,0.9331111111111111,0.9331111111111111,4.416248,7.6128353,8.537062030000001,6888.392354333333,688.8392354333333,662.0524738333334,825.9064487333333,0.9288888888888889,0.0035555555555555557,0.000659824818118739,0.0009999898071188986,0.0047756210251893435,0.007786655916322723,0.9999999999999968,8.105930269284544,0.16211860538569087,139.93333333333334,0,0.9251111111111111,0.5566666666666666,0.003777777777777778,0.00010323138719792084
panda,tar_corrected,Numerically corrected TAR-IK,smooth,10,3,"[10,10,10]",10.0,1.0,"[10,9,10]",0.9666666666666666,1.0,0.9997777777777778,3.578364,3.8157311000000003,4.812886380000004,5451.330660333333,545.1330660333333,544.5857551666667,554.6701987499999,1.0,0.0,0.00013613384433475015,0.0009463385197543,0.00015770695248230058,0.008322452500294888,0.4181721503732134,1.7751320298996387,0.03550264059799279,150.0,0,1.0,0.0,0.0,0.0
panda,tar_old,Original TAR-IK,high_curvature,10,3,"[10,10,10]",10.0,1.0,"[9,10,10]",0.9666666666666666,1.0,0.9997777777777778,3.3454385,5.128554950000001,6.237399570000024,5819.935490999999,581.9935490999999,569.5065528333334,633.17678725,0.6697777777777778,0.2968888888888888,0.0009390884278223184,0.0009993057892106912,0.0056401420844520425,0.008688459989304901,0.9880268591701893,7.365694147018763,0.14731388294037523,150.0,0,0.0,1.0,0.33022222222222214,0.016988764282039215
panda,tar_old,Original TAR-IK,joint_limit_return,10,3,"[9,9,9]",9.0,0.9,"[9,9,8]",0.8666666666666666,0.9488888888888888,0.9486666666666667,4.418555,7.0513709,7.1377277999999995,6529.310820999999,652.9310820999999,641.7499886666667,795.7263920499998,0.3993333333333334,0.475111111111111,0.0009711751992759587,0.0009993776499260516,0.00608325461263431,0.008721619095650373,0.9382720601859,2.7464359104480534,0.05492871820896107,142.33333333333334,0,0.0,0.9997777777777778,0.5495555555555555,0.02414747232210843
panda,tar_old,Original TAR-IK,near_singular,10,3,"[7,8,8]",7.666666666666667,0.7666666666666667,"[7,8,6]",0.7,0.9386666666666666,0.9382222222222222,4.398479,7.07070865,7.19338633,6747.659011333334,674.7659011333334,682.9660096666667,744.34101035,0.020444444444444446,0.8848888888888887,0.000979374703325555,0.0009998272762540854,0.0055426454221974755,0.008010682705605737,0.9999999999999968,9.585456101611944,0.19170912203223886,140.66666666666666,0,0.0,0.9997777777777778,0.9179999999999998,0.04306913583039886
panda,tar_old,Original TAR-IK,smooth,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,4.699706,5.67048775,6.114104420000011,6646.911190666667,664.6911190666667,685.3853528333334,708.2789050333333,0.23777777777777778,0.6955555555555555,0.0009753613954512178,0.0009999935242819922,0.005935562850139647,0.008584583468736931,0.4072817398030984,1.9253492654638389,0.03850698530927676,150.0,0,0.0,1.0,0.7622222222222221,0.03778755573282509
panda,trac_task_5ms,TRAC-IK task 5 ms,high_curvature,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,0.166121,0.24553865000000008,0.34047227,267.90161,26.790161,26.830955666666668,27.45937646666667,0.0,0.0,0.00047053516232697755,0.0009371687454860337,0.0005637640040147515,0.005927408012004208,0.901409143544683,6.8281670394636365,0.13656334078927268,150.0,0,0.0,0.0,0.0,0.0
panda,trac_task_5ms,TRAC-IK task 5 ms,joint_limit_return,10,3,"[9,9,9]",9.0,0.9,"[9,9,9]",0.9,0.9477777777777778,0.9477777777777778,0.165318,5.198294450000001,5.25715965,663.9828130000001,66.39828130000001,26.277766333333332,247.48902596666622,0.0,0.0,0.00015628206279557526,0.0009438473970882339,0.0004673809512054381,0.0072293430044213375,0.8671948289172311,1.5874952559341637,0.03174990511868327,142.16666666666666,0,0.0,0.0,0.0,0.0
panda,trac_task_5ms,TRAC-IK task 5 ms,near_singular,10,3,"[8,8,7]",7.666666666666667,0.7666666666666667,"[8,7,7]",0.7333333333333333,0.9420000000000001,0.9417777777777778,0.167829,5.20310775,5.251187850000001,739.9327983333334,73.99327983333333,29.096084666666666,200.79700549999998,0.0,0.0,0.0005953958442363715,0.0009657402190472655,0.0036003421025726195,0.008052944077687937,0.9999999999999968,6.55257657102561,0.1310515314205122,141.26666666666668,0,0.0,0.0,0.0,0.0
panda,trac_task_5ms,TRAC-IK task 5 ms,smooth,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,0.166665,0.23515970000000003,0.32428833,265.428148,26.542814800000002,26.35878316666667,27.467506283333332,0.0,0.0,0.000132429592404738,0.0008458093960925625,0.00014450455948328704,0.007414315481080576,0.4728055821833364,1.1955321842137987,0.02391064368427597,150.0,0,0.0,0.0,0.0,0.0
ur5e,pink_qp,Pink QP-IK,high_curvature,10,3,"[9,9,9]",9.0,0.9,"[9,9,9]",0.9,0.9513333333333333,0.9513333333333333,0.638497,0.7397849500000001,0.8121807400000005,971.8573409999999,97.18573409999999,96.37968066666667,100.94663911666666,0.0,0.0,0.0002278816037077656,0.0009991808999851898,0.0006192294551619799,0.005258969337769823,0.9999999999999976,14.489066902169531,0.2897813380433906,142.7,0,0.0,0.0,0.0,0.0
ur5e,pink_qp,Pink QP-IK,joint_limit_return,10,3,"[10,10,10]",10.0,1.0,"[10,9,10]",0.9666666666666666,1.0,0.9997777777777778,0.638862,0.6863488000000002,0.8848692300000001,983.8183359999999,98.3818336,96.566205,106.37775898333332,0.0,0.0,0.00010597441192580645,0.00037991043814786777,0.00010562618879146537,0.002685585784248266,1.0,10.565264060107154,0.21130528120214306,150.0,0,0.0,0.0,0.0,0.0
ur5e,pink_qp,Pink QP-IK,near_singular,10,3,"[9,9,9]",9.0,0.9,"[9,9,9]",0.9,0.9993333333333332,0.9993333333333332,0.639404,0.7567430000000004,0.8096750200000002,973.9200346666667,97.39200346666667,96.813477,100.84556076666667,0.0,0.0,2.393512922836242e-05,0.0005486942696417211,6.344634837054159e-05,0.0014184247307832732,0.9999999999999998,13.245426417030536,0.26490852834061074,142.3,0,0.0,0.0,0.0,0.0
ur5e,pink_qp,Pink QP-IK,smooth,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,0.6360145,0.66895685,0.8764964900000007,963.7650176666667,96.37650176666668,96.091586,97.85391793333332,0.0,0.0,0.0001091294211267216,0.0006499478128151782,0.00017047039602669124,0.0018283855292212366,0.9999999999999998,10.122831390475561,0.20245662780951124,150.0,0,0.0,0.0,0.0,0.0
ur5e,tar_corrected,Numerically corrected TAR-IK,high_curvature,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,3.2968735,4.1007694500000005,5.150922390000001,5101.079936666667,510.1079936666667,497.00716966666664,544.7274952166666,0.9991111111111111,0.0006666666666666666,0.0005385414563344307,0.0009447368173738142,0.0009738107095040156,0.007304532846481588,0.9999999999999976,12.763508913000829,0.2552701782600166,150.0,0,0.9904444444444445,0.09066666666666666,0.0008888888888888889,2.4855419377215262e-05
ur5e,tar_corrected,Numerically corrected TAR-IK,joint_limit_return,10,3,"[10,10,10]",10.0,1.0,"[10,9,9]",0.9333333333333333,1.0,0.9995555555555555,3.43462,5.079966800000001,6.522101930000002,5901.985953666667,590.1985953666667,589.003127,656.8200687,0.9955555555555555,0.0035555555555555557,0.0006254817587415872,0.0009986448124721002,0.004379247428184042,0.008439406239809488,0.9999999999999998,13.72348715459156,0.2744697430918312,150.0,0,0.9600000000000001,0.47333333333333333,0.0044444444444444444,8.076916736714308e-05
ur5e,tar_corrected,Numerically corrected TAR-IK,near_singular,10,3,"[9,9,10]",9.333333333333334,0.9333333333333333,"[7,9,10]",0.8666666666666666,0.9886666666666667,0.9882222222222221,3.3428215,4.696352650000001,7.628746760000006,5638.286589,563.8286589,554.8273793333333,629.3980844666667,0.9853333333333333,0.0033333333333333335,0.0005995109119160697,0.0009887303762565632,0.004397635475204412,0.008525034961231647,1.0,12.142738505104713,0.24285477010209425,148.3,0,0.9782222222222222,0.34600000000000003,0.0033333333333333335,0.00017361370231860107
ur5e,tar_corrected,Numerically corrected TAR-IK,smooth,10,3,"[9,10,9]",9.333333333333334,0.9333333333333333,"[9,10,9]",0.9333333333333333,0.9471111111111111,0.9471111111111111,3.3411375,7.1795757,7.305161320000001,5767.992095666667,576.7992095666667,541.3728646666666,738.7338902333331,0.9466666666666667,0.00044444444444444447,0.0004254330162548203,0.0009352653674899542,0.0028879920801769114,0.0076034765556220385,0.9999999999999998,10.65033330606486,0.2130066661212973,142.06666666666666,0,0.9426666666666667,0.3491111111111111,0.00044444444444444447,4.112034453208552e-05
