scene_uid,slot,cluster,robot,family,placement,direction,method,repeat,implementation_ready,planner_feasible,execution_completed,quality_completed,T_init,T_smooth,T_opt,T_retime,T_validate,total_plan_wall_s,predicted_execution_s,physical_run,status,reason,initialization_success,initialization_residual_evaluations,initialization_nodes,tb_dual_continuation_calls,initialization_node_process_legal,dense_geometry_feasible,dense_min_clearance_m,smoothing_displacement_rms_rad,planning_cost_scope,simulated_completion_time_s,elapsed_until_stop_s,simulation_wall_s,valid_coverage_fraction,raw_coverage_fraction,max_hole_diameter_upper_bound_m,max_along_scan_gap_m,collision_steps,velocity_utilization_max,acceleration_utilization_max,tracking_error_max_rad,torque_saturation_fraction,torque_requested_utilization_max,velocity_exceed_duration_s,acceleration_exceed_duration_s,scan_duration_s,transition_duration_s,settling_duration_s,sample_state_dt_s,physical_extrema_dt_s,acceleration_rms_rad_s2,jerk_rms_rad_s3,hole_measurement,standoff_m_p95,standoff_m_max,standoff_m_min,center_error_m_p95,center_error_m_max,center_error_m_min,incidence_rad_p95,incidence_rad_max,incidence_rad_min,line_error_rad_p95,line_error_rad_max,line_error_rad_min,profile_process_violation_duration_s,standoff_error_p95_m,standoff_error_max_m,incidence_p95_deg,incidence_max_deg,center_ray_path_error_max_m,line_orientation_error_max_deg,valid_profile_count,profile_count,tracking_joint_error_p95_rad,actual_clearance_sampled_5ms_min_m,actual_feedback_source,solver_return_status,checkpoint_selected,feasible_checkpoint_count
e283b88390fe538a85d2694079d62454b1b3aa046d100f8504b4a66d9736b8d5,panda_plane_p1_v,panda_plane_p1,panda,plane,1,v,G,1,True,True,,,0.22592349699698389,31.277939031999267,,0.029386625996266957,1.0065072709985543,32.844802908999554,16.945261153163717,False,planner_feasible,,True,842,421,0,421,True,0.022030694085946174,0.000162492976607554,"All measured work including 30 s checkpoint experiment and validation; selected path is the verified 10 s incumbent, not a 10 s return-time guarantee.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,User_Requested_Stop,10.0,3
e283b88390fe538a85d2694079d62454b1b3aa046d100f8504b4a66d9736b8d5,panda_plane_p1_v,panda_plane_p1,panda,plane,1,v,G,2,True,True,,,0.22499688100651838,31.178903090003587,,0.0299261230029515,1.0071996319966274,32.74852460800321,16.945261153163717,False,planner_feasible,,True,842,421,0,421,True,0.022030694085946174,0.000162492976607554,"All measured work including 30 s checkpoint experiment and validation; selected path is the verified 10 s incumbent, not a 10 s return-time guarantee.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,User_Requested_Stop,10.0,3
f6c31864e2ce3e5c2e19b914f5e5b132c9658310d934a68e88ca62a1b777611b,panda_saddle_p0_u,panda_saddle_p0,panda,saddle,0,u,B0,0,True,True,True,True,0.22787531500216573,,,0.03015404300094815,1.0105014840009972,1.328308317999472,15.881110877493654,True,planner_feasible,,True,860,417,0,417,True,0.02125442008321121,0.0005911731200926916,"All measured work including 30 s checkpoint experiment and validation; selected path is the verified 10 s incumbent, not a 10 s return-time guarantee.",16.08099999999667,16.08099999999667,2.8725593679992016,0.9999999999999961,0.9999999999999961,0.0,0.0009366604888518037,0,0.48089100618306957,0.9799818921892312,0.00010793678096432391,0.0,0.31001317591088257,0.0,0.0,12.137,3.745,0.2,0.005,0.001,0.5645524548065938,20.586476648647263,conservative_3d_component_bounding_box_diagonal,0.15001691946176626,0.15002229278757975,0.1499880132295028,8.265436801650457e-05,0.0001728601432813668,6.375660881139168e-12,0.00017309004456493698,0.0003129652341510502,4.712160915387242e-08,5.2169691717259746e-05,7.721478498625332e-05,0.0,0.0,1.6919461766254362e-05,2.22927875797585e-05,0.009917329029302223,0.017931587051178755,0.0001728601432813668,0.00442408129572243,2426,2426,6.215170777053022e-05,0.021254473131594325,execution.h5 and actual scan timestamps; no new solve or simulation,,,
f6c31864e2ce3e5c2e19b914f5e5b132c9658310d934a68e88ca62a1b777611b,panda_saddle_p0_u,panda_saddle_p0,panda,saddle,0,u,B0,1,True,True,,,0.22763282600499224,,,0.03012822500022594,1.0114307769981679,1.329095719003817,15.881110877493654,False,planner_feasible,,True,860,417,0,417,True,0.02125442008321121,0.0005911731200926916,"All measured work including 30 s checkpoint experiment and validation; selected path is the verified 10 s incumbent, not a 10 s return-time guarantee.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f6c31864e2ce3e5c2e19b914f5e5b132c9658310d934a68e88ca62a1b777611b,panda_saddle_p0_u,panda_saddle_p0,panda,saddle,0,u,B0,2,True,True,,,0.22744632099784212,,,0.03014032399369171,1.0124335439977585,1.329709122001077,15.881110877493654,False,planner_feasible,,True,860,417,0,417,True,0.02125442008321121,0.0005911731200926916,"All measured work including 30 s checkpoint experiment and validation; selected path is the verified 10 s incumbent, not a 10 s return-time guarantee.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f6c31864e2ce3e5c2e19b914f5e5b132c9658310d934a68e88ca62a1b777611b,panda_saddle_p0_u,panda_saddle_p0,panda,saddle,0,u,B1,0,True,True,True,False,0.22214927000459284,30.407556473001023,,0.030358684998645913,1.0095862259986461,31.996314039002755,14.704211672861309,True,planner_feasible,,True,834,417,0,413,True,0.02125608353630873,0.003710439600309231,"All measured work including 30 s checkpoint experiment and validation; selected path is the verified 10 s incumbent, not a 10 s return-time guarantee.",14.903999999997179,14.903999999997179,2.724774834001437,0.999450875115128,0.999503178980916,0.020003999600079984,0.0009603836573906616,0,0.4882974624833492,0.9697306772265954,0.0001120283678168188,0.0,0.31030575910809016,0.0,0.0,11.791,2.914,0.2,0.005,0.001,0.5512546618452547,17.457210685690548,conservative_3d_component_bounding_box_diagonal,0.15004754905909523,0.15011264298115515,0.14994894236895068,0.00039895752624814486,0.0005762995314219588,6.375660881139168e-12,0.008241044747547652,0.013333686772789689,4.712160915387242e-08,0.0025698654219940015,0.00726737975264593,0.0,0.0,4.918134539891593e-05,0.00011264298115515325,0.4721770828129354,0.7639639774302602,0.0005762995314219588,0.41639018794543997,2359,2359,6.863590428407562e-05,0.02125608451895231,execution.h5 and actual scan timestamps; no new solve or simulation,User_Requested_Stop,10.0,3
f6c31864e2ce3e5c2e19b914f5e5b132c9658310d934a68e88ca62a1b777611b,panda_saddle_p0_u,panda_saddle_p0,panda,saddle,0,u,B1,1,True,True,,,0.2227593200004776,30.744615101000818,,0.030333494003571104,1.0272895699963556,32.35549724200246,14.704211672861309,False,planner_feasible,,True,834,417,0,413,True,0.02125608353630873,0.003710439600309231,"All measured work including 30 s checkpoint experiment and validation; selected path is the verified 10 s incumbent, not a 10 s return-time guarantee.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,User_Requested_Stop,10.0,3
f6c31864e2ce3e5c2e19b914f5e5b132c9658310d934a68e88ca62a1b777611b,panda_saddle_p0_u,panda_saddle_p0,panda,saddle,0,u,B1,2,True,True,,,0.22205671600386268,30.44834706200345,,0.03053233600076055,1.0163471639971249,32.047167365999485,14.704211672861309,False,planner_feasible,,True,834,417,0,413,True,0.02125608353630873,0.003710439600309231,"All measured work including 30 s checkpoint experiment and validation; selected path is the verified 10 s incumbent, not a 10 s return-time guarantee.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,User_Requested_Stop,10.0,3
f6c31864e2ce3e5c2e19b914f5e5b132c9658310d934a68e88ca62a1b777611b,panda_saddle_p0_u,panda_saddle_p0,panda,saddle,0,u,B2,0,True,True,True,False,31.996314039002755,,31.30635444499785,0.030381141004909296,1.0182062460007728,64.92349873499916,14.704211672861309,True,planner_feasible,,,,,,,True,0.02125608353630873,,"All measured work including 30 s checkpoint experiment and validation; selected path is the verified 10 s incumbent, not a 10 s return-time guarantee.",14.903999999997179,14.903999999997179,2.7051760090034804,0.999450875115128,0.999503178980916,0.020003999600079984,0.0009603836573906616,0,0.4882974624833492,0.9697306772265954,0.0001120283678168188,0.0,0.31030575910809016,0.0,0.0,11.791,2.914,0.2,0.005,0.001,0.5512546618452547,17.457210685690548,conservative_3d_component_bounding_box_diagonal,0.15004754905909523,0.15011264298115515,0.14994894236895068,0.00039895752624814486,0.0005762995314219588,6.375660881139168e-12,0.008241044747547652,0.013333686772789689,4.712160915387242e-08,0.0025698654219940015,0.00726737975264593,0.0,0.0,4.918134539891593e-05,0.00011264298115515325,0.4721770828129354,0.7639639774302602,0.0005762995314219588,0.41639018794543997,2359,2359,6.863590428407562e-05,0.02125608451895231,execution.h5 and actual scan timestamps; no new solve or simulation,User_Requested_Stop,10.0,3
f6c31864e2ce3e5c2e19b914f5e5b132c9658310d934a68e88ca62a1b777611b,panda_saddle_p0_u,panda_saddle_p0,panda,saddle,0,u,B2,1,True,True,,,31.996314039002755,,31.240956850000657,0.03039650999562582,1.0069613960004062,64.8425537370058,14.704211672861309,False,planner_feasible,,,,,,,True,0.02125608353630873,,"All measured work including 30 s checkpoint experiment and validation; selected path is the verified 10 s incumbent, not a 10 s return-time guarantee.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,User_Requested_Stop,10.0,3
f6c31864e2ce3e5c2e19b914f5e5b132c9658310d934a68e88ca62a1b777611b,panda_saddle_p0_u,panda_saddle_p0,panda,saddle,0,u,B2,2,True,True,,,31.996314039002755,,31.242051779001486,0.030313231000036467,1.0127904869950726,64.84662957400724,14.704211672861309,False,planner_feasible,,,,,,,True,0.02125608353630873,,"All measured work including 30 s checkpoint experiment and validation; selected path is the verified 10 s incumbent, not a 10 s return-time guarantee.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,User_Requested_Stop,10.0,3
f6c31864e2ce3e5c2e19b914f5e5b132c9658310d934a68e88ca62a1b777611b,panda_saddle_p0_u,panda_saddle_p0,panda,saddle,0,u,B3,0,False,False,,,,,,,,,,False,not_evaluable,Official example ran; upstream seven-joint IIWA state packing and decoupled Cartesian error box are not yet verified against Panda/UR5e scanner-ray constraints. No surrogate MPC substituted.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f6c31864e2ce3e5c2e19b914f5e5b132c9658310d934a68e88ca62a1b777611b,panda_saddle_p0_u,panda_saddle_p0,panda,saddle,0,u,B3,1,False,False,,,,,,,,,,False,not_evaluable,Official example ran; upstream seven-joint IIWA state packing and decoupled Cartesian error box are not yet verified against Panda/UR5e scanner-ray constraints. No surrogate MPC substituted.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f6c31864e2ce3e5c2e19b914f5e5b132c9658310d934a68e88ca62a1b777611b,panda_saddle_p0_u,panda_saddle_p0,panda,saddle,0,u,B3,2,False,False,,,,,,,,,,False,not_evaluable,Official example ran; upstream seven-joint IIWA state packing and decoupled Cartesian error box are not yet verified against Panda/UR5e scanner-ray constraints. No surrogate MPC substituted.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f6c31864e2ce3e5c2e19b914f5e5b132c9658310d934a68e88ca62a1b777611b,panda_saddle_p0_u,panda_saddle_p0,panda,saddle,0,u,G,0,True,True,True,False,0.22095622399501735,30.445162531999813,,0.030392394997761585,1.0140625560015906,32.03993663199799,14.704211672861309,True,planner_feasible,,True,834,417,0,413,True,0.02125608353630873,0.003710439600309231,"All measured work including 30 s checkpoint experiment and validation; selected path is the verified 10 s incumbent, not a 10 s return-time guarantee.",14.903999999997179,14.903999999997179,2.700013608999143,0.999450875115128,0.999503178980916,0.020003999600079984,0.0009603836573906616,0,0.4882974624833492,0.9697306772265954,0.0001120283678168188,0.0,0.31030575910809016,0.0,0.0,11.791,2.914,0.2,0.005,0.001,0.5512546618452547,17.457210685690548,conservative_3d_component_bounding_box_diagonal,0.15004754905909523,0.15011264298115515,0.14994894236895068,0.00039895752624814486,0.0005762995314219588,6.375660881139168e-12,0.008241044747547652,0.013333686772789689,4.712160915387242e-08,0.0025698654219940015,0.00726737975264593,0.0,0.0,4.918134539891593e-05,0.00011264298115515325,0.4721770828129354,0.7639639774302602,0.0005762995314219588,0.41639018794543997,2359,2359,6.863590428407562e-05,0.02125608451895231,execution.h5 and actual scan timestamps; no new solve or simulation,User_Requested_Stop,10.0,3
f6c31864e2ce3e5c2e19b914f5e5b132c9658310d934a68e88ca62a1b777611b,panda_saddle_p0_u,panda_saddle_p0,panda,saddle,0,u,G,1,True,True,,,0.22118433399737114,30.532940580997092,,0.030476517997158226,1.0123332260045572,32.12435309099965,14.704211672861309,False,planner_feasible,,True,834,417,0,413,True,0.02125608353630873,0.003710439600309231,"All measured work including 30 s checkpoint experiment and validation; selected path is the verified 10 s incumbent, not a 10 s return-time guarantee.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,User_Requested_Stop,10.0,3
f6c31864e2ce3e5c2e19b914f5e5b132c9658310d934a68e88ca62a1b777611b,panda_saddle_p0_u,panda_saddle_p0,panda,saddle,0,u,G,2,True,True,,,0.22076448199368315,30.289434598002117,,0.030305738000606652,1.0099218930045026,31.87825324900041,14.704211672861309,False,planner_feasible,,True,834,417,0,413,True,0.02125608353630873,0.003710439600309231,"All measured work including 30 s checkpoint experiment and validation; selected path is the verified 10 s incumbent, not a 10 s return-time guarantee.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,User_Requested_Stop,10.0,3
ddbaccae4d1e1e90b7da2315bf852ee615b4daba879473cd6ddfe24006fb6108,panda_saddle_p0_v,panda_saddle_p0,panda,saddle,0,v,B0,0,True,True,False,False,0.3617477810039418,,,0.029800349002471194,1.0159580249965074,1.4870800819990109,17.48264267221105,True,planner_feasible,,True,1494,421,0,421,True,0.02129804967117556,0.0005750423444113235,"All measured work including 30 s checkpoint experiment and validation; selected path is the verified 10 s incumbent, not a 10 s return-time guarantee.",,17.681999999998627,3.0860156060007284,0.9999999999999961,0.9999999999999961,0.0,0.0009692430057601335,0,0.6423610743359693,1.0096901704001113,0.00010650722034855065,0.0,0.311396930203051,0.0,0.005,12.131,5.352,0.2,0.005,0.001,0.7957699757436383,16.738157666779934,conservative_3d_component_bounding_box_diagonal,0.15004381690725613,0.1501857250810455,0.14992305061681158,0.00012350271498259998,0.0001890432884495162,5.392768905776672e-13,0.00042447416068431876,0.0012615878430507815,3.6500241499888574e-08,0.00013935757081626473,0.0004961092161951615,0.0,0.0,6.64112434249145e-05,0.00018572508104550134,0.024320577919569406,0.07228365889182269,0.0001890432884495162,0.028424964265526063,2426,2426,6.500273925149623e-05,0.021297975401531763,execution.h5 and actual scan timestamps; no new solve or simulation,,,
ddbaccae4d1e1e90b7da2315bf852ee615b4daba879473cd6ddfe24006fb6108,panda_saddle_p0_v,panda_saddle_p0,panda,saddle,0,v,B0,1,True,True,,,0.3634268819951103,,,0.02996094400441507,1.018066467004246,1.474462300997402,17.48264267221105,False,planner_feasible,,True,1494,421,0,421,True,0.02129804967117556,0.0005750423444113235,"All measured work including 30 s checkpoint experiment and validation; selected path is the verified 10 s incumbent, not a 10 s return-time guarantee.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ddbaccae4d1e1e90b7da2315bf852ee615b4daba879473cd6ddfe24006fb6108,panda_saddle_p0_v,panda_saddle_p0,panda,saddle,0,v,B0,2,True,True,,,0.3632721539979684,,,0.02983738700277172,1.0189665840007365,1.4741306139985682,17.48264267221105,False,planner_feasible,,True,1494,421,0,421,True,0.02129804967117556,0.0005750423444113235,"All measured work including 30 s checkpoint experiment and validation; selected path is the verified 10 s incumbent, not a 10 s return-time guarantee.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ddbaccae4d1e1e90b7da2315bf852ee615b4daba879473cd6ddfe24006fb6108,panda_saddle_p0_v,panda_saddle_p0,panda,saddle,0,v,B1,0,True,True,False,False,0.22413560100540053,30.269948985995143,,0.02999743100372143,1.012810038999305,31.86713921100454,17.367333751998217,True,planner_feasible,,True,842,421,0,421,True,0.021297863103191907,0.00021506694858123535,"All measured work including 30 s checkpoint experiment and validation; selected path is the verified 10 s incumbent, not a 10 s return-time guarantee.",,17.566999999998487,3.072604576998856,0.9999999999999961,0.9999999999999961,0.0,0.000971605302087831,0,0.6266313106051493,1.0256905990558116,0.00010046852144773855,0.0,0.311096407044697,0.0,0.025,12.040000000000001,5.328,0.2,0.005,0.001,0.7991302061913351,16.67126111841475,conservative_3d_component_bounding_box_diagonal,0.15003284983622864,0.15003807020725457,0.14995230014033292,0.00012355707293393962,0.00019162969778351477,5.392768905776672e-13,0.00039937861469760107,0.0005180606728396052,3.6500241499888574e-08,0.00011537322742404444,0.00019342537826689456,0.0,0.0,3.6660305893085314e-05,4.769985966707191e-05,0.02288270904995401,0.029682690085417095,0.00019162969778351477,0.011082457825414536,2407,2407,6.661651286651304e-05,0.02129786804089144,execution.h5 and actual scan timestamps; no new solve or simulation,User_Requested_Stop,10.0,3
ddbaccae4d1e1e90b7da2315bf852ee615b4daba879473cd6ddfe24006fb6108,panda_saddle_p0_v,panda_saddle_p0,panda,saddle,0,v,B1,1,True,True,,,0.22630049900180893,30.537203072999546,,0.0299306169981719,1.021840979999979,32.14940902100352,17.367333751998217,False,planner_feasible,,True,842,421,0,421,True,0.021297863103191907,0.00021506694858123535,"All measured work including 30 s checkpoint experiment and validation; selected path is the verified 10 s incumbent, not a 10 s return-time guarantee.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,User_Requested_Stop,10.0,3
ddbaccae4d1e1e90b7da2315bf852ee615b4daba879473cd6ddfe24006fb6108,panda_saddle_p0_v,panda_saddle_p0,panda,saddle,0,v,B1,2,True,True,,,0.2252560179986176,30.384699004003778,,0.030202693000319414,1.0158119089974207,31.986044783996476,17.367333751998217,False,planner_feasible,,True,842,421,0,421,True,0.021297863103191907,0.00021506694858123535,"All measured work including 30 s checkpoint experiment and validation; selected path is the verified 10 s incumbent, not a 10 s return-time guarantee.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,User_Requested_Stop,10.0,3
ddbaccae4d1e1e90b7da2315bf852ee615b4daba879473cd6ddfe24006fb6108,panda_saddle_p0_v,panda_saddle_p0,panda,saddle,0,v,B2,0,True,True,False,False,31.86713921100454,,31.17649025600258,0.029846846002328675,1.0136129839956993,64.66312100900541,17.367333751998217,True,planner_feasible,,,,,,,True,0.021297863103191907,,"All measured work including 30 s checkpoint experiment and validation; selected path is the verified 10 s incumbent, not a 10 s return-time guarantee.",,17.566999999998487,3.0628383590010344,0.9999999999999961,0.9999999999999961,0.0,0.000971605302087831,0,0.6266313106051493,1.0256905990558116,0.00010046852144773855,0.0,0.311096407044697,0.0,0.025,12.040000000000001,5.328,0.2,0.005,0.001,0.7991302061913351,16.67126111841475,conservative_3d_component_bounding_box_diagonal,0.15003284983622864,0.15003807020725457,0.14995230014033292,0.00012355707293393962,0.00019162969778351477,5.392768905776672e-13,0.00039937861469760107,0.0005180606728396052,3.6500241499888574e-08,0.00011537322742404444,0.00019342537826689456,0.0,0.0,3.6660305893085314e-05,4.769985966707191e-05,0.02288270904995401,0.029682690085417095,0.00019162969778351477,0.011082457825414536,2407,2407,6.661651286651304e-05,0.02129786804089144,execution.h5 and actual scan timestamps; no new solve or simulation,User_Requested_Stop,10.0,3
ddbaccae4d1e1e90b7da2315bf852ee615b4daba879473cd6ddfe24006fb6108,panda_saddle_p0_v,panda_saddle_p0,panda,saddle,0,v,B2,1,True,True,,,31.86713921100454,,31.22250998299569,0.030452193997916766,1.0138674609988811,64.71162197100057,17.367333751998217,False,planner_feasible,,,,,,,True,0.021297863103191907,,"All measured work including 30 s checkpoint experiment and validation; selected path is the verified 10 s incumbent, not a 10 s return-time guarantee.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,User_Requested_Stop,10.0,3
ddbaccae4d1e1e90b7da2315bf852ee615b4daba879473cd6ddfe24006fb6108,panda_saddle_p0_v,panda_saddle_p0,panda,saddle,0,v,B2,2,True,True,,,31.86713921100454,,31.487175281996315,0.02987509399827104,1.023452792003809,64.9823429080061,17.367333751998217,False,planner_feasible,,,,,,,True,0.021297863103191907,,"All measured work including 30 s checkpoint experiment and validation; selected path is the verified 10 s incumbent, not a 10 s return-time guarantee.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,User_Requested_Stop,10.0,3
ddbaccae4d1e1e90b7da2315bf852ee615b4daba879473cd6ddfe24006fb6108,panda_saddle_p0_v,panda_saddle_p0,panda,saddle,0,v,B3,0,False,False,,,,,,,,,,False,not_evaluable,Official example ran; upstream seven-joint IIWA state packing and decoupled Cartesian error box are not yet verified against Panda/UR5e scanner-ray constraints. No surrogate MPC substituted.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ddbaccae4d1e1e90b7da2315bf852ee615b4daba879473cd6ddfe24006fb6108,panda_saddle_p0_v,panda_saddle_p0,panda,saddle,0,v,B3,1,False,False,,,,,,,,,,False,not_evaluable,Official example ran; upstream seven-joint IIWA state packing and decoupled Cartesian error box are not yet verified against Panda/UR5e scanner-ray constraints. No surrogate MPC substituted.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ddbaccae4d1e1e90b7da2315bf852ee615b4daba879473cd6ddfe24006fb6108,panda_saddle_p0_v,panda_saddle_p0,panda,saddle,0,v,B3,2,False,False,,,,,,,,,,False,not_evaluable,Official example ran; upstream seven-joint IIWA state packing and decoupled Cartesian error box are not yet verified against Panda/UR5e scanner-ray constraints. No surrogate MPC substituted.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ddbaccae4d1e1e90b7da2315bf852ee615b4daba879473cd6ddfe24006fb6108,panda_saddle_p0_v,panda_saddle_p0,panda,saddle,0,v,G,0,True,True,False,False,0.22485096500167856,30.426908087996708,,0.029877237997425254,1.0142006230016705,32.023945857996296,17.367333751998217,True,planner_feasible,,True,842,421,0,421,True,0.021297863103191907,0.00021506694858123535,"All measured work including 30 s checkpoint experiment and validation; selected path is the verified 10 s incumbent, not a 10 s return-time guarantee.",,17.566999999998487,3.0665563689981354,0.9999999999999961,0.9999999999999961,0.0,0.000971605302087831,0,0.6266313106051493,1.0256905990558116,0.00010046852144773855,0.0,0.311096407044697,0.0,0.025,12.040000000000001,5.328,0.2,0.005,0.001,0.7991302061913351,16.67126111841475,conservative_3d_component_bounding_box_diagonal,0.15003284983622864,0.15003807020725457,0.14995230014033292,0.00012355707293393962,0.00019162969778351477,5.392768905776672e-13,0.00039937861469760107,0.0005180606728396052,3.6500241499888574e-08,0.00011537322742404444,0.00019342537826689456,0.0,0.0,3.6660305893085314e-05,4.769985966707191e-05,0.02288270904995401,0.029682690085417095,0.00019162969778351477,0.011082457825414536,2407,2407,6.661651286651304e-05,0.02129786804089144,execution.h5 and actual scan timestamps; no new solve or simulation,User_Requested_Stop,10.0,3
ddbaccae4d1e1e90b7da2315bf852ee615b4daba879473cd6ddfe24006fb6108,panda_saddle_p0_v,panda_saddle_p0,panda,saddle,0,v,G,1,True,True,,,0.22364590499637416,30.512844677999965,,0.03008645299996715,1.0235035530058667,32.121042814003886,17.367333751998217,False,planner_feasible,,True,842,421,0,421,True,0.021297863103191907,0.00021506694858123535,"All measured work including 30 s checkpoint experiment and validation; selected path is the verified 10 s incumbent, not a 10 s return-time guarantee.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,User_Requested_Stop,10.0,3
ddbaccae4d1e1e90b7da2315bf852ee615b4daba879473cd6ddfe24006fb6108,panda_saddle_p0_v,panda_saddle_p0,panda,saddle,0,v,G,2,True,True,,,0.22528458400483942,30.41213875500398,,0.029842616997484583,1.020631705003325,32.01911366599961,17.367333751998217,False,planner_feasible,,True,842,421,0,421,True,0.021297863103191907,0.00021506694858123535,"All measured work including 30 s checkpoint experiment and validation; selected path is the verified 10 s incumbent, not a 10 s return-time guarantee.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,User_Requested_Stop,10.0,3
9ced85a1ec2cd96c165d3ed941ec82457e30e182c4d037796ec472ed639f71b3,panda_saddle_p1_u,panda_saddle_p1,panda,saddle,1,u,B0,0,True,True,True,True,0.23428259000502294,,,0.030960885997046717,1.0231861489955918,1.3491334290010855,16.429378295939497,True,planner_feasible,,True,897,417,0,417,True,0.02125829774172976,0.006330371053338863,"All measured work including 30 s checkpoint experiment and validation; selected path is the verified 10 s incumbent, not a 10 s return-time guarantee.",16.62899999999734,16.62899999999734,2.984312909997243,0.9999999999999961,0.9999999999999961,0.0,0.0009369397497185332,0,0.7662913105880378,0.9765907728453035,0.00013421944944164155,0.0,0.3567277255339186,0.0,0.0,12.779,3.6510000000000002,0.2,0.005,0.001,0.6066322515856989,22.354425774978793,conservative_3d_component_bounding_box_diagonal,0.15039839578507624,0.1513565197945976,0.14937333122208468,0.00010969118204658983,0.0001949191343886891,1.028022604901349e-12,0.0015238664659432387,0.003316209706139251,2.1073424255447017e-08,0.00021926088246786908,0.0005852236872041452,0.0,0.0,0.0004960154671896246,0.0013565197945976104,0.08731111704006378,0.19000482014209805,0.0001949191343886891,0.03353084734788176,2557,2557,7.34667541120726e-05,0.021258311670693593,execution.h5 and actual scan timestamps; no new solve or simulation,,,
9ced85a1ec2cd96c165d3ed941ec82457e30e182c4d037796ec472ed639f71b3,panda_saddle_p1_u,panda_saddle_p1,panda,saddle,1,u,B0,1,True,True,,,0.23441382899909513,,,0.030593632996897213,1.016043980998802,1.3409146690028138,16.429378295939497,False,planner_feasible,,True,897,417,0,417,True,0.02125829774172976,0.006330371053338863,"All measured work including 30 s checkpoint experiment and validation; selected path is the verified 10 s incumbent, not a 10 s return-time guarantee.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9ced85a1ec2cd96c165d3ed941ec82457e30e182c4d037796ec472ed639f71b3,panda_saddle_p1_u,panda_saddle_p1,panda,saddle,1,u,B0,2,True,True,,,0.23431642700597877,,,0.03009195500635542,1.0165887330003898,1.3411098700016737,16.429378295939497,False,planner_feasible,,True,897,417,0,417,True,0.02125829774172976,0.006330371053338863,"All measured work including 30 s checkpoint experiment and validation; selected path is the verified 10 s incumbent, not a 10 s return-time guarantee.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
