scene_uid,slot,cluster,robot,family,placement,direction,method,repeats,implementation_ready,statuses,planner_feasible_repeat_mean,physics_executed,quality_completed,execution_completed,initialization_success_repeat_mean,T_init,T_smooth,T_opt,T_retime,T_validate,total_plan_wall_s,predicted_execution_s,initialization_residual_evaluations,initialization_nodes,tb_dual_continuation_calls,smoothing_displacement_rms_rad,initialization_node_process_legal,simulated_completion_time_s,elapsed_until_stop_s,valid_coverage_fraction,raw_coverage_fraction,max_hole_diameter_upper_bound_m,max_along_scan_gap_m,velocity_utilization_max,acceleration_utilization_max,tracking_error_max_rad,torque_saturation_fraction,scan_duration_s,transition_duration_s,settling_duration_s,acceleration_rms_rad_s2,profile_process_violation_duration_s,standoff_error_p95_m,standoff_error_max_m,incidence_p95_deg,incidence_max_deg,center_ray_path_error_max_m,line_orientation_error_max_deg,valid_profile_count,tracking_joint_error_p95_rad,actual_clearance_sampled_5ms_min_m,quality_execution_s,amortized_per_job_N1_s,total_batch_N1_s,amortized_per_job_N10_s,total_batch_N10_s,amortized_per_job_N100_s,total_batch_N100_s
dc500163bea8d607c8f6676fccd669f938cace853f762bdc955d3710e5f2bae9,panda_plane_p1_u,panda_plane_p1,panda,plane,1,u,B1,3,True,"[""planner_feasible"", ""planner_feasible"", ""planner_feasible""]",1.0,True,False,False,1.0,0.22268945233129975,30.681874169667328,,0.029483369330894977,1.008188292333216,32.25933568400069,16.052328815567463,834.0,417.0,0.0,0.0036080508725120177,417.0,,16.25199999999688,1.0,1.0,0.0,0.0009654432187054482,0.7957449541683378,1.0110420024737425,0.00016171221159216875,0.0,12.246,3.807,0.2,0.7203880195437345,0.0,0.0001148722835756843,0.0006211439161507015,0.08702908527460292,0.1889171984219855,0.00032298587727230707,0.07678723878277827,2448,0.00011558317557483488,0.022039283960648918,,,,,,,
dc500163bea8d607c8f6676fccd669f938cace853f762bdc955d3710e5f2bae9,panda_plane_p1_u,panda_plane_p1,panda,plane,1,u,B2,3,True,"[""planner_feasible"", ""planner_feasible"", ""planner_feasible""]",1.0,True,False,False,,31.62563684899942,,30.549830035335617,0.029528370997771464,1.0176095916661627,63.79788979666773,16.052328815567463,,,,,,,16.25199999999688,1.0,1.0,0.0,0.0009654432187054482,0.7957449541683378,1.0110420024737425,0.00016171221159216875,0.0,12.246,3.807,0.2,0.7203880195437345,0.0,0.0001148722835756843,0.0006211439161507015,0.08702908527460292,0.1889171984219855,0.00032298587727230707,0.07678723878277827,2448,0.00011558317557483488,0.022039283960648918,,,,,,,
dc500163bea8d607c8f6676fccd669f938cace853f762bdc955d3710e5f2bae9,panda_plane_p1_u,panda_plane_p1,panda,plane,1,u,B3,3,False,"[""not_evaluable"", ""not_evaluable"", ""not_evaluable""]",0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dc500163bea8d607c8f6676fccd669f938cace853f762bdc955d3710e5f2bae9,panda_plane_p1_u,panda_plane_p1,panda,plane,1,u,G,3,True,"[""planner_feasible"", ""planner_feasible"", ""planner_feasible""]",1.0,True,False,False,1.0,0.22017413233212815,30.37115662799867,,0.029538976668845862,1.010376625667656,31.956669406334793,16.052328815567463,834.0,417.0,0.0,0.0036080508725120177,417.0,,16.25199999999688,1.0,1.0,0.0,0.0009654432187054482,0.7957449541683378,1.0110420024737425,0.00016171221159216875,0.0,12.246,3.807,0.2,0.7203880195437345,0.0,0.0001148722835756843,0.0006211439161507015,0.08702908527460292,0.1889171984219855,0.00032298587727230707,0.07678723878277827,2448,0.00011558317557483488,0.022039283960648918,,,,,,,
e283b88390fe538a85d2694079d62454b1b3aa046d100f8504b4a66d9736b8d5,panda_plane_p1_v,panda_plane_p1,panda,plane,1,v,B0,3,True,"[""planner_feasible"", ""planner_feasible"", ""planner_feasible""]",1.0,True,True,True,1.0,0.24327650032986034,,,0.029620204002033763,1.0097043040004792,1.3484824039963617,16.968130025293338,936.0,421.0,0.0,0.00020891727627776792,421.0,17.167999999998,17.167999999998,1.0,1.0,0.0,0.0009333653872388083,0.3675899959830082,0.9740274196614119,9.10566127039214e-05,0.0,11.571,5.398,0.2,0.6052003595685642,0.0,8.161977557336052e-06,1.1539379232622382e-05,0.0029555956451614556,0.00796224469402852,0.00019471149713979398,0.004091914865040961,2314,7.391827093820025e-05,0.022030590844220318,17.167999999998,18.51648240399436,18.51648240399436,17.302848240397637,173.02848240397637,17.181484824037963,1718.1484824037962
e283b88390fe538a85d2694079d62454b1b3aa046d100f8504b4a66d9736b8d5,panda_plane_p1_v,panda_plane_p1,panda,plane,1,v,B1,3,True,"[""planner_feasible"", ""planner_feasible"", ""planner_feasible""]",1.0,True,True,True,1.0,0.22544526533116974,31.188307581998135,,0.029443557330523618,1.0101007683333592,32.76138267199955,16.945261153163717,842.0,421.0,0.0,0.000162492976607554,421.0,17.14499999999797,17.14499999999797,1.0,1.0,0.0,0.0009347303155918945,0.36803982521877115,0.974509756660935,0.00014066551229863222,0.0,11.555,5.391,0.2,0.6057023123043627,0.0,8.618796851317388e-06,1.499359644102638e-05,0.0029854958124293017,0.0045883206516086775,0.0001977199909585146,0.004253942508203799,2313,7.619879533515839e-05,0.022030699389305762,17.14499999999797,49.90638267199752,49.90638267199752,20.421138267197925,204.21138267197927,17.472613826717968,1747.2613826717968
e283b88390fe538a85d2694079d62454b1b3aa046d100f8504b4a66d9736b8d5,panda_plane_p1_v,panda_plane_p1,panda,plane,1,v,B2,3,True,"[""planner_feasible"", ""planner_feasible"", ""planner_feasible""]",1.0,True,True,True,,32.793439331995614,,32.3524984063309,0.029689062997931615,1.0115250460027407,66.74434924799668,16.945261153163717,,,,,,17.14499999999797,17.14499999999797,1.0,1.0,0.0,0.0009347303155918945,0.36803982521877115,0.974509756660935,0.00014066551229863222,0.0,11.555,5.391,0.2,0.6057023123043627,0.0,8.618796851317388e-06,1.499359644102638e-05,0.0029854958124293017,0.0045883206516086775,0.0001977199909585146,0.004253942508203799,2313,7.619879533515839e-05,0.022030699389305762,17.14499999999797,83.88934924799466,83.88934924799466,23.81943492479764,238.1943492479764,17.81244349247794,1781.244349247794
e283b88390fe538a85d2694079d62454b1b3aa046d100f8504b4a66d9736b8d5,panda_plane_p1_v,panda_plane_p1,panda,plane,1,v,B3,3,False,"[""not_evaluable"", ""not_evaluable"", ""not_evaluable""]",0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e283b88390fe538a85d2694079d62454b1b3aa046d100f8504b4a66d9736b8d5,panda_plane_p1_v,panda_plane_p1,panda,plane,1,v,G,3,True,"[""planner_feasible"", ""planner_feasible"", ""planner_feasible""]",1.0,True,True,True,1.0,0.2253246360026727,31.192264274667348,,0.029628706334430415,1.0087680203311418,32.760980097334446,16.945261153163717,842.0,421.0,0.0,0.000162492976607554,421.0,17.14499999999797,17.14499999999797,1.0,1.0,0.0,0.0009347303155918945,0.36803982521877115,0.974509756660935,0.00014066551229863222,0.0,11.555,5.391,0.2,0.6057023123043627,0.0,8.618796851317388e-06,1.499359644102638e-05,0.0029854958124293017,0.0045883206516086775,0.0001977199909585146,0.004253942508203799,2313,7.619879533515839e-05,0.022030699389305762,17.14499999999797,49.90598009733242,49.90598009733242,20.421098009731416,204.21098009731418,17.472609800971316,1747.2609800971316
f6c31864e2ce3e5c2e19b914f5e5b132c9658310d934a68e88ca62a1b777611b,panda_saddle_p0_u,panda_saddle_p0,panda,saddle,0,u,B0,3,True,"[""planner_feasible"", ""planner_feasible"", ""planner_feasible""]",1.0,True,True,True,1.0,0.22765148733500004,,,0.030140863998288598,1.011455268332308,1.329037719668122,15.881110877493654,860.0,417.0,0.0,0.0005911731200926916,417.0,16.08099999999667,16.08099999999667,0.9999999999999961,0.9999999999999961,0.0,0.0009366604888518037,0.48089100618306957,0.9799818921892312,0.00010793678096432391,0.0,12.137,3.745,0.2,0.5645524548065938,0.0,1.6919461766254362e-05,2.22927875797585e-05,0.009917329029302223,0.017931587051178755,0.0001728601432813668,0.00442408129572243,2426,6.215170777053022e-05,0.021254473131594325,16.08099999999667,17.410037719664793,17.410037719664793,16.213903771963484,162.13903771963484,16.094290377193353,1609.4290377193354
