slot,robot,family,method,repeat,status,optimizer_build_time,optimizer_solver_time,optimizer_elapsed,optimizer_iterations,optimizer_status,optimizer_sample_constraint_violation,optimizer_solver_feasible,verified_improved_incumbents,checkpoint_1.0_available_s,checkpoint_1.0_source,checkpoint_1.0_objective,checkpoint_1.0_relative_to_initial,checkpoint_5.0_available_s,checkpoint_5.0_source,checkpoint_5.0_objective,checkpoint_5.0_relative_to_initial,checkpoint_10.0_available_s,checkpoint_10.0_source,checkpoint_10.0_objective,checkpoint_10.0_relative_to_initial,checkpoint_30.0_available_s,checkpoint_30.0_source,checkpoint_30.0_objective,checkpoint_30.0_relative_to_initial,primary_control_change_max_rad
panda_cylinder_p0_u,panda,cylinder,B1,0,common_reference_unavailable,,,,,,,,,,,,,,,,,,,,,,,,,
panda_cylinder_p0_u,panda,cylinder,B1,1,common_reference_unavailable,,,,,,,,,,,,,,,,,,,,,,,,,
panda_cylinder_p0_u,panda,cylinder,B1,2,common_reference_unavailable,,,,,,,,,,,,,,,,,,,,,,,,,
panda_cylinder_p0_u,panda,cylinder,B2,0,common_reference_unavailable,,,,,,,,,,,,,,,,,,,,,,,,,
panda_cylinder_p0_u,panda,cylinder,B2,1,common_reference_unavailable,,,,,,,,,,,,,,,,,,,,,,,,,
panda_cylinder_p0_u,panda,cylinder,B2,2,common_reference_unavailable,,,,,,,,,,,,,,,,,,,,,,,,,
panda_cylinder_p0_u,panda,cylinder,G,0,common_reference_unavailable,,,,,,,,,,,,,,,,,,,,,,,,,
panda_cylinder_p0_u,panda,cylinder,G,1,common_reference_unavailable,,,,,,,,,,,,,,,,,,,,,,,,,
panda_cylinder_p0_u,panda,cylinder,G,2,common_reference_unavailable,,,,,,,,,,,,,,,,,,,,,,,,,
panda_cylinder_p0_v,panda,cylinder,B1,0,planner_feasible,2.271821506001288,27.931550774999778,30.203372039999522,50,User_Requested_Stop,1.0040005004127037,False,0,,,,,1.07587605399749,verified_initial_path,50.25483432252479,1.0,1.07587605399749,verified_initial_path,50.25483432252479,1.0,1.07587605399749,verified_initial_path,50.25483432252479,1.0,
panda_cylinder_p0_v,panda,cylinder,B1,1,planner_feasible,2.2778358650029986,28.006957610996324,30.28479328499816,50,User_Requested_Stop,1.0040005004127037,False,0,,,,,1.079353056004038,verified_initial_path,50.25483432252479,1.0,1.079353056004038,verified_initial_path,50.25483432252479,1.0,1.079353056004038,verified_initial_path,50.25483432252479,1.0,
panda_cylinder_p0_v,panda,cylinder,B1,2,planner_feasible,2.279257702997711,28.10285968399694,30.38211727099406,50,User_Requested_Stop,1.0040005004127037,False,0,,,,,1.0625696219940437,verified_initial_path,50.25483432252479,1.0,1.0625696219940437,verified_initial_path,50.25483432252479,1.0,1.0625696219940437,verified_initial_path,50.25483432252479,1.0,
panda_cylinder_p0_v,panda,cylinder,B2,0,planner_feasible,3.7020786549983313,26.972836512999493,30.67491498900199,30,User_Requested_Stop,8.368685518872487e-19,True,0,,,,,1.0339461429975927,verified_initial_path,20.489939057271176,1.0,1.0339461429975927,verified_initial_path,20.489939057271176,1.0,1.0339461429975927,verified_initial_path,20.489939057271176,1.0,0.0
panda_cylinder_p0_v,panda,cylinder,B2,1,planner_feasible,3.711569717997918,26.81566388400097,30.527233478002017,30,User_Requested_Stop,8.368685518872487e-19,True,0,,,,,1.0509688969978015,verified_initial_path,20.489939057271176,1.0,1.0509688969978015,verified_initial_path,20.489939057271176,1.0,1.0509688969978015,verified_initial_path,20.489939057271176,1.0,0.0
panda_cylinder_p0_v,panda,cylinder,B2,2,planner_feasible,3.7000841650005896,26.916097120003542,30.616181107005104,30,User_Requested_Stop,8.368685518872487e-19,True,0,,,,,1.0381141800025944,verified_initial_path,20.489939057271176,1.0,1.0381141800025944,verified_initial_path,20.489939057271176,1.0,1.0381141800025944,verified_initial_path,20.489939057271176,1.0,0.0
panda_cylinder_p0_v,panda,cylinder,G,0,planner_feasible,2.2692783339953166,27.878952700004447,30.148230872000568,50,User_Requested_Stop,1.0040005004127037,False,0,,,,,1.0703865140021662,verified_initial_path,50.25483432252479,1.0,1.0703865140021662,verified_initial_path,50.25483432252479,1.0,1.0703865140021662,verified_initial_path,50.25483432252479,1.0,
panda_cylinder_p0_v,panda,cylinder,G,1,planner_feasible,2.2729833560006227,27.907936858005996,30.18092011900444,50,User_Requested_Stop,1.0040005004127037,False,0,,,,,1.0710660710028606,verified_initial_path,50.25483432252479,1.0,1.0710660710028606,verified_initial_path,50.25483432252479,1.0,1.0710660710028606,verified_initial_path,50.25483432252479,1.0,
panda_cylinder_p0_v,panda,cylinder,G,2,planner_feasible,2.2634422940027434,27.964186571996834,30.227628687003744,50,User_Requested_Stop,1.0040005004127037,False,0,,,,,1.0619499800013728,verified_initial_path,50.25483432252479,1.0,1.0619499800013728,verified_initial_path,50.25483432252479,1.0,1.0619499800013728,verified_initial_path,50.25483432252479,1.0,
panda_cylinder_p1_u,panda,cylinder,B1,0,common_reference_unavailable,,,,,,,,,,,,,,,,,,,,,,,,,
panda_cylinder_p1_u,panda,cylinder,B1,1,common_reference_unavailable,,,,,,,,,,,,,,,,,,,,,,,,,
panda_cylinder_p1_u,panda,cylinder,B1,2,common_reference_unavailable,,,,,,,,,,,,,,,,,,,,,,,,,
panda_cylinder_p1_u,panda,cylinder,B2,0,common_reference_unavailable,,,,,,,,,,,,,,,,,,,,,,,,,
panda_cylinder_p1_u,panda,cylinder,B2,1,common_reference_unavailable,,,,,,,,,,,,,,,,,,,,,,,,,
panda_cylinder_p1_u,panda,cylinder,B2,2,common_reference_unavailable,,,,,,,,,,,,,,,,,,,,,,,,,
panda_cylinder_p1_u,panda,cylinder,G,0,common_reference_unavailable,,,,,,,,,,,,,,,,,,,,,,,,,
panda_cylinder_p1_u,panda,cylinder,G,1,common_reference_unavailable,,,,,,,,,,,,,,,,,,,,,,,,,
panda_cylinder_p1_u,panda,cylinder,G,2,common_reference_unavailable,,,,,,,,,,,,,,,,,,,,,,,,,
panda_cylinder_p1_v,panda,cylinder,B1,0,common_reference_unavailable,,,,,,,,,,,,,,,,,,,,,,,,,
panda_cylinder_p1_v,panda,cylinder,B1,1,common_reference_unavailable,,,,,,,,,,,,,,,,,,,,,,,,,
panda_cylinder_p1_v,panda,cylinder,B1,2,common_reference_unavailable,,,,,,,,,,,,,,,,,,,,,,,,,
panda_cylinder_p1_v,panda,cylinder,B2,0,common_reference_unavailable,,,,,,,,,,,,,,,,,,,,,,,,,
panda_cylinder_p1_v,panda,cylinder,B2,1,common_reference_unavailable,,,,,,,,,,,,,,,,,,,,,,,,,
panda_cylinder_p1_v,panda,cylinder,B2,2,common_reference_unavailable,,,,,,,,,,,,,,,,,,,,,,,,,
panda_cylinder_p1_v,panda,cylinder,G,0,common_reference_unavailable,,,,,,,,,,,,,,,,,,,,,,,,,
panda_cylinder_p1_v,panda,cylinder,G,1,common_reference_unavailable,,,,,,,,,,,,,,,,,,,,,,,,,
panda_cylinder_p1_v,panda,cylinder,G,2,common_reference_unavailable,,,,,,,,,,,,,,,,,,,,,,,,,
panda_plane_p0_u,panda,plane,B1,0,planner_feasible,2.2596651519997977,28.41128495999874,30.67094998399989,50,User_Requested_Stop,4.470717735227083,False,0,,,,,1.0589386869978625,verified_initial_path,5.143983859820507,1.0,1.0589386869978625,verified_initial_path,5.143983859820507,1.0,1.0589386869978625,verified_initial_path,5.143983859820507,1.0,
panda_plane_p0_u,panda,plane,B1,1,planner_feasible,2.2514115079975454,28.276593460002914,30.528004833999148,50,User_Requested_Stop,4.470717735227083,False,0,,,,,1.0565943870024057,verified_initial_path,5.143983859820507,1.0,1.0565943870024057,verified_initial_path,5.143983859820507,1.0,1.0565943870024057,verified_initial_path,5.143983859820507,1.0,
panda_plane_p0_u,panda,plane,B1,2,planner_feasible,2.2781621140020434,28.404241970994917,30.682403965998674,50,User_Requested_Stop,4.470717735227083,False,0,,,,,1.0464672469970537,verified_initial_path,5.143983859820507,1.0,1.0464672469970537,verified_initial_path,5.143983859820507,1.0,1.0464672469970537,verified_initial_path,5.143983859820507,1.0,
panda_plane_p0_u,panda,plane,B2,0,planner_feasible,3.804614770997432,28.29953670600662,32.104151277999335,45,User_Requested_Stop,0.45343632178067184,False,0,,,,,1.0339563000015914,verified_initial_path,15.95746675663842,1.0,1.0339563000015914,verified_initial_path,15.95746675663842,1.0,1.0339563000015914,verified_initial_path,15.95746675663842,1.0,0.0
panda_plane_p0_u,panda,plane,B2,1,planner_feasible,3.717151641001692,28.179682421003236,31.89683388300182,45,User_Requested_Stop,0.45343632178067184,False,0,,,,,1.0183943650044966,verified_initial_path,15.95746675663842,1.0,1.0183943650044966,verified_initial_path,15.95746675663842,1.0,1.0183943650044966,verified_initial_path,15.95746675663842,1.0,0.0
panda_plane_p0_u,panda,plane,B2,2,planner_feasible,3.726198142998328,28.30694206100452,32.03314002600382,45,User_Requested_Stop,0.45343632178067184,False,0,,,,,1.023353798998869,verified_initial_path,15.95746675663842,1.0,1.023353798998869,verified_initial_path,15.95746675663842,1.0,1.023353798998869,verified_initial_path,15.95746675663842,1.0,0.0
