run_id,site_id,uid,role,candidate_id,variant,repeat,frame,frames,complete,accepted_frames,first_failure,first_failure_kind,contiguous_success_frames,total_latency_ns,refinement_latency_ns,refinement_residual_calls,refinement_scipy_nfev,initial_refinement_latency_ns,initial_refinement_residual_calls,native_trac_fev,total_fev,witness
case_02_pre_failure_matched_01_ordinary_matched_r4,case_02_pre_failure,a5b1761b74cefaee8b9e8d58bc938cbc4d6d190674ad988e14e10767e8f38c28,trac_failed,matched_01,ordinary_matched,4,86,30,False,1,88,solver_failure,1,157990886,0,0,0,0,0,,,
case_03_pre_failure_matched_02_ordinary_matched_r2,case_03_pre_failure,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,trac_failed,matched_02,ordinary_matched,2,86,30,False,1,88,solver_failure,1,159680657,0,0,0,0,0,,,
case_03_pre_failure_candidate_00_uniform_refinement_r3,case_03_pre_failure,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,trac_failed,candidate_00,uniform_refinement,3,86,30,False,1,88,solver_failure,1,333600796,170736515,1586,200,166029708,1544,,,
case_03_pre_failure_matched_03_ordinary_matched_r0,case_03_pre_failure,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,trac_failed,matched_03,ordinary_matched,0,86,30,False,1,88,solver_failure,1,162023792,0,0,0,0,0,,,
case_03_pre_failure_candidate_00_uniform_refinement_r0,case_03_pre_failure,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,trac_failed,candidate_00,uniform_refinement,0,86,30,False,0,87,solver_failure,0,164606823,0,0,0,170416505,1544,,,
case_03_pre_failure_matched_02_ordinary_matched_r0,case_03_pre_failure,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,trac_failed,matched_02,ordinary_matched,0,86,30,False,1,88,solver_failure,1,161064696,0,0,0,0,0,,,
case_03_pre_failure_matched_02_ordinary_matched_r3,case_03_pre_failure,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,trac_failed,matched_02,ordinary_matched,3,86,30,False,1,88,solver_failure,1,160310404,0,0,0,0,0,,,
case_03_pre_failure_matched_03_ordinary_matched_r4,case_03_pre_failure,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,trac_failed,matched_03,ordinary_matched,4,86,30,False,1,88,solver_failure,1,159382489,0,0,0,0,0,,,
case_03_pre_failure_matched_00_ordinary_matched_r3,case_03_pre_failure,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,trac_failed,matched_00,ordinary_matched,3,86,30,False,0,87,solver_failure,0,162875114,0,0,0,0,0,,,
case_03_pre_failure_candidate_00_uniform_refinement_r2,case_03_pre_failure,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,trac_failed,candidate_00,uniform_refinement,2,86,30,False,1,88,solver_failure,1,286949804,123695688,1162,147,165131960,1544,,,
case_03_pre_failure_matched_03_ordinary_matched_r2,case_03_pre_failure,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,trac_failed,matched_03,ordinary_matched,2,86,30,False,0,87,solver_failure,0,163861228,0,0,0,0,0,,,
case_03_pre_failure_candidate_00_uniform_refinement_r1,case_03_pre_failure,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,trac_failed,candidate_00,uniform_refinement,1,86,30,False,1,88,solver_failure,1,330710739,170681242,1586,200,164657029,1544,,,
case_03_pre_failure_matched_02_ordinary_matched_r4,case_03_pre_failure,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,trac_failed,matched_02,ordinary_matched,4,86,30,False,0,87,solver_failure,0,162347683,0,0,0,0,0,,,
case_03_pre_failure_matched_00_ordinary_matched_r0,case_03_pre_failure,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,trac_failed,matched_00,ordinary_matched,0,86,30,False,0,87,solver_failure,0,161706431,0,0,0,0,0,,,
case_03_pre_failure_candidate_00_uniform_refinement_r4,case_03_pre_failure,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,trac_failed,candidate_00,uniform_refinement,4,86,30,False,1,88,solver_failure,1,335084857,173397311,1593,200,169147097,1544,,,
case_03_pre_failure_matched_02_ordinary_matched_r1,case_03_pre_failure,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,trac_failed,matched_02,ordinary_matched,1,86,30,False,1,88,solver_failure,1,163047840,0,0,0,0,0,,,
case_03_pre_failure_matched_01_ordinary_matched_r0,case_03_pre_failure,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,trac_failed,matched_01,ordinary_matched,0,86,30,False,0,87,solver_failure,0,163009225,0,0,0,0,0,,,
case_03_pre_failure_matched_01_ordinary_matched_r4,case_03_pre_failure,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,trac_failed,matched_01,ordinary_matched,4,86,30,False,0,87,solver_failure,0,163534219,0,0,0,0,0,,,
case_03_pre_failure_matched_01_ordinary_matched_r1,case_03_pre_failure,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,trac_failed,matched_01,ordinary_matched,1,86,30,False,0,87,solver_failure,0,163971918,0,0,0,0,0,,,
case_03_pre_failure_matched_00_ordinary_matched_r4,case_03_pre_failure,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,trac_failed,matched_00,ordinary_matched,4,86,30,False,0,87,solver_failure,0,163789600,0,0,0,0,0,,,
case_03_pre_failure_matched_00_ordinary_matched_r2,case_03_pre_failure,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,trac_failed,matched_00,ordinary_matched,2,86,30,False,0,87,solver_failure,0,163701903,0,0,0,0,0,,,
case_03_pre_failure_matched_00_ordinary_matched_r1,case_03_pre_failure,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,trac_failed,matched_00,ordinary_matched,1,86,30,False,0,87,solver_failure,0,163502707,0,0,0,0,0,,,
case_03_pre_failure_matched_03_ordinary_matched_r1,case_03_pre_failure,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,trac_failed,matched_03,ordinary_matched,1,86,30,False,1,88,solver_failure,1,162921325,0,0,0,0,0,,,
case_03_pre_failure_matched_01_ordinary_matched_r3,case_03_pre_failure,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,trac_failed,matched_01,ordinary_matched,3,86,30,False,0,87,solver_failure,0,162641885,0,0,0,0,0,,,
case_03_pre_failure_matched_03_ordinary_matched_r3,case_03_pre_failure,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,trac_failed,matched_03,ordinary_matched,3,86,30,False,1,88,solver_failure,1,163410327,0,0,0,0,0,,,
case_03_pre_failure_matched_01_ordinary_matched_r2,case_03_pre_failure,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,trac_failed,matched_01,ordinary_matched,2,86,30,False,0,87,solver_failure,0,163368745,0,0,0,0,0,,,
case_04_pre_failure_matched_01_ordinary_matched_r4,case_04_pre_failure,c27ce734147fac572ca1ddd088565aeb5f022220251ef6f10a5d3db6670559b0,cghik_lost,matched_01,ordinary_matched,4,124,25,False,0,125,solver_failure,0,136435955,0,0,0,0,0,,,
case_04_pre_failure_matched_01_ordinary_matched_r2,case_04_pre_failure,c27ce734147fac572ca1ddd088565aeb5f022220251ef6f10a5d3db6670559b0,cghik_lost,matched_01,ordinary_matched,2,124,25,False,0,125,solver_failure,0,136296153,0,0,0,0,0,,,
case_04_pre_failure_matched_01_ordinary_matched_r0,case_04_pre_failure,c27ce734147fac572ca1ddd088565aeb5f022220251ef6f10a5d3db6670559b0,cghik_lost,matched_01,ordinary_matched,0,124,25,False,0,125,solver_failure,0,136561139,0,0,0,0,0,,,
case_04_pre_failure_candidate_00_uniform_refinement_r2,case_04_pre_failure,c27ce734147fac572ca1ddd088565aeb5f022220251ef6f10a5d3db6670559b0,cghik_lost,candidate_00,uniform_refinement,2,124,25,False,0,125,solver_failure,0,136582924,0,0,0,136215126,1248,,,
case_04_pre_failure_matched_02_ordinary_matched_r3,case_04_pre_failure,c27ce734147fac572ca1ddd088565aeb5f022220251ef6f10a5d3db6670559b0,cghik_lost,matched_02,ordinary_matched,3,124,25,False,0,125,solver_failure,0,136784754,0,0,0,0,0,,,
case_04_pre_failure_candidate_00_uniform_refinement_r4,case_04_pre_failure,c27ce734147fac572ca1ddd088565aeb5f022220251ef6f10a5d3db6670559b0,cghik_lost,candidate_00,uniform_refinement,4,124,25,False,0,125,solver_failure,0,136518025,0,0,0,135581463,1248,,,
case_04_pre_failure_matched_00_ordinary_matched_r4,case_04_pre_failure,c27ce734147fac572ca1ddd088565aeb5f022220251ef6f10a5d3db6670559b0,cghik_lost,matched_00,ordinary_matched,4,124,25,False,0,125,solver_failure,0,136365388,0,0,0,0,0,,,
case_04_pre_failure_matched_00_ordinary_matched_r2,case_04_pre_failure,c27ce734147fac572ca1ddd088565aeb5f022220251ef6f10a5d3db6670559b0,cghik_lost,matched_00,ordinary_matched,2,124,25,False,0,125,solver_failure,0,135942653,0,0,0,0,0,,,
case_04_pre_failure_matched_00_ordinary_matched_r3,case_04_pre_failure,c27ce734147fac572ca1ddd088565aeb5f022220251ef6f10a5d3db6670559b0,cghik_lost,matched_00,ordinary_matched,3,124,25,False,0,125,solver_failure,0,135473880,0,0,0,0,0,,,
case_04_pre_failure_matched_00_ordinary_matched_r0,case_04_pre_failure,c27ce734147fac572ca1ddd088565aeb5f022220251ef6f10a5d3db6670559b0,cghik_lost,matched_00,ordinary_matched,0,124,25,False,0,125,solver_failure,0,135808505,0,0,0,0,0,,,
case_04_pre_failure_matched_02_ordinary_matched_r1,case_04_pre_failure,c27ce734147fac572ca1ddd088565aeb5f022220251ef6f10a5d3db6670559b0,cghik_lost,matched_02,ordinary_matched,1,124,25,False,0,125,solver_failure,0,135375656,0,0,0,0,0,,,
case_04_pre_failure_matched_01_ordinary_matched_r3,case_04_pre_failure,c27ce734147fac572ca1ddd088565aeb5f022220251ef6f10a5d3db6670559b0,cghik_lost,matched_01,ordinary_matched,3,124,25,False,0,125,solver_failure,0,135017670,0,0,0,0,0,,,
case_04_pre_failure_candidate_00_uniform_refinement_r1,case_04_pre_failure,c27ce734147fac572ca1ddd088565aeb5f022220251ef6f10a5d3db6670559b0,cghik_lost,candidate_00,uniform_refinement,1,124,25,False,0,125,solver_failure,0,135382726,0,0,0,137296902,1248,,,
case_04_pre_failure_matched_02_ordinary_matched_r2,case_04_pre_failure,c27ce734147fac572ca1ddd088565aeb5f022220251ef6f10a5d3db6670559b0,cghik_lost,matched_02,ordinary_matched,2,124,25,False,0,125,solver_failure,0,135847251,0,0,0,0,0,,,
case_04_pre_failure_candidate_00_uniform_refinement_r0,case_04_pre_failure,c27ce734147fac572ca1ddd088565aeb5f022220251ef6f10a5d3db6670559b0,cghik_lost,candidate_00,uniform_refinement,0,124,25,False,0,125,solver_failure,0,136165876,0,0,0,141224404,1248,,,
case_04_pre_failure_matched_00_ordinary_matched_r1,case_04_pre_failure,c27ce734147fac572ca1ddd088565aeb5f022220251ef6f10a5d3db6670559b0,cghik_lost,matched_00,ordinary_matched,1,124,25,False,0,125,solver_failure,0,136221980,0,0,0,0,0,,,
case_04_pre_failure_candidate_00_uniform_refinement_r3,case_04_pre_failure,c27ce734147fac572ca1ddd088565aeb5f022220251ef6f10a5d3db6670559b0,cghik_lost,candidate_00,uniform_refinement,3,124,25,False,0,125,solver_failure,0,137086202,0,0,0,140073699,1248,,,
case_04_pre_failure_matched_02_ordinary_matched_r0,case_04_pre_failure,c27ce734147fac572ca1ddd088565aeb5f022220251ef6f10a5d3db6670559b0,cghik_lost,matched_02,ordinary_matched,0,124,25,False,0,125,solver_failure,0,136091099,0,0,0,0,0,,,
case_04_pre_failure_matched_02_ordinary_matched_r4,case_04_pre_failure,c27ce734147fac572ca1ddd088565aeb5f022220251ef6f10a5d3db6670559b0,cghik_lost,matched_02,ordinary_matched,4,124,25,False,0,125,solver_failure,0,135398912,0,0,0,0,0,,,
case_04_pre_failure_matched_01_ordinary_matched_r1,case_04_pre_failure,c27ce734147fac572ca1ddd088565aeb5f022220251ef6f10a5d3db6670559b0,cghik_lost,matched_01,ordinary_matched,1,124,25,False,0,125,solver_failure,0,136166298,0,0,0,0,0,,,
case_05_pre_failure_candidate_00_uniform_refinement_r3,case_05_pre_failure,d13cc08f12e083b576378a71eba2a5f5856319a74339c4d99b24a4e6647cfc6e,trac_failed,candidate_00,uniform_refinement,3,71,30,False,3,75,solver_failure,3,394017836,238855344,2156,273,76563571,680,,,
case_05_pre_failure_matched_05_ordinary_matched_r1,case_05_pre_failure,d13cc08f12e083b576378a71eba2a5f5856319a74339c4d99b24a4e6647cfc6e,trac_failed,matched_05,ordinary_matched,1,71,30,False,2,74,solver_failure,2,156222877,0,0,0,0,0,,,
case_05_pre_failure_matched_05_ordinary_matched_r2,case_05_pre_failure,d13cc08f12e083b576378a71eba2a5f5856319a74339c4d99b24a4e6647cfc6e,trac_failed,matched_05,ordinary_matched,2,71,30,False,2,74,solver_failure,2,155127666,0,0,0,0,0,,,
case_05_pre_failure_matched_03_ordinary_matched_r3,case_05_pre_failure,d13cc08f12e083b576378a71eba2a5f5856319a74339c4d99b24a4e6647cfc6e,trac_failed,matched_03,ordinary_matched,3,71,30,False,2,74,solver_failure,2,158284945,0,0,0,0,0,,,
case_05_pre_failure_matched_03_ordinary_matched_r2,case_05_pre_failure,d13cc08f12e083b576378a71eba2a5f5856319a74339c4d99b24a4e6647cfc6e,trac_failed,matched_03,ordinary_matched,2,71,30,False,3,75,solver_failure,3,151776151,0,0,0,0,0,,,
case_05_pre_failure_matched_00_ordinary_matched_r2,case_05_pre_failure,d13cc08f12e083b576378a71eba2a5f5856319a74339c4d99b24a4e6647cfc6e,trac_failed,matched_00,ordinary_matched,2,71,30,False,2,74,solver_failure,2,154560715,0,0,0,0,0,,,
case_05_pre_failure_matched_01_ordinary_matched_r0,case_05_pre_failure,d13cc08f12e083b576378a71eba2a5f5856319a74339c4d99b24a4e6647cfc6e,trac_failed,matched_01,ordinary_matched,0,71,30,False,1,73,solver_failure,1,158688888,0,0,0,0,0,,,
case_05_pre_failure_matched_03_ordinary_matched_r0,case_05_pre_failure,d13cc08f12e083b576378a71eba2a5f5856319a74339c4d99b24a4e6647cfc6e,trac_failed,matched_03,ordinary_matched,0,71,30,False,2,74,solver_failure,2,157076389,0,0,0,0,0,,,
case_05_pre_failure_matched_04_ordinary_matched_r0,case_05_pre_failure,d13cc08f12e083b576378a71eba2a5f5856319a74339c4d99b24a4e6647cfc6e,trac_failed,matched_04,ordinary_matched,0,71,30,False,2,74,solver_failure,2,155035916,0,0,0,0,0,,,
case_05_pre_failure_matched_01_ordinary_matched_r2,case_05_pre_failure,d13cc08f12e083b576378a71eba2a5f5856319a74339c4d99b24a4e6647cfc6e,trac_failed,matched_01,ordinary_matched,2,71,30,False,2,74,solver_failure,2,153807599,0,0,0,0,0,,,
case_05_pre_failure_matched_00_ordinary_matched_r0,case_05_pre_failure,d13cc08f12e083b576378a71eba2a5f5856319a74339c4d99b24a4e6647cfc6e,trac_failed,matched_00,ordinary_matched,0,71,30,False,2,74,solver_failure,2,154077306,0,0,0,0,0,,,
case_05_pre_failure_matched_02_ordinary_matched_r3,case_05_pre_failure,d13cc08f12e083b576378a71eba2a5f5856319a74339c4d99b24a4e6647cfc6e,trac_failed,matched_02,ordinary_matched,3,71,30,False,2,74,solver_failure,2,154338147,0,0,0,0,0,,,
case_05_pre_failure_candidate_00_uniform_refinement_r4,case_05_pre_failure,d13cc08f12e083b576378a71eba2a5f5856319a74339c4d99b24a4e6647cfc6e,trac_failed,candidate_00,uniform_refinement,4,71,30,False,3,75,solver_failure,3,511698599,359735859,3312,414,74697755,680,,,
case_05_pre_failure_matched_04_ordinary_matched_r3,case_05_pre_failure,d13cc08f12e083b576378a71eba2a5f5856319a74339c4d99b24a4e6647cfc6e,trac_failed,matched_04,ordinary_matched,3,71,30,False,3,75,solver_failure,3,150210588,0,0,0,0,0,,,
case_05_pre_failure_matched_03_ordinary_matched_r4,case_05_pre_failure,d13cc08f12e083b576378a71eba2a5f5856319a74339c4d99b24a4e6647cfc6e,trac_failed,matched_03,ordinary_matched,4,71,30,False,4,76,solver_failure,4,150397000,0,0,0,0,0,,,
case_05_pre_failure_matched_04_ordinary_matched_r2,case_05_pre_failure,d13cc08f12e083b576378a71eba2a5f5856319a74339c4d99b24a4e6647cfc6e,trac_failed,matched_04,ordinary_matched,2,71,30,False,2,74,solver_failure,2,155768054,0,0,0,0,0,,,
case_05_pre_failure_candidate_00_uniform_refinement_r2,case_05_pre_failure,d13cc08f12e083b576378a71eba2a5f5856319a74339c4d99b24a4e6647cfc6e,trac_failed,candidate_00,uniform_refinement,2,71,30,False,3,75,solver_failure,3,390938262,237356535,2152,276,75692628,680,,,
case_05_pre_failure_matched_00_ordinary_matched_r3,case_05_pre_failure,d13cc08f12e083b576378a71eba2a5f5856319a74339c4d99b24a4e6647cfc6e,trac_failed,matched_00,ordinary_matched,3,71,30,False,2,74,solver_failure,2,155206723,0,0,0,0,0,,,
case_05_pre_failure_matched_02_ordinary_matched_r4,case_05_pre_failure,d13cc08f12e083b576378a71eba2a5f5856319a74339c4d99b24a4e6647cfc6e,trac_failed,matched_02,ordinary_matched,4,71,30,False,2,74,solver_failure,2,157177195,0,0,0,0,0,,,
case_05_pre_failure_matched_00_ordinary_matched_r4,case_05_pre_failure,d13cc08f12e083b576378a71eba2a5f5856319a74339c4d99b24a4e6647cfc6e,trac_failed,matched_00,ordinary_matched,4,71,30,False,2,74,solver_failure,2,154665575,0,0,0,0,0,,,
case_05_pre_failure_matched_01_ordinary_matched_r3,case_05_pre_failure,d13cc08f12e083b576378a71eba2a5f5856319a74339c4d99b24a4e6647cfc6e,trac_failed,matched_01,ordinary_matched,3,71,30,False,2,74,solver_failure,2,155783397,0,0,0,0,0,,,
case_05_pre_failure_matched_05_ordinary_matched_r0,case_05_pre_failure,d13cc08f12e083b576378a71eba2a5f5856319a74339c4d99b24a4e6647cfc6e,trac_failed,matched_05,ordinary_matched,0,71,30,False,3,75,solver_failure,3,150016067,0,0,0,0,0,,,
case_05_pre_failure_matched_05_ordinary_matched_r4,case_05_pre_failure,d13cc08f12e083b576378a71eba2a5f5856319a74339c4d99b24a4e6647cfc6e,trac_failed,matched_05,ordinary_matched,4,71,30,False,2,74,solver_failure,2,154490545,0,0,0,0,0,,,
case_05_pre_failure_matched_02_ordinary_matched_r0,case_05_pre_failure,d13cc08f12e083b576378a71eba2a5f5856319a74339c4d99b24a4e6647cfc6e,trac_failed,matched_02,ordinary_matched,0,71,30,False,2,74,solver_failure,2,154651111,0,0,0,0,0,,,
case_05_pre_failure_matched_01_ordinary_matched_r4,case_05_pre_failure,d13cc08f12e083b576378a71eba2a5f5856319a74339c4d99b24a4e6647cfc6e,trac_failed,matched_01,ordinary_matched,4,71,30,False,3,75,solver_failure,3,150095721,0,0,0,0,0,,,
case_05_pre_failure_candidate_00_uniform_refinement_r1,case_05_pre_failure,d13cc08f12e083b576378a71eba2a5f5856319a74339c4d99b24a4e6647cfc6e,trac_failed,candidate_00,uniform_refinement,1,71,30,False,3,75,solver_failure,3,385068730,233390839,2136,267,74646746,680,,,
case_05_pre_failure_matched_01_ordinary_matched_r1,case_05_pre_failure,d13cc08f12e083b576378a71eba2a5f5856319a74339c4d99b24a4e6647cfc6e,trac_failed,matched_01,ordinary_matched,1,71,30,False,1,73,solver_failure,1,159698294,0,0,0,0,0,,,
case_05_pre_failure_matched_04_ordinary_matched_r1,case_05_pre_failure,d13cc08f12e083b576378a71eba2a5f5856319a74339c4d99b24a4e6647cfc6e,trac_failed,matched_04,ordinary_matched,1,71,30,False,2,74,solver_failure,2,154842823,0,0,0,0,0,,,
case_05_pre_failure_matched_00_ordinary_matched_r1,case_05_pre_failure,d13cc08f12e083b576378a71eba2a5f5856319a74339c4d99b24a4e6647cfc6e,trac_failed,matched_00,ordinary_matched,1,71,30,False,2,74,solver_failure,2,156536036,0,0,0,0,0,,,
case_05_pre_failure_candidate_00_uniform_refinement_r0,case_05_pre_failure,d13cc08f12e083b576378a71eba2a5f5856319a74339c4d99b24a4e6647cfc6e,trac_failed,candidate_00,uniform_refinement,0,71,30,False,3,75,solver_failure,3,353822105,201951946,1833,244,75680049,680,,,
case_05_pre_failure_matched_03_ordinary_matched_r1,case_05_pre_failure,d13cc08f12e083b576378a71eba2a5f5856319a74339c4d99b24a4e6647cfc6e,trac_failed,matched_03,ordinary_matched,1,71,30,False,3,75,solver_failure,3,151292304,0,0,0,0,0,,,
case_05_pre_failure_matched_02_ordinary_matched_r2,case_05_pre_failure,d13cc08f12e083b576378a71eba2a5f5856319a74339c4d99b24a4e6647cfc6e,trac_failed,matched_02,ordinary_matched,2,71,30,False,2,74,solver_failure,2,154403488,0,0,0,0,0,,,
case_05_pre_failure_matched_05_ordinary_matched_r3,case_05_pre_failure,d13cc08f12e083b576378a71eba2a5f5856319a74339c4d99b24a4e6647cfc6e,trac_failed,matched_05,ordinary_matched,3,71,30,False,1,73,solver_failure,1,158584597,0,0,0,0,0,,,
case_05_pre_failure_matched_04_ordinary_matched_r4,case_05_pre_failure,d13cc08f12e083b576378a71eba2a5f5856319a74339c4d99b24a4e6647cfc6e,trac_failed,matched_04,ordinary_matched,4,71,30,False,3,75,solver_failure,3,154335096,0,0,0,0,0,,,
case_05_pre_failure_matched_02_ordinary_matched_r1,case_05_pre_failure,d13cc08f12e083b576378a71eba2a5f5856319a74339c4d99b24a4e6647cfc6e,trac_failed,matched_02,ordinary_matched,1,71,30,False,2,74,solver_failure,2,154607544,0,0,0,0,0,,,
case_06_pre_failure_candidate_00_uniform_refinement_r4,case_06_pre_failure,f69a8f1f6eef07cefc66000053424135c5ec7250cc78d7cb2319c6615f8a8060,cghik_lost,candidate_00,uniform_refinement,4,95,30,True,30,,,30,5222654526,5200708705,48000,6000,112371948,1020,,,successful_witnesses/case_06_pre_failure_candidate_00_uniform_refinement_r4.json
case_06_pre_failure_matched_01_ordinary_matched_r4,case_06_pre_failure,f69a8f1f6eef07cefc66000053424135c5ec7250cc78d7cb2319c6615f8a8060,cghik_lost,matched_01,ordinary_matched,4,95,30,False,0,96,solver_failure,0,164064978,0,0,0,0,0,,,
case_06_pre_failure_candidate_00_uniform_refinement_r1,case_06_pre_failure,f69a8f1f6eef07cefc66000053424135c5ec7250cc78d7cb2319c6615f8a8060,cghik_lost,candidate_00,uniform_refinement,1,95,30,True,30,,,30,5233821515,5211198990,48000,6000,112704039,1020,,,successful_witnesses/case_06_pre_failure_candidate_00_uniform_refinement_r1.json
case_06_pre_failure_matched_00_ordinary_matched_r2,case_06_pre_failure,f69a8f1f6eef07cefc66000053424135c5ec7250cc78d7cb2319c6615f8a8060,cghik_lost,matched_00,ordinary_matched,2,95,30,False,0,96,solver_failure,0,162704510,0,0,0,0,0,,,
case_06_pre_failure_matched_02_ordinary_matched_r0,case_06_pre_failure,f69a8f1f6eef07cefc66000053424135c5ec7250cc78d7cb2319c6615f8a8060,cghik_lost,matched_02,ordinary_matched,0,95,30,False,0,96,solver_failure,0,162824390,0,0,0,0,0,,,
case_06_pre_failure_matched_01_ordinary_matched_r0,case_06_pre_failure,f69a8f1f6eef07cefc66000053424135c5ec7250cc78d7cb2319c6615f8a8060,cghik_lost,matched_01,ordinary_matched,0,95,30,False,0,96,solver_failure,0,162715123,0,0,0,0,0,,,
case_06_pre_failure_matched_00_ordinary_matched_r3,case_06_pre_failure,f69a8f1f6eef07cefc66000053424135c5ec7250cc78d7cb2319c6615f8a8060,cghik_lost,matched_00,ordinary_matched,3,95,30,False,0,96,solver_failure,0,162252258,0,0,0,0,0,,,
case_06_pre_failure_matched_01_ordinary_matched_r2,case_06_pre_failure,f69a8f1f6eef07cefc66000053424135c5ec7250cc78d7cb2319c6615f8a8060,cghik_lost,matched_01,ordinary_matched,2,95,30,False,0,96,solver_failure,0,162170961,0,0,0,0,0,,,
case_06_pre_failure_candidate_00_uniform_refinement_r3,case_06_pre_failure,f69a8f1f6eef07cefc66000053424135c5ec7250cc78d7cb2319c6615f8a8060,cghik_lost,candidate_00,uniform_refinement,3,95,30,True,30,,,30,5231410410,5207155852,48000,6000,113713203,1020,,,successful_witnesses/case_06_pre_failure_candidate_00_uniform_refinement_r3.json
case_06_pre_failure_matched_00_ordinary_matched_r1,case_06_pre_failure,f69a8f1f6eef07cefc66000053424135c5ec7250cc78d7cb2319c6615f8a8060,cghik_lost,matched_00,ordinary_matched,1,95,30,False,0,96,solver_failure,0,163591225,0,0,0,0,0,,,
case_06_pre_failure_matched_00_ordinary_matched_r4,case_06_pre_failure,f69a8f1f6eef07cefc66000053424135c5ec7250cc78d7cb2319c6615f8a8060,cghik_lost,matched_00,ordinary_matched,4,95,30,False,0,96,solver_failure,0,162573483,0,0,0,0,0,,,
case_06_pre_failure_matched_02_ordinary_matched_r4,case_06_pre_failure,f69a8f1f6eef07cefc66000053424135c5ec7250cc78d7cb2319c6615f8a8060,cghik_lost,matched_02,ordinary_matched,4,95,30,False,0,96,solver_failure,0,163173826,0,0,0,0,0,,,
case_06_pre_failure_matched_01_ordinary_matched_r1,case_06_pre_failure,f69a8f1f6eef07cefc66000053424135c5ec7250cc78d7cb2319c6615f8a8060,cghik_lost,matched_01,ordinary_matched,1,95,30,False,0,96,solver_failure,0,163493021,0,0,0,0,0,,,
case_06_pre_failure_matched_02_ordinary_matched_r1,case_06_pre_failure,f69a8f1f6eef07cefc66000053424135c5ec7250cc78d7cb2319c6615f8a8060,cghik_lost,matched_02,ordinary_matched,1,95,30,False,0,96,solver_failure,0,162475796,0,0,0,0,0,,,
case_06_pre_failure_matched_01_ordinary_matched_r3,case_06_pre_failure,f69a8f1f6eef07cefc66000053424135c5ec7250cc78d7cb2319c6615f8a8060,cghik_lost,matched_01,ordinary_matched,3,95,30,False,0,96,solver_failure,0,162419249,0,0,0,0,0,,,
case_06_pre_failure_candidate_00_uniform_refinement_r2,case_06_pre_failure,f69a8f1f6eef07cefc66000053424135c5ec7250cc78d7cb2319c6615f8a8060,cghik_lost,candidate_00,uniform_refinement,2,95,30,True,30,,,30,5208761135,5185370065,48000,6000,111471776,1020,,,successful_witnesses/case_06_pre_failure_candidate_00_uniform_refinement_r2.json
case_06_pre_failure_matched_02_ordinary_matched_r2,case_06_pre_failure,f69a8f1f6eef07cefc66000053424135c5ec7250cc78d7cb2319c6615f8a8060,cghik_lost,matched_02,ordinary_matched,2,95,30,False,0,96,solver_failure,0,163492587,0,0,0,0,0,,,
case_06_pre_failure_matched_02_ordinary_matched_r3,case_06_pre_failure,f69a8f1f6eef07cefc66000053424135c5ec7250cc78d7cb2319c6615f8a8060,cghik_lost,matched_02,ordinary_matched,3,95,30,False,0,96,solver_failure,0,162660039,0,0,0,0,0,,,
case_06_pre_failure_matched_00_ordinary_matched_r0,case_06_pre_failure,f69a8f1f6eef07cefc66000053424135c5ec7250cc78d7cb2319c6615f8a8060,cghik_lost,matched_00,ordinary_matched,0,95,30,False,0,96,solver_failure,0,163444775,0,0,0,0,0,,,
