slot,robot,family,method,repeat,status,optimizer_build_time,optimizer_solver_time,optimizer_elapsed,optimizer_iterations,optimizer_status,optimizer_sample_constraint_violation,optimizer_solver_feasible,verified_improved_incumbents,checkpoint_1.0_available_s,checkpoint_1.0_source,checkpoint_1.0_objective,checkpoint_1.0_relative_to_initial,checkpoint_5.0_available_s,checkpoint_5.0_source,checkpoint_5.0_objective,checkpoint_5.0_relative_to_initial,checkpoint_10.0_available_s,checkpoint_10.0_source,checkpoint_10.0_objective,checkpoint_10.0_relative_to_initial,checkpoint_30.0_available_s,checkpoint_30.0_source,checkpoint_30.0_objective,checkpoint_30.0_relative_to_initial,primary_control_change_max_rad
ur5e_cylinder_p1_v,ur5e,cylinder,G,0,planner_feasible,2.2062364689918468,28.045596160998684,30.25183250400005,45,User_Requested_Stop,0.0,True,3,,,,,3.804117691994179,nonlinear_validated_iterate,5.884916652255964,0.9999999999999997,3.804117691994179,nonlinear_validated_iterate,5.884916652255964,0.9999999999999997,27.214038852995145,nonlinear_validated_iterate,0.3744699362978418,0.06363215631172785,
ur5e_cylinder_p1_v,ur5e,cylinder,G,1,planner_feasible,2.22838958799548,28.50440966700262,30.732799141987925,45,User_Requested_Stop,0.0,True,3,,,,,3.855385270988336,nonlinear_validated_iterate,5.884916652255964,0.9999999999999997,3.855385270988336,nonlinear_validated_iterate,5.884916652255964,0.9999999999999997,27.65613115100132,nonlinear_validated_iterate,0.3744699362978418,0.06363215631172785,
ur5e_cylinder_p1_v,ur5e,cylinder,G,2,planner_feasible,2.203201998010627,27.930842167988885,30.134043969999766,45,User_Requested_Stop,0.0,True,3,,,,,3.8041843789978884,nonlinear_validated_iterate,5.884916652255964,0.9999999999999997,3.8041843789978884,nonlinear_validated_iterate,5.884916652255964,0.9999999999999997,27.11953212300432,nonlinear_validated_iterate,0.3744699362978418,0.06363215631172785,
ur5e_plane_p0_u,ur5e,plane,B1,0,planner_feasible,2.1593249869911233,27.843843912007287,30.003168779003317,45,User_Requested_Stop,0.047195378734771865,False,2,,,,,3.7414436169929104,nonlinear_validated_iterate,0.9794974945956563,0.999999999999993,3.7414436169929104,nonlinear_validated_iterate,0.9794974945956563,0.999999999999993,14.329432746992097,nonlinear_validated_iterate,0.8875971424743797,0.9061760212472826,
ur5e_plane_p0_u,ur5e,plane,B1,1,planner_feasible,2.1664699810062302,27.94944332599698,30.115913112997077,45,User_Requested_Stop,0.047195378734771865,False,2,,,,,3.748884265005472,nonlinear_validated_iterate,0.9794974945956563,0.999999999999993,3.748884265005472,nonlinear_validated_iterate,0.9794974945956563,0.999999999999993,14.37335839899606,nonlinear_validated_iterate,0.8875971424743797,0.9061760212472826,
ur5e_plane_p0_u,ur5e,plane,B1,2,planner_feasible,2.163943270003074,27.983008589988458,30.146951756003546,45,User_Requested_Stop,0.047195378734771865,False,2,,,,,3.7513396339927567,nonlinear_validated_iterate,0.9794974945956563,0.999999999999993,3.7513396339927567,nonlinear_validated_iterate,0.9794974945956563,0.999999999999993,14.375615892000496,nonlinear_validated_iterate,0.8875971424743797,0.9061760212472826,
ur5e_plane_p0_u,ur5e,plane,B2,0,planner_feasible,4.079132282000501,26.475298695993843,30.554430470991065,75,User_Requested_Stop,0.0,,4,,,,,1.7046128229994792,verified_initial_path,19.185305166035437,1.0,8.600933321999037,nonlinear_validated_iterate,19.155261715506125,0.9984340384336184,12.825220786995487,nonlinear_validated_iterate,18.600300764884352,0.9695076832978011,0.0005697723923068221
ur5e_plane_p0_u,ur5e,plane,B2,1,planner_feasible,4.070428802006063,26.48759699499351,30.558025313002872,75,User_Requested_Stop,0.0,,4,,,,,1.7097799900075188,verified_initial_path,19.185305166035437,1.0,8.61575934200664,nonlinear_validated_iterate,19.155261715506125,0.9984340384336184,12.844363513009739,nonlinear_validated_iterate,18.600300764884352,0.9695076832978011,0.0005697723923068221
ur5e_plane_p0_u,ur5e,plane,B2,2,planner_feasible,4.063927979004802,26.496553985009086,30.560481726002763,75,User_Requested_Stop,0.0,,4,,,,,1.7105103190115187,verified_initial_path,19.185305166035437,1.0,8.623614000011003,nonlinear_validated_iterate,19.155261715506125,0.9984340384336184,12.861387351003941,nonlinear_validated_iterate,18.600300764884352,0.9695076832978011,0.0005697723923068221
ur5e_plane_p0_u,ur5e,plane,G,0,planner_feasible,2.1592772229923867,27.93806281599973,30.097339859989006,45,User_Requested_Stop,0.047195378734771865,False,2,,,,,3.744373106994317,nonlinear_validated_iterate,0.9794974945956563,0.999999999999993,3.744373106994317,nonlinear_validated_iterate,0.9794974945956563,0.999999999999993,14.365787082992028,nonlinear_validated_iterate,0.8875971424743797,0.9061760212472826,
ur5e_plane_p0_u,ur5e,plane,G,1,planner_feasible,2.173601542992401,27.933634713001084,30.107236133000697,45,User_Requested_Stop,0.047195378734771865,False,2,,,,,3.761785893002525,nonlinear_validated_iterate,0.9794974945956563,0.999999999999993,3.761785893002525,nonlinear_validated_iterate,0.9794974945956563,0.999999999999993,14.401749433003715,nonlinear_validated_iterate,0.8875971424743797,0.9061760212472826,
