robot,method,label,family,trajectories,repeats,completion_by_repeat,mean_completed_trajectories,tsr,deadline_completion_by_repeat,dtsr20,frame_success,frame_deadline_success,p50_ms,p95_ms,p99_ms,cumulative_ms_per_sweep,trajectory_time_mean_ms,trajectory_time_median_ms,trajectory_time_p95_ms,p95_position_m,max_position_m,p95_orientation_rad,max_orientation_rad,max_accepted_step_utilization,acceleration_rms_mean,velocity_change_rms_mean,successful_prefix_mean,accepted_contract_violations,frame_calls,over_20ms_frames,all_frame_cumulative_ns,position_over90pct_accepted,orientation_over90pct_accepted,either_over90pct_accepted,internal_statuses,failure_reasons,mean_iterations,iteration_note,mean_evaluations,max_frame_latency_ms
panda,pink_qp,Pink QP-IK,all,40,3,"[37,37,37]",37.0,0.925,"[37,37,37]",0.925,0.9831666666666667,0.9831666666666667,1.0001355,1.06251735,1.1213439599999997,5517.269621666666,137.93174054166667,141.5657116666667,151.28361863333333,0.00019646269395097397,0.0009854507257299875,0.0003938978506710354,0.008304875900969308,0.9999999999999997,4.204448743441598,0.08408897486883196,147.475,0,18000,0,16551808865,0.0003390405153415833,0.00016952025767079165,0.0005085607730123749,"{""solved inaccurate"":9216,""solved"":5268,""maximum iterations reached"":3516}","{""position_tolerance+orientation_tolerance"":291,""position_tolerance"":12}",1448.0666666666666,Outer checks; accepted candidate can stop within an update.,,1.438041
panda,single_gn_k0,"Frozen bounded GN, kappa=0",all,40,3,"[39,39,39]",39.0,0.975,"[39,39,39]",0.975,0.9953333333333333,0.9953333333333333,0.2662405,0.2848557,0.44984278999999827,1706.3456203333335,42.658640508333335,40.40293133333333,41.43238865,0.0004258555879041617,0.0009910533919098628,0.0005491384047761674,0.008374835164456808,0.9999999999990037,3.0933364424935093,0.061866728849870184,149.3,0,18000,0,5119036861,0.009209645010046886,0.0010046885465505692,0.009879437374413932,"{""task_candidate"":17916,""stationary"":84}","{""position_tolerance"":9,""position_tolerance+orientation_tolerance"":75}",2.04,Outer checks; accepted candidate can stop within an update.,4.421333333333333,4.426374
panda,single_gn_k1,"Frozen bounded GN, kappa=1",all,40,3,"[40,40,40]",40.0,1.0,"[40,40,40]",1.0,1.0,1.0,0.266968,0.283992,0.37774965999999954,1607.4863063333332,40.187157658333334,40.56487183333333,41.38605033333333,0.00043341864564665954,0.0009984198938240677,0.0005515582199189714,0.008318572585554695,0.9999999999990011,3.214350550751528,0.06428701101503057,150.0,0,18000,0,4822458919,0.008666666666666666,0.001,0.009333333333333334,"{""task_candidate"":18000}",{},1.9711666666666667,Outer checks; accepted candidate can stop within an update.,3.9423333333333335,0.691759
panda,task_excess_gn,Task-excess bounded GN,all,40,3,"[40,40,40]",40.0,1.0,"[40,40,40]",1.0,1.0,1.0,0.7654585,1.1041103,1.3482982499999867,4555.29918,113.8824795,114.38949266666668,128.2027297333333,0.0009999994144703264,0.0009999999950159242,0.008726640967798046,0.008726646259622294,0.9999999999989999,3.80494688152945,0.07609893763058899,150.0,0,18000,0,13665897540,0.9893333333333333,0.9726666666666667,0.9926666666666667,"{""task_admissible"":18000}",{},1.9681666666666666,Outer checks; accepted candidate can stop within an update.,3.9298333333333333,2.161452
panda,task_excess_lbfgsb,Same-Phi L-BFGS-B,all,40,3,"[35,35,35]",35.0,0.875,"[34,35,35]",0.8666666666666666,0.9755,0.9754444444444446,2.455209,4.067914399999999,5.971944909999987,15618.821876333333,390.47054690833335,382.87632966666666,491.4932309833333,0.0009999991734130685,0.0009999999901094125,0.00872664247242399,0.008726646253591264,0.8673690700147632,4.327713188106207,0.08655426376212416,144.7,0,18000,1,46856465629,0.8788655390398087,0.9509653169314881,0.9904322569622416,"{""task_admissible"":17559,""optimizer_stop"":441}","{""position_tolerance+orientation_tolerance"":426,""position_tolerance"":15}",,L-BFGS-B early-exit nit is unavailable (raw zero sentinel); actual function/gradient evaluations are recorded.,14.276166666666667,52.33826
panda,trac_task_5ms,TRAC-IK task 5 ms,all,40,3,"[36,37,37]",36.666666666666664,0.9166666666666666,"[35,37,37]",0.9083333333333334,0.9741666666666667,0.974111111111111,0.1698085,0.2687205499999998,5.21397408,1977.0167733333333,49.42541933333333,26.443326,198.52900036666648,0.0003584209186367193,0.0009362683654871209,0.0005470515139321674,0.007915433041622358,0.9999999999999968,4.037421388104705,0.0807484277620941,146.09166666666667,0,18000,1,5931050320,0.00034217279726261765,5.70287995437696e-05,0.0003992015968063872,"{""native_success"":17535,""native_no_solution"":465}","{""internal_nonconvergence+position_tolerance+orientation_tolerance"":457,""internal_nonconvergence+position_tolerance"":8}",,Outer checks; accepted candidate can stop within an update.,,48.070693
ur5e,pink_qp,Pink QP-IK,all,40,3,"[38,38,38]",38.0,0.95,"[38,38,38]",0.95,0.9876666666666668,0.9876666666666668,0.640548,0.7069515999999999,0.8308422799999989,3900.8949126666666,97.52237281666666,97.26504783333334,98.54077323333334,0.0001299458951403319,0.0009991808999851898,0.0003204320227118717,0.005258969337769823,1.0,12.105647192445698,0.24211294384891394,146.25,0,18000,0,11702684738,0.00016874789065136686,0.0,0.00016874789065136686,"{""solved"":17988,""maximum iterations reached"":12}","{""position_tolerance"":30,""position_tolerance+orientation_tolerance"":189,""internal_nonconvergence+velocity_limit"":3}",82.93333333333334,Outer checks; accepted candidate can stop within an update.,,1.124684
ur5e,single_gn_k0,"Frozen bounded GN, kappa=0",all,40,3,"[40,40,40]",40.0,1.0,"[40,40,40]",1.0,1.0,1.0,0.254915,0.26971345,0.3478288199999994,1532.3374096666666,38.308435241666665,38.6916695,39.12007166666667,0.0003696115013906751,0.0009981123119061075,0.0004945899909159177,0.008642507365255256,0.9999999999990026,5.743854283610977,0.11487708567221956,150.0,0,18000,0,4597012229,0.005666666666666667,0.0011666666666666668,0.006666666666666667,"{""task_candidate"":18000}",{},1.9678333333333333,Outer checks; accepted candidate can stop within an update.,3.9356666666666666,0.530071
ur5e,single_gn_k1,"Frozen bounded GN, kappa=1",all,40,3,"[40,40,40]",40.0,1.0,"[40,40,39]",0.9916666666666666,1.0,0.9999444444444445,0.255207,0.2703588,0.36123119999999853,1550.7282343333331,38.76820585833333,38.74129933333333,39.31031763333333,0.0003685952321066644,0.000998078863211934,0.0005196739322335531,0.008642507365255256,0.9999999999990026,5.79603835829054,0.11592076716581078,150.0,0,18000,1,4652184703,0.005666666666666667,0.0011666666666666668,0.006666666666666667,"{""task_candidate"":17999,""deadline"":1}",{},1.9678333333333333,Outer checks; accepted candidate can stop within an update.,3.935611111111111,47.327622
ur5e,task_excess_gn,Task-excess bounded GN,all,40,3,"[39,39,39]",39.0,0.975,"[39,39,39]",0.975,0.9853333333333334,0.9853333333333334,0.7134795,1.0446633499999998,2.2734145299999993,4964.140997666666,124.10352494166666,106.55566066666665,124.06811023333326,0.000999999306065938,0.0009999999975615567,0.008726639827070346,0.008726646168723614,0.9999999999990026,9.457421632915956,0.1891484326583191,147.05,0,18000,15,14892422993,0.9910351826792964,0.9744587280108254,0.9925575101488497,"{""task_admissible"":17736,""stationary"":242,""deadline"":13,""iteration_limit"":9}","{""position_tolerance+orientation_tolerance"":264}",2.1419444444444444,Outer checks; accepted candidate can stop within an update.,4.7668888888888885,20.264237
