input_uid,robot,sources,accepted_repeats,within20_repeats,repeats,q,position_error_m,orientation_error_rad,max_joint_step_rad,velocity_utilization,latency_p50_ms,latency_p95_ms,actual_nfev,statuses,reasons
a0f625b7acb14756f546f7e28b17c0232e457ddf333ccbeaa0a3837436ef8cbb,panda,"[{""source_csv_row"":25,""trajectory_uid"":""ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465"",""site_id"":""trajectory_17"",""method"":""tar_corrected"",""repeat"":1,""frame"":100,""family"":""near_singular"",""raw_file"":""outputs/task_recourse/numerical_completion_development/validated_panda/runs/panda_trajectory_17_tar_corrected_r1.jsonl.gz"",""historical_failure_kind"":""non_finite_or_wrong_shape"",""historical_q"":null}]",3,3,3,"[2.4158086323703025,0.05621215940742365,1.7556654736576203,-0.5769925710616718,1.0705205015216253,0.2755591404568075,-0.07230661535666542]",0.0006741373038355872,0.006083202931059837,0.008383018915563506,0.16028716855761962,0.854653,0.9154956999999999,"[3,3,3]","[""task_admissible"",""task_admissible"",""task_admissible""]",[]
ee7e9cb2b5b95e385f55706c8f1206f233733f37292f22e748722c82724d3539,panda,"[{""source_csv_row"":26,""trajectory_uid"":""ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465"",""site_id"":""trajectory_17"",""method"":""trac_task_5ms"",""repeat"":0,""frame"":119,""family"":""near_singular"",""raw_file"":""outputs/task_recourse/numerical_completion_development/validated_panda/runs/panda_trajectory_17_trac_task_5ms_r0.jsonl.gz"",""historical_failure_kind"":""internal_nonconvergence+position_tolerance"",""historical_q"":[2.8902416475320796,0.20676677219140663,1.6936063808418194,-0.6764336879506156,0.8370174776868875,0.35627989034990604,0.09334859080285064]}]",3,3,3,"[2.8901781701035194,0.2074831002062673,1.6926481853691582,-0.6785427213224355,0.8362635687803232,0.35626718196162177,0.0932317648528836]",0.0007076913927306981,0.00809764492110875,0.0021090333718198906,0.04837232504174061,0.832651,0.8590821999999999,"[2,2,2]","[""task_admissible"",""task_admissible"",""task_admissible""]",[]
ad80b2fd24a95d2c3de3743d5ace62ff7e7ce602fc00785e411011d061c30ff4,panda,"[{""source_csv_row"":28,""trajectory_uid"":""b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a"",""site_id"":""trajectory_26"",""method"":""trac_task_5ms"",""repeat"":0,""frame"":71,""family"":""joint_limit_return"",""raw_file"":""outputs/task_recourse/numerical_completion_development/validated_panda/runs/panda_trajectory_26_trac_task_5ms_r0.jsonl.gz"",""historical_failure_kind"":""internal_nonconvergence+position_tolerance+orientation_tolerance"",""historical_q"":[-1.1300882519230162,0.5309488447798025,0.21985656827274586,-0.9503900382660043,2.8963453481553016,2.8061500519224727,0.5221810200543192]}]",3,3,3,"[-1.1483819002799724,0.5294105134388606,0.21927767678666263,-0.9655420466683902,2.8963892652164667,2.7881023185516507,0.5222541577760971]",0.00012299679875033763,0.005874791967889282,0.018293648356956238,0.419579090755877,1.702991,1.7638715,"[5,5,5]","[""task_admissible"",""task_admissible"",""task_admissible""]",[]
d07e09f424cf8f9dd1d080682d631db379fb1fb8751efe6bd66a35f8cfe29be9,panda,"[{""source_csv_row"":30,""trajectory_uid"":""ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465"",""site_id"":""trajectory_17"",""method"":""trac_task_5ms"",""repeat"":2,""frame"":118,""family"":""near_singular"",""raw_file"":""outputs/task_recourse/numerical_completion_development/validated_panda/runs/panda_trajectory_17_trac_task_5ms_r2.jsonl.gz"",""historical_failure_kind"":""internal_nonconvergence+position_tolerance+orientation_tolerance"",""historical_q"":[2.891099658691964,0.19204677049117747,1.66030001354989,-0.66182260030478,0.8554974255263461,0.34313197583778465,0.08289420904409049]}]",3,3,3,"[2.895042010678307,0.1946247121310218,1.661318832516769,-0.6669430406972391,0.8539342363989214,0.3460366434704437,0.08329167590498383]",0.0007106949216638274,0.005851456627640169,0.005120440392459069,0.11744129340502452,1.318444,1.3236793,"[5,5,5]","[""task_admissible"",""task_admissible"",""task_admissible""]",[]
c42de4179081514c950b831ca18c8f7f47ea3947d2b0eb8443363c49405510b8,panda,"[{""source_csv_row"":31,""trajectory_uid"":""b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a"",""site_id"":""trajectory_26"",""method"":""tar_old"",""repeat"":2,""frame"":72,""family"":""joint_limit_return"",""raw_file"":""outputs/task_recourse/numerical_completion_development/validated_panda/runs/panda_trajectory_26_tar_old_r2.jsonl.gz"",""historical_failure_kind"":""non_finite_or_wrong_shape"",""historical_q"":null}]",3,3,3,"[-1.1490040328425393,0.5304849537034817,0.19340592117345085,-0.9719718783213921,2.8962659327437468,2.7767643364937937,0.5316906609472257]",0.00013402456101523148,0.007769115186050741,0.04356155267582318,0.9991181806381463,1.723662,1.7552142,"[5,5,5]","[""task_admissible"",""task_admissible"",""task_admissible""]",[]
2c07510cdc6a6a2b9328aa405291d8f8bf9f2630b8eeed8ba855ed378759f939,panda,"[{""source_csv_row"":32,""trajectory_uid"":""ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465"",""site_id"":""trajectory_17"",""method"":""tar_corrected"",""repeat"":0,""frame"":97,""family"":""near_singular"",""raw_file"":""outputs/task_recourse/numerical_completion_development/validated_panda/runs/panda_trajectory_17_tar_corrected_r0.jsonl.gz"",""historical_failure_kind"":""non_finite_or_wrong_shape"",""historical_q"":null}]",3,3,3,"[2.2134839597143476,0.01885870143851424,1.8266591499260378,-0.546921999326908,1.166720601828618,0.2469585240958517,-0.10523071771558766]",0.0007558536178161505,0.00415068767143128,0.008951558028665693,0.1711578972976232,0.897725,0.9309521,"[3,3,3]","[""task_admissible"",""task_admissible"",""task_admissible""]",[]
fff4f943b72ab664dd86754dbc9f9cd61003cf6c4a96a2dce36ec3b8dd7b5bc1,panda,"[{""source_csv_row"":33,""trajectory_uid"":""ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465"",""site_id"":""trajectory_17"",""method"":""tar_corrected"",""repeat"":2,""frame"":119,""family"":""near_singular"",""raw_file"":""outputs/task_recourse/numerical_completion_development/validated_panda/runs/panda_trajectory_17_tar_corrected_r2.jsonl.gz"",""historical_failure_kind"":""non_finite_or_wrong_shape"",""historical_q"":null}]",3,3,3,"[2.8909159335167427,0.2010973064925166,1.6774369481400573,-0.6777061136693548,0.8487120296652315,0.3514469808805949,0.08671977955118683]",0.0006856715041566628,0.00585914314869006,0.0064362398227402196,0.14762017942064723,1.327723,1.3750756000000002,"[5,5,5]","[""task_admissible"",""task_admissible"",""task_admissible""]",[]
6461b529c7d8d70295c9e2f8894f58e0c0c420e36cd0f5fb51454f3250b1fcd2,panda,"[{""source_csv_row"":36,""trajectory_uid"":""ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465"",""site_id"":""trajectory_17"",""method"":""tar_old"",""repeat"":2,""frame"":118,""family"":""near_singular"",""raw_file"":""outputs/task_recourse/numerical_completion_development/validated_panda/runs/panda_trajectory_17_tar_old_r2.jsonl.gz"",""historical_failure_kind"":""non_finite_or_wrong_shape"",""historical_q"":null}]",3,3,3,"[2.8837655224546026,0.19764234145539028,1.6786845020919379,-0.6717424673393101,0.8499221797937635,0.3492977896022226,0.08454132329313743]",0.0008325290485886364,0.005586913346754758,0.0068932409868631694,0.15810185749686168,0.909027,1.2746214,"[3,3,3]","[""task_admissible"",""task_admissible"",""task_admissible""]",[]
d9663d82a0b3db84ec81fd6bf21fde467e5a8801465b1ca4729ae4606dc8e080,panda,"[{""source_csv_row"":37,""trajectory_uid"":""b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a"",""site_id"":""trajectory_26"",""method"":""tar_corrected"",""repeat"":2,""frame"":71,""family"":""joint_limit_return"",""raw_file"":""outputs/task_recourse/numerical_completion_development/validated_panda/runs/panda_trajectory_26_tar_corrected_r2.jsonl.gz"",""historical_failure_kind"":""non_finite_or_wrong_shape"",""historical_q"":null}]",3,3,3,"[-1.1676163944121798,0.535400638413093,0.25097974948772034,-0.9575074842471508,2.8966173353441658,2.796966492409618,0.5038494136459415]",0.00029553997306632597,0.005399121703609477,0.010970810746056214,0.2516240996801884,1.519906,1.5293362,"[5,5,5]","[""task_admissible"",""task_admissible"",""task_admissible""]",[]
01bc2f3f79d42bc2a32b40c721acea8640fac7d90e349640bd65079ef3316463,panda,"[{""source_csv_row"":38,""trajectory_uid"":""4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab"",""site_id"":""trajectory_14"",""method"":""tar_corrected"",""repeat"":1,""frame"":114,""family"":""near_singular"",""raw_file"":""outputs/task_recourse/numerical_completion_development/validated_panda/runs/panda_trajectory_14_tar_corrected_r1.jsonl.gz"",""historical_failure_kind"":""non_finite_or_wrong_shape"",""historical_q"":null}]",3,3,3,"[-2.1403417968989227,0.0505816432794086,2.4430733923528,-0.5557303055323957,-2.8958949615103258,2.0640037054982865,-1.7532596641064258]",0.0009299750993546665,0.002855630534149955,0.0070755394779604686,0.13528756172008544,1.300783,1.3331155,"[5,5,5]","[""task_admissible"",""task_admissible"",""task_admissible""]",[]
5c020e69a725e543767661508efbc9fc6e3fc8819f433223abb4a50396c9ea29,ur5e,"[{""source_csv_row"":39,""trajectory_uid"":""bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea"",""site_id"":""trajectory_15"",""method"":""tar_old"",""repeat"":0,""frame"":125,""family"":""near_singular"",""raw_file"":""outputs/task_recourse/numerical_completion_development/validated_ur5e/runs/ur5e_trajectory_15_tar_old_r0.jsonl.gz"",""historical_failure_kind"":""non_finite_or_wrong_shape"",""historical_q"":null}]",0,0,3,"[6.283185307179585,-5.45574747299105,1.6165642912866867,-4.666469853522131,1.448389471110063,-5.140135425581424]",0.0010917852346512824,0.00821919963170531,0.006097584284611379,0.096891859797215,1.693372,1.7207122,"[6,6,6]","[""native_termination"",""native_termination"",""native_termination""]","[""position_tolerance""]"
f46ffa555d91c0fd0bd95829494f5c37d6249f99fa5fe0fb7c6f511d53dde130,ur5e,"[{""source_csv_row"":40,""trajectory_uid"":""bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea"",""site_id"":""trajectory_15"",""method"":""trac_task_5ms"",""repeat"":1,""frame"":124,""family"":""near_singular"",""raw_file"":""outputs/task_recourse/numerical_completion_development/validated_ur5e/runs/ur5e_trajectory_15_trac_task_5ms_r1.jsonl.gz"",""historical_failure_kind"":""internal_nonconvergence+position_tolerance"",""historical_q"":[6.283185307179585,-5.46123162832147,1.620208730378884,-4.667950362577028,1.4533783220477217,-5.147631249514993]},{""source_csv_row"":45,""trajectory_uid"":""bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea"",""site_id"":""trajectory_15"",""method"":""tar_corrected"",""repeat"":0,""frame"":124,""family"":""near_singular"",""raw_file"":""outputs/task_recourse/numerical_completion_development/validated_ur5e/runs/ur5e_trajectory_15_tar_corrected_r0.jsonl.gz"",""historical_failure_kind"":""non_finite_or_wrong_shape"",""historical_q"":null}]",3,3,3,"[6.283185307173455,-5.459164632538809,1.619324282421103,-4.6681860290489565,1.4527283756339908,-5.146838419624227]",0.0008264355280308149,0.004702759625474677,0.0020669957826608965,0.032844985198556956,3.570602,3.5717504,"[13,13,13]","[""task_admissible"",""task_admissible"",""task_admissible""]",[]
09ba0d288168ceb34efaf68123ab1a8bd8e1edbac224ab832b5f527b67f0f3a1,ur5e,"[{""source_csv_row"":41,""trajectory_uid"":""5547871d76b6176b3e5dd5d8f20eebc72645f4fdb4a7e415a21928fb85392f9e"",""site_id"":""trajectory_38"",""method"":""pink_qp"",""repeat"":1,""frame"":77,""family"":""high_curvature"",""raw_file"":""outputs/task_recourse/numerical_completion_development/validated_ur5e/runs/ur5e_trajectory_38_pink_qp_r1.jsonl.gz"",""historical_failure_kind"":""position_tolerance"",""historical_q"":[2.4651934636929735,1.0334415477980525,1.3182176429577586,1.4769067342140672,-2.874761657804875,1.1941799499286476]},{""source_csv_row"":49,""trajectory_uid"":""5547871d76b6176b3e5dd5d8f20eebc72645f4fdb4a7e415a21928fb85392f9e"",""site_id"":""trajectory_38"",""method"":""pink_qp"",""repeat"":2,""frame"":77,""family"":""high_curvature"",""raw_file"":""outputs/task_recourse/numerical_completion_development/validated_ur5e/runs/ur5e_trajectory_38_pink_qp_r2.jsonl.gz"",""historical_failure_kind"":""position_tolerance"",""historical_q"":[2.4651934636929735,1.0334415477980525,1.3182176429577586,1.4769067342140672,-2.874761657804875,1.1941799499286476]},{""source_csv_row"":52,""trajectory_uid"":""5547871d76b6176b3e5dd5d8f20eebc72645f4fdb4a7e415a21928fb85392f9e"",""site_id"":""trajectory_38"",""method"":""pink_qp"",""repeat"":0,""frame"":77,""family"":""high_curvature"",""raw_file"":""outputs/task_recourse/numerical_completion_development/validated_ur5e/runs/ur5e_trajectory_38_pink_qp_r0.jsonl.gz"",""historical_failure_kind"":""position_tolerance"",""historical_q"":[2.4651934636929735,1.0334415477980525,1.3182176429577586,1.4769067342140672,-2.874761657804875,1.1941799499286476]}]",0,0,3,"[2.4629369462338517,1.0335264606232246,1.318782606054361,1.4763655208120943,-2.8721219304293526,1.1941799499286476]",0.0014978159437273894,0.0031310073555537287,0.06293185307179572,0.9999999999999976,3.135879,3.156912,"[11,11,11]","[""native_termination"",""native_termination"",""native_termination""]","[""position_tolerance""]"
1febd0a27c58059d7297752be9e249e886e3abe6d232e6ea38b6e7a858a7c1df,ur5e,"[{""source_csv_row"":42,""trajectory_uid"":""5547871d76b6176b3e5dd5d8f20eebc72645f4fdb4a7e415a21928fb85392f9e"",""site_id"":""trajectory_38"",""method"":""tar_old"",""repeat"":0,""frame"":76,""family"":""high_curvature"",""raw_file"":""outputs/task_recourse/numerical_completion_development/validated_ur5e/runs/ur5e_trajectory_38_tar_old_r0.jsonl.gz"",""historical_failure_kind"":""non_finite_or_wrong_shape"",""historical_q"":null}]",3,3,3,"[2.3719595219686562,1.0472162726967615,1.2651601272704052,1.3259896634105879,-2.7919082089486635,1.0017246130548787]",0.0008918634634609947,0.0019332706385764029,0.018349988785669957,0.2915850700397357,0.937037,0.9681734000000001,"[3,3,3]","[""task_admissible"",""task_admissible"",""task_admissible""]",[]
761e240cea87fd5647c6bdf6e5557348246ad7ed84ebf5f2c4dc49bacedd5f64,ur5e,"[{""source_csv_row"":43,""trajectory_uid"":""5ff81edc43cf92c445ae661655f0f074229d3861bbbd0b57d14ad453615b9e25"",""site_id"":""trajectory_17"",""method"":""pink_qp"",""repeat"":0,""frame"":73,""family"":""near_singular"",""raw_file"":""outputs/task_recourse/numerical_completion_development/validated_ur5e/runs/ur5e_trajectory_17_pink_qp_r0.jsonl.gz"",""historical_failure_kind"":""internal_nonconvergence+velocity_limit"",""historical_q"":[-4.286408762368406,-3.0264655899332826,2.681262720679826,5.4000424405474075,-0.0037224200801888934,-3.518960857953669]},{""source_csv_row"":47,""trajectory_uid"":""5ff81edc43cf92c445ae661655f0f074229d3861bbbd0b57d14ad453615b9e25"",""site_id"":""trajectory_17"",""method"":""pink_qp"",""repeat"":1,""frame"":73,""family"":""near_singular"",""raw_file"":""outputs/task_recourse/numerical_completion_development/validated_ur5e/runs/ur5e_trajectory_17_pink_qp_r1.jsonl.gz"",""historical_failure_kind"":""internal_nonconvergence+velocity_limit"",""historical_q"":[-4.286408762368406,-3.0264655899332826,2.681262720679826,5.4000424405474075,-0.0037224200801888934,-3.518960857953669]},{""source_csv_row"":51,""trajectory_uid"":""5ff81edc43cf92c445ae661655f0f074229d3861bbbd0b57d14ad453615b9e25"",""site_id"":""trajectory_17"",""method"":""pink_qp"",""repeat"":2,""frame"":73,""family"":""near_singular"",""raw_file"":""outputs/task_recourse/numerical_completion_development/validated_ur5e/runs/ur5e_trajectory_17_pink_qp_r2.jsonl.gz"",""historical_failure_kind"":""internal_nonconvergence+velocity_limit"",""historical_q"":[-4.286408762368406,-3.0264655899332826,2.681262720679826,5.4000424405474075,-0.0037224200801888934,-3.518960857953669]}]",3,3,3,"[-4.285106688308609,-3.0428345886346677,2.6936630701889257,5.346539594512907,-0.002674780986613174,-3.4611610486547817]",0.00017053727345242087,0.001624467781027905,0.005836044922306716,0.09273594590721264,0.723566,0.760376,"[2,2,2]","[""task_admissible"",""task_admissible"",""task_admissible""]",[]
7387c01983379314b1e2ef84c4eacf3070a37a31f1d9470ee1b1ba4dcc0aa63f,ur5e,"[{""source_csv_row"":44,""trajectory_uid"":""bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea"",""site_id"":""trajectory_15"",""method"":""tar_corrected"",""repeat"":1,""frame"":125,""family"":""near_singular"",""raw_file"":""outputs/task_recourse/numerical_completion_development/validated_ur5e/runs/ur5e_trajectory_15_tar_corrected_r1.jsonl.gz"",""historical_failure_kind"":""non_finite_or_wrong_shape"",""historical_q"":null}]",0,0,3,"[6.283185307179585,-5.455747472994554,1.6165642912874432,-4.666469853537191,1.448389471112685,-5.140135426626703]",0.001091785234910464,0.008219199629083539,0.004678055781730528,0.07433526192838408,5.131299,5.2480164,"[21,21,21]","[""native_termination"",""native_termination"",""native_termination""]","[""position_tolerance""]"
64170b30d135bfb5938d8b63f7e28b6455c660909653e1cdea52c965d23e75f8,ur5e,"[{""source_csv_row"":46,""trajectory_uid"":""f87cbb198e6aa95e16ea15160dd1d4f545d70b0d61622238ff991b3a2d27786a"",""site_id"":""trajectory_02"",""method"":""tar_corrected"",""repeat"":2,""frame"":31,""family"":""smooth"",""raw_file"":""outputs/task_recourse/numerical_completion_development/validated_ur5e/runs/ur5e_trajectory_02_tar_corrected_r2.jsonl.gz"",""historical_failure_kind"":""non_finite_or_wrong_shape"",""historical_q"":null}]",3,3,3,"[3.963319645824909,-2.066360613566195,1.0268499386338465,0.452976666622535,-0.38156068440715407,3.495704650118708]",0.0009873641830763155,0.005318232222438715,0.06283459119855328,0.9984544889671113,1.244491,1.296259,"[4,4,4]","[""task_admissible"",""task_admissible"",""task_admissible""]",[]
54856754163197e3a2b72ddedb60f111bb633560da642331d0f91d0a3f286867,ur5e,"[{""source_csv_row"":48,""trajectory_uid"":""f87cbb198e6aa95e16ea15160dd1d4f545d70b0d61622238ff991b3a2d27786a"",""site_id"":""trajectory_02"",""method"":""tar_corrected"",""repeat"":0,""frame"":31,""family"":""smooth"",""raw_file"":""outputs/task_recourse/numerical_completion_development/validated_ur5e/runs/ur5e_trajectory_02_tar_corrected_r0.jsonl.gz"",""historical_failure_kind"":""non_finite_or_wrong_shape"",""historical_q"":null}]",3,3,3,"[3.963145277279161,-2.066397795674004,1.0268238909788021,0.45297798358050445,-0.38169026866976336,3.495695993751383]",0.0009957214661318536,0.005235367714639028,0.06283327424088891,0.998433562240818,1.312953,1.3811568,"[4,4,4]","[""task_admissible"",""task_admissible"",""task_admissible""]",[]
56d61febebf601325d122a3ee8718a1c3d7750dde0368da866f5cc495afebfb0,ur5e,"[{""source_csv_row"":50,""trajectory_uid"":""f87cbb198e6aa95e16ea15160dd1d4f545d70b0d61622238ff991b3a2d27786a"",""site_id"":""trajectory_02"",""method"":""tar_old"",""repeat"":2,""frame"":31,""family"":""smooth"",""raw_file"":""outputs/task_recourse/numerical_completion_development/validated_ur5e/runs/ur5e_trajectory_02_tar_old_r2.jsonl.gz"",""historical_failure_kind"":""non_finite_or_wrong_shape"",""historical_q"":null}]",0,0,3,"[3.9625868237147466,-2.0653193458554457,1.0260747407794768,0.4583960586468844,-0.38219491615180895,3.4906970091272695]",0.0010245745262742582,0.00682526956593452,0.06293185307179583,0.9999999999999993,2.737326,2.8315542000000002,"[9,9,9]","[""native_termination"",""native_termination"",""native_termination""]","[""position_tolerance""]"
536f4af9086e63b49d709f06d03ed8578ef116e3a22a4206642724b45527e891,ur5e,"[{""source_csv_row"":53,""trajectory_uid"":""bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea"",""site_id"":""trajectory_15"",""method"":""trac_task_5ms"",""repeat"":2,""frame"":125,""family"":""near_singular"",""raw_file"":""outputs/task_recourse/numerical_completion_development/validated_ur5e/runs/ur5e_trajectory_15_trac_task_5ms_r2.jsonl.gz"",""historical_failure_kind"":""internal_nonconvergence+position_tolerance"",""historical_q"":[6.283185307179585,-5.458556823720747,1.6185741021243083,-4.665202283723999,1.4514641041196028,-5.145235242564013]}]",0,0,3,"[6.283185307179585,-5.45574747299242,1.6165642912863487,-4.666469853526603,1.4483894711100618,-5.140135425581685]",0.0010917852346511436,0.008219199631706673,0.005099816982327532,0.08103713355634706,4.717636,4.719796,"[18,18,18]","[""native_termination"",""native_termination"",""native_termination""]","[""position_tolerance""]"
dbf57214ac7141099f45707313820f52d336092b8eb74700b8cf47b463c5ee40,ur5e,"[{""source_csv_row"":54,""trajectory_uid"":""bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea"",""site_id"":""trajectory_15"",""method"":""trac_task_5ms"",""repeat"":0,""frame"":125,""family"":""near_singular"",""raw_file"":""outputs/task_recourse/numerical_completion_development/validated_ur5e/runs/ur5e_trajectory_15_trac_task_5ms_r0.jsonl.gz"",""historical_failure_kind"":""internal_nonconvergence+position_tolerance"",""historical_q"":[6.2816519066642895,-5.458343556072061,1.6179178899633349,-4.665867246607242,1.451867596866106,-5.140503572342159]}]",0,0,3,"[6.283185307179585,-5.455747472988581,1.6165642912872942,-4.666469853514086,1.4483894711100735,-5.140135425580555]",0.0010917852346523094,0.008219199631694934,0.0034781257560323464,0.05526812871796931,1.78634,1.8150275,"[6,6,6]","[""native_termination"",""native_termination"",""native_termination""]","[""position_tolerance""]"
